z6-15949,Port 1,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 7,Port 7,Port 8,Port 8
Records: 1337,PYR,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation,° Wind Direction, m/s Wind Speed, m/s Gust Speed, °C Anemometer Temp,° X-axis Level,° Y-axis Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
12/21/2023 11:30,100.2,130,1.96,4.93,17.9,1.4,-3.5,17.6,0.935,87.61,15,0,456,61,7479,87.58,17.8
12/21/2023 11:45,125.1,131,2.08,4.45,18.2,1.2,-3.3,18.0,0.934,87.58,15,0,455,62,7485,87.55,18.4
12/21/2023 12:00,121.9,137,2.46,6.55,18.2,1.4,-3.4,17.9,0.937,87.55,15,0,455,62,7485,87.52,18.7
12/21/2023 12:15,103.3,128,2.10,5.77,18.0,1.2,-3.3,17.8,0.939,87.54,15,0,456,61,7480,87.51,18.6
12/21/2023 12:30,182.6,131,2.43,6.01,18.1,1.7,-3.1,17.8,0.931,87.53,15,0,455,62,7481,87.50,18.2
12/21/2023 12:45,174.7,111,2.43,8.63,18.1,1.4,-3.5,17.9,0.932,87.50,15,0,455,62,7483,87.47,18.0
12/21/2023 13:00,250.3,125,2.80,5.72,18.1,0.9,-3.3,17.9,0.932,87.48,15,0,455,61,7479,87.45,17.9
12/21/2023 13:15,332.3,124,2.87,8.95,18.1,1.6,-3.1,17.9,0.931,87.46,15,0,455,61,7479,87.43,17.8
12/21/2023 13:30,240.1,113,2.27,5.87,17.9,1.3,-3.2,17.7,0.934,87.44,15,0,455,61,7477,87.41,17.8
12/21/2023 13:45,331.6,131,2.39,6.74,17.7,1.1,-3.6,17.5,0.941,87.43,15,0,455,61,7479,87.39,17.7
12/21/2023 14:00,297.5,116,2.23,6.10,17.7,1.4,-3.3,17.6,0.940,87.42,15,0,455,61,7479,87.38,17.5
12/21/2023 14:15,212.4,125,2.49,8.58,17.6,1.4,-3.5,17.6,0.944,87.41,15,0,456,61,7476,87.38,17.5
12/21/2023 14:30,91.6,132,2.41,7.09,17.3,1.2,-3.2,17.2,0.959,87.42,15,0,456,61,7477,87.38,17.5
12/21/2023 14:45,51.3,121,2.19,6.35,17.0,1.4,-3.1,16.9,0.979,87.41,15,0,457,61,7476,87.38,17.3
12/21/2023 15:00,52.0,110,2.06,5.17,17.0,1.0,-3.5,16.8,0.987,87.41,15,0,457,61,7476,87.38,17.2
12/21/2023 15:15,40.8,113,1.77,4.84,16.9,1.2,-3.4,16.8,0.991,87.41,15,0,457,61,7475,87.38,17.1
12/21/2023 15:30,50.0,110,2.04,7.60,17.0,1.2,-3.5,16.8,0.997,87.42,15,0,457,60,7471,87.39,17.1
12/21/2023 15:45,30.4,120,1.71,4.71,17.0,1.3,-3.4,16.9,0.997,87.43,15,0,457,61,7474,87.40,17.1
12/21/2023 16:00,23.6,117,2.15,7.16,16.9,1.3,-3.4,16.8,1.000,87.43,15,0,458,61,7474,87.40,17.0
12/21/2023 16:15,21.6,118,2.10,8.35,16.9,1.4,-3.1,16.8,1.001,87.44,15,0,458,61,7474,87.41,17.0
12/21/2023 16:30,12.5,116,2.47,5.59,16.9,1.0,-3.4,16.8,1.000,87.45,15,0,459,61,7474,87.42,16.9
12/21/2023 16:45,12.3,110,2.59,7.37,17.0,1.1,-3.1,16.8,1.000,87.46,15,0,458,60,7471,87.43,16.9
12/21/2023 17:00,7.9,120,2.67,7.60,17.0,1.2,-3.1,16.9,1.000,87.48,15,0,458,61,7473,87.45,16.9
12/21/2023 17:15,0.0,119,2.24,7.60,16.9,1.0,-3.0,16.8,1.000,87.50,15,0,459,60,7470,87.46,16.9
12/21/2023 17:30,0.0,121,2.21,5.90,16.9,1.2,-3.3,16.9,1.000,87.51,15,0,459,60,7471,87.48,16.9
