z6-15954,Port 1,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 5,Port 5,Port 5,Port 6,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
Records: 2582,PYR,PYR,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation, W/m² Solar Radiation, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
7/17/2024 11:15,899.8,876.3,21.9,0.902,88.06,15,0,450,21.9,0.909,87.98,1,0,448,100,8365,87.94,23.2
7/17/2024 11:30,827.5,782.8,22.2,0.885,88.06,14,0,450,22.1,0.895,87.97,0,0,449,100,8379,87.93,23.9
7/17/2024 11:45,512.7,444.4,22.0,0.890,88.07,14,0,450,22.1,0.897,87.98,10,0,450,100,8384,87.93,24.1
7/17/2024 12:00,622.6,359.6,21.7,0.900,88.06,10,0,450,21.9,0.903,87.98,15,0,450,100,8392,87.93,23.7
7/17/2024 12:15,602.4,334.2,21.8,0.896,88.04,4,0,450,22.0,0.898,87.96,9,0,450,100,8393,87.90,23.6
7/17/2024 12:30,950.7,250.3,21.7,0.898,88.02,0,0,449,22.0,0.898,87.94,15,0,451,100,8393,87.89,23.5
7/17/2024 12:45,617.8,172.3,21.9,0.892,88.01,0,0,449,22.1,0.895,87.92,15,0,451,100,8392,87.87,23.2
7/17/2024 13:00,515.1,236.9,22.1,0.891,88.00,8,0,450,22.2,0.897,87.92,15,0,451,100,8387,87.86,23.0
7/17/2024 13:15,358.9,180.0,22.4,0.871,88.00,5,0,450,22.5,0.878,87.91,15,0,450,100,8386,87.86,23.0
7/17/2024 13:30,272.6,188.2,22.6,0.862,88.00,14,0,450,22.8,0.866,87.92,14,0,450,100,8387,87.87,23.1
7/17/2024 13:45,267.0,240.6,22.8,0.887,88.00,8,0,450,22.8,0.893,87.92,15,0,450,100,8387,87.88,23.4
7/17/2024 14:00,256.0,189.3,22.6,0.899,88.00,8,0,451,22.7,0.907,87.92,14,0,451,100,8386,87.87,23.7
7/17/2024 14:15,183.5,156.7,22.2,0.907,87.98,15,0,451,22.0,0.921,87.91,15,0,451,100,8386,87.86,23.4
7/17/2024 14:30,177.1,152.2,21.8,0.911,87.99,15,0,451,21.7,0.925,87.91,15,0,451,100,8385,87.86,23.2
7/17/2024 14:45,179.4,154.0,21.8,0.911,87.99,15,0,451,22.0,0.914,87.91,15,0,451,100,8384,87.86,23.0
7/17/2024 15:00,201.8,178.7,21.8,0.923,87.99,15,0,452,21.6,0.937,87.92,15,0,452,100,8382,87.87,23.0
7/17/2024 15:15,172.9,160.8,21.6,0.935,87.98,15,0,451,21.7,0.944,87.90,15,0,451,100,8381,87.85,22.9
7/17/2024 15:30,132.8,117.4,21.8,0.939,87.98,15,3,472,21.9,0.943,87.91,15,3,476,100,8380,87.86,23.0
7/17/2024 15:45,106.8,92.5,21.5,0.955,88.00,15,14,458,21.4,0.978,87.93,15,12,456,100,8375,87.88,22.5
7/17/2024 16:00,89.2,76.7,21.5,0.959,88.02,15,0,454,21.4,0.976,87.95,15,0,453,100,8371,87.89,22.3
7/17/2024 16:15,77.8,66.1,21.4,0.962,88.03,15,0,454,21.4,0.977,87.96,15,0,454,100,8368,87.91,22.1
7/17/2024 16:30,34.8,30.0,21.1,0.961,88.03,15,0,454,20.9,0.982,87.96,15,0,455,100,8365,87.92,21.8
7/17/2024 16:45,50.2,43.9,20.9,0.962,88.05,15,0,454,20.8,0.977,87.98,15,0,454,100,8359,87.93,21.5
7/17/2024 17:00,61.3,51.8,20.8,0.959,88.08,15,0,454,20.9,0.973,88.01,15,0,454,100,8358,87.96,21.4
7/17/2024 17:15,47.1,40.3,20.9,0.955,88.09,15,0,454,21.0,0.963,88.01,15,0,454,100,8355,87.96,21.4
7/17/2024 17:30,58.0,50.5,20.9,0.955,88.10,15,0,454,21.0,0.964,88.02,15,0,453,100,8352,87.97,21.3
7/17/2024 17:45,39.7,34.2,20.9,0.954,88.11,15,0,454,21.0,0.964,88.03,15,0,454,100,8350,87.98,21.2
7/17/2024 18:00,15.2,12.8,20.8,0.959,88.14,15,0,455,20.8,0.970,88.06,15,0,454,100,8348,88.01,21.1
7/17/2024 18:15,1.8,0.4,20.6,0.965,88.15,15,0,455,20.6,0.978,88.07,15,0,455,100,8343,88.02,20.9
7/17/2024 18:30,0.0,0.0,20.5,0.966,88.16,15,0,455,20.5,0.977,88.08,15,0,454,100,8342,88.03,20.8
7/17/2024 18:45,0.0,0.0,20.4,0.962,88.18,15,0,455,20.5,0.974,88.10,15,0,455,100,8338,88.05,20.6
7/17/2024 19:00,0.0,0.0,20.3,0.966,88.20,15,0,455,20.4,0.979,88.13,15,0,455,100,8339,88.08,20.5
7/17/2024 19:15,0.0,0.0,20.3,0.965,88.22,15,0,455,20.3,0.980,88.15,15,0,455,100,8336,88.10,20.4
7/17/2024 19:30,0.0,0.0,20.2,0.968,88.23,15,0,455,20.2,0.981,88.16,15,0,454,100,8334,88.11,20.3
7/17/2024 19:45,0.0,0.0,20.1,0.961,88.24,15,0,455,20.2,0.970,88.17,15,0,454,100,8333,88.12,20.3
7/17/2024 20:00,0.0,0.0,20.2,0.949,88.24,15,0,454,20.2,0.955,88.16,15,0,454,100,8329,88.11,20.2
7/17/2024 20:15,0.0,0.0,20.3,0.936,88.28,15,0,453,20.3,0.943,88.21,15,0,453,100,8327,88.15,20.2
7/17/2024 20:30,0.0,0.0,20.3,0.923,88.32,15,0,453,20.4,0.931,88.24,15,0,453,100,8324,88.19,20.2
7/17/2024 20:45,0.0,0.0,20.3,0.912,88.32,15,0,453,20.3,0.922,88.25,15,0,453,100,8323,88.19,20.2
7/17/2024 21:00,0.0,0.0,20.2,0.915,88.31,15,0,453,20.2,0.925,88.24,15,0,453,100,8320,88.19,20.1
7/17/2024 21:15,0.0,0.0,20.2,0.921,88.32,15,0,453,20.2,0.931,88.25,15,0,453,100,8320,88.20,20.1
7/17/2024 21:30,0.0,0.0,20.4,0.915,88.35,15,0,453,20.3,0.926,88.27,15,0,453,100,8317,88.22,20.1
7/17/2024 21:45,0.0,0.0,20.3,0.914,88.35,15,0,453,20.3,0.925,88.27,15,0,453,100,8317,88.22,20.1
7/17/2024 22:00,0.0,0.0,20.2,0.914,88.33,15,0,453,20.2,0.924,88.25,15,0,452,100,8315,88.20,20.0
7/17/2024 22:15,0.0,0.0,20.2,0.917,88.30,15,0,453,20.1,0.928,88.22,15,0,453,100,8314,88.17,20.0
7/17/2024 22:30,0.0,0.0,19.9,0.929,88.27,15,0,454,20.0,0.939,88.20,15,0,453,100,8311,88.15,19.9
7/17/2024 22:45,0.0,0.0,19.8,0.937,88.28,15,0,454,19.8,0.951,88.20,15,0,454,100,8311,88.15,19.8
7/17/2024 23:00,0.0,0.0,19.7,0.944,88.26,15,0,454,19.8,0.955,88.19,15,0,454,100,8310,88.13,19.7
7/17/2024 23:15,0.0,0.0,19.8,0.941,88.23,15,0,454,19.8,0.951,88.16,15,0,454,100,8306,88.10,19.7
7/17/2024 23:30,0.0,0.0,19.7,0.938,88.21,15,0,454,19.8,0.946,88.14,15,0,454,100,8308,88.08,19.7
7/17/2024 23:45,0.0,0.0,19.6,0.941,88.19,15,0,454,19.7,0.948,88.12,15,0,453,100,8305,88.07,19.6
7/18/2024 0:00,0.0,0.0,19.7,0.937,88.20,15,0,453,19.8,0.940,88.12,15,0,453,100,8301,88.07,19.6
7/18/2024 0:15,0.0,0.0,19.9,0.930,88.20,15,0,453,19.9,0.936,88.12,15,0,453,100,8254,88.07,19.9
7/18/2024 0:30,0.0,0.0,19.9,0.929,88.17,15,0,453,20.0,0.937,88.09,15,0,453,100,8282,88.04,19.9
7/18/2024 0:45,0.0,0.0,19.8,0.931,88.13,15,0,453,19.9,0.938,88.06,15,0,453,100,8281,88.01,19.8
7/18/2024 1:00,0.0,0.0,19.8,0.930,88.11,15,0,453,19.8,0.939,88.04,15,0,453,100,8282,87.98,19.8
7/18/2024 1:15,0.0,0.0,19.8,0.926,88.08,15,0,453,19.8,0.934,88.01,15,0,453,100,8282,87.95,19.7
7/18/2024 1:30,0.0,0.0,19.7,0.924,88.06,15,0,453,19.7,0.930,87.98,15,0,453,100,8279,87.93,19.6
