z6-15954,Port 1,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 5,Port 5,Port 5,Port 6,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
Records: 17571,PYR,PYR,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation, W/m² Solar Radiation, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
4/11/2023 8:30,346.8,372.3,18.4,0.892,88.23,15,0,451,18.5,0.877,88.12,15,0,451,100,8452,88.04,20.0
4/11/2023 8:45,436.0,473.7,18.5,0.896,88.23,15,0,451,18.6,0.880,88.12,15,0,451,100,8465,88.04,20.5
4/11/2023 9:00,584.5,623.1,18.9,0.881,88.23,15,0,450,19.1,0.863,88.12,15,0,450,100,8492,88.04,20.7
4/11/2023 9:15,547.7,593.6,19.1,0.856,88.23,15,0,450,19.1,0.843,88.12,14,0,450,100,8509,88.04,21.0
4/11/2023 9:30,624.6,698.7,19.2,0.852,88.22,15,0,450,19.4,0.838,88.10,14,0,450,100,8537,88.02,21.2
4/11/2023 9:45,458.3,700.7,19.5,0.841,88.22,15,0,450,19.7,0.827,88.10,2,0,450,100,8540,88.02,21.6
4/11/2023 10:00,510.9,918.6,19.8,0.821,88.21,11,0,450,19.9,0.812,88.09,0,0,448,100,8570,88.02,21.9
4/11/2023 10:15,596.7,894.5,20.1,0.792,88.20,1,0,450,20.3,0.784,88.09,0,0,448,100,8588,88.01,22.3
4/11/2023 10:30,944.3,988.4,20.7,0.751,88.19,0,0,449,20.8,0.750,88.07,0,0,448,100,8595,88.00,22.6
4/11/2023 10:45,777.6,796.5,20.7,0.744,88.17,0,0,449,20.9,0.744,88.05,0,0,448,100,8598,87.98,22.8
4/11/2023 11:00,1043.9,1028.7,21.2,0.756,88.15,0,0,448,21.3,0.758,88.04,0,0,447,100,8611,87.96,23.0
4/11/2023 11:15,790.5,447.3,21.0,0.761,88.15,0,0,448,21.3,0.756,88.03,0,0,448,100,8611,87.96,23.1
4/11/2023 11:30,524.8,373.2,21.0,0.750,88.13,0,0,449,21.1,0.749,88.01,0,0,448,100,8608,87.93,22.9
4/11/2023 11:45,502.1,350.8,21.2,0.782,88.10,0,0,449,21.2,0.778,87.99,0,0,449,100,8599,87.91,22.6
4/11/2023 12:00,508.9,360.5,21.3,0.795,88.09,0,0,449,21.4,0.793,87.98,0,0,449,100,8593,87.90,22.6
4/11/2023 12:15,613.6,493.5,21.3,0.798,88.07,0,0,449,21.3,0.793,87.96,0,0,449,100,8586,87.89,22.4
4/11/2023 12:30,450.4,699.8,21.4,0.798,88.06,0,0,448,21.4,0.794,87.95,0,0,449,100,8581,87.88,22.3
4/11/2023 12:45,654.1,347.5,21.6,0.779,88.05,0,0,448,21.3,0.787,87.94,0,0,449,100,8575,87.87,22.2
4/11/2023 13:00,482.7,275.4,21.3,0.787,88.02,0,0,449,20.9,0.799,87.91,0,0,450,100,8567,87.86,22.0
4/11/2023 13:15,517.8,184.6,21.1,0.811,88.01,0,0,449,20.8,0.817,87.90,4,0,450,100,8567,87.83,21.8
4/11/2023 13:30,162.0,144.3,21.2,0.815,87.99,1,0,450,21.2,0.813,87.88,10,0,450,100,8561,87.80,21.8
4/11/2023 13:45,251.4,291.7,21.3,0.825,87.97,2,0,450,21.4,0.818,87.86,5,0,449,100,8553,87.78,21.8
4/11/2023 14:00,154.7,286.0,21.4,0.818,87.96,5,0,450,21.6,0.805,87.84,5,0,450,100,8552,87.77,21.9
4/11/2023 14:15,158.6,244.3,21.7,0.814,87.94,6,0,450,21.6,0.809,87.83,3,0,450,100,8547,87.75,22.1
4/11/2023 14:30,152.7,270.6,21.5,0.831,87.92,15,0,450,21.5,0.825,87.81,10,0,450,100,8543,87.74,22.2
4/11/2023 14:45,134.0,296.6,21.7,0.819,87.90,15,0,450,22.0,0.803,87.79,1,0,449,100,8539,87.72,22.4
4/11/2023 15:00,196.5,318.1,21.7,0.830,87.90,10,0,450,21.8,0.818,87.79,3,0,449,100,8532,87.71,22.6
4/11/2023 15:15,115.9,434.5,21.3,0.842,87.89,15,0,450,21.6,0.823,87.78,3,0,450,100,8530,87.70,22.4
4/11/2023 15:30,100.0,397.3,21.4,0.830,87.88,14,0,450,21.9,0.808,87.77,0,0,450,100,8523,87.69,22.4
4/11/2023 15:45,104.0,199.8,21.2,0.847,87.90,15,0,450,21.4,0.828,87.79,15,0,450,100,8520,87.70,22.2
4/11/2023 16:00,94.7,93.4,20.9,0.855,87.90,14,0,451,21.2,0.835,87.79,14,0,451,100,8517,87.70,21.9
4/11/2023 16:15,210.8,184.2,20.8,0.848,87.90,9,0,450,21.1,0.830,87.79,14,0,450,100,8510,87.71,21.7
4/11/2023 16:30,77.5,67.4,20.7,0.855,87.91,13,0,451,20.7,0.846,87.80,15,0,451,100,8509,87.73,21.5
4/11/2023 16:45,55.5,48.2,20.3,0.873,87.92,15,0,451,20.3,0.864,87.82,15,0,451,100,8503,87.73,21.2
4/11/2023 17:00,50.9,45.4,20.1,0.881,87.92,15,0,451,20.2,0.865,87.81,15,0,452,100,8500,87.73,20.9
4/11/2023 17:15,45.0,39.0,19.9,0.889,87.94,15,0,452,19.9,0.877,87.83,15,0,452,100,8495,87.75,20.6
4/11/2023 17:30,20.1,17.2,19.6,0.912,87.95,15,0,452,19.5,0.904,87.84,15,0,453,100,8492,87.76,20.3
4/11/2023 17:45,9.7,7.9,19.3,0.921,87.96,15,0,453,19.4,0.907,87.85,15,0,453,100,8491,87.77,20.0
4/11/2023 18:00,0.0,0.0,19.1,0.937,87.97,15,0,453,19.2,0.920,87.86,15,0,454,100,8485,87.78,19.8
4/11/2023 18:15,0.0,0.0,19.0,0.945,87.97,15,0,454,18.9,0.929,87.86,15,0,454,100,8482,87.78,19.5
4/11/2023 18:30,0.0,0.0,18.8,0.951,87.99,15,0,454,18.8,0.934,87.88,15,0,455,100,8477,87.80,19.3
