z6-15954,Port 1,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 5,Port 5,Port 5,Port 6,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
Records: 2496,PYR,PYR,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation, W/m² Solar Radiation, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
10/26/2023 10:00,248.3,209.7,21.4,0.944,88.06,15,0,453,20.7,0.958,87.96,15,0,452,100,8267,87.91,22.6
10/26/2023 10:15,184.9,156.0,21.9,0.939,88.05,15,0,453,21.4,0.945,87.95,15,0,452,100,8263,87.90,22.8
10/26/2023 10:30,146.7,120.3,21.9,0.928,88.03,15,0,454,21.3,0.934,87.93,15,0,453,100,8264,87.88,22.8
10/26/2023 10:45,201.4,166.3,21.5,0.942,88.02,15,0,454,20.9,0.948,87.92,15,12,493,100,8263,87.87,22.3
10/26/2023 11:00,276.7,228.3,21.9,0.938,88.00,15,0,454,21.1,0.949,87.90,15,4,453,100,8270,87.85,22.4
10/26/2023 11:15,201.2,165.5,21.9,0.940,87.99,15,0,454,21.2,0.952,87.89,15,0,454,100,8271,87.84,22.5
10/26/2023 11:30,136.4,110.8,21.4,0.949,87.97,15,0,455,20.8,0.958,87.86,15,0,459,100,8272,87.81,22.3
10/26/2023 11:45,253.8,207.8,21.7,0.948,87.93,15,3,453,21.1,0.952,87.83,15,5,453,100,8275,87.78,22.3
10/26/2023 12:00,270.6,223.9,22.4,0.927,87.91,15,0,453,21.4,0.946,87.80,15,0,452,100,8280,87.76,22.7
10/26/2023 12:15,272.8,216.8,22.5,0.906,87.88,15,0,452,21.7,0.922,87.78,15,0,452,100,8283,87.73,22.9
10/26/2023 12:30,145.4,117.2,22.4,0.917,87.87,15,0,454,21.6,0.932,87.77,15,0,454,100,8282,87.72,23.0
10/26/2023 12:45,69.8,63.4,21.5,0.947,87.85,15,7,686,21.0,0.954,87.75,15,9,1138,100,8279,87.70,22.5
10/26/2023 13:00,96.5,82.6,21.2,0.971,87.82,15,15,622,20.7,0.976,87.72,15,15,1051,100,8279,87.67,21.8
10/26/2023 13:15,74.3,60.4,21.2,0.986,87.81,15,15,550,20.8,0.987,87.70,15,15,795,100,8279,87.65,21.5
10/26/2023 13:30,71.8,59.1,21.0,0.991,87.80,15,15,535,20.8,0.988,87.69,15,15,683,100,8276,87.64,21.5
10/26/2023 13:45,31.1,26.9,20.2,0.959,87.77,15,15,608,20.4,0.935,87.66,15,15,727,100,8274,87.61,21.1
10/26/2023 14:00,41.2,34.8,19.8,0.957,87.74,15,15,798,19.8,0.943,87.63,15,15,1125,100,8271,87.58,20.7
10/26/2023 14:15,24.5,21.2,19.3,0.970,87.74,15,15,636,19.3,0.953,87.63,15,15,951,100,8268,87.58,20.0
10/26/2023 14:30,16.7,13.7,19.0,0.988,87.73,15,15,633,18.9,0.976,87.63,15,15,1015,100,8267,87.57,19.5
10/26/2023 14:45,12.8,11.2,19.0,0.999,87.74,15,15,654,18.8,0.988,87.63,15,15,979,100,8265,87.58,19.3
10/26/2023 15:00,33.9,29.8,18.8,1.000,87.72,15,15,595,18.7,0.995,87.62,15,15,771,100,8267,87.57,19.2
10/26/2023 15:15,59.1,52.9,19.0,1.000,87.72,15,15,539,18.9,0.999,87.61,15,15,599,100,8266,87.57,19.2
10/26/2023 15:30,39.0,33.5,19.1,1.000,87.70,15,15,529,19.0,0.999,87.59,15,15,522,100,8264,87.55,19.2
10/26/2023 15:45,24.9,20.3,19.5,0.999,87.69,15,15,563,19.6,0.991,87.59,15,15,642,100,8263,87.54,19.3
10/26/2023 16:00,26.7,22.0,19.7,0.971,87.71,15,15,640,19.7,0.959,87.61,15,15,826,100,8262,87.56,19.3
10/26/2023 16:15,32.4,25.8,19.6,0.964,87.73,15,15,544,19.7,0.950,87.62,15,15,569,100,8260,87.58,19.3
10/26/2023 16:30,17.2,13.7,19.6,0.966,87.76,15,15,622,19.7,0.951,87.66,15,15,960,100,8258,87.61,19.3
10/26/2023 16:45,5.5,3.3,19.4,0.978,87.77,15,15,630,19.3,0.971,87.66,15,15,848,100,8257,87.62,19.2
10/26/2023 17:00,0.0,0.0,19.3,0.985,87.77,15,15,674,19.3,0.976,87.67,15,15,938,100,8261,87.62,19.1
10/26/2023 17:15,0.0,0.0,19.2,0.990,87.81,15,15,636,19.1,0.981,87.70,15,15,901,100,8257,87.65,19.0
10/26/2023 17:30,0.0,0.0,19.1,0.997,87.82,15,15,686,19.0,0.988,87.72,15,15,919,100,8256,87.67,18.9
10/26/2023 17:45,0.0,0.0,19.2,0.999,87.83,15,15,659,19.2,0.988,87.73,15,15,917,100,8256,87.67,18.9
10/26/2023 18:00,0.0,0.0,19.2,0.997,87.85,15,15,611,19.2,0.986,87.75,15,15,793,100,8253,87.70,18.9
10/26/2023 18:15,0.0,0.0,19.1,0.990,87.85,15,15,628,19.2,0.963,87.75,15,15,685,100,8253,87.70,18.8
10/26/2023 18:30,0.0,0.0,18.7,0.981,87.87,15,15,642,18.8,0.957,87.76,15,15,824,100,8251,87.71,18.5
10/26/2023 18:45,0.0,0.0,18.5,0.973,87.90,15,15,611,18.6,0.947,87.79,15,15,1118,100,8252,87.74,18.3
10/26/2023 19:00,0.0,0.0,18.4,0.977,87.91,15,15,668,18.4,0.962,87.81,15,15,936,100,8251,87.76,18.1
10/26/2023 19:15,0.0,0.0,18.4,0.984,87.93,15,15,607,18.4,0.971,87.83,15,15,702,100,8248,87.77,18.1
10/26/2023 19:30,0.0,0.0,18.4,0.982,87.96,15,15,621,18.5,0.961,87.86,15,15,901,100,8248,87.81,18.0
10/26/2023 19:45,0.0,0.0,18.6,0.973,87.99,15,15,604,18.6,0.956,87.88,15,15,800,100,8249,87.83,18.0
10/26/2023 20:00,0.0,0.0,18.6,0.974,88.00,15,15,637,18.7,0.957,87.89,15,15,863,100,8248,87.84,18.0
10/26/2023 20:15,0.0,0.0,18.7,0.975,88.01,15,15,564,18.7,0.958,87.90,15,15,734,100,8248,87.85,18.1
10/26/2023 20:30,0.0,0.0,19.0,0.951,88.01,15,15,517,19.1,0.932,87.91,15,15,514,100,8244,87.86,18.2
10/26/2023 20:45,0.0,0.0,19.3,0.922,88.01,15,15,514,19.7,0.890,87.91,15,15,501,100,8245,87.86,18.4
10/26/2023 21:00,0.0,0.0,19.3,0.922,88.03,15,15,505,19.5,0.896,87.92,15,15,512,100,8244,87.87,18.5
10/26/2023 21:15,0.0,0.0,19.1,0.933,88.04,15,15,585,19.1,0.918,87.94,15,15,721,100,8243,87.89,18.6
10/26/2023 21:30,0.0,0.0,18.9,0.948,88.07,15,15,571,18.9,0.930,87.97,15,15,588,100,8244,87.91,18.5
10/26/2023 21:45,0.0,0.0,19.5,0.916,88.08,15,15,580,19.6,0.894,87.97,15,15,501,100,8241,87.92,18.6
10/26/2023 22:00,0.0,0.0,19.7,0.912,88.10,15,15,591,19.8,0.890,87.99,15,15,493,100,8242,87.94,18.7
10/26/2023 22:15,0.0,0.0,19.6,0.916,88.10,15,15,653,19.7,0.898,88.00,15,15,903,100,8241,87.95,18.8
10/26/2023 22:30,0.0,0.0,19.1,0.939,88.11,15,15,606,19.2,0.923,88.01,15,15,946,100,8242,87.95,18.7
10/26/2023 22:45,0.0,0.0,18.8,0.963,88.11,15,15,635,18.7,0.948,88.00,15,15,739,100,8239,87.95,18.5
10/26/2023 23:00,0.0,0.0,18.8,0.966,88.10,15,15,595,18.9,0.946,87.99,15,15,897,100,8238,87.94,18.4
10/26/2023 23:15,0.0,0.0,18.8,0.969,88.07,15,15,596,18.9,0.947,87.97,15,15,723,100,8241,87.92,18.4
10/26/2023 23:30,0.0,0.0,18.7,0.966,88.06,15,15,621,18.8,0.943,87.96,15,15,763,100,8238,87.90,18.4
10/26/2023 23:45,0.0,0.0,18.8,0.960,88.04,15,15,596,18.9,0.937,87.93,15,15,706,100,8238,87.88,18.3
10/27/2023 0:00,0.0,0.0,18.8,0.959,87.99,15,15,555,18.9,0.939,87.89,15,15,649,100,8238,87.84,18.3
10/27/2023 0:15,0.0,0.0,18.9,0.956,87.96,15,15,497,18.8,0.940,87.85,15,15,555,100,8194,87.80,18.5
10/27/2023 0:30,0.0,0.0,19.1,0.936,87.91,15,15,462,19.2,0.913,87.81,15,15,478,100,8214,87.76,18.5
10/27/2023 0:45,0.0,0.0,19.5,0.899,87.87,15,4,454,19.7,0.872,87.77,15,15,470,100,8217,87.71,18.6
10/27/2023 1:00,0.0,0.0,19.7,0.885,87.85,15,0,454,19.9,0.860,87.75,15,9,454,100,8218,87.70,18.8
10/27/2023 1:15,0.0,0.0,19.2,0.912,87.85,15,0,454,19.4,0.889,87.74,15,0,455,100,8216,87.69,18.8
10/27/2023 1:30,0.0,0.0,18.9,0.930,87.85,15,0,455,19.0,0.910,87.75,15,0,455,100,8218,87.69,18.7
10/27/2023 1:45,0.0,0.0,18.7,0.953,87.85,15,0,456,18.7,0.937,87.74,15,0,456,100,8215,87.69,18.6
10/27/2023 2:00,0.0,0.0,18.6,0.961,87.85,15,0,455,18.7,0.943,87.75,15,0,455,100,8215,87.69,18.5
10/27/2023 2:15,0.0,0.0,18.7,0.956,87.86,15,0,456,18.6,0.941,87.76,15,0,456,100,8216,87.70,18.5
10/27/2023 2:30,0.0,0.0,18.7,0.959,87.88,15,0,456,18.6,0.945,87.78,15,0,456,100,8217,87.72,18.4
10/27/2023 2:45,0.0,0.0,18.6,0.959,87.88,15,0,455,18.7,0.936,87.78,15,0,456,100,8212,87.72,18.4
10/27/2023 3:00,0.0,0.0,18.7,0.960,87.88,15,0,456,18.8,0.937,87.77,15,0,456,100,8212,87.72,18.5
10/27/2023 3:15,0.0,0.0,18.7,0.967,87.87,15,9,600,18.8,0.946,87.77,15,10,783,100,8213,87.72,18.5
10/27/2023 3:30,0.0,0.0,18.7,0.976,87.86,15,15,530,18.7,0.957,87.76,15,15,623,100,8215,87.71,18.4
10/27/2023 3:45,0.0,0.0,18.7,0.981,87.85,15,15,531,18.7,0.965,87.75,15,15,604,100,8214,87.70,18.4
10/27/2023 4:00,0.0,0.0,18.9,0.984,87.83,15,15,496,18.9,0.965,87.73,15,15,562,100,8211,87.68,18.5
10/27/2023 4:15,0.0,0.0,19.1,0.984,87.84,15,15,623,19.1,0.965,87.74,15,15,946,100,8212,87.69,18.6
10/27/2023 4:30,0.0,0.0,18.7,0.985,87.86,15,15,553,18.7,0.967,87.76,15,15,700,100,8212,87.71,18.5
10/27/2023 4:45,0.0,0.0,18.3,0.982,87.88,15,15,508,18.4,0.960,87.77,15,15,654,100,8212,87.72,18.3
10/27/2023 5:00,0.0,0.0,18.3,0.976,87.91,15,15,487,18.3,0.956,87.81,15,15,650,100,8209,87.76,18.2
10/27/2023 5:15,0.0,0.0,18.4,0.967,87.95,15,8,456,18.6,0.943,87.84,15,15,479,100,8212,87.79,18.2
10/27/2023 5:30,0.0,0.0,18.7,0.947,87.96,15,0,456,18.7,0.928,87.86,15,15,471,100,8209,87.80,18.3
10/27/2023 5:45,2.4,1.8,18.8,0.944,87.98,15,0,456,18.8,0.928,87.87,15,15,469,100,8211,87.82,18.4
10/27/2023 6:00,16.1,13.7,18.7,0.951,87.99,15,0,455,18.8,0.933,87.88,15,5,455,100,8210,87.83,18.4
10/27/2023 6:15,35.0,30.4,19.3,0.918,88.00,15,0,454,19.4,0.894,87.89,15,0,454,100,8206,87.84,18.6
10/27/2023 6:30,55.3,48.5,19.4,0.902,88.03,15,0,454,19.4,0.885,87.93,15,0,454,100,8206,87.88,18.8
10/27/2023 6:45,77.3,69.0,19.3,0.913,88.05,15,0,454,19.4,0.895,87.95,15,0,454,100,8205,87.90,19.0
10/27/2023 7:00,79.5,69.0,19.3,0.922,88.06,15,0,454,19.4,0.905,87.96,15,0,454,100,8209,87.90,19.2
10/27/2023 7:15,121.4,112.8,19.4,0.929,88.07,15,0,454,19.4,0.914,87.96,15,0,454,100,8212,87.91,19.3
10/27/2023 7:30,167.9,160.8,19.7,0.928,88.06,15,0,453,19.7,0.911,87.96,15,0,453,100,8218,87.90,19.6
10/27/2023 7:45,203.2,193.2,20.1,0.903,88.07,15,0,453,20.1,0.887,87.97,15,0,453,100,8228,87.91,20.1
10/27/2023 8:00,194.8,182.6,20.1,0.910,88.09,15,0,454,20.1,0.895,87.98,15,0,453,100,8235,87.93,20.5
10/27/2023 8:15,165.7,150.9,19.9,0.922,88.10,15,0,454,19.9,0.908,88.00,15,0,453,100,8235,87.94,20.6
10/27/2023 8:30,209.1,186.0,19.9,0.936,88.11,15,0,454,19.8,0.923,88.01,15,0,453,100,8183,87.95,20.9
10/27/2023 8:45,325.4,312.2,20.4,0.935,88.12,15,0,453,20.3,0.921,88.02,15,0,452,100,8197,87.96,21.3
10/27/2023 9:00,263.3,235.1,20.6,0.931,88.13,15,0,453,20.6,0.917,88.03,15,0,452,100,8206,87.98,21.4
10/27/2023 9:15,339.8,293.2,20.9,0.891,88.14,15,0,452,20.9,0.872,88.04,15,0,451,100,8214,87.98,21.7
10/27/2023 9:30,312.2,269.7,21.0,0.862,88.13,15,0,452,20.9,0.849,88.03,15,0,451,100,8203,87.97,22.1
10/27/2023 9:45,330.3,278.7,20.9,0.873,88.13,15,0,452,20.8,0.862,88.02,15,0,452,100,8214,87.96,22.1
10/27/2023 10:00,316.4,273.2,20.7,0.878,88.12,15,0,452,20.7,0.865,88.02,15,0,451,100,8217,87.96,22.0
10/27/2023 10:15,398.4,361.1,20.9,0.873,88.11,15,0,452,20.9,0.860,88.00,15,0,451,100,8225,87.94,22.0
10/27/2023 10:30,292.1,249.2,20.9,0.875,88.09,15,0,452,20.9,0.864,87.98,15,0,451,100,8228,87.92,22.0
10/27/2023 10:45,298.5,251.2,21.0,0.871,88.06,15,0,451,20.9,0.860,87.95,15,0,451,100,8233,87.90,22.1
10/27/2023 11:00,346.4,301.6,21.2,0.847,88.03,15,0,451,21.2,0.834,87.93,15,0,450,100,8238,87.87,22.3
10/27/2023 11:15,392.8,326.5,21.5,0.829,88.02,15,0,451,21.5,0.817,87.91,15,0,450,100,8246,87.86,22.5
10/27/2023 11:30,470.4,340.0,21.8,0.806,88.00,15,0,450,21.7,0.797,87.89,3,0,449,100,8251,87.84,22.8
10/27/2023 11:45,468.4,359.1,22.4,0.774,87.97,7,0,450,22.3,0.770,87.86,0,0,449,100,8257,87.81,23.2
10/27/2023 12:00,464.2,195.7,22.7,0.747,87.95,0,0,450,22.5,0.749,87.84,0,0,450,100,8256,87.78,23.4
10/27/2023 12:15,477.5,182.0,22.8,0.749,87.93,0,0,449,22.7,0.749,87.82,0,0,449,100,8260,87.76,23.5
10/27/2023 12:30,555.2,222.7,23.0,0.751,87.90,0,0,449,23.0,0.751,87.80,0,0,449,100,8259,87.74,23.6
10/27/2023 12:45,343.0,174.3,22.8,0.766,87.88,3,0,450,22.6,0.768,87.78,2,0,450,100,8262,87.72,23.7
