z6-15954,Port 1,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 5,Port 5,Port 5,Port 6,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
Records: 1433,PYR,PYR,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation, W/m² Solar Radiation, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
1/25/2024 12:30,432.7,480.8,20.9,0.925,88.04,15,0,454,21.2,0.905,87.95,15,0,453,100,8178,87.90,21.6
1/25/2024 12:45,241.0,408.5,21.1,0.900,88.02,15,0,453,21.5,0.879,87.93,15,0,453,100,8178,87.88,21.6
1/25/2024 13:00,408.9,138.1,21.4,0.887,88.00,15,0,453,21.7,0.868,87.91,15,0,453,100,8178,87.86,21.7
1/25/2024 13:15,322.8,160.2,21.7,0.873,87.97,15,0,453,22.0,0.857,87.88,15,0,453,100,8181,87.83,22.0
1/25/2024 13:30,282.9,141.7,21.4,0.888,87.95,15,0,453,21.9,0.864,87.86,15,0,453,100,8181,87.80,22.1
1/25/2024 13:45,269.5,114.8,21.4,0.882,87.93,15,0,452,21.9,0.859,87.84,15,0,453,100,8184,87.78,22.0
1/25/2024 14:00,363.8,138.6,21.6,0.886,87.91,15,0,453,22.0,0.862,87.82,15,0,453,100,8183,87.77,22.1
1/25/2024 14:15,144.8,111.3,21.7,0.889,87.90,15,0,453,21.9,0.869,87.81,15,0,453,100,8185,87.76,22.1
1/25/2024 14:30,265.1,157.1,21.8,0.890,87.87,15,0,454,22.3,0.864,87.79,15,0,454,100,8187,87.74,22.3
1/25/2024 14:45,65.7,55.1,21.2,0.927,87.87,15,10,463,20.7,0.937,87.79,15,12,484,100,8186,87.74,21.9
1/25/2024 15:00,27.6,23.3,20.3,0.972,87.89,15,15,489,20.0,0.976,87.81,15,15,592,100,8185,87.76,21.0
1/25/2024 15:15,41.7,34.8,19.8,0.991,87.91,15,15,486,19.5,0.997,87.83,15,15,594,100,8182,87.77,20.3
1/25/2024 15:30,117.9,95.9,19.6,0.996,87.91,15,15,478,19.5,1.000,87.82,15,15,523,100,8185,87.77,20.1
1/25/2024 15:45,41.7,34.6,19.7,0.991,87.92,15,15,529,19.7,0.993,87.83,15,15,727,100,8181,87.78,20.0
1/25/2024 16:00,15.4,13.2,19.4,0.995,87.92,15,15,521,19.2,0.993,87.83,15,15,694,100,8180,87.79,19.7
1/25/2024 16:15,13.4,11.4,19.2,1.000,87.92,15,15,540,19.0,1.001,87.84,15,15,731,100,8181,87.79,19.4
