z6-15954,Port 1,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 5,Port 5,Port 5,Port 6,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
Records: 1533,PYR,PYR,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation, W/m² Solar Radiation, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
11/21/2023 10:15,228.9,196.5,20.5,0.947,88.11,15,1,454,20.6,0.932,88.02,15,11,462,100,8257,87.97,21.9
11/21/2023 10:30,231.6,191.9,20.4,0.947,88.09,15,0,453,20.7,0.924,88.00,15,1,453,100,8257,87.95,21.7
11/21/2023 10:45,305.4,246.6,21.0,0.932,88.08,15,0,453,20.7,0.921,87.98,15,0,452,100,8261,87.93,21.7
11/21/2023 11:00,218.1,185.7,21.0,0.934,88.07,15,0,454,20.4,0.945,87.98,15,0,454,100,8262,87.93,21.7
11/21/2023 11:15,319.3,295.3,21.0,0.938,88.05,15,0,453,20.5,0.943,87.95,15,3,467,100,8266,87.91,21.6
11/21/2023 11:30,261.1,225.0,21.2,0.932,88.01,15,0,454,20.5,0.944,87.92,15,2,460,100,8267,87.87,21.6
11/21/2023 11:45,308.2,356.5,21.3,0.930,87.98,15,0,452,20.6,0.942,87.89,15,13,457,100,8272,87.84,21.6
11/21/2023 12:00,340.9,435.2,21.7,0.918,87.96,15,0,452,21.1,0.932,87.86,15,0,452,100,8278,87.82,21.8
11/21/2023 12:15,352.5,367.5,21.9,0.903,87.93,15,0,452,22.0,0.890,87.83,15,0,452,100,8282,87.79,22.2
11/21/2023 12:30,496.6,265.5,22.4,0.897,87.90,15,0,451,21.7,0.908,87.81,15,0,452,100,8284,87.76,22.5
11/21/2023 12:45,259.1,160.0,22.0,0.904,87.88,15,0,452,22.0,0.894,87.79,15,0,452,100,8282,87.74,22.8
11/21/2023 13:00,169.9,141.5,21.7,0.919,87.88,15,0,453,21.3,0.918,87.78,15,0,452,100,8286,87.73,22.7
11/21/2023 13:15,185.5,150.9,21.5,0.921,87.86,15,0,453,20.9,0.925,87.76,15,0,453,100,8286,87.71,22.4
11/21/2023 13:30,337.1,170.3,21.9,0.912,87.83,15,0,451,21.7,0.911,87.74,15,0,452,100,8286,87.69,22.5
11/21/2023 13:45,226.0,176.9,22.4,0.902,87.81,15,0,452,21.9,0.899,87.71,15,0,452,100,8288,87.67,22.8
11/21/2023 14:00,161.9,130.7,21.9,0.915,87.80,15,0,453,21.4,0.926,87.71,15,0,453,100,8290,87.66,22.7
11/21/2023 14:15,141.5,115.2,21.4,0.937,87.81,15,0,453,21.3,0.927,87.72,15,0,453,100,8293,87.67,22.6
11/21/2023 14:30,201.0,165.0,21.3,0.929,87.82,15,0,453,21.1,0.924,87.72,15,0,456,100,8289,87.67,22.4
11/21/2023 14:45,25.3,21.2,21.3,0.942,87.82,15,7,538,20.8,0.948,87.73,15,14,760,100,8289,87.68,22.1
