Tree,Station,Timestamp,MC2_Port2_Wm2SolarRadiation,MC2_Port5_degreeCAirTemperature,MC2_Port5_RHRelativeHumidity,MC2_Port5_kPaAtmosphericPressure,MC2_Port5_kPaVPD,MC2_Port6_minLeafWetness,MC2_Port6_minLeafWetnesshigh,MC2_Port6_WetnessLevel,MC3_Port2_degreesWindDirection,MC3_Port2_msWindSpeed,MC3_Port2_msGustSpeed,MC3_Port2_degreeCAnemometerTemp,MC3_Port2_degreesXaxisLevel,MC3_Port2_degreesYaxisLevel
ET3,S4,2022-08-03T19:30:00Z,0,18.8,0.88,87.85,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T19:45:00Z,0,18.7,0.896,87.86,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T20:00:00Z,0,19,0.873,87.85,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T20:15:00Z,0,19.2,0.813,87.85,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T20:30:00Z,0,19.5,0.77,87.86,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T20:45:00Z,0,19.3,0.797,87.87,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T21:00:00Z,0,19.5,0.756,87.88,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T21:15:00Z,0,19.6,0.724,87.9,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T21:30:00Z,0,19.7,0.707,87.92,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T21:45:00Z,0,19.5,0.75,87.93,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T22:00:00Z,0,19,0.821,87.94,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T22:15:00Z,0,18.9,0.869,87.94,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T22:30:00Z,0,18.8,0.896,87.93,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T22:45:00Z,0,18.7,0.918,87.91,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T23:00:00Z,0,18.7,0.921,87.9,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T23:15:00Z,0,18.2,0.955,87.89,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T23:30:00Z,0,17.9,0.974,87.87,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-03T23:45:00Z,0,17.9,0.981,87.86,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T00:00:00Z,0,18.1,0.963,87.83,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T00:15:00Z,0,18.8,0.908,87.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T00:30:00Z,0,19.2,0.887,87.77,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T00:45:00Z,0,18.9,0.901,87.77,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T01:00:00Z,0,18.5,0.924,87.75,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T01:15:00Z,0,18.4,0.94,87.75,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T01:30:00Z,0,18.2,0.954,87.74,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T01:45:00Z,0,17.9,0.974,87.74,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T02:00:00Z,0,17.8,0.981,87.72,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T02:15:00Z,0,17.9,0.967,87.71,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T02:30:00Z,0,18.1,0.945,87.71,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T02:45:00Z,0,18,0.944,87.7,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T03:00:00Z,0,17.9,0.944,87.68,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T03:15:00Z,0,18.1,0.922,87.67,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T03:30:00Z,0,18.1,0.914,87.68,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T03:45:00Z,0,18,0.933,87.68,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T04:00:00Z,0,17.8,0.955,87.69,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T04:15:00Z,0,17.6,0.966,87.7,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T04:30:00Z,0,17.7,0.956,87.7,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T04:45:00Z,0,18,0.934,87.7,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T05:00:00Z,0,18,0.936,87.71,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T05:15:00Z,0,18,0.942,87.71,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T05:30:00Z,0,17.9,0.944,87.71,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T05:45:00Z,0,17.9,0.944,87.73,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T06:00:00Z,7,18.2,0.938,87.75,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T06:15:00Z,9.7,18.2,0.935,87.76,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T06:30:00Z,11.2,17.9,0.951,87.77,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T06:45:00Z,13.2,17.6,0.973,87.8,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T07:00:00Z,19,17.8,0.974,87.81,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T07:15:00Z,19,18.2,0.962,87.82,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T07:30:00Z,26.7,18.3,0.965,87.84,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T07:45:00Z,22,18.3,0.967,87.86,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T08:00:00Z,24,18.1,0.985,87.88,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T08:15:00Z,24.4,17.9,0.999,87.89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T08:30:00Z,40.3,17.9,1,87.89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T08:45:00Z,54,18.4,0.98,87.89,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T09:00:00Z,59.9,18.9,0.947,87.9,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T09:15:00Z,68.8,19.3,0.925,87.9,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T09:30:00Z,76.7,19.5,0.935,87.91,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T09:45:00Z,81.1,19.6,0.948,87.91,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T10:00:00Z,121.6,19.7,0.942,87.92,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T10:15:00Z,120.7,20.4,0.934,87.92,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T10:30:00Z,77.3,20.2,0.939,87.92,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T10:45:00Z,55.5,19.4,0.96,87.93,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T11:00:00Z,50.9,19,0.972,87.93,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T11:15:00Z,31.1,18.8,0.989,87.92,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T11:30:00Z,41.2,18.7,0.989,87.91,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T11:45:00Z,75.1,18.9,0.99,87.9,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T12:00:00Z,56.2,19,0.993,87.89,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T12:15:00Z,50.5,18.8,0.997,87.87,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T12:30:00Z,56.9,19,0.983,87.86,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T12:45:00Z,70.3,19.1,0.98,87.84,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T13:00:00Z,63,19.4,0.963,87.82,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T13:15:00Z,59.9,19.4,0.967,87.8,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T13:30:00Z,51.5,19.3,0.987,87.79,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T13:45:00Z,94.3,18.9,0.994,87.77,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T14:00:00Z,83.1,19.1,0.998,87.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T14:15:00Z,62.4,18.6,1,87.74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T14:30:00Z,26.7,18.4,1,87.73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T14:45:00Z,36.4,18,1.001,87.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T15:00:00Z,26.6,17.7,1.001,87.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T15:15:00Z,19.4,17.6,0.999,87.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T15:30:00Z,28.9,17.6,1,87.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T15:45:00Z,25.6,17.6,1,87.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T16:00:00Z,26.4,17.7,1,87.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T16:15:00Z,20.5,17.8,0.999,87.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T16:30:00Z,20.3,17.8,0.999,87.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T16:45:00Z,13,17.7,1,87.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T17:00:00Z,13,17.7,1,87.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T17:15:00Z,8.4,17.6,1,87.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T17:30:00Z,4.4,17.7,1,87.74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T17:45:00Z,0,17.5,1,87.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T18:00:00Z,0,17.5,1.001,87.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T18:15:00Z,0,17.6,0.999,87.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T18:30:00Z,0,17.6,1,87.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T18:45:00Z,0,17.6,1,87.79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T19:00:00Z,0,17.6,1,87.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T19:15:00Z,0,17.6,1,87.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T19:30:00Z,0,17.5,1,87.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T19:45:00Z,0,17.5,1.001,87.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T20:00:00Z,0,17.8,0.999,87.87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T20:15:00Z,0,18,0.999,87.89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T20:30:00Z,0,18,1.001,87.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T20:45:00Z,0,17.8,1,87.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T21:00:00Z,0,17.7,1,87.91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T21:15:00Z,0,17.8,1,87.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T21:30:00Z,0,17.8,1,87.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T21:45:00Z,0,18,0.998,87.93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T22:00:00Z,0,17.9,1,87.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T22:15:00Z,0,17.7,1,87.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T22:30:00Z,0,17.7,1,87.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T22:45:00Z,0,17.6,0.999,87.93,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T23:00:00Z,0,17.6,1.001,87.91,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T23:15:00Z,0,17.7,0.999,87.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T23:30:00Z,0,17.8,0.999,87.87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-04T23:45:00Z,0,17.8,0.999,87.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T00:00:00Z,0,17.7,0.999,87.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T00:15:00Z,0,17.7,1,87.81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T00:30:00Z,0,17.7,0.999,87.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T00:45:00Z,0,17.8,0.999,87.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T01:00:00Z,0,17.7,0.999,87.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T01:15:00Z,0,17.7,1,87.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T01:30:00Z,0,17.8,0.999,87.73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T01:45:00Z,0,17.8,0.999,87.73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T02:00:00Z,0,17.8,0.999,87.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T02:15:00Z,0,17.8,0.999,87.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T02:30:00Z,0,17.8,1.001,87.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T02:45:00Z,0,17.8,1,87.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T03:00:00Z,0,17.8,1,87.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T03:15:00Z,0,17.8,0.999,87.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T03:30:00Z,0,17.8,1,87.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T03:45:00Z,0,17.7,0.999,87.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T04:00:00Z,0,17.6,1,87.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T04:15:00Z,0,17.6,1,87.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T04:30:00Z,0,17.6,1,87.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T04:45:00Z,0,17.6,1,87.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T05:00:00Z,0,17.6,1,87.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T05:15:00Z,0,17.6,1,87.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T05:30:00Z,0,17.6,1,87.73,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T05:45:00Z,0,17.7,1.001,87.74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T06:00:00Z,0,17.7,1,87.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T06:15:00Z,0,17.6,1,87.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T06:30:00Z,0,17.5,1,87.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T06:45:00Z,1.6,17.5,0.999,87.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T07:00:00Z,7.3,17.6,0.999,87.79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T07:15:00Z,12.6,17.6,1,87.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T07:30:00Z,20,17.5,1,87.81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T07:45:00Z,37.2,17.8,0.999,87.81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T08:00:00Z,35.3,17.9,1,87.81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T08:15:00Z,28.9,18,1,87.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T08:30:00Z,32.4,18,1,87.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T08:45:00Z,45,18,1.001,87.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T09:00:00Z,46.9,18,1.001,87.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T09:15:00Z,58,18.1,1,87.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T09:30:00Z,59.5,17.9,1,87.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T09:45:00Z,61.3,18,1,87.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T10:00:00Z,50.7,18.1,1,87.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T10:15:00Z,86.2,18,1,87.84,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T10:30:00Z,60.4,18.2,1,87.83,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T10:45:00Z,55.8,18.4,1,87.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T11:00:00Z,46.1,18.4,1,87.81,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T11:15:00Z,91,18.4,1,87.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T11:30:00Z,75.4,18.3,1,87.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T11:45:00Z,79.5,18.3,1,87.79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T12:00:00Z,75.6,18.2,1,87.79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T12:15:00Z,78.4,18.7,1,87.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T12:30:00Z,123,19.2,1.001,87.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T12:45:00Z,111.3,19.2,1,87.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T13:00:00Z,92.7,18.5,1,87.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T13:15:00Z,92.3,18.8,0.999,87.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T13:30:00Z,67.2,19,1,87.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET3,S4,2022-08-05T13:45:00Z,59,19,1,87.68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
