Tree,Station,Timestamp,MC1_Port1_Wm2SolarRadiation,MC1_Port3_degreeCAirTemperature,MC1_Port3_RHRelativeHumidity,MC1_Port3_kPaAtmosphericPressure,MC1_Port3_kPaVPD,MC1_Port4_minLeafWetness,MC1_Port4_minLeafWetnesshigh,MC1_Port4_WetnessLevel
ET4,S1,2022-06-28T10:45:00Z,112.2,20.5,0.865,88.21,0.33,0,0,443
ET4,S1,2022-06-28T11:00:00Z,164.2,21,0.87,88.22,0.32,0,0,443
ET4,S1,2022-06-28T11:15:00Z,171.2,21.6,0.836,88.2,0.42,0,0,442
ET4,S1,2022-06-28T11:30:00Z,130.6,21.7,0.823,88.19,0.46,0,0,442
ET4,S1,2022-06-28T11:45:00Z,134.4,21.6,0.835,88.19,0.43,0,0,443
ET4,S1,2022-06-28T12:00:00Z,115.7,22,0.83,88.17,0.45,0,0,442
ET4,S1,2022-06-28T12:15:00Z,126,22,0.82,88.13,0.47,0,0,443
ET4,S1,2022-06-28T12:30:00Z,119.4,22.2,0.818,88.12,0.49,0,0,442
ET4,S1,2022-06-28T12:45:00Z,73.4,21.6,0.841,88.11,0.41,0,0,443
ET4,S1,2022-06-28T13:00:00Z,83.7,21.2,0.85,88.1,0.38,0,0,443
ET4,S1,2022-06-28T13:15:00Z,61.3,21.2,0.865,88.08,0.34,0,0,443
ET4,S1,2022-06-28T13:30:00Z,22.3,20,0.927,88.06,0.17,0,0,444
ET4,S1,2022-06-28T13:45:00Z,26.9,19.5,0.948,88.05,0.12,12,12,660
ET4,S1,2022-06-28T14:00:00Z,17.4,18.9,0.968,88.05,0.07,15,15,603
ET4,S1,2022-06-28T14:15:00Z,9.2,18.6,0.979,88.04,0.05,15,15,574
ET4,S1,2022-06-28T14:30:00Z,11,18.4,0.983,88.04,0.04,15,15,615
ET4,S1,2022-06-28T14:45:00Z,1.3,18.2,0.99,88.05,0.02,15,15,675
ET4,S1,2022-06-28T15:00:00Z,0,18.2,0.994,88.04,0.01,15,15,628
ET4,S1,2022-06-28T15:15:00Z,0,18.1,0.996,88.04,0.01,15,15,628
ET4,S1,2022-06-28T15:30:00Z,0,18.1,0.998,88.05,0,15,15,698
