Tree,Station,Timestamp,MC3_Port5_Wm2SolarRadiation,MC3_Port6_degreeCAirTemperature,MC3_Port6_RHRelativeHumidity,MC3_Port6_kPaAtmosphericPressure,MC3_Port6_kPaVPD,MC2_Port6_minLeafWetness,MC2_Port6_minLeafWetnesshigh,MC2_Port6_WetnessLevel,MC3_Port2_degreesWindDirection,MC3_Port2_msWindSpeed,MC3_Port2_msGustSpeed,MC3_Port2_degreeCAnemometerTemp,MC3_Port2_degreesXaxisLevel,MC3_Port2_degreesYaxisLevel
FB1,S4,2022-05-27T13:15:00Z,156,21.4,0.846,86.05,0.39,NA,NA,NA,275,0.78,2.62,21.7,-0.5,-1.2
FB1,S4,2022-05-27T13:30:00Z,139.9,20.6,0.863,86.04,0.33,0,0,441,3,0.89,2.97,21.1,-0.6,-1
FB1,S4,2022-05-27T13:45:00Z,196.8,20.4,0.873,86,0.31,0,0,441,126,0.83,2.22,20.9,-0.5,-1.1
FB1,S4,2022-05-27T14:00:00Z,260.2,20.6,0.852,85.97,0.36,0,0,441,144,0.97,2.31,21.1,-0.5,-1.1
FB1,S4,2022-05-27T14:15:00Z,236.6,20.8,0.829,85.95,0.42,0,0,441,155,0.93,2.76,21.3,-0.5,-1.1
FB1,S4,2022-05-27T14:30:00Z,209.5,21.8,0.795,85.94,0.54,0,0,440,330,0.42,1.41,22.1,-0.5,-1
FB1,S4,2022-05-27T14:45:00Z,185.5,22,0.786,85.94,0.57,0,0,441,207,0.58,1.39,22.2,-0.5,-1.1
FB1,S4,2022-05-27T15:00:00Z,173,21.3,0.824,85.94,0.44,0,0,441,344,0.67,1.82,21.6,-0.5,-1.1
FB1,S4,2022-05-27T15:15:00Z,219,21.2,0.842,85.92,0.4,0,0,441,282,0.55,1.96,21.7,-0.5,-1.1
FB1,S4,2022-05-27T15:30:00Z,233.3,21.6,0.809,85.91,0.49,0,0,441,171,0.66,1.76,22,-0.4,-1
FB1,S4,2022-05-27T15:45:00Z,215.9,22,0.789,85.9,0.56,0,0,440,12,0.68,2.07,22.5,-0.4,-1.1
FB1,S4,2022-05-27T16:00:00Z,153.3,21.5,0.837,85.9,0.42,0,0,441,331,1.06,3.37,21.6,-0.4,-1.1
FB1,S4,2022-05-27T16:15:00Z,161.9,21.3,0.861,85.9,0.35,0,0,441,308,0.92,2.4,21.4,-0.4,-1
FB1,S4,2022-05-27T16:30:00Z,102,20.7,0.871,85.93,0.32,0,0,441,310,1.09,2.4,20.7,-0.5,-1.1
FB1,S4,2022-05-27T16:45:00Z,78.2,20.6,0.887,85.93,0.27,0,0,442,288,1.19,2.97,20.5,-0.5,-1
FB1,S4,2022-05-27T17:00:00Z,42.3,20,0.917,85.94,0.19,0,0,442,302,0.96,2.17,20,-0.6,-1.1
FB1,S4,2022-05-27T17:15:00Z,14.6,19.7,0.935,85.95,0.15,0,0,441,293,0.74,2.89,19.8,-0.6,-1.1
FB1,S4,2022-05-27T17:30:00Z,7.9,19.3,0.95,85.97,0.11,0,0,441,339,0.52,1.59,19.4,-0.7,-1
FB1,S4,2022-05-27T17:45:00Z,0.7,19.2,0.957,85.97,0.1,0,0,445,316,0.36,1.25,19.4,-0.6,-1.1
FB1,S4,2022-05-27T18:00:00Z,0,19.1,0.96,85.98,0.09,15,14,632,194,0.78,2.98,19,-0.7,-1
FB1,S4,2022-05-27T18:15:00Z,0,18.3,0.977,86,0.05,15,15,630,186,1.98,3.71,18.2,-0.7,-1
FB1,S4,2022-05-27T18:30:00Z,0,17.8,0.991,86,0.02,15,15,536,187,1.56,3.69,17.9,-0.7,-1.1
FB1,S4,2022-05-27T18:45:00Z,0,17.8,0.995,86,0.01,15,15,529,204,0.83,2.4,17.8,-0.8,-1
FB1,S4,2022-05-27T19:00:00Z,0,17.8,0.998,86.01,0,15,15,552,176,0.55,1.26,17.8,-0.8,-1
FB1,S4,2022-05-27T19:15:00Z,0,17.8,1,86.02,0,15,15,531,162,0.66,1.52,17.9,-0.8,-1.1
FB1,S4,2022-05-27T19:30:00Z,0,17.8,1,86.04,0,15,15,534,168,0.27,0.64,17.9,-0.8,-1
FB1,S4,2022-05-27T19:45:00Z,0,18,0.999,86.06,0,15,15,934,330,0.44,1.63,18,-0.8,-1
FB1,S4,2022-05-27T20:00:00Z,0,18,1,86.09,0,15,15,938,359,0.9,2.15,18.1,-0.9,-1
FB1,S4,2022-05-27T20:15:00Z,0,18,0.999,86.1,0,15,15,1010,27,0.5,1.61,18.1,-0.8,-1
FB1,S4,2022-05-27T20:30:00Z,0,17.7,1.001,86.1,0,15,15,913,154,0.6,1.18,17.6,-0.8,-1
FB1,S4,2022-05-27T20:45:00Z,0,17.6,1,86.12,0,15,15,912,239,0.26,1.07,17.6,-0.9,-1
FB1,S4,2022-05-27T21:00:00Z,0,17.6,1.001,86.12,0,15,15,901,191,0.16,0.39,17.6,-0.8,-1.1
FB1,S4,2022-05-27T21:15:00Z,0,17.6,1,86.11,0,15,15,904,312,0.21,0.56,17.5,-0.8,-1
FB1,S4,2022-05-27T21:30:00Z,0,17.6,0.996,86.13,0.01,15,15,906,164,0.19,0.57,17.4,-0.8,-1
FB1,S4,2022-05-27T21:45:00Z,0,17.6,0.98,86.13,0.04,15,15,909,153,0.28,0.95,17.3,-0.8,-1
FB1,S4,2022-05-27T22:00:00Z,0,17.5,0.978,86.14,0.04,15,15,911,339,0.27,0.75,17.1,-0.9,-1
FB1,S4,2022-05-27T22:15:00Z,0,17.2,0.99,86.13,0.02,15,15,915,314,0.53,1.39,17,-0.9,-1
FB1,S4,2022-05-27T22:30:00Z,0,17.2,0.999,86.13,0,15,15,921,312,0.54,1.31,17.1,-0.9,-1
FB1,S4,2022-05-27T22:45:00Z,0,17.2,0.999,86.11,0,15,15,923,324,0.36,0.86,17.1,-0.8,-1
FB1,S4,2022-05-27T23:00:00Z,0,17.3,0.973,86.1,0.05,15,15,910,337,0.37,1.3,16.8,-0.8,-1
FB1,S4,2022-05-27T23:15:00Z,0,17.2,0.932,86.08,0.13,15,15,896,320,0.45,1.22,16.5,-0.9,-1
FB1,S4,2022-05-27T23:30:00Z,0,17.1,0.94,86.07,0.12,15,15,888,326,0.45,1.29,16.5,-0.9,-1
FB1,S4,2022-05-27T23:45:00Z,0,17,0.951,86.05,0.09,15,15,884,286,0.43,1.89,16.5,-0.9,-1
FB1,S4,2022-05-28T00:00:00Z,0,16.9,0.958,86.04,0.08,15,15,882,332,0.5,1.31,16.5,-0.9,-1
FB1,S4,2022-05-28T00:15:00Z,0,16.7,0.963,86.03,0.07,15,15,883,349,0.45,1.61,16.3,-0.9,-1
FB1,S4,2022-05-28T00:30:00Z,0,16.4,0.977,86.01,0.04,15,15,885,305,0.45,1.55,16.2,-0.9,-1
