Timestamp,minLeafWetness,minLeafWetnesshigh,WetnessLevel,Wm2SolarRadiation,mmPrecipitation,LightningActivity,kmLightningDistance,degreesWindDirection,msWindSpeed,msGustSpeed,degreeCAirTemperature,RHRelativeHumidity,kPaAtmosphericPressure,degreesXaxisLevel,degreesYaxisLevel,mmhMaxPrecipRate,degreeCRHSensorTemp,kPaVPD,BatteryPercent,mVBatteryVoltage,kPaReferencePressure,degreeCLoggerTemperature,PastureID
2022-07-22T14:45:00Z,15,15,477,249.7,0,0,0,61,0.55,1.53,19.8,0.949,87.95,1.2,-1.3,0,21.8,0.12,55,7429,87.9,23,ETP2
2022-07-22T15:00:00Z,15,15,468,269.3,0,0,0,157,0.55,1.77,19.9,0.938,87.94,1.2,-1.4,0,21.8,0.14,56,7434,87.9,22.8,ETP2
2022-07-22T15:15:00Z,15,15,539,218.4,0,0,0,133,0.49,1.22,20.1,0.935,87.95,1.2,-1.3,0,21.8,0.15,56,7438,87.91,22.7,ETP2
2022-07-22T15:30:00Z,15,15,534,178.5,0,0,0,105,0.45,1.24,20.2,0.93,87.96,1.2,-1.3,0,21.7,0.16,56,7432,87.92,22.4,ETP2
2022-07-22T15:45:00Z,15,15,784,134.9,0.153,0,0,42,0.42,1.24,20,0.94,87.96,1.2,-1.3,2,21.3,0.14,56,7432,87.92,22.1,ETP2
2022-07-22T16:00:00Z,15,15,865,122.6,0.17,0,0,18,0.49,2.43,19.5,0.965,87.95,1.2,-1.3,3.1,21,0.08,56,7434,87.91,21.5,ETP2
2022-07-22T16:15:00Z,15,15,823,121.1,0,0,0,171,0.55,1.82,19.1,0.967,87.96,1.1,-1.3,0,20.5,0.07,56,7434,87.92,20.8,ETP2
2022-07-22T16:30:00Z,15,15,812,80,0,0,0,119,0.42,1.09,18.9,0.949,87.99,1.1,-1.3,0,19.9,0.11,56,7432,87.94,20.4,ETP2
2022-07-22T16:45:00Z,15,15,805,56.7,0,0,0,96,0.37,1.05,18.8,0.947,87.99,1.1,-1.3,0,19.5,0.11,55,7430,87.95,20,ETP2
2022-07-22T17:00:00Z,15,15,796,32.4,0,0,0,139,0.73,1.58,18.8,0.941,88,1.1,-1.3,0,19.1,0.13,55,7428,87.96,19.6,ETP2
2022-07-22T17:15:00Z,15,15,784,36.7,0,0,0,98,0.65,1.44,18.8,0.94,88.01,1.1,-1.3,0,18.9,0.13,55,7429,87.97,19.3,ETP2
2022-07-22T17:30:00Z,15,15,773,32.6,0,0,0,113,0.42,1.17,18.8,0.937,88.02,1.1,-1.3,0,18.9,0.14,55,7428,87.98,19.2,ETP2
2022-07-22T17:45:00Z,15,15,766,15.3,0,0,0,66,0.27,0.78,18.7,0.95,88.03,1.1,-1.3,0,18.8,0.11,55,7427,87.99,19.1,ETP2
2022-07-22T18:00:00Z,15,15,733,2.1,0,0,0,143,0.61,1.29,18.9,0.94,88.06,1.1,-1.2,0,18.7,0.13,55,7425,88.02,19,ETP2
2022-07-22T18:15:00Z,15,15,767,0,0,0,0,88,0.62,1.96,18.8,0.951,88.07,1.1,-1.3,0,18.7,0.11,55,7425,88.03,18.9,ETP2
2022-07-22T18:30:00Z,15,15,840,0,0.017,0,0,67,0.56,1.47,18.8,0.96,88.09,1.1,-1.2,1,18.6,0.09,55,7425,88.05,18.8,ETP2
2022-07-22T18:45:00Z,15,15,798,0,0,0,0,75,0.53,1.82,18.8,0.955,88.11,1.1,-1.3,0,18.6,0.1,55,7422,88.06,18.8,ETP2
2022-07-22T19:00:00Z,15,15,794,0,0,0,0,112,0.31,1.21,18.8,0.958,88.12,1.1,-1.3,0,18.6,0.09,54,7421,88.08,18.7,ETP2
2022-07-22T19:15:00Z,15,15,791,0,0,0,0,153,0.5,1.38,18.7,0.958,88.13,1.1,-1.3,0,18.5,0.09,55,7423,88.09,18.7,ETP2
2022-07-22T19:30:00Z,15,15,778,0,0,0,0,49,0.35,0.94,18.8,0.954,88.12,1,-1.3,0,18.5,0.1,55,7423,88.08,18.6,ETP2
2022-07-22T19:45:00Z,15,15,692,0,0,0,0,166,0.5,2.96,18.8,0.946,88.12,1,-1.3,0,18.5,0.12,55,7422,88.08,18.6,ETP2
2022-07-22T20:00:00Z,15,15,679,0,0,0,0,264,0.35,1.69,18.7,0.957,88.13,1.1,-1.3,0,18.5,0.09,54,7420,88.09,18.6,ETP2
2022-07-22T20:15:00Z,15,15,678,0,0,0,0,207,0.33,1.48,18.8,0.953,88.13,1,-1.3,0,18.5,0.1,54,7418,88.09,18.5,ETP2
2022-07-22T20:30:00Z,15,15,673,0,0,0,0,238,0.38,1.61,18.8,0.941,88.13,1.1,-1.3,0,18.4,0.13,54,7418,88.09,18.5,ETP2
2022-07-22T20:45:00Z,15,15,630,0,0,0,0,147,0.56,1.84,19.1,0.921,88.12,1.1,-1.3,0,18.5,0.17,54,7416,88.08,18.5,ETP2
2022-07-22T21:00:00Z,15,15,631,0,0,0,0,302,0.4,1.07,18.6,0.959,88.13,1.1,-1.3,0,18.6,0.09,54,7417,88.09,18.5,ETP2
2022-07-22T21:15:00Z,15,15,634,0,0,0,0,225,0.37,0.9,18.5,0.961,88.13,1,-1.3,0,18.4,0.08,54,7416,88.09,18.4,ETP2
2022-07-22T21:30:00Z,15,15,637,0,0,0,0,210,0.19,0.37,18.4,0.963,88.13,1.1,-1.3,0,18.3,0.08,54,7418,88.09,18.4,ETP2
2022-07-22T21:45:00Z,15,15,627,0,0,0,0,250,0.35,0.64,18.4,0.961,88.15,1,-1.3,0,18.2,0.08,53,7413,88.12,18.3,ETP2
2022-07-22T22:00:00Z,15,15,609,0,0,0,0,183,0.33,1.22,18.4,0.964,88.2,1,-1.3,0,18.1,0.08,53,7413,88.16,18.3,ETP2
2022-07-22T22:15:00Z,15,15,611,0,0,0,0,194,0.38,0.98,18.4,0.967,88.21,1.1,-1.3,0,18.1,0.07,54,7414,88.17,18.3,ETP2
2022-07-22T22:30:00Z,15,15,610,0,0,0,0,257,0.22,0.62,18.4,0.968,88.21,1,-1.3,0,18.1,0.07,53,7411,88.18,18.3,ETP2
2022-07-22T22:45:00Z,15,15,609,0,0,0,0,159,0.35,1.15,18.5,0.974,88.22,1.1,-1.3,0,18.2,0.06,53,7411,88.18,18.4,ETP2
2022-07-22T23:00:00Z,15,15,609,0,0,0,0,134,0.64,1.34,18.5,0.98,88.2,1,-1.3,0,18.3,0.04,53,7411,88.16,18.5,ETP2
2022-07-22T23:15:00Z,15,15,608,0,0,0,0,129,0.6,1.38,18.5,0.983,88.18,1.1,-1.3,0,18.3,0.04,53,7409,88.14,18.6,ETP2
2022-07-22T23:30:00Z,15,15,607,0,0,0,0,121,0.7,1.65,18.5,0.984,88.16,1.1,-1.3,0,18.4,0.03,53,7410,88.13,18.6,ETP2
2022-07-22T23:45:00Z,15,15,615,0,0,0,0,156,0.66,1.56,18.5,0.989,88.15,1.1,-1.3,0,18.4,0.02,53,7410,88.12,18.6,ETP2
2022-07-23T00:00:00Z,15,15,655,0,0,0,0,141,0.83,1.77,18.5,0.985,88.13,1.1,-1.3,0,18.4,0.03,53,7412,88.1,18.6,ETP2
2022-07-23T00:15:00Z,15,15,661,0,0,0,0,141,0.78,2.11,18.5,0.977,88.13,1,-1.4,0,18.3,0.05,46,7349,88.09,19,ETP2
2022-07-23T00:30:00Z,15,15,670,0,0,0,0,133,0.77,1.88,18.5,0.978,88.12,1.1,-1.3,0,18.3,0.05,47,7362,88.09,19,ETP2
2022-07-23T00:45:00Z,15,15,670,0,0,0,0,119,0.96,2.6,18.5,0.976,88.1,1,-1.3,0,18.3,0.05,48,7366,88.07,18.7,ETP2
2022-07-23T01:00:00Z,15,15,711,0,0,0,0,51,1.03,3.35,18.4,0.971,88.07,1.1,-1.3,0,18.2,0.06,48,7365,88.03,18.5,ETP2
2022-07-23T01:15:00Z,15,15,726,0,0.017,0,0,79,0.8,3.57,18.4,0.961,88.06,1,-1.3,1,18.1,0.08,48,7367,88.02,18.2,ETP2
2022-07-23T01:30:00Z,15,15,712,0,0,0,0,109,0.6,2.39,18.4,0.954,88.04,1.1,-1.3,0,18,0.1,48,7368,88,18.1,ETP2
2022-07-23T01:45:00Z,15,15,699,0,0,0,0,38,0.73,3.32,18.5,0.951,88.04,1,-1.3,0,18,0.11,48,7367,88,18.1,ETP2
2022-07-23T02:00:00Z,15,15,704,0,0,0,0,101,0.8,2.05,18.5,0.957,88.05,1.1,-1.3,0,18.1,0.09,48,7368,88.01,18.2,ETP2
2022-07-23T02:15:00Z,15,15,700,0,0,0,0,133,0.68,1.85,18.4,0.965,88.05,1.1,-1.3,0,18.1,0.07,48,7369,88.01,18.2,ETP2
2022-07-23T02:30:00Z,15,15,684,0,0,0,0,139,0.88,1.72,18.5,0.966,88.03,1.1,-1.3,0,18.2,0.07,48,7368,87.99,18.3,ETP2
2022-07-23T02:45:00Z,15,15,678,0,0,0,0,135,0.73,2.04,18.4,0.971,88.02,1.1,-1.3,0,18.2,0.06,48,7368,87.99,18.3,ETP2
2022-07-23T03:00:00Z,15,15,666,0,0,0,0,143,0.86,2.17,18.5,0.965,88.03,1.1,-1.2,0,18.3,0.08,48,7370,88,18.4,ETP2
2022-07-23T03:15:00Z,15,15,657,0,0,0,0,89,0.81,3.4,18.5,0.963,88.03,1.1,-1.3,0,18.3,0.08,48,7371,88,18.4,ETP2
2022-07-23T03:30:00Z,15,15,641,0,0,0,0,109,1.14,3.55,18.6,0.957,88.03,1.1,-1.3,0,18.4,0.09,48,7371,87.99,18.4,ETP2
2022-07-23T03:45:00Z,15,15,634,0,0,0,0,106,0.96,3.72,18.6,0.956,88.02,1.1,-1.2,0,18.3,0.09,48,7371,87.99,18.4,ETP2
2022-07-23T04:00:00Z,15,15,624,0,0,0,0,107,1.03,3.63,18.6,0.949,88.02,1.1,-1.2,0,18.3,0.11,48,7370,87.98,18.3,ETP2
2022-07-23T04:15:00Z,15,15,614,0,0,0,0,131,0.96,2.32,18.6,0.945,88.01,1.1,-1.3,0,18.3,0.12,47,7363,87.98,18.4,ETP2
2022-07-23T04:30:00Z,15,15,601,0,0,0,0,141,1.1,2.1,18.7,0.94,88,1,-1.3,0,18.3,0.13,48,7365,87.97,18.4,ETP2
2022-07-23T04:45:00Z,15,15,758,0,0,0,0,128,1.15,3.03,18.7,0.945,88,1.1,-1.3,0,18.4,0.12,48,7365,87.97,18.4,ETP2
2022-07-23T05:00:00Z,15,15,846,0,0,0,0,130,1.04,3.92,18.5,0.964,88.01,1,-1.3,0,18.4,0.08,48,7364,87.97,18.4,ETP2
2022-07-23T05:15:00Z,15,15,887,0,0,0,0,133,0.97,3.62,18.5,0.969,88.01,1.1,-1.2,0,18.3,0.07,48,7366,87.97,18.4,ETP2
2022-07-23T05:30:00Z,15,15,894,0,0,0,0,64,1.13,3.67,18.5,0.971,88.01,1,-1.3,0,18.3,0.06,48,7365,87.98,18.4,ETP2
2022-07-23T05:45:00Z,15,15,904,1.7,0,0,0,107,0.99,3.22,18.6,0.97,88.03,1,-1.3,0,18.3,0.06,48,7366,88,18.5,ETP2
2022-07-23T06:00:00Z,15,15,1073,4.7,0,0,0,127,0.86,2.18,18.5,0.978,88.04,1.1,-1.3,0,18.3,0.05,48,7364,88.01,18.5,ETP2
2022-07-23T06:15:00Z,15,15,1061,7.7,0.051,0,0,141,0.9,2.66,18.5,0.983,88.07,1.1,-1.3,1,18.4,0.04,48,7365,88.04,18.6,ETP2
2022-07-23T06:30:00Z,15,15,969,18.4,0.153,0,0,144,1.09,2.67,18.6,0.984,88.09,1.1,-1.3,2,18.4,0.03,47,7362,88.06,18.6,ETP2
2022-07-23T06:45:00Z,15,15,982,33.3,0.068,0,0,140,1.07,2.26,18.6,0.991,88.1,1,-1.3,2,18.6,0.02,48,7365,88.07,18.7,ETP2
2022-07-23T07:00:00Z,15,15,981,53.4,0.085,0,0,99,1.16,3.75,18.6,0.994,88.12,1.1,-1.3,2,18.6,0.01,48,7365,88.08,18.8,ETP2
2022-07-23T07:15:00Z,15,15,1068,55.6,0.051,0,0,134,1.16,3.87,18.7,0.996,88.12,1.1,-1.3,3.1,18.7,0.01,48,7365,88.08,18.9,ETP2
2022-07-23T07:30:00Z,15,15,1066,64.3,0.085,0,0,135,1.09,2.53,18.7,0.997,88.11,1,-1.3,1,18.8,0.01,47,7363,88.08,19,ETP2
2022-07-23T07:45:00Z,15,15,1036,79.1,0.136,0,0,135,1.1,2.43,18.7,0.999,88.11,1.2,-1.3,2,18.8,0,48,7365,88.08,19,ETP2
2022-07-23T08:00:00Z,15,15,976,106.1,0.034,0,0,109,1.13,3.1,18.7,1,88.11,1,-1.3,1,19,0,48,7365,88.08,19.1,ETP2
2022-07-23T08:15:00Z,15,15,1048,173.9,0.034,0,0,74,1.35,3.28,18.7,1,88.12,1.1,-1.3,1,19.2,0,48,7368,88.09,19.2,ETP2
2022-07-23T08:30:00Z,15,15,885,264.8,0,0,0,75,1.48,3.81,18.7,0.998,88.12,1.1,-1.3,0,19.5,0,49,7375,88.1,19.5,ETP2
2022-07-23T08:45:00Z,15,15,819,325.8,0,0,0,98,1.42,3.05,18.9,0.999,88.13,1.1,-1.3,0,19.8,0,50,7388,88.11,19.9,ETP2
2022-07-23T09:00:00Z,15,15,777,417.7,0.017,0,0,130,1.49,4.74,19.2,0.996,88.14,1.1,-1.3,1,20.4,0.01,52,7403,88.12,20.4,ETP2
2022-07-23T09:15:00Z,15,15,726,528.3,0,0,0,107,1.56,6.36,19.6,0.988,88.16,1.1,-1.3,0,20.9,0.03,55,7422,88.14,21,ETP2
2022-07-23T09:30:00Z,15,15,663,428.2,0,0,0,94,1.51,4.17,19.7,0.989,88.18,1.1,-1.4,0,21.3,0.03,56,7434,88.15,21.7,ETP2
2022-07-23T09:45:00Z,15,15,608,480.2,0,0,0,82,1.54,2.94,19.8,0.982,88.19,1.1,-1.3,0,21.3,0.04,58,7448,88.16,21.9,ETP2
2022-07-23T10:00:00Z,15,15,553,622.3,0,0,0,84,1.47,3.53,20.2,0.975,88.18,1.1,-1.4,0,21.9,0.06,60,7466,88.15,22.6,ETP2
2022-07-23T10:15:00Z,15,15,512,576.1,0,0,0,84,1.5,3.79,20.3,0.955,88.17,1.3,-1.3,0,22.3,0.11,60,7469,88.14,23.2,ETP2
2022-07-23T10:30:00Z,15,15,486,663.7,0,0,0,84,1.34,4.03,20.6,0.948,88.15,1.2,-1.3,0,22.7,0.13,63,7490,88.13,23.9,ETP2
2022-07-23T10:45:00Z,15,15,469,614.8,0,0,0,80,1.49,4.57,20.7,0.935,88.15,1.1,-1.3,0,23.1,0.16,64,7505,88.12,24.4,ETP2
2022-07-23T11:00:00Z,15,7,451,776,0,0,0,90,1.15,2.99,21.3,0.911,88.14,1.2,-1.3,0,23.5,0.23,66,7522,88.12,24.8,ETP2
2022-07-23T11:15:00Z,1,0,443,843.8,0,0,0,95,1.6,3.46,21.6,0.889,88.14,1.2,-1.3,0,24.1,0.28,67,7530,88.11,25.7,ETP2
2022-07-23T11:30:00Z,0,0,443,742.3,0,0,0,78,1.4,4.33,21.5,0.87,88.14,1.2,-1.3,0,24.2,0.33,69,7543,88.11,25.9,ETP2
2022-07-23T11:45:00Z,0,0,441,920.8,0,0,0,120,1.41,4.86,21.7,0.86,88.13,1.2,-1.4,0,24.1,0.36,70,7556,88.1,25.9,ETP2
2022-07-23T12:00:00Z,0,0,441,1004.3,0,0,0,137,1.36,3.35,22.4,0.849,88.1,1.2,-1.5,0,24.7,0.41,72,7570,88.07,26.4,ETP2
2022-07-23T12:15:00Z,0,0,442,658.1,0,0,0,148,1.4,3.61,21.6,0.888,88.1,1.3,-1.4,0,24.8,0.29,73,7574,88.07,26.6,ETP2
2022-07-23T12:30:00Z,0,0,443,560.1,0,0,0,137,1.4,3.48,21.3,0.898,88.1,1.2,-1.4,0,24.4,0.26,72,7571,88.07,26.2,ETP2
2022-07-23T12:45:00Z,0,0,444,358.5,0,0,0,129,1.33,4.54,20.9,0.912,88.09,1.2,-1.3,0,23.7,0.22,72,7570,88.05,25.5,ETP2
2022-07-23T13:00:00Z,0,0,444,348.3,0,0,0,106,0.96,2.71,20.7,0.931,88.08,1.2,-1.4,0,23.1,0.17,73,7574,88.05,24.6,ETP2
2022-07-23T13:15:00Z,0,0,444,330.9,0,0,0,135,1.33,3.98,20.4,0.929,88.08,1.2,-1.2,0,22.8,0.17,73,7577,88.04,24.1,ETP2
2022-07-23T13:30:00Z,0,0,444,294.5,0,0,0,119,1.44,3.58,20.3,0.912,88.08,1.2,-1.3,0,22.3,0.21,73,7577,88.04,23.5,ETP2
2022-07-23T13:45:00Z,0,0,444,265.9,0,0,0,116,1.43,3.16,20.2,0.909,88.07,1.2,-1.4,0,22,0.22,73,7578,88.03,23,ETP2
2022-07-23T14:00:00Z,0,0,444,360.1,0,0,0,136,0.94,4.15,20.1,0.925,88.04,1.1,-1.3,0,22,0.18,74,7585,88,22.9,ETP2
2022-07-23T14:15:00Z,0,0,444,335.2,0,0,0,124,0.86,2.89,20.2,0.933,88.03,1.1,-1.3,0,22.3,0.16,74,7583,88,23.2,ETP2
2022-07-23T14:30:00Z,0,0,444,294.9,0,0,0,115,1.03,2.93,20.4,0.925,88.03,1.2,-1.4,0,22.3,0.18,74,7587,87.99,23.3,ETP2
2022-07-23T14:45:00Z,0,0,444,278.4,0,0,0,139,1,2.16,20.5,0.93,88.01,1.2,-1.3,0,22.3,0.17,74,7587,87.97,23.2,ETP2
2022-07-23T15:00:00Z,0,0,445,173.7,0,0,0,146,0.73,2.03,20.6,0.925,88,1.2,-1.4,0,22,0.18,74,7584,87.96,22.9,ETP2
2022-07-23T15:15:00Z,0,0,445,185.4,0,0,0,151,0.78,1.92,20.6,0.927,88,1.1,-1.4,0,21.8,0.18,74,7585,87.95,22.7,ETP2
2022-07-23T15:30:00Z,0,0,444,344.1,0,0,0,163,0.84,2.25,20.5,0.941,87.98,1.1,-1.4,0,22.2,0.14,74,7589,87.95,23,ETP2
2022-07-23T15:45:00Z,0,0,444,240.3,0,0,0,47,0.62,2.11,20.7,0.947,87.97,1.2,-1.3,0,22.5,0.13,75,7590,87.94,23.2,ETP2
2022-07-23T16:00:00Z,0,0,444,265.1,0,0,0,88,0.76,2.73,20.8,0.941,87.96,1.1,-1.3,0,22.6,0.15,75,7593,87.93,23.4,ETP2
2022-07-23T16:15:00Z,0,0,445,174.9,0,0,0,71,0.6,1.82,20.9,0.936,87.97,1.1,-1.3,0,22.6,0.16,74,7586,87.93,23.4,ETP2
2022-07-23T16:30:00Z,0,0,445,127.5,0,0,0,120,0.57,1.77,20.8,0.941,87.97,1.1,-1.3,0,22.2,0.14,74,7589,87.93,23,ETP2
2022-07-23T16:45:00Z,0,0,445,115.1,0,0,0,33,0.53,1.94,20.8,0.944,87.98,1.1,-1.3,0,22,0.14,74,7587,87.94,22.8,ETP2
2022-07-23T17:00:00Z,0,0,446,108,0,0,0,24,0.55,3.02,20.6,0.945,87.99,1.2,-1.3,0,21.6,0.13,74,7585,87.95,22.4,ETP2
2022-07-23T17:15:00Z,0,0,446,111.3,0,0,0,117,0.68,2.62,20.6,0.946,88,1.1,-1.3,0,21.5,0.13,74,7586,87.96,22.2,ETP2
2022-07-23T17:30:00Z,0,0,446,46.9,0,0,0,2,0.63,2.54,20.5,0.942,88.01,1.1,-1.4,0,21.2,0.14,74,7584,87.96,21.9,ETP2
2022-07-23T17:45:00Z,0,0,446,12.3,0,0,0,48,0.6,2.11,20.4,0.941,88.03,1.1,-1.3,0,20.8,0.14,73,7580,87.99,21.5,ETP2
2022-07-23T18:00:00Z,8,0,452,5.7,0,0,0,346,0.73,2.68,20.2,0.945,88.05,1.1,-1.3,0,20.4,0.13,73,7580,88.01,21,ETP2
2022-07-23T18:15:00Z,15,0,451,1.5,0,0,0,150,0.92,2.79,20,0.94,88.06,1,-1.3,0,20.1,0.14,73,7580,88.03,20.7,ETP2
2022-07-23T18:30:00Z,15,0,453,0,0,0,0,180,0.95,2.3,19.9,0.939,88.08,1.1,-1.3,0,19.9,0.14,73,7574,88.04,20.4,ETP2
2022-07-23T18:45:00Z,15,0,453,0,0,0,0,169,0.74,2.03,19.9,0.929,88.1,1.1,-1.3,0,19.7,0.16,73,7574,88.06,20.1,ETP2
2022-07-23T19:00:00Z,15,0,452,0,0,0,0,250,0.68,2.53,19.7,0.942,88.13,1,-1.3,0,19.7,0.13,73,7575,88.09,20,ETP2
2022-07-23T19:15:00Z,15,0,451,0,0,0,0,234,0.45,2.15,19.6,0.946,88.16,1.1,-1.3,0,19.5,0.12,72,7571,88.12,19.8,ETP2
2022-07-23T19:30:00Z,14,0,450,0,0,0,0,148,0.64,2.54,19.4,0.942,88.17,1,-1.3,0,19.4,0.13,72,7571,88.13,19.6,ETP2
2022-07-23T19:45:00Z,0,0,449,0,0,0,0,199,0.61,2.5,19.3,0.947,88.18,1.1,-1.3,0,19.3,0.12,72,7571,88.14,19.5,ETP2
2022-07-23T20:00:00Z,0,0,449,0,0,0,0,237,0.77,2.48,19.3,0.944,88.19,1.1,-1.3,0,19.2,0.12,72,7570,88.15,19.4,ETP2
2022-07-23T20:15:00Z,0,0,448,0,0,0,0,178,0.61,2.43,19.1,0.952,88.2,1.1,-1.3,0,19,0.11,72,7568,88.16,19.2,ETP2
2022-07-23T20:30:00Z,0,0,449,0,0,0,0,175,0.76,2.4,19.1,0.936,88.19,1.1,-1.3,0,18.9,0.14,72,7566,88.15,19.1,ETP2
2022-07-23T20:45:00Z,6,0,452,0,0,0,0,121,0.91,1.94,19,0.932,88.18,1,-1.2,0,18.9,0.15,72,7566,88.15,19.1,ETP2
2022-07-23T21:00:00Z,15,0,452,0,0,0,0,158,0.91,2.75,18.9,0.93,88.18,1,-1.4,0,18.8,0.15,71,7564,88.15,18.8,ETP2
2022-07-23T21:15:00Z,12,0,449,0,0,0,0,149,1.11,3.96,19,0.916,88.21,1.1,-1.2,0,18.6,0.18,71,7563,88.18,18.7,ETP2
2022-07-23T21:30:00Z,0,0,448,0,0,0,0,173,0.77,2.6,18.9,0.915,88.22,1,-1.3,0,18.6,0.19,71,7561,88.19,18.7,ETP2
2022-07-23T21:45:00Z,0,0,447,0,0,0,0,352,0.59,1.47,18.9,0.925,88.25,1,-1.3,0,18.7,0.16,71,7561,88.22,18.7,ETP2
2022-07-23T22:00:00Z,0,0,448,0,0,0,0,281,0.77,5.21,18.9,0.936,88.26,1,-1.3,0,18.7,0.14,71,7560,88.23,18.8,ETP2
2022-07-23T22:15:00Z,0,0,447,0,0,0,0,143,0.68,2.03,18.7,0.949,88.28,1,-1.3,0,18.7,0.11,71,7558,88.24,18.8,ETP2
2022-07-23T22:30:00Z,0,0,447,0,0,0,0,139,1.04,4.75,18.8,0.934,88.28,1.1,-1.3,0,18.6,0.14,71,7559,88.24,18.8,ETP2
2022-07-23T22:45:00Z,13,0,457,0,0,0,0,141,0.81,2.3,18.6,0.937,88.27,1,-1.3,0,18.6,0.13,70,7555,88.24,18.7,ETP2
2022-07-23T23:00:00Z,15,13,909,0,0,0,0,145,0.88,3.11,18.4,0.949,88.27,1,-1.3,0,18.4,0.11,71,7558,88.23,18.6,ETP2
2022-07-23T23:15:00Z,15,15,911,0,0,0,0,153,0.93,3.17,18.3,0.955,88.25,1,-1.3,0,18.2,0.09,70,7555,88.21,18.4,ETP2
2022-07-23T23:30:00Z,15,15,907,0,0,0,0,150,1.27,3.91,18.4,0.941,88.23,1,-1.3,0,18,0.12,70,7556,88.19,18.3,ETP2
2022-07-23T23:45:00Z,15,15,905,0,0,0,0,162,0.91,2.5,18.3,0.947,88.21,1,-1.3,0,18,0.11,70,7556,88.18,18.2,ETP2
2022-07-24T00:00:00Z,15,15,906,0,0,0,0,132,1.09,2.85,18.5,0.942,88.19,1,-1.3,0,18,0.12,70,7555,88.16,18.2,ETP2
2022-07-24T00:15:00Z,15,15,942,0,0,0,0,146,1.02,3.75,18.6,0.952,88.18,1,-1.3,0,18.2,0.1,69,7542,88.14,18.5,ETP2
2022-07-24T00:30:00Z,15,15,893,0,0.051,0,0,149,0.9,2.87,18.6,0.957,88.15,1.1,-1.2,2,18.2,0.09,69,7543,88.11,18.5,ETP2
2022-07-24T00:45:00Z,15,15,774,0,0,0,0,160,0.85,2.11,18.7,0.952,88.13,1.1,-1.3,0,18.3,0.1,69,7544,88.1,18.5,ETP2
2022-07-24T01:00:00Z,15,15,766,0,0,0,0,169,0.81,2.56,18.6,0.957,88.13,1,-1.3,0,18.3,0.09,69,7544,88.1,18.5,ETP2
2022-07-24T01:15:00Z,15,15,759,0,0,0,0,188,0.74,2.4,18.6,0.958,88.12,1,-1.3,0,18.3,0.09,69,7543,88.09,18.5,ETP2
2022-07-24T01:30:00Z,15,15,832,0,0,0,0,162,0.79,1.94,18.6,0.962,88.12,1.1,-1.3,0,18.3,0.08,69,7543,88.08,18.4,ETP2
2022-07-24T01:45:00Z,15,15,831,0,0,0,0,138,0.51,1.43,18.5,0.963,88.11,1,-1.3,0,18.3,0.08,69,7542,88.07,18.4,ETP2
2022-07-24T02:00:00Z,15,15,828,0,0,0,0,140,1.07,2.89,18.6,0.961,88.08,0.9,-1.3,0,18.3,0.08,69,7542,88.05,18.4,ETP2
2022-07-24T02:15:00Z,15,15,827,0,0,0,0,130,1.03,2.37,18.5,0.967,88.06,1.1,-1.3,0,18.3,0.07,69,7540,88.02,18.5,ETP2
2022-07-24T02:30:00Z,15,15,823,0,0,0,0,126,1.23,4.5,18.5,0.966,88.03,1,-1.2,0,18.3,0.07,69,7542,88,18.4,ETP2
2022-07-24T02:45:00Z,15,15,820,0,0,0,0,128,1,2.45,18.5,0.966,88.01,1,-1.3,0,18.3,0.07,69,7541,87.97,18.4,ETP2
2022-07-24T03:00:00Z,15,15,820,0,0,0,0,120,1.23,4.18,18.4,0.965,88,1,-1.3,0,18.2,0.07,69,7542,87.97,18.4,ETP2
2022-07-24T03:15:00Z,15,15,826,0,0,0,0,138,1.16,2.74,18.4,0.961,88,1,-1.3,0,18.1,0.08,69,7540,87.97,18.2,ETP2
2022-07-24T03:30:00Z,15,15,827,0,0,0,0,143,1.12,2.36,18.3,0.955,88,1,-1.3,0,18,0.09,69,7540,87.97,18.1,ETP2
2022-07-24T03:45:00Z,15,15,848,0,0,0,0,148,1.05,3.25,18.3,0.96,88,1,-1.3,0,18,0.08,68,7539,87.97,18.1,ETP2
2022-07-24T04:00:00Z,15,15,955,0,0,0,0,127,1.34,2.5,18.2,0.961,88.01,0.9,-1.3,0,18,0.08,68,7538,87.97,18.2,ETP2
2022-07-24T04:15:00Z,15,15,1024,0,0.017,0,0,126,1.3,3.86,18.2,0.961,88.01,1.1,-1.3,1,17.9,0.08,68,7539,87.98,18.1,ETP2
2022-07-24T04:30:00Z,15,15,1024,0,0,0,0,146,1.03,2.5,18.1,0.969,88.01,1,-1.3,0,17.8,0.06,68,7536,87.97,18,ETP2
2022-07-24T04:45:00Z,15,15,1016,0,0,0,0,123,1.33,4.04,18.1,0.969,88.02,1.1,-1.2,0,17.8,0.06,68,7536,87.99,18.1,ETP2
2022-07-24T05:00:00Z,15,15,1022,0,0,0,0,123,1.2,2.39,18.1,0.97,88.02,1.1,-1.3,0,17.8,0.06,68,7535,87.99,18,ETP2
2022-07-24T05:15:00Z,15,15,1025,0,0,0,0,121,1.14,2.7,18,0.972,88.02,1,-1.3,0,17.8,0.06,68,7535,87.99,18,ETP2
2022-07-24T05:30:00Z,15,15,1025,0.1,0,0,0,101,1.24,4.54,18,0.97,88.02,0.9,-1.4,0,17.7,0.06,68,7535,87.99,17.9,ETP2
