Timestamp,minLeafWetness,minLeafWetnesshigh,WetnessLevel,Wm2SolarRadiation,mmPrecipitation,LightningActivity,kmLightningDistance,degreesWindDirection,msWindSpeed,msGustSpeed,degreeCAirTemperature,RHRelativeHumidity,kPaAtmosphericPressure,degreesXaxisLevel,degreesYaxisLevel,mmhMaxPrecipRate,degreeCRHSensorTemp,kPaVPD,BatteryPercent,mVBatteryVoltage,kPaReferencePressure,degreeCLoggerTemperature,PastureID
2022-07-19T18:45:00Z,15,15,757,0,0.017,0,0,33,3.9,6.79,18.2,0.997,86,0.6,0.1,1,18.1,0.01,61,7474,85.91,18.4,FBP2
2022-07-19T19:00:00Z,15,15,754,0,0,0,0,25,3.15,6.03,18,0.997,86,0.8,0,0,18,0.01,61,7473,85.91,18.2,FBP2
2022-07-19T19:15:00Z,15,15,736,0,0,0,0,34,4.35,8.28,17.8,0.998,85.99,1,0,0,17.8,0,60,7472,85.91,18,FBP2
2022-07-19T19:30:00Z,15,15,595,0,0,0,0,39,6.01,10.68,17.7,0.997,85.99,0.3,-0.3,0,17.7,0.01,61,7473,85.9,17.9,FBP2
2022-07-19T19:45:00Z,15,15,551,0,0,0,0,34,5.78,11.32,17.6,0.999,85.98,0.3,-0.1,0,17.6,0,60,7472,85.89,17.9,FBP2
2022-07-19T20:00:00Z,15,15,602,0,0,0,0,37,4.47,9.99,17.6,0.997,85.99,1.1,-0.1,0,17.6,0.01,60,7471,85.9,17.8,FBP2
2022-07-19T20:15:00Z,15,15,624,0,0,0,0,25,4.88,9.76,17.7,0.996,86.02,0.9,0.4,0,17.6,0.01,61,7473,85.93,17.8,FBP2
2022-07-19T20:30:00Z,15,15,633,0,0,0,0,52,4.13,7.99,17.6,1.001,86.02,0.7,0,0,17.6,0,60,7470,85.93,17.8,FBP2
2022-07-19T20:45:00Z,15,15,636,0,0,0,0,40,5.11,11.32,17.6,0.998,86.02,0.7,0,0,17.6,0,60,7469,85.93,17.8,FBP2
2022-07-19T21:00:00Z,15,15,632,0,0.017,0,0,31,6.27,12.34,17.7,0.996,85.99,0.7,-0.2,1,17.6,0.01,60,7467,85.9,17.8,FBP2
2022-07-19T21:15:00Z,15,15,651,0,0,0,0,30,4.84,9.4,17.8,0.997,85.98,0.6,0.1,0,17.7,0.01,60,7466,85.89,17.9,FBP2
2022-07-19T21:30:00Z,15,15,658,0,0,0,0,25,3.7,7.5,18,0.995,85.98,0.7,-0.3,0,17.8,0.01,60,7466,85.89,17.9,FBP2
2022-07-19T21:45:00Z,15,15,678,0,0.068,0,0,63,4.58,9.66,17.8,1,86,0.8,-0.2,2,17.8,0,60,7466,85.91,18,FBP2
2022-07-19T22:00:00Z,15,15,665,0,0,0,0,49,3.87,9.79,17.6,1,86.02,0.8,0.1,0,17.7,0,60,7466,85.93,17.8,FBP2
2022-07-19T22:15:00Z,15,15,622,0,0,0,0,60,4.71,8.97,17.6,0.992,86.02,0.9,0,0,17.6,0.02,58,7451,85.92,17.8,FBP2
2022-07-19T22:30:00Z,15,15,546,0,0.017,0,0,67,5.93,10.85,17.6,0.989,86.01,0.4,-0.3,1,17.6,0.02,58,7453,85.92,17.6,FBP2
2022-07-19T22:45:00Z,15,15,538,0,0,0,0,54,4.44,8.39,17.6,0.984,86.03,0.5,0,0,17.5,0.03,58,7454,85.94,17.6,FBP2
2022-07-19T23:00:00Z,15,15,531,0,0,0,0,56,3.7,8.52,17.6,0.979,86.03,0.5,-0.2,0,17.5,0.04,58,7453,85.94,17.5,FBP2
2022-07-19T23:15:00Z,15,15,522,0,0,0,0,53,3.72,11.32,17.6,0.972,86.02,0.8,-0.1,0,17.5,0.06,58,7452,85.93,17.5,FBP2
2022-07-19T23:30:00Z,15,15,514,0,0,0,0,50,4.31,9.14,17.8,0.964,86.01,0.9,0,0,17.6,0.07,58,7451,85.92,17.5,FBP2
2022-07-19T23:45:00Z,15,15,490,0,0,0,0,51,4.83,11.58,18,0.956,86,0.7,-0.3,0,17.7,0.09,58,7451,85.91,17.6,FBP2
2022-07-20T00:00:00Z,15,15,478,0,0,0,0,53,4.69,9.13,18,0.955,85.99,0.4,0,0,17.7,0.09,58,7450,85.9,17.6,FBP2
2022-07-20T00:15:00Z,15,15,476,0,0,0,0,60,4.47,7.93,17.9,0.959,85.97,0.8,0,0,17.7,0.08,55,7423,85.89,17.7,FBP2
2022-07-20T00:30:00Z,15,15,475,0,0,0,0,59,4.12,9.58,17.7,0.972,85.97,0.7,-0.1,0,17.6,0.06,56,7435,85.88,17.6,FBP2
2022-07-20T00:45:00Z,15,15,474,0,0,0,0,38,3.36,7.8,17.6,0.983,85.94,0.7,-0.1,0,17.5,0.03,52,7405,85.85,17.7,FBP2
2022-07-20T01:00:00Z,15,15,473,0,0,0,0,52,3.17,7.29,17.6,0.985,85.92,0.7,-0.1,0,17.4,0.03,53,7406,85.84,17.8,FBP2
2022-07-20T01:15:00Z,15,15,472,0,0,0,0,74,2.22,6.87,17.6,0.986,85.92,0.7,-0.1,0,17.4,0.03,53,7409,85.83,17.6,FBP2
2022-07-20T01:30:00Z,15,15,471,0,0,0,0,49,2.64,5.36,17.5,0.993,85.9,0.7,0,0,17.4,0.01,53,7409,85.81,17.6,FBP2
2022-07-20T01:45:00Z,15,15,471,0,0,0,0,18,2.49,5.54,17.5,0.993,85.88,0.8,-0.1,0,17.4,0.01,53,7410,85.8,17.6,FBP2
2022-07-20T02:00:00Z,15,15,473,0,0,0,0,38,2.81,7.91,17.5,0.995,85.89,0.8,0,0,17.4,0.01,53,7409,85.8,17.6,FBP2
2022-07-20T02:15:00Z,15,15,475,0,0,0,0,53,2.4,6.23,17.5,0.999,85.88,0.8,-0.1,0,17.4,0,53,7407,85.79,17.6,FBP2
2022-07-20T02:30:00Z,15,15,479,0,0,0,0,58,2.14,4.76,17.5,1,85.88,0.7,0,0,17.4,0,53,7410,85.79,17.6,FBP2
2022-07-20T02:45:00Z,15,15,481,0,0,0,0,66,2.39,6.41,17.5,0.999,85.87,0.7,-0.1,0,17.4,0,53,7409,85.79,17.6,FBP2
2022-07-20T03:00:00Z,15,15,476,0,0,0,0,70,2.86,6.04,17.6,0.994,85.87,0.7,-0.2,0,17.4,0.01,53,7410,85.78,17.6,FBP2
2022-07-20T03:15:00Z,15,15,473,0,0,0,0,53,2.76,5.26,17.6,0.992,85.86,0.8,-0.2,0,17.5,0.02,53,7409,85.78,17.6,FBP2
2022-07-20T03:30:00Z,15,15,469,0,0,0,0,54,3.91,9.42,17.7,0.987,85.85,0.7,0,0,17.5,0.03,53,7409,85.76,17.6,FBP2
2022-07-20T03:45:00Z,15,15,467,0,0,0,0,57,3.57,7.62,17.7,0.989,85.84,0.7,-0.1,0,17.5,0.02,53,7409,85.75,17.6,FBP2
2022-07-20T04:00:00Z,15,15,466,0,0,0,0,48,3.58,7.65,17.8,0.976,85.85,0.9,0,0,17.5,0.05,53,7409,85.76,17.5,FBP2
2022-07-20T04:15:00Z,15,15,464,0,0,0,0,51,2.93,6.19,17.6,0.979,85.85,0.9,-0.2,0,17.5,0.04,53,7407,85.76,17.5,FBP2
2022-07-20T04:30:00Z,15,15,463,0,0,0,0,46,3.53,8.67,17.4,0.99,85.85,0.7,0,0,17.4,0.02,53,7406,85.76,17.4,FBP2
2022-07-20T04:45:00Z,15,15,463,0,0,0,0,48,3.84,8.14,17.5,0.994,85.86,0.6,0.1,0,17.4,0.01,53,7409,85.78,17.5,FBP2
2022-07-20T05:00:00Z,15,15,464,0,0,0,0,41,4.74,8.79,17.6,0.996,85.88,0.6,-0.1,0,17.4,0.01,53,7407,85.79,17.5,FBP2
2022-07-20T05:15:00Z,15,15,463,0,0,0,0,50,4.83,9.56,17.6,0.993,85.86,0.7,-0.3,0,17.5,0.01,52,7403,85.78,17.6,FBP2
2022-07-20T05:30:00Z,15,14,459,0.4,0,0,0,60,5.04,9.94,17.8,0.984,85.85,1.1,0.4,0,17.5,0.03,53,7406,85.76,17.6,FBP2
2022-07-20T05:45:00Z,15,0,458,3.2,0,0,0,59,5.98,12.91,17.8,0.988,85.86,1.3,0.1,0,17.6,0.02,53,7406,85.77,17.7,FBP2
2022-07-20T06:00:00Z,15,13,514,8.7,0,0,0,46,5.42,10.36,17.7,0.996,85.85,1,-0.3,0,17.6,0.01,52,7404,85.77,17.7,FBP2
2022-07-20T06:15:00Z,15,15,755,19.5,0.034,0,0,48,5.09,11.22,17.7,1.003,85.87,0.8,0.3,1,17.7,0,52,7404,85.79,17.8,FBP2
2022-07-20T06:30:00Z,15,15,632,24.5,0.051,0,0,37,5.33,9.61,17.7,1.001,85.87,0.9,-0.5,1,17.7,0,52,7405,85.79,17.8,FBP2
2022-07-20T06:45:00Z,15,15,655,15.3,0,0,0,36,5.73,10.17,17.7,0.999,85.87,0.8,-0.1,0,17.7,0,52,7403,85.78,17.8,FBP2
2022-07-20T07:00:00Z,15,15,686,6.9,0.221,0,0,35,5.97,10.97,17.8,0.999,85.89,0.8,0.4,4.1,17.6,0,53,7406,85.81,17.8,FBP2
2022-07-20T07:15:00Z,15,15,645,14,0.119,0,0,38,6.07,11.14,17.7,1.001,85.92,1.1,-0.1,2,17.7,0,52,7401,85.83,17.9,FBP2
2022-07-20T07:30:00Z,15,15,724,15.8,0.068,0,0,32,5.52,9.78,17.8,1.001,85.93,0.8,-0.1,1,17.7,0,52,7402,85.84,17.9,FBP2
2022-07-20T07:45:00Z,15,15,849,30.3,0.017,0,0,32,6.46,10.99,17.9,0.999,85.9,0.9,0,1,17.8,0,52,7403,85.82,18,FBP2
2022-07-20T08:00:00Z,15,15,845,52.1,0,0,0,29,6.58,12.56,17.8,1,85.9,0.3,0,0,17.9,0,52,7400,85.82,18,FBP2
2022-07-20T08:15:00Z,15,15,607,72.1,0.017,0,0,33,7.01,14.48,17.8,1.001,85.92,0.5,-0.2,1,17.9,0,52,7404,85.83,18,FBP2
2022-07-20T08:30:00Z,15,15,818,75.2,0.034,0,0,35,5.95,14.29,17.7,1,85.93,0.9,0.1,1,17.9,0,52,7401,85.85,18,FBP2
2022-07-20T08:45:00Z,15,15,607,98.1,0.017,0,0,41,7.01,11.88,17.8,1.002,85.92,0.4,0.1,1,18,0,52,7401,85.83,18.1,FBP2
2022-07-20T09:00:00Z,15,15,827,150.3,0,0,0,28,6.29,10.67,17.8,1.001,85.89,1,-0.6,0,18.1,0,52,7403,85.82,18.2,FBP2
2022-07-20T09:15:00Z,15,15,876,149.9,0.017,0,0,33,6.2,10.47,17.7,1,85.88,0.8,0,1,18.1,0,52,7404,85.79,18.2,FBP2
2022-07-20T09:30:00Z,15,15,1049,180.1,0,0,0,35,5.87,11.3,17.8,1,85.87,1,0,0,18.2,0,52,7405,85.79,18.3,FBP2
2022-07-20T09:45:00Z,15,15,839,196.7,0,0,0,37,5.82,10.9,17.9,0.999,85.88,0.6,0.3,0,18.4,0,53,7406,85.8,18.4,FBP2
2022-07-20T10:00:00Z,15,15,851,234.8,0,0,0,39,5.89,10.43,17.9,1.001,85.88,1.3,-0.3,0,18.6,0,53,7413,85.81,18.5,FBP2
2022-07-20T10:15:00Z,15,15,925,302.4,0.051,0,0,38,5.37,10.56,17.8,1.001,85.9,0.9,0.4,1,18.7,0,54,7419,85.82,18.7,FBP2
2022-07-20T10:30:00Z,15,15,850,290.6,0,0,0,55,4.71,9.46,17.7,1,85.9,1,0.1,0,18.8,0,54,7420,85.82,18.8,FBP2
2022-07-20T10:45:00Z,15,15,696,326.7,0.017,0,0,53,5.41,12.59,17.7,0.999,85.89,1.2,-0.5,1,18.8,0,55,7430,85.82,18.8,FBP2
2022-07-20T11:00:00Z,15,15,758,528.8,0,0,0,46,4.66,9.96,17.9,0.997,85.89,1.1,-0.1,0,19.2,0.01,57,7446,85.82,19,FBP2
2022-07-20T11:15:00Z,15,15,817,423.4,0,0,0,47,4.36,12.9,17.9,1.003,85.9,1,0,0,19.5,0,58,7450,85.83,19.3,FBP2
2022-07-20T11:30:00Z,15,15,653,411.5,0,0,0,58,4.38,9.14,18,0.993,85.89,0.5,-0.3,0,19.5,0.01,59,7457,85.82,19.4,FBP2
2022-07-20T11:45:00Z,15,15,564,302,0,0,0,58,4.26,10.46,18,0.998,85.9,0.8,0.2,0,19.4,0,59,7463,85.82,19.5,FBP2
2022-07-20T12:00:00Z,15,15,546,244.3,0,0,0,59,4.66,10.24,18,0.996,85.9,0.7,0.2,0,19.2,0.01,60,7466,85.82,19.3,FBP2
2022-07-20T12:15:00Z,15,15,529,250,0,0,0,48,4.37,9.22,18,0.999,85.9,1.1,0.2,0,19.1,0,60,7466,85.82,19.3,FBP2
2022-07-20T12:30:00Z,15,15,850,189.4,0,0,0,51,3.13,6.91,18.2,0.999,85.88,0.8,-0.2,0,19.1,0,60,7466,85.8,19.3,FBP2
2022-07-20T12:45:00Z,15,15,981,148.4,0,0,0,48,2.99,8.54,18.2,1,85.87,0.7,-0.1,0,19,0,60,7466,85.79,19.2,FBP2
2022-07-20T13:00:00Z,15,15,920,147.3,0.051,0,0,49,2.92,6.78,18.3,1,85.87,0.9,-0.1,2,19,0,60,7468,85.79,19.2,FBP2
2022-07-20T13:15:00Z,15,15,924,253.1,0,0,0,58,3.57,8.9,18.4,1.004,85.85,0.9,-0.2,0,19.2,0,60,7468,85.77,19.4,FBP2
2022-07-20T13:30:00Z,15,15,926,212.4,0,0,0,48,3.75,9.82,18.3,0.999,85.86,0.9,-0.2,0,19.2,0,60,7470,85.77,19.3,FBP2
2022-07-20T13:45:00Z,15,15,868,324.7,0,0,0,56,3.5,7.14,18.3,1,85.83,0.9,-0.2,0,19.5,0,61,7476,85.75,19.5,FBP2
2022-07-20T14:00:00Z,15,15,801,263.7,0,0,0,29,3.79,8.26,18.5,0.998,85.84,1,-0.1,0,19.5,0.01,62,7482,85.76,19.5,FBP2
2022-07-20T14:15:00Z,15,15,767,142.2,0,0,0,41,3.67,8.28,18.4,1,85.83,0.9,0.2,0,19.2,0,61,7479,85.75,19.4,FBP2
2022-07-20T14:30:00Z,15,15,701,208.1,0,0,0,29,3.82,8.7,18.4,1.002,85.83,1,0,0,19.2,0,61,7479,85.74,19.3,FBP2
2022-07-20T14:45:00Z,15,15,707,118.3,0,0,0,31,2.9,7.49,18.4,0.999,85.82,0.9,-0.1,0,19.1,0,61,7478,85.74,19.3,FBP2
2022-07-20T15:00:00Z,15,15,667,245.3,0,0,0,34,3.63,8.76,18.3,1.004,85.81,0.7,-0.1,0,19.1,0,62,7482,85.73,19.2,FBP2
2022-07-20T15:15:00Z,15,15,733,207.8,0,0,0,33,3.89,8.4,18.4,0.999,85.81,0.8,-0.3,0,19.3,0,62,7483,85.73,19.4,FBP2
2022-07-20T15:30:00Z,15,15,947,94.2,0.017,0,0,37,3.68,8.78,18.3,0.998,85.81,0.9,-0.2,1,19,0,61,7480,85.73,19.2,FBP2
2022-07-20T15:45:00Z,15,15,978,60.3,0.17,0,0,23,3.81,7.19,18.2,1,85.82,0.8,0,2,18.6,0,61,7480,85.73,18.9,FBP2
2022-07-20T16:00:00Z,15,15,1009,72.9,0.272,0,0,45,3.37,8.5,18.2,0.998,85.83,0.7,-0.2,3.1,18.4,0,61,7479,85.74,18.7,FBP2
2022-07-20T16:15:00Z,15,15,856,76.7,0.102,6,15,45,3.59,9.77,18,1.003,85.82,0.9,-0.1,1,18.4,0,61,7477,85.73,18.6,FBP2
2022-07-20T16:30:00Z,15,15,1016,90.7,0,4,14,49,3.08,7.23,18,1.002,85.82,0.8,0,0,18.4,0,61,7478,85.73,18.6,FBP2
2022-07-20T16:45:00Z,15,15,1013,52.1,0.017,0,0,48,3.8,7.88,18,0.999,85.82,1,0,1,18.3,0,61,7476,85.74,18.5,FBP2
2022-07-20T17:00:00Z,15,15,982,22.9,0.017,0,0,41,4.1,8.38,18.1,1,85.84,0.8,0.1,1,18.2,0,61,7475,85.75,18.4,FBP2
2022-07-20T17:15:00Z,15,15,940,22.5,0.017,0,0,33,3.83,8.92,17.9,1.001,85.87,0.9,0,1,18.1,0,61,7476,85.78,18.3,FBP2
2022-07-20T17:30:00Z,15,15,975,14,0,0,0,37,4.03,8.61,17.8,1,85.88,0.8,-0.2,0,17.9,0,60,7472,85.79,18.1,FBP2
2022-07-20T17:45:00Z,15,15,1042,9.9,0.017,0,0,34,3.94,8.23,17.9,0.999,85.89,0.7,-0.1,1,17.8,0,61,7473,85.81,18.1,FBP2
2022-07-20T18:00:00Z,15,15,944,3.7,0.017,0,0,41,4.11,10.85,18,1,85.89,0.6,-0.2,1,17.9,0,60,7471,85.8,18.1,FBP2
2022-07-20T18:15:00Z,15,15,1051,0.1,0,0,0,28,3.6,8.3,18,1.002,85.89,0.6,-0.3,0,17.9,0,60,7471,85.81,18.1,FBP2
2022-07-20T18:30:00Z,15,15,1071,0,0,0,0,46,3.89,7.57,18,1,85.91,0.9,-0.1,0,17.9,0,59,7460,85.83,18.1,FBP2
2022-07-20T18:45:00Z,15,15,1040,0,0,0,0,42,2.62,5.81,18,0.999,85.93,0.7,0,0,17.9,0,60,7468,85.85,18.1,FBP2
2022-07-20T19:00:00Z,15,15,1035,0,0,0,0,37,3.31,9.07,18,0.999,85.94,0.7,-0.3,0,17.9,0,60,7470,85.85,18.1,FBP2
2022-07-20T19:15:00Z,15,15,988,0,0,3,21,40,3.68,6.97,18.1,1,85.95,0.9,-0.1,0,18,0,60,7467,85.86,18.1,FBP2
2022-07-20T19:30:00Z,15,15,955,0,0.051,0,0,40,3.5,8.11,18.2,0.999,85.95,0.8,-0.1,3.1,18,0,60,7469,85.86,18.2,FBP2
2022-07-20T19:45:00Z,15,15,930,0,0.034,3,16,27,2.87,6.51,18.2,1,85.97,0.8,0,2,18.1,0,60,7465,85.88,18.2,FBP2
2022-07-20T20:00:00Z,15,15,928,0,0.051,2,14,43,3.37,7.17,18.1,1.002,85.99,0.7,-0.1,2,18.1,0,60,7464,85.9,18.2,FBP2
2022-07-20T20:15:00Z,15,15,1022,0,0.034,0,0,34,2.62,5.95,18.1,1,85.99,0.8,-0.1,1,18,0,60,7466,85.9,18.2,FBP2
2022-07-20T20:30:00Z,15,15,916,0,0.068,0,0,25,3.19,7.83,18.1,1,85.99,0.7,-0.1,1,18,0,59,7463,85.9,18.2,FBP2
2022-07-20T20:45:00Z,15,15,1023,0,0.323,0,0,45,3.24,7.21,18.2,0.998,86.01,0.7,-0.1,5.1,18,0,59,7463,85.92,18.2,FBP2
2022-07-20T21:00:00Z,15,15,817,0,0.17,0,0,37,3.24,7.39,18.2,1,86.04,0.8,-0.1,6.1,18.1,0,59,7460,85.95,18.2,FBP2
2022-07-20T21:15:00Z,15,15,966,0,0.068,0,0,49,2.51,6.55,18.1,0.999,86.05,0.8,-0.1,1,18,0,59,7463,85.96,18.2,FBP2
2022-07-20T21:30:00Z,15,15,999,0,0.085,0,0,28,3.23,7.78,18,1.001,86.04,0.9,-0.1,2,18,0,59,7460,85.96,18.2,FBP2
2022-07-20T21:45:00Z,15,15,959,0,0.187,0,0,37,3.17,6.35,17.9,1,86.05,0.9,-0.1,5.1,17.9,0,59,7460,85.96,18.1,FBP2
2022-07-20T22:00:00Z,15,15,842,0,1.072,0,0,9,3.01,5.56,18,0.999,86.06,0.8,0,14.3,17.9,0,59,7460,85.98,18.1,FBP2
2022-07-20T22:15:00Z,15,15,974,0,1.072,0,0,8,3.62,7.89,18.1,0.999,86.07,0.9,-0.2,17.3,17.9,0,59,7460,85.98,18.1,FBP2
2022-07-20T22:30:00Z,15,15,896,0,0.357,0,0,27,3.03,5.52,18,1,86.09,0.8,0,4.1,17.9,0,59,7457,86,18.1,FBP2
2022-07-20T22:45:00Z,15,15,849,0,0.068,0,0,21,3.17,6.24,17.9,1,86.07,0.9,0.1,1,17.9,0,58,7455,85.97,18.1,FBP2
2022-07-20T23:00:00Z,15,15,916,0,0.051,0,0,26,3.74,7.18,17.8,1.002,86.04,0.8,-0.4,1,17.8,0,59,7457,85.95,18,FBP2
2022-07-20T23:15:00Z,15,15,967,0,0.34,0,0,20,2.75,5.09,17.8,1,86.04,0.8,-0.1,7.1,17.7,0,59,7456,85.95,18,FBP2
2022-07-20T23:30:00Z,15,15,967,0,0.187,0,0,21,3.12,6.82,17.7,1,86.02,1,-0.1,4.1,17.6,0,59,7456,85.93,17.9,FBP2
2022-07-20T23:45:00Z,15,15,1059,0,0.136,0,0,33,3.39,7.01,17.6,1.001,86,0.8,0,3.1,17.6,0,58,7454,85.91,17.8,FBP2
2022-07-21T00:00:00Z,15,15,1045,0,0.102,0,0,21,2.97,6.79,17.7,0.999,85.98,0.9,0,1,17.6,0,58,7455,85.89,17.8,FBP2
2022-07-21T00:15:00Z,15,15,896,0,0.034,0,0,30,3.92,7.15,17.6,0.999,85.96,0.8,-0.3,1,17.6,0,57,7447,85.87,17.8,FBP2
2022-07-21T00:30:00Z,15,15,948,0,0.034,0,0,30,3.85,6.84,17.6,0.999,85.95,0.7,-0.2,1,17.5,0,57,7447,85.86,17.7,FBP2
2022-07-21T00:45:00Z,15,15,950,0,0.068,0,0,26,2.77,7.3,17.6,1.001,85.94,0.8,-0.1,1,17.5,0,57,7447,85.85,17.7,FBP2
2022-07-21T01:00:00Z,15,15,1135,0,0.221,0,0,24,2.9,6.15,17.6,1,85.94,0.8,-0.1,2,17.5,0,57,7447,85.85,17.7,FBP2
2022-07-21T01:15:00Z,15,15,1020,0,0.221,0,0,19,2.32,5.07,17.6,1,85.94,0.8,-0.1,3.1,17.5,0,58,7450,85.85,17.7,FBP2
2022-07-21T01:30:00Z,15,15,989,0,0.323,0,0,7,2.94,6.3,17.5,1.001,85.93,0.9,-0.1,4.1,17.5,0,57,7447,85.84,17.7,FBP2
2022-07-21T01:45:00Z,15,15,1094,0,0.17,0,0,25,2.48,4.3,17.5,0.998,85.91,0.8,-0.1,2,17.4,0,57,7447,85.82,17.6,FBP2
2022-07-21T02:00:00Z,15,15,1111,0,0.085,0,0,25,2.7,5.05,17.5,1,85.91,0.9,0,2,17.4,0,57,7444,85.82,17.6,FBP2
2022-07-21T02:15:00Z,15,15,1147,0,0.068,0,0,4,2.77,6.5,17.5,1,85.89,0.9,-0.1,1,17.5,0,57,7445,85.8,17.6,FBP2
2022-07-21T02:30:00Z,15,15,975,0,0.289,0,0,25,3.46,7.32,17.5,1.001,85.88,0.8,-0.2,4.1,17.4,0,57,7446,85.79,17.6,FBP2
2022-07-21T02:45:00Z,15,15,980,0,0.051,0,0,28,3.08,5.78,17.6,0.999,85.87,0.8,-0.1,1,17.5,0,57,7444,85.78,17.6,FBP2
2022-07-21T03:00:00Z,15,15,1048,0,0.153,0,0,29,3.97,7.45,17.5,1.001,85.86,0.9,0.2,4.1,17.5,0,57,7445,85.77,17.6,FBP2
2022-07-21T03:15:00Z,15,15,1036,0,0.102,0,0,22,3.98,8.35,17.4,1.001,85.86,1,0,1,17.4,0,57,7443,85.77,17.6,FBP2
2022-07-21T03:30:00Z,15,15,1108,0,0.068,0,0,35,3.53,7.19,17.4,1,85.86,0.7,-0.2,1,17.4,0,57,7444,85.76,17.6,FBP2
2022-07-21T03:45:00Z,15,15,1118,0,0.051,0,0,21,3.65,8.81,17.3,1.003,85.84,0.9,-0.1,1,17.3,0,57,7444,85.75,17.5,FBP2
2022-07-21T04:00:00Z,15,15,930,0,0.017,0,0,18,3.07,5.45,17.3,1.003,85.83,0.8,-0.1,1,17.3,0,57,7444,85.74,17.5,FBP2
2022-07-21T04:15:00Z,15,15,1147,0,0.034,0,0,24,3.85,7.07,17.4,1,85.81,0.8,-0.1,1,17.2,0,57,7443,85.72,17.5,FBP2
2022-07-21T04:30:00Z,15,15,1093,0,0.102,0,0,23,4.15,8.05,17.3,1.002,85.8,0.6,-0.3,1,17.3,0,57,7441,85.71,17.5,FBP2
2022-07-21T04:45:00Z,15,15,1065,0,0.136,0,0,9,4.17,7.75,17.4,0.998,85.79,0.8,0,1,17.3,0,57,7444,85.71,17.5,FBP2
