Tree,Station,Timestamp,MC1_Port2_Wm2SolarRadiation,MC1_Port5_degreeCAirTemperature,MC1_Port5_RHRelativeHumidity,MC1_Port5_kPaAtmosphericPressure,MC1_Port5_kPaVPD,MC1_Port6_minLeafWetness,MC1_Port6_minLeafWetnesshigh,MC1_Port6_WetnessLevel
ET2,S1,2022-06-02T11:45:00Z,247,21.4,0.817,88.19,0.46,0,0,442
ET2,S1,2022-06-02T12:00:00Z,229.2,21.3,0.811,88.18,0.48,0,0,442
ET2,S1,2022-06-02T12:15:00Z,193,20.9,0.824,88.17,0.43,0,0,442
ET2,S1,2022-06-02T12:30:00Z,180.7,20.9,0.816,88.16,0.45,0,0,442
ET2,S1,2022-06-02T12:45:00Z,184.6,20.7,0.812,88.14,0.46,0,0,442
ET2,S1,2022-06-02T13:00:00Z,180.4,20.5,0.819,88.14,0.44,0,0,442
ET2,S1,2022-06-02T13:15:00Z,167.4,20.2,0.832,88.12,0.4,0,0,442
ET2,S1,2022-06-02T13:30:00Z,154.7,20.1,0.83,88.11,0.4,0,0,443
ET2,S1,2022-06-02T13:45:00Z,191.5,20.2,0.843,88.11,0.37,8,6,492
ET2,S1,2022-06-02T14:00:00Z,231.1,20.5,0.847,88.09,0.37,15,15,509
ET2,S1,2022-06-02T14:15:00Z,225,20.6,0.827,88.07,0.42,15,15,482
ET2,S1,2022-06-02T14:30:00Z,224.7,20.8,0.845,88.06,0.38,15,15,467
ET2,S1,2022-06-02T14:45:00Z,154.5,20.9,0.829,88.04,0.42,10,3,447
ET2,S1,2022-06-02T15:00:00Z,137,20.6,0.829,88.05,0.42,0,0,444
ET2,S1,2022-06-02T15:15:00Z,160.2,20.6,0.836,88.04,0.4,0,0,443
ET2,S1,2022-06-02T15:30:00Z,141.5,20.4,0.851,88.04,0.36,0,0,443
ET2,S1,2022-06-02T15:45:00Z,74.2,20.3,0.853,88.05,0.35,0,0,443
ET2,S1,2022-06-02T16:00:00Z,39.4,19.8,0.872,88.05,0.3,10,9,614
ET2,S1,2022-06-02T16:15:00Z,30,19,0.907,88.07,0.2,15,15,585
ET2,S1,2022-06-02T16:30:00Z,30,18.8,0.915,88.06,0.18,15,15,703
ET2,S1,2022-06-02T16:45:00Z,17.9,18.6,0.915,88.06,0.18,15,15,723
ET2,S1,2022-06-02T17:00:00Z,11.7,18.4,0.928,88.05,0.15,15,15,771
ET2,S1,2022-06-02T17:15:00Z,11.4,18.4,0.922,88.05,0.16,15,15,796
ET2,S1,2022-06-02T17:30:00Z,9,18.6,0.903,88.05,0.21,15,15,803
ET2,S1,2022-06-02T17:45:00Z,4.2,18.6,0.902,88.06,0.21,15,15,846
ET2,S1,2022-06-02T18:00:00Z,0,18.5,0.917,88.07,0.18,15,15,844
ET2,S1,2022-06-02T18:15:00Z,0,18.4,0.914,88.09,0.18,15,15,831
ET2,S1,2022-06-02T18:30:00Z,0,18.3,0.927,88.11,0.15,15,15,841
ET2,S1,2022-06-02T18:45:00Z,0,18.2,0.939,88.13,0.13,15,15,828
ET2,S1,2022-06-02T19:00:00Z,0,18.3,0.941,88.17,0.12,15,15,819
ET2,S1,2022-06-02T19:15:00Z,0,18.4,0.941,88.18,0.13,15,15,782
ET2,S1,2022-06-02T19:30:00Z,0,18.4,0.943,88.2,0.12,15,15,752
ET2,S1,2022-06-02T19:45:00Z,0,18.4,0.949,88.23,0.11,15,15,736
ET2,S1,2022-06-02T20:00:00Z,0,18.5,0.947,88.23,0.11,15,15,711
ET2,S1,2022-06-02T20:15:00Z,0,18.7,0.942,88.24,0.13,15,15,691
ET2,S1,2022-06-02T20:30:00Z,0,18.6,0.937,88.25,0.14,15,15,685
ET2,S1,2022-06-02T20:45:00Z,0,18.4,0.948,88.26,0.11,15,15,675
ET2,S1,2022-06-02T21:00:00Z,0,18.5,0.94,88.27,0.13,15,15,660
ET2,S1,2022-06-02T21:15:00Z,0,18.8,0.928,88.28,0.16,15,15,762
ET2,S1,2022-06-02T21:30:00Z,0,18.7,0.934,88.29,0.14,15,15,730
ET2,S1,2022-06-02T21:45:00Z,0,18.6,0.929,88.28,0.15,15,15,712
ET2,S1,2022-06-02T22:00:00Z,0,18.5,0.921,88.27,0.17,15,15,697
ET2,S1,2022-06-02T22:15:00Z,0,18.6,0.901,88.28,0.21,15,15,668
ET2,S1,2022-06-02T22:30:00Z,0,18.5,0.906,88.29,0.2,15,15,646
ET2,S1,2022-06-02T22:45:00Z,0,18.5,0.902,88.29,0.21,15,15,623
ET2,S1,2022-06-02T23:00:00Z,0,18.6,0.901,88.3,0.21,15,15,610
ET2,S1,2022-06-02T23:15:00Z,0,18.5,0.917,88.28,0.18,15,15,598
ET2,S1,2022-06-02T23:30:00Z,0,18.5,0.926,88.25,0.16,15,15,590
ET2,S1,2022-06-02T23:45:00Z,0,18.5,0.931,88.23,0.15,15,15,581
ET2,S1,2022-06-03T00:00:00Z,0,18.5,0.938,88.2,0.13,15,15,575
ET2,S1,2022-06-03T00:15:00Z,0,18.4,0.941,88.17,0.13,15,15,566
ET2,S1,2022-06-03T00:30:00Z,0,18.4,0.939,88.14,0.13,15,15,560
ET2,S1,2022-06-03T00:45:00Z,0,18.4,0.925,88.11,0.16,15,15,553
ET2,S1,2022-06-03T01:00:00Z,0,18.8,0.868,88.12,0.29,15,15,542
ET2,S1,2022-06-03T01:15:00Z,0,18.8,0.88,88.1,0.26,15,15,536
ET2,S1,2022-06-03T01:30:00Z,0,18.3,0.908,88.11,0.19,15,15,531
ET2,S1,2022-06-03T01:45:00Z,0,18.4,0.906,88.09,0.2,15,15,524
ET2,S1,2022-06-03T02:00:00Z,0,18.7,0.891,88.08,0.23,15,15,512
ET2,S1,2022-06-03T02:15:00Z,0,18.8,0.887,88.09,0.25,15,15,507
ET2,S1,2022-06-03T02:30:00Z,0,18.8,0.887,88.07,0.24,15,15,500
ET2,S1,2022-06-03T02:45:00Z,0,18.7,0.886,88.06,0.25,15,15,494
ET2,S1,2022-06-03T03:00:00Z,0,18.6,0.892,88.06,0.23,15,15,487
ET2,S1,2022-06-03T03:15:00Z,0,18.4,0.903,88.05,0.21,15,15,477
ET2,S1,2022-06-03T03:30:00Z,0,18.4,0.921,88.07,0.17,15,15,470
ET2,S1,2022-06-03T03:45:00Z,0,18.2,0.941,88.08,0.12,15,15,465
ET2,S1,2022-06-03T04:00:00Z,0,18.2,0.944,88.07,0.12,15,15,463
ET2,S1,2022-06-03T04:15:00Z,0,18.3,0.933,88.06,0.14,15,15,461
ET2,S1,2022-06-03T04:30:00Z,0,18.2,0.947,88.07,0.11,15,12,460
ET2,S1,2022-06-03T04:45:00Z,0,18.2,0.964,88.08,0.08,15,0,458
ET2,S1,2022-06-03T05:00:00Z,0,18.4,0.957,88.07,0.09,15,0,456
ET2,S1,2022-06-03T05:15:00Z,0,18.5,0.956,88.07,0.09,15,0,455
ET2,S1,2022-06-03T05:30:00Z,0,18.6,0.958,88.08,0.09,15,0,453
ET2,S1,2022-06-03T05:45:00Z,6.2,18.5,0.964,88.08,0.08,15,0,451
ET2,S1,2022-06-03T06:00:00Z,12.5,18.5,0.963,88.1,0.08,8,0,449
ET2,S1,2022-06-03T06:15:00Z,19.6,18.4,0.967,88.12,0.07,0,0,448
ET2,S1,2022-06-03T06:30:00Z,33.1,18.5,0.955,88.14,0.1,0,0,446
ET2,S1,2022-06-03T06:45:00Z,37.2,18.6,0.952,88.14,0.1,0,0,445
ET2,S1,2022-06-03T07:00:00Z,33.7,18.6,0.953,88.16,0.1,0,0,446
ET2,S1,2022-06-03T07:15:00Z,33.9,18.4,0.968,88.16,0.07,12,0,452
ET2,S1,2022-06-03T07:30:00Z,109.9,18.8,0.944,88.16,0.12,2,0,444
ET2,S1,2022-06-03T07:45:00Z,142.5,19.4,0.909,88.16,0.2,0,0,444
ET2,S1,2022-06-03T08:00:00Z,203.6,20.2,0.875,88.16,0.3,0,0,444
ET2,S1,2022-06-03T08:15:00Z,284.2,20.8,0.856,88.15,0.35,0,0,443
ET2,S1,2022-06-03T08:30:00Z,281.8,21.2,0.837,88.17,0.41,0,0,443
