Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel
FB8,S2,2022-08-31T12:45:00Z,14.1,19.5,0.944,86.24,0.13,15,0,453
FB8,S2,2022-08-31T13:00:00Z,18.5,19.2,0.953,86.23,0.1,15,13,599
FB8,S2,2022-08-31T13:15:00Z,11.4,19.2,0.972,86.22,0.06,15,15,962
FB8,S2,2022-08-31T13:30:00Z,15.7,18.7,0.967,86.19,0.07,15,15,694
FB8,S2,2022-08-31T13:45:00Z,15.2,18.4,0.957,86.16,0.09,15,15,568
FB8,S2,2022-08-31T14:00:00Z,11.2,18.3,0.968,86.16,0.07,15,15,508
FB8,S2,2022-08-31T14:15:00Z,9.5,18.3,0.978,86.13,0.05,15,15,494
FB8,S2,2022-08-31T14:30:00Z,9.2,18.2,0.98,86.12,0.04,15,15,486
FB8,S2,2022-08-31T14:45:00Z,7.1,18.2,0.989,86.1,0.02,15,15,486
FB8,S2,2022-08-31T15:00:00Z,2.9,18.2,0.994,86.1,0.01,15,15,505
FB8,S2,2022-08-31T15:15:00Z,0,18.3,0.995,86.12,0.01,15,15,514
FB8,S2,2022-08-31T15:30:00Z,0,18.2,0.994,86.12,0.01,15,15,520
FB8,S2,2022-08-31T15:45:00Z,0,18.2,0.996,86.11,0.01,15,15,539
FB8,S2,2022-08-31T16:00:00Z,0,18.2,0.998,86.1,0,15,15,552
FB8,S2,2022-08-31T16:15:00Z,0,18.2,0.999,86.11,0,15,15,609
FB8,S2,2022-08-31T16:30:00Z,0,18.1,0.999,86.11,0,15,15,689
FB8,S2,2022-08-31T16:45:00Z,0,18.1,0.998,86.1,0.01,15,15,732
FB8,S2,2022-08-31T17:00:00Z,0,18.1,0.997,86.11,0.01,15,15,614
FB8,S2,2022-08-31T17:15:00Z,0,18.1,1,86.13,0,15,15,593
FB8,S2,2022-08-31T17:30:00Z,0,18,1,86.15,0,15,15,585
FB8,S2,2022-08-31T17:45:00Z,0,18.1,1,86.18,0,15,15,623
FB8,S2,2022-08-31T18:00:00Z,0,18.1,1,86.19,0,15,15,613
