Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel
ET6,S2,2022-06-01T13:15:00Z,138.8,21,0.902,87.44,0.24,15,15,499
ET6,S2,2022-06-01T13:30:00Z,113.7,21.1,0.889,87.42,0.28,15,15,487
ET6,S2,2022-06-01T13:45:00Z,62.1,21,0.892,87.42,0.27,15,15,480
ET6,S2,2022-06-01T14:00:00Z,49.3,20.7,0.892,87.41,0.26,15,15,597
ET6,S2,2022-06-01T14:15:00Z,48,20.2,0.923,87.39,0.18,15,15,596
ET6,S2,2022-06-01T14:30:00Z,30.2,20.1,0.944,87.4,0.13,15,15,797
ET6,S2,2022-06-01T14:45:00Z,22.3,19.8,0.946,87.39,0.12,15,15,857
ET6,S2,2022-06-01T15:00:00Z,24,19.7,0.927,87.37,0.17,15,15,698
ET6,S2,2022-06-01T15:15:00Z,11.2,19.1,0.936,87.39,0.14,15,15,693
ET6,S2,2022-06-01T15:30:00Z,7.1,18.8,0.945,87.4,0.12,15,15,680
ET6,S2,2022-06-01T15:45:00Z,6,18.6,0.961,87.39,0.08,15,15,667
ET6,S2,2022-06-01T16:00:00Z,4.9,18.7,0.963,87.38,0.08,15,15,751
ET6,S2,2022-06-01T16:15:00Z,3.5,18.7,0.959,87.38,0.09,15,15,762
ET6,S2,2022-06-01T16:30:00Z,0.9,18.6,0.951,87.4,0.1,15,15,674
ET6,S2,2022-06-01T16:45:00Z,0.5,18.2,0.942,87.41,0.12,15,15,740
ET6,S2,2022-06-01T17:00:00Z,0,18.1,0.957,87.44,0.09,15,15,705
ET6,S2,2022-06-01T17:15:00Z,0,18.1,0.961,87.45,0.08,15,15,607
ET6,S2,2022-06-01T17:30:00Z,0,18.1,0.948,87.46,0.11,15,15,595
ET6,S2,2022-06-01T17:45:00Z,0,17.9,0.944,87.46,0.11,15,15,675
ET6,S2,2022-06-01T18:00:00Z,0,18,0.922,87.46,0.16,15,15,613
ET6,S2,2022-06-01T18:15:00Z,0,18,0.914,87.47,0.18,15,15,619
ET6,S2,2022-06-01T18:30:00Z,0,18,0.914,87.49,0.18,15,15,593
ET6,S2,2022-06-01T18:45:00Z,0,18.1,0.904,87.49,0.2,15,15,604
ET6,S2,2022-06-01T19:00:00Z,0,18.3,0.893,87.5,0.23,15,15,637
ET6,S2,2022-06-01T19:15:00Z,0,18.2,0.907,87.51,0.2,15,15,665
ET6,S2,2022-06-01T19:30:00Z,0,18.4,0.918,87.53,0.17,15,15,643
ET6,S2,2022-06-01T19:45:00Z,0,18.5,0.91,87.55,0.19,15,15,628
ET6,S2,2022-06-01T20:00:00Z,0,18.5,0.91,87.57,0.19,15,15,621
ET6,S2,2022-06-01T20:15:00Z,0,18.4,0.913,87.59,0.19,15,15,637
ET6,S2,2022-06-01T20:30:00Z,0,18.2,0.916,87.6,0.18,15,15,598
ET6,S2,2022-06-01T20:45:00Z,0,18.2,0.907,87.61,0.19,15,15,553
ET6,S2,2022-06-01T21:00:00Z,0,18.3,0.908,87.62,0.19,15,15,552
ET6,S2,2022-06-01T21:15:00Z,0,18.4,0.921,87.63,0.17,15,15,570
ET6,S2,2022-06-01T21:30:00Z,0,18.2,0.936,87.64,0.13,15,15,569
ET6,S2,2022-06-01T21:45:00Z,0,18.2,0.947,87.65,0.11,15,15,588
ET6,S2,2022-06-01T22:00:00Z,0,18,0.958,87.65,0.09,15,15,609
ET6,S2,2022-06-01T22:15:00Z,0,18.1,0.952,87.64,0.1,15,15,636
ET6,S2,2022-06-01T22:30:00Z,0,18.2,0.948,87.64,0.11,15,15,643
ET6,S2,2022-06-01T22:45:00Z,0,18.2,0.943,87.63,0.12,15,15,614
ET6,S2,2022-06-01T23:00:00Z,0,18.1,0.948,87.61,0.11,15,15,607
ET6,S2,2022-06-01T23:15:00Z,0,18.1,0.945,87.6,0.11,15,15,588
ET6,S2,2022-06-01T23:30:00Z,0,18,0.957,87.58,0.09,15,15,585
ET6,S2,2022-06-01T23:45:00Z,0,18,0.949,87.56,0.1,15,15,563
ET6,S2,2022-06-02T00:00:00Z,0,17.8,0.95,87.55,0.1,15,15,549
ET6,S2,2022-06-02T00:15:00Z,0,17.7,0.96,87.52,0.08,15,15,538
ET6,S2,2022-06-02T00:30:00Z,0,17.8,0.922,87.49,0.16,15,15,518
