Tree,Station,Timestamp,MC2_Port2_Wm2SolarRadiation,MC2_Port5_degreeCAirTemperature,MC2_Port5_RHRelativeHumidity,MC2_Port5_kPaAtmosphericPressure,MC2_Port5_kPaVPD,MC2_Port6_minLeafWetness,MC2_Port6_minLeafWetnesshigh,MC2_Port6_WetnessLevel,MC3_Port6_degreesWindDirection,MC3_Port6_msWindSpeed,MC3_Port6_msGustSpeed,MC3_Port6_degreeCAnemometerTemp,MC3_Port6_degreesXaxisLevel,MC3_Port6_degreesYaxisLevel
FB2,S4,2022-05-31T12:00:00Z,3.8,22.7,0.869,86.02,0.36,3,3,485,NA,NA,NA,NA,NA,NA
FB2,S4,2022-05-31T12:15:00Z,9.5,21.7,0.914,86.01,0.22,15,15,577,NA,NA,NA,NA,NA,NA
FB2,S4,2022-05-31T12:30:00Z,18.7,20.6,0.957,86,0.1,15,15,652,287,0.26,1.11,21.3,1.7,1.2
FB2,S4,2022-05-31T12:45:00Z,11.2,20.2,0.973,85.98,0.06,15,15,650,283,0.25,0.98,20.8,1.6,1.2
FB2,S4,2022-05-31T13:00:00Z,1.5,19.8,0.978,85.98,0.05,15,15,591,295,0.18,0.75,20,1.5,1.2
FB2,S4,2022-05-31T13:15:00Z,0,18.3,0.965,85.98,0.07,15,15,595,96,0.31,0.92,18,1.5,1.3
FB2,S4,2022-05-31T13:30:00Z,3.1,17.8,0.987,85.96,0.03,15,15,616,110,0.36,0.88,17.8,1.5,1.3
FB2,S4,2022-05-31T13:45:00Z,6.8,17.8,0.993,85.95,0.01,15,15,653,355,0.39,0.57,18,1.4,1.3
FB2,S4,2022-05-31T14:00:00Z,8.6,17.9,0.996,85.93,0.01,15,15,705,19,0.38,0.73,17.9,1.4,1.3
FB2,S4,2022-05-31T14:15:00Z,15.2,17.9,0.997,85.9,0.01,15,15,642,37,0.33,1.05,17.9,1.5,1.3
FB2,S4,2022-05-31T14:30:00Z,27.6,18,0.996,85.88,0.01,15,15,632,12,0.3,0.52,18,1.4,1.3
FB2,S4,2022-05-31T14:45:00Z,24.2,18.3,0.996,85.89,0.01,15,15,641,348,0.3,0.7,18.2,1.5,1.3
FB2,S4,2022-05-31T15:00:00Z,15.2,18.5,0.994,85.89,0.01,15,15,639,341,0.33,0.73,18.5,1.5,1.2
FB2,S4,2022-05-31T15:15:00Z,14.8,18.5,0.997,85.87,0.01,15,15,642,5,0.29,0.73,18.5,1.5,1.2
FB2,S4,2022-05-31T15:30:00Z,0.4,18.2,0.998,85.9,0,15,15,634,333,0.33,0.87,18.2,1.5,1.2
FB2,S4,2022-05-31T15:45:00Z,0,17.9,0.99,85.91,0.02,15,15,595,301,0.46,1.07,17.8,1.6,1.2
FB2,S4,2022-05-31T16:00:00Z,0,17.8,0.989,85.89,0.02,15,15,570,289,0.42,0.84,17.8,1.6,1.2
FB2,S4,2022-05-31T16:15:00Z,0,17.8,0.995,85.9,0.01,15,15,628,299,0.34,0.9,17.8,1.5,1.3
FB2,S4,2022-05-31T16:30:00Z,0,17.3,0.999,85.91,0,15,15,575,124,0.33,1.16,17.4,1.6,1.2
FB2,S4,2022-05-31T16:45:00Z,0,17.1,1,85.89,0,15,15,592,145,0.51,2.66,17.2,1.5,1.4
FB2,S4,2022-05-31T17:00:00Z,0,17.2,1,85.94,0,15,15,621,138,0.47,2.53,17.2,1.5,1.4
FB2,S4,2022-05-31T17:15:00Z,0,17.1,1,85.95,0,15,15,666,143,0.38,0.84,17.1,1.4,1.4
FB2,S4,2022-05-31T17:30:00Z,0,16.9,1.001,85.98,0,15,15,631,126,0.41,1.37,17,1.6,1.4
FB2,S4,2022-05-31T17:45:00Z,0,16.7,1,86,0,15,15,610,113,0.41,1.35,16.7,1.5,1.3
FB2,S4,2022-05-31T18:00:00Z,0,16.6,1,86.01,0,15,15,650,47,0.32,1.26,16.6,1.4,1.3
FB2,S4,2022-05-31T18:15:00Z,0,16.5,0.998,86.02,0,15,15,598,17,0.42,1.11,16.4,1.5,1.3
FB2,S4,2022-05-31T18:30:00Z,0,16.4,0.994,86.02,0.01,15,15,639,1,0.42,0.83,16.3,1.4,1.3
FB2,S4,2022-05-31T18:45:00Z,0,16.4,0.992,86.05,0.01,15,15,639,26,0.42,0.89,16.2,1.4,1.2
FB2,S4,2022-05-31T19:00:00Z,0,16.3,0.998,86.06,0,15,15,711,31,0.29,0.52,16.3,1.5,1.3
FB2,S4,2022-05-31T19:15:00Z,0,16.3,1,86.08,0,15,15,727,57,0.26,1.21,16.3,1.4,1.4
FB2,S4,2022-05-31T19:30:00Z,0,16.3,1,86.11,0,15,15,677,53,0.31,1.33,16.3,1.4,1.3
FB2,S4,2022-05-31T19:45:00Z,0,16.2,1,86.12,0,15,15,673,75,0.33,1.01,16.2,1.5,1.3
FB2,S4,2022-05-31T20:00:00Z,0,16.4,0.999,86.12,0,15,15,650,67,0.46,1.62,16.4,1.5,1.4
FB2,S4,2022-05-31T20:15:00Z,0,16.7,1,86.13,0,15,15,631,29,0.41,1.07,16.7,1.5,1.3
FB2,S4,2022-05-31T20:30:00Z,0,16.7,1.001,86.14,0,15,15,626,345,0.41,0.64,16.7,1.5,1.3
FB2,S4,2022-05-31T20:45:00Z,0,16.7,1,86.15,0,15,15,621,333,0.47,0.99,16.7,1.5,1.3
FB2,S4,2022-05-31T21:00:00Z,0,16.8,1,86.16,0,15,15,628,2,0.39,0.92,16.7,1.5,1.2
FB2,S4,2022-05-31T21:15:00Z,0,16.9,1,86.16,0,15,15,629,24,0.41,0.8,16.8,1.6,1.3
FB2,S4,2022-05-31T21:30:00Z,0,17,1,86.17,0,15,15,618,30,0.41,0.87,17,1.4,1.3
FB2,S4,2022-05-31T21:45:00Z,0,17,0.999,86.18,0,15,15,645,31,0.43,1.08,17,1.5,1.2
FB2,S4,2022-05-31T22:00:00Z,0,16.9,1,86.19,0,15,15,637,40,0.42,1.2,17,1.5,1.3
FB2,S4,2022-05-31T22:15:00Z,0,16.9,1,86.19,0,15,15,644,45,0.43,0.92,17,1.4,1.4
FB2,S4,2022-05-31T22:30:00Z,0,16.9,1,86.17,0,15,15,638,51,0.37,1.23,17,1.6,1.3
FB2,S4,2022-05-31T22:45:00Z,0,16.8,1.001,86.16,0,15,15,612,47,0.33,0.97,16.9,1.6,1.4
FB2,S4,2022-05-31T23:00:00Z,0,16.9,1,86.15,0,15,15,574,58,0.31,0.8,16.9,1.5,1.3
FB2,S4,2022-05-31T23:15:00Z,0,16.8,1,86.14,0,15,15,597,29,0.34,0.98,16.8,1.5,1.3
FB2,S4,2022-05-31T23:30:00Z,0,16.8,1,86.13,0,15,15,588,55,0.37,1.48,16.9,1.5,1.3
FB2,S4,2022-05-31T23:45:00Z,0,16.9,1.001,86.12,0,15,15,578,20,0.36,1.22,17,1.6,1.4
FB2,S4,2022-06-01T00:00:00Z,0,17,1,86.1,0,15,15,580,52,0.33,2.09,17,1.6,1.3
FB2,S4,2022-06-01T00:15:00Z,0,17,1,86.08,0,15,15,598,320,0.4,1.4,17,1.6,1.3
FB2,S4,2022-06-01T00:30:00Z,0,17,1,86.07,0,15,15,590,309,0.37,1.07,17,1.6,1.2
FB2,S4,2022-06-01T00:45:00Z,0,17,1,86.06,0,15,15,582,330,0.37,1.38,17.1,1.7,1.2
FB2,S4,2022-06-01T01:00:00Z,0,17,1,86.05,0,15,15,581,317,0.37,1.41,17.1,1.7,1.2
FB2,S4,2022-06-01T01:15:00Z,0,17.1,1.001,86.03,0,15,15,610,28,0.38,1.66,17.1,1.7,1.3
FB2,S4,2022-06-01T01:30:00Z,0,17.1,0.999,86.01,0,15,15,603,161,0.57,2.46,17,1.7,1.3
FB2,S4,2022-06-01T01:45:00Z,0,17.1,0.998,86.01,0,15,15,597,23,0.36,1.13,17,1.6,1.3
FB2,S4,2022-06-01T02:00:00Z,0,17.2,0.996,86.01,0.01,15,15,590,21,0.39,1.58,17,1.8,1.3
FB2,S4,2022-06-01T02:15:00Z,0,17.4,0.996,86.01,0.01,15,15,586,14,0.38,1.15,17.2,1.7,1.2
FB2,S4,2022-06-01T02:30:00Z,0,17.4,1,86.01,0,15,15,583,319,0.37,0.94,17.4,1.7,1.2
FB2,S4,2022-06-01T02:45:00Z,0,17.3,1,86,0,15,15,583,338,0.38,1.12,17.4,1.7,1.3
FB2,S4,2022-06-01T03:00:00Z,0,17.2,1,85.98,0,15,15,580,343,0.42,1.5,17.3,1.6,1.3
FB2,S4,2022-06-01T03:15:00Z,0,17.2,1.001,85.96,0,15,15,577,50,0.35,1.65,17.2,1.7,1.3
FB2,S4,2022-06-01T03:30:00Z,0,17.2,1,85.95,0,15,15,574,42,0.29,0.67,17.1,1.7,1.3
FB2,S4,2022-06-01T03:45:00Z,0,17.1,0.994,85.95,0.01,15,15,568,43,0.32,0.65,16.9,1.6,1.2
FB2,S4,2022-06-01T04:00:00Z,0,17.1,0.989,85.94,0.02,15,15,562,73,0.39,1.93,16.9,1.7,1.2
