Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel,MC2_Port2_degreesWindDirection,MC2_Port2_msWindSpeed,MC2_Port2_msGustSpeed,MC2_Port2_degreeCAnemometerTemp,MC2_Port2_degreesXaxisLevel,MC2_Port2_degreesYaxisLevel
ET4,S2,2022-06-28T11:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET4,S2,2022-06-28T11:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET4,S2,2022-06-28T12:00:00Z,35.9,21.6,0.852,88.17,0.38,NA,NA,445,73,0.38,1.66,21.5,0.4,-0.3
ET4,S2,2022-06-28T12:15:00Z,43.4,21.5,0.841,88.13,0.41,0,0,445,65,0.47,1.42,21.4,0.4,-0.6
ET4,S2,2022-06-28T12:30:00Z,72.1,21.8,0.837,88.13,0.43,0,0,445,59,0.77,2.12,21.5,0.6,-0.6
ET4,S2,2022-06-28T12:45:00Z,24.2,21.3,0.858,88.12,0.36,0,0,445,55,0.65,1.4,21.1,0.5,-0.6
ET4,S2,2022-06-28T13:00:00Z,29.7,21.1,0.862,88.11,0.34,0,0,445,89,0.54,1.78,21.2,0.5,-0.6
ET4,S2,2022-06-28T13:15:00Z,23.3,21,0.877,88.08,0.3,0,0,445,50,1.2,2.47,20.8,0.4,-0.7
ET4,S2,2022-06-28T13:30:00Z,8.2,20,0.936,88.06,0.15,0,0,445,46,1.04,2.09,19.9,0.5,-0.6
ET4,S2,2022-06-28T13:45:00Z,9.2,19.5,0.954,88.06,0.1,11,10,686,61,1.24,2.9,19.4,0.4,-0.6
ET4,S2,2022-06-28T14:00:00Z,3.8,18.8,0.971,88.05,0.06,15,15,813,60,0.93,2.5,18.8,0.5,-0.7
ET4,S2,2022-06-28T14:15:00Z,0.4,18.5,0.986,88.04,0.03,15,15,641,49,0.85,2.08,18.6,0.5,-0.8
ET4,S2,2022-06-28T14:30:00Z,0,18.3,0.989,88.04,0.02,15,15,764,44,1.09,1.84,18.3,0.5,-0.8
ET4,S2,2022-06-28T14:45:00Z,0,18.1,0.994,88.05,0.01,15,15,710,46,0.84,1.66,18.2,0.5,-0.8
ET4,S2,2022-06-28T15:00:00Z,0,18.1,1,88.04,0,15,15,798,47,0.62,1.39,18.1,0.5,-0.8
ET4,S2,2022-06-28T15:15:00Z,0,18.1,1,88.05,0,15,15,736,36,0.76,1.55,18.2,0.5,-0.8
ET4,S2,2022-06-28T15:30:00Z,0,18.1,0.999,88.05,0,15,15,859,59,0.87,2.77,18.1,0.6,-0.8
ET4,S2,2022-06-28T15:45:00Z,0,18,1,88.05,0,15,15,825,53,0.49,1.4,18,0.6,-0.8
ET4,S2,2022-06-28T16:00:00Z,0,17.8,1,88.04,0,15,15,851,98,0.43,2.35,17.9,0.5,-0.9
