Tree,Station,Timestamp,MC1_Port1_Wm2SolarRadiation,MC1_Port3_degreeCAirTemperature,MC1_Port3_RHRelativeHumidity,MC1_Port3_kPaAtmosphericPressure,MC1_Port3_kPaVPD,MC1_Port4_minLeafWetness,MC1_Port4_minLeafWetnesshigh,MC1_Port4_WetnessLevel
FB8,S1,2022-06-29T11:30:00Z,150.9,18.1,0.993,86.39,0.01,1,0,451
FB8,S1,2022-06-29T11:45:00Z,83.3,17.9,0.997,86.39,0.01,15,0,457
FB8,S1,2022-06-29T12:00:00Z,89.4,17.7,1,86.38,0,15,14,459
FB8,S1,2022-06-29T12:15:00Z,73.6,17.9,1,86.37,0,5,0,449
FB8,S1,2022-06-29T12:30:00Z,142.3,18,1,86.36,0,2,0,446
FB8,S1,2022-06-29T12:45:00Z,162.8,19,0.973,86.35,0.06,0,0,445
FB8,S1,2022-06-29T13:00:00Z,154.9,19.5,0.942,86.34,0.13,0,0,445
FB8,S1,2022-06-29T13:15:00Z,131.5,19.2,0.953,86.33,0.1,0,0,445
FB8,S1,2022-06-29T13:30:00Z,111.5,18.8,0.974,86.32,0.06,0,0,445
FB8,S1,2022-06-29T13:45:00Z,125.2,18.8,0.981,86.3,0.04,0,0,445
FB8,S1,2022-06-29T14:00:00Z,110.2,19,0.972,86.3,0.06,0,0,445
FB8,S1,2022-06-29T14:15:00Z,52.2,18.3,0.995,86.3,0.01,0,0,445
FB8,S1,2022-06-29T14:30:00Z,56.2,18,0.999,86.27,0,0,0,445
FB8,S1,2022-06-29T14:45:00Z,75.8,18.1,1,86.26,0,0,0,445
FB8,S1,2022-06-29T15:00:00Z,57.5,18.2,1.001,86.24,0,0,0,445
FB8,S1,2022-06-29T15:15:00Z,56.9,18.4,1,86.21,0,0,0,445
FB8,S1,2022-06-29T15:30:00Z,50.7,18.5,1,86.22,0,0,0,445
FB8,S1,2022-06-29T15:45:00Z,42.5,18.4,1.001,86.21,0,0,0,445
FB8,S1,2022-06-29T16:00:00Z,29.3,18.4,0.999,86.22,0,1,1,460
FB8,S1,2022-06-29T16:15:00Z,22.2,18.2,1,86.22,0,15,15,598
FB8,S1,2022-06-29T16:30:00Z,31.3,18.2,1,86.21,0,15,15,619
FB8,S1,2022-06-29T16:45:00Z,14.6,18.1,1.001,86.2,0,15,15,613
FB8,S1,2022-06-29T17:00:00Z,18.5,18.1,1,86.2,0,15,15,650
FB8,S1,2022-06-29T17:15:00Z,19.8,18,1.001,86.21,0,15,15,671
FB8,S1,2022-06-29T17:30:00Z,12.8,17.9,1,86.23,0,15,15,715
FB8,S1,2022-06-29T17:45:00Z,8.4,17.9,1,86.25,0,15,15,815
FB8,S1,2022-06-29T18:00:00Z,1.1,18.1,0.999,86.27,0,15,15,737
FB8,S1,2022-06-29T18:15:00Z,0,17.8,1,86.28,0,15,15,769
FB8,S1,2022-06-29T18:30:00Z,0,17.7,1,86.3,0,15,15,655
FB8,S1,2022-06-29T18:45:00Z,0,17.6,1,86.3,0,15,15,685
FB8,S1,2022-06-29T19:00:00Z,0,17.6,0.999,86.3,0,15,15,814
FB8,S1,2022-06-29T19:15:00Z,0,17.5,1,86.29,0,15,15,684
FB8,S1,2022-06-29T19:30:00Z,0,17.6,1,86.3,0,15,15,777
FB8,S1,2022-06-29T19:45:00Z,0,17.6,1,86.32,0,15,15,608
FB8,S1,2022-06-29T20:00:00Z,0,17.7,1.001,86.34,0,15,15,631
FB8,S1,2022-06-29T20:15:00Z,0,17.6,0.999,86.34,0,15,15,667
FB8,S1,2022-06-29T20:30:00Z,0,17.5,0.999,86.35,0,15,15,737
FB8,S1,2022-06-29T20:45:00Z,0,17.5,1.001,86.36,0,15,15,818
