Tree,Station,Timestamp,MC1_Port1_Wm2SolarRadiation,MC1_Port3_degreeCAirTemperature,MC1_Port3_RHRelativeHumidity,MC1_Port3_kPaAtmosphericPressure,MC1_Port3_kPaVPD,MC1_Port4_minLeafWetness,MC1_Port4_minLeafWetnesshigh,MC1_Port4_WetnessLevel,MC1_Port2_degreesWindDirection,MC1_Port2_msWindSpeed,MC1_Port2_msGustSpeed,MC1_Port2_degreeCAnemometerTemp,MC1_Port2_degreesXaxisLevel,MC1_Port2_degreesYaxisLevel
TV4,S1,2022-08-16T12:00:00Z,30.8,17.5,0.976,85.24,0.05,15,2,1007,54,0.69,1.66,17.9,-2.9,1.8
TV4,S1,2022-08-16T12:15:00Z,17.6,17.1,0.989,85.23,0.02,15,15,847,12,0.51,1.62,17.2,-2.8,1.8
TV4,S1,2022-08-16T12:30:00Z,13.9,16.9,0.998,85.23,0,15,15,984,30,0.41,1.49,17,-2.8,2
TV4,S1,2022-08-16T12:45:00Z,24.2,16.8,1,85.22,0,15,15,997,51,0.4,1.09,16.8,-2.8,2
TV4,S1,2022-08-16T13:00:00Z,21.1,16.9,1,85.21,0,15,15,871,58,0.43,1.93,17,-2.7,2.1
TV4,S1,2022-08-16T13:15:00Z,14.6,16.9,1,85.2,0,15,15,767,30,0.31,0.85,17,-2.8,2
TV4,S1,2022-08-16T13:30:00Z,20,17,1,85.18,0,15,15,757,348,0.27,0.7,17.1,-2.8,2
TV4,S1,2022-08-16T13:45:00Z,13.2,17,1.001,85.17,0,15,15,880,268,0.38,1.17,17.1,-2.8,2
TV4,S1,2022-08-16T14:00:00Z,16.5,17.1,1,85.15,0,15,15,750,50,0.13,0.34,17.1,-2.8,2
TV4,S1,2022-08-16T14:15:00Z,13.9,17.2,1,85.13,0,15,15,866,256,0.18,0.38,17.2,-2.8,2.1
TV4,S1,2022-08-16T14:30:00Z,12.5,17.3,1,85.12,0,15,15,919,239,0.23,0.55,17.4,-2.7,2
TV4,S1,2022-08-16T14:45:00Z,9.9,17.3,0.999,85.1,0,15,15,790,172,0.21,0.67,17.3,-2.8,2
TV4,S1,2022-08-16T15:00:00Z,13.5,17.4,1,85.1,0,15,15,843,117,0.27,0.79,17.4,-2.7,2.1
TV4,S1,2022-08-16T15:15:00Z,14.6,17.3,1.001,85.1,0,15,15,687,134,0.19,0.71,17.4,-2.8,2.1
TV4,S1,2022-08-16T15:30:00Z,34.6,17.4,1,85.11,0,15,15,734,242,0.23,0.68,17.5,-2.8,2.1
TV4,S1,2022-08-16T15:45:00Z,33.7,17.5,1,85.12,0,15,15,604,191,0.25,0.58,17.6,-2.8,2
TV4,S1,2022-08-16T16:00:00Z,17.8,17.5,1,85.11,0,15,15,602,129,0.24,0.61,17.5,-2.8,2
TV4,S1,2022-08-16T16:15:00Z,18.5,17.3,1,85.11,0,15,15,594,211,0.2,0.97,17.4,-2.8,2
TV4,S1,2022-08-16T16:30:00Z,8.8,17.1,1,85.11,0,15,15,587,250,0.2,1.05,17.2,-2.8,2
TV4,S1,2022-08-16T16:45:00Z,9.2,17.1,1,85.11,0,15,15,582,274,0.21,0.57,17.2,-2.8,2.1
TV4,S1,2022-08-16T17:00:00Z,8.1,17.1,1,85.11,0,15,15,579,331,0.21,0.51,17.2,-2.8,2.1
TV4,S1,2022-08-16T17:15:00Z,0,17,1,85.11,0,15,15,736,6,0.3,0.93,17,-2.8,2.1
TV4,S1,2022-08-16T17:30:00Z,0,16.9,1,85.11,0,15,15,673,57,0.5,1.83,16.9,-2.8,2
TV4,S1,2022-08-16T17:45:00Z,0,16.8,1,85.11,0,15,15,654,53,0.39,2,16.8,-2.8,2
TV4,S1,2022-08-16T18:00:00Z,0,16.7,1,85.1,0,15,15,641,61,0.31,0.88,16.7,-2.7,2.1
TV4,S1,2022-08-16T18:15:00Z,0,16.7,1.001,85.11,0,15,15,636,31,0.16,0.41,16.8,-2.8,2
TV4,S1,2022-08-16T18:30:00Z,0,16.7,1,85.12,0,15,15,657,44,0.29,1.14,16.8,-2.8,2.1
TV4,S1,2022-08-16T18:45:00Z,0,16.8,1,85.12,0,15,15,667,55,0.32,0.86,16.8,-2.8,2.1
TV4,S1,2022-08-16T19:00:00Z,0,16.8,1,85.13,0,15,15,707,55,0.5,1.31,16.8,-2.8,2.1
TV4,S1,2022-08-16T19:15:00Z,0,16.8,0.999,85.14,0,15,15,676,14,0.29,1.63,16.8,-2.8,2
TV4,S1,2022-08-16T19:30:00Z,0,16.7,1.001,85.16,0,15,15,733,46,0.32,1.03,16.8,-2.8,2.1
TV4,S1,2022-08-16T19:45:00Z,0,16.8,0.999,85.17,0,15,15,721,357,0.2,0.53,16.9,-2.8,2.1
TV4,S1,2022-08-16T20:00:00Z,0,16.8,1,85.19,0,15,15,697,30,0.32,0.77,16.8,-2.8,2.1
TV4,S1,2022-08-16T20:15:00Z,0,16.7,1.002,85.2,0,15,15,691,59,0.64,1.57,16.7,-2.8,2
TV4,S1,2022-08-16T20:30:00Z,0,16.6,1,85.22,0,15,15,661,62,0.45,1.11,16.6,-2.8,2.1
