Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel
FB1,S2,2022-05-27T13:30:00Z,172.9,20.5,0.876,85.99,0.3,0,0,443
FB1,S2,2022-05-27T13:45:00Z,272.3,20.2,0.889,85.96,0.26,0,0,442
FB1,S2,2022-05-27T14:00:00Z,360.5,20.5,0.865,85.92,0.33,0,0,442
FB1,S2,2022-05-27T14:15:00Z,290.8,20.8,0.842,85.91,0.39,0,0,442
FB1,S2,2022-05-27T14:30:00Z,262.6,21.6,0.806,85.9,0.5,0,0,442
FB1,S2,2022-05-27T14:45:00Z,243.2,21.8,0.803,85.9,0.51,0,0,442
FB1,S2,2022-05-27T15:00:00Z,214.2,21.2,0.837,85.9,0.41,0,0,442
FB1,S2,2022-05-27T15:15:00Z,264,21,0.858,85.88,0.35,0,0,442
FB1,S2,2022-05-27T15:30:00Z,282.7,21.3,0.827,85.87,0.44,0,0,441
FB1,S2,2022-05-27T15:45:00Z,252,21.9,0.803,85.86,0.52,0,0,442
FB1,S2,2022-05-27T16:00:00Z,193.2,21.2,0.858,85.86,0.36,0,0,443
FB1,S2,2022-05-27T16:15:00Z,192.4,20.9,0.883,85.87,0.29,0,0,443
FB1,S2,2022-05-27T16:30:00Z,129.8,20.3,0.897,85.89,0.25,0,0,443
FB1,S2,2022-05-27T16:45:00Z,99.4,20.1,0.914,85.9,0.2,0,0,443
FB1,S2,2022-05-27T17:00:00Z,56.4,19.5,0.948,85.91,0.12,0,0,444
FB1,S2,2022-05-27T17:15:00Z,20.5,19.3,0.959,85.91,0.09,0,0,444
FB1,S2,2022-05-27T17:30:00Z,10.8,19,0.971,85.93,0.06,0,0,445
FB1,S2,2022-05-27T17:45:00Z,2.4,18.9,0.978,85.93,0.05,12,0,460
FB1,S2,2022-05-27T18:00:00Z,0,18.8,0.98,85.94,0.04,15,15,814
FB1,S2,2022-05-27T18:15:00Z,0,18.1,0.99,85.96,0.02,15,15,777
FB1,S2,2022-05-27T18:30:00Z,0,17.8,0.998,85.96,0,15,15,790
FB1,S2,2022-05-27T18:45:00Z,0,17.7,1,85.97,0,15,15,819
FB1,S2,2022-05-27T19:00:00Z,0,17.6,1,85.98,0,15,15,880
FB1,S2,2022-05-27T19:15:00Z,0,17.7,1,85.99,0,15,15,873
FB1,S2,2022-05-27T19:30:00Z,0,17.7,1,86.01,0,15,15,865
FB1,S2,2022-05-27T19:45:00Z,0,17.8,1.001,86.03,0,15,15,1034
FB1,S2,2022-05-27T20:00:00Z,0,17.9,0.999,86.06,0,15,15,1081
