Tree,Station,Timestamp,MC3_Port4_Wm2SolarRadiation,MC3_Port5_degreeCAirTemperature,MC3_Port5_RHRelativeHumidity,MC3_Port5_kPaAtmosphericPressure,MC3_Port5_kPaVPD,MC3_Port6_minLeafWetness,MC3_Port6_minLeafWetnesshigh,MC3_Port6_WetnessLevel,MC1_Port2_degreesWindDirection,MC1_Port2_msWindSpeed,MC1_Port2_msGustSpeed,MC1_Port2_degreeCAnemometerTemp,MC1_Port2_degreesXaxisLevel,MC1_Port2_degreesYaxisLevel
TV2,S4,2022-09-14T10:00:00Z,27.1,18.7,0.95,85.62,0.11,15,15,558,67,0.6,2.38,18.6,5.7,-6.8
TV2,S4,2022-09-14T10:15:00Z,28,18.5,0.963,85.62,0.08,15,15,533,5,0.74,1.95,18.6,5.5,-6.8
TV2,S4,2022-09-14T10:30:00Z,37.7,18.4,0.968,85.62,0.07,15,15,618,24,0.77,1.6,18.6,5.7,-6.9
TV2,S4,2022-09-14T10:45:00Z,51.1,18.8,0.97,85.6,0.07,15,15,571,49,0.72,1.76,18.8,5.8,-6.7
TV2,S4,2022-09-14T11:00:00Z,40.8,19.2,0.952,85.58,0.11,15,15,527,60,0.61,1.59,19,5.9,-6.5
TV2,S4,2022-09-14T11:15:00Z,23.3,19.2,0.941,85.58,0.13,15,15,494,73,0.51,1.36,18.8,5.9,-6.7
TV2,S4,2022-09-14T11:30:00Z,16.5,19,0.955,85.57,0.1,15,15,511,74,0.33,0.66,18.8,5.7,-6.9
TV2,S4,2022-09-14T11:45:00Z,15.7,18.7,0.972,85.56,0.06,15,15,709,33,0.35,0.8,18.5,5.6,-6.8
TV2,S4,2022-09-14T12:00:00Z,14.6,18.4,0.985,85.55,0.03,15,15,718,31,0.48,0.89,18.4,5.6,-6.8
TV2,S4,2022-09-14T12:15:00Z,18.1,18.3,0.993,85.54,0.02,15,15,700,14,0.63,1.18,18.3,5.5,-6.7
TV2,S4,2022-09-14T12:30:00Z,17.9,18.2,0.99,85.52,0.02,15,15,715,4,0.82,1.42,18.2,5.6,-6.8
TV2,S4,2022-09-14T12:45:00Z,26.4,18.1,0.997,85.5,0.01,15,15,701,11,0.6,1.21,18.2,5.6,-6.8
TV2,S4,2022-09-14T13:00:00Z,30.4,18.4,0.999,85.48,0,15,15,694,54,0.45,0.91,18.5,5.8,-6.5
