Tree,Station,Timestamp,MC1_Port1_Wm2SolarRadiation,MC1_Port3_degreeCAirTemperature,MC1_Port3_RHRelativeHumidity,MC1_Port3_kPaAtmosphericPressure,MC1_Port3_kPaVPD,MC1_Port4_minLeafWetness,MC1_Port4_minLeafWetnesshigh,MC1_Port4_WetnessLevel,MC1_Port2_degreesWindDirection,MC1_Port2_msWindSpeed,MC1_Port2_msGustSpeed,MC1_Port2_degreeCAnemometerTemp,MC1_Port2_degreesXaxisLevel,MC1_Port2_degreesYaxisLevel
ET8,S1,2022-06-03T12:45:00Z,355.8,23.9,0.754,87.86,0.73,0,0,440,311,0.64,2.94,24,6.3,-6.4
ET8,S1,2022-06-03T13:00:00Z,285.8,23.8,0.747,87.84,0.75,0,0,440,250,0.88,3,23.6,6.5,-6.6
ET8,S1,2022-06-03T13:15:00Z,275.6,22.5,0.8,87.83,0.54,0,0,440,247,0.8,3.35,23.1,6.6,-6.7
ET8,S1,2022-06-03T13:30:00Z,528.6,22.4,0.822,87.82,0.48,0,0,441,253,1.1,2.85,22.7,6.7,-7.1
ET8,S1,2022-06-03T13:45:00Z,589.2,23.8,0.765,87.8,0.69,0,0,440,31,0.69,2.37,23.3,6.3,-6.1
ET8,S1,2022-06-03T14:00:00Z,377.2,22.8,0.791,87.8,0.58,6,6,467,313,0.67,3.14,22.8,6.4,-6.4
ET8,S1,2022-06-03T14:15:00Z,107.8,22.2,0.823,87.79,0.47,10,2,459,255,0.4,1.46,22.2,6.3,-6.4
ET8,S1,2022-06-03T14:30:00Z,40.6,20.8,0.885,87.81,0.28,15,15,826,276,0.63,3.5,20.8,6.9,-6.1
ET8,S1,2022-06-03T14:45:00Z,29.3,19.6,0.941,87.82,0.14,15,15,853,280,0.53,3.06,19.8,7.7,-5.8
ET8,S1,2022-06-03T15:00:00Z,38.8,19.1,0.954,87.81,0.1,15,15,892,198,0.57,2.2,19.2,8,-6
ET8,S1,2022-06-03T15:15:00Z,33,18.9,0.96,87.79,0.09,15,15,809,209,0.75,2.37,18.9,8.8,-5.9
