Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel,MC2_Port2_degreesWindDirection,MC2_Port2_msWindSpeed,MC2_Port2_msGustSpeed,MC2_Port2_degreeCAnemometerTemp,MC2_Port2_degreesXaxisLevel,MC2_Port2_degreesYaxisLevel
TV2,S2,2022-08-12T11:00:00Z,238.6,19,0.936,85.73,0.14,15,0,450,82,1.32,4.87,19.1,1.1,1.3
TV2,S2,2022-08-12T11:15:00Z,234.6,19.2,0.928,85.72,0.16,8,0,450,75,1.45,3.39,19.3,1.1,1.3
TV2,S2,2022-08-12T11:30:00Z,246.6,19.3,0.927,85.72,0.16,6,0,450,79,2.73,6.99,19.4,1.1,1.4
TV2,S2,2022-08-12T11:45:00Z,231.6,19.3,0.934,85.71,0.15,9,0,450,73,2.41,6.71,19.4,0.9,1.4
TV2,S2,2022-08-12T12:00:00Z,311.5,19.8,0.928,85.7,0.17,0,0,450,78,2.41,6.34,20,1.1,1.4
TV2,S2,2022-08-12T12:15:00Z,251,19.8,0.924,85.69,0.18,1,0,450,78,2.74,7.03,19.9,1.1,1.3
TV2,S2,2022-08-12T12:30:00Z,214.2,19.5,0.94,85.68,0.14,12,0,450,75,2.13,5.52,19.6,1,1.4
TV2,S2,2022-08-12T12:45:00Z,172.7,19.5,0.93,85.66,0.16,3,0,450,85,1.17,4.52,19.7,1.1,1.4
TV2,S2,2022-08-12T13:00:00Z,148.5,19.4,0.923,85.64,0.17,0,0,450,83,1.29,3.83,19.5,1.1,1.4
TV2,S2,2022-08-12T13:15:00Z,130.4,19.1,0.932,85.62,0.15,8,0,450,109,1.26,4.33,19.2,1,1.4
TV2,S2,2022-08-12T13:30:00Z,128.2,19.1,0.935,85.6,0.14,8,0,450,54,0.7,3.42,19.3,1,1.3
TV2,S2,2022-08-12T13:45:00Z,122.3,19.4,0.925,85.6,0.17,0,0,449,71,0.56,2.38,19.6,1,1.4
TV2,S2,2022-08-12T14:00:00Z,114.6,19.6,0.926,85.61,0.17,0,0,450,90,0.95,3.1,19.6,1,1.3
TV2,S2,2022-08-12T14:15:00Z,96.9,19.2,0.934,85.6,0.15,11,0,450,86,1.8,3.81,19.2,1,1.4
TV2,S2,2022-08-12T14:30:00Z,53.5,18.9,0.956,85.59,0.1,15,0,450,88,1.12,2.9,18.9,1,1.4
TV2,S2,2022-08-12T14:45:00Z,63.9,18.6,0.981,85.6,0.04,15,0,451,69,0.67,2.14,18.7,1,1.4
TV2,S2,2022-08-12T15:00:00Z,88.8,18.8,0.978,85.59,0.05,15,0,450,39,0.58,1.96,18.8,1,1.4
TV2,S2,2022-08-12T15:15:00Z,99.6,19.1,0.959,85.57,0.09,15,0,450,76,0.65,1.73,19.1,1,1.4
TV2,S2,2022-08-12T15:30:00Z,48.5,18.8,0.959,85.57,0.09,15,0,451,90,1.5,3.94,18.7,1,1.4
TV2,S2,2022-08-12T15:45:00Z,38.8,18.3,0.975,85.56,0.05,15,0,451,83,1.81,5.18,18.4,1,1.5
TV2,S2,2022-08-12T16:00:00Z,42.5,18.1,0.993,85.55,0.01,15,0,451,67,1,2.85,18.1,1,1.4
TV2,S2,2022-08-12T16:15:00Z,41.6,18,0.992,85.56,0.02,15,0,452,64,1.31,3.53,18.2,1.1,1.4
TV2,S2,2022-08-12T16:30:00Z,13.2,18,0.993,85.57,0.01,15,4,461,74,0.61,1.79,18.1,1,1.4
TV2,S2,2022-08-12T16:45:00Z,11.9,18,0.995,85.57,0.01,15,15,501,48,0.6,3.2,18,1,1.4
TV2,S2,2022-08-12T17:00:00Z,8.6,17.8,0.99,85.58,0.02,15,15,549,72,1.02,3.5,17.9,1,1.4
TV2,S2,2022-08-12T17:15:00Z,9.7,17.8,0.996,85.58,0.01,15,15,658,35,0.47,1.12,17.7,1,1.4
TV2,S2,2022-08-12T17:30:00Z,8.4,17.7,0.999,85.57,0,15,15,651,44,0.65,1.93,17.6,1,1.4
TV2,S2,2022-08-12T17:45:00Z,4.9,17.4,1,85.56,0,15,15,648,78,0.76,2.54,17.4,1,1.4
TV2,S2,2022-08-12T18:00:00Z,0,17.4,1,85.56,0,15,15,635,67,0.52,1.32,17.6,1,1.4
TV2,S2,2022-08-12T18:15:00Z,0,17.4,0.999,85.58,0,15,15,702,13,0.37,1.12,17.5,1.1,1.4
TV2,S2,2022-08-12T18:30:00Z,0,17.4,1,85.58,0,15,15,686,208,0.3,0.83,17.4,1.1,1.4
TV2,S2,2022-08-12T18:45:00Z,0,17.4,1,85.59,0,15,15,666,179,0.45,1.53,17.4,1,1.4
TV2,S2,2022-08-12T19:00:00Z,0,17.5,1,85.6,0,15,15,661,166,0.67,1.69,17.4,1.1,1.4
TV2,S2,2022-08-12T19:15:00Z,0,17.4,1,85.6,0,15,15,656,172,0.34,0.97,17.4,1.1,1.4
TV2,S2,2022-08-12T19:30:00Z,0,17.4,1,85.6,0,15,15,661,172,0.7,2.06,17.4,1,1.4
TV2,S2,2022-08-12T19:45:00Z,0,17.3,1.001,85.59,0,15,15,650,168,0.38,1.54,17.4,1,1.4
TV2,S2,2022-08-12T20:00:00Z,0,17.3,0.999,85.59,0,15,15,654,160,0.45,1.44,17.3,1.1,1.4
TV2,S2,2022-08-12T20:15:00Z,0,17.2,1.001,85.61,0,15,15,653,182,0.37,0.72,17.3,1.1,1.4
TV2,S2,2022-08-12T20:30:00Z,0,17.2,0.988,85.61,0.02,15,15,636,186,0.38,0.97,17.4,1,1.4
