Tree,Station,Timestamp,MC3_Port2_Wm2SolarRadiation,MC3_Port5_degreeCAirTemperature,MC3_Port5_RHRelativeHumidity,MC3_Port5_kPaAtmosphericPressure,MC3_Port5_kPaVPD,MC3_Port6_minLeafWetness,MC3_Port6_minLeafWetnesshigh,MC3_Port6_WetnessLevel,MC2_Port2_degreesWindDirection,MC2_Port2_msWindSpeed,MC2_Port2_msGustSpeed,MC2_Port2_degreeCAnemometerTemp,MC2_Port2_degreesXaxisLevel,MC2_Port2_degreesYaxisLevel
ET8,S4,2022-06-03T13:00:00Z,NA,23.7,0.781,87.74,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET8,S4,2022-06-03T13:15:00Z,NA,22.9,0.807,87.73,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET8,S4,2022-06-03T13:30:00Z,939.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ET8,S4,2022-06-03T13:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,28,0.42,2.18,22.9,0.5,3
ET8,S4,2022-06-03T14:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,33,0.34,1.75,22.5,0.4,2.9
ET8,S4,2022-06-03T14:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,31,0.17,0.87,22.3,0.4,2.9
ET8,S4,2022-06-03T14:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,6,0.31,1.4,21.1,0.3,3
ET8,S4,2022-06-03T14:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,25,0.21,1.02,20.4,0.2,3
ET8,S4,2022-06-03T15:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,55,0.27,1.81,19.7,0,3.1
ET8,S4,2022-06-03T15:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,11,0.25,0.66,19.2,0.1,3
ET8,S4,2022-06-03T15:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,317,0.14,0.46,18.9,-0.1,3.1
ET8,S4,2022-06-03T15:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,264,0.16,0.59,18.5,-0.3,3.2
ET8,S4,2022-06-03T16:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,271,0.14,0.37,18.3,-0.2,3.2
ET8,S4,2022-06-03T16:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,210,0.1,0.46,18.3,-0.4,3.3
ET8,S4,2022-06-03T16:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,59,0.3,1.22,18.2,-0.4,3.4
ET8,S4,2022-06-03T16:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,24,0.16,0.49,18,-0.3,3.3
ET8,S4,2022-06-03T17:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,232,0.14,0.55,17.9,-0.2,3.2
ET8,S4,2022-06-03T17:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,168,0.18,0.87,17.9,-0.2,3.2
ET8,S4,2022-06-03T17:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,128,0.27,0.8,17.9,-0.3,3.3
ET8,S4,2022-06-03T17:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,138,0.18,0.72,17.8,-0.3,3.3
ET8,S4,2022-06-03T18:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,163,0.14,0.55,17.8,-0.3,3.1
ET8,S4,2022-06-03T18:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,123,0.17,0.49,17.7,-0.3,3.2
ET8,S4,2022-06-03T18:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,125,0.21,0.74,17.7,-0.2,3.2
ET8,S4,2022-06-03T18:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,135,0.26,0.69,17.6,-0.2,3.2
ET8,S4,2022-06-03T19:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,129,0.32,0.85,17.7,-0.2,3.2
ET8,S4,2022-06-03T19:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,126,0.34,0.79,17.8,-0.2,3.2
ET8,S4,2022-06-03T19:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,134,0.31,1.15,17.8,-0.2,3.2
ET8,S4,2022-06-03T19:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,120,0.32,0.77,17.7,-0.2,3.2
ET8,S4,2022-06-03T20:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,117,0.18,0.72,17.7,-0.2,3.2
ET8,S4,2022-06-03T20:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,123,0.24,0.74,17.8,-0.2,3.2
ET8,S4,2022-06-03T20:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,116,0.11,0.43,17.7,-0.1,3.1
ET8,S4,2022-06-03T20:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,109,0.26,0.56,17.9,-0.1,3.2
ET8,S4,2022-06-03T21:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,125,0.36,0.89,18,-0.2,3.2
ET8,S4,2022-06-03T21:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,106,0.22,0.69,17.8,-0.2,3.2
ET8,S4,2022-06-03T21:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,107,0.33,0.89,17.9,-0.2,3.2
ET8,S4,2022-06-03T21:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,127,0.33,0.76,17.9,-0.2,3.2
ET8,S4,2022-06-03T22:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,106,0.12,0.5,17.6,-0.2,3.1
ET8,S4,2022-06-03T22:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,106,0.21,0.62,17.7,-0.2,3.2
ET8,S4,2022-06-03T22:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,149,0.15,0.71,17.5,-0.1,3.1
ET8,S4,2022-06-03T22:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,117,0.33,1.23,17.5,-0.1,3.2
ET8,S4,2022-06-03T23:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,129,0.28,0.65,17.5,-0.2,3.1
ET8,S4,2022-06-03T23:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,123,0.35,1,17.6,-0.1,3.2
ET8,S4,2022-06-03T23:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,133,0.24,0.81,17.4,-0.2,3.2
ET8,S4,2022-06-03T23:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,145,0.27,0.91,17.4,-0.1,3.2
ET8,S4,2022-06-04T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,129,0.33,0.74,17.5,-0.2,3.1
ET8,S4,2022-06-04T00:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,137,0.29,1.07,17.5,-0.1,3.1
ET8,S4,2022-06-04T00:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,143,0.38,1.18,17.6,-0.1,3.2
ET8,S4,2022-06-04T00:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,144,0.45,1.25,17.5,0,3.1
ET8,S4,2022-06-04T01:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,126,0.26,0.8,17.1,-0.1,3.1
ET8,S4,2022-06-04T01:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,145,0.53,1.32,17.3,-0.1,3.1
ET8,S4,2022-06-04T01:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,144,0.41,1.36,17.4,0,3.1
ET8,S4,2022-06-04T01:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,149,0.25,0.98,17.1,-0.1,3.1
ET8,S4,2022-06-04T02:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,141,0.33,0.89,17.2,-0.1,3.1
ET8,S4,2022-06-04T02:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,147,0.26,0.71,17.1,-0.1,3.1
ET8,S4,2022-06-04T02:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,163,0.28,0.89,17.2,0,3.1
ET8,S4,2022-06-04T02:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,160,0.36,1.03,17.1,0,3.1
ET8,S4,2022-06-04T03:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,142,0.42,1.07,16.9,0,3.1
ET8,S4,2022-06-04T03:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,133,0.27,0.88,16.8,-0.1,3.1
ET8,S4,2022-06-04T03:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,161,0.37,1.03,17,0,3.1
ET8,S4,2022-06-04T03:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,156,0.31,0.82,17.1,0.1,3.1
ET8,S4,2022-06-04T04:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,153,0.36,1.33,17.1,0,3
ET8,S4,2022-06-04T04:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,153,0.5,1.29,17.5,0.1,3
ET8,S4,2022-06-04T04:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,149,0.29,1.07,17.1,0,3.1
ET8,S4,2022-06-04T04:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,142,0.38,1.1,17.3,0,3.1
ET8,S4,2022-06-04T05:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,154,0.31,1.13,17.3,0,3.1
ET8,S4,2022-06-04T05:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,146,0.54,1.54,17.7,0,3.1
ET8,S4,2022-06-04T05:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,134,0.28,0.93,17.3,0,3
ET8,S4,2022-06-04T05:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,179,0.39,1.03,17.7,0.2,2.9
ET8,S4,2022-06-04T06:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,167,0.39,1.28,17.7,0.1,3
ET8,S4,2022-06-04T06:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,121,0.27,1.12,17.8,0,3
ET8,S4,2022-06-04T06:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,41,0.29,1.39,18.2,0,3
ET8,S4,2022-06-04T06:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,87,0.24,0.76,17.9,0,3
ET8,S4,2022-06-04T07:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,47,0.24,0.99,17.9,0,3
ET8,S4,2022-06-04T07:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,61,0.2,0.93,17.9,0,3
ET8,S4,2022-06-04T07:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,61,0.22,0.67,18.1,0,3
ET8,S4,2022-06-04T07:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,49,0.34,1,18.6,0,3
ET8,S4,2022-06-04T08:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,55,0.39,1.16,19,0,3.1
ET8,S4,2022-06-04T08:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,46,0.4,1.28,19.3,0,3
ET8,S4,2022-06-04T08:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,22,0.55,1.51,20,0.1,3
ET8,S4,2022-06-04T08:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,27,0.57,2.07,20.6,0.2,3
ET8,S4,2022-06-04T09:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,14,0.5,1.99,21.1,0.2,3
ET8,S4,2022-06-04T09:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,28,0.34,1.83,21.7,0.2,3
ET8,S4,2022-06-04T09:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,9,0.36,1.28,21.9,0.3,3
ET8,S4,2022-06-04T09:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,47,0.34,1.07,22.1,0.3,3
ET8,S4,2022-06-04T10:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,82,0.41,1.91,21.9,0.3,3
ET8,S4,2022-06-04T10:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,93,0.71,1.97,21.8,0.2,3
ET8,S4,2022-06-04T10:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,116,0.79,2.1,21.7,0.3,3.1
ET8,S4,2022-06-04T10:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,108,0.54,1.35,21.9,0.3,2.9
ET8,S4,2022-06-04T11:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,115,0.39,2.65,22.1,0.3,3
ET8,S4,2022-06-04T11:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,74,0.3,1.03,22.6,0.3,2.9
ET8,S4,2022-06-04T11:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,38,0.32,1.06,22.7,0.4,2.9
ET8,S4,2022-06-04T11:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,130,0.44,1.73,22.5,0.4,3
ET8,S4,2022-06-04T12:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,76,0.44,2.25,22.7,0.3,2.9
ET8,S4,2022-06-04T12:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,21,0.3,1.27,23,0.4,2.9
ET8,S4,2022-06-04T12:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,92,0.27,1.24,23.1,0.4,2.9
ET8,S4,2022-06-04T12:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,23,0.24,1.65,23.3,0.4,2.8
ET8,S4,2022-06-04T13:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,350,0.21,0.81,23.4,0.4,2.8
ET8,S4,2022-06-04T13:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,24,0.27,1.41,23.5,0.4,2.9
ET8,S4,2022-06-04T13:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,112,0.4,1.07,23.4,0.4,2.9
ET8,S4,2022-06-04T13:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,94,0.37,1.82,23.2,0.4,2.9
ET8,S4,2022-06-04T14:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,108,0.47,1.4,23,0.4,2.9
ET8,S4,2022-06-04T14:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,126,0.6,2.13,23,0.5,3
ET8,S4,2022-06-04T14:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,115,0.6,2.33,22.6,0.4,2.9
ET8,S4,2022-06-04T14:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,91,0.28,1.01,22.7,0.3,2.9
ET8,S4,2022-06-04T15:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,47,0.25,0.75,22.5,0.4,2.9
ET8,S4,2022-06-04T15:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,344,0.19,1.01,21.8,0.4,2.8
ET8,S4,2022-06-04T15:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,344,0.13,0.38,21.6,0.3,2.8
ET8,S4,2022-06-04T15:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,31,0.21,0.96,21.8,0.3,2.9
ET8,S4,2022-06-04T16:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,64,0.2,0.84,21.7,0.3,2.9
ET8,S4,2022-06-04T16:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,80,0.17,0.59,21.6,0.3,2.9
ET8,S4,2022-06-04T16:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,337,0.14,0.36,21.4,0.3,2.9
ET8,S4,2022-06-04T16:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,61,0.15,0.44,21.4,0.4,2.9
ET8,S4,2022-06-04T17:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,66,0.24,0.87,21.3,0.3,2.9
ET8,S4,2022-06-04T17:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,28,0.11,0.33,21.3,0.3,2.8
ET8,S4,2022-06-04T17:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,65,0.15,0.57,21.1,0.3,2.9
ET8,S4,2022-06-04T17:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,51,0.09,0.43,20.9,0.2,2.9
ET8,S4,2022-06-04T18:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,116,0.2,0.47,20.5,0.3,2.8
ET8,S4,2022-06-04T18:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,46,0.15,0.4,20.4,0.3,2.9
ET8,S4,2022-06-04T18:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,64,0.09,0.13,20.3,0.2,2.9
ET8,S4,2022-06-04T18:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,114,0.18,0.61,19.9,0.1,3
ET8,S4,2022-06-04T19:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,58,0.2,0.88,19.6,-0.1,3.1
ET8,S4,2022-06-04T19:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,34,0.09,0.34,19,-0.2,3.1
ET8,S4,2022-06-04T19:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,120,0.1,0.5,18.9,-0.3,3.2
ET8,S4,2022-06-04T19:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,130,0.14,0.39,18.8,-0.4,3.4
ET8,S4,2022-06-04T20:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,282,0.08,0.29,18.7,-0.4,3.3
ET8,S4,2022-06-04T20:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,27,0.1,0.33,18.6,-0.4,3.3
ET8,S4,2022-06-04T20:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,105,0.26,0.63,18.7,-0.3,3.3
ET8,S4,2022-06-04T20:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,71,0.2,0.73,18.6,-0.4,3.2
ET8,S4,2022-06-04T21:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,51,0.19,0.68,18.5,-0.3,3.2
ET8,S4,2022-06-04T21:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,45,0.23,0.9,18.5,-0.4,3.3
ET8,S4,2022-06-04T21:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,29,0.18,0.6,18.5,-0.4,3.3
ET8,S4,2022-06-04T21:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,87,0.16,0.51,18.4,-0.3,3.3
ET8,S4,2022-06-04T22:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,88,0.12,0.34,18.4,-0.3,3.3
ET8,S4,2022-06-04T22:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,97,0.1,0.16,18.4,-0.3,3.3
ET8,S4,2022-06-04T22:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,81,0.09,0.27,18.4,-0.4,3.3
ET8,S4,2022-06-04T22:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,140,0.16,0.75,18.4,-0.3,3.3
ET8,S4,2022-06-04T23:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,121,0.24,1.12,18.5,-0.3,3.3
ET8,S4,2022-06-04T23:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,85,0.05,0.24,18.3,-0.3,3.3
ET8,S4,2022-06-04T23:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,95,0.11,0.61,18.4,-0.3,3.2
ET8,S4,2022-06-04T23:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,25,0.2,0.89,18.5,-0.3,3.3
ET8,S4,2022-06-05T00:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,111,0.11,0.53,18.3,-0.3,3.3
ET8,S4,2022-06-05T00:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,103,0.08,0.35,18.3,-0.3,3.3
ET8,S4,2022-06-05T00:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,88,0.11,0.39,18.3,-0.3,3.2
ET8,S4,2022-06-05T00:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,124,0.09,0.4,18.3,-0.3,3.2
ET8,S4,2022-06-05T01:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,123,0.15,0.55,18.3,-0.3,3.2
ET8,S4,2022-06-05T01:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,47,0.23,0.89,18.2,-0.3,3.2
ET8,S4,2022-06-05T01:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,94,0.08,0.4,18.2,-0.3,3.2
ET8,S4,2022-06-05T01:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,81,0.09,0.34,18.2,-0.2,3.2
ET8,S4,2022-06-05T02:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,120,0.08,0.33,18.2,-0.2,3.2
ET8,S4,2022-06-05T02:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,146,0.43,1.09,18.3,-0.2,3.2
ET8,S4,2022-06-05T02:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,135,0.48,1.29,18.4,-0.2,3.3
ET8,S4,2022-06-05T02:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,69,0.21,0.52,18.2,-0.2,3.2
ET8,S4,2022-06-05T03:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,124,0.26,0.68,18.1,-0.6,3.6
ET8,S4,2022-06-05T03:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,115,0.13,0.6,18.1,-0.2,3.2
ET8,S4,2022-06-05T03:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,99,0.1,0.51,18.2,-0.2,3.2
ET8,S4,2022-06-05T03:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,166,0.12,0.37,18.2,-0.2,3.2
ET8,S4,2022-06-05T04:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,173,0.33,0.99,18.5,0,3.1
ET8,S4,2022-06-05T04:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,161,0.21,1,18.3,-0.2,3.1
ET8,S4,2022-06-05T04:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,130,0.38,1.49,18.1,-0.2,3.2
ET8,S4,2022-06-05T04:45:00Z,0,NA,NA,NA,NA,NA,NA,NA,164,0.18,0.79,18.1,-0.1,3.1
ET8,S4,2022-06-05T05:00:00Z,0,NA,NA,NA,NA,NA,NA,NA,144,0.12,0.39,18.2,-0.1,3.1
ET8,S4,2022-06-05T05:15:00Z,0,NA,NA,NA,NA,NA,NA,NA,171,0.2,0.78,18.3,-0.1,3.1
ET8,S4,2022-06-05T05:30:00Z,0,NA,NA,NA,NA,NA,NA,NA,180,0.17,0.4,18.2,0,3.1
