Tree,Station,Timestamp,MC3_Port1_Wm2SolarRadiation,MC3_Port3_degreeCAirTemperature,MC3_Port3_RHRelativeHumidity,MC3_Port3_kPaAtmosphericPressure,MC3_Port3_kPaVPD,MC3_Port4_minLeafWetness,MC3_Port4_minLeafWetnesshigh,MC3_Port4_WetnessLevel,MC1_Port2_degreesWindDirection,MC1_Port2_msWindSpeed,MC1_Port2_msGustSpeed,MC1_Port2_degreeCAnemometerTemp,MC1_Port2_degreesXaxisLevel,MC1_Port2_degreesYaxisLevel
FB6,S4,2022-09-20T09:30:00Z,100.3,17.3,0.854,86.12,0,15,15,524,152,0.5,0.92,17.6,-2.3,-16.6
FB6,S4,2022-09-20T09:45:00Z,82.2,17.5,0.856,86.12,0,15,15,522,150,0.59,1.18,17.8,-2.3,-16.6
FB6,S4,2022-09-20T10:00:00Z,102.5,18,0.861,86.12,0,15,15,519,149,0.56,1.36,18.2,-2.2,-16.6
FB6,S4,2022-09-20T10:15:00Z,70.3,18.3,0.875,86.13,0,15,15,517,146,0.56,1.25,18.4,-2.2,-16.6
FB6,S4,2022-09-20T10:30:00Z,83.1,18.2,0.893,86.12,0,15,15,515,154,0.61,1.09,18.4,-2.2,-16.7
FB6,S4,2022-09-20T10:45:00Z,135.1,18.5,0.882,86.09,0,15,15,512,161,0.59,1.14,18.6,-2.2,-16.6
FB6,S4,2022-09-20T11:00:00Z,125.8,18.7,0.872,86.07,0,15,15,509,155,0.61,1.58,18.8,-2.1,-16.7
FB6,S4,2022-09-20T11:15:00Z,111.3,19,0.868,86.06,0,15,15,507,141,0.59,1.38,19.1,-2.2,-16.6
FB6,S4,2022-09-20T11:30:00Z,98.9,19.1,0.879,86.03,0.02,15,15,513,153,0.57,1.21,18.9,-2.2,-16.6
FB6,S4,2022-09-20T11:45:00Z,101.8,19,0.912,86.01,0.03,15,15,530,150,0.63,1.72,18.8,-2.2,-16.6
FB6,S4,2022-09-20T12:00:00Z,75.6,18.9,0.937,86.01,0.02,15,15,521,153,0.61,1.78,18.7,-2.2,-16.6
FB6,S4,2022-09-20T12:15:00Z,71.2,18.8,0.944,86,0.02,15,15,568,160,0.59,1.13,18.6,-2.2,-16.6
FB6,S4,2022-09-20T12:30:00Z,63.7,18.7,0.956,85.99,0.01,15,15,556,153,0.63,1.23,18.5,-2.2,-16.6
