Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel,MC1_Port5_degreesWindDirection,MC1_Port5_msWindSpeed,MC1_Port5_msGustSpeed,MC1_Port5_degreeCAnemometerTemp,MC1_Port5_degreesXaxisLevel,MC1_Port5_degreesYaxisLevel
ET1,S1,2022-06-02T14:45:00Z,183.3,21,0.812,87.88,0.47,0,0,443,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T15:00:00Z,165,20.5,0.824,87.89,0.42,0,0,442,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T15:15:00Z,192.3,20.6,0.82,87.88,0.44,0,0,442,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T15:30:00Z,170.7,20.5,0.835,87.88,0.4,0,0,442,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T15:45:00Z,89.4,20.2,0.837,87.89,0.39,0,0,442,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T16:00:00Z,47.2,19.8,0.858,87.89,0.33,10,9,564,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T16:15:00Z,35.7,19,0.892,87.91,0.24,15,15,515,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T16:30:00Z,35.2,18.9,0.899,87.9,0.22,15,15,630,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T16:45:00Z,21.6,18.7,0.892,87.9,0.23,15,15,752,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T17:00:00Z,14.5,18.7,0.896,87.89,0.23,15,15,708,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T17:15:00Z,13.7,18.8,0.889,87.89,0.24,15,15,737,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T17:30:00Z,11,19.1,0.862,87.89,0.31,15,15,733,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T17:45:00Z,6.6,19,0.865,87.9,0.3,15,15,744,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T18:00:00Z,1.1,18.6,0.896,87.91,0.22,15,15,721,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T18:15:00Z,0,18.5,0.9,87.92,0.21,15,15,695,NA,NA,NA,NA,NA,NA
ET1,S1,2022-06-02T18:30:00Z,0,18.3,0.916,87.95,0.18,15,15,690,NA,NA,NA,NA,NA,NA
