Tree,Station,Timestamp,MC1_Port2_Wm2SolarRadiation,MC1_Port5_degreeCAirTemperature,MC1_Port5_RHRelativeHumidity,MC1_Port5_kPaAtmosphericPressure,MC1_Port5_kPaVPD,MC1_Port6_minLeafWetness,MC1_Port6_minLeafWetnesshigh,MC1_Port6_WetnessLevel,MC2_Port2_degreesWindDirection,MC2_Port2_msWindSpeed,MC2_Port2_msGustSpeed,MC2_Port2_degreeCAnemometerTemp,MC2_Port2_degreesXaxisLevel,MC2_Port2_degreesYaxisLevel
ET6,S4,2022-06-01T17:00:00Z,0,17.8,0.962,87.4,0.08,15,15,659,63,0.47,1.83,18,-1.4,6.7
ET6,S4,2022-06-01T17:15:00Z,0,17.8,0.969,87.42,0.06,15,15,701,75,0.54,2.04,18,-1.4,6.7
ET6,S4,2022-06-01T17:30:00Z,0,17.8,0.96,87.42,0.08,15,15,627,79,0.48,1.66,17.9,-1.4,6.7
ET6,S4,2022-06-01T17:45:00Z,0,17.6,0.957,87.42,0.09,15,15,631,78,0.39,1.51,17.7,-1.4,6.8
ET6,S4,2022-06-01T18:00:00Z,0,17.5,0.944,87.42,0.11,15,15,662,83,0.54,2.33,17.7,-1.4,6.8
ET6,S4,2022-06-01T18:15:00Z,0,17.6,0.934,87.43,0.13,15,15,618,97,0.61,2.18,17.7,-1.3,6.8
ET6,S4,2022-06-01T18:30:00Z,0,17.6,0.93,87.45,0.14,15,15,611,111,0.59,2.5,17.7,-1.3,6.8
ET6,S4,2022-06-01T18:45:00Z,0,17.6,0.924,87.45,0.15,15,15,587,142,0.57,2.19,17.8,-1.4,6.8
ET6,S4,2022-06-01T19:00:00Z,0,18,0.907,87.46,0.19,15,15,570,127,0.5,1.72,18,-1.4,6.8
ET6,S4,2022-06-01T19:15:00Z,0,17.8,0.924,87.48,0.15,15,15,564,198,1.35,3.96,18.2,-1.3,6.8
ET6,S4,2022-06-01T19:30:00Z,0,18,0.93,87.49,0.15,15,15,536,192,1.16,3.25,18.4,-1.2,6.8
ET6,S4,2022-06-01T19:45:00Z,0,18.2,0.919,87.51,0.17,15,15,518,95,0.51,1.95,18.4,-1.3,6.8
ET6,S4,2022-06-01T20:00:00Z,0,18.2,0.916,87.53,0.17,15,15,520,121,0.51,1.6,18.4,-1.4,6.8
ET6,S4,2022-06-01T20:15:00Z,0,18.2,0.92,87.55,0.17,15,15,542,112,0.55,2.02,18.3,-1.4,6.8
ET6,S4,2022-06-01T20:30:00Z,0,18,0.921,87.56,0.16,15,15,562,128,0.56,1.9,18.2,-1.4,6.8
ET6,S4,2022-06-01T20:45:00Z,0,18,0.913,87.57,0.18,15,15,539,147,0.57,1.8,18.2,-1.3,6.8
ET6,S4,2022-06-01T21:00:00Z,0,18,0.915,87.58,0.18,15,15,537,127,0.48,2.19,18.2,-1.3,6.8
ET6,S4,2022-06-01T21:15:00Z,0,18.2,0.927,87.59,0.15,15,15,541,103,0.48,1.98,18.4,-1.4,6.9
ET6,S4,2022-06-01T21:30:00Z,0,18.1,0.937,87.6,0.13,15,15,543,164,0.69,2.66,18.2,-1.3,6.9
ET6,S4,2022-06-01T21:45:00Z,0,18,0.947,87.61,0.11,15,15,524,161,0.67,3.34,18.2,-1.3,6.8
ET6,S4,2022-06-01T22:00:00Z,0,17.9,0.956,87.61,0.09,15,15,542,156,0.65,2.23,18.1,-1.4,6.9
ET6,S4,2022-06-01T22:15:00Z,0,18,0.953,87.6,0.1,15,15,538,147,0.56,2.22,18.2,-1.4,6.9
ET6,S4,2022-06-01T22:30:00Z,0,18,0.948,87.6,0.11,15,15,535,162,0.68,2.93,18.2,-1.3,6.9
ET6,S4,2022-06-01T22:45:00Z,0,18.1,0.941,87.59,0.12,15,15,527,126,0.57,1.77,18.3,-1.3,6.9
ET6,S4,2022-06-01T23:00:00Z,0,18.1,0.943,87.57,0.12,15,15,504,139,0.58,2.33,18.2,-1.3,6.9
ET6,S4,2022-06-01T23:15:00Z,0,18,0.939,87.56,0.13,15,15,492,168,0.82,3.58,18.2,-1.3,7
ET6,S4,2022-06-01T23:30:00Z,0,17.9,0.949,87.54,0.1,15,15,487,179,1.03,3.82,18,-1.3,6.9
ET6,S4,2022-06-01T23:45:00Z,0,17.9,0.942,87.52,0.12,15,15,480,191,1.31,3.68,18.1,-1.3,6.9
ET6,S4,2022-06-02T00:00:00Z,0,17.8,0.946,87.51,0.11,15,15,475,191,1.23,4.41,18,-1.3,6.9
ET6,S4,2022-06-02T00:15:00Z,0,17.6,0.955,87.47,0.09,15,15,470,195,1.74,4.86,17.8,-1.1,6.9
ET6,S4,2022-06-02T00:30:00Z,0,17.6,0.92,87.45,0.16,15,13,459,190,1.62,4.42,17.9,-1.2,6.9
ET6,S4,2022-06-02T00:45:00Z,0,17.6,0.91,87.43,0.18,15,0,450,181,1.23,4.39,17.9,-1.3,7.1
ET6,S4,2022-06-02T01:00:00Z,0,17.8,0.908,87.42,0.19,0,0,446,185,1.3,3.7,18,-1.3,7
ET6,S4,2022-06-02T01:15:00Z,0,17.9,0.905,87.4,0.19,0,0,444,183,1.27,3.75,18.1,-1.3,7
ET6,S4,2022-06-02T01:30:00Z,0,18.2,0.894,87.39,0.22,0,0,444,184,1.4,4.33,18.4,-1.2,7
ET6,S4,2022-06-02T01:45:00Z,0,18.1,0.889,87.38,0.23,0,0,445,188,1.43,4.56,18.3,-1.3,7
ET6,S4,2022-06-02T02:00:00Z,0,18.1,0.892,87.38,0.22,0,0,445,192,1.77,6.2,18.3,-1.2,7
ET6,S4,2022-06-02T02:15:00Z,0,18.1,0.916,87.38,0.17,0,0,444,185,1.37,4.79,18.3,-1.3,7
ET6,S4,2022-06-02T02:30:00Z,0,18.2,0.919,87.37,0.17,0,0,444,176,1.26,4.22,18.3,-1.2,7
ET6,S4,2022-06-02T02:45:00Z,0,17.9,0.94,87.37,0.12,0,0,445,192,1.63,5.34,18,-1.3,7
ET6,S4,2022-06-02T03:00:00Z,0,17.8,0.946,87.38,0.11,0,0,444,179,1.1,4.17,18.1,-1.3,7.1
ET6,S4,2022-06-02T03:15:00Z,0,18,0.932,87.37,0.14,0,0,444,170,0.83,4.06,18.2,-1.4,6.9
ET6,S4,2022-06-02T03:30:00Z,0,17.9,0.95,87.36,0.1,0,0,445,110,0.74,2.53,18,-1.4,6.9
ET6,S4,2022-06-02T03:45:00Z,0,17.8,0.944,87.37,0.11,0,0,445,87,0.79,2.81,18,-1.3,7
ET6,S4,2022-06-02T04:00:00Z,0,17.8,0.933,87.39,0.14,0,0,444,70,0.87,2.98,18,-1.4,7
ET6,S4,2022-06-02T04:15:00Z,0,17.7,0.94,87.39,0.12,0,0,445,71,0.76,2.13,17.8,-1.4,6.9
ET6,S4,2022-06-02T04:30:00Z,0,17.5,0.947,87.4,0.11,0,0,445,54,0.52,2.28,17.7,-1.4,6.9
ET6,S4,2022-06-02T04:45:00Z,0,17.4,0.953,87.41,0.09,0,0,445,54,0.49,1.85,17.6,-1.4,6.9
ET6,S4,2022-06-02T05:00:00Z,0,17.3,0.964,87.44,0.07,0,0,445,43,0.67,2.5,17.4,-1.4,6.9
ET6,S4,2022-06-02T05:15:00Z,0,17.2,0.957,87.45,0.08,0,0,445,57,1.12,4.37,17.4,-1.4,6.9
ET6,S4,2022-06-02T05:30:00Z,0,17.2,0.962,87.46,0.08,0,0,445,56,0.96,2.87,17.4,-1.4,6.9
ET6,S4,2022-06-02T05:45:00Z,10.4,17.2,0.967,87.47,0.07,0,0,445,55,0.73,2.8,17.4,-1.4,6.9
ET6,S4,2022-06-02T06:00:00Z,17.9,17.6,0.96,87.49,0.08,0,0,445,48,0.72,1.79,17.7,-1.4,6.9
ET6,S4,2022-06-02T06:15:00Z,20,17.8,0.959,87.51,0.08,0,0,445,60,0.74,2.49,17.9,-1.4,7
ET6,S4,2022-06-02T06:30:00Z,22,17.9,0.968,87.52,0.07,0,0,447,50,0.55,1.58,17.9,-1.4,6.9
ET6,S4,2022-06-02T06:45:00Z,27.8,18.1,0.96,87.53,0.08,0,0,445,54,0.8,2.76,18.1,-1.4,6.9
ET6,S4,2022-06-02T07:00:00Z,26.4,18.1,0.961,87.55,0.08,0,0,445,34,0.8,1.59,18.2,-1.5,6.9
ET6,S4,2022-06-02T07:15:00Z,16.3,18,0.968,87.57,0.07,0,0,445,23,0.54,1.42,18.1,-1.4,6.9
ET6,S4,2022-06-02T07:30:00Z,62.6,18.4,0.961,87.58,0.08,0,0,444,44,0.86,2.23,18.6,-1.5,6.8
ET6,S4,2022-06-02T07:45:00Z,98.3,19.2,0.928,87.59,0.16,0,0,444,35,0.71,2.07,19.2,-1.5,6.8
ET6,S4,2022-06-02T08:00:00Z,109.7,19.9,0.9,87.58,0.23,0,0,444,17,0.92,2.02,19.8,-1.5,6.9
ET6,S4,2022-06-02T08:15:00Z,52.9,19.8,0.896,87.6,0.24,0,0,444,26,1.1,3.01,19.6,-1.5,6.8
ET6,S4,2022-06-02T08:30:00Z,64.5,19.5,0.896,87.61,0.24,0,0,444,43,0.71,2.48,19.7,-1.5,6.8
ET6,S4,2022-06-02T08:45:00Z,96.7,20.2,0.88,87.61,0.28,0,0,443,24,0.97,2.14,20.2,-1.6,6.8
ET6,S4,2022-06-02T09:00:00Z,88.6,20.4,0.869,87.61,0.31,0,0,444,19,0.96,2.58,20.4,-1.6,6.8
ET6,S4,2022-06-02T09:15:00Z,99.2,20.8,0.851,87.62,0.37,0,0,443,20,1.07,2.2,20.7,-1.6,6.8
ET6,S4,2022-06-02T09:30:00Z,119.2,21.4,0.83,87.62,0.43,0,0,443,24,1.43,2.62,21.3,-1.6,6.9
ET6,S4,2022-06-02T09:45:00Z,96.9,21.2,0.847,87.62,0.39,0,0,443,17,1.1,2.88,21.2,-1.6,6.9
ET6,S4,2022-06-02T10:00:00Z,104.4,21.1,0.852,87.62,0.37,0,0,443,20,0.88,2.47,21.1,-1.6,6.8
ET6,S4,2022-06-02T10:15:00Z,94.5,21,0.852,87.62,0.37,0,0,443,24,0.89,1.98,21,-1.6,6.8
ET6,S4,2022-06-02T10:30:00Z,89.4,20.9,0.84,87.62,0.4,0,0,443,10,0.83,1.85,21,-1.5,6.8
ET6,S4,2022-06-02T10:45:00Z,87.7,20.8,0.844,87.61,0.38,0,0,443,12,0.81,2.16,20.9,-1.5,6.9
ET6,S4,2022-06-02T11:00:00Z,73.1,20.7,0.839,87.61,0.39,0,0,443,25,0.8,2.13,20.8,-1.6,6.9
ET6,S4,2022-06-02T11:15:00Z,55.3,20.6,0.841,87.6,0.39,0,0,444,26,0.88,2.14,20.5,-1.6,6.9
ET6,S4,2022-06-02T11:30:00Z,65.9,20.4,0.843,87.59,0.38,0,0,443,23,0.82,1.59,20.4,-1.5,6.9
ET6,S4,2022-06-02T11:45:00Z,80,20.4,0.859,87.59,0.34,0,0,443,23,0.94,2.35,20.4,-1.5,6.9
ET6,S4,2022-06-02T12:00:00Z,73.4,20.4,0.865,87.58,0.32,0,0,443,26,0.69,1.6,20.4,-1.5,6.9
ET6,S4,2022-06-02T12:15:00Z,65.7,20.1,0.864,87.57,0.32,0,0,443,24,0.78,2.33,20.2,-1.5,6.9
ET6,S4,2022-06-02T12:30:00Z,61,20.1,0.861,87.56,0.33,0,0,443,21,0.72,1.66,20.1,-1.5,6.9
ET6,S4,2022-06-02T12:45:00Z,64.5,20,0.857,87.55,0.34,0,0,443,14,0.52,1.16,20.1,-1.5,6.9
ET6,S4,2022-06-02T13:00:00Z,62.4,19.9,0.861,87.54,0.32,0,0,443,17,0.76,1.94,20,-1.5,6.9
ET6,S4,2022-06-02T13:15:00Z,56.6,19.7,0.876,87.52,0.28,0,0,444,12,0.55,1.67,19.9,-1.5,6.9
ET6,S4,2022-06-02T13:30:00Z,54.2,19.6,0.879,87.51,0.28,0,0,444,12,0.54,2.18,19.8,-1.5,6.9
ET6,S4,2022-06-02T13:45:00Z,64.5,19.7,0.884,87.5,0.27,0,0,444,20,0.73,1.82,19.8,-1.5,6.8
ET6,S4,2022-06-02T14:00:00Z,75.4,19.8,0.877,87.49,0.28,0,0,444,21,1.02,2.21,19.8,-1.6,6.9
ET6,S4,2022-06-02T14:15:00Z,73.2,20,0.872,87.48,0.3,0,0,443,16,0.74,1.78,20.1,-1.6,6.9
ET6,S4,2022-06-02T14:30:00Z,71.2,20.1,0.866,87.46,0.32,0,0,444,24,0.76,1.77,20.1,-1.5,6.9
ET6,S4,2022-06-02T14:45:00Z,51.3,20.1,0.872,87.45,0.3,0,0,443,16,0.72,1.68,20.1,-1.5,6.8
ET6,S4,2022-06-02T15:00:00Z,46.3,19.9,0.878,87.46,0.28,0,0,444,8,0.54,1.93,20,-1.5,6.9
ET6,S4,2022-06-02T15:15:00Z,52.6,19.9,0.876,87.44,0.29,0,0,444,20,0.61,2.13,20,-1.6,6.9
ET6,S4,2022-06-02T15:30:00Z,46.1,19.8,0.883,87.44,0.27,0,0,444,20,0.62,1.63,20,-1.5,6.9
ET6,S4,2022-06-02T15:45:00Z,24.5,19.8,0.881,87.45,0.27,0,0,444,6,0.51,1.85,19.8,-1.5,6.9
ET6,S4,2022-06-02T16:00:00Z,12.3,19.3,0.901,87.45,0.22,7,6,468,34,0.59,2.48,19.4,-1.6,6.9
ET6,S4,2022-06-02T16:15:00Z,9.9,18.7,0.93,87.47,0.15,15,15,464,30,0.5,1.23,18.9,-1.5,6.9
ET6,S4,2022-06-02T16:30:00Z,9.9,18.5,0.94,87.46,0.13,15,15,492,25,0.86,1.85,18.6,-1.5,6.9
ET6,S4,2022-06-02T16:45:00Z,6.4,18.3,0.946,87.46,0.11,15,15,592,42,0.59,2.1,18.4,-1.5,6.9
ET6,S4,2022-06-02T17:00:00Z,0.9,18.1,0.96,87.45,0.08,15,15,636,43,0.23,1.14,18.2,-1.4,6.9
ET6,S4,2022-06-02T17:15:00Z,0,18,0.967,87.45,0.07,15,15,634,59,0.34,1.21,18.1,-1.4,6.9
ET6,S4,2022-06-02T17:30:00Z,0,17.9,0.952,87.45,0.1,15,15,640,78,0.3,1.35,18,-1.4,6.9
ET6,S4,2022-06-02T17:45:00Z,0,17.9,0.967,87.46,0.07,15,15,645,200,0.18,0.67,17.8,-1.4,6.8
ET6,S4,2022-06-02T18:00:00Z,0,17.8,0.971,87.47,0.06,15,15,643,187,0.18,0.85,17.7,-1.5,6.9
ET6,S4,2022-06-02T18:15:00Z,0,17.7,0.973,87.48,0.05,15,15,646,42,0.25,0.71,17.6,-1.4,6.9
ET6,S4,2022-06-02T18:30:00Z,0,17.7,0.978,87.51,0.05,15,15,645,154,0.22,0.8,17.7,-1.4,6.8
ET6,S4,2022-06-02T18:45:00Z,0,17.8,0.979,87.53,0.04,15,15,634,53,0.35,1.96,17.8,-1.5,6.8
ET6,S4,2022-06-02T19:00:00Z,0,17.9,0.972,87.56,0.06,15,15,631,39,0.26,0.75,17.8,-1.4,6.9
ET6,S4,2022-06-02T19:15:00Z,0,17.7,0.982,87.57,0.04,15,15,629,163,0.23,0.67,17.7,-1.4,6.9
ET6,S4,2022-06-02T19:30:00Z,0,17.9,0.983,87.6,0.03,15,15,623,27,0.24,0.8,17.8,-1.4,6.8
ET6,S4,2022-06-02T19:45:00Z,0,18,0.984,87.62,0.03,15,15,619,56,0.32,1.69,18,-1.4,6.9
ET6,S4,2022-06-02T20:00:00Z,0,18.2,0.977,87.63,0.05,15,15,611,62,0.46,1.46,18.3,-1.5,6.9
ET6,S4,2022-06-02T20:15:00Z,0,18.3,0.972,87.63,0.06,15,15,603,58,0.4,1.73,18.3,-1.4,6.9
ET6,S4,2022-06-02T20:30:00Z,0,18.2,0.971,87.65,0.06,15,15,598,160,0.15,0.57,18.1,-1.5,6.9
ET6,S4,2022-06-02T20:45:00Z,0,18.1,0.972,87.66,0.06,15,15,594,192,0.32,1.1,18.1,-1.4,6.8
ET6,S4,2022-06-02T21:00:00Z,0,18,0.972,87.67,0.06,15,15,590,189,0.21,0.7,17.9,-1.4,6.9
ET6,S4,2022-06-02T21:15:00Z,0,18,0.977,87.68,0.05,15,15,607,42,0.35,0.99,18.1,-1.4,6.8
ET6,S4,2022-06-02T21:30:00Z,0,18.1,0.98,87.68,0.04,15,15,603,63,0.32,1.16,18,-1.4,6.9
ET6,S4,2022-06-02T21:45:00Z,0,18,0.976,87.67,0.05,15,15,598,70,0.33,1.64,18,-1.5,6.8
ET6,S4,2022-06-02T22:00:00Z,0,17.8,0.969,87.67,0.06,15,15,592,22,0.21,0.62,17.8,-1.5,6.9
ET6,S4,2022-06-02T22:15:00Z,0,17.7,0.976,87.67,0.05,15,15,589,39,0.21,0.79,17.6,-1.4,6.9
ET6,S4,2022-06-02T22:30:00Z,0,17.6,0.971,87.69,0.06,15,15,581,68,0.46,1.53,17.8,-1.4,6.9
ET6,S4,2022-06-02T22:45:00Z,0,17.8,0.954,87.68,0.09,15,15,568,67,0.44,1.94,17.8,-1.4,6.9
ET6,S4,2022-06-02T23:00:00Z,0,17.8,0.952,87.69,0.1,15,15,559,69,0.47,1.54,17.9,-1.4,6.9
ET6,S4,2022-06-02T23:15:00Z,0,17.9,0.964,87.67,0.07,15,15,552,57,0.4,2.73,18,-1.5,6.9
ET6,S4,2022-06-02T23:30:00Z,0,17.9,0.973,87.64,0.05,15,15,547,64,0.34,1.37,17.9,-1.4,6.9
ET6,S4,2022-06-02T23:45:00Z,0,18,0.969,87.62,0.06,15,15,538,64,0.76,2.43,18.2,-1.5,6.9
ET6,S4,2022-06-03T00:00:00Z,0,18.2,0.961,87.59,0.08,15,15,528,112,0.49,1.98,18.2,-1.4,6.9
ET6,S4,2022-06-03T00:15:00Z,0,18.2,0.948,87.56,0.11,15,15,514,99,0.56,1.73,18.3,-1.4,7
ET6,S4,2022-06-03T00:30:00Z,0,18.3,0.942,87.53,0.12,15,15,507,69,0.5,1.71,18.3,-1.4,7
ET6,S4,2022-06-03T00:45:00Z,0,18.1,0.946,87.51,0.11,15,15,504,188,0.32,1.36,17.9,-1.4,6.9
ET6,S4,2022-06-03T01:00:00Z,0,17.9,0.934,87.51,0.13,15,15,499,21,0.28,0.99,17.8,-1.4,6.9
ET6,S4,2022-06-03T01:15:00Z,0,17.8,0.944,87.5,0.11,15,15,493,44,0.4,1.81,17.9,-1.4,6.9
ET6,S4,2022-06-03T01:30:00Z,0,17.8,0.942,87.5,0.12,15,15,488,30,0.36,1.17,17.9,-1.5,6.9
ET6,S4,2022-06-03T01:45:00Z,0,17.9,0.94,87.49,0.12,15,15,482,26,0.34,1.41,18,-1.5,6.9
ET6,S4,2022-06-03T02:00:00Z,0,17.9,0.938,87.48,0.13,15,15,476,20,0.52,1.76,18,-1.5,6.9
ET6,S4,2022-06-03T02:15:00Z,0,18,0.94,87.49,0.12,15,15,471,19,0.43,1.33,17.9,-1.4,6.9
ET6,S4,2022-06-03T02:30:00Z,0,17.9,0.949,87.46,0.11,15,15,466,21,0.36,0.91,17.9,-1.4,6.9
ET6,S4,2022-06-03T02:45:00Z,0,17.8,0.947,87.46,0.11,15,15,461,21,0.43,1.3,17.8,-1.4,6.9
ET6,S4,2022-06-03T03:00:00Z,0,17.8,0.947,87.46,0.11,15,9,459,28,0.67,1.9,17.8,-1.5,6.9
ET6,S4,2022-06-03T03:15:00Z,0,17.7,0.954,87.45,0.09,15,0,457,45,0.34,1.28,17.6,-1.4,6.9
ET6,S4,2022-06-03T03:30:00Z,0,17.6,0.965,87.46,0.07,15,0,455,21,0.97,2.06,17.7,-1.5,6.9
ET6,S4,2022-06-03T03:45:00Z,0,17.6,0.978,87.47,0.04,15,0,454,22,1.02,1.89,17.7,-1.5,6.9
ET6,S4,2022-06-03T04:00:00Z,0,17.6,0.987,87.46,0.03,15,0,453,26,0.43,1.24,17.6,-1.5,6.9
ET6,S4,2022-06-03T04:15:00Z,0,17.6,0.983,87.45,0.03,15,0,452,19,0.81,1.82,17.7,-1.5,6.9
ET6,S4,2022-06-03T04:30:00Z,0,17.7,0.985,87.46,0.03,15,0,451,29,1.01,2.03,17.7,-1.4,6.8
ET6,S4,2022-06-03T04:45:00Z,0,17.7,0.995,87.47,0.01,15,0,450,34,1.06,2.24,17.8,-1.5,6.9
ET6,S4,2022-06-03T05:00:00Z,0,17.8,0.995,87.47,0.01,8,0,449,38,0.68,2.16,18,-1.4,6.9
ET6,S4,2022-06-03T05:15:00Z,0,18,0.993,87.47,0.01,0,0,448,22,1.08,1.99,18,-1.5,6.9
ET6,S4,2022-06-03T05:30:00Z,0,18,0.994,87.47,0.01,0,0,448,24,1.03,2.12,18.1,-1.5,6.9
ET6,S4,2022-06-03T05:45:00Z,0,18,0.998,87.47,0,0,0,447,24,1.03,2.42,18.1,-1.4,6.9
ET6,S4,2022-06-03T06:00:00Z,1.1,18,0.998,87.49,0.01,0,0,447,21,1.26,2.55,18,-1.5,6.9
ET6,S4,2022-06-03T06:15:00Z,6.6,17.9,0.999,87.51,0,0,0,446,28,0.85,2.18,18,-1.5,6.9
ET6,S4,2022-06-03T06:30:00Z,11.4,18,0.994,87.53,0.01,0,0,446,28,1.12,2.5,18.1,-1.5,6.9
ET6,S4,2022-06-03T06:45:00Z,12.3,18,0.991,87.54,0.02,0,0,446,24,1.36,2.48,18.1,-1.5,6.9
ET6,S4,2022-06-03T07:00:00Z,11.7,18.1,0.99,87.55,0.02,0,0,446,22,0.83,2.13,18.1,-1.4,6.9
ET6,S4,2022-06-03T07:15:00Z,11.9,18,0.996,87.56,0.01,0,0,446,20,0.85,1.88,18.1,-1.5,6.9
ET6,S4,2022-06-03T07:30:00Z,34.8,18.2,0.985,87.56,0.03,0,0,446,21,0.95,2.63,18.3,-1.4,6.9
ET6,S4,2022-06-03T07:45:00Z,71.2,18.8,0.96,87.56,0.09,0,0,445,29,1.01,1.89,18.9,-1.5,6.9
ET6,S4,2022-06-03T08:00:00Z,89.2,19.7,0.923,87.56,0.18,0,0,445,28,1.05,2.42,19.6,-1.5,6.9
ET6,S4,2022-06-03T08:15:00Z,96.1,20.4,0.899,87.55,0.24,0,0,444,24,1.18,2.51,20.3,-1.5,6.9
ET6,S4,2022-06-03T08:30:00Z,81.1,20.7,0.87,87.56,0.32,0,0,444,16,1.15,3.05,20.4,-1.6,6.9
ET6,S4,2022-06-03T08:45:00Z,70.7,20.4,0.879,87.58,0.29,0,0,444,21,0.9,1.92,20.2,-1.6,6.9
ET6,S4,2022-06-03T09:00:00Z,69.9,20.1,0.885,87.57,0.27,0,0,444,20,1.23,2.63,20,-1.6,6.9
ET6,S4,2022-06-03T09:15:00Z,68.7,19.8,0.911,87.58,0.21,0,0,444,26,1.2,2.98,19.9,-1.6,6.9
ET6,S4,2022-06-03T09:30:00Z,104,20.6,0.881,87.58,0.29,0,0,444,31,1.3,2.16,20.7,-1.5,6.9
ET6,S4,2022-06-03T09:45:00Z,100.9,21.4,0.837,87.57,0.41,0,0,443,21,1.08,2.78,21.2,-1.6,6.9
ET6,S4,2022-06-03T10:00:00Z,66.8,21,0.849,87.58,0.38,0,0,444,24,0.86,2.11,20.9,-1.6,6.9
ET6,S4,2022-06-03T10:15:00Z,82.2,20.7,0.862,87.59,0.34,0,0,444,25,1.03,2.38,20.8,-1.6,6.8
ET6,S4,2022-06-03T10:30:00Z,89,20.9,0.842,87.58,0.39,0,0,443,48,0.65,1.94,21,-1.6,6.9
ET6,S4,2022-06-03T10:45:00Z,94.1,21.3,0.841,87.58,0.4,0,0,443,21,0.69,2.18,21.4,-1.6,6.9
ET6,S4,2022-06-03T11:00:00Z,86.8,21.4,0.847,87.59,0.39,0,0,443,29,0.66,1.7,21.4,-1.6,6.8
ET6,S4,2022-06-03T11:15:00Z,98.7,21.5,0.838,87.59,0.41,0,0,443,25,0.61,1.77,21.6,-1.6,6.9
ET6,S4,2022-06-03T11:30:00Z,109.7,21.9,0.823,87.59,0.47,0,0,443,16,0.95,2.44,22,-1.6,6.8
ET6,S4,2022-06-03T11:45:00Z,114.8,22.6,0.778,87.58,0.61,0,0,442,38,0.79,2.88,22.7,-1.7,6.9
ET6,S4,2022-06-03T12:00:00Z,114.4,23,0.78,87.56,0.62,0,0,442,29,0.98,2.53,23.1,-1.7,6.9
ET6,S4,2022-06-03T12:15:00Z,103.5,23.4,0.752,87.54,0.71,0,0,442,27,0.77,1.9,23.3,-1.7,6.9
ET6,S4,2022-06-03T12:30:00Z,99.1,23.2,0.78,87.53,0.63,0,0,442,25,0.79,2.04,23.3,-1.7,6.9
ET6,S4,2022-06-03T12:45:00Z,109.9,23.4,0.786,87.52,0.62,0,0,442,27,1.13,2.42,23.3,-1.7,6.9
ET6,S4,2022-06-03T13:00:00Z,113.2,23.5,0.79,87.5,0.61,0,0,443,39,0.95,2.73,23.3,-1.7,6.9
ET6,S4,2022-06-03T13:15:00Z,103.3,22.9,0.825,87.49,0.49,0,0,443,31,0.77,2.2,23,-1.6,6.9
