Tree,Station,Timestamp,MC1_Port1_Wm2SolarRadiation,MC1_Port3_degreeCAirTemperature,MC1_Port3_RHRelativeHumidity,MC1_Port3_kPaAtmosphericPressure,MC1_Port3_kPaVPD,MC1_Port4_minLeafWetness,MC1_Port4_minLeafWetnesshigh,MC1_Port4_WetnessLevel,MC3_Port2_degreesWindDirection,MC3_Port2_msWindSpeed,MC3_Port2_msGustSpeed,MC3_Port2_degreeCAnemometerTemp,MC3_Port2_degreesXaxisLevel,MC3_Port2_degreesYaxisLevel
ET5,S4,2022-07-11T14:00:00Z,195.6,22,0.935,87.62,0.17,12,2,449,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T14:15:00Z,167.7,21.7,0.941,87.61,0.15,0,0,447,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T14:30:00Z,132.2,21.7,0.954,87.59,0.12,11,11,658,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T14:45:00Z,38.3,20.8,0.966,87.57,0.08,15,15,592,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T15:00:00Z,28.7,20.4,0.988,87.58,0.03,15,15,561,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T15:15:00Z,34.8,20.3,0.995,87.58,0.01,15,15,569,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T15:30:00Z,35.9,20.3,0.998,87.57,0.01,15,15,555,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T15:45:00Z,44.5,20.4,0.999,87.56,0,15,15,868,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T16:00:00Z,65.9,20.2,1,87.56,0,15,15,608,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T16:15:00Z,62.4,20,0.988,87.57,0.03,15,15,659,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T16:30:00Z,12.5,19.8,0.985,87.59,0.03,15,15,662,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T16:45:00Z,0,19.7,0.983,87.63,0.04,15,15,693,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T17:00:00Z,0,18.5,0.99,87.65,0.02,15,15,658,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T17:15:00Z,0,17.9,1,87.67,0,15,15,744,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T17:30:00Z,0,17.8,1,87.69,0,15,15,651,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T17:45:00Z,0,18,1,87.7,0,15,15,623,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T18:00:00Z,0,18.5,0.981,87.69,0.04,15,15,688,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T18:15:00Z,0,18.7,0.976,87.7,0.05,15,15,672,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T18:30:00Z,0,18.7,0.979,87.74,0.04,15,15,752,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T18:45:00Z,0,18.7,0.979,87.75,0.05,15,15,691,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T19:00:00Z,0,18.8,0.964,87.73,0.08,15,15,726,NA,NA,NA,NA,NA,NA
ET5,S4,2022-07-11T19:15:00Z,0,18.8,0.948,87.76,0.11,15,15,768,NA,NA,NA,NA,NA,NA
