Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel
ET8,S2,2022-06-03T13:45:00Z,172.5,22.7,0.811,87.71,0.52,0,0,443
ET8,S2,2022-06-03T14:00:00Z,163.1,22.2,0.825,87.7,0.47,6,6,466
ET8,S2,2022-06-03T14:15:00Z,82.2,22,0.84,87.7,0.43,10,2,454
ET8,S2,2022-06-03T14:30:00Z,31.9,20.7,0.898,87.71,0.25,15,15,671
ET8,S2,2022-06-03T14:45:00Z,21.8,19.6,0.951,87.72,0.11,15,15,884
ET8,S2,2022-06-03T15:00:00Z,31.9,19.1,0.964,87.71,0.08,15,15,735
ET8,S2,2022-06-03T15:15:00Z,26.9,18.8,0.971,87.69,0.06,15,15,697
ET8,S2,2022-06-03T15:30:00Z,12.3,18.7,0.969,87.68,0.07,15,15,792
ET8,S2,2022-06-03T15:45:00Z,4.6,18.4,0.971,87.69,0.06,15,15,692
ET8,S2,2022-06-03T16:00:00Z,0,18.3,0.974,87.7,0.06,15,15,903
ET8,S2,2022-06-03T16:15:00Z,2.4,18.2,0.977,87.68,0.05,15,15,918
ET8,S2,2022-06-03T16:30:00Z,0,18.2,0.982,87.7,0.04,15,15,895
ET8,S2,2022-06-03T16:45:00Z,0,17.9,0.982,87.71,0.04,15,15,849
ET8,S2,2022-06-03T17:00:00Z,0,17.9,0.982,87.74,0.04,15,15,881
ET8,S2,2022-06-03T17:15:00Z,0,18,0.971,87.75,0.06,15,15,820
ET8,S2,2022-06-03T17:30:00Z,0,18,0.971,87.75,0.06,15,15,831
ET8,S2,2022-06-03T17:45:00Z,0,18,0.966,87.75,0.07,15,15,814
ET8,S2,2022-06-03T18:00:00Z,0.4,18,0.967,87.75,0.07,15,15,670
ET8,S2,2022-06-03T18:15:00Z,0,17.9,0.963,87.74,0.08,15,15,658
ET8,S2,2022-06-03T18:30:00Z,0,17.9,0.956,87.75,0.09,15,15,643
ET8,S2,2022-06-03T18:45:00Z,0,17.8,0.955,87.78,0.09,15,15,625
ET8,S2,2022-06-03T19:00:00Z,0,17.8,0.962,87.79,0.08,15,15,619
ET8,S2,2022-06-03T19:15:00Z,0,17.9,0.958,87.79,0.09,15,15,612
ET8,S2,2022-06-03T19:30:00Z,0,17.8,0.958,87.79,0.09,15,15,607
ET8,S2,2022-06-03T19:45:00Z,0,17.8,0.959,87.81,0.08,15,15,603
ET8,S2,2022-06-03T20:00:00Z,0,17.8,0.969,87.82,0.06,15,15,597
ET8,S2,2022-06-03T20:15:00Z,0,18,0.959,87.84,0.08,15,15,591
