Tree,Station,Timestamp,MC1_Port1_Wm2SolarRadiation,MC1_Port3_degreeCAirTemperature,MC1_Port3_RHRelativeHumidity,MC1_Port3_kPaAtmosphericPressure,MC1_Port3_kPaVPD,MC1_Port4_minLeafWetness,MC1_Port4_minLeafWetnesshigh,MC1_Port4_WetnessLevel,MC1_Port2_degreesWindDirection,MC1_Port2_msWindSpeed,MC1_Port2_msGustSpeed,MC1_Port2_degreeCAnemometerTemp,MC1_Port2_degreesXaxisLevel,MC1_Port2_degreesYaxisLevel
ET1,S4,2022-07-12T13:30:00Z,56.9,18.7,0.999,88.02,0,15,15,967,0,2.39,4.45,18.7,-1.2,-2.1
ET1,S4,2022-07-12T13:45:00Z,65.9,18.5,1.001,88.03,0,15,15,573,1,2.57,4.96,18.6,-1.4,-1.9
ET1,S4,2022-07-12T14:00:00Z,76.9,18.6,1,88.02,0,15,15,562,334,1.69,5.05,18.6,-1.3,-2.1
ET1,S4,2022-07-12T14:15:00Z,46,18.7,1,88.01,0,15,15,599,283,1.16,3.02,18.6,-1.2,-2
ET1,S4,2022-07-12T14:30:00Z,52.7,18.6,1,87.98,0,15,15,610,69,1.22,2.9,18.6,-1.2,-2
ET1,S4,2022-07-12T14:45:00Z,91.9,18.7,0.999,87.95,0,15,15,534,98,3.05,5.88,18.8,-1.2,-1.8
ET1,S4,2022-07-12T15:00:00Z,99.8,19,1,87.92,0,15,15,501,100,3.56,5.72,19,-1.3,-1.8
ET1,S4,2022-07-12T15:15:00Z,81.3,19.1,0.996,87.9,0.01,15,15,485,107,3.04,5.55,19,-1.3,-2
ET1,S4,2022-07-12T15:30:00Z,65.9,19.1,0.991,87.89,0.02,15,15,472,102,2.67,4.36,19.1,-1.3,-2
ET1,S4,2022-07-12T15:45:00Z,81.1,19.3,0.981,87.88,0.04,15,13,459,80,1.81,3.82,19.3,-1.3,-2
ET1,S4,2022-07-12T16:00:00Z,85.1,19.6,0.971,87.88,0.07,15,0,452,53,0.91,2.2,19.5,-1.3,-2.2
ET1,S4,2022-07-12T16:15:00Z,83.7,19.8,0.958,87.89,0.1,15,0,451,325,0.62,2.04,19.8,-1.2,-2.2
ET1,S4,2022-07-12T16:30:00Z,75.1,20,0.946,87.91,0.13,15,0,451,315,0.46,1.18,19.9,-1.2,-2.3
ET1,S4,2022-07-12T16:45:00Z,60.6,19.9,0.957,87.92,0.1,15,0,450,179,0.59,1.35,19.9,-1.2,-2.3
ET1,S4,2022-07-12T17:00:00Z,50.7,20.1,0.962,87.94,0.09,15,0,451,251,0.39,0.74,19.8,-1.2,-2.3
ET1,S4,2022-07-12T17:15:00Z,32,19.7,0.994,87.97,0.01,15,0,451,307,0.36,0.71,19.6,-1.2,-2.3
ET1,S4,2022-07-12T17:30:00Z,12.8,19.2,1,87.99,0,15,0,451,336,0.86,1.83,19.2,-1.3,-2.4
ET1,S4,2022-07-12T17:45:00Z,11.7,19.1,1,88,0,15,0,452,338,0.96,1.92,19.2,-1.2,-2.3
ET1,S4,2022-07-12T18:00:00Z,4.8,19,0.999,88.01,0,15,0,451,325,1.02,2.86,19,-1.4,-2.3
ET1,S4,2022-07-12T18:15:00Z,0,18.9,0.998,88.01,0.01,15,0,451,114,1.78,4.4,19,-1.3,-2.2
ET1,S4,2022-07-12T18:30:00Z,0,18.9,0.991,87.99,0.02,15,0,451,52,1.76,4.76,19,-1.4,-2.2
ET1,S4,2022-07-12T18:45:00Z,0,18.9,0.99,88,0.02,15,0,451,104,2.06,4.93,18.9,-1.3,-2.2
ET1,S4,2022-07-12T19:00:00Z,0,18.9,0.985,88,0.03,15,0,451,113,1.95,3.82,19,-1.2,-2.1
ET1,S4,2022-07-12T19:15:00Z,0,19.2,0.948,88.02,0.12,15,0,450,153,1.74,3.82,19.2,-1.3,-2.2
ET1,S4,2022-07-12T19:30:00Z,0,19.4,0.922,88.04,0.18,15,0,450,134,2.2,5.15,19.4,-1.1,-2.1
ET1,S4,2022-07-12T19:45:00Z,0,19.3,0.928,88.06,0.16,15,0,450,111,1.8,3.17,19.2,-1.3,-2.2
ET1,S4,2022-07-12T20:00:00Z,0,19.2,0.931,88.09,0.15,15,0,450,153,1.75,4.09,19.2,-1.1,-2.2
ET1,S4,2022-07-12T20:15:00Z,0,19.2,0.939,88.09,0.14,15,0,450,159,0.97,2.56,19.1,-1.2,-2.3
ET1,S4,2022-07-12T20:30:00Z,0,19.2,0.933,88.1,0.15,15,0,450,144,1.08,2.42,19.2,-1.2,-2.2
ET1,S4,2022-07-12T20:45:00Z,0,19.2,0.932,88.13,0.15,15,0,450,141,1.16,2.64,19.2,-1.2,-2.3
ET1,S4,2022-07-12T21:00:00Z,0,19,0.945,88.15,0.12,15,0,450,116,1.66,2.89,18.8,-1.2,-2.3
ET1,S4,2022-07-12T21:15:00Z,0,18.7,0.955,88.16,0.1,15,0,450,99,1.68,2.69,18.7,-1.2,-2.2
ET1,S4,2022-07-12T21:30:00Z,0,18.6,0.96,88.17,0.09,15,0,450,106,1.06,2.76,18.7,-1.3,-2.3
ET1,S4,2022-07-12T21:45:00Z,0,19,0.932,88.18,0.15,15,0,450,145,1.16,3.33,19,-1.2,-2.3
ET1,S4,2022-07-12T22:00:00Z,0,19.6,0.899,88.18,0.23,11,0,450,159,1.1,3.6,19.5,-1.2,-2.3
ET1,S4,2022-07-12T22:15:00Z,0,19.6,0.893,88.2,0.24,1,0,450,189,0.52,1.44,19.3,-1.2,-2.3
ET1,S4,2022-07-12T22:30:00Z,0,19.5,0.897,88.2,0.23,0,0,450,189,0.41,0.95,19.3,-1.2,-2.4
ET1,S4,2022-07-12T22:45:00Z,0,19.6,0.891,88.2,0.25,0,0,450,185,0.61,1.57,19.5,-1.2,-2.3
ET1,S4,2022-07-12T23:00:00Z,0,19.5,0.896,88.2,0.24,0,0,450,201,0.57,1.24,19.4,-1.2,-2.4
