Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port2_degreeCAirTemperature,MC2_Port2_RHRelativeHumidity,MC2_Port2_kPaAtmosphericPressure,MC2_Port2_kPaVPD,MC2_Port3_minLeafWetness,MC2_Port3_minLeafWetnesshigh,MC2_Port3_WetnessLevel
TV1,S2,2022-08-09T12:15:00Z,238.2,20.8,0.885,85.55,0.28,0,0,448
TV1,S2,2022-08-09T12:30:00Z,457.4,20.9,0.878,85.54,0.3,0,0,448
TV1,S2,2022-08-09T12:45:00Z,673.1,21.2,0.878,85.55,0.31,0,0,447
TV1,S2,2022-08-09T13:00:00Z,376.3,21.2,0.872,85.56,0.32,0,0,448
TV1,S2,2022-08-09T13:15:00Z,248.8,21.2,0.88,85.54,0.3,0,0,447
TV1,S2,2022-08-09T13:30:00Z,220.3,21.1,0.886,85.53,0.29,0,0,447
TV1,S2,2022-08-09T13:45:00Z,210.8,21.1,0.881,85.52,0.3,0,0,448
TV1,S2,2022-08-09T14:00:00Z,198.5,20.7,0.912,85.5,0.22,0,0,448
TV1,S2,2022-08-09T14:15:00Z,124,20.7,0.928,85.49,0.18,0,0,448
TV1,S2,2022-08-09T14:30:00Z,148.3,20.8,0.926,85.48,0.18,0,0,448
TV1,S2,2022-08-09T14:45:00Z,79.8,20.8,0.93,85.49,0.17,1,0,450
TV1,S2,2022-08-09T15:00:00Z,117.4,20.1,0.964,85.49,0.08,3,0,449
TV1,S2,2022-08-09T15:15:00Z,242.6,20.8,0.94,85.48,0.15,0,0,448
TV1,S2,2022-08-09T15:30:00Z,114.6,20.6,0.947,85.48,0.13,0,0,448
TV1,S2,2022-08-09T15:45:00Z,65.2,20.4,0.948,85.47,0.12,0,0,449
TV1,S2,2022-08-09T16:00:00Z,58.8,19.6,0.994,85.5,0.01,15,7,463
TV1,S2,2022-08-09T16:15:00Z,109.3,19.9,0.998,85.51,0.01,15,15,484
TV1,S2,2022-08-09T16:30:00Z,56.4,19.8,0.997,85.52,0.01,15,15,471
TV1,S2,2022-08-09T16:45:00Z,50.7,19.5,0.999,85.51,0,15,13,460
TV1,S2,2022-08-09T17:00:00Z,59.1,19.4,1,85.5,0,15,5,457
TV1,S2,2022-08-09T17:15:00Z,45.8,19.3,1.001,85.49,0,15,0,453
TV1,S2,2022-08-09T17:30:00Z,34.8,19.2,1,85.49,0,15,0,451
TV1,S2,2022-08-09T17:45:00Z,18.5,19,1.001,85.49,0,15,13,463
TV1,S2,2022-08-09T18:00:00Z,16.8,18.8,1,85.52,0,15,9,459
TV1,S2,2022-08-09T18:15:00Z,4.9,18.8,1,85.54,0,15,0,458
TV1,S2,2022-08-09T18:30:00Z,0,18.8,1,85.57,0,15,8,460
TV1,S2,2022-08-09T18:45:00Z,0,18.8,1,85.61,0,15,5,523
TV1,S2,2022-08-09T19:00:00Z,0,18.6,1,85.63,0,15,15,603
TV1,S2,2022-08-09T19:15:00Z,0,18.4,0.999,85.64,0,15,15,617
TV1,S2,2022-08-09T19:30:00Z,0,18.3,1,85.67,0,15,15,591
TV1,S2,2022-08-09T19:45:00Z,0,18.2,1,85.68,0,15,15,612
TV1,S2,2022-08-09T20:00:00Z,0,18.1,1.001,85.69,0,15,15,588
TV1,S2,2022-08-09T20:15:00Z,0,18,0.999,85.7,0,15,15,579
TV1,S2,2022-08-09T20:30:00Z,0,17.9,1,85.7,0,15,15,563
TV1,S2,2022-08-09T20:45:00Z,0,18,1,85.71,0,15,15,528
TV1,S2,2022-08-09T21:00:00Z,0,18,0.999,85.74,0,15,15,504
TV1,S2,2022-08-09T21:15:00Z,0,17.9,1,85.78,0,15,15,503
TV1,S2,2022-08-09T21:30:00Z,0,17.8,1,85.79,0,15,15,493
TV1,S2,2022-08-09T21:45:00Z,0,17.9,1,85.77,0,15,15,506
TV1,S2,2022-08-09T22:00:00Z,0,18,1,85.76,0,15,15,496
TV1,S2,2022-08-09T22:15:00Z,0,17.9,1,85.73,0,15,15,492
TV1,S2,2022-08-09T22:30:00Z,0,17.9,0.999,85.7,0,15,15,488
TV1,S2,2022-08-09T22:45:00Z,0,17.9,1,85.67,0,15,15,497
TV1,S2,2022-08-09T23:00:00Z,0,17.8,0.999,85.65,0,15,15,482
TV1,S2,2022-08-09T23:15:00Z,0,17.7,1,85.64,0,15,15,481
TV1,S2,2022-08-09T23:30:00Z,0,17.6,1.001,85.63,0,15,15,480
TV1,S2,2022-08-09T23:45:00Z,0,17.6,1,85.62,0,15,15,476
