Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel,MC2_Port2_degreesWindDirection,MC2_Port2_msWindSpeed,MC2_Port2_msGustSpeed,MC2_Port2_degreeCAnemometerTemp,MC2_Port2_degreesXaxisLevel,MC2_Port2_degreesYaxisLevel
ET5,S2,2022-07-11T13:45:00Z,161.7,22.6,0.922,87.68,0.21,3,2,467,339,0.49,1.68,22.5,7.7,1.1
ET5,S2,2022-07-11T14:00:00Z,199.2,22.1,0.931,87.67,0.18,12,4,448,356,0.57,2.04,22.2,7.7,1.1
ET5,S2,2022-07-11T14:15:00Z,177.1,21.9,0.935,87.65,0.17,0,0,447,75,0.65,3.4,22,7.8,1.1
ET5,S2,2022-07-11T14:30:00Z,134.2,21.8,0.949,87.63,0.13,11,10,614,232,0.49,1.49,21.9,7.6,1
ET5,S2,2022-07-11T14:45:00Z,39.9,20.8,0.971,87.62,0.07,15,15,579,274,0.53,2.06,20.7,7.3,0.8
ET5,S2,2022-07-11T15:00:00Z,29.8,20.4,0.989,87.63,0.03,15,15,538,101,0.48,2.07,20.5,7.4,0.8
ET5,S2,2022-07-11T15:15:00Z,37.5,20.3,0.997,87.62,0.01,15,15,519,24,0.63,2.55,20.4,7.3,0.8
ET5,S2,2022-07-11T15:30:00Z,42.1,20.3,0.998,87.61,0,15,15,500,356,0.44,1.7,20.4,7.5,0.9
ET5,S2,2022-07-11T15:45:00Z,49.4,20.4,1.001,87.61,0,15,15,1009,5,0.52,1.17,20.5,7.4,0.8
ET5,S2,2022-07-11T16:00:00Z,74.9,20.3,1,87.6,0,15,15,576,181,0.72,1.69,20.2,7.2,0.6
ET5,S2,2022-07-11T16:15:00Z,73.8,20,0.985,87.62,0.03,15,15,556,107,1.03,3.95,20.2,7.4,0.9
ET5,S2,2022-07-11T16:30:00Z,14.6,19.8,0.985,87.64,0.03,15,15,627,213,0.55,1.47,19.9,7.3,0.7
ET5,S2,2022-07-11T16:45:00Z,0.4,19.7,0.981,87.67,0.04,15,15,669,18,0.63,1.79,19.6,7.2,0.7
ET5,S2,2022-07-11T17:00:00Z,0,18.6,0.993,87.69,0.02,15,15,646,285,0.56,1.41,18.4,7.2,0.6
ET5,S2,2022-07-11T17:15:00Z,0,17.9,0.998,87.72,0,15,15,634,145,0.92,2.51,18,7.1,0.7
ET5,S2,2022-07-11T17:30:00Z,0,17.8,1,87.73,0,15,15,593,161,0.99,2.1,17.9,7.2,0.7
ET5,S2,2022-07-11T17:45:00Z,0,18,0.999,87.75,0,15,15,570,138,1.37,2.96,18,7.2,0.8
ET5,S2,2022-07-11T18:00:00Z,0,18.5,0.974,87.74,0.05,15,15,589,130,1.65,3.01,18.5,7.3,0.8
ET5,S2,2022-07-11T18:15:00Z,0,18.8,0.975,87.75,0.05,15,15,599,142,1.53,3.13,18.7,7.4,0.9
ET5,S2,2022-07-11T18:30:00Z,0,18.8,0.978,87.78,0.05,15,15,586,131,1.11,2.41,18.6,7.2,0.7
ET5,S2,2022-07-11T18:45:00Z,0,18.8,0.978,87.79,0.05,15,15,600,135,0.95,2.07,18.6,7.2,0.7
ET5,S2,2022-07-11T19:00:00Z,0,18.8,0.955,87.78,0.1,15,15,574,132,1.87,4.62,18.7,7.2,0.9
ET5,S2,2022-07-11T19:15:00Z,0,18.8,0.943,87.81,0.12,15,15,634,122,1.78,3.68,18.2,7.3,0.8
ET5,S2,2022-07-11T19:30:00Z,0,18.5,0.968,87.85,0.07,15,15,663,127,0.96,1.88,18,7.2,0.6
ET5,S2,2022-07-11T19:45:00Z,0,18.5,0.972,87.86,0.06,15,15,678,163,0.62,1.58,18.2,7.1,0.6
ET5,S2,2022-07-11T20:00:00Z,0,18.2,0.984,87.89,0.03,15,15,598,14,0.27,0.62,18,7,0.6
ET5,S2,2022-07-11T20:15:00Z,0,18,0.999,87.89,0,15,15,550,166,0.4,0.93,18,7.2,0.6
ET5,S2,2022-07-11T20:30:00Z,0,18.1,0.999,87.91,0,15,15,566,92,0.39,0.86,18,7.1,0.6
ET5,S2,2022-07-11T20:45:00Z,0,18,1,87.92,0,15,15,533,125,0.67,1.37,18.1,7.2,0.7
ET5,S2,2022-07-11T21:00:00Z,0,18.5,0.988,87.93,0.03,15,15,500,136,1.01,2.55,18.6,7.3,0.8
ET5,S2,2022-07-11T21:15:00Z,0,18.8,0.955,87.94,0.1,15,15,473,120,1,2.01,18.6,7.3,0.8
ET5,S2,2022-07-11T21:30:00Z,0,18.9,0.942,87.92,0.13,15,15,469,124,1.16,2.51,18.7,7.5,0.9
ET5,S2,2022-07-11T21:45:00Z,0,19.1,0.937,87.92,0.14,15,15,465,141,1.6,3.6,18.9,7.6,1
ET5,S2,2022-07-11T22:00:00Z,0,19.1,0.947,87.91,0.12,15,15,464,128,1.36,3.74,19,7.6,1
ET5,S2,2022-07-11T22:15:00Z,0,19.2,0.942,87.89,0.13,15,15,463,150,1.24,3.08,19.1,7.6,0.9
ET5,S2,2022-07-11T22:30:00Z,0,18.9,0.955,87.91,0.1,15,15,464,116,1.1,2.48,18.8,7.5,1
ET5,S2,2022-07-11T22:45:00Z,0,18.9,0.952,87.9,0.11,15,15,461,141,0.85,3.32,18.8,7.5,0.9
ET5,S2,2022-07-11T23:00:00Z,0,19.2,0.936,87.9,0.14,15,15,463,174,1.5,3.46,19.1,7.6,0.9
