Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel
ET3,S2,2022-08-03T11:00:00Z,51.1,18.6,0.991,87.85,0.02,15,15,565
ET3,S2,2022-08-03T11:15:00Z,59,18.6,0.99,87.86,0.02,15,15,666
ET3,S2,2022-08-03T11:30:00Z,39,18.5,0.997,87.86,0.01,15,15,682
ET3,S2,2022-08-03T11:45:00Z,76.4,17.8,1.001,87.87,0,15,15,618
ET3,S2,2022-08-03T12:00:00Z,105.7,17.9,0.976,87.87,0.05,15,15,483
ET3,S2,2022-08-03T12:15:00Z,71.2,18,0.956,87.84,0.09,15,15,505
ET3,S2,2022-08-03T12:30:00Z,54.6,17.8,0.952,87.84,0.1,15,15,484
ET3,S2,2022-08-03T12:45:00Z,56.8,17.8,0.944,87.83,0.11,15,15,465
ET3,S2,2022-08-03T13:00:00Z,65.4,17.7,0.954,87.81,0.09,15,14,462
ET3,S2,2022-08-03T13:15:00Z,55.8,17.4,0.975,87.8,0.05,15,15,471
ET3,S2,2022-08-03T13:30:00Z,53.5,17.4,0.984,87.8,0.03,15,15,520
ET3,S2,2022-08-03T13:45:00Z,38.3,17.3,0.989,87.81,0.02,15,15,471
ET3,S2,2022-08-03T14:00:00Z,46.1,17.5,0.975,87.79,0.05,15,15,468
ET3,S2,2022-08-03T14:15:00Z,41.9,17.6,0.957,87.78,0.09,15,11,459
ET3,S2,2022-08-03T14:30:00Z,21.8,17.6,0.951,87.79,0.1,15,2,456
ET3,S2,2022-08-03T14:45:00Z,8.6,17.5,0.957,87.8,0.09,15,0,455
ET3,S2,2022-08-03T15:00:00Z,24.4,17.3,0.977,87.79,0.04,15,15,668
ET3,S2,2022-08-03T15:15:00Z,45.4,17.2,0.971,87.76,0.06,15,15,599
ET3,S2,2022-08-03T15:30:00Z,40.3,17.4,0.933,87.73,0.13,15,15,506
ET3,S2,2022-08-03T15:45:00Z,30.4,17.5,0.922,87.72,0.16,15,15,476
ET3,S2,2022-08-03T16:00:00Z,25.5,17.6,0.924,87.71,0.15,15,15,467
ET3,S2,2022-08-03T16:15:00Z,23.1,17.7,0.927,87.71,0.15,15,15,464
ET3,S2,2022-08-03T16:30:00Z,14.6,17.8,0.927,87.72,0.15,15,15,461
ET3,S2,2022-08-03T16:45:00Z,13.9,17.9,0.928,87.73,0.15,15,7,459
ET3,S2,2022-08-03T17:00:00Z,11.7,18,0.923,87.74,0.16,15,2,457
ET3,S2,2022-08-03T17:15:00Z,5.5,18.1,0.921,87.75,0.16,15,0,455
ET3,S2,2022-08-03T17:30:00Z,0,18.2,0.915,87.76,0.18,15,0,452
ET3,S2,2022-08-03T17:45:00Z,0,18.4,0.899,87.77,0.21,15,0,450
ET3,S2,2022-08-03T18:00:00Z,0,18.4,0.895,87.79,0.22,7,0,450
ET3,S2,2022-08-03T18:15:00Z,0,18.6,0.898,87.8,0.22,10,0,450
ET3,S2,2022-08-03T18:30:00Z,0,18.2,0.917,87.82,0.17,15,0,451
