Tree,Station,Timestamp,MC1_Port1_Wm2SolarRadiation,MC1_Port3_degreeCAirTemperature,MC1_Port3_RHRelativeHumidity,MC1_Port3_kPaAtmosphericPressure,MC1_Port3_kPaVPD,MC1_Port4_minLeafWetness,MC1_Port4_minLeafWetnesshigh,MC1_Port4_WetnessLevel,MC1_Port2_degreesWindDirection,MC1_Port2_msWindSpeed,MC1_Port2_msGustSpeed,MC1_Port2_degreeCAnemometerTemp,MC1_Port2_degreesXaxisLevel,MC1_Port2_degreesYaxisLevel
FB5,S1,2022-08-17T13:15:00Z,35.5,20.1,0.967,86.16,0.08,15,0,451,40,0.93,2.37,20.2,1.8,-4.8
FB5,S1,2022-08-17T13:30:00Z,62.6,19.8,0.981,86.15,0.04,15,0,451,48,0.76,1.65,20.1,1.8,-4.8
FB5,S1,2022-08-17T13:45:00Z,96.5,20.5,0.962,86.14,0.09,10,0,450,332,0.63,1.44,20.8,1.8,-4.9
FB5,S1,2022-08-17T14:00:00Z,74,20.9,0.96,86.13,0.1,15,0,450,19,0.5,1.72,21.2,1.8,-4.9
FB5,S1,2022-08-17T14:15:00Z,35.2,20.2,0.966,86.12,0.08,15,0,451,39,0.75,1.85,20.2,1.8,-4.8
FB5,S1,2022-08-17T14:30:00Z,22.5,19.7,0.987,86.11,0.03,15,0,451,19,0.89,2.43,19.9,1.7,-4.8
FB5,S1,2022-08-17T14:45:00Z,19.4,19.4,1,86.11,0,15,0,452,36,0.75,2.77,19.5,1.7,-4.8
FB5,S1,2022-08-17T15:00:00Z,13.2,19.1,1.001,86.11,0,15,0,452,42,0.86,2.37,19.2,1.7,-4.7
FB5,S1,2022-08-17T15:15:00Z,26.9,19,0.999,86.11,0,15,0,452,56,1.28,3.76,19.1,1.6,-4.8
FB5,S1,2022-08-17T15:30:00Z,33.7,18.9,1.001,86.09,0,15,0,451,60,1.23,3.44,19.2,1.7,-4.7
FB5,S1,2022-08-17T15:45:00Z,29.8,19.2,1,86.09,0,15,0,451,67,0.85,3.98,19.4,1.7,-4.8
FB5,S1,2022-08-17T16:00:00Z,26.9,19.2,0.999,86.09,0,15,0,451,44,0.52,1.81,19.4,1.7,-4.9
FB5,S1,2022-08-17T16:15:00Z,22.2,19.2,0.997,86.1,0.01,15,0,451,47,0.59,1.36,19.4,1.8,-4.8
FB5,S1,2022-08-17T16:30:00Z,27.6,19.2,0.995,86.1,0.01,15,0,451,57,0.93,2.93,19.5,1.7,-4.9
FB5,S1,2022-08-17T16:45:00Z,20.9,19.2,0.992,86.1,0.02,15,0,451,39,0.7,2.24,19.5,1.7,-4.9
FB5,S1,2022-08-17T17:00:00Z,19,19.4,0.991,86.11,0.02,15,0,451,55,0.45,2.02,19.6,1.7,-4.9
FB5,S1,2022-08-17T17:15:00Z,16.5,19.3,0.992,86.11,0.02,15,0,452,45,0.87,2.82,19.4,1.7,-4.8
FB5,S1,2022-08-17T17:30:00Z,19.4,19.2,1,86.12,0,15,0,452,62,0.96,2.71,19.4,1.8,-4.8
FB5,S1,2022-08-17T17:45:00Z,16.5,19.2,0.999,86.12,0,15,0,452,67,0.76,2.33,19.4,1.7,-4.8
FB5,S1,2022-08-17T18:00:00Z,4.4,19.1,1,86.12,0,15,0,452,54,1.37,4.28,19.2,1.7,-4.7
FB5,S1,2022-08-17T18:15:00Z,0,19,1.001,86.12,0,15,0,453,57,1.11,3.32,19.2,1.7,-4.7
FB5,S1,2022-08-17T18:30:00Z,0,18.9,1.001,86.13,0,15,5,464,58,1.62,5.55,19,1.6,-4.7
FB5,S1,2022-08-17T18:45:00Z,0,18.8,1,86.13,0,15,15,472,56,1.98,3.89,19,1.5,-4.6
FB5,S1,2022-08-17T19:00:00Z,0,19,1,86.15,0,15,15,716,56,1.87,5.12,19.1,1.8,-4.5
FB5,S1,2022-08-17T19:15:00Z,0,19,0.999,86.17,0,15,15,582,59,1.8,5.91,19.1,2.1,-4.3
FB5,S1,2022-08-17T19:30:00Z,0,18.8,1.001,86.18,0,15,15,674,54,2.13,5.39,18.9,1.8,-4.4
FB5,S1,2022-08-17T19:45:00Z,0,18.7,1,86.19,0,15,15,678,59,1.84,5.18,18.9,2.4,-4
FB5,S1,2022-08-17T20:00:00Z,0,18.6,1,86.18,0,15,15,703,57,2.36,7.01,18.8,2.5,-3.8
FB5,S1,2022-08-17T20:15:00Z,0,18.5,0.999,86.16,0,15,15,651,52,3.03,6.32,18.6,2.1,-3.9
FB5,S1,2022-08-17T20:30:00Z,0,18.4,1,86.14,0,15,15,646,63,2.6,8.27,18.6,2.2,-3.9
FB5,S1,2022-08-17T20:45:00Z,0,18.4,0.999,86.15,0,15,15,617,69,2.33,7.56,18.5,2.3,-3.5
FB5,S1,2022-08-17T21:00:00Z,0,18.2,1,86.17,0,15,15,616,68,1.91,5.22,18.5,2.3,-4.4
FB5,S1,2022-08-17T21:15:00Z,0,18.2,1,86.17,0,15,15,595,65,1.72,5.4,18.4,2.1,-4.3
FB5,S1,2022-08-17T21:30:00Z,0,18,1,86.18,0,15,15,637,65,1.94,5.86,18.2,2.4,-4.1
FB5,S1,2022-08-17T21:45:00Z,0,18,1,86.19,0,15,15,706,66,1.59,5.63,18.2,2.4,-4.2
