Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel
FB3,S2,2022-05-26T14:15:00Z,97.4,20.3,0.909,85.76,0.22,0,0,446
FB3,S2,2022-05-26T14:30:00Z,44.9,19.9,0.92,85.75,0.19,0,0,446
FB3,S2,2022-05-26T14:45:00Z,77.8,20,0.925,85.72,0.17,0,0,444
FB3,S2,2022-05-26T15:00:00Z,34.1,19.8,0.928,85.71,0.17,0,0,444
FB3,S2,2022-05-26T15:15:00Z,121.4,19.6,0.947,85.7,0.12,0,0,444
FB3,S2,2022-05-26T15:30:00Z,69.2,19.5,0.945,85.7,0.13,1,0,454
FB3,S2,2022-05-26T15:45:00Z,40.3,19.2,0.967,85.7,0.07,15,14,568
FB3,S2,2022-05-26T16:00:00Z,42.5,18.7,0.974,85.7,0.06,15,15,637
FB3,S2,2022-05-26T16:15:00Z,32.6,18.4,0.979,85.72,0.04,15,15,602
FB3,S2,2022-05-26T16:30:00Z,22.2,18.3,0.973,85.73,0.06,15,15,570
FB3,S2,2022-05-26T16:45:00Z,13.5,18.2,0.973,85.76,0.06,15,15,561
FB3,S2,2022-05-26T17:00:00Z,10.8,18.4,0.973,85.79,0.06,15,15,786
FB3,S2,2022-05-26T17:15:00Z,9.2,18,0.896,85.8,0.22,15,15,799
FB3,S2,2022-05-26T17:30:00Z,0.7,17.6,0.916,85.76,0.17,15,15,810
FB3,S2,2022-05-26T17:45:00Z,0,18.1,0.919,85.76,0.17,15,15,758
FB3,S2,2022-05-26T18:00:00Z,0,17.9,0.943,85.8,0.12,15,15,801
FB3,S2,2022-05-26T18:15:00Z,0,17.9,0.959,85.83,0.08,15,15,1009
FB3,S2,2022-05-26T18:30:00Z,0,17.9,0.968,85.85,0.07,15,15,944
FB3,S2,2022-05-26T18:45:00Z,0,18,0.973,85.88,0.06,15,15,819
FB3,S2,2022-05-26T19:00:00Z,0,18,0.968,85.9,0.07,15,15,869
FB3,S2,2022-05-26T19:15:00Z,0,17.8,0.959,85.91,0.08,15,15,766
FB3,S2,2022-05-26T19:30:00Z,0,17.9,0.943,85.91,0.12,15,15,826
FB3,S2,2022-05-26T19:45:00Z,0,18,0.938,85.91,0.13,15,15,710
FB3,S2,2022-05-26T20:00:00Z,0,17.9,0.94,85.91,0.12,15,15,700
FB3,S2,2022-05-26T20:15:00Z,0,18,0.939,85.93,0.13,15,15,696
FB3,S2,2022-05-26T20:30:00Z,0,18,0.93,85.94,0.14,15,15,687
FB3,S2,2022-05-26T20:45:00Z,0,17.9,0.929,85.94,0.15,15,15,678
FB3,S2,2022-05-26T21:00:00Z,0,17.8,0.941,85.96,0.12,15,15,671
FB3,S2,2022-05-26T21:15:00Z,0,17.7,0.955,85.97,0.09,15,15,665
FB3,S2,2022-05-26T21:30:00Z,0,17.9,0.953,85.98,0.1,15,15,656
FB3,S2,2022-05-26T21:45:00Z,0,17.9,0.957,85.98,0.09,15,15,648
FB3,S2,2022-05-26T22:00:00Z,0,17.9,0.955,85.98,0.09,15,15,640
FB3,S2,2022-05-26T22:15:00Z,0,17.9,0.946,85.99,0.11,15,15,632
FB3,S2,2022-05-26T22:30:00Z,0,17.8,0.941,85.99,0.12,15,15,627
FB3,S2,2022-05-26T22:45:00Z,0,17.9,0.937,85.99,0.13,15,15,623
FB3,S2,2022-05-26T23:00:00Z,0,17.6,0.957,85.98,0.09,15,15,622
FB3,S2,2022-05-26T23:15:00Z,0,17.5,0.967,85.98,0.07,15,15,620
FB3,S2,2022-05-26T23:30:00Z,0,17.4,0.976,85.98,0.05,15,15,619
FB3,S2,2022-05-26T23:45:00Z,0,17.5,0.963,85.96,0.07,15,15,615
FB3,S2,2022-05-27T00:00:00Z,0,17.7,0.915,85.93,0.17,15,15,608
FB3,S2,2022-05-27T00:15:00Z,0,17.6,0.908,85.9,0.19,15,15,603
FB3,S2,2022-05-27T00:30:00Z,0,17.3,0.919,85.86,0.16,15,15,598
FB3,S2,2022-05-27T00:45:00Z,0,17.6,0.919,85.85,0.16,15,15,591
FB3,S2,2022-05-27T01:00:00Z,0,17.8,0.91,85.84,0.18,15,15,582
FB3,S2,2022-05-27T01:15:00Z,0,17.9,0.907,85.84,0.19,15,15,572
FB3,S2,2022-05-27T01:30:00Z,0,17.3,0.945,85.81,0.11,15,15,569
FB3,S2,2022-05-27T01:45:00Z,0,17.2,0.956,85.8,0.09,15,15,565
FB3,S2,2022-05-27T02:00:00Z,0,17,0.97,85.79,0.06,15,15,564
FB3,S2,2022-05-27T02:15:00Z,0,16.9,0.984,85.78,0.03,15,15,564
FB3,S2,2022-05-27T02:30:00Z,0,16.8,0.991,85.76,0.02,15,15,560
FB3,S2,2022-05-27T02:45:00Z,0,17.4,0.94,85.75,0.12,15,15,552
FB3,S2,2022-05-27T03:00:00Z,0,18.1,0.849,85.75,0.31,15,15,540
FB3,S2,2022-05-27T03:15:00Z,0,17.9,0.862,85.75,0.28,15,15,533
FB3,S2,2022-05-27T03:30:00Z,0,17,0.93,85.76,0.14,15,15,532
FB3,S2,2022-05-27T03:45:00Z,0,16.7,0.979,85.76,0.04,15,15,550
FB3,S2,2022-05-27T04:00:00Z,0,16.8,0.99,85.76,0.02,15,15,527
FB3,S2,2022-05-27T04:15:00Z,0,16.7,0.993,85.76,0.01,15,15,531
FB3,S2,2022-05-27T04:30:00Z,0,16.6,0.997,85.76,0.01,15,15,529
FB3,S2,2022-05-27T04:45:00Z,0,16.5,0.998,85.76,0,15,15,515
FB3,S2,2022-05-27T05:00:00Z,0,16.8,0.987,85.77,0.02,15,15,512
FB3,S2,2022-05-27T05:15:00Z,0,16.9,0.962,85.78,0.07,15,15,509
FB3,S2,2022-05-27T05:30:00Z,0,16.9,0.963,85.78,0.07,15,15,507
FB3,S2,2022-05-27T05:45:00Z,10.3,17,0.975,85.79,0.05,15,15,505
FB3,S2,2022-05-27T06:00:00Z,43.4,17.2,0.969,85.8,0.06,15,15,502
FB3,S2,2022-05-27T06:15:00Z,33.1,17.5,0.941,85.81,0.12,15,15,499
FB3,S2,2022-05-27T06:30:00Z,40.6,17.8,0.922,85.82,0.16,15,15,492
FB3,S2,2022-05-27T06:45:00Z,49.8,17.8,0.924,85.82,0.16,15,15,486
FB3,S2,2022-05-27T07:00:00Z,73.4,17.7,0.943,85.84,0.12,15,15,485
FB3,S2,2022-05-27T07:15:00Z,123.8,17.8,0.946,85.85,0.11,15,15,482
FB3,S2,2022-05-27T07:30:00Z,247.6,18.1,0.937,85.86,0.13,15,15,477
FB3,S2,2022-05-27T07:45:00Z,236,18.4,0.929,85.87,0.15,15,15,471
FB3,S2,2022-05-27T08:00:00Z,103.3,18.6,0.921,85.88,0.17,15,15,462
FB3,S2,2022-05-27T08:15:00Z,120.5,18.4,0.934,85.89,0.14,15,4,454
FB3,S2,2022-05-27T08:30:00Z,110.4,18.3,0.942,85.9,0.12,10,0,448
FB3,S2,2022-05-27T08:45:00Z,125.2,18.4,0.942,85.91,0.12,0,0,446
FB3,S2,2022-05-27T09:00:00Z,90.1,18.3,0.945,85.93,0.12,0,0,446
FB3,S2,2022-05-27T09:15:00Z,140.1,18.5,0.94,85.93,0.13,0,0,447
