Tree,Station,Timestamp,MC2_Port1_Wm2SolarRadiation,MC2_Port3_degreeCAirTemperature,MC2_Port3_RHRelativeHumidity,MC2_Port3_kPaAtmosphericPressure,MC2_Port3_kPaVPD,MC2_Port4_minLeafWetness,MC2_Port4_minLeafWetnesshigh,MC2_Port4_WetnessLevel,MC2_Port2_degreesWindDirection,MC2_Port2_msWindSpeed,MC2_Port2_msGustSpeed,MC2_Port2_degreeCAnemometerTemp,MC2_Port2_degreesXaxisLevel,MC2_Port2_degreesYaxisLevel
FB6,S2,2022-06-16T13:15:00Z,287.8,19.6,0.863,85.98,0.31,0,0,444,268,0.26,1.07,20.1,1.7,-5.9
FB6,S2,2022-06-16T13:30:00Z,160.2,19.2,0.862,85.98,0.31,0,0,445,241,0.31,1.08,19.6,1.8,-5.9
FB6,S2,2022-06-16T13:45:00Z,68.1,19,0.878,85.97,0.27,0,0,445,255,0.28,1.04,19.5,1.7,-5.9
FB6,S2,2022-06-16T14:00:00Z,59,18.6,0.891,85.95,0.23,0,0,445,252,0.3,1.12,19.1,1.7,-5.8
FB6,S2,2022-06-16T14:15:00Z,67.6,18.5,0.88,85.94,0.26,0,0,445,265,0.32,1.48,19.1,1.8,-5.9
FB6,S2,2022-06-16T14:30:00Z,73.4,18.8,0.872,85.93,0.28,0,0,445,261,0.3,1.09,19.2,1.7,-5.8
FB6,S2,2022-06-16T14:45:00Z,69.6,19.2,0.872,85.93,0.28,0,0,445,305,0.27,0.75,19.5,1.8,-5.9
FB6,S2,2022-06-16T15:00:00Z,38.6,19.1,0.881,85.91,0.26,0,0,445,268,0.23,1.01,19.3,1.8,-5.9
FB6,S2,2022-06-16T15:15:00Z,21.4,18.4,0.912,85.9,0.19,0,0,448,234,0.25,0.83,18.8,1.7,-5.9
FB6,S2,2022-06-16T15:30:00Z,18.7,18,0.934,85.91,0.14,14,12,529,236,0.26,1.34,18.4,1.6,-6
FB6,S2,2022-06-16T15:45:00Z,16.8,17.4,0.942,85.9,0.12,15,15,527,235,0.32,1.09,17.9,1.6,-5.9
FB6,S2,2022-06-16T16:00:00Z,9.2,17.3,0.955,85.9,0.09,15,15,523,248,0.2,0.69,17.7,1.6,-5.9
FB6,S2,2022-06-16T16:15:00Z,1.6,17.2,0.964,85.9,0.07,15,15,541,234,0.26,0.96,17.5,1.6,-6
FB6,S2,2022-06-16T16:30:00Z,2.6,17.2,0.972,85.89,0.06,15,15,568,242,0.24,0.7,17.4,1.5,-6
FB6,S2,2022-06-16T16:45:00Z,3.8,17.1,0.975,85.9,0.05,15,15,569,239,0.35,1.12,17.3,1.5,-5.9
FB6,S2,2022-06-16T17:00:00Z,5.3,16.8,0.974,85.9,0.05,15,15,567,241,0.29,1.11,17,1.5,-6
FB6,S2,2022-06-16T17:15:00Z,5.9,16.6,0.974,85.91,0.05,15,15,562,239,0.47,1.26,16.8,1.5,-6
FB6,S2,2022-06-16T17:30:00Z,0,16.6,0.977,85.94,0.04,15,15,557,233,0.58,1.33,16.8,1.5,-6
FB6,S2,2022-06-16T17:45:00Z,0,16.8,0.978,85.95,0.04,15,15,554,232,0.38,1.16,16.9,1.5,-6
FB6,S2,2022-06-16T18:00:00Z,0,16.7,0.978,85.98,0.04,15,15,553,231,0.38,1.03,16.9,1.5,-6
FB6,S2,2022-06-16T18:15:00Z,0,16.8,0.978,86,0.04,15,15,553,229,0.47,1.16,16.9,1.5,-6
FB6,S2,2022-06-16T18:30:00Z,0,16.9,0.98,86.03,0.04,15,15,589,238,0.23,0.94,16.9,1.5,-6.1
FB6,S2,2022-06-16T18:45:00Z,0,16.9,0.983,86.04,0.03,15,15,644,229,0.35,0.98,17,1.3,-6.1
FB6,S2,2022-06-16T19:00:00Z,0,16.8,0.984,86.05,0.03,15,15,648,232,0.38,0.97,16.9,1.4,-6.1
FB6,S2,2022-06-16T19:15:00Z,0,16.8,0.984,86.06,0.03,15,15,695,230,0.66,1.25,16.9,1.3,-6.1
FB6,S2,2022-06-16T19:30:00Z,0,16.8,0.985,86.07,0.03,15,15,684,229,0.55,1.02,16.9,1.4,-6.1
FB6,S2,2022-06-16T19:45:00Z,0,16.9,0.987,86.08,0.03,15,15,681,228,0.42,0.9,17,1.4,-6.1
FB6,S2,2022-06-16T20:00:00Z,0,16.9,0.987,86.09,0.02,15,15,677,224,0.26,0.93,17,1.4,-6.1
FB6,S2,2022-06-16T20:15:00Z,0,16.9,0.989,86.1,0.02,15,15,674,230,0.46,0.85,17,1.4,-6.1
FB6,S2,2022-06-16T20:30:00Z,0,16.9,0.988,86.11,0.02,15,15,672,226,0.41,1.07,17,1.4,-6.1
FB6,S2,2022-06-16T20:45:00Z,0,16.8,0.99,86.11,0.02,15,15,673,229,0.51,1.12,16.9,1.4,-6.1
FB6,S2,2022-06-16T21:00:00Z,0,16.8,0.99,86.11,0.02,15,15,670,230,0.61,1.15,16.9,1.4,-6.2
FB6,S2,2022-06-16T21:15:00Z,0,16.9,0.99,86.11,0.02,15,15,670,227,0.49,1.05,17,1.4,-6.2
FB6,S2,2022-06-16T21:30:00Z,0,16.9,0.992,86.12,0.02,15,15,669,226,0.36,0.82,17,1.4,-6.1
FB6,S2,2022-06-16T21:45:00Z,0,16.9,0.992,86.12,0.01,15,15,669,208,0.17,0.67,17,1.3,-6.1
FB6,S2,2022-06-16T22:00:00Z,0,17,0.993,86.12,0.01,15,15,719,226,0.49,0.96,17.1,1.3,-6.1
