Tree,Station,Timestamp,MC1_Port2_Wm2SolarRadiation,MC1_Port5_degreeCAirTemperature,MC1_Port5_RHRelativeHumidity,MC1_Port5_kPaAtmosphericPressure,MC1_Port5_kPaVPD,MC1_Port6_minLeafWetness,MC1_Port6_minLeafWetnesshigh,MC1_Port6_WetnessLevel,MC3_Port5_degreesWindDirection,MC3_Port5_msWindSpeed,MC3_Port5_msGustSpeed,MC3_Port5_degreeCAnemometerTemp,MC3_Port5_degreesXaxisLevel,MC3_Port5_degreesYaxisLevel
FB8,S4,2022-06-29T11:30:00Z,49.1,18.1,0.996,86.44,0.01,0,0,446,NA,NA,NA,NA,NA,NA
FB8,S4,2022-06-29T11:45:00Z,30.2,17.9,1,86.44,0,0,0,447,112,1.98,5.49,18.1,1.2,-1.4
FB8,S4,2022-06-29T12:00:00Z,33.7,17.8,0.999,86.44,0,0,0,446,118,1.99,6.46,18,1.1,-1.5
FB8,S4,2022-06-29T12:15:00Z,27.8,17.9,1,86.42,0,0,0,446,111,2.56,6.17,18.1,1.1,-1.5
FB8,S4,2022-06-29T12:30:00Z,54.7,18.1,0.999,86.42,0,0,0,446,101,2.39,5.19,18.4,1,-1.5
FB8,S4,2022-06-29T12:45:00Z,68.7,19.1,0.97,86.41,0.07,0,0,446,103,2.24,7.78,19.3,1.2,-1.5
FB8,S4,2022-06-29T13:00:00Z,72,19.5,0.941,86.4,0.13,0,0,446,103,2.36,4.98,19.7,1.2,-1.5
FB8,S4,2022-06-29T13:15:00Z,54.2,19.2,0.953,86.39,0.1,0,0,446,96,3.54,7.46,19.3,1.2,-1.4
FB8,S4,2022-06-29T13:30:00Z,51.8,18.8,0.973,86.38,0.06,0,0,446,97,2.92,5.65,19,1.1,-1.4
FB8,S4,2022-06-29T13:45:00Z,64.1,18.8,0.982,86.36,0.04,0,0,446,98,2.42,6.3,19.1,1.2,-1.5
FB8,S4,2022-06-29T14:00:00Z,45.2,19,0.972,86.36,0.06,0,0,446,96,1.97,4.46,19.1,1.2,-1.5
FB8,S4,2022-06-29T14:15:00Z,20.1,18.3,0.997,86.35,0.01,0,0,446,100,1.62,5.19,18.6,1.1,-1.5
FB8,S4,2022-06-29T14:30:00Z,20.7,18,0.999,86.33,0,0,0,447,91,2.2,4.78,18.2,1,-1.5
FB8,S4,2022-06-29T14:45:00Z,30.6,18.1,0.999,86.31,0,0,0,446,96,1.7,4.03,18.3,1.1,-1.5
FB8,S4,2022-06-29T15:00:00Z,22.3,18.2,1,86.3,0,0,0,446,95,1.94,5.14,18.5,1.1,-1.6
FB8,S4,2022-06-29T15:15:00Z,20.9,18.4,1,86.27,0,0,0,446,98,2.01,6.35,18.7,1.1,-1.5
FB8,S4,2022-06-29T15:30:00Z,19.6,18.5,0.999,86.27,0,0,0,446,99,2.43,6.17,18.7,1.1,-1.5
FB8,S4,2022-06-29T15:45:00Z,15.9,18.4,1.001,86.27,0,0,0,446,100,2.16,5.86,18.6,1.1,-1.5
FB8,S4,2022-06-29T16:00:00Z,11.2,18.4,1.001,86.28,0,0,0,447,94,2.7,5.94,18.5,1.1,-1.4
FB8,S4,2022-06-29T16:15:00Z,8.4,18.3,1.001,86.27,0,9,0,455,103,2.06,4.85,18.4,1,-1.5
FB8,S4,2022-06-29T16:30:00Z,11.9,18.3,1,86.27,0,15,14,476,98,3.7,8.34,18.3,1.1,-1.4
FB8,S4,2022-06-29T16:45:00Z,4.8,18.2,1,86.26,0,15,15,478,106,2.83,6.83,18.3,1.1,-1.6
FB8,S4,2022-06-29T17:00:00Z,6.6,18.1,1,86.26,0,15,15,486,98,4.02,7.69,18.2,1,-1.4
FB8,S4,2022-06-29T17:15:00Z,7,18,1,86.28,0,15,15,493,97,3.65,8.79,18.1,0.9,-1.3
FB8,S4,2022-06-29T17:30:00Z,3.8,17.9,1,86.29,0,15,15,506,98,3.28,7.5,18,1,-1.3
FB8,S4,2022-06-29T17:45:00Z,1.3,17.9,1,86.31,0,15,15,513,102,3.14,8.83,18.1,1.1,-1.5
FB8,S4,2022-06-29T18:00:00Z,0,18.1,1,86.33,0,15,15,514,99,3.74,8.35,18.2,0.9,-1.4
FB8,S4,2022-06-29T18:15:00Z,0,17.8,1,86.34,0,15,15,539,103,3.26,8.87,18,1,-1.3
FB8,S4,2022-06-29T18:30:00Z,0,17.7,1,86.36,0,15,15,531,99,4.14,9.22,17.9,1.1,-1.2
FB8,S4,2022-06-29T18:45:00Z,0,17.6,1,86.37,0,15,15,547,100,4.11,8.37,17.8,1,-1.3
FB8,S4,2022-06-29T19:00:00Z,0,17.6,1,86.37,0,15,15,550,98,3.92,8.97,17.7,1,-1.5
FB8,S4,2022-06-29T19:15:00Z,0,17.5,1.001,86.35,0,15,15,561,97,3.74,7.7,17.6,0.9,-1.4
FB8,S4,2022-06-29T19:30:00Z,0,17.6,1,86.37,0,15,15,560,98,3.93,9.46,17.8,1.1,-1.3
FB8,S4,2022-06-29T19:45:00Z,0,17.7,0.999,86.38,0,15,15,553,99,3.8,7.08,17.8,1.3,-1.4
FB8,S4,2022-06-29T20:00:00Z,0,17.7,1,86.4,0,15,15,552,105,3.67,8.44,17.8,1.3,-1.2
FB8,S4,2022-06-29T20:15:00Z,0,17.6,1,86.4,0,15,15,556,101,3.52,9.36,17.8,1,-1.4
FB8,S4,2022-06-29T20:30:00Z,0,17.5,1,86.42,0,15,15,555,100,3.49,8.04,17.7,1,-1.6
FB8,S4,2022-06-29T20:45:00Z,0,17.5,1,86.43,0,15,15,547,94,3.84,8.88,17.7,1,-1.5
FB8,S4,2022-06-29T21:00:00Z,0,17.6,1.001,86.44,0,15,15,530,104,2.66,5.59,17.7,1.1,-1.6
FB8,S4,2022-06-29T21:15:00Z,0,17.6,1.001,86.44,0,15,15,558,96,2.78,6.26,17.8,1,-1.5
FB8,S4,2022-06-29T21:30:00Z,0,17.5,1.001,86.43,0,15,15,556,100,3.12,9.22,17.7,1,-1.5
FB8,S4,2022-06-29T21:45:00Z,0,17.4,1,86.42,0,15,15,530,121,2.9,7.74,17.6,1.1,-1.5
FB8,S4,2022-06-29T22:00:00Z,0,17.3,1,86.42,0,15,15,588,128,2.34,5.67,17.5,1.2,-1.5
FB8,S4,2022-06-29T22:15:00Z,0,17.3,1,86.43,0,15,15,576,125,2.4,5.98,17.4,1.1,-1.5
FB8,S4,2022-06-29T22:30:00Z,0,17.4,1.001,86.42,0,15,15,547,119,2.34,6.06,17.5,1,-1.6
FB8,S4,2022-06-29T22:45:00Z,0,17.3,1,86.41,0,15,15,570,132,2.22,4.28,17.4,1.3,-1.6
FB8,S4,2022-06-29T23:00:00Z,0,17.2,0.999,86.41,0,15,15,560,130,2.15,4.25,17.3,1.2,-1.5
FB8,S4,2022-06-29T23:15:00Z,0,17.2,0.999,86.4,0,15,15,558,120,2.43,7.71,17.3,1.2,-1.5
FB8,S4,2022-06-29T23:30:00Z,0,17.1,1,86.39,0,15,15,580,125,2.42,5.07,17.2,1.3,-1.4
FB8,S4,2022-06-29T23:45:00Z,0,17.2,0.999,86.39,0,15,15,575,113,2.51,5.94,17.3,1.1,-1.4
FB8,S4,2022-06-30T00:00:00Z,0,17.4,1,86.38,0,15,15,566,109,2.6,7.51,17.5,1,-1.7
FB8,S4,2022-06-30T00:15:00Z,0,17.5,1,86.36,0,15,15,561,102,2.97,5.97,17.6,1,-1.6
FB8,S4,2022-06-30T00:30:00Z,0,17.6,1.001,86.35,0,15,15,541,112,2.8,7.09,17.7,1.2,-1.4
FB8,S4,2022-06-30T00:45:00Z,0,17.4,1,86.33,0,15,15,611,135,2.75,8.31,17.5,1.3,-1.3
FB8,S4,2022-06-30T01:00:00Z,0,17.3,1,86.3,0,15,15,545,131,2.79,7.34,17.5,1.3,-1.2
FB8,S4,2022-06-30T01:15:00Z,0,17.4,1,86.3,0,15,15,554,114,2.38,6.05,17.6,1.1,-1.5
FB8,S4,2022-06-30T01:30:00Z,0,17.5,1,86.29,0,15,15,600,116,2.01,4.43,17.6,1.2,-1.7
FB8,S4,2022-06-30T01:45:00Z,0,17.5,1,86.29,0,15,15,583,132,2.07,5.56,17.7,1.3,-1.7
FB8,S4,2022-06-30T02:00:00Z,0,17.6,1,86.28,0,15,15,588,117,2.2,5.23,17.7,1.1,-1.5
FB8,S4,2022-06-30T02:15:00Z,0,17.6,1,86.27,0,15,15,592,116,2.13,5.16,17.7,1.1,-1.6
FB8,S4,2022-06-30T02:30:00Z,0,17.6,1.001,86.28,0,15,15,553,107,2.11,6.58,17.8,1,-1.6
FB8,S4,2022-06-30T02:45:00Z,0,17.6,1.001,86.28,0,15,15,546,113,2.38,5.5,17.7,1.1,-1.6
FB8,S4,2022-06-30T03:00:00Z,0,17.4,1,86.28,0,15,15,554,121,2.45,5.86,17.6,1.3,-1.6
FB8,S4,2022-06-30T03:15:00Z,0,17.4,1,86.27,0,15,15,594,123,1.95,4.7,17.5,1.2,-1.6
