Timestamp,Wm2SolarRadiation,mmPrecipitation,LightningActivity,kmLightningDistance,degreesWindDirection,msWindSpeed,msGustSpeed,degreeCAirTemperature,RHRelativeHumidity,kPaAtmosphericPressure,degreesXaxisLevel,degreesYaxisLevel,mmhMaxPrecipRate,degreeCRHSensorTemp,kPaVPD,minLeafWetness,minLeafWetnesshigh,WetnessLevel,BatteryPercent,mVBatteryVoltage,kPaReferencePressure,degreeCLoggerTemperature,mmPrecipitation_ExtraSensor,mmhMaxPrecipRate_ExtraSensor,PastureID
2022-08-25T10:30:00Z,1043.3,0,0,0,1,1.53,3.66,21.9,0.856,85.57,3.8,-1.4,0,25.2,0.38,0,0,443,73,7574,85.49,25,NA,NA,TVP
2022-08-25T10:45:00Z,1074.1,0,0,0,3,1.88,4.26,21.8,0.865,85.57,3.8,-1.4,0,25.4,0.35,0,0,443,73,7581,85.49,25.4,NA,NA,TVP
2022-08-25T11:00:00Z,1073.4,0,0,0,355,2.15,4.05,21.6,0.869,85.57,3.8,-1.3,0,25.1,0.34,0,0,444,75,7592,85.48,25.2,NA,NA,TVP
2022-08-25T11:15:00Z,1129.5,0,0,0,358,2.3,5.03,21.9,0.867,85.55,3.7,-1.4,0,25.1,0.35,0,0,443,75,7593,85.47,25.3,NA,NA,TVP
2022-08-25T11:30:00Z,1111.3,0,0,0,352,2.61,4.53,21.5,0.87,85.55,3.7,-1.4,0,24.7,0.33,0,0,443,76,7602,85.46,25.1,NA,NA,TVP
2022-08-25T11:45:00Z,917.9,0,0,0,2,2.72,4.52,21.6,0.882,85.55,3.8,-1.6,0,24.4,0.3,0,0,443,76,7604,85.46,25.1,NA,NA,TVP
2022-08-25T12:00:00Z,441.3,0,0,0,7,2.38,5.37,20.5,0.907,85.56,3.7,-1.5,0,23.5,0.22,0,0,444,77,7615,85.46,24.6,NA,NA,TVP
2022-08-25T12:15:00Z,305.6,0.034,0,0,5,2.29,4.17,20,0.921,85.56,3.6,-1.4,2,22.5,0.18,9,3,493,77,7615,85.45,23.8,NA,NA,TVP
2022-08-25T12:30:00Z,681.6,0.085,0,0,8,2.42,6.46,19.5,0.942,85.54,3.5,-1.3,2,21.5,0.13,15,15,472,79,7625,85.45,22.6,NA,NA,TVP
2022-08-25T12:45:00Z,504.7,0,0,0,8,2.33,5.55,19.8,0.926,85.53,3.6,-1.4,0,21.4,0.17,9,5,445,80,7637,85.43,22.5,NA,NA,TVP
2022-08-25T13:00:00Z,955.7,0,0,0,4,2.22,4.79,20.9,0.905,85.51,3.6,-1.3,0,22.2,0.24,0,0,442,82,7654,85.42,23.1,NA,NA,TVP
2022-08-25T13:15:00Z,722.1,0,0,0,359,2.22,4.22,21,0.886,85.5,3.7,-1.3,0,23,0.28,0,0,442,84,7669,85.41,24,NA,NA,TVP
2022-08-25T13:30:00Z,1030.8,0,0,0,357,2.65,4.86,21.2,0.863,85.48,3.7,-1.5,0,23.2,0.35,0,0,441,86,7688,85.4,24.2,NA,NA,TVP
2022-08-25T13:45:00Z,810.3,0,0,0,14,2.74,5.2,21.3,0.864,85.45,3.6,-1.4,0,23.8,0.34,0,0,442,88,7700,85.36,25,NA,NA,TVP
2022-08-25T14:00:00Z,747.4,0,0,0,358,2.47,6.23,21.1,0.873,85.45,3.6,-1.4,0,23.8,0.32,0,0,442,89,7709,85.36,25.1,NA,NA,TVP
2022-08-25T14:15:00Z,539.6,0,0,0,0,2.2,4.58,20.9,0.878,85.46,3.7,-1.3,0,23.4,0.3,0,0,442,89,7714,85.36,24.8,NA,NA,TVP
2022-08-25T14:30:00Z,269.1,0,0,0,6,2.05,6.24,20.8,0.881,85.47,3.6,-1.3,0,23,0.29,0,0,444,89,7714,85.37,24.3,NA,NA,TVP
2022-08-25T14:45:00Z,269.5,0,0,0,5,1.98,4.1,21,0.867,85.47,3.6,-1.4,0,22.7,0.33,0,0,444,89,7715,85.37,23.8,NA,NA,TVP
2022-08-25T15:00:00Z,251.1,0,0,0,2,2.24,4.8,20.8,0.859,85.45,3.6,-1.3,0,22.4,0.34,0,0,444,90,7717,85.35,23.4,NA,NA,TVP
2022-08-25T15:15:00Z,236.8,0,0,0,354,1.99,6.05,20.6,0.872,85.45,3.6,-1.3,0,22.2,0.31,0,0,444,90,7718,85.35,23,NA,NA,TVP
2022-08-25T15:30:00Z,214.1,0,0,0,9,2.12,3.59,20.3,0.881,85.45,3.6,-1.4,0,21.9,0.28,0,0,444,90,7718,85.34,22.7,NA,NA,TVP
2022-08-25T15:45:00Z,102.5,0,0,0,7,1.89,3.9,20,0.895,85.46,3.5,-1.4,0,21.3,0.24,0,0,444,90,7719,85.35,22.2,NA,NA,TVP
2022-08-25T16:00:00Z,155.5,0,0,0,6,1.93,4.49,19.9,0.903,85.45,3.6,-1.4,0,20.8,0.22,0,0,444,90,7718,85.35,21.6,NA,NA,TVP
2022-08-25T16:15:00Z,107.6,0,0,0,358,1.9,4.32,19.7,0.913,85.45,3.6,-1.4,0,20.7,0.2,0,0,444,90,7716,85.34,21.4,NA,NA,TVP
2022-08-25T16:30:00Z,68.6,0,0,0,358,2.2,4.1,19.4,0.909,85.44,3.5,-1.3,0,20.2,0.21,0,0,444,90,7716,85.33,20.9,NA,NA,TVP
2022-08-25T16:45:00Z,72.5,0,0,0,358,1.77,2.97,19.3,0.911,85.45,3.5,-1.4,0,19.8,0.2,0,0,445,89,7715,85.34,20.5,NA,NA,TVP
2022-08-25T17:00:00Z,63.3,0,0,0,354,2.06,5.4,19.2,0.919,85.46,3.6,-1.4,0,19.6,0.18,0,0,445,89,7714,85.36,20.2,NA,NA,TVP
2022-08-25T17:15:00Z,56.7,0,0,0,354,2.42,6.02,19,0.922,85.48,3.6,-1.3,0,19.4,0.17,0,0,445,89,7710,85.37,19.9,NA,NA,TVP
2022-08-25T17:30:00Z,47.1,0,1,31,357,2.26,5.97,18.8,0.915,85.5,3.5,-1.2,0,19.2,0.19,0,0,445,89,7711,85.4,19.6,NA,NA,TVP
2022-08-25T17:45:00Z,23.3,0,0,0,355,2.28,4.52,18.8,0.915,85.52,3.6,-1.4,0,19,0.18,0,0,445,89,7710,85.42,19.4,NA,NA,TVP
2022-08-25T18:00:00Z,8.9,0,0,0,355,2.28,4.58,18.7,0.924,85.51,3.6,-1.5,0,18.8,0.16,0,0,445,88,7707,85.41,19.2,NA,NA,TVP
2022-08-25T18:15:00Z,0.2,0,0,0,356,0.99,3.03,18.7,0.926,85.55,3.5,-1.3,0,18.6,0.16,0,0,446,88,7707,85.44,19.1,NA,NA,TVP
2022-08-25T18:30:00Z,0,0,0,0,20,0.41,1.38,18.5,0.932,85.56,3.5,-1.4,0,18.5,0.14,1,0,450,88,7707,85.45,18.9,NA,NA,TVP
2022-08-25T18:45:00Z,0,0,1,24,2,1.55,3.53,18.4,0.932,85.56,3.5,-1.3,0,18.3,0.14,0,0,446,88,7705,85.46,18.6,NA,NA,TVP
2022-08-25T19:00:00Z,0,0,5,15,0,1.85,4.1,18.4,0.928,85.57,3.5,-1.4,0,18.2,0.15,0,0,446,88,7704,85.47,18.6,NA,NA,TVP
2022-08-25T19:15:00Z,0,0.426,0,0,13,0.75,2.46,18.2,0.937,85.58,3.5,-1.4,6.1,18.2,0.13,12,12,922,88,7704,85.47,18.5,NA,NA,TVP
2022-08-25T19:30:00Z,0,0.153,0,0,2,1.81,3.82,18.1,0.953,85.57,3.5,-1.4,2,18,0.1,15,15,944,88,7706,85.47,18.3,NA,NA,TVP
2022-08-25T19:45:00Z,0,0,0,0,15,1.6,3.38,18,0.961,85.6,3.4,-1.3,0,17.9,0.08,15,15,931,88,7703,85.5,18.2,NA,NA,TVP
2022-08-25T20:00:00Z,0,0,0,0,0,2.22,3.88,17.8,0.963,85.59,3.5,-1.4,0,17.8,0.07,15,15,930,88,7703,85.48,18.1,NA,NA,TVP
2022-08-25T20:15:00Z,0,0,0,0,3,1.36,3.17,17.9,0.957,85.6,3.5,-1.3,0,17.7,0.09,15,15,931,88,7702,85.5,18,NA,NA,TVP
2022-08-25T20:30:00Z,0,0,0,0,306,0.59,1.85,18.1,0.961,85.62,3.4,-1.3,0,17.8,0.08,15,15,928,88,7702,85.52,18.1,NA,NA,TVP
2022-08-25T20:45:00Z,0,0,0,0,45,0.4,1.17,18,0.97,85.62,3.5,-1.3,0,17.8,0.06,15,15,933,88,7702,85.52,18.1,NA,NA,TVP
2022-08-25T21:00:00Z,0,0,0,0,120,0.41,0.79,17.8,0.972,85.63,3.5,-1.4,0,17.7,0.06,15,15,939,88,7700,85.53,18,NA,NA,TVP
2022-08-25T21:15:00Z,0,0,0,0,8,1.2,3.07,17.6,0.973,85.63,3.5,-1.3,0,17.6,0.05,15,15,948,88,7700,85.53,17.8,NA,NA,TVP
2022-08-25T21:30:00Z,0,0,0,0,359,1.76,5.13,17.6,0.963,85.63,3.5,-1.4,0,17.4,0.07,15,15,957,88,7700,85.52,17.6,NA,NA,TVP
2022-08-25T21:45:00Z,0,0,0,0,358,1.99,3.97,17.5,0.957,85.6,3.6,-1.4,0,17.3,0.09,15,15,962,88,7701,85.5,17.5,NA,NA,TVP
2022-08-25T22:00:00Z,0,0,0,0,10,1.4,3.61,17.4,0.96,85.6,3.5,-1.3,0,17.2,0.08,15,15,966,88,7701,85.5,17.4,NA,NA,TVP
2022-08-25T22:15:00Z,0,0,0,0,43,0.51,1.82,17.3,0.963,85.61,3.5,-1.3,0,17.1,0.07,15,15,974,87,7698,85.51,17.3,NA,NA,TVP
2022-08-25T22:30:00Z,0,0,0,0,17,0.88,2.16,17.2,0.963,85.59,3.5,-1.3,0,17,0.07,15,15,979,87,7698,85.49,17.2,NA,NA,TVP
2022-08-25T22:45:00Z,0,0,0,0,12,1.57,3.18,17.3,0.962,85.57,3.5,-1.4,0,17,0.08,15,15,982,87,7699,85.47,17.2,NA,NA,TVP
2022-08-25T23:00:00Z,0,0,0,0,14,1.57,2.88,17.2,0.967,85.55,3.5,-1.4,0,17,0.07,15,15,988,87,7698,85.45,17.2,NA,NA,TVP
2022-08-25T23:15:00Z,0,0,0,0,5,1.57,2.74,17.1,0.965,85.53,3.6,-1.4,0,16.9,0.07,15,15,990,87,7697,85.43,17.1,NA,NA,TVP
2022-08-25T23:30:00Z,0,0.017,0,0,357,2.17,3.76,17.3,0.939,85.52,3.5,-1.4,1,16.9,0.12,15,15,981,87,7697,85.42,17,NA,NA,TVP
2022-08-25T23:45:00Z,0,0,0,0,3,2.11,3.52,17.3,0.93,85.5,3.4,-1.4,0,16.9,0.14,15,15,972,87,7697,85.4,17,NA,NA,TVP
2022-08-26T00:00:00Z,0,0,0,0,8,1.82,3.18,17,0.948,85.48,3.5,-1.3,0,16.8,0.1,15,15,973,87,7697,85.38,16.9,NA,NA,TVP
2022-08-26T00:15:00Z,0,0,0,0,354,3.23,5.56,17.1,0.948,85.45,3.5,-1.4,0,16.7,0.1,15,15,971,84,7672,85.34,17,NA,NA,TVP
2022-08-26T00:30:00Z,0,0,0,0,357,2.48,5.17,17.2,0.93,85.43,3.6,-1.4,0,16.8,0.14,15,15,968,85,7680,85.33,17.1,NA,NA,TVP
2022-08-26T00:45:00Z,0,0,0,0,19,1.51,2.59,17,0.953,85.42,3.5,-1.3,0,16.8,0.09,15,15,966,85,7679,85.32,17,NA,NA,TVP
2022-08-26T01:00:00Z,0,0,0,0,11,2.01,4.16,17.2,0.933,85.4,3.5,-1.4,0,16.8,0.13,15,15,954,85,7682,85.29,16.9,NA,NA,TVP
2022-08-26T01:15:00Z,0,0,0,0,14,2.16,3.92,17,0.926,85.39,3.6,-1.4,0,16.8,0.14,15,15,941,85,7681,85.29,16.8,NA,NA,TVP
2022-08-26T01:30:00Z,0,0,0,0,8,2.37,4.74,17.1,0.913,85.37,3.5,-1.3,0,16.8,0.17,15,15,922,85,7680,85.27,16.8,NA,NA,TVP
2022-08-26T01:45:00Z,0,0,0,0,9,2.61,4.88,16.9,0.92,85.36,3.5,-1.3,0,16.7,0.15,15,15,912,85,7681,85.26,16.7,NA,NA,TVP
2022-08-26T02:00:00Z,0,0,0,0,10,2.19,4.62,16.8,0.92,85.36,3.5,-1.4,0,16.6,0.15,15,15,905,85,7679,85.25,16.6,NA,NA,TVP
2022-08-26T02:15:00Z,0,0,0,0,1,3.16,8.03,16.8,0.903,85.33,3.6,-1.5,0,16.5,0.19,15,15,893,85,7678,85.22,16.6,NA,NA,TVP
2022-08-26T02:30:00Z,0,0,0,0,357,4.07,7.3,16.8,0.9,85.32,3.6,-1.4,0,16.5,0.19,15,15,879,85,7678,85.21,16.6,NA,NA,TVP
2022-08-26T02:45:00Z,0,0,0,0,358,4.09,9.49,16.9,0.92,85.31,3.4,-1.3,0,16.6,0.15,15,15,866,85,7680,85.21,16.6,NA,NA,TVP
2022-08-26T03:00:00Z,0,0,0,0,0,4.04,7.83,16.8,0.935,85.31,3.4,-1.1,0,16.6,0.12,15,15,858,85,7678,85.21,16.6,NA,NA,TVP
2022-08-26T03:15:00Z,0,0,0,0,358,3.94,7.65,16.8,0.942,85.31,3.4,-1.3,0,16.6,0.11,15,15,851,85,7678,85.2,16.7,NA,NA,TVP
2022-08-26T03:30:00Z,0,0,0,0,357,3.43,6.9,16.9,0.956,85.31,3.4,-1.3,0,16.6,0.09,15,15,848,85,7679,85.21,16.7,NA,NA,TVP
2022-08-26T03:45:00Z,0,0,0,0,356,4.43,7.69,17.1,0.958,85.31,3.3,-1,0,16.8,0.08,15,15,860,85,7679,85.21,16.9,NA,NA,TVP
2022-08-26T04:00:00Z,0,0,0,0,356,3.9,7.73,17.1,0.964,85.31,3.4,-1.5,0,16.9,0.07,15,15,845,85,7676,85.21,17,NA,NA,TVP
2022-08-26T04:15:00Z,0,0,0,0,356,4.5,8.36,17.2,0.957,85.31,3.6,-1.5,0,16.9,0.08,15,15,813,85,7678,85.21,17.1,NA,NA,TVP
2022-08-26T04:30:00Z,0,0,0,0,352,4.68,9.64,17.3,0.959,85.31,3.3,-1.2,0,17,0.08,15,15,763,85,7678,85.21,17.2,NA,NA,TVP
2022-08-26T04:45:00Z,0,0,0,0,357,4.34,8.92,17.3,0.958,85.33,3.7,-1.4,0,17,0.08,15,15,755,85,7678,85.22,17.2,NA,NA,TVP
2022-08-26T05:00:00Z,0,0,0,0,358,3.48,7.91,17.2,0.948,85.32,3.5,-1.6,0,17,0.1,15,15,748,85,7677,85.22,17.2,NA,NA,TVP
2022-08-26T05:15:00Z,0,0,0,0,354,3.84,6.97,17.2,0.943,85.32,3.9,-1.7,0,17,0.11,15,15,739,85,7675,85.22,17.1,NA,NA,TVP
2022-08-26T05:30:00Z,0.3,0,0,0,355,3.96,8.02,17.1,0.952,85.32,3.4,-1.1,0,16.9,0.09,15,15,734,85,7676,85.22,17.1,NA,NA,TVP
2022-08-26T05:45:00Z,2.7,0,0,0,354,4.23,7.71,17.1,0.965,85.31,3.5,-1.7,0,17,0.07,15,15,721,85,7674,85.21,17.2,NA,NA,TVP
2022-08-26T06:00:00Z,5.4,0,0,0,354,4.48,8.5,17.1,0.971,85.32,3.6,-1.2,0,17,0.06,15,15,714,85,7675,85.22,17.2,NA,NA,TVP
2022-08-26T06:15:00Z,13.9,0,0,0,356,4.34,8.72,17.2,0.971,85.34,3.6,-1.7,0,17,0.06,15,15,704,85,7676,85.23,17.3,NA,NA,TVP
2022-08-26T06:30:00Z,30.3,0,0,0,353,4.17,7.72,17.3,0.969,85.35,3.8,-1.6,0,17.2,0.06,15,15,696,85,7675,85.25,17.4,NA,NA,TVP
2022-08-26T06:45:00Z,55.6,0,0,0,354,4.21,8.15,17.2,0.983,85.39,3.5,-1.4,0,17.3,0.03,15,15,686,85,7676,85.29,17.5,NA,NA,TVP
2022-08-26T07:00:00Z,84.7,0,0,0,352,3.42,6.73,17.1,0.989,85.43,3.5,-1.2,0,17.3,0.02,15,15,678,84,7672,85.33,17.6,NA,NA,TVP
2022-08-26T07:15:00Z,97.7,0,0,0,353,2.75,7.16,17.1,0.987,85.45,3.5,-1.4,0,17.4,0.02,15,15,668,85,7676,85.35,17.6,NA,NA,TVP
2022-08-26T07:30:00Z,152.6,0,0,0,353,3.29,8.45,17.3,0.987,85.46,3.6,-1.3,0,17.6,0.03,15,15,656,85,7678,85.36,17.8,NA,NA,TVP
2022-08-26T07:45:00Z,158.3,0,0,0,353,3.16,6.92,17.3,0.988,85.47,3.5,-1.3,0,17.8,0.02,15,15,645,85,7679,85.37,18.1,NA,NA,TVP
2022-08-26T08:00:00Z,154.6,0,0,0,352,3.53,8.44,17.4,0.986,85.49,3.3,-1.3,0,17.9,0.03,15,15,634,85,7679,85.39,18.2,NA,NA,TVP
2022-08-26T08:15:00Z,175.2,0,0,0,355,3.99,8.11,17.4,0.983,85.48,3.5,-1.1,0,18,0.03,15,15,624,84,7672,85.39,18.4,NA,NA,TVP
2022-08-26T08:30:00Z,226.2,0,0,0,350,3.85,6.39,17.6,0.979,85.5,3.8,-1.6,0,18.1,0.04,15,15,612,85,7676,85.4,18.5,NA,NA,TVP
2022-08-26T08:45:00Z,128.4,0,0,0,352,3.83,8.35,17.6,0.975,85.49,3.7,-1.9,0,18.2,0.05,15,15,606,85,7678,85.39,18.6,NA,NA,TVP
2022-08-26T09:00:00Z,351.3,0,0,0,355,4.49,8.54,18.1,0.961,85.46,3.8,-1.1,0,18.6,0.08,15,15,598,86,7685,85.37,18.8,NA,NA,TVP
2022-08-26T09:15:00Z,419.5,0,0,0,351,4.53,9.06,18.5,0.952,85.45,3.3,-1.5,0,19.5,0.1,15,15,587,86,7690,85.36,19.5,NA,NA,TVP
2022-08-26T09:30:00Z,338.4,0,0,0,355,3.1,10.03,18.8,0.942,85.47,3.7,-1.1,0,19.9,0.12,15,15,579,87,7697,85.38,20,NA,NA,TVP
2022-08-26T09:45:00Z,291.1,0,0,0,5,2.24,5.71,18.9,0.943,85.5,3.6,-1.3,0,20.1,0.12,15,15,572,87,7697,85.4,20.3,NA,NA,TVP
2022-08-26T10:00:00Z,608.4,0,0,0,5,2.11,4.29,19.2,0.92,85.48,3.6,-1.4,0,20.5,0.18,15,15,555,89,7712,85.4,20.6,NA,NA,TVP
2022-08-26T10:15:00Z,967.6,0,0,0,3,1.87,6.69,20.7,0.894,85.47,3.8,-1.4,0,22.4,0.26,15,15,528,90,7723,85.41,22,NA,NA,TVP
2022-08-26T10:30:00Z,991.7,0,0,0,8,2.02,5.25,21.2,0.881,85.49,3.9,-1.4,0,23.9,0.3,15,15,493,92,7734,85.42,23.4,NA,NA,TVP
2022-08-26T10:45:00Z,1037.3,0,0,0,355,2.27,4.42,20.9,0.886,85.49,3.7,-1.3,0,24.2,0.28,14,10,448,93,7742,85.42,24.1,NA,NA,TVP
2022-08-26T11:00:00Z,1005.9,0,0,0,354,2.64,5.73,20.8,0.891,85.49,3.7,-1.4,0,24,0.27,0,0,444,93,7748,85.41,24.2,NA,NA,TVP
2022-08-26T11:15:00Z,1057.1,0,0,0,346,2.69,5.34,20.9,0.862,85.49,3.8,-1.1,0,23.8,0.34,0,0,444,94,7751,85.4,24,NA,NA,TVP
2022-08-26T11:30:00Z,849.3,0,0,0,350,2.69,5.98,20.8,0.869,85.47,3.7,-1.4,0,23.5,0.32,0,0,443,94,7756,85.38,24,NA,NA,TVP
2022-08-26T11:45:00Z,711.3,0,0,0,0,1.87,4.45,20.9,0.855,85.48,3.7,-1.4,0,23.1,0.36,0,0,443,95,7759,85.38,23.9,NA,NA,TVP
2022-08-26T12:00:00Z,752.5,0,0,0,3,1.67,4.15,21.1,0.855,85.49,3.6,-1.4,0,23.4,0.36,0,0,443,95,7765,85.39,24.4,NA,NA,TVP
2022-08-26T12:15:00Z,717.8,0,0,0,5,1.61,5.56,21.2,0.855,85.48,3.7,-1.4,0,23.7,0.37,0,0,443,96,7773,85.39,24.7,NA,NA,TVP
2022-08-26T12:30:00Z,958.7,0,0,0,4,2.18,4.52,21.9,0.83,85.46,3.8,-1.3,0,24.3,0.45,0,0,442,97,7782,85.36,25.4,NA,NA,TVP
2022-08-26T12:45:00Z,724.4,0,0,0,359,2.71,8.02,21.3,0.857,85.44,3.6,-1.1,0,24.1,0.36,0,0,443,98,7789,85.34,25.4,NA,NA,TVP
2022-08-26T13:00:00Z,856.5,0,0,0,352,2.27,4.64,21,0.852,85.4,3.7,-1.3,0,23.6,0.37,0,0,442,100,7803,85.3,24.9,NA,NA,TVP
2022-08-26T13:15:00Z,613.1,0,0,0,356,2.13,4.85,21.3,0.851,85.38,3.7,-1.4,0,23.7,0.38,0,0,442,100,7808,85.28,25.2,NA,NA,TVP
2022-08-26T13:30:00Z,588.7,0,0,0,349,1.96,4.41,20.8,0.862,85.36,3.7,-1.3,0,23.6,0.34,0,0,443,100,7811,85.26,25,NA,NA,TVP
2022-08-26T13:45:00Z,377.5,0,0,0,358,1.61,4.42,20.6,0.878,85.36,3.6,-1.3,0,23.2,0.3,0,0,444,100,7814,85.25,24.6,NA,NA,TVP
2022-08-26T14:00:00Z,245.7,0,0,0,2,1.47,2.83,20.6,0.876,85.35,3.6,-1.3,0,22.7,0.3,0,0,444,100,7811,85.24,24.1,NA,NA,TVP
2022-08-26T14:15:00Z,284.3,0,0,0,350,1.9,3.8,20.2,0.885,85.36,3.6,-1.3,0,22,0.27,0,0,444,100,7814,85.25,23.2,NA,NA,TVP
2022-08-26T14:30:00Z,295,0,0,0,354,1.36,3.71,20.8,0.868,85.32,3.7,-1.4,0,22.2,0.32,0,0,444,100,7815,85.23,23.2,NA,NA,TVP
2022-08-26T14:45:00Z,266.3,0,0,0,8,1.65,3.4,20.3,0.895,85.34,3.7,-1.4,0,22.5,0.25,0,0,444,100,7816,85.24,23.4,NA,NA,TVP
2022-08-26T15:00:00Z,119.4,0,0,0,18,1.48,3.96,19.9,0.909,85.35,3.6,-1.4,0,21.6,0.21,0,0,445,100,7814,85.24,22.6,NA,NA,TVP
2022-08-26T15:15:00Z,149.2,0,0,0,10,1.88,4.05,19.7,0.911,85.32,3.6,-1.3,0,21,0.2,0,0,445,100,7814,85.21,22,NA,NA,TVP
2022-08-26T15:30:00Z,137.5,0,0,0,17,1.83,3.52,19.7,0.908,85.3,3.5,-1.4,0,20.7,0.21,0,0,445,100,7815,85.19,21.6,NA,NA,TVP
2022-08-26T15:45:00Z,123,0,0,0,356,1.95,4.57,19.6,0.905,85.29,3.6,-1.4,0,20.5,0.22,0,0,445,100,7814,85.18,21.4,NA,NA,TVP
2022-08-26T16:00:00Z,56.4,0,0,0,357,2.34,5.62,19.4,0.907,85.29,3.5,-1.4,0,20.1,0.21,0,0,445,100,7815,85.18,20.9,NA,NA,TVP
2022-08-26T16:15:00Z,59.1,0,0,0,358,2.4,4.58,19.2,0.91,85.29,3.5,-1.3,0,19.7,0.2,0,0,445,100,7811,85.18,20.4,NA,NA,TVP
2022-08-26T16:30:00Z,51.9,0,0,0,352,3.16,6.73,18.9,0.9,85.3,3.6,-1.4,0,19.4,0.22,0,0,446,100,7811,85.2,20,NA,NA,TVP
2022-08-26T16:45:00Z,85.6,0,0,0,356,2.61,5.15,18.6,0.899,85.34,3.5,-1.3,0,19,0.21,0,0,446,100,7808,85.23,19.6,NA,NA,TVP
2022-08-26T17:00:00Z,70.6,0,0,0,357,2.26,4.8,18.6,0.905,85.38,3.5,-1.4,0,18.9,0.2,0,0,446,100,7810,85.27,19.4,NA,NA,TVP
2022-08-26T17:15:00Z,22.5,0,3,13,3,1.72,3.56,18.5,0.906,85.4,3.5,-1.4,0,18.7,0.2,0,0,448,100,7808,85.29,19.2,NA,NA,TVP
2022-08-26T17:30:00Z,5.9,0,12,11,25,1.25,2.81,18.4,0.919,85.42,3.5,-1.3,0,18.5,0.17,14,12,531,100,7805,85.31,19,NA,NA,TVP
2022-08-26T17:45:00Z,1.1,2.515,7,8,359,1.98,3.93,18,0.928,85.4,3.5,-1.3,51,18.2,0.15,15,15,821,100,7805,85.3,18.7,NA,NA,TVP
2022-08-26T18:00:00Z,0.4,1.651,3,9,2,1.76,3.51,17.3,0.969,85.42,3.5,-1.3,23.5,17.8,0.06,15,15,980,100,7802,85.31,18.2,NA,NA,TVP
2022-08-26T18:15:00Z,0,0.017,2,14,4,2.23,4.83,17.1,0.97,85.41,3.5,-1.3,1,17.3,0.06,15,15,981,100,7804,85.3,17.8,NA,NA,TVP
2022-08-26T18:30:00Z,0,0,0,0,359,2.68,4.75,17.1,0.966,85.38,3.5,-1.4,0,17.1,0.07,15,15,980,100,7801,85.27,17.5,NA,NA,TVP
2022-08-26T18:45:00Z,0,0,0,0,6,2.69,6.31,17,0.968,85.36,3.3,-1.2,0,17,0.06,15,15,978,100,7802,85.26,17.4,NA,NA,TVP
2022-08-26T19:00:00Z,0,0,0,0,355,4.27,7,17.2,0.955,85.37,3.5,-1,0,17,0.09,15,15,967,99,7799,85.26,17.2,NA,NA,TVP
2022-08-26T19:15:00Z,0,0,0,0,357,3.79,6.79,17,0.951,85.36,3.4,-1.1,0,16.9,0.1,15,15,942,100,7801,85.25,17.1,NA,NA,TVP
2022-08-26T19:30:00Z,0,0,0,0,354,4.44,8.29,17.1,0.943,85.37,3.4,-1.5,0,16.8,0.11,15,15,846,100,7801,85.27,17,NA,NA,TVP
2022-08-26T19:45:00Z,0,0,0,0,4,3.52,6.46,17.2,0.949,85.37,3.8,-1.7,0,16.8,0.1,15,15,846,99,7799,85.26,17,NA,NA,TVP
2022-08-26T20:00:00Z,0,0,0,0,16,2.6,5.86,17.3,0.949,85.39,3.5,-1.2,0,16.9,0.1,15,15,843,99,7799,85.28,17,NA,NA,TVP
2022-08-26T20:15:00Z,0,0,0,0,14,3.4,7.31,17.4,0.945,85.37,3.6,-1.2,0,17,0.11,15,15,837,99,7798,85.26,17.1,NA,NA,TVP
2022-08-26T20:30:00Z,0,0,0,0,10,3.41,5.94,17.4,0.954,85.35,3.6,-1.3,0,17.1,0.09,15,15,839,99,7798,85.25,17.2,NA,NA,TVP
2022-08-26T20:45:00Z,0,0,0,0,0,3.84,8.93,17.4,0.952,85.38,3.4,-1.3,0,17.1,0.1,15,15,834,99,7798,85.27,17.1,NA,NA,TVP
2022-08-26T21:00:00Z,0,0,0,0,0,2.48,5.57,17.2,0.955,85.41,3.6,-1.4,0,17,0.09,15,15,838,99,7798,85.31,17.1,NA,NA,TVP
2022-08-26T21:15:00Z,0,0,0,0,5,2.45,7,17,0.953,85.43,3.6,-1.5,0,16.8,0.09,15,15,838,99,7796,85.33,16.9,NA,NA,TVP
2022-08-26T21:30:00Z,0,0,0,0,9,1.74,4.1,16.9,0.951,85.47,3.5,-1.3,0,16.7,0.1,15,15,842,99,7797,85.37,16.8,NA,NA,TVP
2022-08-26T21:45:00Z,0,0,0,0,51,0.59,1.67,16.8,0.954,85.52,3.6,-1.3,0,16.5,0.09,15,15,844,99,7795,85.42,16.6,NA,NA,TVP
2022-08-26T22:00:00Z,0,0,0,0,20,1.21,3.16,17,0.952,85.53,3.5,-1.4,0,16.6,0.09,15,15,839,99,7794,85.42,16.7,NA,NA,TVP
2022-08-26T22:15:00Z,0,0,0,0,11,1.82,3.75,17,0.956,85.51,3.5,-1.4,0,16.7,0.09,15,15,835,99,7795,85.41,16.8,NA,NA,TVP
2022-08-26T22:30:00Z,0,0,0,0,18,1.8,4.21,17.3,0.951,85.52,3.5,-1.3,0,16.8,0.1,15,15,825,99,7795,85.42,16.9,NA,NA,TVP
2022-08-26T22:45:00Z,0,0,0,0,23,0.96,3.05,17.2,0.951,85.54,3.4,-1.3,0,16.9,0.1,15,15,823,99,7795,85.43,17,NA,NA,TVP
2022-08-26T23:00:00Z,0,0,0,0,100,0.6,1.64,17.1,0.955,85.53,3.5,-1.4,0,16.9,0.09,15,15,825,99,7792,85.43,17,NA,NA,TVP
