Timestamp,Wm2SolarRadiation,mmPrecipitation,LightningActivity,kmLightningDistance,degreesWindDirection,msWindSpeed,msGustSpeed,degreeCAirTemperature,RHRelativeHumidity,kPaAtmosphericPressure,degreesXaxisLevel,degreesYaxisLevel,mmhMaxPrecipRate,degreeCRHSensorTemp,kPaVPD,minLeafWetness,minLeafWetnesshigh,WetnessLevel,BatteryPercent,mVBatteryVoltage,kPaReferencePressure,degreeCLoggerTemperature,mmPrecipitation_ExtraSensor,mmhMaxPrecipRate_ExtraSensor,PastureID
2022-11-22T09:45:00Z,143.3,0.017,0,0,3,2.41,5.68,16.9,0.999,85.48,3.9,-1.3,1,17.3,0,15,15,1081,100,8080,85.39,17.7,NA,NA,TVP
2022-11-22T10:00:00Z,163.4,0.017,0,0,5,2.91,9.1,17,0.997,85.47,3.6,-1.3,1,17.5,0.01,15,15,1070,100,8083,85.38,17.9,NA,NA,TVP
2022-11-22T10:15:00Z,179.3,0,0,0,2,3.51,6.36,16.8,0.998,85.46,3.9,-1.1,0,17.4,0,15,15,1063,100,8086,85.37,17.8,NA,NA,TVP
2022-11-22T10:30:00Z,224.8,0,0,0,2,3.29,6.43,16.9,1.001,85.44,3.9,-1.4,0,17.5,0,15,15,1044,100,8086,85.34,17.9,NA,NA,TVP
2022-11-22T10:45:00Z,228.4,0,0,0,1,3.82,7.23,16.8,1.001,85.41,3.9,-1.1,0,17.6,0,15,15,1066,100,8092,85.32,18,NA,NA,TVP
2022-11-22T11:00:00Z,181.7,0,0,0,357,3.43,7.08,16.7,1.002,85.4,3.9,-1.3,0,17.5,0,15,15,1060,100,8095,85.31,18,NA,NA,TVP
2022-11-22T11:15:00Z,144,0,0,0,2,3.46,8.22,16.4,0.999,85.39,3.9,-1.5,0,17.2,0,15,15,1052,100,8094,85.3,17.8,NA,NA,TVP
2022-11-22T11:30:00Z,181.9,0,0,0,6,3.7,6.41,16.5,0.997,85.36,3.8,-1.3,0,17,0.01,15,15,1025,100,8097,85.27,17.6,NA,NA,TVP
2022-11-22T11:45:00Z,248.9,0,0,0,8,3.83,7.18,16.5,0.995,85.31,3.7,-1.3,0,17.2,0.01,15,15,991,100,8100,85.22,17.7,NA,NA,TVP
2022-11-22T12:00:00Z,274.8,0,0,0,8,4.34,8.4,16.4,0.993,85.28,3.9,-1.5,0,17.2,0.01,15,15,954,100,8103,85.19,17.7,NA,NA,TVP
2022-11-22T12:15:00Z,219.2,0,0,0,1,4.52,8.92,16.2,0.993,85.26,3.6,-1.7,0,17.1,0.01,15,15,908,100,8105,85.17,17.7,NA,NA,TVP
2022-11-22T12:30:00Z,212.1,0,0,0,2,4.63,8.37,16.2,0.992,85.23,4.3,-1.2,0,16.9,0.01,15,15,886,100,8108,85.13,17.6,NA,NA,TVP
2022-11-22T12:45:00Z,235.6,0,0,0,5,4.44,8.31,16.2,0.982,85.2,3.8,-1.5,0,16.9,0.03,15,15,863,100,8111,85.11,17.5,NA,NA,TVP
2022-11-22T13:00:00Z,198.5,0,0,0,6,4.4,7.65,16.2,0.962,85.18,3.8,-1.7,0,16.8,0.07,15,15,833,100,8114,85.09,17.4,NA,NA,TVP
2022-11-22T13:15:00Z,169.8,0,0,0,7,4.64,7.96,16.2,0.954,85.16,3.3,-1,0,16.7,0.08,15,15,767,100,8115,85.06,17.3,NA,NA,TVP
2022-11-22T13:30:00Z,175.3,0,0,0,4,4.55,7.91,16.2,0.942,85.15,3.5,-0.8,0,16.6,0.11,15,15,698,100,8114,85.05,17.2,NA,NA,TVP
2022-11-22T13:45:00Z,198.7,0,0,0,4,3.79,8.08,16.3,0.918,85.15,3.7,-1.2,0,16.7,0.15,15,15,636,100,8113,85.06,17.3,NA,NA,TVP
2022-11-22T14:00:00Z,193,0,0,0,7,2.29,5.31,16.4,0.909,85.17,3.9,-1.4,0,16.8,0.17,15,15,606,100,8118,85.08,17.4,NA,NA,TVP
2022-11-22T14:15:00Z,187.4,0,0,0,285,1.27,4.63,16.6,0.91,85.2,3.8,-1.3,0,17.1,0.17,15,15,588,100,8120,85.12,17.7,NA,NA,TVP
2022-11-22T14:30:00Z,167,0,0,0,10,1.6,4.3,16.6,0.917,85.22,3.9,-1.4,0,17.3,0.16,15,15,573,100,8123,85.13,17.9,NA,NA,TVP
2022-11-22T14:45:00Z,58.1,0,0,0,344,1.33,5.75,16.3,0.934,85.24,3.9,-1.3,0,17,0.12,15,15,567,100,8118,85.14,17.8,NA,NA,TVP
2022-11-22T15:00:00Z,42.5,0,0,0,10,0.98,3.32,16.1,0.965,85.22,3.8,-1.3,0,16.6,0.06,15,15,692,100,8118,85.12,17.4,NA,NA,TVP
2022-11-22T15:15:00Z,41.2,0.017,0,0,4,1.66,5.73,16.1,0.974,85.21,3.8,-1.3,1,16.4,0.05,15,15,903,100,8115,85.11,17,NA,NA,TVP
2022-11-22T15:30:00Z,89.4,0,0,0,24,1.25,3.94,16,0.98,85.2,3.8,-1.3,0,16.3,0.04,15,15,891,100,8117,85.1,16.9,NA,NA,TVP
2022-11-22T15:45:00Z,90.7,0,0,0,17,1.38,7.17,16.1,0.976,85.2,3.9,-1.3,0,16.4,0.04,15,15,870,100,8114,85.11,16.9,NA,NA,TVP
2022-11-22T16:00:00Z,96,0,0,0,13,1.99,7.22,16.2,0.953,85.2,3.8,-1.3,0,16.4,0.09,15,15,829,100,8114,85.11,16.9,NA,NA,TVP
2022-11-22T16:15:00Z,65.5,0,0,0,15,2.68,6.11,16.2,0.903,85.18,3.9,-1.4,0,16.3,0.18,15,15,708,100,8112,85.09,16.8,NA,NA,TVP
2022-11-22T16:30:00Z,38.1,0,0,0,14,2.65,7.24,16.2,0.867,85.19,3.8,-1.4,0,16.2,0.24,15,15,583,100,8113,85.09,16.7,NA,NA,TVP
2022-11-22T16:45:00Z,30.5,0,0,0,8,2.65,6.14,16,0.875,85.19,3.8,-1.3,0,16,0.23,15,15,538,100,8113,85.09,16.5,NA,NA,TVP
2022-11-22T17:00:00Z,17.7,0,0,0,6,3.16,7.64,15.8,0.894,85.19,3.8,-0.9,0,15.8,0.19,15,15,521,100,8108,85.09,16.3,NA,NA,TVP
2022-11-22T17:15:00Z,2.1,0,0,0,7,3.86,7.66,16,0.902,85.2,4,-1.4,0,15.7,0.18,15,15,510,100,8109,85.1,16.2,NA,NA,TVP
2022-11-22T17:30:00Z,0,0,0,0,4,3.13,7.74,16.1,0.917,85.23,3.8,-1.4,0,15.8,0.15,15,15,503,100,8110,85.13,16.2,NA,NA,TVP
2022-11-22T17:45:00Z,0,0,0,0,5,2.62,6.56,16.1,0.921,85.25,3.9,-1.5,0,15.9,0.15,15,15,497,100,8109,85.15,16.2,NA,NA,TVP
2022-11-22T18:00:00Z,0,0,0,0,10,2.04,5.78,16.3,0.911,85.27,3.8,-1.3,0,15.9,0.16,15,15,490,100,8108,85.18,16.2,NA,NA,TVP
2022-11-22T18:15:00Z,0,0,0,0,9,2.91,7.96,16.4,0.899,85.27,4.1,-1.6,0,16.1,0.19,15,15,478,100,8106,85.17,16.3,NA,NA,TVP
2022-11-22T18:30:00Z,0,0,0,0,10,2.81,6.82,16.4,0.9,85.3,3.9,-1.1,0,16.2,0.19,15,15,468,100,8106,85.2,16.3,NA,NA,TVP
2022-11-22T18:45:00Z,0,0,0,0,6,2.76,6.27,16.2,0.916,85.31,3.8,-1.1,0,16.1,0.15,15,15,464,100,8105,85.22,16.3,NA,NA,TVP
2022-11-22T19:00:00Z,0,0,0,0,11,2.38,6.34,16.1,0.92,85.33,3.9,-1.4,0,16,0.15,15,15,461,100,8103,85.24,16.2,NA,NA,TVP
2022-11-22T19:15:00Z,0,0,0,0,10,2.87,6.27,16.4,0.896,85.33,3.8,-1.5,0,16,0.19,15,4,457,100,8104,85.24,16.2,NA,NA,TVP
2022-11-22T19:30:00Z,0,0,0,0,2,3.64,6.23,16.6,0.881,85.34,4.2,-1.7,0,16.1,0.23,15,0,450,100,8103,85.25,16.3,NA,NA,TVP
2022-11-22T19:45:00Z,0,0,0,0,11,3.55,9.07,16.5,0.887,85.35,3.9,-1,0,16.3,0.21,0,0,447,100,8105,85.25,16.4,NA,NA,TVP
2022-11-22T20:00:00Z,0,0,0,0,8,3.52,6.62,16.7,0.874,85.35,3.8,-1.3,0,16.4,0.24,0,0,447,100,8104,85.25,16.5,NA,NA,TVP
2022-11-22T20:15:00Z,0,0,0,0,24,2.91,7.33,16.6,0.881,85.36,3.8,-1.4,0,16.4,0.22,0,0,447,100,8099,85.27,16.5,NA,NA,TVP
2022-11-22T20:30:00Z,0,0,0,0,13,2.54,5.31,16.5,0.878,85.38,3.9,-1.8,0,16.3,0.23,0,0,447,100,8102,85.28,16.4,NA,NA,TVP
2022-11-22T20:45:00Z,0,0,0,0,6,2.59,4.86,16.5,0.873,85.4,3.9,-1.5,0,16.3,0.24,0,0,447,100,8099,85.3,16.4,NA,NA,TVP
2022-11-22T21:00:00Z,0,0,0,0,22,2.11,4.99,16.3,0.885,85.43,4,-1.4,0,16.2,0.21,0,0,447,100,8100,85.33,16.4,NA,NA,TVP
2022-11-22T21:15:00Z,0,0,0,0,27,1.69,3.83,16.2,0.891,85.43,3.8,-1.3,0,16,0.2,0,0,447,100,8097,85.33,16.2,NA,NA,TVP
2022-11-22T21:30:00Z,0,0,0,0,17,2.47,4.26,16,0.894,85.42,3.9,-1.5,0,15.9,0.19,0,0,447,100,8097,85.32,16.1,NA,NA,TVP
2022-11-22T21:45:00Z,0,0,0,0,17,2.14,4.1,16,0.893,85.43,3.8,-1.3,0,15.8,0.19,0,0,447,100,8097,85.33,16,NA,NA,TVP
2022-11-22T22:00:00Z,0,0,0,0,38,1.05,2.99,15.8,0.906,85.44,3.8,-1.3,0,15.7,0.17,0,0,447,100,8093,85.34,15.8,NA,NA,TVP
2022-11-22T22:15:00Z,0,0,0,0,38,1.02,3.13,15.6,0.908,85.43,3.7,-1.3,0,15.4,0.16,0,0,447,100,8096,85.33,15.5,NA,NA,TVP
2022-11-22T22:30:00Z,0,0,0,0,22,1.15,2.86,15.6,0.903,85.42,3.7,-1.3,0,15.2,0.17,0,0,447,100,8091,85.32,15.4,NA,NA,TVP
2022-11-22T22:45:00Z,0,0,0,0,31,1.04,2.81,15.4,0.915,85.42,3.8,-1.3,0,15.2,0.15,0,0,448,100,8093,85.32,15.3,NA,NA,TVP
2022-11-22T23:00:00Z,0,0,0,0,46,0.93,2,15.1,0.932,85.42,3.8,-1.3,0,15,0.12,0,0,448,100,8094,85.32,15.1,NA,NA,TVP
2022-11-22T23:15:00Z,0,0,0,0,56,0.8,1.74,14.8,0.948,85.41,3.7,-1.3,0,14.7,0.09,7,0,451,100,8096,85.31,14.9,NA,NA,TVP
2022-11-22T23:30:00Z,0,0,0,0,25,1.12,3.23,15.1,0.932,85.4,3.8,-1.3,0,14.6,0.12,15,0,451,100,8089,85.3,14.7,NA,NA,TVP
2022-11-22T23:45:00Z,0,0,0,0,49,1.04,2.81,15.2,0.933,85.39,3.8,-1.3,0,14.7,0.12,15,0,451,100,8087,85.29,14.8,NA,NA,TVP
2022-11-23T00:00:00Z,0,0,0,0,46,1.15,2.45,15.2,0.936,85.37,3.7,-1.3,0,14.8,0.11,15,0,451,100,8088,85.27,14.8,NA,NA,TVP
2022-11-23T00:15:00Z,0,0,0,0,41,1.6,3.29,15.3,0.934,85.35,3.8,-1.3,0,14.8,0.12,15,0,451,100,8066,85.26,15,NA,NA,TVP
2022-11-23T00:30:00Z,0,0,0,0,38,1.87,3.58,15.3,0.916,85.32,3.8,-1.3,0,14.9,0.15,9,0,449,100,8074,85.23,15,NA,NA,TVP
2022-11-23T00:45:00Z,0,0,0,0,15,2.76,5.73,15.4,0.93,85.32,3.6,-1.3,0,15,0.12,0,0,448,100,8076,85.22,15,NA,NA,TVP
2022-11-23T01:00:00Z,0,0,0,0,14,2.7,5.26,15.4,0.939,85.3,3.9,-1.3,0,15.1,0.11,0,0,448,100,8074,85.21,15.1,NA,NA,TVP
2022-11-23T01:15:00Z,0,0,0,0,18,2.63,4.99,15.4,0.936,85.29,3.7,-1.3,0,15,0.11,0,0,448,100,8074,85.19,15.1,NA,NA,TVP
2022-11-23T01:30:00Z,0,0,0,0,24,2.33,5.09,15.1,0.938,85.28,3.7,-1.4,0,15,0.11,0,0,448,100,8074,85.19,15,NA,NA,TVP
2022-11-23T01:45:00Z,0,0,0,0,17,2.5,5.87,15,0.915,85.27,3.8,-1.4,0,14.8,0.15,0,0,448,100,8070,85.17,14.8,NA,NA,TVP
2022-11-23T02:00:00Z,0,0,0,0,18,2.42,4.93,14.8,0.914,85.26,3.8,-1.3,0,14.7,0.15,0,0,448,100,8072,85.17,14.7,NA,NA,TVP
2022-11-23T02:15:00Z,0,0,0,0,17,2.57,5.22,14.9,0.914,85.25,3.8,-1.3,0,14.6,0.15,0,0,448,100,8072,85.15,14.6,NA,NA,TVP
2022-11-23T02:30:00Z,0,0,0,0,20,2.48,3.95,14.8,0.915,85.24,3.8,-1.4,0,14.6,0.14,0,0,448,100,8074,85.14,14.6,NA,NA,TVP
2022-11-23T02:45:00Z,0,0,0,0,21,2.13,4.37,14.6,0.923,85.23,3.8,-1.3,0,14.4,0.13,0,0,448,100,8071,85.13,14.5,NA,NA,TVP
2022-11-23T03:00:00Z,0,0,0,0,5,2.52,4.8,14.7,0.906,85.22,3.7,-1.4,0,14.3,0.16,0,0,448,100,8073,85.13,14.4,NA,NA,TVP
2022-11-23T03:15:00Z,0,0,0,0,39,1.76,3.18,14.3,0.921,85.22,3.8,-1.3,0,14.2,0.13,0,0,448,100,8070,85.12,14.2,NA,NA,TVP
2022-11-23T03:30:00Z,0,0,0,0,39,1.7,2.79,14.3,0.904,85.2,3.7,-1.3,0,14,0.16,0,0,448,100,8071,85.11,14,NA,NA,TVP
2022-11-23T03:45:00Z,0,0,0,0,15,2.3,5.96,14.4,0.903,85.19,3.8,-1.4,0,13.9,0.16,0,0,448,100,8068,85.09,14,NA,NA,TVP
2022-11-23T04:00:00Z,0,0,0,0,11,2.88,5.19,14.6,0.906,85.18,3.6,-1.2,0,14.1,0.16,0,0,448,100,8069,85.08,14.1,NA,NA,TVP
2022-11-23T04:15:00Z,0,0,0,0,4,3.19,7.37,14.7,0.907,85.19,3.6,-1.2,0,14.2,0.16,0,0,448,100,8070,85.1,14.2,NA,NA,TVP
2022-11-23T04:30:00Z,0,0,0,0,6,3.44,8.55,14.9,0.902,85.2,3.6,-1.7,0,14.4,0.17,0,0,448,100,8070,85.11,14.4,NA,NA,TVP
2022-11-23T04:45:00Z,0,0,0,0,9,3.26,7.1,15.1,0.894,85.23,3.8,-1.2,0,14.6,0.18,0,0,447,100,8065,85.13,14.6,NA,NA,TVP
2022-11-23T05:00:00Z,0,0,0,0,7,3.27,5.84,15,0.886,85.24,3.8,-1.4,0,14.7,0.19,0,0,447,100,8065,85.14,14.7,NA,NA,TVP
2022-11-23T05:15:00Z,0,0,0,0,3,3.43,7.26,15,0.889,85.25,3.6,-1.2,0,14.7,0.19,0,0,447,100,8066,85.15,14.7,NA,NA,TVP
2022-11-23T05:30:00Z,0,0,0,0,2,3.6,7.8,15,0.907,85.26,3.8,-1.2,0,14.7,0.16,0,0,448,100,8067,85.17,14.7,NA,NA,TVP
2022-11-23T05:45:00Z,1.6,0,0,0,2,3.69,7.78,15,0.915,85.29,3.8,-1.5,0,14.8,0.15,0,0,448,100,8065,85.19,14.8,NA,NA,TVP
2022-11-23T06:00:00Z,6.7,0,0,0,3,3.85,7.1,15.2,0.906,85.31,3.7,-1.2,0,14.8,0.16,0,0,448,100,8066,85.22,14.8,NA,NA,TVP
2022-11-23T06:15:00Z,10.6,0,0,0,8,2.99,5.34,15.1,0.906,85.34,3.8,-1.4,0,14.9,0.16,0,0,448,100,8064,85.25,14.9,NA,NA,TVP
2022-11-23T06:30:00Z,13.5,0,0,0,1,3.05,6.01,15.4,0.905,85.36,3.7,-1.5,0,15,0.17,0,0,448,100,8067,85.26,15,NA,NA,TVP
2022-11-23T06:45:00Z,15.7,0,0,0,4,3.19,8.47,15.8,0.89,85.36,3.6,-1.2,0,15.2,0.2,0,0,447,100,8064,85.26,15.2,NA,NA,TVP
2022-11-23T07:00:00Z,17.9,0,0,0,7,3.02,5.77,16,0.886,85.36,3.7,-1.4,0,15.5,0.21,0,0,447,100,8065,85.26,15.4,NA,NA,TVP
2022-11-23T07:15:00Z,20.5,0,0,0,8,3.22,7.06,16.4,0.877,85.36,3.8,-1.2,0,15.9,0.23,0,0,447,100,8063,85.27,15.7,NA,NA,TVP
2022-11-23T07:30:00Z,24.3,0,0,0,12,2.87,7.06,16.5,0.876,85.38,3.8,-1.3,0,16.2,0.23,0,0,447,100,8064,85.29,16,NA,NA,TVP
2022-11-23T07:45:00Z,28.1,0,0,0,15,2.52,6.59,16.8,0.863,85.41,3.8,-1.4,0,16.4,0.26,0,0,447,100,8062,85.31,16.2,NA,NA,TVP
2022-11-23T08:00:00Z,31.9,0,0,0,26,1.94,4.14,17,0.865,85.43,3.8,-1.3,0,16.6,0.26,0,0,447,100,8063,85.33,16.4,NA,NA,TVP
2022-11-23T08:15:00Z,35.1,0,0,0,17,2.33,5.16,17.6,0.843,85.43,3.9,-1.2,0,17,0.32,0,0,447,100,8060,85.34,16.9,NA,NA,TVP
2022-11-23T08:30:00Z,50.4,0,0,0,41,1.57,3.09,17.3,0.882,85.44,4,-1.3,0,17.2,0.23,0,0,447,100,8060,85.34,17.1,NA,NA,TVP
2022-11-23T08:45:00Z,49.7,0,0,0,33,1.9,3.86,18,0.866,85.44,3.9,-1.3,0,17.6,0.28,0,0,447,100,8058,85.34,17.4,NA,NA,TVP
2022-11-23T09:00:00Z,69.7,0,0,0,30,1.54,5.02,18.3,0.868,85.44,3.9,-1.3,0,18,0.28,0,0,447,100,8058,85.35,17.8,NA,NA,TVP
2022-11-23T09:15:00Z,184.2,0,0,0,27,1.89,4.86,18.9,0.851,85.44,3.9,-1.3,0,18.7,0.33,0,0,446,100,8056,85.35,18.4,NA,NA,TVP
2022-11-23T09:30:00Z,752.8,0,0,0,11,2.02,6.16,19.3,0.922,85.38,4.1,-1.4,0,21.4,0.17,0,0,442,100,8055,85.34,19.6,NA,NA,TVP
2022-11-23T09:45:00Z,755.8,0,0,0,357,3.3,6.83,19.4,0.956,85.37,4.1,-1.3,0,23.2,0.1,0,0,442,100,8056,85.34,20.9,NA,NA,TVP
2022-11-23T10:00:00Z,762.3,0,0,0,359,3.02,7.48,19.8,0.938,85.37,4.1,-1.4,0,23.7,0.14,0,0,442,100,8058,85.34,21.8,NA,NA,TVP
2022-11-23T10:15:00Z,533.1,0,0,0,355,2.82,6.21,19.2,0.939,85.39,4.2,-1.3,0,22.9,0.13,0,0,443,100,8058,85.32,21.8,NA,NA,TVP
2022-11-23T10:30:00Z,845.8,0,0,0,19,1.56,4.68,20.6,0.9,85.35,4.1,-1.4,0,23.6,0.24,0,0,439,100,8059,85.31,22.7,NA,NA,TVP
2022-11-23T10:45:00Z,841.1,0,0,0,355,3.45,7.48,19.9,0.933,85.35,4.1,-1.2,0,24.4,0.16,0,0,441,100,8061,85.3,23.4,NA,NA,TVP
2022-11-23T11:00:00Z,565.7,0,0,0,356,2.55,5.13,19.4,0.93,85.37,4,-1.3,0,22.9,0.16,0,0,442,100,8067,85.29,22.8,NA,NA,TVP
2022-11-23T11:15:00Z,708.5,0,0,0,352,2.32,4.59,19.5,0.948,85.34,4,-1.3,0,23,0.12,0,0,442,100,8071,85.27,23.2,NA,NA,TVP
2022-11-23T11:30:00Z,619.9,0,0,0,359,2.01,5.96,20.2,0.905,85.33,4.1,-1.3,0,23,0.22,0,0,442,100,8074,85.25,23.5,NA,NA,TVP
2022-11-23T11:45:00Z,621.3,0,0,0,353,2.86,6.59,19.3,0.933,85.31,4,-1.3,0,22.6,0.15,0,0,443,100,8080,85.23,23.3,NA,NA,TVP
2022-11-23T12:00:00Z,417,0,0,0,351,2.91,5.61,18.7,0.954,85.3,3.8,-1.2,0,21.8,0.1,0,0,443,100,8084,85.21,22.7,NA,NA,TVP
2022-11-23T12:15:00Z,348.1,0,0,0,352,2.44,4.81,18.4,0.957,85.29,3.9,-1.2,0,20.8,0.09,0,0,444,100,8089,85.19,21.8,NA,NA,TVP
2022-11-23T12:30:00Z,262.9,0,0,0,1,1.38,3.03,18.5,0.95,85.28,3.9,-1.3,0,20.4,0.11,0,0,444,100,8086,85.18,21.6,NA,NA,TVP
2022-11-23T12:45:00Z,188.7,0,0,0,347,1.97,4.58,18.2,0.946,85.28,3.9,-1.2,0,19.8,0.11,0,0,445,100,8090,85.17,21,NA,NA,TVP
2022-11-23T13:00:00Z,342.7,0,0,0,359,1.83,3.57,18.8,0.936,85.25,3.9,-1.3,0,20.2,0.14,0,0,444,100,8093,85.15,21.3,NA,NA,TVP
2022-11-23T13:15:00Z,322.9,0,0,0,4,1.51,3.2,18.8,0.943,85.23,4,-1.3,0,20.5,0.12,0,0,443,100,8092,85.14,21.5,NA,NA,TVP
2022-11-23T13:30:00Z,227.6,0,0,0,354,1.74,3.9,19,0.926,85.22,3.9,-1.2,0,20.4,0.16,0,0,444,100,8093,85.12,21.3,NA,NA,TVP
2022-11-23T13:45:00Z,245,0,0,0,4,1.47,5.18,19.7,0.891,85.19,4,-1.3,0,20.9,0.25,0,0,444,100,8099,85.09,21.6,NA,NA,TVP
2022-11-23T14:00:00Z,316.6,0,0,0,4,1.49,4.52,19.6,0.895,85.18,4.1,-1.3,0,21.2,0.24,0,0,443,100,8097,85.08,21.9,NA,NA,TVP
2022-11-23T14:15:00Z,246.5,0,0,0,4,1.73,4.17,19.3,0.919,85.17,4,-1.3,0,21.3,0.18,0,0,444,100,8099,85.07,22,NA,NA,TVP
2022-11-23T14:30:00Z,183.1,0,0,0,6,1.45,2.66,19.2,0.925,85.16,4,-1.3,0,20.9,0.17,0,0,444,100,8099,85.06,21.7,NA,NA,TVP
2022-11-23T14:45:00Z,225.8,0,0,0,3,1.47,2.92,19.2,0.919,85.15,3.9,-1.3,0,20.6,0.18,0,0,444,100,8105,85.05,21.6,NA,NA,TVP
2022-11-23T15:00:00Z,165.8,0,0,0,357,1.92,3.69,18.9,0.933,85.14,3.9,-1.4,0,20.4,0.15,0,0,444,100,8102,85.04,21.2,NA,NA,TVP
2022-11-23T15:15:00Z,127.3,0,0,0,358,1.59,3.53,19.2,0.912,85.14,3.9,-1.4,0,20.2,0.2,0,0,445,100,8101,85.04,20.9,NA,NA,TVP
2022-11-23T15:30:00Z,132.4,0,0,0,359,2.34,4.02,18.6,0.945,85.15,3.9,-1.3,0,19.9,0.12,0,0,445,100,8102,85.05,20.6,NA,NA,TVP
2022-11-23T15:45:00Z,97.1,0,0,0,354,1.97,4.01,18.7,0.928,85.17,3.9,-1.3,0,19.5,0.16,0,0,445,100,8103,85.07,20.2,NA,NA,TVP
2022-11-23T16:00:00Z,29.9,0,0,0,353,2.53,4.74,18.5,0.914,85.18,3.9,-1.3,0,19,0.18,0,0,446,100,8099,85.08,19.7,NA,NA,TVP
2022-11-23T16:15:00Z,30.6,0,0,0,2,1.24,2.49,18.2,0.924,85.2,3.9,-1.3,0,18.6,0.16,0,0,446,100,8099,85.1,19.2,NA,NA,TVP
2022-11-23T16:30:00Z,35.5,0,0,0,9,0.91,1.99,18.2,0.926,85.21,3.8,-1.3,0,18.4,0.16,0,0,446,100,8099,85.1,19,NA,NA,TVP
2022-11-23T16:45:00Z,33.8,0,0,0,20,0.85,1.78,18.2,0.931,85.22,3.8,-1.3,0,18.4,0.14,6,2,501,100,8096,85.12,18.9,NA,NA,TVP
2022-11-23T17:00:00Z,12.4,0.119,1,27,11,0.82,1.73,18.1,0.939,85.23,3.9,-1.3,2,18.3,0.13,15,15,776,100,8096,85.13,18.7,NA,NA,TVP
2022-11-23T17:15:00Z,2.8,0.136,0,0,83,0.41,0.78,18,0.951,85.24,3.9,-1.3,3.1,18,0.1,15,15,973,100,8096,85.14,18.4,NA,NA,TVP
2022-11-23T17:30:00Z,0,1.055,0,0,346,0.29,0.88,17.8,0.955,85.27,3.8,-1.3,12.2,17.8,0.09,15,15,1102,100,8094,85.17,18.2,NA,NA,TVP
2022-11-23T17:45:00Z,0,0.136,0,0,28,0.78,1.2,17.7,0.965,85.28,3.8,-1.3,2,17.6,0.07,15,15,1181,100,8091,85.18,18,NA,NA,TVP
2022-11-23T18:00:00Z,0,0.017,0,0,43,0.63,1.11,17.4,0.974,85.29,3.8,-1.3,1,17.4,0.05,15,15,1182,100,8091,85.19,17.8,NA,NA,TVP
2022-11-23T18:15:00Z,0,0,0,0,43,0.79,2.14,17.2,0.969,85.31,3.9,-1.4,0,17.2,0.06,15,15,1183,100,8093,85.21,17.6,NA,NA,TVP
2022-11-23T18:30:00Z,0,0.051,0,0,6,1.68,3.78,17.3,0.964,85.31,3.8,-1.3,1,17.1,0.07,15,15,1114,100,8086,85.21,17.4,NA,NA,TVP
2022-11-23T18:45:00Z,0,0.851,0,0,12,1.84,3.04,17.4,0.971,85.33,3.8,-1.3,7.1,17.2,0.06,15,15,1162,100,8089,85.23,17.6,NA,NA,TVP
2022-11-23T19:00:00Z,0,0.545,0,0,6,2.45,5.33,17.4,0.981,85.34,3.8,-1.4,8.2,17.3,0.04,15,15,1125,100,8091,85.24,17.6,NA,NA,TVP
2022-11-23T19:15:00Z,0,0.017,0,0,359,2.18,4.98,17.3,0.987,85.35,3.9,-1.4,1,17.3,0.02,15,15,1011,100,8089,85.25,17.6,NA,NA,TVP
2022-11-23T19:30:00Z,0,0.136,0,0,358,2.24,3.7,17.3,0.988,85.37,3.9,-1.3,2,17.3,0.02,15,15,1117,100,8089,85.27,17.6,NA,NA,TVP
2022-11-23T19:45:00Z,0,0.051,0,0,11,1.56,3.74,17.2,0.989,85.39,3.9,-1.3,1,17.2,0.02,15,15,1159,100,8086,85.29,17.6,NA,NA,TVP
2022-11-23T20:00:00Z,0,0.051,0,0,6,1.4,3.83,17.3,0.982,85.41,3.9,-1.4,2,17.2,0.04,15,15,1135,100,8086,85.31,17.5,NA,NA,TVP
2022-11-23T20:15:00Z,0,0.562,0,0,9,1.36,2.64,17.3,0.982,85.42,3.8,-1.4,5.1,17.2,0.03,15,15,1096,100,8086,85.33,17.5,NA,NA,TVP
2022-11-23T20:30:00Z,0,0.034,0,0,29,0.71,1.57,17.2,0.986,85.44,3.9,-1.4,1,17.1,0.03,15,15,1015,100,8084,85.34,17.5,NA,NA,TVP
2022-11-23T20:45:00Z,0,0.221,0,0,5,1.64,3.79,17.1,0.991,85.46,3.9,-1.3,4.1,17.1,0.02,15,15,1058,100,8083,85.35,17.5,NA,NA,TVP
2022-11-23T21:00:00Z,0,0.357,0,0,356,2.6,5.04,17,0.994,85.46,3.8,-1.3,4.1,17,0.01,15,15,1058,100,8085,85.36,17.4,NA,NA,TVP
2022-11-23T21:15:00Z,0,0.238,0,0,0,2.34,6.32,17,0.988,85.46,3.8,-1.2,4.1,16.9,0.02,15,15,1160,100,8084,85.36,17.3,NA,NA,TVP
2022-11-23T21:30:00Z,0,0.085,0,0,4,2.15,4.67,17,0.988,85.46,3.8,-1.2,2,16.9,0.02,15,15,1202,100,8082,85.36,17.3,NA,NA,TVP
2022-11-23T21:45:00Z,0,0,0,0,6,2.2,4.45,16.9,0.992,85.44,3.8,-1.3,0,16.9,0.02,15,15,1216,100,8081,85.34,17.2,NA,NA,TVP
2022-11-23T22:00:00Z,0,0.187,0,0,2,2.11,3.9,17,0.988,85.44,3.8,-1.3,2,16.8,0.02,15,15,1256,100,8079,85.34,17.2,NA,NA,TVP
