z6-15979,Port 1,Port 1,Port 7,Port 7,Port 8,Port 8
Records: 5559,ECRN-100,ECRN-100,Battery,Battery,Barometer,Barometer
Timestamp, mm Precipitation, mm/h Max Precip Rate,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
4/11/2024 8:45,0.0,0.0,100,7873,86.09,19.1
4/11/2024 9:00,0.0,0.0,100,7875,86.09,19.2
4/11/2024 9:15,0.0,0.0,100,7873,86.10,19.4
4/11/2024 9:30,0.0,0.0,100,7874,86.12,19.5
4/11/2024 9:45,0.0,0.0,100,7871,86.12,19.6
4/11/2024 10:00,0.0,0.0,100,7874,86.11,19.8
4/11/2024 10:15,0.0,0.0,100,7875,86.11,19.9
4/11/2024 10:30,0.0,0.0,100,7875,86.11,19.9
4/11/2024 10:45,0.0,0.0,100,7873,86.10,20.1
4/11/2024 11:00,0.0,0.0,100,7874,86.11,20.3
4/11/2024 11:15,0.0,0.0,100,7875,86.11,20.4
4/11/2024 11:30,0.0,0.0,100,7874,86.10,20.5
4/11/2024 11:45,0.0,0.0,100,7872,86.09,20.6
4/11/2024 12:00,0.0,0.0,100,7876,86.08,20.6
4/11/2024 12:15,0.0,0.0,100,7878,86.08,20.6
4/11/2024 12:30,0.0,0.0,100,7874,86.06,20.6
4/11/2024 12:45,0.0,0.0,100,7873,86.04,20.8
4/11/2024 13:00,0.0,0.0,100,7873,86.03,21.0
4/11/2024 13:15,0.0,0.0,100,7876,86.02,20.9
4/11/2024 13:30,0.0,0.0,100,7875,86.00,21.0
4/11/2024 13:45,0.0,0.0,100,7875,85.99,21.1
4/11/2024 14:00,0.0,0.0,100,7874,85.98,21.1
4/11/2024 14:15,0.0,0.0,100,7873,85.96,21.0
4/11/2024 14:30,0.0,0.0,100,7874,85.95,21.1
4/11/2024 14:45,0.0,0.0,100,7874,85.94,21.1
4/11/2024 15:00,0.0,0.0,100,7873,85.93,21.0
4/11/2024 15:15,0.0,0.0,100,7874,85.92,20.9
4/11/2024 15:30,0.0,0.0,100,7875,85.92,20.7
4/11/2024 15:45,0.0,0.0,100,7874,85.91,20.6
4/11/2024 16:00,0.0,0.0,100,7874,85.92,20.5
4/11/2024 16:15,0.0,0.0,100,7874,85.91,20.4
4/11/2024 16:30,0.0,0.0,100,7874,85.91,20.3
4/11/2024 16:45,0.0,0.0,100,7874,85.91,20.2
4/11/2024 17:00,0.0,0.0,100,7874,85.92,20.1
4/11/2024 17:15,0.0,0.0,100,7874,85.94,20.0
4/11/2024 17:30,0.0,0.0,100,7871,85.95,19.8
4/11/2024 17:45,0.0,0.0,100,7873,85.95,19.7
4/11/2024 18:00,0.0,0.0,100,7877,85.96,19.6
4/11/2024 18:15,0.0,0.0,100,7873,85.97,19.5
4/11/2024 18:30,0.0,0.0,100,7873,85.97,19.4
4/11/2024 18:45,0.0,0.0,100,7871,85.97,19.3
4/11/2024 19:00,0.0,0.0,100,7874,85.98,19.2
4/11/2024 19:15,0.0,0.0,100,7872,85.99,19.2
4/11/2024 19:30,0.0,0.0,100,7871,85.99,19.1
4/11/2024 19:45,0.0,0.0,100,7871,86.00,19.1
4/11/2024 20:00,0.0,0.0,100,7873,86.02,19.1
4/11/2024 20:15,0.0,0.0,100,7870,86.04,19.0
4/11/2024 20:30,0.0,0.0,100,7873,86.06,18.9
4/11/2024 20:45,0.0,0.0,100,7871,86.06,18.9
4/11/2024 21:00,0.0,0.0,100,7872,86.08,18.8
4/11/2024 21:15,0.0,0.0,100,7871,86.08,18.8
4/11/2024 21:30,0.0,0.0,100,7874,86.10,18.8
4/11/2024 21:45,0.0,0.0,100,7871,86.11,18.8
4/11/2024 22:00,0.0,0.0,100,7873,86.13,18.8
4/11/2024 22:15,0.0,0.0,100,7871,86.12,18.8
4/11/2024 22:30,0.0,0.0,100,7871,86.11,18.8
4/11/2024 22:45,0.0,0.0,100,7871,86.12,18.8
4/11/2024 23:00,0.0,0.0,100,7873,86.12,18.8
4/11/2024 23:15,0.0,0.0,100,7869,86.10,18.8
4/11/2024 23:30,0.0,0.0,100,7870,86.08,18.9
4/11/2024 23:45,0.2,12.0,100,7871,86.05,18.9
4/12/2024 0:00,0.0,0.0,100,7871,86.04,18.9
4/12/2024 0:15,0.0,0.0,100,7853,86.02,19.1
4/12/2024 0:30,0.0,0.0,100,7859,86.02,19.1
4/12/2024 0:45,0.0,0.0,100,7859,86.01,19.0
4/12/2024 1:00,0.0,0.0,100,7861,85.99,18.9
4/12/2024 1:15,0.0,0.0,100,7862,85.96,18.8
4/12/2024 1:30,0.0,0.0,100,7859,85.95,18.7
4/12/2024 1:45,0.0,0.0,100,7860,85.94,18.7
4/12/2024 2:00,0.0,0.0,100,7861,85.93,18.7
4/12/2024 2:15,0.0,0.0,100,7862,85.93,18.7
4/12/2024 2:30,0.0,0.0,100,7861,85.91,18.7
4/12/2024 2:45,0.4,12.0,100,7863,85.92,18.6
4/12/2024 3:00,1.4,12.0,100,7862,85.91,18.6
4/12/2024 3:15,3.4,36.0,100,7862,85.91,18.6
4/12/2024 3:30,7.6,60.0,100,7861,85.91,18.6
4/12/2024 3:45,13.2,84.0,100,7862,85.91,18.7
4/12/2024 4:00,17.0,84.0,100,7862,85.92,18.6
4/12/2024 4:15,13.6,60.0,100,7863,85.93,18.5
4/12/2024 4:30,10.2,48.0,100,7863,85.96,18.4
4/12/2024 4:45,9.8,48.0,100,7861,85.97,18.3
4/12/2024 5:00,7.8,48.0,100,7862,85.97,18.2
4/12/2024 5:15,7.0,36.0,100,7862,85.98,18.1
4/12/2024 5:30,7.2,48.0,100,7862,85.98,18.2
4/12/2024 5:45,15.6,96.0,100,7863,85.99,18.3
4/12/2024 6:00,21.8,120.0,100,7862,86.01,18.3
4/12/2024 6:15,19.0,96.0,100,7859,86.04,18.2
4/12/2024 6:30,15.8,72.0,100,7860,86.07,18.1
4/12/2024 6:45,14.2,72.0,100,7859,86.09,17.9
4/12/2024 7:00,12.4,60.0,100,7861,86.11,17.8
4/12/2024 7:15,9.6,48.0,100,7862,86.14,17.8
4/12/2024 7:30,7.8,48.0,100,7859,86.17,17.7
4/12/2024 7:45,6.8,36.0,100,7860,86.19,17.7
4/12/2024 8:00,5.8,24.0,100,7861,86.22,17.5
4/12/2024 8:15,5.0,24.0,100,7859,86.22,17.5
4/12/2024 8:30,4.6,24.0,100,7859,86.22,17.4
4/12/2024 8:45,4.0,24.0,100,7859,86.23,17.5
4/12/2024 9:00,3.6,24.0,100,7857,86.24,17.4
4/12/2024 9:15,3.0,24.0,100,7859,86.25,17.3
4/12/2024 9:30,2.6,24.0,100,7858,86.25,17.4
4/12/2024 9:45,2.0,24.0,100,7856,86.27,17.4
4/12/2024 10:00,2.0,24.0,100,7855,86.25,17.4
4/12/2024 10:15,1.4,12.0,100,7858,86.23,17.5
4/12/2024 10:30,1.2,12.0,100,7857,86.21,17.7
4/12/2024 10:45,1.0,12.0,100,7861,86.21,17.9
4/12/2024 11:00,0.8,12.0,100,7857,86.21,18.1
4/12/2024 11:15,0.6,12.0,100,7859,86.20,18.2
4/12/2024 11:30,0.6,12.0,100,7859,86.20,18.2
4/12/2024 11:45,0.4,12.0,100,7859,86.17,18.1
4/12/2024 12:00,0.4,12.0,100,7855,86.14,18.2
4/12/2024 12:15,0.4,12.0,100,7858,86.09,18.3
4/12/2024 12:30,0.2,12.0,100,7857,86.08,18.5
4/12/2024 12:45,0.2,12.0,100,7859,86.09,18.6
4/12/2024 13:00,0.4,12.0,100,7859,86.06,18.9
4/12/2024 13:15,0.0,0.0,100,7860,86.03,18.9
4/12/2024 13:30,0.0,0.0,100,7859,86.02,19.0
4/12/2024 13:45,0.2,12.0,100,7860,86.01,19.0
4/12/2024 14:00,0.0,0.0,100,7859,85.99,19.1
4/12/2024 14:15,0.0,0.0,100,7857,85.98,19.1
4/12/2024 14:30,0.0,0.0,100,7860,86.00,19.1
4/12/2024 14:45,0.0,0.0,100,7859,85.98,19.1
4/12/2024 15:00,0.0,0.0,100,7858,85.96,19.0
4/12/2024 15:15,0.0,0.0,100,7859,85.96,19.1
4/12/2024 15:30,0.0,0.0,100,7860,85.95,19.1
4/12/2024 15:45,0.0,0.0,100,7861,85.94,19.0
4/12/2024 16:00,0.0,0.0,100,7861,85.94,19.0
4/12/2024 16:15,0.0,0.0,100,7859,85.95,19.0
4/12/2024 16:30,0.0,0.0,100,7861,85.96,18.9
4/12/2024 16:45,0.0,0.0,100,7860,85.95,18.8
4/12/2024 17:00,0.0,0.0,100,7860,85.95,18.7
4/12/2024 17:15,0.0,0.0,100,7861,85.96,18.6
4/12/2024 17:30,0.0,0.0,100,7861,85.96,18.5
4/12/2024 17:45,0.0,0.0,100,7860,85.97,18.4
4/12/2024 18:00,0.0,0.0,100,7857,85.97,18.3
4/12/2024 18:15,0.0,0.0,100,7859,85.98,18.2
4/12/2024 18:30,0.0,0.0,100,7859,85.99,18.1
4/12/2024 18:45,0.0,0.0,100,7859,86.00,18.0
4/12/2024 19:00,0.0,0.0,100,7859,86.01,17.9
4/12/2024 19:15,0.0,0.0,100,7859,86.04,17.8
4/12/2024 19:30,0.0,0.0,100,7857,86.05,17.7
4/12/2024 19:45,0.0,0.0,100,7857,86.08,17.7
4/12/2024 20:00,0.0,0.0,100,7857,86.08,17.6
4/12/2024 20:15,0.0,0.0,100,7859,86.09,17.5
4/12/2024 20:30,0.0,0.0,100,7859,86.10,17.5
4/12/2024 20:45,0.0,0.0,100,7860,86.14,17.5
4/12/2024 21:00,0.0,0.0,100,7859,86.17,17.5
4/12/2024 21:15,0.0,0.0,100,7858,86.19,17.5
4/12/2024 21:30,0.0,0.0,100,7859,86.19,17.4
4/12/2024 21:45,0.2,12.0,100,7861,86.19,17.4
4/12/2024 22:00,0.0,0.0,100,7857,86.19,17.3
4/12/2024 22:15,0.0,0.0,100,7858,86.19,17.2
4/12/2024 22:30,0.0,0.0,100,7859,86.17,17.2
4/12/2024 22:45,0.2,12.0,100,7854,86.16,17.1
4/12/2024 23:00,0.2,12.0,100,7859,86.14,17.1
4/12/2024 23:15,0.0,0.0,100,7857,86.15,17.1
4/12/2024 23:30,0.0,0.0,100,7857,86.13,17.0
4/12/2024 23:45,0.0,0.0,100,7859,86.13,17.0
4/13/2024 0:00,0.0,0.0,100,7858,86.12,17.0
4/13/2024 0:15,0.0,0.0,100,7836,86.08,17.2
4/13/2024 0:30,0.0,0.0,100,7846,86.09,17.1
4/13/2024 0:45,0.0,0.0,100,7846,86.08,16.9
4/13/2024 1:00,0.0,0.0,100,7844,86.05,16.8
4/13/2024 1:15,0.0,0.0,100,7846,86.01,16.7
4/13/2024 1:30,0.0,0.0,100,7848,85.99,16.7
4/13/2024 1:45,0.0,0.0,100,7846,86.00,16.6
4/13/2024 2:00,0.0,0.0,100,7846,85.98,16.6
4/13/2024 2:15,0.0,0.0,100,7849,85.97,16.6
4/13/2024 2:30,0.0,0.0,100,7846,85.99,16.6
4/13/2024 2:45,0.0,0.0,100,7846,86.00,16.7
4/13/2024 3:00,0.0,0.0,100,7849,85.99,16.7
4/13/2024 3:15,0.0,0.0,100,7849,85.99,16.7
4/13/2024 3:30,0.0,0.0,100,7846,86.01,16.7
4/13/2024 3:45,0.0,0.0,100,7849,86.03,16.7
4/13/2024 4:00,0.0,0.0,100,7849,86.04,16.6
4/13/2024 4:15,0.0,0.0,100,7846,86.04,16.6
4/13/2024 4:30,0.0,0.0,100,7846,86.05,16.6
4/13/2024 4:45,0.0,0.0,100,7848,86.05,16.5
4/13/2024 5:00,0.0,0.0,100,7847,86.05,16.4
4/13/2024 5:15,0.0,0.0,100,7848,86.07,16.2
4/13/2024 5:30,0.0,0.0,100,7846,86.07,16.2
4/13/2024 5:45,0.0,0.0,100,7846,86.09,16.2
4/13/2024 6:00,0.0,0.0,100,7849,86.10,16.3
4/13/2024 6:15,0.0,0.0,100,7849,86.12,16.3
4/13/2024 6:30,0.0,0.0,100,7850,86.13,16.4
4/13/2024 6:45,0.0,0.0,100,7849,86.15,16.4
4/13/2024 7:00,0.0,0.0,100,7849,86.17,16.4
4/13/2024 7:15,0.0,0.0,100,7848,86.19,16.5
4/13/2024 7:30,0.0,0.0,100,7848,86.21,16.5
4/13/2024 7:45,0.0,0.0,100,7849,86.22,16.4
4/13/2024 8:00,0.0,0.0,100,7848,86.24,16.4
4/13/2024 8:15,0.0,0.0,100,7843,86.26,16.6
4/13/2024 8:30,0.0,0.0,100,7842,86.26,16.6
4/13/2024 8:45,0.0,0.0,100,7843,86.27,16.6
4/13/2024 9:00,0.0,0.0,100,7843,86.27,16.6
4/13/2024 9:15,0.0,0.0,100,7844,86.27,16.6
4/13/2024 9:30,0.0,0.0,100,7843,86.26,16.9
4/13/2024 9:45,0.0,0.0,100,7839,86.27,17.0
4/13/2024 10:00,0.0,0.0,100,7839,86.28,17.2
4/13/2024 10:15,0.0,0.0,100,7842,86.27,17.2
4/13/2024 10:30,0.0,0.0,100,7841,86.27,17.3
4/13/2024 10:45,0.0,0.0,100,7841,86.27,17.3
4/13/2024 11:00,0.0,0.0,100,7841,86.28,17.0
4/13/2024 11:15,0.0,0.0,100,7840,86.26,16.9
4/13/2024 11:30,0.0,0.0,100,7841,86.23,16.9
4/13/2024 11:45,0.0,0.0,100,7843,86.22,17.0
4/13/2024 12:00,0.0,0.0,100,7843,86.19,17.0
4/13/2024 12:15,0.0,0.0,100,7842,86.16,17.3
4/13/2024 12:30,0.0,0.0,100,7842,86.16,17.5
4/13/2024 12:45,0.0,0.0,100,7840,86.16,17.4
4/13/2024 13:00,0.0,0.0,100,7844,86.16,17.2
4/13/2024 13:15,0.0,0.0,100,7845,86.15,17.0
4/13/2024 13:30,0.0,0.0,100,7842,86.15,16.8
4/13/2024 13:45,0.0,0.0,100,7844,86.12,16.7
4/13/2024 14:00,0.0,0.0,100,7845,86.11,16.6
4/13/2024 14:15,0.0,0.0,100,7843,86.11,16.5
4/13/2024 14:30,0.0,0.0,100,7842,86.09,16.6
4/13/2024 14:45,0.0,0.0,100,7843,86.10,16.6
4/13/2024 15:00,0.0,0.0,100,7843,86.09,16.4
4/13/2024 15:15,0.0,0.0,100,7844,86.07,16.3
4/13/2024 15:30,0.0,0.0,100,7841,86.05,16.2
4/13/2024 15:45,0.0,0.0,100,7843,86.05,16.2
4/13/2024 16:00,0.0,0.0,100,7841,86.06,16.1
4/13/2024 16:15,0.0,0.0,100,7843,86.05,16.1
4/13/2024 16:30,0.0,0.0,100,7840,86.05,16.1
4/13/2024 16:45,0.0,0.0,100,7839,86.04,16.2
4/13/2024 17:00,0.0,0.0,100,7843,86.05,16.3
4/13/2024 17:15,0.0,0.0,100,7841,86.03,16.3
4/13/2024 17:30,0.0,0.0,100,7841,86.03,16.4
4/13/2024 17:45,0.0,0.0,100,7843,86.02,16.6
4/13/2024 18:00,0.0,0.0,100,7842,86.01,16.6
4/13/2024 18:15,0.0,0.0,100,7840,86.02,16.6
4/13/2024 18:30,0.0,0.0,100,7842,86.01,16.7
4/13/2024 18:45,0.0,0.0,100,7844,86.03,16.8
4/13/2024 19:00,0.0,0.0,100,7844,86.04,16.8
4/13/2024 19:15,0.0,0.0,100,7844,86.05,16.9
4/13/2024 19:30,0.0,0.0,100,7842,86.07,17.0
4/13/2024 19:45,0.0,0.0,100,7844,86.08,17.0
4/13/2024 20:00,0.0,0.0,100,7843,86.09,17.0
4/13/2024 20:15,0.0,0.0,100,7843,86.10,17.0
4/13/2024 20:30,0.0,0.0,100,7843,86.12,17.0
4/13/2024 20:45,0.0,0.0,100,7843,86.14,16.9
4/13/2024 21:00,0.0,0.0,100,7845,86.14,16.7
4/13/2024 21:15,0.0,0.0,100,7846,86.13,16.5
4/13/2024 21:30,0.0,0.0,100,7842,86.13,16.4
4/13/2024 21:45,0.0,0.0,100,7846,86.13,16.3
4/13/2024 22:00,0.0,0.0,100,7841,86.13,16.3
4/13/2024 22:15,0.0,0.0,100,7843,86.11,16.3
4/13/2024 22:30,0.0,0.0,100,7842,86.10,16.3
4/13/2024 22:45,0.0,0.0,100,7844,86.09,16.3
4/13/2024 23:00,0.0,0.0,100,7841,86.08,16.3
4/13/2024 23:15,0.0,0.0,100,7844,86.07,16.4
4/13/2024 23:30,0.0,0.0,100,7843,86.06,16.5
4/13/2024 23:45,0.0,0.0,100,7841,86.06,16.5
4/14/2024 0:00,0.0,0.0,100,7843,86.05,16.6
4/14/2024 0:15,0.0,0.0,100,7836,86.03,16.8
4/14/2024 0:30,0.0,0.0,100,7838,86.00,16.8
4/14/2024 0:45,0.0,0.0,100,7836,85.99,16.8
4/14/2024 1:00,0.0,0.0,100,7839,85.95,16.8
4/14/2024 1:15,0.0,0.0,100,7838,85.94,16.7
4/14/2024 1:30,0.0,0.0,100,7838,85.91,16.7
4/14/2024 1:45,0.0,0.0,100,7838,85.89,16.7
4/14/2024 2:00,0.0,0.0,100,7839,85.88,16.7
4/14/2024 2:15,0.0,0.0,100,7842,85.86,16.7
4/14/2024 2:30,0.0,0.0,100,7838,85.86,16.7
4/14/2024 2:45,0.0,0.0,100,7838,85.85,16.7
4/14/2024 3:00,0.0,0.0,100,7840,85.85,16.7
4/14/2024 3:15,0.0,0.0,100,7840,85.85,16.7
4/14/2024 3:30,0.0,0.0,100,7840,85.85,16.6
4/14/2024 3:45,0.0,0.0,100,7838,85.85,16.6
4/14/2024 4:00,0.0,0.0,100,7837,85.86,16.6
4/14/2024 4:15,0.0,0.0,100,7839,85.85,16.6
4/14/2024 4:30,0.0,0.0,100,7837,85.86,16.6
4/14/2024 4:45,0.0,0.0,100,7839,85.88,16.7
4/14/2024 5:00,0.0,0.0,100,7839,85.89,16.7
4/14/2024 5:15,0.0,0.0,100,7839,85.90,16.7
4/14/2024 5:30,0.0,0.0,100,7840,85.91,16.7
4/14/2024 5:45,0.0,0.0,100,7838,85.93,16.7
4/14/2024 6:00,0.0,0.0,100,7840,85.95,16.7
4/14/2024 6:15,0.0,0.0,100,7838,85.96,16.7
4/14/2024 6:30,0.0,0.0,100,7838,85.98,16.8
4/14/2024 6:45,0.0,0.0,100,7840,85.99,16.9
4/14/2024 7:00,0.0,0.0,100,7840,86.02,17.0
4/14/2024 7:15,0.0,0.0,100,7840,86.04,17.0
4/14/2024 7:30,0.0,0.0,100,7839,86.06,17.1
4/14/2024 7:45,0.0,0.0,100,7838,86.08,17.3
4/14/2024 8:00,0.0,0.0,100,7840,86.09,17.5
4/14/2024 8:15,0.0,0.0,100,7840,86.10,17.6
4/14/2024 8:30,0.0,0.0,100,7840,86.11,17.7
4/14/2024 8:45,0.0,0.0,100,7840,86.11,17.9
4/14/2024 9:00,0.0,0.0,100,7841,86.12,18.1
4/14/2024 9:15,0.0,0.0,100,7839,86.13,18.3
4/14/2024 9:30,0.0,0.0,100,7839,86.12,18.4
4/14/2024 9:45,0.0,0.0,100,7840,86.11,18.6
4/14/2024 10:00,0.0,0.0,100,7840,86.11,18.7
4/14/2024 10:15,0.0,0.0,100,7840,86.11,18.9
4/14/2024 10:30,0.0,0.0,100,7842,86.12,19.0
4/14/2024 10:45,0.0,0.0,100,7840,86.11,19.0
4/14/2024 11:00,0.0,0.0,100,7841,86.09,19.1
4/14/2024 11:15,0.0,0.0,100,7841,86.09,19.2
4/14/2024 11:30,0.0,0.0,100,7840,86.08,19.3
4/14/2024 11:45,0.0,0.0,100,7840,86.06,19.4
4/14/2024 12:00,0.0,0.0,100,7841,86.05,19.6
4/14/2024 12:15,0.0,0.0,100,7840,86.03,19.7
4/14/2024 12:30,0.0,0.0,100,7841,86.00,20.0
4/14/2024 12:45,0.0,0.0,100,7843,85.97,20.6
4/14/2024 13:00,0.0,0.0,100,7843,85.94,20.7
4/14/2024 13:15,0.0,0.0,100,7843,85.92,20.4
4/14/2024 13:30,0.0,0.0,100,7844,85.92,20.4
4/14/2024 13:45,0.0,0.0,100,7842,85.92,20.3
4/14/2024 14:00,0.0,0.0,100,7844,85.90,20.3
4/14/2024 14:15,0.0,0.0,100,7842,85.89,20.3
4/14/2024 14:30,0.0,0.0,100,7844,85.87,20.3
4/14/2024 14:45,0.0,0.0,100,7843,85.86,20.3
4/14/2024 15:00,0.0,0.0,100,7843,85.86,20.1
4/14/2024 15:15,0.0,0.0,100,7843,85.87,20.0
4/14/2024 15:30,0.0,0.0,100,7843,85.87,19.9
4/14/2024 15:45,0.0,0.0,100,7840,85.87,19.8
4/14/2024 16:00,0.0,0.0,100,7841,85.86,19.6
4/14/2024 16:15,0.0,0.0,100,7843,85.86,19.5
4/14/2024 16:30,0.0,0.0,100,7844,85.87,19.3
4/14/2024 16:45,0.0,0.0,100,7843,85.88,19.2
4/14/2024 17:00,0.0,0.0,100,7845,85.89,19.0
4/14/2024 17:15,0.0,0.0,100,7844,85.90,18.9
4/14/2024 17:30,0.0,0.0,100,7841,85.91,18.8
4/14/2024 17:45,0.0,0.0,100,7842,85.93,18.6
4/14/2024 18:00,0.0,0.0,100,7842,85.93,18.4
4/14/2024 18:15,0.0,0.0,100,7841,85.92,18.2
4/14/2024 18:30,0.0,0.0,100,7843,85.91,18.0
4/14/2024 18:45,0.0,0.0,100,7841,85.91,17.9
4/14/2024 19:00,0.0,0.0,100,7841,85.91,17.8
4/14/2024 19:15,0.0,0.0,100,7840,85.92,17.7
4/14/2024 19:30,0.0,0.0,100,7842,85.93,17.6
4/14/2024 19:45,0.0,0.0,100,7843,85.95,17.5
4/14/2024 20:00,0.0,0.0,100,7842,85.96,17.4
4/14/2024 20:15,0.0,0.0,100,7841,85.96,17.3
4/14/2024 20:30,0.0,0.0,100,7842,85.98,17.3
4/14/2024 20:45,0.0,0.0,100,7843,86.00,17.2
4/14/2024 21:00,0.0,0.0,100,7840,86.02,17.1
4/14/2024 21:15,0.0,0.0,100,7840,86.00,17.0
4/14/2024 21:30,0.0,0.0,100,7840,86.01,17.0
4/14/2024 21:45,0.0,0.0,100,7840,86.01,17.0
4/14/2024 22:00,0.0,0.0,100,7843,86.02,17.0
4/14/2024 22:15,0.0,0.0,100,7840,86.02,16.9
4/14/2024 22:30,0.0,0.0,100,7839,86.02,16.8
4/14/2024 22:45,0.0,0.0,100,7840,86.02,16.7
