z6-15935,Port 1,Port 1,Port 1,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 7,Port 7,Port 8,Port 8
Records: 1429,PHYTOS 31,PHYTOS 31,PHYTOS 31,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,Battery,Battery,Barometer,Barometer
Timestamp, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, W/m² Solar Radiation, mm Precipitation, Lightning Activity, km Lightning Distance,° Wind Direction, m/s Wind Speed, m/s Gust Speed, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure,° X-axis Level,° Y-axis Level, mm/h Max Precip Rate, °C RH Sensor Temp,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
12/28/2023 11:45,9,0,450,279.0,0.000,0,0,14,2.09,5.22,19.8,1.005,86.16,2.1,-0.3,0.0,22.6,100,8069,86.06,23.8
12/28/2023 12:00,15,0,450,216.4,0.000,0,0,27,1.73,4.24,19.6,0.995,86.14,2.1,-0.3,0.0,21.8,100,8066,86.04,23.0
12/28/2023 12:15,13,0,450,322.1,0.000,0,0,60,1.93,4.36,19.5,1.003,86.13,2.0,-0.3,0.0,21.4,100,8066,86.03,22.7
12/28/2023 12:30,4,0,450,390.1,0.000,0,0,40,2.01,3.75,19.8,0.996,86.11,2.1,-0.3,0.0,22.0,100,8067,86.01,23.0
12/28/2023 12:45,2,0,448,723.9,0.000,0,0,48,1.39,3.41,20.9,0.987,86.07,2.1,-0.3,0.0,23.1,100,8067,85.98,23.5
12/28/2023 13:00,0,0,449,349.6,0.000,0,0,89,1.13,3.36,20.2,1.000,86.05,2.1,-0.3,0.0,23.3,100,8069,85.96,23.9
12/28/2023 13:15,0,0,448,467.8,0.000,0,0,50,1.01,3.19,20.8,0.989,86.02,2.1,-0.3,0.0,23.3,100,8067,85.93,23.8
12/28/2023 13:30,0,0,449,375.8,0.000,0,0,14,1.71,4.25,20.8,0.994,86.02,2.2,-0.3,0.0,23.5,100,8067,85.93,24.1
12/28/2023 13:45,0,0,450,366.9,0.000,0,0,358,2.42,4.67,20.6,1.002,86.02,2.1,-0.3,0.0,23.4,100,8068,85.92,24.0
12/28/2023 14:00,1,0,449,489.7,0.000,0,0,40,2.35,5.50,20.4,0.999,85.99,2.2,-0.4,0.0,23.3,100,8068,85.90,24.0
12/28/2023 14:15,0,0,448,477.5,0.000,0,0,55,2.09,4.24,20.7,0.991,85.98,2.1,-0.3,0.0,23.1,100,8069,85.89,24.3
12/28/2023 14:30,0,0,448,535.8,0.000,0,0,81,1.95,4.27,20.8,0.990,85.96,2.1,-0.4,0.0,23.5,100,8067,85.87,24.8
12/28/2023 14:45,0,0,448,517.9,0.000,0,0,62,2.18,4.79,20.9,1.000,85.96,2.1,-0.4,0.0,23.6,100,8064,85.86,25.4
12/28/2023 15:00,0,0,448,449.9,0.000,0,0,62,2.52,6.02,20.8,0.988,85.95,2.1,-0.3,0.0,23.7,100,8063,85.85,25.5
12/28/2023 15:15,0,0,448,358.8,0.000,0,0,57,2.52,4.97,20.5,0.995,85.95,2.2,-0.3,0.0,23.3,100,8061,85.85,25.0
12/28/2023 15:30,7,0,451,58.5,0.000,0,0,57,2.02,5.79,20.1,0.996,85.98,2.1,-0.3,0.0,22.1,100,8060,85.87,23.5
12/28/2023 15:45,15,0,451,39.9,0.000,5,12,58,1.58,4.17,19.7,0.998,86.00,2.1,-0.2,0.0,20.8,100,8053,85.89,22.0
12/28/2023 16:00,15,0,451,65.9,0.000,2,12,63,1.80,4.25,19.5,0.998,85.99,2.0,-0.3,0.0,20.1,100,8051,85.88,21.2
12/28/2023 16:15,15,0,452,51.1,0.000,3,11,74,1.40,3.52,19.3,0.998,86.02,2.1,-0.3,0.0,19.8,100,8050,85.91,20.7
12/28/2023 16:30,15,0,452,58.4,0.000,1,10,72,1.61,3.26,19.2,1.001,86.02,2.0,-0.3,0.0,19.6,100,8048,85.92,20.4
12/28/2023 16:45,15,0,452,35.3,0.000,0,0,60,1.90,4.62,19.1,1.000,86.03,2.0,-0.3,0.0,19.4,100,8042,85.93,20.1
12/28/2023 17:00,15,0,452,33.3,0.000,0,0,73,2.03,4.39,19.0,0.999,86.04,2.0,-0.2,0.0,19.2,100,8043,85.94,19.8
12/28/2023 17:15,15,0,457,22.5,0.000,0,0,58,1.95,4.41,18.8,1.000,86.05,2.0,-0.2,0.0,19.0,100,8039,85.94,19.5
