z6-15935,Port 1,Port 1,Port 1,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 7,Port 7,Port 8,Port 8
Records: 1919,PHYTOS 31,PHYTOS 31,PHYTOS 31,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,ATMOS 41,Battery,Battery,Barometer,Barometer
Timestamp, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, W/m² Solar Radiation, mm Precipitation, Lightning Activity, km Lightning Distance,° Wind Direction, m/s Wind Speed, m/s Gust Speed, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure,° X-axis Level,° Y-axis Level, mm/h Max Precip Rate, °C RH Sensor Temp,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
12/8/2023 11:45,15,0,451,537.1,0.000,0,0,74,7.19,14.39,18.3,0.998,85.84,1.8,0.0,0.0,19.8,100,8051,85.72,20.0
12/8/2023 12:00,15,0,450,532.1,0.000,0,0,82,7.60,14.96,18.4,0.996,85.81,2.2,-0.6,0.0,19.9,100,8052,85.70,20.3
12/8/2023 12:15,13,0,450,550.7,0.000,0,0,82,8.09,16.63,18.5,0.995,85.78,2.3,-0.3,0.0,20.2,100,8051,85.66,20.6
12/8/2023 12:30,7,0,450,639.8,0.000,0,0,82,7.55,14.87,18.8,0.988,85.75,2.6,-0.5,0.0,20.5,100,8051,85.63,20.8
12/8/2023 12:45,9,0,449,606.1,0.000,0,0,76,7.13,14.53,18.8,0.984,85.74,2.0,-0.3,0.0,20.5,100,8051,85.62,20.8
12/8/2023 13:00,11,0,451,443.3,0.000,0,0,80,7.45,14.35,18.5,0.998,85.73,2.0,0.3,0.0,20.4,100,8052,85.60,20.9
12/8/2023 13:15,3,0,450,581.7,0.000,0,0,75,7.04,15.47,18.8,0.984,85.70,2.2,-0.2,0.0,20.4,100,8050,85.58,20.9
12/8/2023 13:30,2,0,449,507.0,0.000,0,0,77,6.55,12.72,18.8,0.985,85.68,1.9,0.3,0.0,20.5,100,8051,85.55,21.1
12/8/2023 13:45,3,0,449,542.5,0.000,0,0,79,7.47,14.24,18.9,0.989,85.66,2.5,-0.7,0.0,20.6,100,8051,85.54,21.2
12/8/2023 14:00,3,0,450,468.5,0.000,0,0,80,7.80,15.12,18.8,0.987,85.64,1.2,-0.4,0.0,20.6,100,8050,85.51,21.2
12/8/2023 14:15,4,0,449,506.9,0.000,0,0,77,6.92,13.06,19.1,0.978,85.64,1.9,-0.3,0.0,20.5,100,8051,85.51,21.3
12/8/2023 14:30,9,0,451,347.0,0.000,0,0,77,8.09,15.61,18.9,0.991,85.64,2.2,-0.4,0.0,20.4,100,8051,85.51,21.2
12/8/2023 14:45,12,0,450,327.6,0.000,0,0,77,6.95,13.50,18.9,0.988,85.64,1.9,0.3,0.0,20.2,100,8050,85.51,20.9
12/8/2023 15:00,14,5,599,198.7,0.000,0,0,80,6.32,11.57,18.7,0.996,85.65,2.0,-0.9,0.0,19.9,100,8048,85.53,20.7
12/8/2023 15:15,15,15,548,115.7,0.374,0,0,71,6.76,14.09,18.0,1.000,85.67,2.2,0.2,5.1,19.0,100,8045,85.54,19.8
12/8/2023 15:30,15,15,617,172.6,0.017,0,0,73,6.51,13.13,17.6,1.000,85.66,1.9,-0.2,1.0,18.3,100,8045,85.53,19.3
12/8/2023 15:45,15,15,532,182.1,0.000,0,0,85,7.57,16.57,17.7,1.001,85.65,2.3,-0.5,0.0,18.1,100,8042,85.52,19.1
12/8/2023 16:00,15,13,456,210.6,0.000,0,0,85,7.65,17.71,17.9,0.997,85.65,2.6,0.1,0.0,18.1,100,8039,85.53,19.2
12/8/2023 16:15,15,0,451,176.4,0.000,0,0,85,6.92,14.07,17.9,0.997,85.65,2.4,-0.8,0.0,18.4,100,8041,85.53,19.4
12/8/2023 16:30,15,0,451,107.1,0.000,0,0,82,7.77,14.74,17.8,0.998,85.66,2.5,-0.2,0.0,18.2,100,8036,85.53,18.7
12/8/2023 16:45,15,7,484,74.1,0.017,0,0,84,7.82,17.55,18.0,0.988,85.66,1.7,-0.1,1.0,18.1,100,8038,85.53,18.6
12/8/2023 17:00,15,15,509,20.5,0.000,0,0,91,7.77,18.55,17.9,0.995,85.66,2.0,0.0,0.0,17.9,100,8036,85.54,18.4
12/8/2023 17:15,15,15,473,4.6,0.000,0,0,91,7.93,14.36,17.9,0.995,85.67,2.0,0.3,0.0,17.7,100,8032,85.55,18.2
12/8/2023 17:30,15,11,459,0.7,0.000,0,0,86,6.57,15.18,17.9,0.997,85.68,2.2,-0.9,0.0,17.7,100,8031,85.55,18.1
12/8/2023 17:45,15,6,456,0.0,0.000,0,0,91,7.34,15.90,17.9,0.992,85.70,1.3,0.3,0.0,17.7,100,8029,85.57,18.0
12/8/2023 18:00,15,12,476,0.0,0.000,0,0,84,7.74,14.45,17.9,0.997,85.72,2.6,-1.0,0.0,17.7,100,8030,85.60,18.0
12/8/2023 18:15,15,8,458,0.0,0.000,0,0,80,7.18,18.55,18.0,0.992,85.74,2.4,-0.1,0.0,17.7,100,8028,85.62,18.0
12/8/2023 18:30,15,0,458,0.0,0.000,0,0,86,8.00,15.27,18.1,0.990,85.74,2.6,-0.9,0.0,17.8,100,8027,85.62,18.0
12/8/2023 18:45,15,2,461,0.0,0.000,0,0,87,7.34,13.22,18.0,0.995,85.77,1.7,-0.4,0.0,17.8,100,8026,85.65,18.0
12/8/2023 19:00,15,8,457,0.0,0.000,0,0,80,7.12,17.36,18.0,0.990,85.80,1.6,-0.5,0.0,17.8,100,8022,85.67,18.0
12/8/2023 19:15,15,0,459,0.0,0.000,0,0,77,6.49,14.16,17.9,0.996,85.80,2.0,-0.2,0.0,17.8,100,8020,85.68,17.9
12/8/2023 19:30,15,0,459,0.0,0.000,0,0,77,7.48,15.37,17.8,1.000,85.82,1.8,-0.8,0.0,17.7,100,8020,85.68,17.9
12/8/2023 19:45,15,4,459,0.0,0.000,0,0,81,7.48,14.06,17.7,0.999,85.84,2.0,0.0,0.0,17.6,100,8020,85.70,17.8
12/8/2023 20:00,15,0,457,0.0,0.000,0,0,86,8.14,15.77,17.8,0.995,85.84,2.3,-0.1,0.0,17.6,100,8018,85.72,17.8
12/8/2023 20:15,15,0,457,0.0,0.000,0,0,88,8.07,16.23,17.8,0.990,85.86,2.2,0.3,0.0,17.6,100,8019,85.74,17.8
12/8/2023 20:30,15,0,457,0.0,0.000,0,0,89,8.09,17.02,17.7,0.993,85.86,1.7,0.1,0.0,17.6,100,8016,85.74,17.8
12/8/2023 20:45,15,0,457,0.0,0.000,0,0,88,7.94,16.01,17.7,0.997,85.86,1.6,-1.3,0.0,17.6,100,8016,85.75,17.7
12/8/2023 21:00,15,0,458,0.0,0.000,0,0,96,8.84,15.87,17.7,0.998,85.87,1.9,0.9,0.0,17.5,100,8014,85.74,17.8
12/8/2023 21:15,15,0,458,0.0,0.000,0,0,93,8.18,16.60,17.6,0.999,85.88,2.0,-0.2,0.0,17.5,100,8014,85.76,17.8
12/8/2023 21:30,15,0,459,0.0,0.000,0,0,93,7.83,15.96,17.6,1.000,85.89,1.3,-0.4,0.0,17.5,100,8013,85.76,17.8
12/8/2023 21:45,15,7,461,0.0,0.000,0,0,94,8.10,13.58,17.6,1.000,85.88,2.2,-0.4,0.0,17.5,100,8013,85.75,17.8
12/8/2023 22:00,15,15,470,0.0,0.000,0,0,90,8.02,16.57,17.7,0.998,85.88,2.2,-0.2,0.0,17.5,100,8011,85.75,17.8
12/8/2023 22:15,15,15,467,0.0,0.000,0,0,96,6.61,13.08,17.7,0.997,85.88,2.2,0.0,0.0,17.5,100,8010,85.75,17.8
12/8/2023 22:30,15,15,464,0.0,0.000,0,0,88,7.44,12.81,17.8,0.996,85.86,2.2,-0.8,0.0,17.6,100,8007,85.73,17.8
12/8/2023 22:45,15,15,463,0.0,0.000,0,0,91,6.78,14.31,17.7,0.994,85.86,2.5,-0.5,0.0,17.6,100,8007,85.73,17.7
12/8/2023 23:00,15,15,464,0.0,0.000,0,0,85,6.40,11.97,17.7,0.999,85.85,2.0,-0.8,0.0,17.6,100,8005,85.72,17.7
12/8/2023 23:15,15,15,463,0.0,0.000,0,0,87,7.28,16.34,17.8,0.995,85.83,1.8,0.4,0.0,17.5,100,8006,85.71,17.7
12/8/2023 23:30,15,15,465,0.0,0.000,0,0,82,7.04,16.69,17.7,0.998,85.82,2.2,0.5,0.0,17.6,100,8003,85.68,17.8
12/8/2023 23:45,15,15,465,0.0,0.000,0,0,81,7.46,14.07,17.8,0.997,85.79,2.0,-0.3,0.0,17.6,100,8004,85.66,17.8
12/9/2023 0:00,15,15,465,0.0,0.000,0,0,85,7.11,13.69,17.8,0.996,85.78,1.7,0.4,0.0,17.6,100,8001,85.65,17.8
12/9/2023 0:15,15,15,475,0.0,0.000,0,0,92,7.58,14.18,17.8,0.997,85.77,2.2,0.0,0.0,17.7,100,7985,85.65,18.0
12/9/2023 0:30,15,15,469,0.0,0.000,0,0,87,6.82,13.58,17.9,0.971,85.76,1.7,-0.4,0.0,17.7,100,7991,85.64,18.0
12/9/2023 0:45,15,15,469,0.0,0.000,0,0,74,6.53,14.64,17.9,0.998,85.76,2.1,-0.4,0.0,17.7,100,7991,85.63,17.9
12/9/2023 1:00,15,15,471,0.0,0.000,0,0,82,6.79,11.96,17.8,0.997,85.74,1.5,-0.1,0.0,17.7,100,7991,85.61,17.9
12/9/2023 1:15,15,15,536,0.0,0.000,0,0,79,6.59,15.60,17.7,0.999,85.73,2.0,-0.3,0.0,17.6,100,7991,85.60,17.8
