Tree,Station,Timestamp,Solar,Temp,RH,Atmos_pressure,LW_minutes,LW_minutes_H,LWS_Count,Wind_direction,Wind_speed,Gust_speed,Precip_max,Precipitation
FBP2,S0,2022-08-31T16:15:00Z,19.6,18.1,1.001,85.84,15,15,838,37,0.87,2,3.1,0.34
FBP2,S0,2022-08-31T16:30:00Z,18.1,18,0.999,85.84,15,15,822,10,0.8,1.15,4.1,0.374
FBP2,S0,2022-08-31T16:45:00Z,15.4,18.1,0.998,85.84,15,15,828,52,1.1,1.49,2,0.238
FBP2,S0,2022-08-31T17:00:00Z,12.1,17.9,1,85.84,15,15,756,51,0.44,0.83,2,0.306
FBP2,S0,2022-08-31T17:15:00Z,8.1,17.9,0.999,85.86,15,15,799,332,0.75,1.26,2,0.272
FBP2,S0,2022-08-31T17:30:00Z,4.4,17.9,0.999,85.88,15,15,768,346,0.82,1.2,3.1,0.323
FBP2,S0,2022-08-31T17:45:00Z,1.1,17.9,0.999,85.91,15,15,771,355,0.47,0.89,2,0.255
FBP2,S0,2022-08-31T18:00:00Z,0,18,0.996,85.92,15,15,944,19,0.76,1.36,4.1,0.545
FBP2,S0,2022-08-31T18:15:00Z,0,18,0.997,85.92,15,15,830,19,0.64,1.35,4.1,0.596
FBP2,S0,2022-08-31T18:30:00Z,0,17.9,1,85.94,15,15,885,350,0.61,0.96,4.1,0.579
FBP2,S0,2022-08-31T18:45:00Z,0,17.8,1,85.95,15,15,841,341,0.97,1.56,3.1,0.391
FBP2,S0,2022-08-31T19:00:00Z,0,17.8,0.999,85.96,15,15,792,343,0.95,1.33,2,0.221
FBP2,S0,2022-08-31T19:15:00Z,0,17.8,0.999,85.96,15,15,752,348,0.64,0.94,2,0.102
FBP2,S0,2022-08-31T19:30:00Z,0,17.7,1,85.96,15,15,712,350,0.76,1.17,1,0.051
FBP2,S0,2022-08-31T19:45:00Z,0,17.7,0.999,85.99,15,15,714,358,0.74,2.59,1,0.017
FBP2,S0,2022-08-31T20:00:00Z,0,17.6,1,85.99,15,15,685,27,0.76,1.41,0,0
FBP2,S0,2022-08-31T20:15:00Z,0,17.4,0.999,86,15,15,719,350,0.79,1.91,1,0.034
FBP2,S0,2022-08-31T20:30:00Z,0,17.2,1,86.01,15,15,690,7,0.65,1.39,0,0
FBP2,S0,2022-08-31T20:45:00Z,0,17.1,1,86.03,15,15,685,341,0.72,1.44,0,0
FBP2,S0,2022-08-31T21:00:00Z,0,17.3,0.991,86.06,15,15,694,40,0.85,2.07,0,0
FBP2,S0,2022-08-31T21:15:00Z,0,17.2,0.994,86.07,15,15,660,3,0.67,1.37,0,0
FBP2,S0,2022-08-31T21:30:00Z,0,17.3,0.994,86.07,15,15,649,16,0.7,2.21,0,0
FBP2,S0,2022-08-31T21:45:00Z,0,17.4,0.993,86.08,15,15,669,1,0.64,1.28,0,0
FBP2,S0,2022-08-31T22:00:00Z,0,17.4,0.993,86.07,15,15,702,47,0.82,2.08,0,0
FBP2,S0,2022-08-31T22:15:00Z,0,17.5,0.988,86.06,15,15,660,66,0.98,3.12,1,0.034
FBP2,S0,2022-08-31T22:30:00Z,0,17.1,0.999,86.05,15,15,691,355,0.74,1.86,0,0
FBP2,S0,2022-08-31T22:45:00Z,0,17,0.996,86.05,15,15,646,59,0.99,3.62,1,0.017
FBP2,S0,2022-08-31T23:00:00Z,0,17.1,0.986,86.04,15,15,681,79,1.33,2.92,1,0.017
FBP2,S0,2022-08-31T23:15:00Z,0,17.1,0.988,86.04,15,15,597,65,1.05,2.81,0,0
FBP2,S0,2022-08-31T23:30:00Z,0,17.1,0.989,86.02,15,15,592,76,1.26,3.94,0,0
FBP2,S0,2022-08-31T23:45:00Z,0,17,0.995,86,15,15,597,73,1.11,4.29,0,0
FBP2,S0,2022-09-01T00:00:00Z,0,17.1,0.997,85.99,15,15,598,89,1.62,3.65,0,0
FBP2,S0,2022-09-01T00:15:00Z,0,17.1,0.998,85.98,15,15,585,84,1.76,4.85,1,0.017
FBP2,S0,2022-09-01T00:30:00Z,0,17.1,0.999,85.96,15,15,587,88,1.74,4.87,0,0
FBP2,S0,2022-09-01T00:45:00Z,0,17,0.999,85.95,15,15,550,70,1.26,3.45,0,0
FBP2,S0,2022-09-01T01:00:00Z,0,16.9,0.997,85.93,15,15,555,63,1.12,4.4,0,0
FBP2,S0,2022-09-01T01:15:00Z,0,16.9,0.993,85.92,15,15,560,72,1.29,3.83,0,0
FBP2,S0,2022-09-01T01:30:00Z,0,16.9,0.996,85.88,15,15,592,89,1.75,5.03,0,0
FBP2,S0,2022-09-01T01:45:00Z,0,17,0.996,85.87,15,15,593,73,1.4,5.1,0,0
FBP2,S0,2022-09-01T02:00:00Z,0,17.2,0.98,85.89,15,15,574,16,1.66,4.03,0,0
FBP2,S0,2022-09-01T02:15:00Z,0,17.4,0.97,85.89,15,15,547,24,1.87,3.26,1,0.017
FBP2,S0,2022-09-01T02:30:00Z,0,17.1,0.981,85.88,15,15,542,30,1.12,2.39,0,0
FBP2,S0,2022-09-01T02:45:00Z,0,17,0.984,85.86,15,15,539,57,1.47,2.52,0,0
FBP2,S0,2022-09-01T03:00:00Z,0,17,0.983,85.84,15,15,538,72,1.39,1.89,0,0
FBP2,S0,2022-09-01T03:15:00Z,0,16.9,0.985,85.84,15,15,539,46,0.94,1.77,0,0
FBP2,S0,2022-09-01T03:30:00Z,0,16.9,0.978,85.84,15,15,532,341,0.5,1.14,0,0
FBP2,S0,2022-09-01T03:45:00Z,0,16.5,0.993,85.83,15,15,537,357,0.71,1.21,0,0
FBP2,S0,2022-09-01T04:00:00Z,0,16.6,0.982,85.84,15,15,536,34,0.6,1.06,0,0
FBP2,S0,2022-09-01T04:15:00Z,0,16.4,0.981,85.85,15,15,535,49,0.97,1.95,0,0
FBP2,S0,2022-09-01T04:30:00Z,0,16.5,0.967,85.85,15,15,524,62,0.73,1.77,0,0
FBP2,S0,2022-09-01T04:45:00Z,0,16.6,0.961,85.84,15,15,517,60,0.7,1.64,0,0
FBP2,S0,2022-09-01T05:00:00Z,0,16.2,0.99,85.85,15,15,518,83,0.57,2.26,0,0
FBP2,S0,2022-09-01T05:15:00Z,0,16,0.989,85.86,15,15,521,63,0.68,1.73,0,0
FBP2,S0,2022-09-01T05:30:00Z,0.5,15.7,0.997,85.87,15,15,531,42,0.51,0.93,1,0.017
FBP2,S0,2022-09-01T05:45:00Z,9.7,15.7,0.991,85.88,15,15,543,60,0.6,1.79,0,0
FBP2,S0,2022-09-01T06:00:00Z,31.7,15.9,0.987,85.9,15,15,554,43,0.62,1.97,0,0
FBP2,S0,2022-09-01T06:15:00Z,60.4,16.5,0.975,85.92,15,15,539,97,0.71,1.95,0,0
FBP2,S0,2022-09-01T06:30:00Z,114.8,17.2,0.968,85.92,15,15,493,112,0.87,1.62,0,0
FBP2,S0,2022-09-01T06:45:00Z,187.9,17.7,0.954,85.93,15,15,466,104,1.53,3,0,0
FBP2,S0,2022-09-01T07:00:00Z,277.8,18.5,0.966,85.95,14,5,450,78,0.87,1.76,0,0
FBP2,S0,2022-09-01T07:15:00Z,334.9,19.1,0.958,85.96,0,0,448,71,0.62,1.57,0,0
FBP2,S0,2022-09-01T07:30:00Z,407.1,19.7,0.965,85.97,0,0,445,15,0.61,2.27,1,0.017
FBP2,S0,2022-09-01T07:45:00Z,326.8,19.3,0.987,86,0,0,448,338,1.46,2.77,0,0
FBP2,S0,2022-09-01T08:00:00Z,437.5,19.1,0.992,86.01,0,0,446,327,1.55,2.19,0,0
FBP2,S0,2022-09-01T08:15:00Z,218.6,19,0.985,86.04,0,0,448,320,1.38,2.05,0,0
FBP2,S0,2022-09-01T08:30:00Z,568.7,19.4,0.982,86.04,0,0,447,322,1.62,2.33,0,0
FBP2,S0,2022-09-01T08:45:00Z,623.3,19.8,0.969,86.05,0,0,446,323,1.66,3.32,0,0
FBP2,S0,2022-09-01T09:00:00Z,684.7,20.2,0.981,86.06,0,0,446,338,1.83,3.32,0,0
FBP2,S0,2022-09-01T09:15:00Z,809.9,20.4,0.948,86.06,0,0,445,329,2.22,3.56,0,0
FBP2,S0,2022-09-01T09:30:00Z,380.3,20,0.963,86.06,0,0,447,333,1.84,3.86,0,0
FBP2,S0,2022-09-01T09:45:00Z,819.3,20.9,0.93,86.05,0,0,444,16,1.24,3.29,0,0
FBP2,S0,2022-09-01T10:00:00Z,524.9,20.9,0.942,86.04,0,0,446,12,1.93,5.15,0,0
FBP2,S0,2022-09-01T10:15:00Z,680.3,20.6,0.932,86.04,0,0,446,321,2.4,4.96,0,0
FBP2,S0,2022-09-01T10:30:00Z,331.4,20.4,0.926,86.05,0,0,447,62,1.89,3.49,0,0
FBP2,S0,2022-09-01T10:45:00Z,590.1,20.7,0.95,86.04,0,0,446,341,2.18,4.4,0,0
FBP2,S0,2022-09-01T11:00:00Z,571.9,20.6,0.962,86.02,0,0,446,354,2.21,4.2,0,0
FBP2,S0,2022-09-01T11:15:00Z,649.9,20.7,0.975,86.01,0,0,446,322,2.51,4.99,0,0
FBP2,S0,2022-09-01T11:30:00Z,493.5,20.8,0.97,86,0,0,447,338,2.05,3.72,0,0
FBP2,S0,2022-09-01T11:45:00Z,201.5,20.6,0.963,85.99,6,4,497,333,1.62,4.79,0,0
FBP2,S0,2022-09-01T12:00:00Z,289.7,19.9,0.996,85.97,15,15,611,342,1.63,3.03,29.6,0.715
FBP2,S0,2022-09-01T12:15:00Z,372.5,19.7,1.005,85.96,15,15,582,330,1.95,3.6,0,0
FBP2,S0,2022-09-01T12:30:00Z,338.6,19.3,1,85.94,15,15,987,325,2.43,4.54,26.5,1.702
FBP2,S0,2022-09-01T12:45:00Z,348.9,18.8,1,85.92,15,15,781,331,2.87,5.12,10.2,0.766
FBP2,S0,2022-09-01T13:00:00Z,138.9,18.5,0.998,85.91,15,15,936,328,2.39,5.93,17.3,1.055
FBP2,S0,2022-09-01T13:15:00Z,121.9,18.6,0.999,85.89,15,15,934,351,1.68,3.41,29.6,4.285
FBP2,S0,2022-09-01T13:30:00Z,59.4,18.6,1.002,85.89,15,15,970,332,1.41,3.24,33.7,3.638
FBP2,S0,2022-09-01T13:45:00Z,81.1,18.3,1,85.88,15,15,877,24,1.78,3.21,24.5,3.213
FBP2,S0,2022-09-01T14:00:00Z,91.3,18.2,0.999,85.88,15,15,807,54,1.39,2.92,10.2,0.8
FBP2,S0,2022-09-01T14:15:00Z,85.9,18.3,0.998,85.84,15,15,877,20,1.1,2.09,34.7,3.383
FBP2,S0,2022-09-01T14:30:00Z,78.3,18.4,1.002,85.8,15,15,865,349,1.05,1.75,8.2,1.191
FBP2,S0,2022-09-01T14:45:00Z,98.5,18.1,1,85.81,15,15,740,320,0.46,1.06,3.1,0.306
FBP2,S0,2022-09-01T15:00:00Z,107.5,18.2,0.997,85.79,15,15,641,3,0.44,1.24,1,0.017
FBP2,S0,2022-09-01T15:15:00Z,122,18.6,0.997,85.79,15,15,611,8,0.98,1.72,0,0
FBP2,S0,2022-09-01T15:30:00Z,176.9,18.6,1.004,85.78,15,15,598,6,0.85,1.52,1,0.034
FBP2,S0,2022-09-01T15:45:00Z,198.3,18.4,1.002,85.76,15,15,568,38,0.97,1.97,1,0.034
FBP2,S0,2022-09-01T16:00:00Z,199.9,18.7,1,85.76,15,15,555,345,0.97,2.13,0,0
FBP2,S0,2022-09-01T16:15:00Z,155.2,18.9,1,85.75,15,15,547,345,0.86,1.82,0,0
FBP2,S0,2022-09-01T16:30:00Z,99.1,18.7,0.996,85.78,15,15,540,319,1.19,2.01,0,0
FBP2,S0,2022-09-01T16:45:00Z,87.7,18.5,0.998,85.76,15,15,537,353,1.06,1.61,0,0
FBP2,S0,2022-09-01T17:00:00Z,54,18.6,1.001,85.78,15,15,535,357,1.08,1.45,0,0
FBP2,S0,2022-09-01T17:15:00Z,20.5,18.5,1.001,85.82,15,15,531,334,1.17,1.62,0,0
FBP2,S0,2022-09-01T17:30:00Z,7.5,18.4,0.999,85.85,15,15,527,355,1.58,2.27,0,0
FBP2,S0,2022-09-01T17:45:00Z,2.2,18.3,0.999,85.83,15,15,531,63,0.58,1.54,0,0
FBP2,S0,2022-09-01T18:00:00Z,0,18.1,1,85.83,15,15,538,2,0.71,1.37,0,0
FBP2,S0,2022-09-01T18:15:00Z,0,17.9,1,85.84,15,15,548,65,0.44,1.31,0,0
FBP2,S0,2022-09-01T18:30:00Z,0,17.9,0.995,85.87,15,15,552,87,0.41,1.36,0,0
FBP2,S0,2022-09-01T18:45:00Z,0,17.8,0.996,85.9,15,15,550,290,0.71,1,0,0
FBP2,S0,2022-09-01T19:00:00Z,0,17.9,0.994,85.93,15,15,545,339,0.88,2,0,0
FBP2,S0,2022-09-01T19:15:00Z,0,18,0.99,85.95,15,15,532,38,1.1,2.58,0,0
FBP2,S0,2022-09-01T19:30:00Z,0,18,0.987,85.95,15,15,520,44,1.2,2.52,0,0
FBP2,S0,2022-09-01T19:45:00Z,0,17.8,0.991,85.96,15,15,521,328,0.81,1.57,0,0
FBP2,S0,2022-09-01T20:00:00Z,0,17.8,0.99,85.98,15,15,518,24,1.08,2.37,0,0
FBP2,S0,2022-09-01T20:15:00Z,0,17.8,0.993,85.99,15,15,516,345,0.69,1.64,0,0
FBP2,S0,2022-09-01T20:30:00Z,0,17.7,0.998,86,15,15,516,276,0.52,1.05,0,0
FBP2,S0,2022-09-01T20:45:00Z,0,17.7,0.993,86.02,15,15,516,319,0.8,1.29,0,0
FBP2,S0,2022-09-01T21:00:00Z,0,17.5,0.998,86.01,15,15,524,301,0.69,1.32,0,0
FBP2,S0,2022-09-01T21:15:00Z,0,17.3,0.997,86.01,15,15,534,313,1.34,1.92,0,0
FBP2,S0,2022-09-01T21:30:00Z,0,17.4,0.991,86.02,15,15,542,319,1.21,1.89,0,0
FBP2,S0,2022-09-01T21:45:00Z,0,17.4,0.994,86,15,15,555,354,1.07,2.03,0,0
FBP2,S0,2022-09-01T22:00:00Z,0,17.5,0.997,85.98,15,15,569,8,0.88,1.59,0,0
FBP2,S0,2022-09-01T22:15:00Z,0,17.3,1,85.98,15,15,584,35,1.21,2.51,0,0
FBP2,S0,2022-09-01T22:30:00Z,0,17.3,0.999,85.97,15,15,599,40,1.08,2.57,0,0
FBP2,S0,2022-09-01T22:45:00Z,0,17.3,0.998,85.94,15,15,609,101,0.8,1.79,0,0
FBP2,S0,2022-09-01T23:00:00Z,0,17.6,0.982,85.92,15,15,617,304,0.5,1.02,0,0
FBP2,S0,2022-09-01T23:15:00Z,0,17.8,0.971,85.91,15,15,722,4,0.77,1.52,0,0
FBP2,S0,2022-09-01T23:30:00Z,0,17.6,0.982,85.9,15,15,720,52,0.62,2.09,1,0.017
FBP2,S0,2022-09-01T23:45:00Z,0,17.7,0.979,85.89,15,15,719,357,0.9,1.61,0,0
FBP2,S0,2022-09-02T00:00:00Z,0,17.7,0.98,85.88,15,15,710,17,1.71,3.52,0,0
FBP2,S0,2022-09-02T00:15:00Z,0,17.6,0.993,85.87,15,15,701,7,2.07,4.11,0,0
FBP2,S0,2022-09-02T00:30:00Z,0,17.7,0.993,85.86,15,15,690,37,2.21,4.21,0,0
FBP2,S0,2022-09-02T00:45:00Z,0,17.8,0.991,85.86,15,15,677,40,2.21,4.31,0,0
FBP2,S0,2022-09-02T01:00:00Z,0,17.8,0.993,85.85,15,15,664,31,2.46,4.33,0,0
FBP2,S0,2022-09-02T01:15:00Z,0,17.7,0.996,85.85,15,15,652,3,1.68,3.42,0,0
FBP2,S0,2022-09-02T01:30:00Z,0,17.8,0.993,85.84,15,15,699,26,1.96,3.89,0,0
FBP2,S0,2022-09-02T01:45:00Z,0,17.8,0.996,85.84,15,15,719,22,2.1,3.91,0,0
FBP2,S0,2022-09-02T02:00:00Z,0,17.8,0.997,85.83,15,15,752,13,2.56,5.33,0,0
FBP2,S0,2022-09-02T02:15:00Z,0,17.7,0.998,85.83,15,15,746,14,1.97,5.29,0,0
FBP2,S0,2022-09-02T02:30:00Z,0,17.6,1,85.83,15,15,739,15,2.49,6.02,1,0.017
FBP2,S0,2022-09-02T02:45:00Z,0,17.6,1.001,85.83,15,15,736,29,2.04,4.88,0,0
FBP2,S0,2022-09-02T03:00:00Z,0,17.5,1,85.82,15,15,725,10,2.28,4.73,0,0
FBP2,S0,2022-09-02T03:15:00Z,0,17.6,1.001,85.81,15,15,721,24,1.96,4.13,0,0
FBP2,S0,2022-09-02T03:30:00Z,0,17.5,1,85.8,15,15,718,10,2.23,5.24,0,0
FBP2,S0,2022-09-02T03:45:00Z,0,17.5,1,85.8,15,15,757,11,2.54,5.9,0,0
FBP2,S0,2022-09-02T04:00:00Z,0,17.5,1.001,85.81,15,15,813,26,3.15,10.38,0,0
FBP2,S0,2022-09-02T04:15:00Z,0,17.5,1,85.81,15,15,772,32,2.74,5.99,1,0.034
FBP2,S0,2022-09-02T04:30:00Z,0,17.4,1.002,85.81,15,15,639,22,3.18,6.25,0,0
FBP2,S0,2022-09-02T04:45:00Z,0,17.2,1.001,85.83,15,15,580,27,3.85,8.42,0,0
FBP2,S0,2022-09-02T05:00:00Z,0,17,1.001,85.84,15,15,581,44,2.55,4.43,0,0
FBP2,S0,2022-09-02T05:15:00Z,0,17,1,85.85,15,15,561,29,2.45,5.73,0,0
FBP2,S0,2022-09-02T05:30:00Z,0,17,1,85.86,15,15,553,27,2.85,5.11,0,0
FBP2,S0,2022-09-02T05:45:00Z,5.7,16.9,0.999,85.87,15,15,546,34,2.9,5.75,0,0
FBP2,S0,2022-09-02T06:00:00Z,18.2,16.9,1,85.89,15,15,539,23,3.48,7.71,0,0
FBP2,S0,2022-09-02T06:15:00Z,41.3,16.8,1.001,85.9,15,15,530,30,2.53,5.79,0,0
FBP2,S0,2022-09-02T06:30:00Z,59.9,17,1.001,85.9,15,15,523,32,2.46,5.61,0,0
FBP2,S0,2022-09-02T06:45:00Z,69.3,17.1,1,85.91,15,15,515,43,3.04,5.57,1,0.017
FBP2,S0,2022-09-02T07:00:00Z,73.9,17,0.999,85.93,15,15,508,39,3.05,6.43,0,0
FBP2,S0,2022-09-02T07:15:00Z,96.8,17,0.999,85.95,15,15,503,42,3.07,6.46,0,0
FBP2,S0,2022-09-02T07:30:00Z,157.2,17.1,0.999,85.96,15,15,493,42,2.47,4.97,0,0
FBP2,S0,2022-09-02T07:45:00Z,210.7,17.4,0.998,85.96,15,15,481,53,2.66,6.13,0,0
FBP2,S0,2022-09-02T08:00:00Z,250.2,17.8,0.996,85.97,15,15,465,42,1.83,3.94,0,0
FBP2,S0,2022-09-02T08:15:00Z,280.4,18,0.989,85.98,15,4,451,43,2.32,4.71,0,0
FBP2,S0,2022-09-02T08:30:00Z,335.2,18.3,0.987,85.98,15,0,450,49,2.48,5.37,0,0
FBP2,S0,2022-09-02T08:45:00Z,402.1,18.5,0.987,85.97,5,0,449,32,2.66,5.3,0,0
FBP2,S0,2022-09-02T09:00:00Z,480.5,18.8,0.993,85.97,0,0,449,19,2.97,6.26,0,0
FBP2,S0,2022-09-02T09:15:00Z,581.2,19.6,0.991,85.97,0,0,448,21,2.05,6.22,0,0
FBP2,S0,2022-09-02T09:30:00Z,619.7,19.9,0.989,85.98,0,0,447,26,1.94,4.59,0,0
FBP2,S0,2022-09-02T09:45:00Z,526.4,19.9,0.993,85.99,0,0,447,57,2.07,5.43,0,0
FBP2,S0,2022-09-02T10:00:00Z,686.7,19.8,0.993,86,0,0,447,66,2.87,5.4,0,0
FBP2,S0,2022-09-02T10:15:00Z,759.1,20.1,0.97,86.01,0,0,446,53,2.38,4.77,0,0
FBP2,S0,2022-09-02T10:30:00Z,731.7,20.6,0.971,86,0,0,446,28,2.13,4.96,0,0
FBP2,S0,2022-09-02T10:45:00Z,669.6,20.7,0.97,85.99,0,0,446,66,2.16,4.95,0,0
FBP2,S0,2022-09-02T11:00:00Z,685.1,20.7,0.963,85.99,0,0,446,64,1.84,5.52,0,0
FBP2,S0,2022-09-02T11:15:00Z,1048.1,21.5,0.944,85.97,0,0,444,34,1.57,3.3,0,0
FBP2,S0,2022-09-02T11:30:00Z,742.7,21.5,0.938,85.95,0,0,445,48,1.36,2.84,0,0
FBP2,S0,2022-09-02T11:45:00Z,600.4,21.5,0.94,85.94,0,0,446,352,2.02,4.35,0,0
FBP2,S0,2022-09-02T12:00:00Z,523.6,20.6,0.983,85.93,0,0,447,323,2.77,5.31,0,0
FBP2,S0,2022-09-02T12:15:00Z,495.6,20.8,0.965,85.92,0,0,446,341,1.69,3.21,0,0
FBP2,S0,2022-09-02T12:30:00Z,575.2,20.8,0.963,85.9,0,0,447,340,2.22,4.21,0,0
FBP2,S0,2022-09-02T12:45:00Z,407.2,20.9,0.973,85.9,0,0,447,339,1.92,3.8,0,0
FBP2,S0,2022-09-02T13:00:00Z,211.9,19.8,0.994,85.89,0,0,448,330,2.31,4.6,0,0
FBP2,S0,2022-09-02T13:15:00Z,249.7,19.4,1.002,85.88,12,0,449,327,2.42,5.5,0,0
FBP2,S0,2022-09-02T13:30:00Z,280.3,19.2,0.997,85.88,0,0,448,330,2.41,4.77,0,0
FBP2,S0,2022-09-02T13:45:00Z,374.5,19.8,0.991,85.85,0,0,448,354,2.18,5.14,0,0
FBP2,S0,2022-09-02T14:00:00Z,128.2,19.7,0.988,85.85,0,0,449,351,1.93,4.23,0,0
FBP2,S0,2022-09-02T14:15:00Z,124.3,19.6,0.988,85.85,0,0,449,347,1.83,4.77,0,0
FBP2,S0,2022-09-02T14:30:00Z,94.7,19.4,0.987,85.84,0,0,450,41,1.87,4.51,0,0
FBP2,S0,2022-09-02T14:45:00Z,107.3,19.2,0.986,85.82,2,0,449,42,1.8,4.99,0,0
FBP2,S0,2022-09-02T15:00:00Z,197.1,19.4,0.988,85.8,0,0,449,355,2.34,4.53,0,0
FBP2,S0,2022-09-02T15:15:00Z,233.5,19.6,0.998,85.77,1,0,450,356,2.18,4.74,0,0
FBP2,S0,2022-09-02T15:30:00Z,294.2,19.7,0.997,85.75,5,0,449,10,2.09,4.32,0,0
FBP2,S0,2022-09-02T15:45:00Z,242,19.7,1.003,85.74,0,0,449,12,2.23,4.18,0,0
FBP2,S0,2022-09-02T16:00:00Z,190.3,19.5,0.998,85.74,12,12,501,24,2.82,5.38,0,0
FBP2,S0,2022-09-02T16:15:00Z,100.5,19.2,1.001,85.77,15,15,487,354,2.48,6.09,0,0
FBP2,S0,2022-09-02T16:30:00Z,55.9,19,1,85.79,15,15,805,340,2.71,7.26,17.3,0.511
FBP2,S0,2022-09-02T16:45:00Z,44.3,18.7,0.998,85.79,15,15,615,343,2.99,5.77,0,0
FBP2,S0,2022-09-02T17:00:00Z,25.7,18.6,1.001,85.79,15,15,628,1,2.97,5.13,2,0.051
FBP2,S0,2022-09-02T17:15:00Z,27.1,18.5,1.002,85.8,15,15,839,16,3.3,6.74,10.2,0.545
FBP2,S0,2022-09-02T17:30:00Z,6.9,18.4,1,85.81,15,15,887,19,3.74,7.77,3.1,0.102
FBP2,S0,2022-09-02T17:45:00Z,6.5,18,1.001,85.84,15,15,572,23,4.24,8.22,1,0.034
FBP2,S0,2022-09-02T18:00:00Z,2.1,17.8,1,85.84,15,15,609,27,3.8,7.21,0,0
FBP2,S0,2022-09-02T18:15:00Z,0,18,1,85.86,15,15,954,28,4.04,7.27,12.2,0.477
FBP2,S0,2022-09-02T18:30:00Z,0,18.2,0.998,85.85,15,15,948,37,4.1,7.56,11.2,1.277
FBP2,S0,2022-09-02T18:45:00Z,0,18.1,0.999,85.86,15,15,605,35,4.29,8.41,4.1,0.306
FBP2,S0,2022-09-02T19:00:00Z,0,18,1,85.89,15,15,802,32,3.65,9.45,1,0.085
FBP2,S0,2022-09-02T19:15:00Z,0,18,1.001,85.93,15,15,870,22,3.37,7.34,1,0.153
FBP2,S0,2022-09-02T19:30:00Z,0,18,1.001,85.95,15,15,727,29,3.27,5.71,1,0.051
FBP2,S0,2022-09-02T19:45:00Z,0,18,1,85.95,15,15,724,46,4.43,7.45,1,0.017
FBP2,S0,2022-09-02T20:00:00Z,0,17.9,1,85.95,15,15,643,56,4.58,11.66,1,0.017
FBP2,S0,2022-09-02T20:15:00Z,0,17.8,0.999,85.95,15,15,750,55,3.86,8.13,0,0
FBP2,S0,2022-09-02T20:30:00Z,0,17.7,1.001,85.97,15,15,703,47,3.92,7.99,0,0
FBP2,S0,2022-09-02T20:45:00Z,0,17.7,1,85.98,15,15,634,48,3.29,6.04,0,0
FBP2,S0,2022-09-02T21:00:00Z,0,17.7,1,85.99,15,15,631,53,3.66,9.29,0,0
FBP2,S0,2022-09-02T21:15:00Z,0,17.8,0.999,86.01,15,15,784,45,3.62,7.73,1,0.068
FBP2,S0,2022-09-02T21:30:00Z,0,17.8,1.001,86.02,15,15,733,30,3.64,6.85,1,0.017
FBP2,S0,2022-09-02T21:45:00Z,0,17.9,1,86.01,15,15,774,20,3.33,6.33,2,0.102
FBP2,S0,2022-09-02T22:00:00Z,0,17.8,1.001,86.01,15,15,677,38,2.8,5.92,1,0.017
FBP2,S0,2022-09-02T22:15:00Z,0,17.7,1,85.99,15,15,588,40,2.91,6.32,0,0
FBP2,S0,2022-09-02T22:30:00Z,0,17.5,1.001,85.97,15,15,558,41,3.44,8.51,0,0
FBP2,S0,2022-09-02T22:45:00Z,0,17.4,1.001,85.95,15,15,622,53,3.6,8.71,0,0
FBP2,S0,2022-09-02T23:00:00Z,0,17.5,0.999,85.93,15,15,723,33,3.86,7.43,0,0
FBP2,S0,2022-09-02T23:15:00Z,0,17.4,1.001,85.92,15,15,686,21,2.81,4.71,0,0
FBP2,S0,2022-09-02T23:30:00Z,0,17.4,1,85.91,15,15,626,34,3.13,5.97,0,0
FBP2,S0,2022-09-02T23:45:00Z,0,17.5,0.999,85.91,15,15,854,14,2.22,5.55,0,0
FBP2,S0,2022-09-03T00:00:00Z,0,17.5,0.999,85.9,15,15,840,23,2.37,4.16,2,0.102
FBP2,S0,2022-09-03T00:15:00Z,0,17.6,1,85.9,15,15,708,22,2.68,5.16,1,0.017
FBP2,S0,2022-09-03T00:30:00Z,0,17.7,0.999,85.89,15,15,796,19,3.42,6.43,0,0
FBP2,S0,2022-09-03T00:45:00Z,0,17.8,0.999,85.88,15,15,922,17,3.08,5.57,3.1,0.102
FBP2,S0,2022-09-03T01:00:00Z,0,17.7,0.999,85.87,15,15,867,28,2.98,5.48,2,0.238
FBP2,S0,2022-09-03T01:15:00Z,0,17.8,1,85.86,15,15,701,15,3.34,6.47,1,0.017
FBP2,S0,2022-09-03T01:30:00Z,0,17.6,1,85.83,15,15,587,33,3.86,6.95,1,0.034
FBP2,S0,2022-09-03T01:45:00Z,0,17.3,1.001,85.81,15,15,568,32,3.39,5.89,0,0
FBP2,S0,2022-09-03T02:00:00Z,0,17.4,1,85.81,15,15,547,29,3.63,6.95,0,0
FBP2,S0,2022-09-03T02:15:00Z,0,17.4,1.001,85.8,15,15,526,29,3.19,7.74,0,0
FBP2,S0,2022-09-03T02:30:00Z,0,17.4,1.002,85.78,15,15,604,33,3.76,7.79,0,0
FBP2,S0,2022-09-03T02:45:00Z,0,17.3,1.001,85.78,15,15,869,22,3.17,6.82,0,0
FBP2,S0,2022-09-03T03:00:00Z,0,17.4,0.999,85.76,15,15,907,8,3.45,6.58,4.1,0.136
FBP2,S0,2022-09-03T03:15:00Z,0,17.6,0.999,85.74,15,15,729,14,4.04,8.04,3.1,0.119
FBP2,S0,2022-09-03T03:30:00Z,0,17.5,1.001,85.72,15,15,861,19,4.41,7.97,2,0.034
FBP2,S0,2022-09-03T03:45:00Z,0,17.7,0.999,85.73,15,15,864,13,4.38,8.58,1,0.051
