Tree,Station,Timestamp,LW_minutes,LW_minutes_H,LWS_Count,Solar,Precipitation,Wind_direction,Wind_speed,Gust_speed,Temp,RH,Atmos_pressure,Precip_max,ECRN-100_Precipitation,ECRN-100_Precip_max
ETP2,S0,2023-06-12T09:15:00Z,12,0,449,586.1,0,85,1.38,3.78,23.1,0.894,88.24,0,NA,NA
ETP2,S0,2023-06-12T09:30:00Z,3,0,450,570.2,0,61,1.3,2.95,23.5,0.901,88.23,0,NA,NA
ETP2,S0,2023-06-12T09:45:00Z,0,0,448,880.6,0,90,1.66,3.5,23.8,0.866,88.22,0,NA,NA
ETP2,S0,2023-06-12T10:00:00Z,0,0,448,895.5,0,92,1.31,2.59,24.2,0.858,88.22,0,NA,NA
ETP2,S0,2023-06-12T10:15:00Z,0,0,448,929.4,0,67,1.41,3.62,24.9,0.844,88.2,0,NA,NA
ETP2,S0,2023-06-12T10:30:00Z,0,0,447,709.8,0,51,1.31,3.51,24.8,0.869,88.2,0,NA,NA
ETP2,S0,2023-06-12T10:45:00Z,0,0,449,456.1,0,58,1.18,2.88,23.9,0.889,88.19,0,NA,NA
ETP2,S0,2023-06-12T11:00:00Z,0,0,448,505.1,0,65,1.29,2.76,23.7,0.898,88.19,0,NA,NA
ETP2,S0,2023-06-12T11:15:00Z,0,0,448,574.5,0,60,1.38,3.23,23.5,0.9,88.18,0,NA,NA
ETP2,S0,2023-06-12T11:30:00Z,0,0,448,665.8,0,76,1.08,2.25,24,0.89,88.14,0,NA,NA
ETP2,S0,2023-06-12T11:45:00Z,0,0,448,735.5,0,29,1.14,2.51,23.8,0.906,88.11,0,NA,NA
ETP2,S0,2023-06-12T12:00:00Z,0,0,448,807.9,0,21,1.34,2.38,24.1,0.899,88.07,0,NA,NA
ETP2,S0,2023-06-12T12:15:00Z,0,0,448,559.7,0,20,1.23,3.49,23.6,0.895,88.07,0,NA,NA
ETP2,S0,2023-06-12T12:30:00Z,0,0,448,547.3,0,34,1,2.21,23.8,0.892,88.03,0,NA,NA
ETP2,S0,2023-06-12T12:45:00Z,0,0,448,612.7,0,50,0.92,1.96,24.1,0.885,88,0,NA,NA
ETP2,S0,2023-06-12T13:00:00Z,0,0,449,553.5,0,58,1.08,3.11,24.2,0.864,87.98,0,NA,NA
ETP2,S0,2023-06-12T13:15:00Z,0,0,448,417.3,0,45,1.03,2.87,24.2,0.879,87.98,0,NA,NA
ETP2,S0,2023-06-12T13:30:00Z,0,0,447,786.8,0,30,1.19,2.26,24.5,0.861,87.96,0,NA,NA
ETP2,S0,2023-06-12T13:45:00Z,0,0,447,910.1,0,28,1.33,3.93,24.9,0.854,87.95,0,NA,NA
ETP2,S0,2023-06-12T14:00:00Z,0,0,445,822.1,0,32,1.3,3.68,25,0.843,87.95,0,NA,NA
ETP2,S0,2023-06-12T14:15:00Z,0,0,446,745.7,0,34,1.37,3.25,24.9,0.837,87.96,0,NA,NA
ETP2,S0,2023-06-12T14:30:00Z,0,0,446,635.5,0,36,1.6,2.9,24.6,0.849,87.95,0,NA,NA
ETP2,S0,2023-06-12T14:45:00Z,0,0,449,369.1,0,30,1.46,4.87,24.3,0.859,87.95,0,NA,NA
ETP2,S0,2023-06-12T15:00:00Z,0,0,448,518.5,0,25,1.51,3.65,24.1,0.861,87.93,0,NA,NA
ETP2,S0,2023-06-12T15:15:00Z,0,0,448,549.3,0,29,1.51,3.13,24,0.869,87.93,0,NA,NA
ETP2,S0,2023-06-12T15:30:00Z,0,0,448,524,0,13,1.49,3.14,24,0.876,87.9,0,NA,NA
ETP2,S0,2023-06-12T15:45:00Z,0,0,449,402.3,0,30,1.61,4.04,23.8,0.886,87.91,0,NA,NA
ETP2,S0,2023-06-12T16:00:00Z,7,6,905,217.6,0.374,20,1.28,2.44,23.5,0.904,87.91,9.2,NA,NA
ETP2,S0,2023-06-12T16:15:00Z,15,15,652,89.6,0.187,30,1,3.18,22.6,0.94,87.91,4.1,NA,NA
ETP2,S0,2023-06-12T16:30:00Z,15,15,611,57.9,0,53,0.9,3.43,22.1,0.943,87.92,0,NA,NA
ETP2,S0,2023-06-12T16:45:00Z,15,15,616,62.9,0,23,1.09,2.85,21.9,0.94,87.96,0,NA,NA
ETP2,S0,2023-06-12T17:00:00Z,15,15,598,95,0,49,0.93,2.98,21.8,0.944,87.95,0,NA,NA
ETP2,S0,2023-06-12T17:15:00Z,15,15,570,66.5,0,73,1.28,2.72,21.6,0.936,87.94,0,NA,NA
ETP2,S0,2023-06-12T17:30:00Z,15,15,1099,55.3,0.613,75,1.18,3.75,21.1,0.937,87.96,27.5,NA,NA
ETP2,S0,2023-06-12T17:45:00Z,15,15,977,34.4,2.685,88,1.67,3.9,20.4,0.982,87.97,22.4,NA,NA
ETP2,S0,2023-06-12T18:00:00Z,15,15,875,13.2,0.545,104,1.35,5.33,20,0.979,87.99,5.1,NA,NA
ETP2,S0,2023-06-12T18:15:00Z,15,15,711,0.9,0,112,1,2.91,20.3,0.96,87.98,0,NA,NA
ETP2,S0,2023-06-12T18:30:00Z,15,15,814,0,0.102,83,1.47,5.12,20.6,0.954,87.98,2,NA,NA
ETP2,S0,2023-06-12T18:45:00Z,15,15,688,0,0,105,1.12,3.24,20.4,0.968,87.99,0,NA,NA
ETP2,S0,2023-06-12T19:00:00Z,15,15,669,0,0,77,1.39,5.08,20.3,0.966,88.01,0,NA,NA
ETP2,S0,2023-06-12T19:15:00Z,15,15,649,0,0.017,67,1.45,4.07,20.1,0.965,88.02,1,NA,NA
ETP2,S0,2023-06-12T19:30:00Z,15,15,640,0,0,72,1.55,3.77,20.2,0.957,88.05,0,NA,NA
ETP2,S0,2023-06-12T19:45:00Z,15,15,636,0,0,67,1.59,5.99,20.1,0.961,88.07,0,NA,NA
ETP2,S0,2023-06-12T20:00:00Z,15,15,610,0,0,50,1.5,3.93,20.1,0.953,88.09,0,NA,NA
ETP2,S0,2023-06-12T20:15:00Z,15,15,598,0,0.017,48,1.45,4.17,20.1,0.946,88.1,1,NA,NA
ETP2,S0,2023-06-12T20:30:00Z,15,15,592,0,0,84,1.45,3.39,20.2,0.943,88.11,0,NA,NA
ETP2,S0,2023-06-12T20:45:00Z,15,15,595,0,0,75,1.26,2.48,20,0.952,88.12,0,NA,NA
ETP2,S0,2023-06-12T21:00:00Z,15,15,578,0,0,91,1.04,3.37,20,0.955,88.12,0,NA,NA
ETP2,S0,2023-06-12T21:15:00Z,15,15,558,0,0,108,0.83,1.75,19.9,0.963,88.13,0,NA,NA
ETP2,S0,2023-06-12T21:30:00Z,15,15,551,0,0,89,0.66,1.45,19.9,0.971,88.13,0,NA,NA
ETP2,S0,2023-06-12T21:45:00Z,15,15,544,0,0,97,0.9,2.04,20,0.973,88.13,0,NA,NA
ETP2,S0,2023-06-12T22:00:00Z,15,15,535,0,0,84,1.15,2.8,20.1,0.965,88.13,0,NA,NA
ETP2,S0,2023-06-12T22:15:00Z,15,15,534,0,0,74,0.97,3.5,20,0.965,88.11,0,NA,NA
ETP2,S0,2023-06-12T22:30:00Z,15,15,530,0,0,101,1.05,2.39,20,0.967,88.12,0,NA,NA
ETP2,S0,2023-06-12T22:45:00Z,15,15,528,0,0,93,0.8,1.95,19.9,0.968,88.13,0,NA,NA
ETP2,S0,2023-06-12T23:00:00Z,15,15,518,0,0,73,1.13,3.27,20,0.957,88.11,0,NA,NA
ETP2,S0,2023-06-12T23:15:00Z,15,15,509,0,0,99,1.27,3.59,20,0.951,88.09,0,NA,NA
ETP2,S0,2023-06-12T23:30:00Z,15,15,503,0,0,96,1.08,3.95,19.9,0.96,88.08,0,NA,NA
ETP2,S0,2023-06-12T23:45:00Z,15,15,495,0,0,47,1.1,3.12,19.9,0.953,88.06,0,NA,NA
ETP2,S0,2023-06-13T00:00:00Z,15,15,488,0,0,45,1.27,3.97,19.9,0.949,88.03,0,NA,NA
ETP2,S0,2023-06-13T00:15:00Z,15,15,483,0,0,97,1.18,2.63,19.9,0.94,88.01,0,NA,NA
ETP2,S0,2023-06-13T00:30:00Z,15,15,477,0,0,65,1.24,2.99,19.8,0.919,88,0,NA,NA
ETP2,S0,2023-06-13T00:45:00Z,15,15,472,0,0,55,1.46,2.92,19.8,0.936,87.97,0,NA,NA
ETP2,S0,2023-06-13T01:00:00Z,15,15,469,0,0,75,1.25,3.1,19.7,0.938,87.95,0,NA,NA
ETP2,S0,2023-06-13T01:15:00Z,15,15,465,0,0,57,1.22,2.86,19.7,0.938,87.94,0,NA,NA
ETP2,S0,2023-06-13T01:30:00Z,15,15,461,0,0,82,1.36,4.16,19.9,0.933,87.94,0,NA,NA
ETP2,S0,2023-06-13T01:45:00Z,15,15,466,0,0,72,1.01,2.98,19.8,0.951,87.92,0,NA,NA
ETP2,S0,2023-06-13T02:00:00Z,15,15,463,0,0,66,1.05,2.54,19.8,0.95,87.92,0,NA,NA
ETP2,S0,2023-06-13T02:15:00Z,15,15,462,0,0,72,1.34,3.28,19.8,0.94,87.91,0,NA,NA
ETP2,S0,2023-06-13T02:30:00Z,15,15,461,0,0,65,1.21,2.7,19.9,0.93,87.92,0,NA,NA
ETP2,S0,2023-06-13T02:45:00Z,15,15,474,0,0,74,1.03,2.36,19.9,0.934,87.94,0,NA,NA
ETP2,S0,2023-06-13T03:00:00Z,15,15,465,0,0,110,0.96,1.81,20.1,0.926,87.96,0,NA,NA
ETP2,S0,2023-06-13T03:15:00Z,15,11,460,0,0,108,0.8,2.24,20.1,0.929,87.97,0,NA,NA
ETP2,S0,2023-06-13T03:30:00Z,15,12,469,0,0,55,0.84,2.08,19.7,0.953,87.97,0,NA,NA
ETP2,S0,2023-06-13T03:45:00Z,15,15,472,0,0,54,0.88,2.73,19.7,0.955,87.98,0,NA,NA
ETP2,S0,2023-06-13T04:00:00Z,15,15,482,0,0,85,1.07,2.31,19.6,0.96,87.96,0,NA,NA
ETP2,S0,2023-06-13T04:15:00Z,15,15,487,0,0,65,0.96,3.13,19.5,0.953,87.95,0,NA,NA
ETP2,S0,2023-06-13T04:30:00Z,15,15,493,0,0,34,0.78,1.9,19.4,0.953,87.97,0,NA,NA
ETP2,S0,2023-06-13T04:45:00Z,15,15,501,0,0,57,0.69,1.79,19.4,0.955,87.97,0,NA,NA
ETP2,S0,2023-06-13T05:00:00Z,15,15,515,0,0,83,0.61,1.4,19.3,0.956,87.97,0,NA,NA
ETP2,S0,2023-06-13T05:15:00Z,15,15,529,0.7,0,97,0.64,1.96,19.1,0.955,87.98,0,NA,NA
ETP2,S0,2023-06-13T05:30:00Z,15,15,540,5.2,0,56,0.68,1.25,19.1,0.953,88.01,0,NA,NA
ETP2,S0,2023-06-13T05:45:00Z,15,15,549,18.2,0,44,1.05,3.16,19.2,0.952,88.02,0,NA,NA
ETP2,S0,2023-06-13T06:00:00Z,15,15,546,36.1,0,76,0.95,2.9,19.4,0.954,88.03,0,NA,NA
ETP2,S0,2023-06-13T06:15:00Z,15,15,519,58.2,0.017,38,1.44,4.8,19.7,0.948,88.06,1,NA,NA
ETP2,S0,2023-06-13T06:30:00Z,15,15,479,83.7,0,35,1.2,2.64,19.8,0.962,88.09,0,NA,NA
ETP2,S0,2023-06-13T06:45:00Z,15,5,454,148,0,66,1.24,3.13,20.1,0.952,88.1,0,NA,NA
ETP2,S0,2023-06-13T07:00:00Z,15,0,454,167.5,0,69,1.06,2.86,20.4,0.952,88.12,0,NA,NA
ETP2,S0,2023-06-13T07:15:00Z,15,0,452,271.9,0,56,1.19,2.2,20.9,0.954,88.12,0,NA,NA
ETP2,S0,2023-06-13T07:30:00Z,15,0,452,289.7,0,56,1.24,2.68,21.1,0.953,88.14,0,NA,NA
ETP2,S0,2023-06-13T07:45:00Z,15,0,452,232.3,0,78,1.07,2.7,21.5,0.942,88.15,0,NA,NA
ETP2,S0,2023-06-13T08:00:00Z,15,0,452,279,0,98,1.31,2.42,21.4,0.941,88.14,0,NA,NA
ETP2,S0,2023-06-13T08:15:00Z,15,0,451,433.2,0,60,1.26,3.17,22.1,0.931,88.13,0,NA,NA
ETP2,S0,2023-06-13T08:30:00Z,15,0,451,344.9,0,64,1.09,4.38,22.1,0.937,88.14,0,NA,NA
ETP2,S0,2023-06-13T08:45:00Z,15,0,451,294.7,0,28,0.91,1.89,21.9,0.947,88.15,0,NA,NA
ETP2,S0,2023-06-13T09:00:00Z,15,0,451,291.9,0,88,1.08,2.44,21.9,0.955,88.16,0,NA,NA
ETP2,S0,2023-06-13T09:15:00Z,14,0,450,443.5,0,76,1.28,2.82,22.2,0.941,88.17,0,NA,NA
ETP2,S0,2023-06-13T09:30:00Z,7,0,450,552.2,0,76,1.2,2.68,23,0.918,88.18,0,NA,NA
ETP2,S0,2023-06-13T09:45:00Z,6,0,449,368.5,0,72,1.11,3.13,22.8,0.918,88.16,0,NA,NA
ETP2,S0,2023-06-13T10:00:00Z,7,0,450,385.3,0,52,1.02,2.1,22.8,0.923,88.15,0,NA,NA
ETP2,S0,2023-06-13T10:15:00Z,2,0,450,309.1,0,63,0.93,2.68,22.8,0.927,88.15,0,NA,NA
ETP2,S0,2023-06-13T10:30:00Z,2,0,449,415.7,0,61,1.09,2.62,23,0.924,88.13,0,NA,NA
ETP2,S0,2023-06-13T10:45:00Z,5,0,450,438.9,0,69,1.03,3.16,23.2,0.914,88.13,0,NA,NA
ETP2,S0,2023-06-13T11:00:00Z,0,0,449,601.3,0,48,0.98,1.81,23.8,0.911,88.12,0,NA,NA
ETP2,S0,2023-06-13T11:15:00Z,0,0,449,597.5,0,55,1.07,2.43,24,0.902,88.12,0,NA,NA
ETP2,S0,2023-06-13T11:30:00Z,0,0,448,568.8,0,52,1.25,3.29,23.8,0.911,88.11,0,NA,NA
ETP2,S0,2023-06-13T11:45:00Z,5,0,450,208.1,0,40,1.01,2.65,23.2,0.915,88.12,0,NA,NA
ETP2,S0,2023-06-13T12:00:00Z,9,0,449,360.9,0,49,0.88,1.98,23.1,0.92,88.1,0,NA,NA
ETP2,S0,2023-06-13T12:15:00Z,0,0,449,558.1,0,62,1.14,2.39,23.6,0.907,88.07,0,NA,NA
ETP2,S0,2023-06-13T12:30:00Z,13,0,450,267.9,0,53,1.08,2.35,23.2,0.914,88.06,0,NA,NA
ETP2,S0,2023-06-13T12:45:00Z,1,0,448,526.1,0,52,1.04,2.66,23.8,0.908,88.02,0,NA,NA
ETP2,S0,2023-06-13T13:00:00Z,6,0,449,319.1,0,35,1.17,2.46,23.3,0.924,88.01,0,NA,NA
ETP2,S0,2023-06-13T13:15:00Z,8,2,449,535.9,0,53,1.11,3.14,23.8,0.909,87.98,0,NA,NA
ETP2,S0,2023-06-13T13:30:00Z,2,0,450,480.3,0,34,1.41,3.41,23.5,0.922,87.97,0,NA,NA
ETP2,S0,2023-06-13T13:45:00Z,1,0,449,424.1,0,34,1.24,3.42,23.6,0.92,87.95,0,NA,NA
ETP2,S0,2023-06-13T14:00:00Z,5,0,449,326.3,0,53,1.02,2.26,23.7,0.903,87.97,0,NA,NA
ETP2,S0,2023-06-13T14:15:00Z,10,0,451,125.6,0,50,1.02,2.7,23.3,0.913,87.98,0,NA,NA
ETP2,S0,2023-06-13T14:30:00Z,15,0,450,186.7,0,63,0.86,1.82,22.9,0.922,87.93,0,NA,NA
ETP2,S0,2023-06-13T14:45:00Z,15,6,570,88.5,0,49,1.18,2.42,22.8,0.918,87.92,0,NA,NA
ETP2,S0,2023-06-13T15:00:00Z,15,15,867,62.1,0.136,49,1,2.3,22.2,0.939,87.95,3.1,NA,NA
ETP2,S0,2023-06-13T15:15:00Z,15,15,1054,10.2,1.106,41,0.97,2.88,21.7,0.957,87.95,9.2,NA,NA
ETP2,S0,2023-06-13T15:30:00Z,15,15,995,23,2.106,54,0.74,1.91,21.2,0.964,87.98,36.7,NA,NA
ETP2,S0,2023-06-13T15:45:00Z,15,15,1094,4.4,5.949,72,1.09,2.76,20.8,0.969,88.01,92.8,NA,NA
ETP2,S0,2023-06-13T16:00:00Z,15,15,1096,4.2,10.881,73,1.4,3.9,19.2,0.999,88.03,92.8,NA,NA
ETP2,S0,2023-06-13T16:15:00Z,15,15,851,5.3,1.617,192,0.55,1.45,17.9,1.001,88,35.7,NA,NA
ETP2,S0,2023-06-13T16:30:00Z,15,15,704,6.9,0,215,0.5,1.4,17.5,0.989,87.97,0,NA,NA
ETP2,S0,2023-06-13T16:45:00Z,15,15,653,6.9,0,57,0.44,1.45,18.2,0.955,87.98,0,NA,NA
ETP2,S0,2023-06-13T17:00:00Z,15,15,620,8.3,0,56,0.54,1.72,18.9,0.952,88,0,NA,NA
ETP2,S0,2023-06-13T17:15:00Z,15,15,650,3.1,0,26,0.59,2.12,19.1,0.971,87.99,0,NA,NA
ETP2,S0,2023-06-13T17:30:00Z,15,15,752,1,0.119,63,0.48,1.6,19.2,0.979,87.99,2,NA,NA
ETP2,S0,2023-06-13T17:45:00Z,15,15,809,0.1,0.034,83,0.54,1.79,19.4,0.977,88.04,1,NA,NA
ETP2,S0,2023-06-13T18:00:00Z,15,15,937,0,0.34,124,0.67,1.77,19.7,0.973,88.06,2,NA,NA
ETP2,S0,2023-06-13T18:15:00Z,15,15,995,0,0.443,92,0.86,1.76,19.8,0.982,88.05,3.1,NA,NA
ETP2,S0,2023-06-13T18:30:00Z,15,15,894,0,0.187,89,0.73,2.84,19.7,0.987,88.05,1,NA,NA
ETP2,S0,2023-06-13T18:45:00Z,15,15,777,0,0.017,74,0.6,1.96,19.6,0.99,88.04,1,NA,NA
ETP2,S0,2023-06-13T19:00:00Z,15,15,697,0,0.017,50,1.11,3.02,19.6,0.99,88.05,1,NA,NA
ETP2,S0,2023-06-13T19:15:00Z,15,15,669,0,0,58,0.96,2.05,19.6,0.991,88.05,0,NA,NA
ETP2,S0,2023-06-13T19:30:00Z,15,15,641,0,0,86,0.95,3.08,19.5,0.991,88.06,0,NA,NA
ETP2,S0,2023-06-13T19:45:00Z,15,15,619,0,0,59,0.96,4.06,19.6,0.98,88.04,0,NA,NA
ETP2,S0,2023-06-13T20:00:00Z,15,15,612,0,0,55,0.9,3.33,19.7,0.972,88.03,0,NA,NA
ETP2,S0,2023-06-13T20:15:00Z,15,15,599,0,0,80,0.82,3.19,19.8,0.964,88.04,0,NA,NA
ETP2,S0,2023-06-13T20:30:00Z,15,15,603,0,0,70,0.57,1.26,19.5,0.974,88.05,0,NA,NA
ETP2,S0,2023-06-13T20:45:00Z,15,15,590,0,0,130,0.95,2,19.8,0.957,88.04,0,NA,NA
ETP2,S0,2023-06-13T21:00:00Z,15,15,571,0,0.017,140,1.02,2.65,20,0.95,88.04,1,NA,NA
ETP2,S0,2023-06-13T21:15:00Z,15,15,569,0,0,112,0.59,1.8,19.7,0.96,88.04,0,NA,NA
ETP2,S0,2023-06-13T21:30:00Z,15,15,568,0,0,120,0.64,1.52,19.6,0.958,88.04,0,NA,NA
ETP2,S0,2023-06-13T21:45:00Z,15,15,555,0,0,139,0.8,1.72,19.8,0.942,88.04,0,NA,NA
ETP2,S0,2023-06-13T22:00:00Z,15,15,574,0,0,54,0.45,0.97,19.1,0.98,88.06,0,NA,NA
ETP2,S0,2023-06-13T22:15:00Z,15,15,586,0,0,94,0.79,2.51,19.3,0.964,88.06,0,NA,NA
ETP2,S0,2023-06-13T22:30:00Z,15,15,592,0,0,110,0.85,2.51,19.4,0.967,88.06,0,NA,NA
ETP2,S0,2023-06-13T22:45:00Z,15,15,576,0,0,82,1.31,3.41,19.6,0.966,88.05,0,NA,NA
ETP2,S0,2023-06-13T23:00:00Z,15,15,566,0,0,93,1.27,2.95,19.7,0.966,88.06,0,NA,NA
ETP2,S0,2023-06-13T23:15:00Z,15,15,547,0,0.017,93,1.39,3.68,19.7,0.968,88.07,1,NA,NA
ETP2,S0,2023-06-13T23:30:00Z,15,15,532,0,0,79,1.52,3.58,19.7,0.972,88.06,0,NA,NA
ETP2,S0,2023-06-13T23:45:00Z,15,15,532,0,0,92,1.49,3.19,19.6,0.977,88.05,0,NA,NA
ETP2,S0,2023-06-14T00:00:00Z,15,15,532,0,0,72,1.51,5.11,19.6,0.972,88.04,0,NA,NA
ETP2,S0,2023-06-14T00:15:00Z,15,15,557,0,0,98,1.55,2.99,19.5,0.98,88.02,0,NA,NA
ETP2,S0,2023-06-14T00:30:00Z,15,15,565,0,0,95,1.58,3.69,19.5,0.953,87.99,0,NA,NA
ETP2,S0,2023-06-14T00:45:00Z,15,15,558,0,0,64,1.57,5.12,19.5,0.963,87.96,0,NA,NA
ETP2,S0,2023-06-14T01:00:00Z,15,15,527,0,0,72,1.61,4.33,19.6,0.944,87.94,0,NA,NA
ETP2,S0,2023-06-14T01:15:00Z,15,15,501,0,0,84,1.54,4.18,19.5,0.937,87.92,0,NA,NA
ETP2,S0,2023-06-14T01:30:00Z,15,15,488,0,0,100,1.62,3.25,19.6,0.931,87.89,0,NA,NA
ETP2,S0,2023-06-14T01:45:00Z,15,15,480,0,0,88,1.56,4.14,19.5,0.935,87.87,0,NA,NA
ETP2,S0,2023-06-14T02:00:00Z,15,15,475,0,0,77,1.36,3.9,19.4,0.938,87.86,0,NA,NA
ETP2,S0,2023-06-14T02:15:00Z,15,15,472,0,0,57,1.19,2.3,19.1,0.941,87.87,0,NA,NA
ETP2,S0,2023-06-14T02:30:00Z,15,15,470,0,0,84,1.15,2.76,19.1,0.94,87.89,0,NA,NA
ETP2,S0,2023-06-14T02:45:00Z,15,15,472,0,0,82,1.22,2.47,19,0.946,87.92,0,NA,NA
ETP2,S0,2023-06-14T03:00:00Z,15,15,462,0,0.017,83,1.6,4.23,19.2,0.944,87.93,1,NA,NA
ETP2,S0,2023-06-14T03:15:00Z,15,15,463,0,0,89,1.53,2.76,19.3,0.959,87.93,0,NA,NA
ETP2,S0,2023-06-14T03:30:00Z,15,15,469,0,0,59,1.67,4.34,19.3,0.963,87.93,0,NA,NA
ETP2,S0,2023-06-14T03:45:00Z,15,15,471,0,0,95,1.44,3.08,19.2,0.962,87.93,0,NA,NA
ETP2,S0,2023-06-14T04:00:00Z,15,15,471,0,0,69,1.45,3.39,19.2,0.962,87.93,0,NA,NA
ETP2,S0,2023-06-14T04:15:00Z,15,15,475,0,0,68,1.41,3.44,19.1,0.971,87.92,0,NA,NA
ETP2,S0,2023-06-14T04:30:00Z,15,15,480,0,0,61,1.7,3.26,19.1,0.967,87.92,0,NA,NA
ETP2,S0,2023-06-14T04:45:00Z,15,15,484,0,0,50,1.58,4.09,19,0.968,87.93,0,NA,NA
ETP2,S0,2023-06-14T05:00:00Z,15,15,492,0,0,43,1.53,3.36,18.9,0.97,87.93,0,NA,NA
ETP2,S0,2023-06-14T05:15:00Z,15,15,491,0,0,55,1.72,3.38,19.1,0.961,87.96,0,NA,NA
ETP2,S0,2023-06-14T05:30:00Z,15,15,493,2.5,0.017,82,1.35,2.69,19,0.965,87.99,1,NA,NA
ETP2,S0,2023-06-14T05:45:00Z,15,15,486,16.5,0,76,1.49,3.48,19,0.962,87.99,0,NA,NA
ETP2,S0,2023-06-14T06:00:00Z,15,15,461,35.2,0,61,2.06,4.56,19.3,0.947,88,0,NA,NA
ETP2,S0,2023-06-14T06:15:00Z,15,3,459,49.7,0,75,2.09,4.63,19.5,0.946,88.03,0,NA,NA
ETP2,S0,2023-06-14T06:30:00Z,15,0,455,47.5,0,64,2.12,4.49,19.5,0.956,88.06,0,NA,NA
ETP2,S0,2023-06-14T06:45:00Z,15,0,455,57.5,0,73,1.84,4.52,19.5,0.961,88.07,0,NA,NA
ETP2,S0,2023-06-14T07:00:00Z,15,0,455,91.7,0,91,1.68,4.6,19.6,0.964,88.08,0,NA,NA
ETP2,S0,2023-06-14T07:15:00Z,15,0,454,141.3,0,57,1.58,3.96,19.9,0.954,88.05,0,NA,NA
ETP2,S0,2023-06-14T07:30:00Z,15,0,453,166.6,0,60,1.27,5.19,20.3,0.939,88.04,0,NA,NA
ETP2,S0,2023-06-14T07:45:00Z,15,0,452,181.8,0,51,1.19,3.66,20.6,0.933,88.05,0,NA,NA
ETP2,S0,2023-06-14T08:00:00Z,15,0,452,201.1,0,47,1.36,2.55,20.6,0.94,88.06,0,NA,NA
ETP2,S0,2023-06-14T08:15:00Z,15,0,452,227.2,0,59,1.38,2.57,20.7,0.935,88.07,0,NA,NA
ETP2,S0,2023-06-14T08:30:00Z,15,0,452,279.3,0,52,1.28,3.53,20.6,0.967,88.1,0,NA,NA
ETP2,S0,2023-06-14T08:45:00Z,15,0,451,339.3,0,84,1.25,2.4,20.9,0.977,88.1,0,NA,NA
ETP2,S0,2023-06-14T09:00:00Z,15,0,452,276.9,0,96,1.26,2.21,21,0.977,88.11,0,NA,NA
ETP2,S0,2023-06-14T09:15:00Z,15,0,451,387.1,0,66,1.06,1.78,21.3,0.98,88.1,0,NA,NA
ETP2,S0,2023-06-14T09:30:00Z,13,0,450,534.1,0,87,0.97,2.23,21.7,0.974,88.08,0,NA,NA
ETP2,S0,2023-06-14T09:45:00Z,8,0,450,790.5,0,92,1.1,2.09,22.4,0.936,88.08,0,NA,NA
ETP2,S0,2023-06-14T10:00:00Z,0,0,448,910.3,0,34,1.15,3.12,23.2,0.938,88.08,0,NA,NA
ETP2,S0,2023-06-14T10:15:00Z,0,0,448,810.3,0,39,1.23,2.52,23.3,0.936,88.08,0,NA,NA
ETP2,S0,2023-06-14T10:30:00Z,0,0,447,946.5,0,46,1.38,3.18,23.9,0.912,88.07,0,NA,NA
ETP2,S0,2023-06-14T10:45:00Z,0,0,448,442.7,0,41,1.16,2.93,23.1,0.932,88.08,0,NA,NA
ETP2,S0,2023-06-14T11:00:00Z,0,0,449,407.8,0,32,1.13,1.98,22.6,0.934,88.08,0,NA,NA
ETP2,S0,2023-06-14T11:15:00Z,0,0,449,332.9,0,53,1.18,2.34,22.5,0.931,88.08,0,NA,NA
ETP2,S0,2023-06-14T11:30:00Z,0,0,449,369.1,0,55,1.15,1.99,22.5,0.94,88.05,0,NA,NA
ETP2,S0,2023-06-14T11:45:00Z,0,0,449,350,0,41,0.98,2.26,22.4,0.945,88.04,0,NA,NA
ETP2,S0,2023-06-14T12:00:00Z,4,0,450,223.4,0,42,0.95,2.09,22.4,0.945,88.03,0,NA,NA
ETP2,S0,2023-06-14T12:15:00Z,4,0,449,353.9,0,28,1.04,1.68,22,0.957,88.03,0,NA,NA
ETP2,S0,2023-06-14T12:30:00Z,0,0,448,585.3,0,45,1.09,3.07,22.7,0.936,88.01,0,NA,NA
ETP2,S0,2023-06-14T12:45:00Z,0,0,449,436.9,0,48,1.3,2.25,23.1,0.926,88,0,NA,NA
ETP2,S0,2023-06-14T13:00:00Z,0,0,449,421.7,0,76,1.2,2.55,23.1,0.93,87.99,0,NA,NA
ETP2,S0,2023-06-14T13:15:00Z,3,0,450,270.3,0,45,0.96,2.47,23.2,0.925,87.98,0,NA,NA
ETP2,S0,2023-06-14T13:30:00Z,12,0,450,213.3,0,38,0.92,1.72,22.9,0.936,87.96,0,NA,NA
ETP2,S0,2023-06-14T13:45:00Z,15,0,450,163.9,0,81,0.74,1.13,22.9,0.928,87.95,0,NA,NA
ETP2,S0,2023-06-14T14:00:00Z,10,0,450,278.1,0,54,1.07,1.88,22.9,0.927,87.92,0,NA,NA
ETP2,S0,2023-06-14T14:15:00Z,13,0,450,208.9,0,44,0.95,1.55,22.6,0.95,87.91,0,NA,NA
ETP2,S0,2023-06-14T14:30:00Z,15,0,451,152.3,0,39,0.86,1.61,22.7,0.929,87.9,0,NA,NA
ETP2,S0,2023-06-14T14:45:00Z,15,0,451,120.9,0,51,1.04,3.39,22.6,0.931,87.88,0,NA,NA
ETP2,S0,2023-06-14T15:00:00Z,15,0,456,177.2,0,35,0.6,1.25,22.4,0.941,87.87,0,NA,NA
