Tree,MC,Timestamp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port3_Temp,Port1_Solar,Port4_LW_minutes,Port4_LWS_Count,Port4_LW_minutes_H
TV3,MC3,2023-06-09T06:45:00Z,0.999,85.25,0,17.7,82.2,15,674,15
TV3,MC3,2023-06-09T07:00:00Z,0.999,85.27,0,18.2,183.3,15,621,15
TV3,MC3,2023-06-09T07:15:00Z,0.971,85.28,0.06,18.5,294.6,15,584,15
TV3,MC3,2023-06-09T07:30:00Z,0.944,85.28,0.12,19.3,133.1,15,576,15
TV3,MC3,2023-06-09T07:45:00Z,0.936,85.29,0.15,19.7,104.7,15,567,15
TV3,MC3,2023-06-09T08:00:00Z,0.915,85.29,0.2,19.9,84.4,15,558,15
TV3,MC3,2023-06-09T08:15:00Z,0.921,85.3,0.19,20.1,258.9,15,548,15
TV3,MC3,2023-06-09T08:30:00Z,0.925,85.3,0.18,20.3,256,15,538,15
TV3,MC3,2023-06-09T08:45:00Z,0.945,85.31,0.13,19.7,94.1,15,529,15
TV3,MC3,2023-06-09T09:00:00Z,0.957,85.32,0.1,19.9,103.6,15,521,15
TV3,MC3,2023-06-09T09:15:00Z,0.955,85.31,0.11,20,138.8,15,511,15
TV3,MC3,2023-06-09T09:30:00Z,0.963,85.32,0.09,20.1,139.5,15,502,15
TV3,MC3,2023-06-09T09:45:00Z,0.957,85.32,0.1,20.1,223.6,15,486,15
TV3,MC3,2023-06-09T10:00:00Z,0.948,85.31,0.12,20.4,207.6,15,462,15
TV3,MC3,2023-06-09T10:15:00Z,0.92,85.3,0.2,21,261.8,15,454,0
TV3,MC3,2023-06-09T10:30:00Z,0.939,85.31,0.15,20.7,110.4,15,456,0
TV3,MC3,2023-06-09T10:45:00Z,0.958,85.31,0.1,20.1,160.9,15,455,0
TV3,MC3,2023-06-09T11:00:00Z,0.951,85.31,0.12,20.5,141.2,15,455,0
TV3,MC3,2023-06-09T11:15:00Z,0.96,85.31,0.09,20,85,15,455,0
TV3,MC3,2023-06-09T11:30:00Z,0.964,85.3,0.08,20,57.1,15,456,0
TV3,MC3,2023-06-09T11:45:00Z,0.959,85.29,0.1,20,78,15,471,3
TV3,MC3,2023-06-09T12:00:00Z,0.959,85.27,0.1,20.1,85.5,15,466,15
TV3,MC3,2023-06-09T12:15:00Z,0.956,85.26,0.1,20.3,50.2,15,480,15
TV3,MC3,2023-06-09T12:30:00Z,0.965,85.25,0.08,19.9,24.2,15,624,15
TV3,MC3,2023-06-09T12:45:00Z,0.976,85.25,0.05,19.5,6.2,15,906,15
TV3,MC3,2023-06-09T13:00:00Z,0.985,85.23,0.03,19.1,5.7,15,774,15
TV3,MC3,2023-06-09T13:15:00Z,0.992,85.21,0.02,19,6.6,15,587,15
TV3,MC3,2023-06-09T13:30:00Z,0.996,85.18,0.01,19.1,26.7,15,779,15
TV3,MC3,2023-06-09T13:45:00Z,0.998,85.17,0,19.1,13,15,676,15
TV3,MC3,2023-06-09T14:00:00Z,1,85.17,0,19,7.1,15,891,15
TV3,MC3,2023-06-09T14:15:00Z,0.999,85.18,0,18.4,10.1,15,791,15
TV3,MC3,2023-06-09T14:30:00Z,1,85.16,0,18.3,12.8,15,829,15
TV3,MC3,2023-06-09T14:45:00Z,1,85.12,0,18.4,23.8,15,783,15
TV3,MC3,2023-06-09T15:00:00Z,1,85.11,0,18.5,38.6,15,733,15
TV3,MC3,2023-06-09T15:15:00Z,1,85.14,0,18.7,45,15,673,15
TV3,MC3,2023-06-09T15:30:00Z,0.999,85.17,0,18.6,33.5,15,642,15
TV3,MC3,2023-06-09T15:45:00Z,0.999,85.16,0,18.6,34.4,15,627,15
TV3,MC3,2023-06-09T16:00:00Z,1,85.15,0,18.6,27.3,15,600,15
TV3,MC3,2023-06-09T16:15:00Z,1,85.15,0,18.6,3.7,15,832,15
TV3,MC3,2023-06-09T16:30:00Z,1,85.16,0,18.3,12.6,15,724,15
TV3,MC3,2023-06-09T16:45:00Z,1,85.18,0,18.2,7.5,15,656,15
TV3,MC3,2023-06-09T17:00:00Z,0.999,85.19,0,17.8,0.7,15,694,15
TV3,MC3,2023-06-09T17:15:00Z,1,85.17,0,17.6,11.7,15,688,15
TV3,MC3,2023-06-09T17:30:00Z,1,85.17,0,16.9,12.1,15,591,15
TV3,MC3,2023-06-09T17:45:00Z,1,85.17,0,16.6,7.1,15,575,15
TV3,MC3,2023-06-09T18:00:00Z,0.964,85.18,0.07,17.1,0,15,555,15
TV3,MC3,2023-06-09T18:15:00Z,0.925,85.19,0.15,17.4,0,15,547,15
TV3,MC3,2023-06-09T18:30:00Z,0.946,85.19,0.11,17.2,0,15,546,15
TV3,MC3,2023-06-09T18:45:00Z,0.961,85.18,0.08,17.1,0,15,544,15
TV3,MC3,2023-06-09T19:00:00Z,0.963,85.21,0.07,17.2,0,15,540,15
TV3,MC3,2023-06-09T19:15:00Z,0.939,85.23,0.12,17.6,0,15,531,15
TV3,MC3,2023-06-09T19:30:00Z,0.912,85.25,0.18,18.2,0,15,526,15
TV3,MC3,2023-06-09T19:45:00Z,0.901,85.25,0.21,18.3,0,15,514,15
TV3,MC3,2023-06-09T20:00:00Z,0.891,85.27,0.23,18.1,0,15,506,15
TV3,MC3,2023-06-09T20:15:00Z,0.906,85.28,0.19,17.5,0,15,498,15
TV3,MC3,2023-06-09T20:30:00Z,0.891,85.28,0.22,17.8,0,15,489,15
TV3,MC3,2023-06-09T20:45:00Z,0.899,85.3,0.21,17.8,0,15,475,15
TV3,MC3,2023-06-09T21:00:00Z,0.9,85.32,0.2,17.8,0,15,459,13
TV3,MC3,2023-06-09T21:15:00Z,0.912,85.32,0.18,18,0,15,459,0
TV3,MC3,2023-06-09T21:30:00Z,0.933,85.32,0.13,17.5,0,15,458,0
TV3,MC3,2023-06-09T21:45:00Z,0.933,85.33,0.14,17.6,0,15,457,0
TV3,MC3,2023-06-09T22:00:00Z,0.936,85.34,0.13,17.4,0,15,457,0
TV3,MC3,2023-06-09T22:15:00Z,0.916,85.34,0.17,17.9,0,15,456,0
TV3,MC3,2023-06-09T22:30:00Z,0.904,85.33,0.2,18,0,15,456,0
TV3,MC3,2023-06-09T22:45:00Z,0.906,85.33,0.19,17.9,0,15,456,0
TV3,MC3,2023-06-09T23:00:00Z,0.918,85.32,0.17,17.9,0,15,458,0
TV3,MC3,2023-06-09T23:15:00Z,0.947,85.3,0.11,17.5,0,15,459,0
TV3,MC3,2023-06-09T23:30:00Z,0.963,85.28,0.07,17.3,0,15,459,7
TV3,MC3,2023-06-09T23:45:00Z,0.96,85.26,0.08,17.5,0,15,458,0
TV3,MC3,2023-06-10T00:00:00Z,0.952,85.24,0.1,17.7,0,15,459,0
TV3,MC3,2023-06-10T00:15:00Z,0.955,85.23,0.09,17.5,0,15,458,0
TV3,MC3,2023-06-10T00:30:00Z,0.959,85.22,0.08,17.5,0,15,458,0
TV3,MC3,2023-06-10T00:45:00Z,0.96,85.19,0.08,17.6,0,15,458,0
TV3,MC3,2023-06-10T01:00:00Z,0.957,85.17,0.09,17.5,0,15,458,0
TV3,MC3,2023-06-10T01:15:00Z,0.952,85.15,0.1,17.5,0,15,458,0
TV3,MC3,2023-06-10T01:30:00Z,0.942,85.11,0.12,17.6,0,15,457,0
TV3,MC3,2023-06-10T01:45:00Z,0.926,85.09,0.15,17.8,0,15,457,0
TV3,MC3,2023-06-10T02:00:00Z,0.929,85.08,0.14,17.7,0,15,458,0
TV3,MC3,2023-06-10T02:15:00Z,0.939,85.06,0.12,17.5,0,15,458,0
TV3,MC3,2023-06-10T02:30:00Z,0.947,85.06,0.1,17.3,0,15,458,0
TV3,MC3,2023-06-10T02:45:00Z,0.956,85.07,0.09,17.1,0,15,459,0
TV3,MC3,2023-06-10T03:00:00Z,0.956,85.06,0.09,16.9,0,15,458,0
TV3,MC3,2023-06-10T03:15:00Z,0.957,85.07,0.08,16.9,0,15,460,3
TV3,MC3,2023-06-10T03:30:00Z,0.965,85.07,0.07,16.8,0,15,458,5
TV3,MC3,2023-06-10T03:45:00Z,0.962,85.08,0.07,17,0,15,460,1
TV3,MC3,2023-06-10T04:00:00Z,0.966,85.09,0.06,16.8,0,15,462,12
TV3,MC3,2023-06-10T04:15:00Z,0.969,85.09,0.06,16.5,0,15,461,15
TV3,MC3,2023-06-10T04:30:00Z,0.97,85.1,0.06,16.4,0,15,459,10
TV3,MC3,2023-06-10T04:45:00Z,0.965,85.11,0.06,16.4,0,15,459,0
TV3,MC3,2023-06-10T05:00:00Z,0.961,85.12,0.07,16.7,0,15,458,0
TV3,MC3,2023-06-10T05:15:00Z,0.955,85.13,0.09,16.8,0,15,460,0
TV3,MC3,2023-06-10T05:30:00Z,0.965,85.14,0.07,16.6,0.7,15,462,15
TV3,MC3,2023-06-10T05:45:00Z,0.979,85.15,0.04,16.7,7.1,15,463,15
TV3,MC3,2023-06-10T06:00:00Z,0.98,85.15,0.04,16.8,12.5,15,465,15
TV3,MC3,2023-06-10T06:15:00Z,0.984,85.16,0.03,16.8,12.5,15,468,15
TV3,MC3,2023-06-10T06:30:00Z,0.987,85.18,0.02,17,22.9,15,464,15
TV3,MC3,2023-06-10T06:45:00Z,0.984,85.19,0.03,17.4,80.7,15,459,13
TV3,MC3,2023-06-10T07:00:00Z,0.971,85.21,0.06,18,195.9,15,455,0
TV3,MC3,2023-06-10T07:15:00Z,0.927,85.23,0.16,18.6,322.6,15,454,0
TV3,MC3,2023-06-10T07:30:00Z,0.933,85.23,0.14,18.7,138.1,15,455,0
TV3,MC3,2023-06-10T07:45:00Z,0.921,85.24,0.17,19,112.8,15,454,0
TV3,MC3,2023-06-10T08:00:00Z,0.908,85.26,0.21,19.6,97.8,15,455,0
TV3,MC3,2023-06-10T08:15:00Z,0.897,85.27,0.24,19.9,236.6,15,454,0
TV3,MC3,2023-06-10T08:30:00Z,0.897,85.28,0.24,20.2,174.3,15,454,0
TV3,MC3,2023-06-10T08:45:00Z,0.886,85.29,0.27,20.5,90.5,15,454,0
TV3,MC3,2023-06-10T09:00:00Z,0.881,85.31,0.29,20.5,103.1,15,454,0
TV3,MC3,2023-06-10T09:15:00Z,0.901,85.32,0.23,20.3,213,15,454,0
TV3,MC3,2023-06-10T09:30:00Z,0.892,85.32,0.26,20.5,183.3,15,454,0
TV3,MC3,2023-06-10T09:45:00Z,0.888,85.32,0.27,20.4,145.6,15,454,0
TV3,MC3,2023-06-10T10:00:00Z,0.903,85.32,0.24,20.6,125.1,15,454,0
TV3,MC3,2023-06-10T10:15:00Z,0.908,85.31,0.22,20.4,65,15,454,0
TV3,MC3,2023-06-10T10:30:00Z,0.926,85.31,0.17,20.1,43.4,15,874,9
TV3,MC3,2023-06-10T10:45:00Z,0.944,85.29,0.13,19.6,91.7,15,671,15
TV3,MC3,2023-06-10T11:00:00Z,0.954,85.26,0.1,19.6,359.1,15,528,15
TV3,MC3,2023-06-10T11:15:00Z,0.932,85.25,0.16,20.2,124.5,15,502,15
TV3,MC3,2023-06-10T11:30:00Z,0.943,85.24,0.14,20.3,85.7,15,544,15
TV3,MC3,2023-06-10T11:45:00Z,0.946,85.24,0.13,20.1,101.3,15,670,15
TV3,MC3,2023-06-10T12:00:00Z,0.945,85.24,0.13,20,110.4,15,613,15
TV3,MC3,2023-06-10T12:15:00Z,0.956,85.23,0.1,19.8,64.8,15,602,15
TV3,MC3,2023-06-10T12:30:00Z,0.967,85.19,0.07,19.6,59.5,15,682,15
TV3,MC3,2023-06-10T12:45:00Z,0.975,85.17,0.06,19.6,134.9,15,806,15
TV3,MC3,2023-06-10T13:00:00Z,0.974,85.14,0.06,19.9,236.4,15,920,15
TV3,MC3,2023-06-10T13:15:00Z,0.977,85.11,0.05,20,121,15,825,15
TV3,MC3,2023-06-10T13:30:00Z,0.979,85.1,0.05,19.8,86.4,15,735,15
TV3,MC3,2023-06-10T13:45:00Z,0.978,85.1,0.05,19.6,83.5,15,692,15
TV3,MC3,2023-06-10T14:00:00Z,0.971,85.1,0.07,19.3,121.2,15,635,15
TV3,MC3,2023-06-10T14:15:00Z,0.971,85.09,0.07,19.3,43.2,15,536,15
TV3,MC3,2023-06-10T14:30:00Z,0.976,85.1,0.05,18.8,17.9,15,798,15
TV3,MC3,2023-06-10T14:45:00Z,0.98,85.08,0.04,18.4,14.5,15,830,15
TV3,MC3,2023-06-10T15:00:00Z,0.984,85.07,0.03,18.4,8.6,15,853,15
TV3,MC3,2023-06-10T15:15:00Z,0.987,85.09,0.03,18.2,6.6,15,805,15
TV3,MC3,2023-06-10T15:30:00Z,0.99,85.12,0.02,18.1,0,15,744,15
TV3,MC3,2023-06-10T15:45:00Z,0.994,85.09,0.01,17.9,0,15,778,15
TV3,MC3,2023-06-10T16:00:00Z,0.997,85.1,0.01,18,0,15,670,15
TV3,MC3,2023-06-10T16:15:00Z,0.998,85.12,0,18,0,15,814,15
TV3,MC3,2023-06-10T16:30:00Z,0.999,85.13,0,17.7,0,15,777,15
TV3,MC3,2023-06-10T16:45:00Z,1.001,85.15,0,17.5,1.3,15,656,15
TV3,MC3,2023-06-10T17:00:00Z,1,85.16,0,17.3,6,15,679,15
TV3,MC3,2023-06-10T17:15:00Z,1,85.17,0,17.5,0.7,15,786,15
TV3,MC3,2023-06-10T17:30:00Z,1.001,85.18,0,17.6,0,15,676,15
TV3,MC3,2023-06-10T17:45:00Z,1,85.19,0,17.4,0,15,778,15
TV3,MC3,2023-06-10T18:00:00Z,1,85.19,0,17.2,0,15,769,15
TV3,MC3,2023-06-10T18:15:00Z,1,85.2,0,17,0,15,797,15
TV3,MC3,2023-06-10T18:30:00Z,0.999,85.2,0,16.9,0,15,774,15
TV3,MC3,2023-06-10T18:45:00Z,1,85.2,0,16.8,0,15,762,15
TV3,MC3,2023-06-10T19:00:00Z,1.001,85.21,0,16.6,0,15,705,15
TV3,MC3,2023-06-10T19:15:00Z,1.001,85.23,0,16.6,0,15,600,15
TV3,MC3,2023-06-10T19:30:00Z,1,85.26,0,16.6,0,15,616,15
TV3,MC3,2023-06-10T19:45:00Z,1.001,85.28,0,16.5,0,15,594,15
TV3,MC3,2023-06-10T20:00:00Z,0.999,85.29,0,16.4,0,15,607,15
TV3,MC3,2023-06-10T20:15:00Z,1.001,85.29,0,16.5,0,15,592,15
TV3,MC3,2023-06-10T20:30:00Z,1,85.29,0,16.8,0,15,557,15
TV3,MC3,2023-06-10T20:45:00Z,0.998,85.29,0,17.2,0,15,547,15
TV3,MC3,2023-06-10T21:00:00Z,0.996,85.28,0.01,17.3,0,15,541,15
TV3,MC3,2023-06-10T21:15:00Z,0.994,85.27,0.01,17.3,0,15,536,15
TV3,MC3,2023-06-10T21:30:00Z,0.987,85.28,0.02,17.3,0,15,532,15
TV3,MC3,2023-06-10T21:45:00Z,0.975,85.29,0.05,17.3,0,15,525,15
TV3,MC3,2023-06-10T22:00:00Z,0.945,85.28,0.11,17.5,0,15,514,15
TV3,MC3,2023-06-10T22:15:00Z,0.913,85.26,0.18,18,0,15,503,15
TV3,MC3,2023-06-10T22:30:00Z,0.912,85.25,0.18,18,0,15,495,15
TV3,MC3,2023-06-10T22:45:00Z,0.918,85.24,0.17,17.7,0,15,492,15
TV3,MC3,2023-06-10T23:00:00Z,0.915,85.22,0.17,17.7,0,15,483,15
TV3,MC3,2023-06-10T23:15:00Z,0.909,85.21,0.18,17.7,0,15,470,15
TV3,MC3,2023-06-10T23:30:00Z,0.894,85.19,0.22,18,0,15,465,15
TV3,MC3,2023-06-10T23:45:00Z,0.918,85.19,0.16,17.5,0,15,465,15
TV3,MC3,2023-06-11T00:00:00Z,0.91,85.18,0.18,17.5,0,15,458,6
TV3,MC3,2023-06-11T00:15:00Z,0.895,85.18,0.22,18.2,0,15,457,0
TV3,MC3,2023-06-11T00:30:00Z,0.903,85.18,0.2,18,0,15,457,0
TV3,MC3,2023-06-11T00:45:00Z,0.893,85.17,0.22,18.3,0,15,457,0
TV3,MC3,2023-06-11T01:00:00Z,0.899,85.16,0.21,18.4,0,15,457,0
TV3,MC3,2023-06-11T01:15:00Z,0.91,85.14,0.19,18.3,0,15,457,0
TV3,MC3,2023-06-11T01:30:00Z,0.896,85.13,0.22,18.6,0,15,457,0
TV3,MC3,2023-06-11T01:45:00Z,0.885,85.12,0.25,18.8,0,15,457,0
TV3,MC3,2023-06-11T02:00:00Z,0.885,85.11,0.25,18.8,0,15,456,0
TV3,MC3,2023-06-11T02:15:00Z,0.876,85.11,0.27,18.7,0,15,456,0
TV3,MC3,2023-06-11T02:30:00Z,0.872,85.11,0.28,18.7,0,15,456,0
TV3,MC3,2023-06-11T02:45:00Z,0.862,85.12,0.3,18.8,0,15,456,0
TV3,MC3,2023-06-11T03:00:00Z,0.892,85.13,0.22,18.2,0,15,456,0
TV3,MC3,2023-06-11T03:15:00Z,0.902,85.12,0.2,17.9,0,15,456,0
TV3,MC3,2023-06-11T03:30:00Z,0.897,85.12,0.21,17.9,0,15,456,0
TV3,MC3,2023-06-11T03:45:00Z,0.918,85.12,0.17,17.6,0,15,458,0
TV3,MC3,2023-06-11T04:00:00Z,0.939,85.13,0.12,17.1,0,15,457,0
TV3,MC3,2023-06-11T04:15:00Z,0.949,85.13,0.1,17,0,15,457,0
TV3,MC3,2023-06-11T04:30:00Z,0.946,85.12,0.11,17.1,0,15,458,0
TV3,MC3,2023-06-11T04:45:00Z,0.949,85.13,0.1,17.1,0,15,458,0
TV3,MC3,2023-06-11T05:00:00Z,0.956,85.12,0.09,17,0,15,457,0
TV3,MC3,2023-06-11T05:15:00Z,0.946,85.14,0.11,17.4,0,15,456,0
TV3,MC3,2023-06-11T05:30:00Z,0.932,85.15,0.14,17.6,0.7,15,457,0
TV3,MC3,2023-06-11T05:45:00Z,0.937,85.15,0.12,17.4,10.4,15,457,0
TV3,MC3,2023-06-11T06:00:00Z,0.949,85.16,0.1,17.1,18.3,15,456,0
TV3,MC3,2023-06-11T06:15:00Z,0.938,85.18,0.12,17.5,26.2,15,456,0
TV3,MC3,2023-06-11T06:30:00Z,0.923,85.2,0.16,17.9,41.6,15,456,0
TV3,MC3,2023-06-11T06:45:00Z,0.93,85.2,0.15,18.2,91,15,456,0
TV3,MC3,2023-06-11T07:00:00Z,0.932,85.2,0.14,18.4,193,15,456,0
TV3,MC3,2023-06-11T07:15:00Z,0.94,85.21,0.13,18.9,311.1,15,455,0
TV3,MC3,2023-06-11T07:30:00Z,0.925,85.22,0.17,19.6,136,15,455,0
TV3,MC3,2023-06-11T07:45:00Z,0.909,85.23,0.21,19.8,104.6,15,455,0
TV3,MC3,2023-06-11T08:00:00Z,0.905,85.24,0.22,20.1,77.5,15,455,0
TV3,MC3,2023-06-11T08:15:00Z,0.908,85.25,0.22,20.1,224.1,15,454,0
TV3,MC3,2023-06-11T08:30:00Z,0.891,85.24,0.26,20.6,360.2,15,453,0
TV3,MC3,2023-06-11T08:45:00Z,0.892,85.23,0.27,21.2,71.8,15,454,0
TV3,MC3,2023-06-11T09:00:00Z,0.872,85.24,0.33,21.5,74.9,15,454,0
TV3,MC3,2023-06-11T09:15:00Z,0.866,85.23,0.35,21.8,194.8,15,453,0
TV3,MC3,2023-06-11T09:30:00Z,0.857,85.23,0.38,22.1,204.9,15,453,0
TV3,MC3,2023-06-11T09:45:00Z,0.853,85.23,0.39,22.3,112.8,15,453,0
TV3,MC3,2023-06-11T10:00:00Z,0.844,85.22,0.42,22.4,156.7,15,453,0
TV3,MC3,2023-06-11T10:15:00Z,0.853,85.21,0.41,22.7,182.4,15,453,0
TV3,MC3,2023-06-11T10:30:00Z,0.868,85.2,0.36,22.4,162,15,453,0
TV3,MC3,2023-06-11T10:45:00Z,0.869,85.19,0.36,22.7,188.2,15,453,0
TV3,MC3,2023-06-11T11:00:00Z,0.852,85.19,0.42,23.3,272.3,15,453,0
TV3,MC3,2023-06-11T11:15:00Z,0.857,85.18,0.4,22.9,134.4,15,453,0
TV3,MC3,2023-06-11T11:30:00Z,0.874,85.17,0.34,22.4,174.9,15,453,0
TV3,MC3,2023-06-11T11:45:00Z,0.872,85.16,0.36,23,248.5,15,452,0
TV3,MC3,2023-06-11T12:00:00Z,0.874,85.15,0.35,22.8,165.9,15,453,0
TV3,MC3,2023-06-11T12:15:00Z,0.899,85.14,0.27,21.9,226.9,15,453,0
TV3,MC3,2023-06-11T12:30:00Z,0.884,85.12,0.31,22.2,533.8,15,452,0
TV3,MC3,2023-06-11T12:45:00Z,0.877,85.11,0.34,22.8,623.1,15,451,0
TV3,MC3,2023-06-11T13:00:00Z,0.862,85.1,0.4,23.4,326.3,15,452,0
TV3,MC3,2023-06-11T13:15:00Z,0.859,85.1,0.41,23.4,413.5,15,452,0
TV3,MC3,2023-06-11T13:30:00Z,0.859,85.09,0.39,22.7,183.5,15,453,0
TV3,MC3,2023-06-11T13:45:00Z,0.874,85.07,0.35,22.6,187.5,15,452,0
TV3,MC3,2023-06-11T14:00:00Z,0.857,85.07,0.41,23.4,178.5,15,452,0
TV3,MC3,2023-06-11T14:15:00Z,0.873,85.07,0.34,22.3,51.8,15,453,0
TV3,MC3,2023-06-11T14:30:00Z,0.911,85.05,0.22,21.2,35.5,15,454,0
TV3,MC3,2023-06-11T14:45:00Z,0.923,85.04,0.19,20.8,48.9,15,454,0
TV3,MC3,2023-06-11T15:00:00Z,0.906,85.05,0.24,21.2,85.7,15,454,0
TV3,MC3,2023-06-11T15:15:00Z,0.904,85.05,0.24,21.2,45.4,15,454,0
TV3,MC3,2023-06-11T15:30:00Z,0.909,85.04,0.23,21.2,83.1,15,453,0
TV3,MC3,2023-06-11T15:45:00Z,0.905,85.05,0.25,21.8,116.3,15,453,0
TV3,MC3,2023-06-11T16:00:00Z,0.914,85.04,0.22,21.8,82.8,15,454,0
TV3,MC3,2023-06-11T16:15:00Z,0.889,85.05,0.29,22,230.2,15,453,0
TV3,MC3,2023-06-11T16:30:00Z,0.844,85.05,0.42,22.4,102.9,15,453,0
TV3,MC3,2023-06-11T16:45:00Z,0.897,85.08,0.26,21.6,18.7,15,454,0
TV3,MC3,2023-06-11T17:00:00Z,0.925,85.11,0.18,20.9,20.3,15,455,0
TV3,MC3,2023-06-11T17:15:00Z,0.94,85.12,0.15,20.6,24.9,15,455,0
TV3,MC3,2023-06-11T17:30:00Z,0.934,85.13,0.16,20.5,19.6,15,455,0
TV3,MC3,2023-06-11T17:45:00Z,0.943,85.15,0.14,20.3,11.4,15,456,0
TV3,MC3,2023-06-11T18:00:00Z,0.956,85.17,0.1,20,1.5,15,457,0
TV3,MC3,2023-06-11T18:15:00Z,0.961,85.17,0.09,19.8,0,15,458,0
TV3,MC3,2023-06-11T18:30:00Z,0.972,85.18,0.06,19.7,0,15,458,0
TV3,MC3,2023-06-11T18:45:00Z,0.976,85.19,0.05,19.6,0,15,459,0
TV3,MC3,2023-06-11T19:00:00Z,0.982,85.2,0.04,19.5,0,15,461,5
TV3,MC3,2023-06-11T19:15:00Z,0.984,85.21,0.04,19.4,0,15,459,13
TV3,MC3,2023-06-11T19:30:00Z,0.975,85.2,0.06,19.2,0,15,457,0
TV3,MC3,2023-06-11T19:45:00Z,0.974,85.2,0.06,19.3,0,15,462,8
TV3,MC3,2023-06-11T20:00:00Z,0.98,85.22,0.05,19.3,0,15,509,15
TV3,MC3,2023-06-11T20:15:00Z,0.984,85.22,0.03,19.3,0,15,512,15
TV3,MC3,2023-06-11T20:30:00Z,0.987,85.22,0.03,19.2,0,15,511,15
TV3,MC3,2023-06-11T20:45:00Z,0.991,85.22,0.02,19.3,0,15,507,15
TV3,MC3,2023-06-11T21:00:00Z,0.992,85.21,0.02,19.1,0,15,506,15
TV3,MC3,2023-06-11T21:15:00Z,0.993,85.2,0.02,19.1,0,15,504,15
TV3,MC3,2023-06-11T21:30:00Z,0.995,85.22,0.01,19,0,15,503,15
TV3,MC3,2023-06-11T21:45:00Z,0.994,85.21,0.01,18.8,0,15,504,15
TV3,MC3,2023-06-11T22:00:00Z,0.995,85.2,0.01,18.7,0,15,510,15
TV3,MC3,2023-06-11T22:15:00Z,0.994,85.2,0.01,18.6,0,15,512,15
TV3,MC3,2023-06-11T22:30:00Z,0.996,85.2,0.01,18.5,0,15,516,15
TV3,MC3,2023-06-11T22:45:00Z,0.996,85.2,0.01,18.4,0,15,517,15
TV3,MC3,2023-06-11T23:00:00Z,0.997,85.2,0.01,18.3,0,15,517,15
TV3,MC3,2023-06-11T23:15:00Z,0.997,85.21,0.01,18,0,15,517,15
TV3,MC3,2023-06-11T23:30:00Z,0.998,85.2,0,17.9,0,15,522,15
TV3,MC3,2023-06-11T23:45:00Z,0.999,85.21,0,17.7,0,15,522,15
TV3,MC3,2023-06-12T00:00:00Z,1,85.19,0,17.9,0,15,522,15
TV3,MC3,2023-06-12T00:15:00Z,1,85.18,0,18.2,0,15,521,15
TV3,MC3,2023-06-12T00:30:00Z,1,85.17,0,18.3,0,15,520,15
TV3,MC3,2023-06-12T00:45:00Z,0.999,85.16,0,18.4,0,15,521,15
TV3,MC3,2023-06-12T01:00:00Z,1,85.14,0,18.3,0,15,520,15
TV3,MC3,2023-06-12T01:15:00Z,0.999,85.12,0,18.3,0,15,521,15
TV3,MC3,2023-06-12T01:30:00Z,1,85.1,0,18.1,0,15,528,15
TV3,MC3,2023-06-12T01:45:00Z,0.998,85.1,0,18,0,15,529,15
TV3,MC3,2023-06-12T02:00:00Z,1,85.11,0,18,0,15,528,15
TV3,MC3,2023-06-12T02:15:00Z,1,85.1,0,18,0,15,528,15
TV3,MC3,2023-06-12T02:30:00Z,1,85.07,0,18,0,15,532,15
TV3,MC3,2023-06-12T02:45:00Z,1,85.06,0,18,0,15,531,15
TV3,MC3,2023-06-12T03:00:00Z,1,85.06,0,18.1,0,15,528,15
TV3,MC3,2023-06-12T03:15:00Z,0.999,85.05,0,18.1,0,15,528,15
TV3,MC3,2023-06-12T03:30:00Z,0.997,85.07,0.01,18,0,15,528,15
TV3,MC3,2023-06-12T03:45:00Z,0.993,85.08,0.01,18,0,15,527,15
TV3,MC3,2023-06-12T04:00:00Z,0.991,85.1,0.02,18,0,15,527,15
TV3,MC3,2023-06-12T04:15:00Z,0.992,85.09,0.02,18,0,15,530,15
TV3,MC3,2023-06-12T04:30:00Z,0.992,85.08,0.02,18,0,15,533,15
TV3,MC3,2023-06-12T04:45:00Z,0.992,85.08,0.02,17.8,0,15,533,15
TV3,MC3,2023-06-12T05:00:00Z,0.991,85.07,0.02,17.9,0,15,530,15
TV3,MC3,2023-06-12T05:15:00Z,0.99,85.07,0.02,18,0,15,524,15
TV3,MC3,2023-06-12T05:30:00Z,0.99,85.08,0.02,18,0.4,15,514,15
TV3,MC3,2023-06-12T05:45:00Z,0.988,85.08,0.03,18,7.5,15,511,15
TV3,MC3,2023-06-12T06:00:00Z,0.984,85.1,0.03,18,15.4,15,499,15
TV3,MC3,2023-06-12T06:15:00Z,0.969,85.13,0.06,18.3,20.7,15,483,15
TV3,MC3,2023-06-12T06:30:00Z,0.962,85.14,0.08,18.4,25.6,15,472,15
TV3,MC3,2023-06-12T06:45:00Z,0.962,85.14,0.08,18.4,41.4,15,462,15
TV3,MC3,2023-06-12T07:00:00Z,0.958,85.15,0.09,18.7,130.4,15,456,4
TV3,MC3,2023-06-12T07:15:00Z,0.94,85.14,0.13,19.3,333.6,15,455,0
TV3,MC3,2023-06-12T07:30:00Z,0.921,85.12,0.18,19.5,156.7,15,455,0
TV3,MC3,2023-06-12T07:45:00Z,0.917,85.14,0.19,19.6,90.8,15,455,0
TV3,MC3,2023-06-12T08:00:00Z,0.899,85.16,0.24,20,64.5,15,455,0
TV3,MC3,2023-06-12T08:15:00Z,0.89,85.18,0.26,20.3,243.3,15,454,0
