Tree,MC,Timestamp,Port3_Temp,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
FB4,MC1,2023-05-31T18:45:00Z,17.2,0.07,85.86,0.962,85.89,17.3,0.02,0.988,0,0,454,0,15,0,15,454
FB4,MC1,2023-05-31T19:00:00Z,17.3,0.08,85.89,0.961,85.92,17.4,0.03,0.985,0,0,454,0,15,0,15,454
FB4,MC1,2023-05-31T19:15:00Z,17.3,0.08,85.92,0.959,85.94,17.4,0.03,0.983,0,0,454,0,15,0,15,454
FB4,MC1,2023-05-31T19:30:00Z,17.3,0.08,85.93,0.962,85.96,17.4,0.03,0.983,0,0,454,0,15,0,15,454
FB4,MC1,2023-05-31T19:45:00Z,17.4,0.1,85.95,0.951,85.98,17.5,0.06,0.972,0,0,454,0,15,0,15,453
FB4,MC1,2023-05-31T20:00:00Z,17.6,0.16,85.97,0.922,86,17.8,0.13,0.934,0,0,453,0,15,0,15,452
FB4,MC1,2023-05-31T20:15:00Z,17.8,0.23,85.98,0.886,86.01,18.1,0.22,0.893,0,0,453,0,15,0,15,453
FB4,MC1,2023-05-31T20:30:00Z,17.9,0.21,85.99,0.896,86.02,18.1,0.19,0.909,0,0,453,0,15,0,15,452
FB4,MC1,2023-05-31T20:45:00Z,17.8,0.18,86.01,0.909,86.03,18,0.15,0.926,0,0,455,0,15,0,15,456
FB4,MC1,2023-05-31T21:00:00Z,17.7,0.14,86,0.929,86.03,17.8,0.1,0.95,0,0,457,0,15,0,15,453
FB4,MC1,2023-05-31T21:15:00Z,17.7,0.12,86,0.94,86.03,17.8,0.08,0.961,0,0,455,0,15,0,15,454
FB4,MC1,2023-05-31T21:30:00Z,17.6,0.1,86.01,0.95,86.04,17.8,0.06,0.972,0,0,455,0,15,0,15,454
FB4,MC1,2023-05-31T21:45:00Z,17.7,0.08,86.03,0.96,86.05,17.7,0.03,0.983,0,0,478,2,15,2,15,472
FB4,MC1,2023-05-31T22:00:00Z,17.7,0.09,86.02,0.957,86.05,17.8,0.04,0.979,0,0,651,15,15,15,15,686
FB4,MC1,2023-05-31T22:15:00Z,17.5,0.06,86.02,0.969,86.05,17.6,0.02,0.991,0,0,730,15,15,15,15,625
FB4,MC1,2023-05-31T22:30:00Z,17.6,0.04,86.02,0.979,86.05,17.7,0,1,0,0,694,15,15,15,15,594
FB4,MC1,2023-05-31T22:45:00Z,17.6,0.04,86.03,0.98,86.05,17.7,0,1,0,0,910,15,15,15,15,833
FB4,MC1,2023-05-31T23:00:00Z,17.4,0.03,86.01,0.987,86.04,17.5,0,1.001,0,0,742,15,15,15,15,622
FB4,MC1,2023-05-31T23:15:00Z,17.5,0.03,86.01,0.987,86.04,17.6,0,1.001,0,0,880,15,15,15,15,660
FB4,MC1,2023-05-31T23:30:00Z,17.6,0.02,86,0.989,86.02,17.7,0,1,0,0,770,15,15,15,15,628
FB4,MC1,2023-05-31T23:45:00Z,17.6,0.02,85.99,0.988,86.01,17.6,0,1.001,0,0,727,15,15,15,15,665
FB4,MC1,2023-06-01T00:00:00Z,17.5,0.02,85.98,0.989,86.01,17.6,0,1,0,0,691,15,15,15,15,576
FB4,MC1,2023-06-01T00:15:00Z,17.5,0.02,85.96,0.988,85.98,17.5,0,1,0,0,647,15,15,15,15,604
FB4,MC1,2023-06-01T00:30:00Z,17.4,0.02,85.93,0.988,85.96,17.5,0,1,0,0,631,15,15,15,15,558
FB4,MC1,2023-06-01T00:45:00Z,17.3,0.02,85.91,0.988,85.93,17.4,0,0.999,0,0,597,15,15,15,15,580
FB4,MC1,2023-06-01T01:00:00Z,17.5,0.02,85.91,0.988,85.93,17.6,0,1,0,0,716,15,15,15,15,576
FB4,MC1,2023-06-01T01:15:00Z,17.4,0.02,85.87,0.988,85.9,17.5,0,1,0,0,578,15,15,15,15,551
FB4,MC1,2023-06-01T01:30:00Z,17.4,0.03,85.84,0.987,85.87,17.4,0,1,0,0,572,15,15,15,15,536
FB4,MC1,2023-06-01T01:45:00Z,17.2,0.02,85.81,0.988,85.83,17.2,0,1,0,0,559,15,15,15,15,532
FB4,MC1,2023-06-01T02:00:00Z,17.2,0.02,85.8,0.988,85.82,17.2,0,0.999,0,0,586,15,15,15,15,527
FB4,MC1,2023-06-01T02:15:00Z,17.1,0.02,85.79,0.989,85.81,17.2,0,0.999,0,0,560,15,15,15,15,526
FB4,MC1,2023-06-01T02:30:00Z,17,0.02,85.78,0.988,85.8,17.1,0,1,0,0,629,15,15,15,15,624
FB4,MC1,2023-06-01T02:45:00Z,16.9,0.02,85.77,0.989,85.8,17,0,0.999,0,0,681,15,15,15,15,609
FB4,MC1,2023-06-01T03:00:00Z,16.9,0.02,85.76,0.988,85.78,17,0,1,0,0,598,15,15,15,15,563
FB4,MC1,2023-06-01T03:15:00Z,16.9,0.02,85.75,0.987,85.77,16.9,0,1,0,0,606,15,15,15,15,539
FB4,MC1,2023-06-01T03:30:00Z,16.9,0.02,85.75,0.989,85.77,17,0,1,0,0,574,15,15,15,15,541
FB4,MC1,2023-06-01T03:45:00Z,17,0.02,85.75,0.989,85.77,17.1,0,1.001,0,0,598,15,15,15,15,530
FB4,MC1,2023-06-01T04:00:00Z,17.1,0.02,85.75,0.988,85.77,17.2,0,1,0,0,560,15,15,15,15,521
FB4,MC1,2023-06-01T04:15:00Z,17.2,0.03,85.76,0.987,85.79,17.3,0,0.999,0,0,541,15,15,15,15,515
FB4,MC1,2023-06-01T04:30:00Z,17.3,0.02,85.77,0.988,85.79,17.4,0,1,0,0,522,15,15,15,15,510
FB4,MC1,2023-06-01T04:45:00Z,17.7,0.03,85.77,0.984,85.79,18,0.03,0.988,0,0,484,15,15,15,15,499
FB4,MC1,2023-06-01T05:00:00Z,18.2,0.16,85.79,0.921,85.81,18.6,0.19,0.912,0,0,462,15,15,15,15,486
FB4,MC1,2023-06-01T05:15:00Z,18.6,0.27,85.8,0.873,85.83,18.9,0.27,0.878,0,0,454,1,15,10,15,453
FB4,MC1,2023-06-01T05:30:00Z,19,0.38,85.82,0.825,85.84,19.4,0.39,0.829,0,0,452,0,15,0,15,452
FB4,MC1,2023-06-01T05:45:00Z,19.2,0.42,85.83,0.811,85.86,19.6,0.41,0.819,6.4,1.6,452,0,15,0,15,452
FB4,MC1,2023-06-01T06:00:00Z,19.2,0.41,85.86,0.813,85.88,19.5,0.4,0.821,14.5,9.2,452,0,15,0,15,451
FB4,MC1,2023-06-01T06:15:00Z,19.2,0.41,85.88,0.816,85.91,19.4,0.38,0.83,20.9,12.6,452,0,15,0,15,451
FB4,MC1,2023-06-01T06:30:00Z,18.9,0.36,85.9,0.835,85.93,19.1,0.33,0.849,22.3,13.5,452,0,15,0,15,451
FB4,MC1,2023-06-01T06:45:00Z,19,0.36,85.91,0.837,85.94,19.1,0.33,0.852,28.6,17.4,452,0,15,0,15,451
FB4,MC1,2023-06-01T07:00:00Z,19,0.35,85.93,0.839,85.95,19.1,0.32,0.856,36.8,21.8,452,0,15,0,15,451
FB4,MC1,2023-06-01T07:15:00Z,19,0.32,85.94,0.852,85.97,19,0.28,0.871,52,30,452,0,15,0,15,451
FB4,MC1,2023-06-01T07:30:00Z,18.9,0.29,85.96,0.866,85.99,19,0.25,0.885,74.3,42.8,452,0,15,0,15,451
FB4,MC1,2023-06-01T07:45:00Z,19,0.26,85.98,0.881,86.01,19,0.22,0.901,68.7,40.1,453,0,15,0,15,454
FB4,MC1,2023-06-01T08:00:00Z,18.9,0.26,85.99,0.883,86.02,19,0.21,0.905,79.7,48,452,0,15,2,15,452
FB4,MC1,2023-06-01T08:15:00Z,18.9,0.24,86,0.891,86.03,19,0.2,0.91,72.7,41.4,452,0,15,0,15,452
FB4,MC1,2023-06-01T08:30:00Z,19,0.24,86.02,0.892,86.05,19.1,0.19,0.912,93.4,52.4,451,0,15,0,15,452
FB4,MC1,2023-06-01T08:45:00Z,19.4,0.25,86.03,0.888,86.06,19.5,0.21,0.909,97.4,54.4,451,0,15,0,15,451
FB4,MC1,2023-06-01T09:00:00Z,19.7,0.29,86.04,0.874,86.07,19.8,0.25,0.89,120.3,70.3,451,0,15,0,15,451
FB4,MC1,2023-06-01T09:15:00Z,19.7,0.3,86.04,0.868,86.07,19.7,0.25,0.89,147.9,81.1,451,0,15,0,15,451
FB4,MC1,2023-06-01T09:30:00Z,20.5,0.33,86.03,0.864,86.05,20.6,0.28,0.885,172.1,94.8,450,0,9,0,15,450
FB4,MC1,2023-06-01T09:45:00Z,20.3,0.38,86.02,0.842,86.05,20.4,0.32,0.865,170.1,90.8,450,0,10,0,15,451
FB4,MC1,2023-06-01T10:00:00Z,20.6,0.35,86.01,0.855,86.03,20.8,0.31,0.875,155.1,89.9,450,0,10,0,15,450
FB4,MC1,2023-06-01T10:15:00Z,20.9,0.37,86.01,0.851,86.03,21,0.33,0.867,176.1,100.3,450,0,6,0,15,451
FB4,MC1,2023-06-01T10:30:00Z,21.4,0.39,86,0.847,86.02,21.4,0.34,0.868,155.5,89.9,450,0,1,0,15,450
FB4,MC1,2023-06-01T10:45:00Z,21,0.39,85.99,0.844,86.01,21.1,0.33,0.867,186.2,105.5,448,0,5,0,15,450
FB4,MC1,2023-06-01T11:00:00Z,21.2,0.39,85.98,0.845,86.01,21.4,0.34,0.866,179.4,119.8,449,0,0,0,14,450
FB4,MC1,2023-06-01T11:15:00Z,21.9,0.49,85.96,0.813,85.98,22.3,0.47,0.825,220.5,135.1,448,0,0,0,3,449
FB4,MC1,2023-06-01T11:30:00Z,22.3,0.55,85.95,0.797,85.97,22.8,0.53,0.807,173.4,113.5,449,0,0,0,0,449
FB4,MC1,2023-06-01T11:45:00Z,21.8,0.45,85.95,0.827,85.97,22.3,0.45,0.834,98.5,63.2,450,0,2,0,4,450
FB4,MC1,2023-06-01T12:00:00Z,21.6,0.41,85.93,0.84,85.95,21.7,0.36,0.861,173,99.2,449,0,7,0,10,450
FB4,MC1,2023-06-01T12:15:00Z,22.4,0.52,85.91,0.808,85.93,22.2,0.44,0.837,209.1,116.3,449,0,0,0,5,450
FB4,MC1,2023-06-01T12:30:00Z,22.4,0.51,85.89,0.81,85.91,22.4,0.46,0.831,180.7,104.6,448,0,0,0,1,449
FB4,MC1,2023-06-01T12:45:00Z,22,0.47,85.88,0.822,85.9,22.1,0.41,0.845,97.6,60.1,450,0,0,0,9,450
FB4,MC1,2023-06-01T13:00:00Z,21.5,0.38,85.86,0.853,85.88,21.6,0.32,0.876,164.4,93.8,449,0,1,0,15,450
FB4,MC1,2023-06-01T13:15:00Z,21.6,0.4,85.85,0.846,85.88,21.6,0.33,0.872,125.4,73.2,450,0,0,0,12,450
FB4,MC1,2023-06-01T13:30:00Z,21.4,0.35,85.85,0.863,85.88,21.4,0.29,0.887,135.5,77.8,449,0,9,0,15,450
FB4,MC1,2023-06-01T13:45:00Z,21.6,0.34,85.83,0.868,85.86,21.5,0.27,0.896,226.9,115.2,450,0,1,0,15,451
FB4,MC1,2023-06-01T14:00:00Z,20.9,0.26,85.82,0.896,85.85,20.9,0.19,0.922,52.9,31.7,535,4,15,8,15,758
FB4,MC1,2023-06-01T14:15:00Z,19.8,0.13,85.83,0.943,85.85,19.8,0.08,0.965,31.5,18.9,710,15,15,15,15,635
FB4,MC1,2023-06-01T14:30:00Z,19.2,0.07,85.82,0.969,85.84,19.3,0.02,0.993,23.8,14.8,668,15,15,15,15,615
FB4,MC1,2023-06-01T14:45:00Z,19.1,0.05,85.79,0.979,85.81,19,0,1,112.2,62.8,611,15,15,15,15,567
FB4,MC1,2023-06-01T15:00:00Z,19.4,0.04,85.76,0.98,85.78,19.3,0,1,136.8,77.5,547,15,15,15,15,513
FB4,MC1,2023-06-01T15:15:00Z,19.8,0.07,85.77,0.972,85.8,19.8,0,1,158,86.1,484,15,15,15,15,508
FB4,MC1,2023-06-01T15:30:00Z,20,0.08,85.77,0.965,85.8,19.8,0,0.999,117.4,64.8,478,15,15,15,15,502
FB4,MC1,2023-06-01T15:45:00Z,19.8,0.1,85.78,0.955,85.8,19.6,0.03,0.989,82.4,47.6,474,15,15,15,15,496
FB4,MC1,2023-06-01T16:00:00Z,19.6,0.1,85.78,0.954,85.8,19.5,0.03,0.988,75.8,43.6,461,15,15,15,15,490
FB4,MC1,2023-06-01T16:15:00Z,19.4,0.09,85.77,0.961,85.8,19.3,0.02,0.993,32.6,18.9,708,13,15,15,15,644
FB4,MC1,2023-06-01T16:30:00Z,18.8,0.04,85.77,0.981,85.8,18.8,0,1.001,21.6,13.4,683,15,15,15,15,602
FB4,MC1,2023-06-01T16:45:00Z,18.5,0.03,85.77,0.986,85.79,18.6,0,1.001,31.5,18.3,621,15,15,15,15,565
FB4,MC1,2023-06-01T17:00:00Z,18.6,0.03,85.75,0.987,85.78,18.6,0,1,37,20.9,624,15,15,15,15,540
FB4,MC1,2023-06-01T17:15:00Z,18.6,0.02,85.75,0.989,85.77,18.7,0,0.999,21.1,12.6,763,15,15,15,15,530
FB4,MC1,2023-06-01T17:30:00Z,18.6,0.03,85.76,0.988,85.78,18.7,0,1,13,7.7,646,15,15,15,15,521
FB4,MC1,2023-06-01T17:45:00Z,18.6,0.02,85.8,0.989,85.82,18.7,0,1,5.7,0.4,648,15,15,15,15,520
FB4,MC1,2023-06-01T18:00:00Z,18.6,0.03,85.82,0.988,85.84,18.7,0,1,0,0,646,15,15,15,15,519
FB4,MC1,2023-06-01T18:15:00Z,18.4,0.02,85.82,0.989,85.84,18.5,0,0.999,0,0,724,15,15,15,15,519
FB4,MC1,2023-06-01T18:30:00Z,18.3,0.02,85.82,0.988,85.84,18.4,0,1,0,0,576,15,15,15,15,521
FB4,MC1,2023-06-01T18:45:00Z,18.4,0.03,85.84,0.988,85.86,18.5,0,0.999,0,0,572,15,15,15,15,523
FB4,MC1,2023-06-01T19:00:00Z,18.4,0.03,85.87,0.987,85.89,18.4,0,1,0,0,599,15,15,15,15,524
FB4,MC1,2023-06-01T19:15:00Z,18.2,0.03,85.9,0.988,85.92,18.3,0,0.999,0,0,618,15,15,15,15,524
FB4,MC1,2023-06-01T19:30:00Z,18.2,0.02,85.9,0.988,85.92,18.3,0,0.999,0,0,569,15,15,15,15,538
FB4,MC1,2023-06-01T19:45:00Z,18.4,0.03,85.91,0.988,85.93,18.5,0,0.999,0,0,587,15,15,15,15,554
FB4,MC1,2023-06-01T20:00:00Z,18.5,0.03,85.92,0.988,85.94,18.6,0,0.999,0,0,577,15,15,15,15,610
FB4,MC1,2023-06-01T20:15:00Z,18.4,0.03,85.92,0.988,85.94,18.5,0,0.999,0,0,616,15,15,15,15,650
FB4,MC1,2023-06-01T20:30:00Z,18.4,0.03,85.94,0.988,85.96,18.4,0,0.999,0,0,593,15,15,15,15,583
FB4,MC1,2023-06-01T20:45:00Z,18.4,0.02,85.96,0.988,85.98,18.4,0,1.001,0,0,616,15,15,15,15,642
FB4,MC1,2023-06-01T21:00:00Z,18.4,0.03,85.96,0.988,85.98,18.4,0,1,0,0,606,15,15,15,15,585
FB4,MC1,2023-06-01T21:15:00Z,18.4,0.03,85.95,0.988,85.97,18.4,0,1,0,0,628,15,15,15,15,644
FB4,MC1,2023-06-01T21:30:00Z,18.5,0.03,85.97,0.988,85.99,18.5,0,0.999,0,0,638,15,15,15,15,627
FB4,MC1,2023-06-01T21:45:00Z,18.3,0.02,85.98,0.988,86,18.3,0,1,0,0,690,15,15,15,15,711
FB4,MC1,2023-06-01T22:00:00Z,18.1,0.03,85.99,0.987,86.01,18.2,0,1,0,0,645,15,15,15,15,599
FB4,MC1,2023-06-01T22:15:00Z,18,0.03,86,0.988,86.02,18,0,1,0,0,645,15,15,15,15,574
FB4,MC1,2023-06-01T22:30:00Z,18,0.03,86,0.987,86.02,18.1,0,0.999,0,0,605,15,15,15,15,622
FB4,MC1,2023-06-01T22:45:00Z,18.1,0.03,85.98,0.987,86,18.1,0,0.999,0,0,596,15,15,15,15,619
FB4,MC1,2023-06-01T23:00:00Z,18.1,0.03,85.97,0.988,85.99,18.2,0,1,0,0,594,15,15,15,15,604
FB4,MC1,2023-06-01T23:15:00Z,18.2,0.02,85.96,0.989,85.98,18.2,0,0.999,0,0,587,15,15,15,15,635
FB4,MC1,2023-06-01T23:30:00Z,17.9,0.02,85.94,0.989,85.97,17.9,0,0.999,0,0,567,15,15,15,15,582
FB4,MC1,2023-06-01T23:45:00Z,17.8,0.02,85.94,0.988,85.96,17.8,0,0.999,0,0,576,15,15,15,15,552
FB4,MC1,2023-06-02T00:00:00Z,17.6,0.02,85.94,0.988,85.96,17.5,0,1.001,0,0,561,15,15,15,15,555
FB4,MC1,2023-06-02T00:15:00Z,17.8,0.02,85.93,0.989,85.95,17.8,0,1.001,0,0,562,15,15,15,15,544
FB4,MC1,2023-06-02T00:30:00Z,17.8,0.02,85.91,0.989,85.93,17.9,0,1.001,0,0,548,15,15,15,15,554
FB4,MC1,2023-06-02T00:45:00Z,18,0.02,85.9,0.988,85.92,18,0,1,0,0,537,15,15,15,15,548
FB4,MC1,2023-06-02T01:00:00Z,18,0.02,85.88,0.988,85.9,18,0,1,0,0,569,15,15,15,15,542
FB4,MC1,2023-06-02T01:15:00Z,17.9,0.02,85.84,0.988,85.86,17.9,0,1.001,0,0,574,15,15,15,15,539
FB4,MC1,2023-06-02T01:30:00Z,17.9,0.02,85.81,0.988,85.83,17.9,0,1.001,0,0,552,15,15,15,15,554
FB4,MC1,2023-06-02T01:45:00Z,17.9,0.02,85.8,0.988,85.82,18,0,1,0,0,538,15,15,15,15,540
FB4,MC1,2023-06-02T02:00:00Z,17.9,0.02,85.79,0.988,85.81,17.9,0,1,0,0,532,15,15,15,15,538
FB4,MC1,2023-06-02T02:15:00Z,17.8,0.02,85.77,0.988,85.79,17.8,0,1,0,0,531,15,15,15,15,535
FB4,MC1,2023-06-02T02:30:00Z,17.8,0.02,85.77,0.988,85.79,17.9,0,1,0,0,539,15,15,15,15,532
FB4,MC1,2023-06-02T02:45:00Z,17.8,0.02,85.77,0.989,85.79,17.8,0,1,0,0,535,15,15,15,15,531
FB4,MC1,2023-06-02T03:00:00Z,17.7,0.02,85.76,0.989,85.78,17.7,0,1,0,0,534,15,15,15,15,528
FB4,MC1,2023-06-02T03:15:00Z,17.6,0.02,85.75,0.988,85.77,17.6,0,1,0,0,567,15,15,15,15,522
FB4,MC1,2023-06-02T03:30:00Z,17.5,0.02,85.75,0.988,85.77,17.6,0,1,0,0,546,15,15,15,15,515
FB4,MC1,2023-06-02T03:45:00Z,17.5,0.02,85.75,0.988,85.77,17.5,0,1.001,0,0,535,15,15,15,15,510
FB4,MC1,2023-06-02T04:00:00Z,17.4,0.03,85.75,0.987,85.78,17.5,0,0.999,0,0,526,15,15,15,15,508
FB4,MC1,2023-06-02T04:15:00Z,17.4,0.02,85.76,0.988,85.78,17.5,0,1.001,0,0,516,15,15,15,15,505
FB4,MC1,2023-06-02T04:30:00Z,17.5,0.03,85.75,0.987,85.77,17.6,0,1,0,0,516,15,15,15,15,501
FB4,MC1,2023-06-02T04:45:00Z,17.5,0.02,85.75,0.988,85.77,17.6,0,1,0,0,512,15,15,15,15,498
FB4,MC1,2023-06-02T05:00:00Z,17.6,0.03,85.77,0.987,85.79,17.8,0,1,0,0,512,15,15,15,15,508
FB4,MC1,2023-06-02T05:15:00Z,17.7,0.03,85.78,0.987,85.8,17.9,0,1,0,0,512,15,15,15,15,498
FB4,MC1,2023-06-02T05:30:00Z,17.7,0.02,85.78,0.988,85.8,17.8,0,0.999,0,0,515,15,15,15,15,485
FB4,MC1,2023-06-02T05:45:00Z,17.7,0.03,85.8,0.988,85.82,17.9,0,0.999,8.1,2.6,511,15,15,15,15,470
FB4,MC1,2023-06-02T06:00:00Z,17.8,0.02,85.83,0.988,85.85,17.9,0,1,14.6,9.3,498,15,15,15,15,462
FB4,MC1,2023-06-02T06:15:00Z,17.8,0.02,85.84,0.988,85.86,17.9,0,1,21.6,13.2,489,15,15,15,15,461
FB4,MC1,2023-06-02T06:30:00Z,17.8,0.02,85.86,0.989,85.89,17.9,0,0.999,24.9,14.5,476,15,15,7,15,459
FB4,MC1,2023-06-02T06:45:00Z,17.8,0.02,85.88,0.989,85.9,17.9,0,1,17.9,10.4,464,15,15,0,15,459
FB4,MC1,2023-06-02T07:00:00Z,17.8,0.03,85.89,0.988,85.91,17.9,0,1,12.5,7.5,612,15,15,14,15,654
FB4,MC1,2023-06-02T07:15:00Z,17.7,0.03,85.9,0.987,85.92,17.8,0,1,10.1,3.7,718,15,15,15,15,677
FB4,MC1,2023-06-02T07:30:00Z,17.5,0.02,85.91,0.989,85.93,17.6,0,1.001,8.6,0,764,15,15,15,15,674
FB4,MC1,2023-06-02T07:45:00Z,17.4,0.02,85.91,0.988,85.93,17.6,0,0.999,9.9,4.8,827,15,15,15,15,678
FB4,MC1,2023-06-02T08:00:00Z,17.6,0.03,85.91,0.987,85.93,17.8,0,1,12.6,7.7,688,15,15,15,15,677
FB4,MC1,2023-06-02T08:15:00Z,17.7,0.02,85.92,0.989,85.94,17.9,0,1,15.4,9.2,682,15,15,15,15,642
FB4,MC1,2023-06-02T08:30:00Z,17.9,0.02,85.93,0.988,85.95,18.1,0,1,18.9,11.2,672,15,15,15,15,623
FB4,MC1,2023-06-02T08:45:00Z,18,0.03,85.93,0.988,85.95,18.2,0,1,24,14.1,677,15,15,15,15,617
FB4,MC1,2023-06-02T09:00:00Z,18.1,0.03,85.94,0.988,85.96,18.3,0,1,29.8,17.4,721,15,15,15,15,634
FB4,MC1,2023-06-02T09:15:00Z,18.2,0.03,85.93,0.987,85.95,18.4,0,1,40.1,23.1,635,15,15,15,15,598
FB4,MC1,2023-06-02T09:30:00Z,18.3,0.03,85.91,0.988,85.93,18.4,0,1,55.1,32.4,649,15,15,15,15,555
FB4,MC1,2023-06-02T09:45:00Z,18.5,0.03,85.89,0.988,85.91,18.6,0,0.999,82.8,48,598,15,15,15,15,516
FB4,MC1,2023-06-02T10:00:00Z,18.8,0.03,85.88,0.988,85.9,19,0.01,0.997,90.5,52.9,562,15,15,15,15,503
FB4,MC1,2023-06-02T10:15:00Z,19,0.04,85.87,0.982,85.89,19.2,0.04,0.984,101.3,58,569,15,15,15,15,494
FB4,MC1,2023-06-02T10:30:00Z,19.2,0.07,85.86,0.97,85.88,19.4,0.05,0.979,129.8,74.7,503,15,15,15,15,468
FB4,MC1,2023-06-02T10:45:00Z,19.2,0.06,85.87,0.974,85.89,19.3,0.02,0.99,167,92.1,477,15,15,11,15,456
FB4,MC1,2023-06-02T11:00:00Z,19.2,0.04,85.87,0.98,85.89,19.3,0,0.999,175.2,98.9,456,9,15,0,15,455
FB4,MC1,2023-06-02T11:15:00Z,19.6,0.05,85.86,0.978,85.89,19.7,0.01,0.997,200.9,117.6,454,0,15,0,15,455
FB4,MC1,2023-06-02T11:30:00Z,20,0.1,85.86,0.959,85.88,20.2,0.06,0.973,212.2,120.3,454,0,15,0,15,454
FB4,MC1,2023-06-02T11:45:00Z,20.3,0.15,85.85,0.939,85.87,20.4,0.12,0.951,243.7,132.6,452,0,15,0,15,453
FB4,MC1,2023-06-02T12:00:00Z,20.5,0.21,85.83,0.913,85.85,20.6,0.18,0.925,248.1,130.4,451,0,15,0,15,452
FB4,MC1,2023-06-02T12:15:00Z,20.9,0.22,85.8,0.91,85.82,20.8,0.18,0.926,230.7,123.8,451,0,15,0,15,452
FB4,MC1,2023-06-02T12:30:00Z,21.2,0.24,85.79,0.904,85.81,21.1,0.19,0.924,236.9,134.4,451,0,15,0,15,452
FB4,MC1,2023-06-02T12:45:00Z,20.5,0.21,85.78,0.913,85.8,20.5,0.15,0.937,217.5,134.6,452,0,15,0,15,452
FB4,MC1,2023-06-02T13:00:00Z,20.9,0.2,85.76,0.918,85.78,20.8,0.14,0.942,245.9,153.8,451,0,15,0,15,451
FB4,MC1,2023-06-02T13:15:00Z,20.8,0.21,85.75,0.914,85.77,20.7,0.15,0.938,225.4,126,451,0,15,0,15,452
FB4,MC1,2023-06-02T13:30:00Z,20.4,0.19,85.74,0.92,85.76,20.3,0.13,0.945,138.4,82.2,452,0,15,0,15,453
FB4,MC1,2023-06-02T13:45:00Z,19.7,0.15,85.72,0.935,85.74,19.6,0.08,0.963,145.6,80.6,452,0,15,0,15,453
FB4,MC1,2023-06-02T14:00:00Z,19.6,0.13,85.71,0.942,85.73,19.6,0.07,0.968,142.5,81.5,452,0,15,0,15,453
FB4,MC1,2023-06-02T14:15:00Z,20,0.17,85.69,0.928,85.71,19.9,0.11,0.955,169.7,90.8,451,0,15,0,15,452
FB4,MC1,2023-06-02T14:30:00Z,20.6,0.22,85.68,0.908,85.7,20.5,0.17,0.931,207.1,97.2,451,0,15,0,15,452
FB4,MC1,2023-06-02T14:45:00Z,21.2,0.29,85.65,0.884,85.67,21.1,0.23,0.909,322.6,103.3,448,0,5,0,15,451
FB4,MC1,2023-06-02T15:00:00Z,22.6,0.4,85.63,0.854,85.65,21.8,0.29,0.89,590.9,104.9,444,0,0,0,15,450
FB4,MC1,2023-06-02T15:15:00Z,23.5,0.59,85.62,0.795,85.64,22.5,0.41,0.851,559.9,364.4,444,0,0,0,13,450
FB4,MC1,2023-06-02T15:30:00Z,22.9,0.58,85.61,0.794,85.64,22.2,0.43,0.84,382.7,314.8,445,0,0,0,15,451
FB4,MC1,2023-06-02T15:45:00Z,22.5,0.56,85.61,0.796,85.63,21.8,0.4,0.847,478.6,167.4,446,0,0,0,15,451
FB4,MC1,2023-06-02T16:00:00Z,22.1,0.51,85.62,0.807,85.64,21.6,0.38,0.853,415.5,115.5,446,0,0,0,15,451
FB4,MC1,2023-06-02T16:15:00Z,22.1,0.45,85.63,0.83,85.65,21.4,0.3,0.88,289.3,57.9,447,0,0,0,15,451
FB4,MC1,2023-06-02T16:30:00Z,21.4,0.4,85.64,0.844,85.66,20.9,0.28,0.888,153.8,52.4,449,0,0,0,15,452
FB4,MC1,2023-06-02T16:45:00Z,20.7,0.26,85.65,0.893,85.67,20.5,0.18,0.926,73.2,24.2,451,0,9,0,15,453
FB4,MC1,2023-06-02T17:00:00Z,20.4,0.2,85.65,0.918,85.67,20.3,0.12,0.949,155.1,83.9,449,0,11,0,15,451
FB4,MC1,2023-06-02T17:15:00Z,22,0.38,85.65,0.857,85.67,21.2,0.25,0.903,190.6,171.9,448,0,0,0,15,450
FB4,MC1,2023-06-02T17:30:00Z,22.6,0.54,85.65,0.801,85.67,21.4,0.34,0.867,132,106.2,448,0,0,0,15,450
FB4,MC1,2023-06-02T17:45:00Z,21.8,0.52,85.67,0.801,85.7,20.7,0.32,0.869,49.8,34.8,450,0,3,0,15,452
FB4,MC1,2023-06-02T18:00:00Z,20.3,0.36,85.69,0.847,85.72,19.8,0.25,0.892,9.2,4.6,452,0,15,0,15,452
FB4,MC1,2023-06-02T18:15:00Z,19.5,0.29,85.71,0.871,85.73,19.6,0.23,0.9,0,0,452,0,15,0,15,452
FB4,MC1,2023-06-02T18:30:00Z,19.2,0.29,85.72,0.871,85.74,19.3,0.24,0.891,0,0,452,0,15,0,15,452
FB4,MC1,2023-06-02T18:45:00Z,19,0.31,85.74,0.86,85.76,19.3,0.29,0.872,0,0,452,0,15,0,15,452
FB4,MC1,2023-06-02T19:00:00Z,18.8,0.31,85.76,0.857,85.78,19.2,0.29,0.869,0,0,452,0,15,0,15,452
FB4,MC1,2023-06-02T19:15:00Z,18.8,0.32,85.78,0.851,85.81,19.2,0.31,0.86,0,0,451,0,15,0,15,452
