Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port2_ATM22_Xaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_temp,Port2_ATM22_Yaxis,Port2_Gust_speed,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes
FB7,MC3,2023-06-01T15:30:00Z,20.6,0.964,86.22,0.09,-1.7,0.42,176,20.8,-2.6,1.13,139.3,698,15,15
FB7,MC3,2023-06-01T15:45:00Z,20.3,0.954,86.23,0.11,-1.7,0.4,181,20.6,-2.7,1.43,106.6,693,15,15
FB7,MC3,2023-06-01T16:00:00Z,20.2,0.957,86.23,0.1,-1.7,0.37,131,20.6,-2.7,1.31,93.6,689,15,15
FB7,MC3,2023-06-01T16:15:00Z,20.1,0.957,86.22,0.1,-1.7,0.33,172,20.2,-2.6,1.03,60.2,894,15,15
FB7,MC3,2023-06-01T16:30:00Z,19.4,0.969,86.23,0.07,-1.6,0.36,168,19.4,-2.6,1.21,29.3,891,15,15
FB7,MC3,2023-06-01T16:45:00Z,19,0.979,86.22,0.05,-1.6,0.42,179,19.1,-2.5,1.44,39.2,802,15,15
FB7,MC3,2023-06-01T17:00:00Z,18.8,0.985,86.2,0.03,-1.6,0.5,177,19,-2.6,1.27,50.2,768,15,15
FB7,MC3,2023-06-01T17:15:00Z,18.9,0.988,86.2,0.03,-1.6,0.53,175,19,-2.6,1.15,30,807,15,15
FB7,MC3,2023-06-01T17:30:00Z,18.9,0.99,86.21,0.02,-1.7,0.52,174,19,-2.6,1.14,17.9,732,15,15
FB7,MC3,2023-06-01T17:45:00Z,18.9,0.993,86.25,0.01,-1.6,0.38,170,18.9,-2.7,1.07,9.9,728,15,15
FB7,MC3,2023-06-01T18:00:00Z,18.9,0.994,86.27,0.01,-1.6,0.49,173,18.9,-2.6,1.46,0.4,724,15,15
FB7,MC3,2023-06-01T18:15:00Z,18.7,0.996,86.27,0.01,-1.6,0.43,166,18.8,-2.7,1.65,0,722,15,15
FB7,MC3,2023-06-01T18:30:00Z,18.5,0.996,86.27,0.01,-1.6,0.51,173,18.6,-2.6,1.48,0,721,15,15
FB7,MC3,2023-06-01T18:45:00Z,18.6,0.997,86.28,0.01,-1.6,0.58,173,18.7,-2.6,1.42,0,720,15,15
FB7,MC3,2023-06-01T19:00:00Z,18.6,0.999,86.31,0,-1.6,0.59,175,18.7,-2.6,1.58,0,720,15,15
FB7,MC3,2023-06-01T19:15:00Z,18.4,1,86.34,0,-1.6,0.66,176,18.6,-2.6,1.96,0,729,15,15
FB7,MC3,2023-06-01T19:30:00Z,18.5,0.999,86.35,0,-1.6,0.63,180,18.6,-2.6,1.6,0,785,15,15
FB7,MC3,2023-06-01T19:45:00Z,18.6,1,86.35,0,-1.6,0.64,177,18.7,-2.6,1.92,0,799,15,15
FB7,MC3,2023-06-01T20:00:00Z,18.7,0.999,86.37,0,-1.6,0.6,175,18.8,-2.6,1.73,0,864,15,15
FB7,MC3,2023-06-01T20:15:00Z,18.7,1,86.37,0,-1.6,0.53,171,18.7,-2.6,1.2,0,903,15,15
FB7,MC3,2023-06-01T20:30:00Z,18.6,1.001,86.39,0,-1.6,0.57,174,18.7,-2.6,1.98,0,883,15,15
FB7,MC3,2023-06-01T20:45:00Z,18.6,1.001,86.41,0,-1.6,0.55,173,18.7,-2.6,1.5,0,929,15,15
FB7,MC3,2023-06-01T21:00:00Z,18.6,0.999,86.41,0,-1.6,0.54,167,18.7,-2.6,1.76,0,885,15,15
FB7,MC3,2023-06-01T21:15:00Z,18.6,1.001,86.41,0,-1.7,0.55,173,18.7,-2.6,1.84,0,965,15,15
FB7,MC3,2023-06-01T21:30:00Z,18.7,1,86.42,0,-1.6,0.5,171,18.8,-2.5,1.66,0,957,15,15
FB7,MC3,2023-06-01T21:45:00Z,18.5,1,86.44,0,-1.6,0.54,169,18.6,-2.5,1.72,0,933,15,15
FB7,MC3,2023-06-01T22:00:00Z,18.4,1,86.44,0,-1.6,0.67,177,18.4,-2.5,2.44,0,798,15,15
FB7,MC3,2023-06-01T22:15:00Z,18.2,1,86.45,0,-1.6,0.58,180,18.3,-2.6,1.42,0,772,15,15
FB7,MC3,2023-06-01T22:30:00Z,18.2,1,86.45,0,-1.6,0.69,182,18.3,-2.6,1.67,0,755,15,15
FB7,MC3,2023-06-01T22:45:00Z,18.3,0.999,86.43,0,-1.6,0.68,177,18.3,-2.6,3.13,0,818,15,15
FB7,MC3,2023-06-01T23:00:00Z,18.3,1,86.42,0,-1.6,0.77,186,18.4,-2.6,1.86,0,847,15,15
FB7,MC3,2023-06-01T23:15:00Z,18.4,0.999,86.42,0,-1.6,0.71,177,18.5,-2.6,1.94,0,792,15,15
FB7,MC3,2023-06-01T23:30:00Z,18.2,0.999,86.4,0,-1.6,0.85,181,18.3,-2.6,2.36,0,766,15,15
FB7,MC3,2023-06-01T23:45:00Z,18,1,86.39,0,-1.6,0.73,181,18.1,-2.6,1.65,0,753,15,15
FB7,MC3,2023-06-02T00:00:00Z,17.8,1.001,86.39,0,-1.6,0.63,180,17.9,-2.6,1.63,0,747,15,15
FB7,MC3,2023-06-02T00:15:00Z,18,1,86.38,0,-1.6,0.71,180,18.1,-2.6,1.65,0,747,15,15
FB7,MC3,2023-06-02T00:30:00Z,18.1,1,86.36,0,-1.6,0.68,177,18.2,-2.6,1.65,0,746,15,15
FB7,MC3,2023-06-02T00:45:00Z,18.2,1,86.35,0,-1.6,0.65,177,18.2,-2.7,1.74,0,751,15,15
FB7,MC3,2023-06-02T01:00:00Z,18.2,1,86.33,0,-1.6,0.74,179,18.3,-2.6,1.45,0,748,15,15
FB7,MC3,2023-06-02T01:15:00Z,18.1,1,86.29,0,-1.6,0.66,175,18.2,-2.6,1.82,0,716,15,15
FB7,MC3,2023-06-02T01:30:00Z,18,1,86.26,0,-1.6,0.69,177,18.2,-2.6,2.06,0,716,15,15
FB7,MC3,2023-06-02T01:45:00Z,18.1,1,86.25,0,-1.6,0.73,176,18.2,-2.6,2.3,0,718,15,15
FB7,MC3,2023-06-02T02:00:00Z,18.1,1,86.23,0,-1.6,0.67,176,18.2,-2.6,1.72,0,719,15,15
FB7,MC3,2023-06-02T02:15:00Z,18,1,86.22,0,-1.6,0.64,176,18.1,-2.6,1.39,0,722,15,15
FB7,MC3,2023-06-02T02:30:00Z,18,1,86.21,0,-1.6,0.65,177,18.1,-2.6,1.48,0,723,15,15
FB7,MC3,2023-06-02T02:45:00Z,18,1.001,86.21,0,-1.7,0.68,177,18.1,-2.6,1.43,0,725,15,15
FB7,MC3,2023-06-02T03:00:00Z,17.9,1,86.21,0,-1.6,0.64,179,18,-2.7,2.05,0,726,15,15
FB7,MC3,2023-06-02T03:15:00Z,17.8,1.001,86.2,0,-1.6,0.53,177,18,-2.6,1.31,0,726,15,15
FB7,MC3,2023-06-02T03:30:00Z,17.8,1,86.2,0,-1.5,0.62,175,18,-2.6,1.66,0,720,15,15
FB7,MC3,2023-06-02T03:45:00Z,17.7,1,86.19,0,-1.6,0.67,178,17.9,-2.6,1.48,0,714,15,15
FB7,MC3,2023-06-02T04:00:00Z,17.7,1,86.2,0,-1.6,0.59,179,17.9,-2.6,1.33,0,706,15,15
FB7,MC3,2023-06-02T04:15:00Z,17.6,1,86.21,0,-1.5,0.58,176,17.9,-2.6,1.19,0,696,15,15
FB7,MC3,2023-06-02T04:30:00Z,17.7,1,86.2,0,-1.6,0.64,176,18,-2.6,1.59,0,688,15,15
FB7,MC3,2023-06-02T04:45:00Z,17.7,1,86.2,0,-1.6,0.5,176,17.9,-2.6,1.22,0,686,15,15
FB7,MC3,2023-06-02T05:00:00Z,17.8,1,86.22,0,-1.5,0.6,177,18,-2.6,1.35,0,740,15,15
FB7,MC3,2023-06-02T05:15:00Z,17.9,0.999,86.23,0,-1.6,0.55,176,18,-2.6,1.7,0,719,15,15
FB7,MC3,2023-06-02T05:30:00Z,17.9,0.999,86.23,0,-1.6,0.56,180,18,-2.6,1.14,0,715,15,15
FB7,MC3,2023-06-02T05:45:00Z,17.9,0.999,86.25,0,-1.6,0.53,176,18,-2.6,1.13,9.3,710,15,15
FB7,MC3,2023-06-02T06:00:00Z,17.9,1,86.27,0,-1.6,0.6,177,18.2,-2.6,1.26,18.1,704,15,15
FB7,MC3,2023-06-02T06:15:00Z,18,1,86.29,0,-1.5,0.64,176,18.2,-2.6,1.62,28.6,700,15,15
FB7,MC3,2023-06-02T06:30:00Z,18.1,1,86.31,0,-1.6,0.66,177,18.2,-2.6,1.48,33.1,698,15,15
FB7,MC3,2023-06-02T06:45:00Z,18.1,0.997,86.33,0.01,-1.5,0.72,178,18.3,-2.6,1.43,24.9,695,15,15
FB7,MC3,2023-06-02T07:00:00Z,18.1,0.994,86.34,0.01,-1.6,0.48,176,18.2,-2.7,1.14,17.2,872,15,15
FB7,MC3,2023-06-02T07:15:00Z,18,0.995,86.35,0.01,-1.5,0.64,179,18,-2.6,1.8,13.2,944,15,15
FB7,MC3,2023-06-02T07:30:00Z,17.8,0.996,86.36,0.01,-1.6,0.53,180,17.8,-2.6,1.24,11.5,926,15,15
FB7,MC3,2023-06-02T07:45:00Z,17.6,0.999,86.36,0,-1.6,0.68,177,17.8,-2.6,1.63,12.5,928,15,15
FB7,MC3,2023-06-02T08:00:00Z,17.7,1,86.36,0,-1.6,0.74,178,17.8,-2.5,1.39,16.5,903,15,15
FB7,MC3,2023-06-02T08:15:00Z,17.8,1.001,86.36,0,-1.6,0.67,179,17.9,-2.5,1.25,20.5,866,15,15
FB7,MC3,2023-06-02T08:30:00Z,18,0.999,86.38,0,-1.6,0.6,178,18.1,-2.6,1.44,24.9,864,15,15
FB7,MC3,2023-06-02T08:45:00Z,18.1,1,86.38,0,-1.6,0.64,176,18.3,-2.6,1.32,31.3,813,15,15
FB7,MC3,2023-06-02T09:00:00Z,18.2,1,86.39,0,-1.6,0.67,177,18.4,-2.6,1.15,37.4,872,15,15
FB7,MC3,2023-06-02T09:15:00Z,18.4,0.999,86.38,0,-1.6,0.49,174,18.5,-2.5,1.12,49.8,838,15,15
FB7,MC3,2023-06-02T09:30:00Z,18.5,1.001,86.36,0,-1.7,0.49,176,18.6,-2.6,0.85,70.3,809,15,15
FB7,MC3,2023-06-02T09:45:00Z,18.7,1.001,86.34,0,-1.6,0.56,178,18.9,-2.6,0.97,113.2,774,15,15
FB7,MC3,2023-06-02T10:00:00Z,19,1,86.33,0,-1.6,0.48,180,19.2,-2.6,1.19,129.8,695,15,15
FB7,MC3,2023-06-02T10:15:00Z,19.2,0.997,86.32,0.01,-1.6,0.61,180,19.4,-2.6,1.12,136.6,675,15,15
FB7,MC3,2023-06-02T10:30:00Z,19.4,0.983,86.31,0.04,-1.6,0.6,185,19.7,-2.6,1.14,173.4,673,15,15
FB7,MC3,2023-06-02T10:45:00Z,19.8,0.972,86.32,0.06,-1.7,0.58,187,20,-2.6,1.45,245.7,675,15,15
FB7,MC3,2023-06-02T11:00:00Z,20.1,0.966,86.32,0.08,-1.6,0.52,187,20.4,-2.7,1.01,258.7,651,15,15
FB7,MC3,2023-06-02T11:15:00Z,20.6,0.962,86.31,0.09,-1.7,0.44,178,21,-2.6,1.34,306.3,640,15,15
FB7,MC3,2023-06-02T11:30:00Z,21.4,0.95,86.31,0.13,-1.7,0.33,159,21.9,-2.7,0.83,315.1,630,15,15
FB7,MC3,2023-06-02T11:45:00Z,21.9,0.927,86.3,0.19,-1.6,0.43,161,22.2,-2.7,1.32,332.3,618,15,15
FB7,MC3,2023-06-02T12:00:00Z,22.2,0.899,86.27,0.27,-1.7,0.44,173,22.6,-2.7,1.12,321.4,605,15,15
FB7,MC3,2023-06-02T12:15:00Z,22.2,0.889,86.25,0.3,-1.7,0.36,187,22.8,-2.7,0.98,310.4,594,15,15
FB7,MC3,2023-06-02T12:30:00Z,22.4,0.888,86.24,0.3,-1.8,0.52,197,22.9,-2.8,1.77,309.6,580,15,15
FB7,MC3,2023-06-02T12:45:00Z,22.2,0.893,86.23,0.28,-1.8,0.48,181,22.8,-2.8,1.61,322.3,562,15,15
FB7,MC3,2023-06-02T13:00:00Z,22.6,0.907,86.21,0.26,-1.8,0.56,196,23.4,-2.9,1.25,434.3,535,15,15
FB7,MC3,2023-06-02T13:15:00Z,22.8,0.877,86.2,0.34,-1.8,0.48,180,23.3,-2.8,1.31,354.1,506,15,15
FB7,MC3,2023-06-02T13:30:00Z,21.8,0.889,86.19,0.29,-1.8,0.55,181,22.6,-2.9,1.58,207.3,475,15,15
FB7,MC3,2023-06-02T13:45:00Z,20.8,0.914,86.17,0.21,-1.8,0.59,189,21.6,-2.8,2.12,178.3,452,6,15
FB7,MC3,2023-06-02T14:00:00Z,20.4,0.923,86.15,0.18,-1.8,0.5,179,21.3,-2.8,1.58,191.5,452,0,15
FB7,MC3,2023-06-02T14:15:00Z,20.7,0.916,86.14,0.21,-1.8,0.48,184,21.5,-2.9,1.43,217.3,451,0,15
FB7,MC3,2023-06-02T14:30:00Z,21.4,0.896,86.13,0.26,-1.8,0.44,192,22.1,-2.8,1.66,229.8,451,0,15
FB7,MC3,2023-06-02T14:45:00Z,22.1,0.881,86.1,0.32,-1.8,0.5,199,22.9,-2.9,1.33,352.5,450,0,15
FB7,MC3,2023-06-02T15:00:00Z,23.6,0.876,86.08,0.36,-1.8,0.68,207,24.4,-2.9,1.72,627.1,450,0,15
FB7,MC3,2023-06-02T15:15:00Z,24.4,0.838,86.07,0.5,-1.8,0.56,192,25.2,-2.9,1.65,562.3,450,0,15
FB7,MC3,2023-06-02T15:30:00Z,23.8,0.804,86.07,0.58,-1.9,0.47,192,24.8,-3,1.32,110.4,450,0,15
FB7,MC3,2023-06-02T15:45:00Z,23.6,0.795,86.06,0.6,-1.9,0.46,176,24.9,-2.9,1.66,142.3,450,0,7
FB7,MC3,2023-06-02T16:00:00Z,23.2,0.788,86.07,0.6,-1.8,0.45,181,24.2,-3,1.6,171.9,450,0,9
FB7,MC3,2023-06-02T16:15:00Z,23.3,0.819,86.08,0.52,-1.8,0.43,187,23.9,-2.9,1.3,116.6,450,0,15
FB7,MC3,2023-06-02T16:30:00Z,22.6,0.837,86.09,0.45,-1.8,0.49,189,23.1,-3,1.15,80.2,451,0,15
FB7,MC3,2023-06-02T16:45:00Z,21.6,0.873,86.1,0.33,-1.9,0.39,186,22.1,-2.9,1.01,53.3,452,0,15
FB7,MC3,2023-06-02T17:00:00Z,20.9,0.907,86.1,0.23,-1.8,0.37,190,21.5,-2.9,0.74,96.7,452,0,15
FB7,MC3,2023-06-02T17:15:00Z,21.1,0.909,86.11,0.23,-1.8,0.43,209,21.6,-2.9,0.9,110.4,452,0,15
FB7,MC3,2023-06-02T17:30:00Z,21,0.885,86.11,0.28,-1.8,0.38,191,21.2,-3,0.99,43.4,452,0,15
FB7,MC3,2023-06-02T17:45:00Z,20.3,0.892,86.13,0.26,-1.8,0.4,178,20.5,-3,0.83,17.4,452,0,15
FB7,MC3,2023-06-02T18:00:00Z,19.8,0.908,86.14,0.21,-1.7,0.43,178,20.1,-2.9,0.84,9.2,453,0,15
FB7,MC3,2023-06-02T18:15:00Z,19.6,0.913,86.16,0.2,-1.7,0.54,179,19.7,-2.9,0.79,0,453,0,15
FB7,MC3,2023-06-02T18:30:00Z,19.3,0.914,86.17,0.19,-1.7,0.56,178,19.4,-2.9,1.17,0,453,0,15
FB7,MC3,2023-06-02T18:45:00Z,19,0.912,86.19,0.19,-1.6,0.57,179,19.2,-2.9,1.15,0,453,0,15
FB7,MC3,2023-06-02T19:00:00Z,19,0.901,86.2,0.22,-1.8,0.58,176,19.1,-2.9,1,0,452,0,15
FB7,MC3,2023-06-02T19:15:00Z,18.9,0.888,86.23,0.24,-1.7,0.6,177,19,-2.9,1.22,0,452,0,15
