z6-15957,Port 1,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 7,Port 7,Port 8,Port 8
Records: 3267,PYR,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation,° Wind Direction, m/s Wind Speed, m/s Gust Speed, °C Anemometer Temp,° X-axis Level,° Y-axis Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
11/17/2023 10:15,135.9,318,0.57,3.51,20.3,-2.0,2.6,20.4,0.950,87.64,15,0,458,55,7426,87.63,20.4
11/17/2023 10:30,118.1,342,0.63,2.56,20.3,-1.9,2.6,20.3,0.947,87.64,15,0,458,55,7425,87.62,20.4
11/17/2023 10:45,94.3,347,0.83,2.53,20.2,-2.0,2.6,20.1,0.950,87.64,15,0,458,55,7426,87.62,20.4
11/17/2023 11:00,89.9,6,0.87,2.63,20.0,-2.0,2.6,19.9,0.955,87.63,15,0,459,55,7428,87.60,20.3
11/17/2023 11:15,172.5,0,1.05,2.54,20.1,-2.0,2.6,20.0,0.960,87.60,15,0,459,55,7429,87.58,20.3
11/17/2023 11:30,144.7,11,0.70,1.76,20.2,-1.9,2.5,20.1,0.962,87.57,15,0,457,55,7427,87.55,20.4
11/17/2023 11:45,213.9,1,0.53,2.14,20.6,-1.9,2.6,20.5,0.951,87.55,15,0,456,55,7429,87.54,20.6
11/17/2023 12:00,195.9,4,0.74,1.69,20.6,-1.9,2.5,20.5,0.935,87.53,15,0,456,55,7429,87.51,20.7
11/17/2023 12:15,239.9,5,0.82,2.13,21.4,-2.0,2.5,21.3,0.923,87.50,15,0,454,55,7428,87.49,21.2
11/17/2023 12:30,109.9,341,0.73,1.82,21.4,-2.0,2.6,21.5,0.913,87.48,15,0,456,55,7430,87.46,21.7
11/17/2023 12:45,131.7,342,0.59,1.66,21.2,-2.0,2.6,21.0,0.921,87.47,15,0,456,55,7430,87.45,21.4
11/17/2023 13:00,195.4,336,0.82,2.15,21.4,-2.0,2.6,21.2,0.906,87.45,15,0,455,55,7430,87.43,21.6
11/17/2023 13:15,497.3,343,0.87,2.20,21.7,-2.0,2.7,21.5,0.886,87.43,15,0,453,56,7432,87.41,21.8
11/17/2023 13:30,341.1,315,0.87,1.61,22.2,-2.0,2.6,22.1,0.891,87.41,15,0,454,56,7434,87.39,22.7
11/17/2023 13:45,189.0,304,1.06,3.06,22.5,-2.0,2.5,22.4,0.889,87.39,15,0,455,56,7433,87.37,22.6
11/17/2023 14:00,64.5,298,0.90,1.74,22.0,-1.9,2.6,21.7,0.901,87.40,15,0,455,56,7435,87.37,22.3
11/17/2023 14:15,94.5,305,1.20,2.07,21.9,-2.0,2.7,21.6,0.881,87.40,15,0,454,56,7435,87.37,21.9
11/17/2023 14:30,73.6,310,0.98,1.72,21.8,-2.0,2.6,21.7,0.901,87.39,15,0,456,56,7433,87.36,21.8
11/17/2023 14:45,38.8,331,0.70,1.41,21.4,-2.0,2.6,21.3,0.939,87.40,15,0,458,56,7435,87.37,21.7
11/17/2023 15:00,44.1,345,0.31,0.94,21.3,-2.0,2.6,21.0,0.954,87.40,15,0,458,56,7437,87.38,21.5
11/17/2023 15:15,50.0,323,0.42,1.20,21.3,-2.0,2.6,21.1,0.964,87.41,15,0,459,56,7435,87.39,21.4
11/17/2023 15:30,52.7,316,0.37,1.18,21.2,-1.9,2.6,21.0,0.958,87.42,15,0,458,56,7435,87.39,21.3
11/17/2023 15:45,44.1,316,0.45,1.49,21.1,-1.9,2.6,20.9,0.958,87.42,15,0,460,56,7435,87.40,21.2
11/17/2023 16:00,24.4,312,0.30,0.79,21.0,-2.0,2.6,20.8,0.964,87.43,15,4,461,56,7437,87.41,21.1
