z6-15957,Port 1,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 7,Port 7,Port 8,Port 8
Records: 1348,PYR,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation,° Wind Direction, m/s Wind Speed, m/s Gust Speed, °C Anemometer Temp,° X-axis Level,° Y-axis Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
10/19/2023 10:15,80.2,352,1.06,3.88,19.7,-1.9,2.5,19.7,0.998,87.61,15,15,687,100,8058,87.58,20.6
10/19/2023 10:30,60.8,325,0.99,3.75,19.6,-1.9,2.5,19.5,1.000,87.60,15,15,682,100,8061,87.57,20.2
10/19/2023 10:45,72.3,12,1.23,3.07,19.7,-1.9,2.6,19.5,1.000,87.60,15,15,663,100,8059,87.57,20.0
10/19/2023 11:00,106.8,46,1.27,3.59,19.9,-1.9,2.6,19.7,1.000,87.58,15,15,611,100,8059,87.56,19.9
10/19/2023 11:15,118.5,41,1.17,3.69,20.1,-1.9,2.5,20.0,1.000,87.57,15,15,539,100,8061,87.55,20.0
10/19/2023 11:30,61.0,30,0.67,2.94,19.9,-1.9,2.6,19.9,1.000,87.56,15,15,548,100,8064,87.54,20.0
10/19/2023 11:45,107.3,45,1.11,3.61,20.0,-1.9,2.6,19.9,1.000,87.54,15,15,487,100,8062,87.52,20.0
10/19/2023 12:00,133.5,34,1.35,4.62,20.3,-1.9,2.7,20.1,0.996,87.52,15,15,461,100,8060,87.50,20.1
10/19/2023 12:15,148.9,25,0.86,2.60,20.6,-1.9,2.7,20.5,0.985,87.49,15,14,460,100,8063,87.47,20.3
10/19/2023 12:30,100.7,351,1.05,3.37,20.6,-1.9,2.6,20.6,0.978,87.48,15,11,463,100,8061,87.46,20.6
10/19/2023 12:45,106.6,337,0.96,3.52,20.1,-2.0,2.6,20.1,0.989,87.48,15,15,484,100,8061,87.45,20.5
10/19/2023 13:00,102.9,358,1.04,3.43,20.1,-1.9,2.6,19.9,0.995,87.46,15,15,513,100,8061,87.43,20.3
10/19/2023 13:15,93.9,9,0.80,3.07,20.3,-2.0,2.6,20.1,1.001,87.43,15,15,462,100,8064,87.41,20.3
10/19/2023 13:30,80.4,1,0.90,3.18,20.4,-1.9,2.6,20.3,0.992,87.42,15,15,462,100,8063,87.40,20.4
10/19/2023 13:45,79.7,30,1.09,3.37,20.3,-1.9,2.7,20.3,0.990,87.40,15,15,462,100,8064,87.38,20.4
10/19/2023 14:00,50.7,338,0.82,2.78,20.2,-2.0,2.6,20.2,0.990,87.38,15,15,464,100,8064,87.36,20.4
10/19/2023 14:15,57.1,331,1.03,3.09,20.1,-1.9,2.6,19.9,0.990,87.39,15,15,463,100,8062,87.36,20.2
10/19/2023 14:30,44.1,340,1.11,3.33,20.0,-1.9,2.6,19.9,0.990,87.39,15,15,475,100,8061,87.36,20.1
10/19/2023 14:45,49.4,0,1.17,3.58,19.9,-1.9,2.6,19.8,0.999,87.39,15,15,466,100,8061,87.36,20.0
10/19/2023 15:00,27.6,346,0.82,2.63,19.4,-1.9,2.6,19.5,1.000,87.39,15,15,767,100,8061,87.37,19.9
10/19/2023 15:15,51.3,14,0.88,3.14,19.4,-1.9,2.6,19.4,1.000,87.38,15,15,723,100,8063,87.35,19.7
10/19/2023 15:30,55.5,30,0.74,2.91,19.5,-1.9,2.5,19.3,1.001,87.37,15,15,655,100,8061,87.35,19.7
10/19/2023 15:45,41.6,17,0.71,2.25,19.7,-1.9,2.6,19.5,1.000,87.39,15,15,614,100,8059,87.37,19.6
10/19/2023 16:00,27.5,7,0.97,3.42,19.6,-1.9,2.6,19.5,1.000,87.41,15,15,580,100,8061,87.38,19.6
10/19/2023 16:15,12.3,18,0.69,2.46,19.5,-1.9,2.6,19.5,1.001,87.42,15,15,561,100,8044,87.40,19.6
10/19/2023 16:30,8.1,320,0.59,1.83,19.4,-1.9,2.6,19.4,1.000,87.43,15,15,555,100,8046,87.41,19.7
10/19/2023 16:45,7.3,20,0.97,3.01,19.3,-2.0,2.6,19.3,1.000,87.45,15,15,542,100,8046,87.43,19.5
10/19/2023 17:00,2.9,17,0.84,2.58,19.2,-1.9,2.6,19.3,0.999,87.45,15,15,542,100,8048,87.43,19.4
10/19/2023 17:15,0.0,24,0.84,3.19,19.2,-1.9,2.6,19.2,1.001,87.46,15,15,537,100,8049,87.44,19.3
10/19/2023 17:30,0.0,33,0.47,2.36,19.2,-1.9,2.6,19.1,1.000,87.48,15,15,524,100,8046,87.46,19.2
10/19/2023 17:45,0.0,33,0.49,2.68,19.2,-1.9,2.6,19.1,1.001,87.50,15,15,515,100,8045,87.48,19.2
