z6-16041,Port 1,Port 1,Port 1,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
Records: 1529,PHYTOS 31,PHYTOS 31,PHYTOS 31,ECRN-100,ECRN-100,Battery,Battery,Barometer,Barometer
Timestamp, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, mm Precipitation, mm/h Max Precip Rate,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
9/4/2024 11:00,0,0,443,0.0,0.0,100,8034,88.14,26.6
9/4/2024 11:15,0,0,446,0.0,0.0,100,8043,88.11,28.1
9/4/2024 11:30,0,0,441,0.0,0.0,100,8051,88.08,28.6
9/4/2024 11:45,0,0,444,0.0,0.0,100,8064,88.04,29.1
9/4/2024 12:00,0,0,444,0.0,0.0,100,8077,88.03,29.2
9/4/2024 12:15,0,0,445,0.0,0.0,100,8088,88.00,29.1
9/4/2024 12:30,0,0,445,0.0,0.0,100,8095,87.98,29.2
9/4/2024 12:45,0,0,444,0.0,0.0,100,8102,87.96,29.1
9/4/2024 13:00,0,0,444,0.0,0.0,100,8123,87.93,29.8
9/4/2024 13:15,0,0,443,0.0,0.0,100,8138,87.89,30.5
9/4/2024 13:30,0,0,444,0.0,0.0,100,8140,87.87,30.9
9/4/2024 13:45,0,0,445,0.0,0.0,100,8153,87.85,31.1
9/4/2024 14:00,0,0,446,0.0,0.0,100,8156,87.82,31.0
9/4/2024 14:15,0,0,447,0.0,0.0,100,8154,87.81,30.1
9/4/2024 14:30,0,0,448,0.0,0.0,100,8153,87.80,29.4
9/4/2024 14:45,0,0,448,0.0,0.0,100,8149,87.80,28.5
9/4/2024 15:00,0,0,447,0.0,0.0,100,8151,87.79,28.3
9/4/2024 15:15,1,0,450,0.0,0.0,100,8146,87.78,27.8
9/4/2024 15:30,14,0,451,0.0,0.0,100,8138,87.77,26.5
9/4/2024 15:45,15,0,451,0.0,0.0,100,8137,87.78,25.4
9/4/2024 16:00,15,0,452,0.0,0.0,100,8131,87.79,24.5
9/4/2024 16:15,15,0,452,0.0,0.0,100,8129,87.79,24.0
9/4/2024 16:30,15,0,454,0.0,0.0,100,8125,87.81,23.5
9/4/2024 16:45,15,0,454,0.0,0.0,100,8122,87.84,23.0
9/4/2024 17:00,15,0,453,0.0,0.0,100,8121,87.84,22.8
9/4/2024 17:15,15,0,454,0.0,0.0,100,8119,87.85,22.5
9/4/2024 17:30,15,0,455,0.0,0.0,100,8115,87.85,22.2
9/4/2024 17:45,15,0,457,0.0,0.0,100,8113,87.86,22.0
9/4/2024 18:00,15,3,556,0.0,0.0,100,8112,87.87,21.8
9/4/2024 18:15,15,15,609,0.0,0.0,100,8111,87.87,21.6
9/4/2024 18:30,15,15,885,0.0,0.0,100,8106,87.90,21.4
9/4/2024 18:45,15,15,792,0.0,0.0,100,8103,87.92,21.3
9/4/2024 19:00,15,15,768,0.0,0.0,100,8105,87.91,21.0
9/4/2024 19:15,15,15,810,0.0,0.0,100,8102,87.91,20.8
9/4/2024 19:30,15,15,729,0.0,0.0,100,8098,87.94,20.6
9/4/2024 19:45,15,15,696,0.0,0.0,100,8098,87.93,20.6
9/4/2024 20:00,15,15,986,0.0,0.0,100,8096,87.93,20.6
9/4/2024 20:15,15,15,828,1.8,72.0,100,8095,87.97,20.6
9/4/2024 20:30,15,15,723,0.0,0.0,100,8094,88.00,20.6
9/4/2024 20:45,15,15,738,0.0,0.0,100,8092,88.03,20.5
9/4/2024 21:00,15,15,714,0.2,12.0,100,8091,88.04,20.4
9/4/2024 21:15,15,15,704,0.0,0.0,100,8089,88.04,20.3
9/4/2024 21:30,15,15,686,0.0,0.0,100,8089,88.06,20.1
9/4/2024 21:45,15,15,663,0.0,0.0,100,8085,88.07,19.9
9/4/2024 22:00,15,15,637,0.0,0.0,100,8086,88.05,19.8
9/4/2024 22:15,15,15,618,0.0,0.0,100,8084,88.06,19.6
9/4/2024 22:30,15,15,610,0.0,0.0,100,8084,88.06,19.4
9/4/2024 22:45,15,15,606,0.0,0.0,100,8080,88.04,19.2
