z6-15982,Port 1,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 5,Port 5,Port 5,Port 6,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
Records: 960,PYR,PYR,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation, W/m² Solar Radiation, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
9/5/2023 9:30,161.5,106.9,20.7,0.950,87.73,15,0,451,20.6,0.934,87.72,15,0,452,69,7547,87.65,20.8
9/5/2023 9:45,105.5,73.2,20.8,0.937,87.73,15,0,451,20.6,0.925,87.72,15,0,452,69,7546,87.65,20.8
9/5/2023 10:00,136.4,164.1,20.9,0.930,87.74,15,0,451,20.7,0.921,87.73,15,0,452,70,7548,87.65,20.9
9/5/2023 10:15,109.7,75.8,20.7,0.939,87.74,15,0,451,20.6,0.926,87.73,15,0,452,70,7549,87.65,20.8
9/5/2023 10:30,163.1,119.6,20.8,0.943,87.74,15,0,451,20.8,0.928,87.72,15,0,452,69,7545,87.65,20.9
9/5/2023 10:45,163.5,113.9,21.2,0.935,87.72,15,0,451,21.3,0.918,87.71,15,0,451,70,7549,87.63,21.1
9/5/2023 11:00,203.4,310.5,21.5,0.916,87.70,15,0,450,21.5,0.906,87.69,15,0,451,70,7549,87.61,21.4
9/5/2023 11:15,239.3,196.5,22.2,0.896,87.69,11,0,450,22.3,0.884,87.68,15,0,450,70,7548,87.60,21.9
9/5/2023 11:30,174.0,86.8,22.0,0.894,87.68,10,0,451,22.1,0.882,87.67,15,0,451,70,7549,87.59,22.2
9/5/2023 11:45,136.4,90.8,21.5,0.924,87.67,15,0,451,21.6,0.910,87.66,15,0,451,70,7549,87.58,22.1
9/5/2023 12:00,119.6,71.2,21.5,0.929,87.67,15,0,451,21.6,0.912,87.65,15,0,451,70,7549,87.57,22.0
9/5/2023 12:15,119.0,75.1,21.8,0.928,87.65,15,0,451,21.6,0.913,87.64,15,0,452,70,7549,87.56,22.1
