z6-15957,Port 1,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 7,Port 7,Port 8,Port 8
Records: 1331,PYR,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation,° Wind Direction, m/s Wind Speed, m/s Gust Speed, °C Anemometer Temp,° X-axis Level,° Y-axis Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
5/31/2023 12:30,124.0,313,0.99,2.83,23.0,-0.7,1.2,22.5,0.805,87.61,15,0,451,91,7732,87.55,23.6
5/31/2023 12:45,159.3,354,1.56,4.04,23.5,-0.8,1.3,23.0,0.794,87.58,15,0,450,91,7732,87.53,23.6
5/31/2023 13:00,147.0,347,1.17,3.38,23.8,-0.7,1.3,23.3,0.770,87.57,15,0,450,91,7730,87.51,23.8
5/31/2023 13:15,145.2,11,1.49,3.76,23.7,-0.6,1.2,23.4,0.754,87.56,10,0,450,91,7730,87.50,23.9
5/31/2023 13:30,209.8,25,1.04,2.63,23.5,-0.6,1.2,23.2,0.768,87.54,13,0,450,91,7732,87.48,23.8
5/31/2023 13:45,130.4,30,0.74,2.80,23.6,-0.7,1.2,23.4,0.784,87.52,15,0,451,91,7729,87.46,23.9
5/31/2023 14:00,158.2,24,0.98,3.77,23.2,-0.6,1.2,22.9,0.810,87.50,15,0,450,91,7732,87.44,23.8
5/31/2023 14:15,223.8,10,0.62,2.72,23.3,-0.6,1.2,22.9,0.806,87.49,13,0,450,91,7732,87.44,23.7
5/31/2023 14:30,85.5,35,1.03,2.90,22.9,-0.6,1.3,22.7,0.805,87.49,15,0,451,91,7731,87.43,23.6
5/31/2023 14:45,69.9,4,0.85,2.94,22.6,-0.7,1.2,22.5,0.830,87.49,15,0,452,91,7729,87.43,23.4
5/31/2023 15:00,82.2,12,0.70,2.59,22.2,-0.6,1.2,21.9,0.852,87.49,15,0,452,91,7731,87.43,23.1
5/31/2023 15:15,91.9,0,1.08,2.88,22.1,-0.6,1.2,21.8,0.848,87.47,15,0,452,91,7729,87.41,23.0
5/31/2023 15:30,80.6,148,0.82,3.61,22.2,-0.6,1.3,21.9,0.842,87.46,15,0,452,91,7729,87.40,22.9
5/31/2023 15:45,103.5,64,0.92,3.37,22.1,-0.5,1.3,21.8,0.844,87.45,15,0,452,91,7727,87.40,22.7
5/31/2023 16:00,77.6,69,0.85,2.83,21.8,-0.6,1.3,21.6,0.854,87.43,15,0,452,91,7726,87.38,22.5
5/31/2023 16:15,43.4,41,0.71,2.54,21.4,-0.6,1.3,21.2,0.853,87.43,15,0,452,89,7714,87.37,22.3
5/31/2023 16:30,43.8,22,1.02,3.04,21.1,-0.6,1.2,20.8,0.870,87.46,15,0,453,89,7715,87.40,22.2
5/31/2023 16:45,39.4,346,0.53,1.93,21.1,-0.6,1.2,20.8,0.885,87.45,15,0,459,89,7715,87.39,21.8
5/31/2023 17:00,37.7,172,0.91,2.58,20.6,-0.5,1.3,20.5,0.892,87.45,15,13,456,89,7713,87.39,21.4
5/31/2023 17:15,28.4,162,0.81,2.25,20.4,-0.5,1.3,20.2,0.902,87.47,15,0,454,89,7713,87.41,21.0
5/31/2023 17:30,24.7,223,0.81,3.32,20.3,-0.5,1.2,20.1,0.900,87.48,15,0,454,89,7715,87.42,20.8
5/31/2023 17:45,15.2,109,0.56,2.21,20.0,-0.5,1.3,19.8,0.895,87.51,15,0,454,89,7714,87.45,20.6
5/31/2023 18:00,5.3,167,0.81,3.02,19.6,-0.5,1.3,19.5,0.900,87.50,15,0,454,89,7712,87.44,20.3
5/31/2023 18:15,0.0,169,0.89,2.58,19.3,-0.5,1.2,19.1,0.901,87.50,15,0,454,89,7713,87.44,19.9
5/31/2023 18:30,0.0,174,1.27,4.56,19.0,-0.4,1.3,18.9,0.904,87.52,15,0,454,89,7712,87.46,19.6
5/31/2023 18:45,0.0,166,0.85,3.33,19.0,-0.4,1.3,18.9,0.911,87.55,15,0,455,89,7710,87.49,19.3
5/31/2023 19:00,0.0,329,0.66,1.97,19.0,-0.5,1.3,18.9,0.917,87.58,15,0,455,89,7714,87.53,19.2
5/31/2023 19:15,0.0,1,1.02,3.47,19.0,-0.5,1.3,18.9,0.919,87.60,15,0,455,89,7713,87.55,19.2
5/31/2023 19:30,0.0,9,0.70,1.80,19.0,-0.5,1.2,18.9,0.919,87.62,15,0,455,89,7711,87.56,19.1
5/31/2023 19:45,0.0,0,1.70,4.48,19.1,-0.5,1.3,19.0,0.916,87.64,15,0,455,89,7712,87.59,19.1
5/31/2023 20:00,0.0,6,2.40,4.79,19.3,-0.5,1.3,19.2,0.897,87.66,15,0,454,89,7712,87.60,19.1
5/31/2023 20:15,0.0,356,1.33,3.25,19.5,-0.6,1.3,19.4,0.869,87.67,15,0,453,89,7713,87.61,19.2
5/31/2023 20:30,0.0,341,0.62,1.82,19.4,-0.5,1.2,19.4,0.865,87.68,15,0,454,89,7711,87.62,19.2
5/31/2023 20:45,0.0,339,0.44,1.32,19.4,-0.5,1.2,19.4,0.879,87.69,15,0,454,89,7712,87.64,19.3
5/31/2023 21:00,0.0,170,0.84,2.79,19.4,-0.5,1.2,19.4,0.890,87.69,15,0,454,89,7714,87.64,19.3
5/31/2023 21:15,0.0,173,0.96,2.82,19.4,-0.5,1.2,19.3,0.903,87.69,15,0,456,89,7713,87.64,19.3
5/31/2023 21:30,0.0,165,0.82,2.38,19.4,-0.5,1.3,19.3,0.909,87.70,15,0,455,89,7712,87.65,19.3
5/31/2023 21:45,0.0,163,0.58,2.63,19.3,-0.5,1.3,19.3,0.918,87.71,15,0,455,89,7710,87.66,19.3
5/31/2023 22:00,0.0,176,0.73,2.25,19.4,-0.5,1.3,19.3,0.920,87.71,15,6,455,89,7714,87.66,19.3
5/31/2023 22:15,0.0,172,0.93,2.46,19.3,-0.5,1.3,19.2,0.923,87.71,15,15,545,89,7713,87.66,19.2
5/31/2023 22:30,0.0,121,0.57,2.22,19.3,-0.5,1.3,19.2,0.935,87.71,15,15,489,89,7710,87.66,19.1
5/31/2023 22:45,0.0,60,0.51,1.54,19.1,-0.4,1.2,19.3,0.935,87.72,15,15,961,89,7710,87.66,19.1
5/31/2023 23:00,0.0,153,0.52,1.19,18.5,-0.3,1.2,18.7,0.957,87.70,15,15,927,89,7710,87.65,18.8
5/31/2023 23:15,0.0,174,0.41,2.27,18.4,-0.3,1.2,18.6,0.972,87.70,15,15,894,89,7708,87.65,18.6
5/31/2023 23:30,0.0,334,0.39,1.48,18.4,-0.3,1.2,18.6,0.981,87.69,15,15,831,89,7712,87.64,18.5
5/31/2023 23:45,0.0,192,0.59,2.64,18.4,-0.3,1.1,18.6,0.988,87.68,15,15,944,89,7710,87.63,18.5
6/1/2023 0:00,0.0,229,0.51,2.25,18.6,-0.3,1.1,18.8,0.981,87.68,15,15,766,89,7710,87.63,18.5
6/1/2023 0:15,0.0,187,0.83,2.51,18.7,-0.2,1.1,18.7,0.979,87.66,15,15,638,87,7692,87.61,18.6
6/1/2023 0:30,0.0,169,0.61,2.05,18.7,-0.2,1.2,18.7,0.980,87.63,15,15,713,87,7697,87.58,18.5
6/1/2023 0:45,0.0,67,0.81,2.71,18.7,-0.3,1.2,18.7,0.979,87.61,15,15,612,87,7697,87.56,18.4
6/1/2023 1:00,0.0,165,0.67,2.78,18.7,-0.3,1.2,18.7,0.977,87.60,15,15,630,87,7695,87.55,18.4
6/1/2023 1:15,0.0,182,0.93,3.26,18.7,-0.3,1.2,18.7,0.986,87.57,15,15,606,87,7697,87.52,18.4
6/1/2023 1:30,0.0,181,0.73,1.77,18.8,-0.2,1.2,18.7,0.986,87.53,15,15,570,87,7696,87.49,18.4
6/1/2023 1:45,0.0,166,0.78,2.29,18.7,-0.2,1.2,18.7,0.977,87.50,15,15,563,87,7699,87.45,18.4
6/1/2023 2:00,0.0,167,0.92,2.53,18.7,-0.3,1.2,18.7,0.960,87.48,15,15,568,88,7700,87.44,18.4
