z6-15957,Port 1,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 7,Port 7,Port 8,Port 8
Records: 961,PYR,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation,° Wind Direction, m/s Wind Speed, m/s Gust Speed, °C Anemometer Temp,° X-axis Level,° Y-axis Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
9/5/2023 9:30,118.3,356,1.10,3.91,20.8,-2.1,2.2,20.5,0.957,87.73,15,0,456,76,7599,87.70,21.2
9/5/2023 9:45,89.0,332,1.12,3.27,20.8,-2.1,2.2,20.5,0.946,87.73,15,0,456,76,7602,87.70,21.1
9/5/2023 10:00,102.0,348,1.45,4.28,20.9,-2.1,2.2,20.6,0.941,87.74,15,0,457,76,7603,87.70,21.1
9/5/2023 10:15,92.8,2,1.22,4.17,20.8,-2.1,2.3,20.5,0.949,87.74,15,0,456,76,7606,87.71,21.1
9/5/2023 10:30,139.5,27,1.47,4.66,20.9,-2.1,2.3,20.7,0.949,87.73,15,0,456,76,7605,87.70,21.1
9/5/2023 10:45,142.5,2,1.19,3.74,21.3,-2.1,2.2,21.1,0.939,87.72,15,0,456,76,7606,87.69,21.4
9/5/2023 11:00,367.9,15,1.23,3.52,21.6,-2.1,2.2,21.4,0.927,87.70,15,0,453,77,7610,87.67,21.6
9/5/2023 11:15,438.9,18,1.46,3.85,22.2,-2.1,2.2,21.9,0.905,87.69,15,0,452,77,7610,87.66,22.0
9/5/2023 11:30,109.9,358,1.36,3.23,21.9,-2.0,2.2,21.7,0.910,87.68,15,0,455,77,7612,87.65,22.2
9/5/2023 11:45,102.7,1,0.82,1.82,21.8,-2.1,2.3,21.3,0.935,87.67,15,0,455,77,7612,87.64,22.0
9/5/2023 12:00,89.7,14,0.92,2.32,21.7,-2.1,2.2,21.3,0.938,87.66,15,0,455,77,7612,87.63,22.0
9/5/2023 12:15,95.0,338,0.75,1.71,21.8,-2.1,2.2,21.5,0.939,87.65,15,0,456,77,7613,87.62,22.1
9/5/2023 12:30,83.1,350,0.90,2.08,21.6,-2.1,2.3,21.4,0.950,87.64,15,0,457,77,7613,87.61,22.0
9/5/2023 12:45,89.4,352,1.05,2.75,21.4,-2.0,2.2,21.1,0.958,87.64,15,0,457,77,7613,87.61,21.9
9/5/2023 13:00,95.6,350,0.87,2.28,21.4,-2.1,2.2,21.1,0.963,87.61,15,12,466,77,7614,87.58,21.8
9/5/2023 13:15,153.1,27,1.40,3.37,21.6,-2.1,2.3,21.4,0.947,87.57,15,2,455,78,7616,87.54,21.9
9/5/2023 13:30,179.1,31,1.47,3.45,22.4,-2.1,2.3,22.1,0.918,87.53,15,0,454,78,7616,87.51,22.1
9/5/2023 13:45,123.6,12,0.67,1.96,22.9,-2.1,2.2,22.9,0.892,87.53,15,0,455,78,7620,87.50,22.6
9/5/2023 14:00,87.7,357,0.98,2.41,22.4,-2.1,2.2,22.3,0.919,87.50,15,0,456,78,7618,87.47,22.7
9/5/2023 14:15,24.5,345,0.58,1.69,22.0,-2.0,2.3,21.7,0.943,87.50,15,0,458,78,7618,87.47,22.5
9/5/2023 14:30,36.3,348,0.35,1.06,21.8,-2.1,2.2,21.4,0.962,87.48,15,1,460,78,7619,87.45,22.2
9/5/2023 14:45,22.2,353,0.81,2.44,21.1,-2.1,2.3,20.9,0.978,87.47,15,15,718,78,7619,87.44,21.9
9/5/2023 15:00,63.4,7,1.07,3.62,20.7,-2.0,2.2,20.5,0.990,87.45,15,15,654,78,7619,87.42,21.4
9/5/2023 15:15,69.4,21,1.22,4.16,20.9,-2.0,2.2,20.8,0.990,87.45,15,15,593,78,7620,87.42,21.3
9/5/2023 15:30,64.8,15,1.13,4.29,21.0,-2.1,2.3,20.8,0.991,87.45,15,15,567,78,7621,87.43,21.2
9/5/2023 15:45,63.0,359,0.94,3.01,21.2,-2.0,2.3,21.0,0.983,87.44,15,15,528,78,7619,87.41,21.3
9/5/2023 16:00,12.6,349,1.06,3.14,20.6,-2.0,2.2,20.8,0.984,87.46,15,15,544,78,7619,87.43,21.2
9/5/2023 16:15,25.6,349,1.02,2.52,20.1,-2.0,2.3,20.0,1.000,87.46,15,15,539,78,7620,87.43,20.8
9/5/2023 16:30,14.3,338,0.67,3.14,20.0,-2.0,2.1,20.0,1.000,87.46,15,15,763,77,7612,87.43,20.7
9/5/2023 16:45,5.1,352,1.19,3.91,20.0,-1.9,2.2,20.0,1.000,87.48,15,15,642,77,7612,87.45,20.4
9/5/2023 17:00,0.7,11,1.06,3.90,19.6,-1.9,2.2,19.7,1.000,87.47,15,15,787,77,7612,87.44,20.2
9/5/2023 17:15,0.0,353,1.52,4.14,18.8,-1.9,2.1,18.8,1.000,87.53,15,15,882,77,7609,87.50,19.7
9/5/2023 17:30,0.4,6,1.49,3.56,18.4,-1.9,2.1,18.4,1.000,87.53,15,15,783,77,7612,87.50,19.2
9/5/2023 17:45,0.0,6,1.30,3.55,18.6,-1.9,2.2,18.6,0.999,87.51,15,15,658,77,7613,87.48,19.0
9/5/2023 18:00,0.0,29,1.50,4.19,19.1,-1.9,2.2,18.9,1.000,87.51,15,15,593,77,7611,87.48,19.0
9/5/2023 18:15,0.0,31,1.52,5.92,19.2,-1.9,2.2,19.1,0.999,87.52,15,15,627,77,7612,87.49,19.0
9/5/2023 18:30,0.0,30,1.47,4.89,19.4,-1.9,2.2,19.2,1.001,87.54,15,15,586,77,7613,87.51,19.0
9/5/2023 18:45,0.0,26,1.74,6.17,19.9,-1.9,2.3,19.8,0.992,87.55,15,15,538,77,7612,87.53,19.0
9/5/2023 19:00,0.0,26,1.92,5.20,19.9,-1.9,2.3,19.9,0.977,87.56,15,15,514,77,7615,87.54,19.1
9/5/2023 19:15,0.0,20,1.73,6.04,19.8,-2.0,2.3,19.9,0.976,87.57,15,15,522,77,7613,87.55,19.2
9/5/2023 19:30,0.0,24,1.83,5.30,19.7,-1.9,2.3,19.7,0.982,87.59,15,15,495,77,7614,87.57,19.3
9/5/2023 19:45,0.0,22,1.98,5.35,19.6,-1.9,2.2,19.6,0.984,87.58,15,15,546,77,7615,87.55,19.3
9/5/2023 20:00,0.0,24,2.02,6.00,19.8,-2.0,2.3,19.8,0.974,87.57,15,15,510,77,7613,87.54,19.3
9/5/2023 20:15,0.0,28,2.57,7.32,20.1,-1.8,2.3,20.1,0.965,87.59,15,15,495,77,7613,87.56,19.4
9/5/2023 20:30,0.0,23,2.26,6.03,20.0,-2.0,2.3,20.0,0.968,87.59,15,15,472,78,7616,87.57,19.4
9/5/2023 20:45,0.0,22,2.05,6.24,20.0,-2.1,2.2,20.0,0.957,87.61,15,15,460,77,7615,87.58,19.4
9/5/2023 21:00,0.0,25,2.19,7.49,20.0,-2.1,2.2,19.9,0.951,87.61,15,6,460,77,7615,87.58,19.4
9/5/2023 21:15,0.0,25,2.54,8.30,19.9,-2.1,2.4,19.8,0.949,87.63,15,6,460,78,7618,87.60,19.4
9/5/2023 21:30,0.0,28,2.43,6.32,19.9,-2.0,2.2,19.8,0.955,87.65,15,9,461,77,7615,87.62,19.3
9/5/2023 21:45,0.0,25,2.35,5.61,19.8,-2.0,2.3,19.7,0.961,87.65,15,14,461,77,7615,87.63,19.3
9/5/2023 22:00,0.0,30,2.45,6.38,19.8,-2.0,2.3,19.7,0.961,87.65,15,14,460,77,7615,87.62,19.3
9/5/2023 22:15,0.0,27,1.82,6.30,19.7,-2.0,2.3,19.6,0.963,87.65,15,13,459,78,7616,87.62,19.2
9/5/2023 22:30,0.0,33,1.95,6.18,19.8,-2.0,2.2,19.8,0.946,87.65,15,0,459,77,7615,87.63,19.2
9/5/2023 22:45,0.0,30,2.34,7.95,19.9,-2.0,2.3,19.9,0.934,87.64,15,0,458,77,7615,87.62,19.2
9/5/2023 23:00,0.0,27,2.02,6.78,19.9,-1.9,2.3,19.8,0.935,87.63,15,0,459,77,7615,87.61,19.2
9/5/2023 23:15,0.0,28,1.51,4.31,19.6,-1.9,2.3,19.5,0.954,87.63,15,9,460,78,7616,87.60,19.2
9/5/2023 23:30,0.0,23,1.94,5.16,19.5,-2.0,2.3,19.4,0.963,87.63,15,15,460,77,7615,87.60,19.1
