z6-15982,Port 1,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 5,Port 5,Port 5,Port 6,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
Records: 1351,PYR,PYR,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation, W/m² Solar Radiation, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
1/4/2024 9:30,164.8,106.9,19.3,0.953,87.86,15,0,453,19.4,0.934,87.86,15,0,455,73,7580,87.78,20.4
1/4/2024 9:45,176.7,115.9,19.7,0.943,87.86,15,0,453,19.6,0.927,87.86,15,0,454,74,7582,87.78,20.5
1/4/2024 10:00,197.6,116.3,19.2,0.955,87.86,15,0,453,19.2,0.936,87.86,15,0,454,73,7580,87.78,20.5
1/4/2024 10:15,168.3,110.0,19.3,0.951,87.86,15,0,452,19.2,0.933,87.86,15,0,454,74,7582,87.78,20.4
1/4/2024 10:30,189.9,126.5,19.3,0.949,87.84,15,0,452,19.1,0.932,87.84,15,0,454,73,7580,87.76,20.2
1/4/2024 10:45,207.1,137.5,19.4,0.948,87.82,15,0,452,19.2,0.934,87.82,15,0,454,74,7583,87.75,20.2
1/4/2024 11:00,139.0,101.1,19.2,0.955,87.82,15,0,454,18.9,0.941,87.82,15,0,455,74,7583,87.74,20.1
1/4/2024 11:15,86.2,59.7,18.5,0.982,87.81,15,2,462,18.4,0.965,87.81,15,0,457,74,7583,87.73,19.8
1/4/2024 11:30,87.5,57.7,18.2,0.998,87.80,15,2,460,18.1,0.981,87.80,15,0,457,74,7583,87.72,19.4
1/4/2024 11:45,130.9,88.4,18.4,1.000,87.77,15,0,455,18.2,0.984,87.77,15,0,455,74,7582,87.69,19.2
1/4/2024 12:00,80.7,54.6,18.2,0.996,87.76,15,0,458,18.2,0.973,87.76,15,0,456,74,7583,87.68,19.1
1/4/2024 12:15,69.2,47.2,18.2,0.999,87.75,15,5,456,18.1,0.985,87.74,15,0,457,73,7580,87.67,19.0
1/4/2024 12:30,85.7,55.7,18.3,0.999,87.72,15,6,465,18.2,0.981,87.72,15,7,466,74,7583,87.64,18.9
1/4/2024 12:45,64.3,41.7,18.0,1.000,87.71,15,15,574,18.0,0.987,87.70,15,15,649,74,7582,87.63,18.7
1/4/2024 13:00,62.1,39.6,17.9,1.000,87.69,15,15,593,17.8,0.991,87.69,15,15,586,73,7580,87.61,18.5
1/4/2024 13:15,61.3,39.4,17.9,1.000,87.66,15,15,649,17.8,0.996,87.66,15,15,606,73,7581,87.59,18.3
1/4/2024 13:30,72.5,47.1,18.0,1.000,87.63,15,15,608,18.0,1.000,87.63,15,15,518,73,7578,87.56,18.2
1/4/2024 13:45,48.5,31.5,18.2,1.000,87.62,15,15,699,18.1,0.999,87.62,15,15,515,73,7580,87.55,18.2
1/4/2024 14:00,39.6,25.8,18.1,1.000,87.61,15,15,653,18.1,1.000,87.60,15,15,557,73,7580,87.54,18.3
1/4/2024 14:15,29.1,19.2,18.2,1.000,87.60,15,15,720,18.2,1.001,87.60,15,15,540,73,7580,87.53,18.3
1/4/2024 14:30,28.0,18.1,18.2,0.999,87.60,15,15,750,18.1,1.000,87.59,15,15,574,73,7580,87.52,18.2
1/4/2024 14:45,27.6,17.8,18.3,1.000,87.59,15,15,720,18.2,1.000,87.59,15,15,577,73,7579,87.52,18.2
1/4/2024 15:00,27.8,17.9,18.4,1.000,87.60,15,15,700,18.3,0.999,87.59,15,15,592,73,7580,87.52,18.3
1/4/2024 15:15,16.8,11.2,18.0,0.999,87.60,15,15,653,18.0,1.000,87.60,15,15,579,73,7580,87.53,18.3
1/4/2024 15:30,14.1,9.3,17.9,1.000,87.61,15,15,614,17.9,1.000,87.60,15,15,547,73,7580,87.53,18.1
1/4/2024 15:45,11.2,7.3,17.9,1.000,87.62,15,15,660,17.9,1.000,87.62,15,15,575,73,7580,87.55,18.1
1/4/2024 16:00,13.9,9.2,17.7,1.000,87.64,15,15,690,17.7,1.000,87.63,15,15,588,73,7580,87.56,18.0
1/4/2024 16:15,11.4,7.5,17.6,1.001,87.65,15,15,694,17.5,1.001,87.64,15,15,560,73,7579,87.57,17.9
1/4/2024 16:30,11.0,7.3,17.5,1.000,87.66,15,15,641,17.5,1.000,87.65,15,15,555,73,7580,87.59,17.8
1/4/2024 16:45,7.9,4.8,17.4,1.001,87.68,15,15,630,17.4,1.000,87.67,15,15,549,73,7577,87.60,17.7
1/4/2024 17:00,25.5,17.6,17.6,1.001,87.68,15,15,615,17.6,1.000,87.67,15,15,529,73,7579,87.61,17.7
1/4/2024 17:15,12.8,7.7,17.7,1.000,87.70,15,15,585,17.7,1.000,87.69,15,15,502,73,7578,87.63,17.7
1/4/2024 17:30,0.4,0.0,17.8,1.000,87.71,15,15,578,17.7,0.999,87.71,15,15,484,73,7578,87.64,17.8
