z6-15982,Port 1,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 5,Port 5,Port 5,Port 6,Port 6,Port 6,Port 7,Port 7,Port 8,Port 8
Records: 1633,PYR,PYR,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation, W/m² Solar Radiation, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
8/6/2024 9:30,74.5,46.7,19.4,0.999,87.77,15,15,484,19.3,0.999,87.75,#N/A,#N/A,#N/A,82,7652,87.69,19.3
8/6/2024 9:45,63.2,38.5,19.4,1.000,87.76,15,15,575,19.4,0.999,87.75,#N/A,#N/A,#N/A,82,7650,87.68,19.3
8/6/2024 10:00,114.1,63.9,19.4,1.000,87.75,15,15,662,19.4,0.999,87.74,#N/A,#N/A,#N/A,81,7648,87.68,19.3
8/6/2024 10:15,126.5,71.4,19.6,1.001,87.75,15,15,731,19.6,0.992,87.73,#N/A,#N/A,#N/A,82,7651,87.67,19.4
8/6/2024 10:30,51.8,30.9,19.5,1.000,87.75,15,15,639,19.5,0.987,87.74,#N/A,#N/A,#N/A,82,7650,87.67,19.4
8/6/2024 10:45,72.1,42.3,19.4,0.999,87.76,15,15,613,19.4,0.995,87.74,#N/A,#N/A,#N/A,82,7650,87.68,19.3
8/6/2024 11:00,54.0,31.5,19.5,1.000,87.76,15,15,713,19.5,0.990,87.75,#N/A,#N/A,#N/A,81,7648,87.68,19.3
8/6/2024 11:15,42.5,26.0,19.4,1.001,87.75,15,15,718,19.4,0.987,87.74,#N/A,#N/A,#N/A,82,7649,87.67,19.2
8/6/2024 11:30,36.8,21.6,19.4,0.986,87.72,15,15,698,19.2,0.980,87.70,#N/A,#N/A,#N/A,82,7649,87.63,19.1
