Tree,MC,Timestamp,Port5_VPD,Port5_Temp,Port5_Atmos_pressure,Port5_RH,Port3_Atmos_pressure,Port3_VPD,Port3_Temp,Port3_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET5,MC1,2023-10-22T21:15:00Z,0,18.5,87.77,1,87.76,0,18.5,1,0,0,616,15,15,587,15,15
ET5,MC1,2023-10-22T21:30:00Z,0,18.5,87.77,1,87.76,0,18.6,1,0,0,609,15,15,576,15,15
ET5,MC1,2023-10-22T21:45:00Z,0,18.6,87.76,1,87.75,0,18.6,1,0,0,633,15,15,620,15,15
ET5,MC1,2023-10-22T22:00:00Z,0,18.6,87.75,1,87.74,0,18.6,1,0,0,775,15,15,856,15,15
ET5,MC1,2023-10-22T22:15:00Z,0,18.6,87.75,1,87.74,0,18.6,1,0,0,853,15,15,902,15,15
ET5,MC1,2023-10-22T22:30:00Z,0,18.5,87.74,0.999,87.73,0,18.5,1,0,0,775,15,15,828,15,15
ET5,MC1,2023-10-22T22:45:00Z,0,18.4,87.74,1,87.73,0,18.4,1.001,0,0,669,15,15,656,15,15
ET5,MC1,2023-10-22T23:00:00Z,0,18.2,87.72,1,87.71,0,18.2,1,0,0,662,15,15,632,15,15
ET5,MC1,2023-10-22T23:15:00Z,0,18.2,87.71,1,87.7,0,18.2,1,0,0,658,15,15,618,15,15
ET5,MC1,2023-10-22T23:30:00Z,0,18.2,87.71,1,87.7,0,18.3,0.999,0,0,711,15,15,720,15,15
ET5,MC1,2023-10-22T23:45:00Z,0,18.2,87.7,1.001,87.69,0,18.3,1,0,0,667,15,15,630,15,15
ET5,MC1,2023-10-23T00:00:00Z,0,18.1,87.68,1,87.68,0,18.1,0.999,0,0,672,15,15,638,15,15
ET5,MC1,2023-10-23T00:15:00Z,0,18.1,87.66,1,87.65,0,18.2,0.999,0,0,689,15,15,685,15,15
ET5,MC1,2023-10-23T00:30:00Z,0,18.1,87.63,1.001,87.62,0,18.2,1,0,0,648,15,15,613,15,15
ET5,MC1,2023-10-23T00:45:00Z,0,18.1,87.62,1.001,87.61,0,18.1,1,0,0,648,15,15,599,15,15
ET5,MC1,2023-10-23T01:00:00Z,0,18.1,87.59,1,87.59,0,18.2,0.999,0,0,636,15,15,605,15,15
ET5,MC1,2023-10-23T01:15:00Z,0,18.1,87.57,1,87.56,0,18.2,1,0,0,621,15,15,564,15,15
ET5,MC1,2023-10-23T01:30:00Z,0,18.3,87.57,0.999,87.56,0,18.5,0.999,0,0,615,15,15,548,15,15
ET5,MC1,2023-10-23T01:45:00Z,0,18.4,87.57,1,87.56,0.01,18.4,0.996,0,0,614,15,15,546,15,15
ET5,MC1,2023-10-23T02:00:00Z,0,18.4,87.56,1.001,87.55,0.01,18.5,0.994,0,0,608,15,15,544,15,15
ET5,MC1,2023-10-23T02:15:00Z,0,18.4,87.55,0.999,87.54,0.02,18.5,0.992,0,0,601,15,15,538,15,15
ET5,MC1,2023-10-23T02:30:00Z,0,18.4,87.54,1.001,87.54,0.02,18.5,0.99,0,0,599,15,15,538,15,15
ET5,MC1,2023-10-23T02:45:00Z,0,18.4,87.54,1.001,87.54,0.02,18.4,0.993,0,0,600,15,15,540,15,15
ET5,MC1,2023-10-23T03:00:00Z,0,18.4,87.55,1,87.54,0.01,18.4,0.996,0,0,602,15,15,543,15,15
ET5,MC1,2023-10-23T03:15:00Z,0,18.3,87.56,1.001,87.55,0,18.4,0.999,0,0,605,15,15,548,15,15
ET5,MC1,2023-10-23T03:30:00Z,0,18.2,87.56,1,87.55,0,18.3,1,0,0,607,15,15,559,15,15
ET5,MC1,2023-10-23T03:45:00Z,0,18.2,87.57,1.001,87.56,0,18.2,0.999,0,0,604,15,15,556,15,15
ET5,MC1,2023-10-23T04:00:00Z,0,18.2,87.56,1,87.56,0,18.2,1,0,0,594,15,15,550,15,15
ET5,MC1,2023-10-23T04:15:00Z,0,18.2,87.57,1.001,87.57,0,18.3,0.999,0,0,583,15,15,540,15,15
ET5,MC1,2023-10-23T04:30:00Z,0,18.1,87.59,1,87.59,0,18.2,0.998,0,0,576,15,15,538,15,15
ET5,MC1,2023-10-23T04:45:00Z,0,18.2,87.6,1.001,87.6,0.01,18.3,0.997,0,0,558,15,15,531,15,15
ET5,MC1,2023-10-23T05:00:00Z,0,18.2,87.62,1,87.62,0.01,18.3,0.995,0,0,548,15,15,534,15,15
ET5,MC1,2023-10-23T05:15:00Z,0,18.2,87.63,1,87.62,0.01,18.3,0.996,0,0,532,15,15,530,15,15
ET5,MC1,2023-10-23T05:30:00Z,0,18.2,87.63,1,87.63,0,18.3,0.999,0,0,512,15,15,538,15,15
ET5,MC1,2023-10-23T05:45:00Z,0,18.3,87.63,1,87.63,0,18.3,1,3.5,3.7,491,15,15,526,15,15
ET5,MC1,2023-10-23T06:00:00Z,0,18.5,87.64,0.999,87.64,0.02,18.7,0.992,14.1,15,463,15,15,490,15,15
ET5,MC1,2023-10-23T06:15:00Z,0,18.8,87.65,0.998,87.64,0.05,18.8,0.979,39.9,41.9,460,11,15,459,15,13
ET5,MC1,2023-10-23T06:30:00Z,0.01,19,87.66,0.997,87.65,0.06,19.1,0.972,55.3,57.7,459,7,15,456,15,0
ET5,MC1,2023-10-23T06:45:00Z,0.02,19.3,87.66,0.989,87.66,0.07,19.2,0.968,91.7,96.5,458,0,15,455,15,0
ET5,MC1,2023-10-23T07:00:00Z,0.06,20,87.66,0.974,87.66,0.09,19.6,0.961,200.5,182.7,456,0,15,450,14,0
ET5,MC1,2023-10-23T07:15:00Z,0.19,21.6,87.65,0.926,87.65,0.11,20.3,0.952,301.8,272.6,453,0,15,446,0,0
ET5,MC1,2023-10-23T07:30:00Z,0.28,22.3,87.66,0.898,87.66,0.16,20.9,0.937,200.7,299.9,454,0,15,444,0,0
ET5,MC1,2023-10-23T07:45:00Z,0.18,21.3,87.69,0.929,87.69,0.17,20.9,0.932,313.8,390.2,450,0,15,445,0,0
ET5,MC1,2023-10-23T08:00:00Z,0.13,21.1,87.7,0.948,87.7,0.18,21.2,0.929,318.1,397.3,452,0,15,445,0,0
ET5,MC1,2023-10-23T08:15:00Z,0.12,21.2,87.72,0.952,87.72,0.15,21.1,0.938,348.6,342,450,0,15,447,0,0
ET5,MC1,2023-10-23T08:30:00Z,0.08,20.9,87.74,0.969,87.74,0.14,21.1,0.943,228.9,233.1,452,0,15,449,0,0
ET5,MC1,2023-10-23T08:45:00Z,0.07,21,87.76,0.971,87.75,0.14,21.1,0.945,264,273,453,0,15,450,1,0
ET5,MC1,2023-10-23T09:00:00Z,0.04,20.6,87.77,0.984,87.76,0.12,21,0.951,279.1,294.4,452,0,15,450,12,0
ET5,MC1,2023-10-23T09:15:00Z,0.05,20.7,87.76,0.981,87.76,0.14,21.2,0.944,245.9,263.9,455,0,15,452,8,0
ET5,MC1,2023-10-23T09:30:00Z,0.02,20.4,87.76,0.992,87.75,0.1,20.7,0.957,149.8,161.7,455,0,15,452,15,0
ET5,MC1,2023-10-23T09:45:00Z,0.02,20.4,87.76,0.993,87.76,0.09,20.6,0.963,128.4,133.9,455,0,15,453,15,0
ET5,MC1,2023-10-23T10:00:00Z,0.02,20.7,87.75,0.991,87.75,0.09,20.7,0.965,167.9,177.4,454,0,15,452,15,0
ET5,MC1,2023-10-23T10:15:00Z,0.07,20.9,87.74,0.971,87.73,0.11,20.8,0.954,137,144.3,457,0,15,453,15,0
ET5,MC1,2023-10-23T10:30:00Z,0.02,20.3,87.73,0.991,87.73,0.08,20.3,0.968,106.6,112.4,575,14,15,488,15,11
ET5,MC1,2023-10-23T10:45:00Z,0,20,87.72,0.999,87.72,0.04,20,0.981,147.6,156.7,653,15,15,630,15,15
ET5,MC1,2023-10-23T11:00:00Z,0,19.8,87.71,1,87.7,0.03,20,0.989,180.5,192.4,609,15,15,583,15,15
ET5,MC1,2023-10-23T11:15:00Z,0,19.6,87.69,1,87.69,0.02,20,0.992,205.4,217.3,687,15,15,574,15,15
ET5,MC1,2023-10-23T11:30:00Z,0,20,87.67,1,87.67,0.01,20.1,0.995,152.7,159.9,641,15,15,841,15,15
ET5,MC1,2023-10-23T11:45:00Z,0,20.1,87.66,1,87.65,0.01,20.2,0.997,109.7,116.5,637,15,15,694,15,15
ET5,MC1,2023-10-23T12:00:00Z,0,19.9,87.64,0.999,87.63,0.01,20,0.998,100.5,104.7,719,15,15,902,15,15
ET5,MC1,2023-10-23T12:15:00Z,0,20,87.62,1,87.62,0,20,0.999,66.5,71.8,650,15,15,813,15,15
ET5,MC1,2023-10-23T12:30:00Z,0,19.9,87.6,1,87.6,0,20,0.999,77.6,81.5,665,15,15,647,15,15
ET5,MC1,2023-10-23T12:45:00Z,0,19.8,87.59,0.999,87.58,0,19.8,1,47.6,49.3,667,15,15,866,15,15
ET5,MC1,2023-10-23T13:00:00Z,0,19.7,87.58,1,87.57,0,19.8,1,50.5,53.6,757,15,15,898,15,15
ET5,MC1,2023-10-23T13:15:00Z,0,19.7,87.56,1,87.56,0,19.8,1,61,65.9,875,15,15,946,15,15
ET5,MC1,2023-10-23T13:30:00Z,0,19.9,87.55,1,87.54,0,19.9,1,91.2,99.1,681,15,15,689,15,15
ET5,MC1,2023-10-23T13:45:00Z,0,20.2,87.52,0.999,87.51,0,20.2,1,204.9,247.7,605,15,15,576,15,15
ET5,MC1,2023-10-23T14:00:00Z,0,20.4,87.51,1.001,87.5,0,20.5,1,191,219.5,579,15,15,521,15,15
ET5,MC1,2023-10-23T14:15:00Z,0,20.8,87.48,0.999,87.48,0,20.7,1,185.1,224.9,507,15,15,479,15,15
ET5,MC1,2023-10-23T14:30:00Z,0,21.1,87.49,1,87.48,0.04,21.2,0.986,86.2,93.2,698,15,15,681,15,15
ET5,MC1,2023-10-23T14:45:00Z,0,20.8,87.49,0.998,87.48,0.06,20.8,0.977,67.6,73.4,749,15,15,721,15,15
ET5,MC1,2023-10-23T15:00:00Z,0,20.5,87.47,0.999,87.47,0.05,20.6,0.979,48.3,52.2,768,15,15,814,15,15
ET5,MC1,2023-10-23T15:15:00Z,0,20.5,87.48,0.999,87.48,0.04,20.5,0.983,35.2,38.6,660,15,15,705,15,15
ET5,MC1,2023-10-23T15:30:00Z,0,20.4,87.49,1,87.48,0.02,20.5,0.99,20.1,21.8,746,15,15,946,15,15
ET5,MC1,2023-10-23T15:45:00Z,0,20.1,87.5,1,87.5,0.02,20.1,0.99,18.7,20.5,638,15,15,661,15,15
ET5,MC1,2023-10-23T16:00:00Z,0,20.1,87.5,0.999,87.5,0.03,20.1,0.986,20.9,22.9,615,15,15,622,15,15
ET5,MC1,2023-10-23T16:15:00Z,0.01,20.2,87.49,0.995,87.49,0.07,20.3,0.97,27.1,30.2,611,15,15,613,15,15
ET5,MC1,2023-10-23T16:30:00Z,0.03,20.3,87.51,0.987,87.5,0.09,20.3,0.961,20.5,22.2,637,15,15,676,15,15
ET5,MC1,2023-10-23T16:45:00Z,0.02,20.2,87.51,0.991,87.51,0.08,20.2,0.965,14.8,15.9,637,15,15,643,15,15
ET5,MC1,2023-10-23T17:00:00Z,0.02,20.2,87.52,0.993,87.52,0.08,20.2,0.966,8.6,9.3,750,15,15,779,15,15
ET5,MC1,2023-10-23T17:15:00Z,0,19.9,87.53,1,87.52,0.06,20,0.975,1.3,1.3,788,15,15,891,15,15
ET5,MC1,2023-10-23T17:30:00Z,0,20,87.54,0.998,87.53,0.06,20,0.975,0,0,692,15,15,749,15,15
ET5,MC1,2023-10-23T17:45:00Z,0,19.9,87.55,0.999,87.55,0.05,20,0.978,0,0,728,15,15,823,15,15
ET5,MC1,2023-10-23T18:00:00Z,0,19.8,87.58,1,87.57,0.03,19.9,0.986,0,0,938,15,15,940,15,15
ET5,MC1,2023-10-23T18:15:00Z,0,19.8,87.6,0.999,87.59,0.02,19.8,0.991,0,0,757,15,15,753,15,15
ET5,MC1,2023-10-23T18:30:00Z,0,19.6,87.61,1.001,87.61,0.01,19.7,0.997,0,0,807,15,15,895,15,15
ET5,MC1,2023-10-23T18:45:00Z,0,19.6,87.63,1,87.62,0,19.7,0.998,0,0,678,15,15,664,15,15
ET5,MC1,2023-10-23T19:00:00Z,0,19.6,87.64,1,87.63,0,19.6,0.998,0,0,674,15,15,647,15,15
ET5,MC1,2023-10-23T19:15:00Z,0,19.6,87.66,1,87.65,0,19.6,1,0,0,780,15,15,747,15,15
ET5,MC1,2023-10-23T19:30:00Z,0,19.7,87.67,1,87.67,0.01,19.8,0.998,0,0,949,15,15,895,15,15
ET5,MC1,2023-10-23T19:45:00Z,0,19.7,87.7,1.001,87.69,0.01,19.8,0.996,0,0,906,15,15,887,15,15
ET5,MC1,2023-10-23T20:00:00Z,0,19.6,87.71,1,87.7,0,19.6,0.999,0,0,777,15,15,762,15,15
ET5,MC1,2023-10-23T20:15:00Z,0,19.4,87.72,1,87.72,0,19.5,1,0,0,723,15,15,677,15,15
ET5,MC1,2023-10-23T20:30:00Z,0,19.4,87.73,1,87.72,0,19.5,0.999,0,0,683,15,15,644,15,15
ET5,MC1,2023-10-23T20:45:00Z,0,19.6,87.72,0.999,87.71,0,19.6,0.999,0,0,635,15,15,610,15,15
ET5,MC1,2023-10-23T21:00:00Z,0,19.8,87.71,1,87.71,0.04,19.8,0.984,0,0,623,15,15,593,15,15
ET5,MC1,2023-10-23T21:15:00Z,0,19.6,87.74,1,87.73,0.03,19.6,0.989,0,0,628,15,15,601,15,15
ET5,MC1,2023-10-23T21:30:00Z,0,19.5,87.75,1,87.75,0,19.5,0.998,0,0,631,15,15,604,15,15
ET5,MC1,2023-10-23T21:45:00Z,0,19.4,87.76,1,87.75,0,19.4,1,0,0,633,15,15,605,15,15
ET5,MC1,2023-10-23T22:00:00Z,0,19.4,87.76,1,87.76,0,19.4,1,0,0,636,15,15,605,15,15
ET5,MC1,2023-10-23T22:15:00Z,0,19.4,87.75,1,87.74,0,19.4,1,0,0,639,15,15,604,15,15
ET5,MC1,2023-10-23T22:30:00Z,0,19.3,87.73,1,87.72,0,19.3,1,0,0,639,15,15,602,15,15
ET5,MC1,2023-10-23T22:45:00Z,0,19.2,87.71,1.001,87.7,0,19.3,1,0,0,633,15,15,591,15,15
ET5,MC1,2023-10-23T23:00:00Z,0,19.2,87.7,0.999,87.69,0,19.3,1.001,0,0,634,15,15,597,15,15
ET5,MC1,2023-10-23T23:15:00Z,0,19.2,87.67,1.001,87.67,0,19.2,0.999,0,0,637,15,15,598,15,15
ET5,MC1,2023-10-23T23:30:00Z,0,19.1,87.65,1,87.65,0,19.2,0.999,0,0,640,15,15,601,15,15
ET5,MC1,2023-10-23T23:45:00Z,0,19,87.64,0.999,87.63,0,19.1,1,0,0,639,15,15,601,15,15
ET5,MC1,2023-10-24T00:00:00Z,0,19.1,87.63,1,87.63,0,19.2,1,0,0,638,15,15,600,15,15
ET5,MC1,2023-10-24T00:15:00Z,0,19,87.61,1,87.61,0,19,1,0,0,639,15,15,601,15,15
ET5,MC1,2023-10-24T00:30:00Z,0,18.9,87.59,1.001,87.58,0,19,1,0,0,637,15,15,597,15,15
ET5,MC1,2023-10-24T00:45:00Z,0,19,87.55,0.999,87.55,0,19,1,0,0,628,15,15,590,15,15
ET5,MC1,2023-10-24T01:00:00Z,0,19,87.54,1,87.53,0,19.1,0.999,0,0,631,15,15,593,15,15
ET5,MC1,2023-10-24T01:15:00Z,0,18.9,87.52,0.999,87.52,0,18.9,1,0,0,635,15,15,600,15,15
ET5,MC1,2023-10-24T01:30:00Z,0,18.8,87.51,1,87.51,0,18.9,1,0,0,637,15,15,602,15,15
ET5,MC1,2023-10-24T01:45:00Z,0,18.8,87.49,1,87.49,0,18.9,1,0,0,629,15,15,596,15,15
ET5,MC1,2023-10-24T02:00:00Z,0,18.8,87.47,1,87.47,0,18.9,1,0,0,633,15,15,600,15,15
ET5,MC1,2023-10-24T02:15:00Z,0,18.6,87.46,1,87.46,0,18.7,1,0,0,635,15,15,603,15,15
ET5,MC1,2023-10-24T02:30:00Z,0,18.5,87.47,1,87.46,0,18.6,1,0,0,640,15,15,608,15,15
ET5,MC1,2023-10-24T02:45:00Z,0,18.4,87.47,1.001,87.47,0,18.5,1.001,0,0,634,15,15,600,15,15
ET5,MC1,2023-10-24T03:00:00Z,0,18.7,87.48,1,87.47,0,18.7,1,0,0,634,15,15,597,15,15
ET5,MC1,2023-10-24T03:15:00Z,0,18.6,87.49,1,87.48,0,18.7,1.001,0,0,617,15,15,577,15,15
ET5,MC1,2023-10-24T03:30:00Z,0,18.7,87.49,0.999,87.48,0,19,0.999,0,0,616,15,15,575,15,15
ET5,MC1,2023-10-24T03:45:00Z,0,18.6,87.5,0.999,87.5,0,18.8,1,0,0,609,15,15,569,15,15
ET5,MC1,2023-10-24T04:00:00Z,0,18.6,87.54,1,87.53,0,18.7,1,0,0,610,15,15,572,15,15
ET5,MC1,2023-10-24T04:15:00Z,0,18.6,87.57,1,87.56,0,18.7,1,0,0,608,15,15,573,15,15
ET5,MC1,2023-10-24T04:30:00Z,0,18.7,87.57,1,87.56,0,18.7,1,0,0,607,15,15,574,15,15
ET5,MC1,2023-10-24T04:45:00Z,0,18.7,87.58,1,87.57,0,18.8,1,0,0,637,15,15,627,15,15
ET5,MC1,2023-10-24T05:00:00Z,0,18.7,87.58,1,87.57,0,18.7,1,0,0,640,15,15,619,15,15
ET5,MC1,2023-10-24T05:15:00Z,0,18.7,87.58,1,87.57,0,18.8,1,0,0,638,15,15,608,15,15
ET5,MC1,2023-10-24T05:30:00Z,0,18.8,87.59,0.999,87.59,0,18.8,0.999,0,0,635,15,15,603,15,15
ET5,MC1,2023-10-24T05:45:00Z,0,18.8,87.62,1,87.61,0,18.8,1,1.8,2,628,15,15,596,15,15
ET5,MC1,2023-10-24T06:00:00Z,0,18.9,87.65,0.999,87.65,0,19,1,10.1,10.6,620,15,15,586,15,15
ET5,MC1,2023-10-24T06:15:00Z,0,18.9,87.68,1,87.67,0,19,1,21.1,22.5,615,15,15,582,15,15
ET5,MC1,2023-10-24T06:30:00Z,0,18.9,87.68,1,87.68,0,19,1,30.2,32.4,599,15,15,571,15,15
ET5,MC1,2023-10-24T06:45:00Z,0,19.1,87.69,1,87.68,0,19.1,1,43.8,46.7,578,15,15,556,15,15
ET5,MC1,2023-10-24T07:00:00Z,0,19.1,87.7,1,87.7,0,19.2,1,53.8,58.2,544,15,15,543,15,15
ET5,MC1,2023-10-24T07:15:00Z,0,19.3,87.74,1.001,87.73,0,19.4,1.001,69,74.5,503,15,15,537,15,15
ET5,MC1,2023-10-24T07:30:00Z,0,19.6,87.75,1,87.74,0,19.6,1,89.2,95.6,474,15,15,533,15,15
ET5,MC1,2023-10-24T07:45:00Z,0,19.9,87.76,1,87.75,0,19.8,1,115.9,123.4,459,14,15,525,15,15
ET5,MC1,2023-10-24T08:00:00Z,0,20.2,87.78,0.999,87.77,0,20.1,0.999,107.8,115,461,14,15,514,15,15
ET5,MC1,2023-10-24T08:15:00Z,0,20.1,87.8,1,87.79,0,20,0.999,92.3,98.9,459,12,15,489,15,15
ET5,MC1,2023-10-24T08:30:00Z,0,20.2,87.8,1,87.79,0.01,20,0.996,146.7,154.2,458,0,15,456,15,10
ET5,MC1,2023-10-24T08:45:00Z,0.03,20.7,87.79,0.988,87.79,0.04,20.4,0.982,225.2,232.7,456,0,15,453,15,0
ET5,MC1,2023-10-24T09:00:00Z,0.06,21.3,87.8,0.978,87.8,0.09,21.2,0.965,219.4,225.4,454,0,15,452,15,0
ET5,MC1,2023-10-24T09:15:00Z,0.08,21.2,87.81,0.97,87.81,0.13,21.4,0.95,175.8,184.4,455,0,15,453,15,0
ET5,MC1,2023-10-24T09:30:00Z,0.04,21.1,87.81,0.984,87.81,0.13,21.4,0.951,177.4,184.8,456,0,15,454,15,0
ET5,MC1,2023-10-24T09:45:00Z,0.02,21.2,87.81,0.993,87.81,0.1,21.4,0.96,169.2,174.3,455,0,15,453,15,0
ET5,MC1,2023-10-24T10:00:00Z,0.04,21.5,87.82,0.984,87.81,0.11,21.6,0.957,163.5,174,455,0,15,453,15,0
ET5,MC1,2023-10-24T10:15:00Z,0.04,21.4,87.81,0.983,87.81,0.11,21.5,0.958,100.2,105.8,458,0,15,455,15,0
ET5,MC1,2023-10-24T10:30:00Z,0.01,21.1,87.81,0.997,87.8,0.08,21.1,0.97,65.2,68.8,899,7,15,980,15,4
ET5,MC1,2023-10-24T10:45:00Z,0,20.8,87.79,1,87.79,0.04,20.9,0.984,98.5,102.2,634,15,15,646,15,15
ET5,MC1,2023-10-24T11:00:00Z,0,20.6,87.77,1,87.76,0.02,20.6,0.993,103.5,109.1,668,15,15,667,15,15
ET5,MC1,2023-10-24T11:15:00Z,0,20.6,87.75,1,87.74,0.01,20.7,0.996,160.6,167.4,620,15,15,652,15,15
ET5,MC1,2023-10-24T11:30:00Z,0,20.8,87.73,1,87.72,0,20.8,1,128.7,135.1,609,15,15,571,15,15
ET5,MC1,2023-10-24T11:45:00Z,0,20.5,87.71,0.999,87.7,0,20.5,1,60.1,63.7,615,15,15,572,15,15
ET5,MC1,2023-10-24T12:00:00Z,0,20.3,87.69,1,87.69,0,20.3,1,89.4,94.5,642,15,15,639,15,15
ET5,MC1,2023-10-24T12:15:00Z,0,20.2,87.67,1,87.67,0,20.2,1,106.4,111.7,650,15,15,645,15,15
ET5,MC1,2023-10-24T12:30:00Z,0,20.2,87.65,0.999,87.65,0,20.2,1,84.6,89.2,752,15,15,919,15,15
ET5,MC1,2023-10-24T12:45:00Z,0,20.1,87.62,0.999,87.62,0,20.1,1,95,100.9,706,15,15,758,15,15
ET5,MC1,2023-10-24T13:00:00Z,0,20.1,87.6,1,87.59,0,20.1,1,80,85.1,672,15,15,650,15,15
ET5,MC1,2023-10-24T13:15:00Z,0,20.2,87.57,1,87.56,0,20.3,1,112.2,117.2,650,15,15,608,15,15
ET5,MC1,2023-10-24T13:30:00Z,0,20.3,87.55,1,87.54,0,20.3,1.001,113.3,118.1,628,15,15,581,15,15
ET5,MC1,2023-10-24T13:45:00Z,0,20.4,87.55,1.001,87.54,0,20.4,1,87.7,92.8,623,15,15,572,15,15
ET5,MC1,2023-10-24T14:00:00Z,0,20.4,87.53,1,87.52,0,20.4,1,66.8,71.6,622,15,15,585,15,15
ET5,MC1,2023-10-24T14:15:00Z,0,20.3,87.52,0.999,87.51,0,20.3,1,27.8,29.3,877,15,15,964,15,15
ET5,MC1,2023-10-24T14:30:00Z,0,20,87.5,0.999,87.5,0,19.9,1.001,32.8,35.5,1007,15,15,924,15,15
ET5,MC1,2023-10-24T14:45:00Z,0,19.7,87.48,1,87.48,0,19.7,0.999,44.1,46.9,789,15,15,851,15,15
ET5,MC1,2023-10-24T15:00:00Z,0,19.8,87.48,0.999,87.48,0,19.8,1.001,13.4,14.1,958,15,15,1055,15,15
ET5,MC1,2023-10-24T15:15:00Z,0,19.7,87.49,1,87.48,0,19.7,1,20.9,21.4,883,15,15,931,15,15
ET5,MC1,2023-10-24T15:30:00Z,0,19.6,87.5,0.999,87.49,0,19.6,1,20.5,21.2,752,15,15,710,15,15
ET5,MC1,2023-10-24T15:45:00Z,0,19.6,87.51,0.999,87.5,0,19.6,1.001,9.5,10.3,808,15,15,801,15,15
ET5,MC1,2023-10-24T16:00:00Z,0,19.5,87.53,1,87.52,0,19.5,1.001,6,6.2,849,15,15,850,15,15
ET5,MC1,2023-10-24T16:15:00Z,0,19.4,87.55,1,87.55,0,19.3,1.001,0,0,896,15,15,895,15,15
ET5,MC1,2023-10-24T16:30:00Z,0,19.4,87.57,1.001,87.56,0,19.4,1,0,0,702,15,15,729,15,15
ET5,MC1,2023-10-24T16:45:00Z,0,19.5,87.56,1,87.56,0.01,19.5,0.997,0,0,894,15,15,812,15,15
ET5,MC1,2023-10-24T17:00:00Z,0,19.2,87.57,1,87.56,0.01,19.3,0.997,0,0,845,15,15,861,15,15
ET5,MC1,2023-10-24T17:15:00Z,0,19.3,87.57,1,87.56,0.02,19.4,0.992,0,0,907,15,15,884,15,15
ET5,MC1,2023-10-24T17:30:00Z,0,19.4,87.58,1.001,87.57,0.04,19.5,0.982,0,0,924,15,15,890,15,15
ET5,MC1,2023-10-24T17:45:00Z,0.01,19.6,87.59,0.994,87.59,0.07,19.6,0.97,0,0,890,15,15,878,15,15
ET5,MC1,2023-10-24T18:00:00Z,0.02,19.7,87.6,0.989,87.6,0.09,19.8,0.963,0,0,773,15,15,851,15,15
ET5,MC1,2023-10-24T18:15:00Z,0.02,19.5,87.61,0.992,87.61,0.08,19.6,0.965,0,0,823,15,15,912,15,15
ET5,MC1,2023-10-24T18:30:00Z,0,19.1,87.63,1,87.62,0.03,19.2,0.984,0,0,929,15,15,864,15,15
ET5,MC1,2023-10-24T18:45:00Z,0,19,87.63,0.999,87.63,0.05,19.1,0.979,0,0,902,15,15,857,15,15
ET5,MC1,2023-10-24T19:00:00Z,0.06,19.3,87.64,0.972,87.63,0.13,19.4,0.944,0,0,860,15,15,798,15,15
ET5,MC1,2023-10-24T19:15:00Z,0.13,19.6,87.64,0.944,87.64,0.17,19.6,0.925,0,0,737,15,15,750,15,15
ET5,MC1,2023-10-24T19:30:00Z,0.11,19.4,87.66,0.951,87.65,0.17,19.6,0.927,0,0,706,15,15,657,15,15
ET5,MC1,2023-10-24T19:45:00Z,0.11,19.5,87.66,0.95,87.66,0.18,19.7,0.92,0,0,658,15,15,628,15,15
ET5,MC1,2023-10-24T20:00:00Z,0.16,19.8,87.68,0.932,87.67,0.19,19.7,0.916,0,0,630,15,15,580,15,15
ET5,MC1,2023-10-24T20:15:00Z,0.12,19.4,87.69,0.946,87.69,0.17,19.4,0.926,0,0,625,15,15,581,15,15
ET5,MC1,2023-10-24T20:30:00Z,0.04,18.8,87.7,0.98,87.69,0.08,18.8,0.962,0,0,557,15,15,535,15,15
ET5,MC1,2023-10-24T20:45:00Z,0.13,19.4,87.7,0.942,87.69,0.17,19.4,0.923,0,0,483,15,15,482,15,15
ET5,MC1,2023-10-24T21:00:00Z,0.18,19.8,87.71,0.922,87.7,0.22,19.8,0.905,0,0,459,7,15,457,15,5
ET5,MC1,2023-10-24T21:15:00Z,0.13,19.4,87.73,0.941,87.73,0.17,19.4,0.925,0,0,460,2,15,458,15,0
ET5,MC1,2023-10-24T21:30:00Z,0.1,19,87.75,0.956,87.74,0.13,19,0.939,0,0,459,3,15,457,15,0
ET5,MC1,2023-10-24T21:45:00Z,0.13,19.3,87.75,0.943,87.75,0.15,19.2,0.931,0,0,460,0,15,457,15,0
ET5,MC1,2023-10-24T22:00:00Z,0.08,18.9,87.76,0.963,87.76,0.12,18.9,0.944,0,0,459,12,15,457,15,0
ET5,MC1,2023-10-24T22:15:00Z,0.09,19.2,87.76,0.959,87.76,0.13,19.2,0.94,0,0,461,8,15,459,15,4
ET5,MC1,2023-10-24T22:30:00Z,0.08,19,87.76,0.965,87.76,0.12,18.9,0.947,0,0,462,15,15,460,15,1
ET5,MC1,2023-10-24T22:45:00Z,0.07,19,87.75,0.966,87.75,0.12,19,0.945,0,0,463,9,15,461,15,3
ET5,MC1,2023-10-24T23:00:00Z,0.04,18.5,87.73,0.982,87.72,0.09,18.6,0.956,0,0,467,15,15,464,15,15
ET5,MC1,2023-10-24T23:15:00Z,0.01,18.3,87.71,0.997,87.71,0.06,18.3,0.97,0,0,468,15,15,466,15,15
ET5,MC1,2023-10-24T23:30:00Z,0.03,18.8,87.68,0.987,87.68,0.09,19,0.959,0,0,461,9,15,458,15,3
ET5,MC1,2023-10-24T23:45:00Z,0.08,19.1,87.66,0.966,87.66,0.14,19.2,0.939,0,0,459,4,15,457,15,0
