Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_RH,Port5_Temp,Port5_VPD,Port3_Atmos_pressure,Port3_RH,Port3_VPD,Port3_Temp,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H,Port6_LWS_Count,Port2_Temp,Port2_RH,Port2_VPD,Port2_Atmos_pressure
TV1,MC1,2023-05-31T18:45:00Z,85.51,0.996,17,0.01,85.57,0.999,0,17.1,0,15,15,461,15,0,458,NA,NA,NA,NA
TV1,MC1,2023-05-31T19:00:00Z,85.53,0.998,16.9,0,85.59,1,0,17.1,0,15,15,461,15,0,458,NA,NA,NA,NA
TV1,MC1,2023-05-31T19:15:00Z,85.55,0.999,16.9,0,85.61,1,0,17.1,0,15,15,461,15,0,458,NA,NA,NA,NA
TV1,MC1,2023-05-31T19:30:00Z,85.57,1,17,0,85.63,1.001,0,17.1,0,15,15,461,15,0,458,NA,NA,NA,NA
TV1,MC1,2023-05-31T19:45:00Z,85.58,0.998,16.9,0,85.64,0.999,0,17.1,0,14,15,460,15,0,458,NA,NA,NA,NA
TV1,MC1,2023-05-31T20:00:00Z,85.6,0.989,16.9,0.02,85.66,0.994,0.01,17,0,0,15,459,15,0,457,NA,NA,NA,NA
TV1,MC1,2023-05-31T20:15:00Z,85.61,0.968,17.1,0.06,85.67,0.979,0.04,17.1,0,0,15,458,15,0,456,NA,NA,NA,NA
TV1,MC1,2023-05-31T20:30:00Z,85.62,0.954,17.3,0.09,85.68,0.967,0.06,17.3,0,0,15,458,15,0,456,NA,NA,NA,NA
TV1,MC1,2023-05-31T20:45:00Z,85.63,0.955,17.4,0.09,85.69,0.965,0.07,17.4,0,5,15,594,15,11,685,NA,NA,NA,NA
TV1,MC1,2023-05-31T21:00:00Z,85.63,0.968,17.3,0.06,85.7,0.976,0.05,17.4,0,15,15,610,15,15,547,NA,NA,NA,NA
TV1,MC1,2023-05-31T21:15:00Z,85.64,0.983,17.1,0.03,85.7,0.99,0.02,17.3,0,15,15,600,15,15,531,NA,NA,NA,NA
TV1,MC1,2023-05-31T21:30:00Z,85.64,0.989,17.2,0.02,85.71,0.995,0.01,17.3,0,15,15,593,15,15,546,NA,NA,NA,NA
TV1,MC1,2023-05-31T21:45:00Z,85.65,0.995,17.2,0.01,85.71,0.999,0,17.4,0,15,15,628,15,15,688,NA,NA,NA,NA
TV1,MC1,2023-05-31T22:00:00Z,85.65,0.996,17.2,0.01,85.72,1,0,17.3,0,15,15,643,15,15,792,NA,NA,NA,NA
TV1,MC1,2023-05-31T22:15:00Z,85.65,0.999,17.2,0,85.71,1,0,17.3,0,15,15,586,15,15,590,NA,NA,NA,NA
TV1,MC1,2023-05-31T22:30:00Z,85.66,1,17.3,0,85.72,1,0,17.4,0,15,15,736,15,15,881,NA,NA,NA,NA
TV1,MC1,2023-05-31T22:45:00Z,85.66,1,17.3,0,85.72,1,0,17.4,0,15,15,727,15,15,894,NA,NA,NA,NA
TV1,MC1,2023-05-31T23:00:00Z,85.64,0.999,17.3,0,85.7,1,0,17.4,0,15,15,709,15,15,838,NA,NA,NA,NA
TV1,MC1,2023-05-31T23:15:00Z,85.64,1,17.4,0,85.7,1.001,0,17.5,0,15,15,843,15,15,991,NA,NA,NA,NA
TV1,MC1,2023-05-31T23:30:00Z,85.63,0.999,17.5,0,85.69,1,0,17.6,0,15,15,719,15,15,917,NA,NA,NA,NA
TV1,MC1,2023-05-31T23:45:00Z,85.62,1.001,17.5,0,85.68,1.001,0,17.5,0,15,15,681,15,15,728,NA,NA,NA,NA
TV1,MC1,2023-06-01T00:00:00Z,85.62,1,17.5,0,85.68,1,0,17.5,0,15,15,648,15,15,575,NA,NA,NA,NA
TV1,MC1,2023-06-01T00:15:00Z,85.6,1.001,17.5,0,85.66,1,0,17.6,0,15,15,641,15,15,568,NA,NA,NA,NA
TV1,MC1,2023-06-01T00:30:00Z,85.58,1,17.5,0,85.64,1,0,17.6,0,15,15,613,15,15,562,NA,NA,NA,NA
TV1,MC1,2023-06-01T00:45:00Z,85.56,1,17.4,0,85.62,1,0,17.5,0,15,15,626,15,15,566,NA,NA,NA,NA
TV1,MC1,2023-06-01T01:00:00Z,85.55,0.999,17.5,0,85.61,1,0,17.5,0,15,15,605,15,15,647,NA,NA,NA,NA
TV1,MC1,2023-06-01T01:15:00Z,85.52,0.999,17.4,0,85.58,0.999,0,17.4,0,15,15,601,15,15,553,NA,NA,NA,NA
TV1,MC1,2023-06-01T01:30:00Z,85.49,1,17.3,0,85.55,1,0,17.4,0,15,15,596,15,15,551,NA,NA,NA,NA
TV1,MC1,2023-06-01T01:45:00Z,85.47,1,17.2,0,85.53,1,0,17.2,0,15,15,595,15,15,536,NA,NA,NA,NA
TV1,MC1,2023-06-01T02:00:00Z,85.46,1,17.1,0,85.52,1.001,0,17.1,0,15,15,580,15,15,517,NA,NA,NA,NA
TV1,MC1,2023-06-01T02:15:00Z,85.44,1,17,0,85.5,1,0,17.1,0,15,15,613,15,15,675,NA,NA,NA,NA
TV1,MC1,2023-06-01T02:30:00Z,85.43,0.999,16.9,0,85.49,0.999,0,17,0,15,15,674,15,15,659,NA,NA,NA,NA
TV1,MC1,2023-06-01T02:45:00Z,85.43,0.999,16.8,0,85.49,1,0,16.9,0,15,15,641,15,15,611,NA,NA,NA,NA
TV1,MC1,2023-06-01T03:00:00Z,85.41,0.999,16.8,0,85.47,1,0,16.9,0,15,15,607,15,15,562,NA,NA,NA,NA
TV1,MC1,2023-06-01T03:15:00Z,85.4,1,16.7,0,85.46,1,0,16.8,0,15,15,605,15,15,541,NA,NA,NA,NA
TV1,MC1,2023-06-01T03:30:00Z,85.4,1.001,16.7,0,85.46,1.001,0,16.8,0,15,15,599,15,15,556,NA,NA,NA,NA
TV1,MC1,2023-06-01T03:45:00Z,85.41,1,16.8,0,85.47,1.001,0,16.8,0,15,15,595,15,15,535,NA,NA,NA,NA
TV1,MC1,2023-06-01T04:00:00Z,85.41,1,16.9,0,85.47,1,0,16.9,0,15,15,597,15,15,524,NA,NA,NA,NA
TV1,MC1,2023-06-01T04:15:00Z,85.41,0.999,17,0,85.47,1,0,17,0,15,15,592,15,15,522,NA,NA,NA,NA
TV1,MC1,2023-06-01T04:30:00Z,85.41,1,16.9,0,85.47,1,0,17,0,15,15,585,15,15,519,NA,NA,NA,NA
TV1,MC1,2023-06-01T04:45:00Z,85.42,1.001,16.8,0,85.48,1,0,16.8,0,15,15,581,15,15,515,NA,NA,NA,NA
TV1,MC1,2023-06-01T05:00:00Z,85.43,1.001,16.6,0,85.49,1,0,16.7,0,15,15,579,15,15,501,NA,NA,NA,NA
TV1,MC1,2023-06-01T05:15:00Z,85.45,1.001,16.6,0,85.51,1,0,16.6,0,15,15,579,15,15,502,NA,NA,NA,NA
TV1,MC1,2023-06-01T05:30:00Z,85.47,1.001,16.4,0,85.53,0.999,0,16.5,0,15,15,579,15,15,504,NA,NA,NA,NA
TV1,MC1,2023-06-01T05:45:00Z,85.48,1.001,16.3,0,85.54,1,0,16.4,3.8,15,15,578,15,15,491,NA,NA,NA,NA
TV1,MC1,2023-06-01T06:00:00Z,85.5,1.001,16.4,0,85.56,0.999,0,16.4,11,15,15,577,15,15,486,NA,NA,NA,NA
TV1,MC1,2023-06-01T06:15:00Z,85.52,1.001,16.4,0,85.58,0.999,0,16.4,16.7,15,15,575,15,15,483,NA,NA,NA,NA
TV1,MC1,2023-06-01T06:30:00Z,85.54,1.001,16.6,0,85.6,0.999,0,16.6,17.2,15,15,573,15,15,479,NA,NA,NA,NA
TV1,MC1,2023-06-01T06:45:00Z,85.55,1,16.8,0,85.61,1.001,0,16.7,22.7,15,15,571,15,15,477,NA,NA,NA,NA
TV1,MC1,2023-06-01T07:00:00Z,85.57,1,17,0,85.63,1.001,0,16.8,30.8,15,15,566,15,15,473,NA,NA,NA,NA
TV1,MC1,2023-06-01T07:15:00Z,85.58,1,17.3,0,85.64,1.001,0,17.1,47.1,15,15,559,15,15,470,NA,NA,NA,NA
TV1,MC1,2023-06-01T07:30:00Z,85.6,1,17.9,0,85.66,1,0,17.5,71.6,15,15,544,15,15,467,NA,NA,NA,NA
TV1,MC1,2023-06-01T07:45:00Z,85.61,0.999,18.3,0,85.68,1,0,17.8,69.9,15,15,533,15,15,466,NA,NA,NA,NA
TV1,MC1,2023-06-01T08:00:00Z,85.62,0.979,18.6,0.04,85.68,1,0,18,87.3,15,15,522,15,15,466,NA,NA,NA,NA
TV1,MC1,2023-06-01T08:15:00Z,85.63,0.95,18.9,0.11,85.69,1,0,18.1,102,15,15,479,15,3,456,NA,NA,NA,NA
TV1,MC1,2023-06-01T08:30:00Z,85.65,0.928,18.9,0.16,85.71,1,0,18.2,100.2,7,15,457,15,0,455,NA,NA,NA,NA
TV1,MC1,2023-06-01T08:45:00Z,85.66,0.911,19,0.2,85.72,0.972,0.06,18.4,104.7,0,15,456,15,0,455,NA,NA,NA,NA
TV1,MC1,2023-06-01T09:00:00Z,85.67,0.905,19.4,0.21,85.73,0.948,0.11,18.8,122.1,0,15,456,15,0,454,NA,NA,NA,NA
TV1,MC1,2023-06-01T09:15:00Z,85.66,0.899,19.8,0.23,85.72,0.937,0.14,19.2,154.5,0,15,455,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-01T09:30:00Z,85.65,0.893,19.9,0.25,85.72,0.926,0.17,19.4,168.3,0,15,455,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-01T09:45:00Z,85.65,0.891,20.1,0.26,85.71,0.927,0.17,19.6,174.5,0,15,455,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-01T10:00:00Z,85.63,0.877,20.6,0.3,85.69,0.913,0.2,19.9,206.9,0,15,454,15,0,452,NA,NA,NA,NA
TV1,MC1,2023-06-01T10:15:00Z,85.63,0.882,21.1,0.3,85.69,0.916,0.2,20.3,182.9,0,15,454,15,0,451,NA,NA,NA,NA
TV1,MC1,2023-06-01T10:30:00Z,85.62,0.868,21.2,0.33,85.68,0.912,0.21,20.4,158,0,15,454,14,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-01T10:45:00Z,85.61,0.895,20.8,0.26,85.67,0.928,0.17,20.2,255.6,0,15,454,15,0,451,NA,NA,NA,NA
TV1,MC1,2023-06-01T11:00:00Z,85.6,0.853,22.3,0.4,85.66,0.905,0.24,21.2,343.1,0,15,452,13,0,450,NA,NA,NA,NA
TV1,MC1,2023-06-01T11:15:00Z,85.59,0.854,21.8,0.38,85.65,0.883,0.3,21.4,270.3,0,15,453,15,0,451,NA,NA,NA,NA
TV1,MC1,2023-06-01T11:30:00Z,85.57,0.846,22.2,0.41,85.64,0.888,0.28,21.3,245.9,0,15,453,13,0,451,NA,NA,NA,NA
TV1,MC1,2023-06-01T11:45:00Z,85.57,0.869,21.8,0.34,85.63,0.904,0.24,21.2,292.8,0,15,453,12,0,449,NA,NA,NA,NA
TV1,MC1,2023-06-01T12:00:00Z,85.54,0.834,23.2,0.47,85.61,0.89,0.29,22,257.3,0,15,453,3,0,449,NA,NA,NA,NA
TV1,MC1,2023-06-01T12:15:00Z,85.53,0.807,23,0.54,85.59,0.858,0.38,22.1,157.8,0,15,453,2,0,450,NA,NA,NA,NA
TV1,MC1,2023-06-01T12:30:00Z,85.51,0.819,22.5,0.49,85.58,0.857,0.37,21.8,373.4,0,15,453,4,0,449,NA,NA,NA,NA
TV1,MC1,2023-06-01T12:45:00Z,85.5,0.836,22.3,0.44,85.56,0.872,0.33,21.8,191.7,0,15,453,10,0,450,NA,NA,NA,NA
TV1,MC1,2023-06-01T13:00:00Z,85.48,0.853,22.3,0.39,85.54,0.889,0.29,21.6,127.8,0,15,455,11,0,451,NA,NA,NA,NA
TV1,MC1,2023-06-01T13:15:00Z,85.48,0.895,21.9,0.28,85.54,0.926,0.19,21.4,123.6,0,15,454,14,0,450,NA,NA,NA,NA
TV1,MC1,2023-06-01T13:30:00Z,85.47,0.883,22.3,0.32,85.54,0.928,0.18,21.4,102.5,0,15,455,15,0,451,NA,NA,NA,NA
TV1,MC1,2023-06-01T13:45:00Z,85.46,0.904,21.7,0.25,85.52,0.939,0.15,21.1,70.7,4,15,530,15,4,614,NA,NA,NA,NA
TV1,MC1,2023-06-01T14:00:00Z,85.45,0.943,20.8,0.14,85.51,0.965,0.09,20.6,41.9,15,15,644,15,15,709,NA,NA,NA,NA
TV1,MC1,2023-06-01T14:15:00Z,85.45,0.966,20,0.08,85.51,0.984,0.04,19.9,20.5,15,15,753,15,15,874,NA,NA,NA,NA
TV1,MC1,2023-06-01T14:30:00Z,85.44,0.982,19.6,0.04,85.5,0.999,0,19.5,37.5,15,15,649,15,15,711,NA,NA,NA,NA
TV1,MC1,2023-06-01T14:45:00Z,85.43,0.99,19.3,0.02,85.49,1,0,19.1,73.2,15,15,597,15,15,509,NA,NA,NA,NA
TV1,MC1,2023-06-01T15:00:00Z,85.4,0.99,19.9,0.02,85.47,1,0,19.5,151.4,15,15,548,15,15,465,NA,NA,NA,NA
TV1,MC1,2023-06-01T15:15:00Z,85.4,0.981,20.2,0.05,85.46,0.999,0,19.9,93.6,15,15,539,15,15,465,NA,NA,NA,NA
TV1,MC1,2023-06-01T15:30:00Z,85.4,0.983,20,0.04,85.46,1,0,19.7,51.6,15,15,539,15,15,464,NA,NA,NA,NA
TV1,MC1,2023-06-01T15:45:00Z,85.41,0.986,19.7,0.03,85.46,1,0,19.5,34.2,15,15,536,15,15,464,NA,NA,NA,NA
TV1,MC1,2023-06-01T16:00:00Z,85.4,0.99,19.5,0.02,85.46,1,0,19.3,16.7,15,15,773,15,15,998,NA,NA,NA,NA
TV1,MC1,2023-06-01T16:15:00Z,85.41,0.995,19,0.01,85.47,1,0,19,12.8,15,15,667,15,15,680,NA,NA,NA,NA
TV1,MC1,2023-06-01T16:30:00Z,85.42,1,18.6,0,85.48,1.001,0,18.7,25.8,15,15,621,15,15,558,NA,NA,NA,NA
TV1,MC1,2023-06-01T16:45:00Z,85.42,1,18.5,0,85.47,1,0,18.6,24.9,15,15,589,15,15,523,NA,NA,NA,NA
TV1,MC1,2023-06-01T17:00:00Z,85.41,1,18.6,0,85.46,1,0,18.6,16.5,15,15,590,15,15,595,NA,NA,NA,NA
TV1,MC1,2023-06-01T17:15:00Z,85.4,0.999,18.5,0,85.46,1,0,18.6,15.6,15,15,582,15,15,546,NA,NA,NA,NA
TV1,MC1,2023-06-01T17:30:00Z,85.41,1,18.5,0,85.46,1,0,18.6,6.6,15,15,579,15,15,519,NA,NA,NA,NA
TV1,MC1,2023-06-01T17:45:00Z,85.44,1.001,18.6,0,85.5,1,0,18.6,1.5,15,15,577,15,15,509,NA,NA,NA,NA
TV1,MC1,2023-06-01T18:00:00Z,85.47,1,18.5,0,85.52,1,0,18.6,0,15,15,575,15,15,502,NA,NA,NA,NA
TV1,MC1,2023-06-01T18:15:00Z,85.47,1.001,18.3,0,85.53,0.998,0,18.4,0,15,15,574,15,15,498,NA,NA,NA,NA
TV1,MC1,2023-06-01T18:30:00Z,85.48,1,18.3,0,85.54,1,0,18.3,0,15,15,579,15,15,550,NA,NA,NA,NA
TV1,MC1,2023-06-01T18:45:00Z,85.5,1,18.4,0,85.55,1,0,18.4,0,15,15,596,15,15,673,NA,NA,NA,NA
TV1,MC1,2023-06-01T19:00:00Z,85.53,1.001,18.2,0,85.59,1.001,0,18.3,0,15,15,585,15,15,576,NA,NA,NA,NA
TV1,MC1,2023-06-01T19:15:00Z,85.56,1,18.1,0,85.61,1,0,18.2,0,15,15,591,15,15,567,NA,NA,NA,NA
TV1,MC1,2023-06-01T19:30:00Z,85.55,1,18.1,0,85.61,1,0,18.2,0,15,15,595,15,15,651,NA,NA,NA,NA
TV1,MC1,2023-06-01T19:45:00Z,85.56,1.001,18.2,0,85.61,0.999,0,18.3,0,15,15,604,15,15,688,NA,NA,NA,NA
TV1,MC1,2023-06-01T20:00:00Z,85.57,1.001,18.3,0,85.62,1,0,18.4,0,15,15,634,15,15,670,NA,NA,NA,NA
TV1,MC1,2023-06-01T20:15:00Z,85.57,1,18.3,0,85.62,1,0,18.4,0,15,15,653,15,15,848,NA,NA,NA,NA
TV1,MC1,2023-06-01T20:30:00Z,85.58,1,18.3,0,85.64,0.999,0,18.4,0,15,15,694,15,15,892,NA,NA,NA,NA
TV1,MC1,2023-06-01T20:45:00Z,85.6,1.001,18.3,0,85.65,0.999,0,18.4,0,15,15,714,15,15,749,NA,NA,NA,NA
TV1,MC1,2023-06-01T21:00:00Z,85.59,1.001,18.2,0,85.65,1,0,18.3,0,15,15,653,15,15,580,NA,NA,NA,NA
TV1,MC1,2023-06-01T21:15:00Z,85.59,1,18.3,0,85.65,1,0,18.3,0,15,15,731,15,15,744,NA,NA,NA,NA
TV1,MC1,2023-06-01T21:30:00Z,85.61,1,18.3,0,85.66,0.999,0,18.4,0,15,15,727,15,15,806,NA,NA,NA,NA
TV1,MC1,2023-06-01T21:45:00Z,85.62,1,18.2,0,85.68,1,0,18.2,0,15,15,654,15,15,623,NA,NA,NA,NA
TV1,MC1,2023-06-01T22:00:00Z,85.63,0.999,18,0,85.69,1,0,18,0,15,15,629,15,15,538,NA,NA,NA,NA
TV1,MC1,2023-06-01T22:15:00Z,85.65,1,18,0,85.7,1,0,18,0,15,15,617,15,15,542,NA,NA,NA,NA
TV1,MC1,2023-06-01T22:30:00Z,85.65,1,17.9,0,85.71,1.001,0,18,0,15,15,658,15,15,782,NA,NA,NA,NA
TV1,MC1,2023-06-01T22:45:00Z,85.64,1,18,0,85.7,1,0,18,0,15,15,648,15,15,562,NA,NA,NA,NA
TV1,MC1,2023-06-01T23:00:00Z,85.63,1,18.1,0,85.69,1,0,18.1,0,15,15,661,15,15,640,NA,NA,NA,NA
TV1,MC1,2023-06-01T23:15:00Z,85.63,1,18.1,0,85.68,1,0,18.2,0,15,15,664,15,15,600,NA,NA,NA,NA
TV1,MC1,2023-06-01T23:30:00Z,85.62,1,17.8,0,85.67,1,0,17.9,0,15,15,626,15,15,571,NA,NA,NA,NA
TV1,MC1,2023-06-01T23:45:00Z,85.61,1.001,17.6,0,85.67,1,0,17.7,0,15,15,608,15,15,534,NA,NA,NA,NA
TV1,MC1,2023-06-02T00:00:00Z,85.6,1.001,17.5,0,85.66,1,0,17.5,0,15,15,612,15,15,562,NA,NA,NA,NA
TV1,MC1,2023-06-02T00:15:00Z,85.59,1,17.7,0,85.65,1,0,17.7,0,15,15,592,15,15,557,NA,NA,NA,NA
TV1,MC1,2023-06-02T00:30:00Z,85.57,1,17.8,0,85.63,1,0,17.8,0,15,15,626,15,15,639,NA,NA,NA,NA
TV1,MC1,2023-06-02T00:45:00Z,85.56,1,17.9,0,85.61,1.001,0,17.9,0,15,15,608,15,15,554,NA,NA,NA,NA
TV1,MC1,2023-06-02T01:00:00Z,85.55,1,17.9,0,85.61,1,0,17.9,0,15,15,604,15,15,539,NA,NA,NA,NA
TV1,MC1,2023-06-02T01:15:00Z,85.52,1,17.8,0,85.58,1,0,17.8,0,15,15,590,15,15,529,NA,NA,NA,NA
TV1,MC1,2023-06-02T01:30:00Z,85.5,1.001,17.8,0,85.56,1,0,17.8,0,15,15,599,15,15,634,NA,NA,NA,NA
TV1,MC1,2023-06-02T01:45:00Z,85.49,1,17.8,0,85.54,1,0,17.8,0,15,15,619,15,15,573,NA,NA,NA,NA
TV1,MC1,2023-06-02T02:00:00Z,85.46,0.999,17.8,0,85.52,1,0,17.8,0,15,15,600,15,15,536,NA,NA,NA,NA
TV1,MC1,2023-06-02T02:15:00Z,85.45,1,17.8,0,85.5,1.001,0,17.8,0,15,15,583,15,15,518,NA,NA,NA,NA
TV1,MC1,2023-06-02T02:30:00Z,85.43,1,17.8,0,85.49,1.001,0,17.8,0,15,15,588,15,15,512,NA,NA,NA,NA
TV1,MC1,2023-06-02T02:45:00Z,85.42,1,17.7,0,85.47,1,0,17.8,0,15,15,586,15,15,508,NA,NA,NA,NA
TV1,MC1,2023-06-02T03:00:00Z,85.41,1,17.6,0,85.47,1,0,17.6,0,15,15,586,15,15,505,NA,NA,NA,NA
TV1,MC1,2023-06-02T03:15:00Z,85.4,1,17.5,0,85.46,1,0,17.6,0,15,15,587,15,15,513,NA,NA,NA,NA
TV1,MC1,2023-06-02T03:30:00Z,85.41,1,17.4,0,85.46,1.001,0,17.5,0,15,15,587,15,15,516,NA,NA,NA,NA
TV1,MC1,2023-06-02T03:45:00Z,85.41,1,17.4,0,85.47,1,0,17.4,0,15,15,587,15,15,512,NA,NA,NA,NA
TV1,MC1,2023-06-02T04:00:00Z,85.42,1,17.3,0,85.47,1,0,17.4,0,15,15,585,15,15,511,NA,NA,NA,NA
TV1,MC1,2023-06-02T04:15:00Z,85.42,0.999,17.3,0,85.47,1,0,17.3,0,15,15,584,15,15,515,NA,NA,NA,NA
TV1,MC1,2023-06-02T04:30:00Z,85.41,1,17.3,0,85.46,1,0,17.4,0,15,15,580,15,15,516,NA,NA,NA,NA
TV1,MC1,2023-06-02T04:45:00Z,85.41,0.999,17.3,0,85.46,1,0,17.4,0,15,15,573,15,15,497,NA,NA,NA,NA
TV1,MC1,2023-06-02T05:00:00Z,85.43,1.001,17.4,0,85.49,1,0,17.4,0,15,15,577,15,15,555,NA,NA,NA,NA
TV1,MC1,2023-06-02T05:15:00Z,85.44,1,17.4,0,85.49,1,0,17.5,0,15,15,576,15,15,527,NA,NA,NA,NA
TV1,MC1,2023-06-02T05:30:00Z,85.44,1,17.4,0,85.5,0.999,0,17.5,0,15,15,576,15,15,521,NA,NA,NA,NA
TV1,MC1,2023-06-02T05:45:00Z,85.45,1.001,17.4,0,85.51,1,0,17.5,4.4,15,15,574,15,15,515,NA,NA,NA,NA
TV1,MC1,2023-06-02T06:00:00Z,85.48,1,17.4,0,85.54,1,0,17.4,11.7,15,15,568,15,15,495,NA,NA,NA,NA
TV1,MC1,2023-06-02T06:15:00Z,85.5,1.001,17.4,0,85.56,0.999,0,17.4,16.3,15,15,564,15,15,484,NA,NA,NA,NA
TV1,MC1,2023-06-02T06:30:00Z,85.52,1,17.6,0,85.57,1,0,17.6,18.7,15,15,560,15,15,480,NA,NA,NA,NA
TV1,MC1,2023-06-02T06:45:00Z,85.54,1.001,17.6,0,85.59,1,0,17.6,13.4,15,15,583,15,15,588,NA,NA,NA,NA
TV1,MC1,2023-06-02T07:00:00Z,85.55,1,17.5,0,85.6,1,0,17.5,8.8,15,15,658,15,15,688,NA,NA,NA,NA
TV1,MC1,2023-06-02T07:15:00Z,85.56,1,17.4,0,85.61,1,0,17.4,6.6,15,15,675,15,15,716,NA,NA,NA,NA
TV1,MC1,2023-06-02T07:30:00Z,85.56,0.999,17.3,0,85.62,0.999,0,17.3,5.7,15,15,657,15,15,715,NA,NA,NA,NA
TV1,MC1,2023-06-02T07:45:00Z,85.56,1,17.3,0,85.62,1,0,17.2,6.4,15,15,667,15,15,775,NA,NA,NA,NA
TV1,MC1,2023-06-02T08:00:00Z,85.56,1,17.5,0,85.61,1,0,17.5,8.6,15,15,647,15,15,694,NA,NA,NA,NA
TV1,MC1,2023-06-02T08:15:00Z,85.58,1,17.8,0,85.63,0.999,0,17.7,10.3,15,15,677,15,15,796,NA,NA,NA,NA
TV1,MC1,2023-06-02T08:30:00Z,85.58,0.999,17.9,0,85.63,1,0,17.8,13,15,15,652,15,15,720,NA,NA,NA,NA
TV1,MC1,2023-06-02T08:45:00Z,85.58,1,18,0,85.64,1.001,0,17.9,16.3,15,15,649,15,15,726,NA,NA,NA,NA
TV1,MC1,2023-06-02T09:00:00Z,85.59,1,18.1,0,85.64,1,0,18.1,20.7,15,15,673,15,15,751,NA,NA,NA,NA
TV1,MC1,2023-06-02T09:15:00Z,85.58,1,18.2,0,85.63,1,0,18.1,28.9,15,15,638,15,15,672,NA,NA,NA,NA
TV1,MC1,2023-06-02T09:30:00Z,85.55,1,18.2,0,85.61,1,0,18,43.4,15,15,601,15,15,565,NA,NA,NA,NA
TV1,MC1,2023-06-02T09:45:00Z,85.54,0.999,18.6,0,85.59,1,0,18.2,66.1,15,15,574,15,15,571,NA,NA,NA,NA
TV1,MC1,2023-06-02T10:00:00Z,85.52,0.979,19,0.05,85.58,1,0,18.4,77.1,15,15,566,15,15,474,NA,NA,NA,NA
TV1,MC1,2023-06-02T10:15:00Z,85.51,0.959,19.4,0.09,85.56,1,0,18.7,85.7,15,15,551,15,15,466,NA,NA,NA,NA
TV1,MC1,2023-06-02T10:30:00Z,85.5,0.964,19.5,0.08,85.56,1,0,18.9,102.9,15,15,544,15,15,516,NA,NA,NA,NA
TV1,MC1,2023-06-02T10:45:00Z,85.51,0.983,19.4,0.04,85.56,1,0,19.1,134.8,15,15,526,15,13,457,NA,NA,NA,NA
TV1,MC1,2023-06-02T11:00:00Z,85.51,0.979,19.8,0.05,85.56,1,0,19.4,159.7,15,15,507,15,0,456,NA,NA,NA,NA
TV1,MC1,2023-06-02T11:15:00Z,85.5,0.971,19.9,0.07,85.56,1,0,19.4,200.1,15,15,461,15,0,455,NA,NA,NA,NA
TV1,MC1,2023-06-02T11:30:00Z,85.5,0.957,20.4,0.1,85.55,0.995,0.01,19.9,197.8,1,15,458,15,0,454,NA,NA,NA,NA
TV1,MC1,2023-06-02T11:45:00Z,85.49,0.938,21.1,0.15,85.54,0.983,0.04,20.4,210.2,0,15,457,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-02T12:00:00Z,85.46,0.919,21.1,0.2,85.52,0.966,0.08,20.6,191.2,0,15,456,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-02T12:15:00Z,85.44,0.913,21.1,0.22,85.49,0.95,0.12,20.6,174.9,0,15,457,15,0,452,NA,NA,NA,NA
TV1,MC1,2023-06-02T12:30:00Z,85.43,0.915,21,0.21,85.48,0.949,0.12,20.5,175.2,0,15,457,15,0,452,NA,NA,NA,NA
TV1,MC1,2023-06-02T12:45:00Z,85.42,0.931,20.9,0.17,85.47,0.965,0.09,20.5,174.9,0,15,457,15,0,452,NA,NA,NA,NA
TV1,MC1,2023-06-02T13:00:00Z,85.4,0.931,20.7,0.17,85.45,0.964,0.09,20.4,210.9,0,15,457,15,0,452,NA,NA,NA,NA
TV1,MC1,2023-06-02T13:15:00Z,85.38,0.931,21,0.17,85.44,0.967,0.08,20.4,233.8,0,15,456,15,0,452,NA,NA,NA,NA
TV1,MC1,2023-06-02T13:30:00Z,85.38,0.933,20.8,0.17,85.43,0.965,0.08,20.5,120.5,0,15,457,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-02T13:45:00Z,85.37,0.948,20,0.12,85.42,0.97,0.07,19.9,80.6,0,15,459,15,0,454,NA,NA,NA,NA
TV1,MC1,2023-06-02T14:00:00Z,85.35,0.951,20.1,0.12,85.4,0.979,0.05,19.7,113.7,0,15,457,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-02T14:15:00Z,85.33,0.929,20.4,0.17,85.38,0.971,0.07,19.9,153.4,0,15,456,15,0,453,NA,NA,NA,NA
TV1,MC1,2023-06-02T14:30:00Z,85.32,0.904,20.7,0.23,85.37,0.946,0.13,20.2,216.8,0,15,456,15,0,452,NA,NA,NA,NA
TV1,MC1,2023-06-02T14:45:00Z,85.29,0.892,21.4,0.27,85.35,0.938,0.15,20.6,274.7,0,15,456,15,0,451,NA,NA,NA,NA
TV1,MC1,2023-06-02T15:00:00Z,85.26,0.855,22,0.38,85.32,0.916,0.21,21,189.5,0,15,455,14,0,450,NA,NA,NA,NA
TV1,MC1,2023-06-02T15:15:00Z,85.26,0.833,22,0.44,85.32,0.886,0.29,21.1,101.3,0,15,455,14,0,451,NA,NA,NA,NA
