Tree,MC,Timestamp,Port3_Atmos_pressure,Port3_RH,Port3_VPD,Port3_Temp,Port1_Solar,Port4_LW_minutes_H,Port4_LWS_Count,Port4_LW_minutes
FB3,MC2,2023-07-08T13:00:00Z,85.91,0.917,0.2,20.4,103.1,0,457,15
FB3,MC2,2023-07-08T13:15:00Z,85.9,0.917,0.2,20.5,83.3,1,460,15
FB3,MC2,2023-07-08T13:30:00Z,85.88,0.928,0.17,20.3,131.8,3,458,15
FB3,MC2,2023-07-08T13:45:00Z,85.86,0.923,0.19,20.5,137.7,0,458,15
FB3,MC2,2023-07-08T14:00:00Z,85.86,0.914,0.21,20.5,143.9,0,457,15
FB3,MC2,2023-07-08T14:15:00Z,85.84,0.908,0.22,20.6,180,0,457,15
FB3,MC2,2023-07-08T14:30:00Z,85.85,0.917,0.2,20.4,116.3,1,460,15
FB3,MC2,2023-07-08T14:45:00Z,85.84,0.936,0.15,20,83.9,8,466,15
FB3,MC2,2023-07-08T15:00:00Z,85.82,0.965,0.08,19.2,63.4,15,471,15
FB3,MC2,2023-07-08T15:15:00Z,85.8,0.979,0.05,18.9,50,15,492,15
FB3,MC2,2023-07-08T15:30:00Z,85.81,0.985,0.03,18.6,41.7,15,480,15
FB3,MC2,2023-07-08T15:45:00Z,85.79,0.988,0.03,18.5,31.3,15,465,15
FB3,MC2,2023-07-08T16:00:00Z,85.78,0.986,0.03,18.6,21.1,15,471,15
FB3,MC2,2023-07-08T16:15:00Z,85.76,0.986,0.03,18.5,21.2,15,530,15
FB3,MC2,2023-07-08T16:30:00Z,85.78,0.99,0.02,18.4,22.5,15,533,15
FB3,MC2,2023-07-08T16:45:00Z,85.79,0.993,0.01,18.3,20.9,15,538,15
FB3,MC2,2023-07-08T17:00:00Z,85.79,0.995,0.01,18.2,15.4,15,555,15
FB3,MC2,2023-07-08T17:15:00Z,85.81,0.997,0.01,18.2,10.4,15,565,15
FB3,MC2,2023-07-08T17:30:00Z,85.82,0.997,0.01,18.2,5.7,15,783,15
FB3,MC2,2023-07-08T17:45:00Z,85.86,0.999,0,18.2,0,15,712,15
FB3,MC2,2023-07-08T18:00:00Z,85.89,0.999,0,18,0,15,696,15
FB3,MC2,2023-07-08T18:15:00Z,85.89,1,0,18,0,15,901,15
FB3,MC2,2023-07-08T18:30:00Z,85.88,0.999,0,18.1,0,15,816,15
FB3,MC2,2023-07-08T18:45:00Z,85.88,1,0,18.2,0,15,682,15
FB3,MC2,2023-07-08T19:00:00Z,85.88,1,0,18,0,15,585,15
FB3,MC2,2023-07-08T19:15:00Z,85.88,1,0,18,0,15,489,15
FB3,MC2,2023-07-08T19:30:00Z,85.9,0.998,0,18.2,0,15,475,15
FB3,MC2,2023-07-08T19:45:00Z,85.9,0.987,0.03,18.1,0,15,466,15
FB3,MC2,2023-07-08T20:00:00Z,85.9,0.973,0.06,18.3,0,15,462,15
FB3,MC2,2023-07-08T20:15:00Z,85.9,0.941,0.13,18.6,0,15,462,15
FB3,MC2,2023-07-08T20:30:00Z,85.9,0.939,0.13,18.4,0,15,466,15
FB3,MC2,2023-07-08T20:45:00Z,85.89,0.966,0.07,17.9,0,15,474,15
FB3,MC2,2023-07-08T21:00:00Z,85.88,0.982,0.04,17.8,0,15,475,15
FB3,MC2,2023-07-08T21:15:00Z,85.88,0.988,0.02,17.8,0,15,492,15
FB3,MC2,2023-07-08T21:30:00Z,85.88,0.992,0.02,17.8,0,15,544,15
FB3,MC2,2023-07-08T21:45:00Z,85.88,0.994,0.01,17.8,0,15,605,15
FB3,MC2,2023-07-08T22:00:00Z,85.88,0.997,0.01,17.7,0,15,613,15
FB3,MC2,2023-07-08T22:15:00Z,85.87,0.999,0,17.8,0,15,656,15
FB3,MC2,2023-07-08T22:30:00Z,85.88,0.999,0,17.9,0,15,772,15
FB3,MC2,2023-07-08T22:45:00Z,85.87,1,0,18,0,15,806,15
FB3,MC2,2023-07-08T23:00:00Z,85.87,1,0,18,0,15,802,15
FB3,MC2,2023-07-08T23:15:00Z,85.86,1,0,18.1,0,15,714,15
FB3,MC2,2023-07-08T23:30:00Z,85.87,1,0,17.9,0,15,621,15
FB3,MC2,2023-07-08T23:45:00Z,85.87,1.001,0,18,0,15,692,15
FB3,MC2,2023-07-09T00:00:00Z,85.87,1,0,18.1,0,15,733,15
FB3,MC2,2023-07-09T00:15:00Z,85.86,0.999,0,18.1,0,15,678,15
FB3,MC2,2023-07-09T00:30:00Z,85.85,1,0,18,0,15,914,15
FB3,MC2,2023-07-09T00:45:00Z,85.85,1,0,18,0,15,844,15
FB3,MC2,2023-07-09T01:00:00Z,85.84,1,0,18.1,0,15,946,15
FB3,MC2,2023-07-09T01:15:00Z,85.84,1.001,0,18.1,0,15,841,15
FB3,MC2,2023-07-09T01:30:00Z,85.83,0.999,0,18.1,0,15,825,15
FB3,MC2,2023-07-09T01:45:00Z,85.8,0.999,0,18,0,15,776,15
FB3,MC2,2023-07-09T02:00:00Z,85.8,0.999,0,18,0,15,680,15
FB3,MC2,2023-07-09T02:15:00Z,85.79,0.999,0,17.9,0,15,633,15
FB3,MC2,2023-07-09T02:30:00Z,85.77,0.999,0,17.8,0,15,651,15
FB3,MC2,2023-07-09T02:45:00Z,85.78,1,0,17.8,0,15,591,15
FB3,MC2,2023-07-09T03:00:00Z,85.8,1,0,17.8,0,15,598,15
FB3,MC2,2023-07-09T03:15:00Z,85.81,0.999,0,17.8,0,15,642,15
FB3,MC2,2023-07-09T03:30:00Z,85.79,1.001,0,17.8,0,15,660,15
FB3,MC2,2023-07-09T03:45:00Z,85.8,1,0,17.9,0,15,635,15
FB3,MC2,2023-07-09T04:00:00Z,85.8,0.999,0,17.9,0,15,642,15
FB3,MC2,2023-07-09T04:15:00Z,85.81,1,0,17.9,0,15,645,15
FB3,MC2,2023-07-09T04:30:00Z,85.8,1,0,17.8,0,15,592,15
FB3,MC2,2023-07-09T04:45:00Z,85.77,1,0,17.8,0,15,567,15
FB3,MC2,2023-07-09T05:00:00Z,85.76,1,0,17.8,0,15,537,15
FB3,MC2,2023-07-09T05:15:00Z,85.77,1.001,0,17.8,0,15,525,15
FB3,MC2,2023-07-09T05:30:00Z,85.8,1,0,17.8,0,15,511,15
FB3,MC2,2023-07-09T05:45:00Z,85.83,1,0,17.8,0,15,491,15
FB3,MC2,2023-07-09T06:00:00Z,85.85,1.001,0,17.8,1.8,15,480,15
FB3,MC2,2023-07-09T06:15:00Z,85.87,1,0,17.8,8.4,15,473,15
FB3,MC2,2023-07-09T06:30:00Z,85.88,1,0,17.8,13.9,15,469,15
FB3,MC2,2023-07-09T06:45:00Z,85.89,1,0,17.8,24.5,15,469,15
FB3,MC2,2023-07-09T07:00:00Z,85.9,1,0,18,34.6,15,466,15
FB3,MC2,2023-07-09T07:15:00Z,85.91,0.999,0,18.2,49.6,15,463,15
FB3,MC2,2023-07-09T07:30:00Z,85.93,1,0,18.5,111,12,459,15
FB3,MC2,2023-07-09T07:45:00Z,85.92,0.994,0.01,18.8,95.2,11,461,15
FB3,MC2,2023-07-09T08:00:00Z,85.93,0.976,0.05,18.8,71.6,15,461,15
FB3,MC2,2023-07-09T08:15:00Z,85.95,0.959,0.09,19.1,95.6,13,461,15
FB3,MC2,2023-07-09T08:30:00Z,85.96,0.953,0.1,18.9,100.7,13,460,15
FB3,MC2,2023-07-09T08:45:00Z,85.97,0.949,0.11,19,80.7,15,462,15
FB3,MC2,2023-07-09T09:00:00Z,85.97,0.946,0.12,19.1,81.3,13,460,15
FB3,MC2,2023-07-09T09:15:00Z,85.97,0.94,0.13,19.2,96.3,14,460,15
FB3,MC2,2023-07-09T09:30:00Z,85.97,0.933,0.15,19.3,77.6,8,460,15
FB3,MC2,2023-07-09T09:45:00Z,85.97,0.934,0.15,19.3,123.4,5,459,15
FB3,MC2,2023-07-09T10:00:00Z,85.97,0.927,0.17,19.6,124.7,0,459,15
FB3,MC2,2023-07-09T10:15:00Z,85.96,0.923,0.18,19.6,165.5,0,457,15
FB3,MC2,2023-07-09T10:30:00Z,85.95,0.901,0.23,20.3,178.9,0,457,15
FB3,MC2,2023-07-09T10:45:00Z,85.93,0.9,0.24,20.4,172.9,0,457,15
FB3,MC2,2023-07-09T11:00:00Z,85.94,0.896,0.25,20.5,140.3,0,457,15
FB3,MC2,2023-07-09T11:15:00Z,85.95,0.9,0.24,20.6,116.3,0,457,15
FB3,MC2,2023-07-09T11:30:00Z,85.95,0.901,0.24,20.5,85.1,0,458,15
FB3,MC2,2023-07-09T11:45:00Z,85.95,0.904,0.23,20.4,78.9,0,459,15
FB3,MC2,2023-07-09T12:00:00Z,85.95,0.914,0.2,20.3,68.1,0,458,15
FB3,MC2,2023-07-09T12:15:00Z,85.95,0.918,0.19,20.1,50.2,7,460,15
FB3,MC2,2023-07-09T12:30:00Z,85.93,0.934,0.15,19.8,105.7,14,461,15
FB3,MC2,2023-07-09T12:45:00Z,85.92,0.937,0.15,19.9,138.6,9,461,15
FB3,MC2,2023-07-09T13:00:00Z,85.89,0.948,0.12,19.8,76,15,464,15
FB3,MC2,2023-07-09T13:15:00Z,85.87,0.96,0.09,19.5,51.5,15,465,15
FB3,MC2,2023-07-09T13:30:00Z,85.84,0.958,0.1,19.7,219.5,6,460,15
FB3,MC2,2023-07-09T13:45:00Z,85.82,0.941,0.14,20.2,241.9,0,458,15
FB3,MC2,2023-07-09T14:00:00Z,85.81,0.937,0.15,20.4,116.1,4,556,15
FB3,MC2,2023-07-09T14:15:00Z,85.81,0.96,0.09,19.7,43.9,15,1001,15
FB3,MC2,2023-07-09T14:30:00Z,85.82,0.975,0.06,19.5,29.3,15,682,15
FB3,MC2,2023-07-09T14:45:00Z,85.82,0.981,0.04,19.2,31.9,15,631,15
FB3,MC2,2023-07-09T15:00:00Z,85.81,0.986,0.03,19.1,31.7,15,584,15
FB3,MC2,2023-07-09T15:15:00Z,85.78,0.99,0.02,19,24.9,15,563,15
FB3,MC2,2023-07-09T15:30:00Z,85.79,0.992,0.02,19,26.4,15,542,15
FB3,MC2,2023-07-09T15:45:00Z,85.76,0.992,0.02,19.2,31.3,15,506,15
FB3,MC2,2023-07-09T16:00:00Z,85.75,0.991,0.02,19.4,33.1,15,472,15
FB3,MC2,2023-07-09T16:15:00Z,85.76,0.983,0.04,19.4,19,15,469,15
FB3,MC2,2023-07-09T16:30:00Z,85.77,0.979,0.05,19.4,17.8,15,473,15
FB3,MC2,2023-07-09T16:45:00Z,85.75,0.985,0.03,19.3,15.2,15,473,15
FB3,MC2,2023-07-09T17:00:00Z,85.76,0.988,0.03,19.1,10.1,15,472,15
FB3,MC2,2023-07-09T17:15:00Z,85.77,0.99,0.02,19.2,8.6,15,472,15
FB3,MC2,2023-07-09T17:30:00Z,85.77,0.992,0.02,19.2,3.3,15,476,15
FB3,MC2,2023-07-09T17:45:00Z,85.78,0.993,0.02,19.1,0,15,477,15
FB3,MC2,2023-07-09T18:00:00Z,85.76,0.995,0.01,19.1,0,15,481,15
FB3,MC2,2023-07-09T18:15:00Z,85.81,0.995,0.01,19.1,0,15,560,15
FB3,MC2,2023-07-09T18:30:00Z,85.82,0.996,0.01,19,0,15,868,15
FB3,MC2,2023-07-09T18:45:00Z,85.88,0.996,0.01,18.9,0,15,1271,15
FB3,MC2,2023-07-09T19:00:00Z,85.86,0.991,0.02,17.9,0,15,1002,15
FB3,MC2,2023-07-09T19:15:00Z,85.87,0.973,0.05,17.9,0,15,1052,15
FB3,MC2,2023-07-09T19:30:00Z,85.88,0.969,0.06,17.6,0,15,1036,15
FB3,MC2,2023-07-09T19:45:00Z,85.89,0.982,0.04,18.2,0,15,975,15
FB3,MC2,2023-07-09T20:00:00Z,85.9,0.989,0.02,18.1,0,15,733,15
FB3,MC2,2023-07-09T20:15:00Z,85.92,0.992,0.02,18.1,0,15,656,15
FB3,MC2,2023-07-09T20:30:00Z,85.94,0.995,0.01,18.1,0,15,821,15
FB3,MC2,2023-07-09T20:45:00Z,85.94,0.998,0,18.3,0,15,722,15
FB3,MC2,2023-07-09T21:00:00Z,85.94,0.999,0,18.4,0,15,729,15
FB3,MC2,2023-07-09T21:15:00Z,85.94,0.999,0,18.3,0,15,669,15
FB3,MC2,2023-07-09T21:30:00Z,85.94,1.001,0,18.3,0,15,841,15
FB3,MC2,2023-07-09T21:45:00Z,85.93,1,0,18.4,0,15,626,15
FB3,MC2,2023-07-09T22:00:00Z,85.92,1.001,0,18.3,0,15,872,15
FB3,MC2,2023-07-09T22:15:00Z,85.92,1.001,0,18.3,0,15,635,15
FB3,MC2,2023-07-09T22:30:00Z,85.92,1.001,0,18.2,0,15,622,15
FB3,MC2,2023-07-09T22:45:00Z,85.92,1,0,18.2,0,15,598,15
FB3,MC2,2023-07-09T23:00:00Z,85.92,0.999,0,18.1,0,15,588,15
FB3,MC2,2023-07-09T23:15:00Z,85.92,1,0,18,0,15,577,15
FB3,MC2,2023-07-09T23:30:00Z,85.9,1,0,18,0,15,581,15
FB3,MC2,2023-07-09T23:45:00Z,85.9,1,0,18,0,15,595,15
FB3,MC2,2023-07-10T00:00:00Z,85.89,1,0,17.9,0,15,634,15
FB3,MC2,2023-07-10T00:15:00Z,85.89,0.999,0,17.9,0,15,628,15
FB3,MC2,2023-07-10T00:30:00Z,85.89,1,0,17.8,0,15,648,15
FB3,MC2,2023-07-10T00:45:00Z,85.88,1,0,17.8,0,15,792,15
FB3,MC2,2023-07-10T01:00:00Z,85.85,1,0,17.7,0,15,626,15
FB3,MC2,2023-07-10T01:15:00Z,85.83,1,0,17.7,0,15,604,15
FB3,MC2,2023-07-10T01:30:00Z,85.8,1,0,17.7,0,15,739,15
FB3,MC2,2023-07-10T01:45:00Z,85.8,1,0,17.6,0,15,620,15
FB3,MC2,2023-07-10T02:00:00Z,85.78,0.999,0,17.6,0,15,605,15
FB3,MC2,2023-07-10T02:15:00Z,85.74,0.999,0,17.5,0,15,577,15
FB3,MC2,2023-07-10T02:30:00Z,85.73,1,0,17.4,0,15,550,15
FB3,MC2,2023-07-10T02:45:00Z,85.73,1.001,0,17.5,0,15,547,15
FB3,MC2,2023-07-10T03:00:00Z,85.73,1,0,17.5,0,15,540,15
FB3,MC2,2023-07-10T03:15:00Z,85.73,1.001,0,17.4,0,15,512,15
FB3,MC2,2023-07-10T03:30:00Z,85.73,0.999,0,17.5,0,15,533,15
FB3,MC2,2023-07-10T03:45:00Z,85.75,0.999,0,17.4,0,15,548,15
FB3,MC2,2023-07-10T04:00:00Z,85.75,1,0,17.4,0,15,557,15
FB3,MC2,2023-07-10T04:15:00Z,85.73,1.001,0,17.2,0,15,529,15
FB3,MC2,2023-07-10T04:30:00Z,85.75,1,0,17.2,0,15,482,15
FB3,MC2,2023-07-10T04:45:00Z,85.76,0.999,0,17.3,0,15,472,15
FB3,MC2,2023-07-10T05:00:00Z,85.76,1,0,17.2,0,15,471,15
FB3,MC2,2023-07-10T05:15:00Z,85.74,1,0,17.4,0,15,466,15
FB3,MC2,2023-07-10T05:30:00Z,85.73,1,0,17.5,0,15,464,15
FB3,MC2,2023-07-10T05:45:00Z,85.77,0.999,0,17.7,0,15,467,15
FB3,MC2,2023-07-10T06:00:00Z,85.84,1,0,17.6,10.6,15,469,15
FB3,MC2,2023-07-10T06:15:00Z,85.86,0.999,0,17.6,14.1,15,469,15
FB3,MC2,2023-07-10T06:30:00Z,85.88,0.994,0.01,17.7,15.2,15,520,15
FB3,MC2,2023-07-10T06:45:00Z,85.89,0.993,0.01,17.9,26,15,468,15
FB3,MC2,2023-07-10T07:00:00Z,85.9,0.989,0.02,18.1,31.5,15,469,15
FB3,MC2,2023-07-10T07:15:00Z,85.9,0.985,0.03,18.1,33.3,15,468,15
FB3,MC2,2023-07-10T07:30:00Z,85.92,0.98,0.04,18.2,37.4,15,466,15
FB3,MC2,2023-07-10T07:45:00Z,85.92,0.977,0.05,18.3,53.6,15,466,15
FB3,MC2,2023-07-10T08:00:00Z,85.94,0.971,0.06,18.6,77.6,15,465,15
FB3,MC2,2023-07-10T08:15:00Z,85.95,0.969,0.07,18.7,79.3,15,466,15
FB3,MC2,2023-07-10T08:30:00Z,85.97,0.97,0.07,18.7,58.2,15,466,15
FB3,MC2,2023-07-10T08:45:00Z,85.98,0.975,0.05,18.6,76.4,15,468,15
FB3,MC2,2023-07-10T09:00:00Z,85.97,0.984,0.03,18.8,112.8,15,469,15
FB3,MC2,2023-07-10T09:15:00Z,85.98,0.983,0.04,18.8,73.8,15,470,15
FB3,MC2,2023-07-10T09:30:00Z,85.99,0.983,0.04,18.7,122.9,15,471,15
FB3,MC2,2023-07-10T09:45:00Z,85.97,0.978,0.05,19,166.3,15,465,15
FB3,MC2,2023-07-10T10:00:00Z,85.96,0.959,0.09,19.4,202.3,15,462,15
FB3,MC2,2023-07-10T10:15:00Z,85.96,0.948,0.12,19.5,160.2,15,462,15
FB3,MC2,2023-07-10T10:30:00Z,85.96,0.953,0.11,19.4,148.1,15,463,15
FB3,MC2,2023-07-10T10:45:00Z,85.95,0.96,0.09,19.4,135.9,15,463,15
FB3,MC2,2023-07-10T11:00:00Z,85.93,0.957,0.1,19.5,137.1,15,462,15
FB3,MC2,2023-07-10T11:15:00Z,85.92,0.954,0.1,19.3,92.8,15,464,15
FB3,MC2,2023-07-10T11:30:00Z,85.91,0.946,0.12,19.6,248.1,5,459,15
FB3,MC2,2023-07-10T11:45:00Z,85.89,0.93,0.16,19.8,158.4,7,462,15
FB3,MC2,2023-07-10T12:00:00Z,85.88,0.946,0.12,19.6,169.2,10,460,15
FB3,MC2,2023-07-10T12:15:00Z,85.87,0.948,0.12,19.4,135.3,15,461,15
FB3,MC2,2023-07-10T12:30:00Z,85.86,0.934,0.15,19.4,180.2,7,460,15
FB3,MC2,2023-07-10T12:45:00Z,85.85,0.929,0.16,19.4,172.7,8,459,15
FB3,MC2,2023-07-10T13:00:00Z,85.84,0.918,0.19,19.9,345.3,0,458,15
FB3,MC2,2023-07-10T13:15:00Z,85.82,0.907,0.22,19.9,170.7,0,459,15
FB3,MC2,2023-07-10T13:30:00Z,85.8,0.923,0.17,19.5,151.2,2,459,15
FB3,MC2,2023-07-10T13:45:00Z,85.78,0.92,0.18,19.6,140.6,2,459,15
FB3,MC2,2023-07-10T14:00:00Z,85.76,0.913,0.2,19.8,143.2,0,459,15
FB3,MC2,2023-07-10T14:15:00Z,85.75,0.918,0.19,19.7,119.4,1,459,15
FB3,MC2,2023-07-10T14:30:00Z,85.72,0.914,0.2,19.8,233.8,0,457,15
FB3,MC2,2023-07-10T14:45:00Z,85.71,0.91,0.21,19.9,163,0,458,15
FB3,MC2,2023-07-10T15:00:00Z,85.72,0.93,0.16,19.6,70.5,9,463,15
FB3,MC2,2023-07-10T15:15:00Z,85.72,0.944,0.12,19.2,62.1,15,462,15
FB3,MC2,2023-07-10T15:30:00Z,85.73,0.949,0.11,19,100.5,14,462,15
FB3,MC2,2023-07-10T15:45:00Z,85.75,0.956,0.1,18.8,36.3,15,468,15
FB3,MC2,2023-07-10T16:00:00Z,85.76,0.976,0.05,18.6,28.7,15,469,15
FB3,MC2,2023-07-10T16:15:00Z,85.78,0.983,0.04,18.5,18.5,15,469,15
FB3,MC2,2023-07-10T16:30:00Z,85.78,0.981,0.04,18.5,14.1,15,482,15
FB3,MC2,2023-07-10T16:45:00Z,85.79,0.981,0.04,18.4,8.8,15,469,15
FB3,MC2,2023-07-10T17:00:00Z,85.81,0.983,0.04,18.5,1.5,15,542,15
FB3,MC2,2023-07-10T17:15:00Z,85.82,0.975,0.05,18.4,7.1,15,464,15
FB3,MC2,2023-07-10T17:30:00Z,85.84,0.945,0.12,18.5,3.8,15,463,15
FB3,MC2,2023-07-10T17:45:00Z,85.84,0.939,0.13,18.6,0,15,464,15
FB3,MC2,2023-07-10T18:00:00Z,85.86,0.95,0.11,18.6,0,15,465,15
FB3,MC2,2023-07-10T18:15:00Z,85.88,0.959,0.09,18.6,0,15,465,15
FB3,MC2,2023-07-10T18:30:00Z,85.91,0.961,0.08,18.7,0,15,486,15
FB3,MC2,2023-07-10T18:45:00Z,85.92,0.972,0.06,18.5,0,15,480,15
FB3,MC2,2023-07-10T19:00:00Z,85.93,0.977,0.05,18.6,0,15,468,15
FB3,MC2,2023-07-10T19:15:00Z,85.93,0.979,0.05,18.5,0,15,469,15
FB3,MC2,2023-07-10T19:30:00Z,85.91,0.977,0.05,18.5,0,15,469,15
FB3,MC2,2023-07-10T19:45:00Z,85.89,0.978,0.05,18.4,0,15,470,15
FB3,MC2,2023-07-10T20:00:00Z,85.89,0.982,0.04,18.4,0,15,470,15
FB3,MC2,2023-07-10T20:15:00Z,85.87,0.984,0.03,18.4,0,15,468,15
FB3,MC2,2023-07-10T20:30:00Z,85.86,0.977,0.05,18.4,0,15,470,15
FB3,MC2,2023-07-10T20:45:00Z,85.87,0.982,0.04,18.1,0,15,471,15
FB3,MC2,2023-07-10T21:00:00Z,85.87,0.987,0.03,18.2,0,15,479,15
FB3,MC2,2023-07-10T21:15:00Z,85.87,0.99,0.02,18.2,0,15,472,15
FB3,MC2,2023-07-10T21:30:00Z,85.88,0.992,0.02,18.2,0,15,497,15
FB3,MC2,2023-07-10T21:45:00Z,85.87,0.991,0.02,18.2,0,15,630,15
FB3,MC2,2023-07-10T22:00:00Z,85.88,0.993,0.01,18.3,0,15,713,15
FB3,MC2,2023-07-10T22:15:00Z,85.89,0.995,0.01,18.2,0,15,656,15
FB3,MC2,2023-07-10T22:30:00Z,85.88,0.996,0.01,18.4,0,15,581,15
FB3,MC2,2023-07-10T22:45:00Z,85.87,0.992,0.02,18.3,0,15,542,15
FB3,MC2,2023-07-10T23:00:00Z,85.86,0.992,0.02,18.2,0,15,511,15
FB3,MC2,2023-07-10T23:15:00Z,85.85,0.992,0.02,18.2,0,15,479,15
FB3,MC2,2023-07-10T23:30:00Z,85.83,0.988,0.03,18.2,0,15,470,15
FB3,MC2,2023-07-10T23:45:00Z,85.81,0.981,0.04,18.3,0,15,468,15
FB3,MC2,2023-07-11T00:00:00Z,85.81,0.976,0.05,18.3,0,15,468,15
FB3,MC2,2023-07-11T00:15:00Z,85.79,0.974,0.05,18.3,0,15,466,15
FB3,MC2,2023-07-11T00:30:00Z,85.78,0.963,0.08,18.3,0,15,466,15
FB3,MC2,2023-07-11T00:45:00Z,85.78,0.964,0.07,18.2,0,15,467,15
FB3,MC2,2023-07-11T01:00:00Z,85.77,0.969,0.07,18.2,0,15,466,15
FB3,MC2,2023-07-11T01:15:00Z,85.77,0.953,0.1,18.3,0,15,466,15
FB3,MC2,2023-07-11T01:30:00Z,85.75,0.96,0.08,18.3,0,15,465,15
FB3,MC2,2023-07-11T01:45:00Z,85.73,0.954,0.1,18.3,0,15,464,15
FB3,MC2,2023-07-11T02:00:00Z,85.71,0.951,0.1,18.3,0,15,464,15
FB3,MC2,2023-07-11T02:15:00Z,85.7,0.953,0.1,18.2,0,15,466,15
FB3,MC2,2023-07-11T02:30:00Z,85.71,0.964,0.07,18.1,0,15,522,15
FB3,MC2,2023-07-11T02:45:00Z,85.72,0.977,0.05,17.9,0,15,511,15
FB3,MC2,2023-07-11T03:00:00Z,85.71,0.97,0.06,18,0,15,485,15
FB3,MC2,2023-07-11T03:15:00Z,85.71,0.973,0.06,18,0,15,468,15
FB3,MC2,2023-07-11T03:30:00Z,85.71,0.966,0.07,18,0,15,469,15
FB3,MC2,2023-07-11T03:45:00Z,85.72,0.973,0.06,17.9,0,15,467,15
FB3,MC2,2023-07-11T04:00:00Z,85.73,0.967,0.07,18,0,15,467,15
FB3,MC2,2023-07-11T04:15:00Z,85.73,0.972,0.06,18.1,0,15,474,15
FB3,MC2,2023-07-11T04:30:00Z,85.73,0.986,0.03,17.9,0,15,522,15
FB3,MC2,2023-07-11T04:45:00Z,85.76,0.993,0.01,17.9,0,15,563,15
FB3,MC2,2023-07-11T05:00:00Z,85.81,0.996,0.01,18,0,15,594,15
FB3,MC2,2023-07-11T05:15:00Z,85.85,0.997,0.01,18,0,15,708,15
FB3,MC2,2023-07-11T05:30:00Z,85.91,0.999,0,18,0,15,1065,15
FB3,MC2,2023-07-11T05:45:00Z,85.96,0.998,0,18,0,15,753,15
FB3,MC2,2023-07-11T06:00:00Z,86.02,0.988,0.02,16.7,0.4,15,659,15
FB3,MC2,2023-07-11T06:15:00Z,85.97,0.992,0.02,16.6,14.1,15,546,15
FB3,MC2,2023-07-11T06:30:00Z,86,0.972,0.05,17,18.3,15,478,15
FB3,MC2,2023-07-11T06:45:00Z,86,0.978,0.04,17.1,27.3,15,474,15
FB3,MC2,2023-07-11T07:00:00Z,85.97,0.989,0.02,17.3,26.4,15,477,15
FB3,MC2,2023-07-11T07:15:00Z,85.97,0.995,0.01,17.7,17.4,15,536,15
FB3,MC2,2023-07-11T07:30:00Z,85.96,0.998,0,18,20.7,15,643,15
FB3,MC2,2023-07-11T07:45:00Z,85.95,0.999,0,18.1,44.7,15,651,15
FB3,MC2,2023-07-11T08:00:00Z,85.94,1,0,18.1,55.3,15,610,15
FB3,MC2,2023-07-11T08:15:00Z,85.96,1,0,18.1,50.4,15,570,15
FB3,MC2,2023-07-11T08:30:00Z,85.97,1,0,18,67.7,15,501,15
FB3,MC2,2023-07-11T08:45:00Z,85.97,0.999,0,18.1,48.5,15,477,15
FB3,MC2,2023-07-11T09:00:00Z,85.96,0.999,0,18.1,70.7,15,467,15
FB3,MC2,2023-07-11T09:15:00Z,85.93,1,0,18.4,112.1,15,465,15
FB3,MC2,2023-07-11T09:30:00Z,85.93,0.999,0,18.3,98.5,15,466,15
FB3,MC2,2023-07-11T09:45:00Z,85.93,0.999,0,18.3,127.4,15,464,15
FB3,MC2,2023-07-11T10:00:00Z,85.93,0.975,0.05,18.6,143,15,463,15
FB3,MC2,2023-07-11T10:15:00Z,85.91,0.957,0.09,18.8,128.4,15,462,15
FB3,MC2,2023-07-11T10:30:00Z,85.91,0.94,0.13,19.2,271.5,15,460,15
FB3,MC2,2023-07-11T10:45:00Z,85.89,0.944,0.12,19.1,171.4,15,462,15
FB3,MC2,2023-07-11T11:00:00Z,85.88,0.944,0.12,19.1,99.2,15,463,15
FB3,MC2,2023-07-11T11:15:00Z,85.91,0.942,0.13,19.2,117.4,15,463,15
FB3,MC2,2023-07-11T11:30:00Z,85.91,0.934,0.15,19.2,101.8,15,462,15
FB3,MC2,2023-07-11T11:45:00Z,85.9,0.929,0.16,19.4,340.9,9,460,15
FB3,MC2,2023-07-11T12:00:00Z,85.9,0.908,0.21,19.8,361.3,0,458,15
FB3,MC2,2023-07-11T12:15:00Z,85.9,0.888,0.26,20,164.6,0,458,15
FB3,MC2,2023-07-11T12:30:00Z,85.89,0.912,0.2,19.6,88.6,5,470,15
FB3,MC2,2023-07-11T12:45:00Z,85.87,0.93,0.16,19.4,151.1,10,460,15
FB3,MC2,2023-07-11T13:00:00Z,85.84,0.945,0.13,19.4,98,15,470,15
FB3,MC2,2023-07-11T13:15:00Z,85.83,0.972,0.06,19,54,15,710,15
FB3,MC2,2023-07-11T13:30:00Z,85.82,0.987,0.03,18.6,74.9,15,701,15
FB3,MC2,2023-07-11T13:45:00Z,85.82,0.992,0.02,18.3,83.1,15,752,15
FB3,MC2,2023-07-11T14:00:00Z,85.82,0.995,0.01,18.3,98.9,15,616,15
FB3,MC2,2023-07-11T14:15:00Z,85.81,0.995,0.01,18.1,65.7,15,587,15
FB3,MC2,2023-07-11T14:30:00Z,85.81,0.997,0.01,18,43,15,615,15
FB3,MC2,2023-07-11T14:45:00Z,85.79,0.997,0.01,17.8,54.7,15,624,15
FB3,MC2,2023-07-11T15:00:00Z,85.75,0.999,0,17.6,64.6,15,577,15
