Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_RH,Port5_Temp,Port5_VPD,Port3_Atmos_pressure,Port3_RH,Port3_VPD,Port3_Temp,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H,Port6_LWS_Count,Port2_EpiMoisture,Port2_Unknown
FB8,MC2,2024-01-19T01:45:00Z,86.07,0.954,17.7,0.09,86.07,0.998,0,17.8,0,15,15,633,11,11,763,-0.105,NA
FB8,MC2,2024-01-19T02:00:00Z,86.06,0.955,17.6,0.09,86.06,0.999,0,17.7,0,15,15,654,15,15,826,-0.105,NA
FB8,MC2,2024-01-19T02:15:00Z,86.05,0.956,17.5,0.09,86.05,0.999,0,17.6,0,15,15,606,14,14,752,-0.105,NA
FB8,MC2,2024-01-19T02:30:00Z,86.03,0.956,17.5,0.09,86.03,1,0,17.6,0,15,15,692,13,13,814,-0.105,NA
FB8,MC2,2024-01-19T02:45:00Z,86.03,0.957,17.4,0.09,86.03,1,0,17.4,0,15,15,671,10,10,820,-0.105,NA
FB8,MC2,2024-01-19T03:00:00Z,86.02,0.957,17.4,0.09,86.02,1,0,17.4,0,15,15,670,11,11,766,-0.105,NA
FB8,MC2,2024-01-19T03:15:00Z,86.02,0.957,17.3,0.08,86.02,1,0,17.3,0,15,15,701,12,12,948,-0.105,NA
FB8,MC2,2024-01-19T03:30:00Z,86.04,0.958,17.2,0.08,86.04,1.001,0,17.3,0,15,15,768,12,12,848,-0.105,NA
FB8,MC2,2024-01-19T03:45:00Z,86.04,0.958,17.3,0.08,86.04,1,0,17.3,0,15,15,717,15,15,852,-0.105,NA
FB8,MC2,2024-01-19T04:00:00Z,86.05,0.958,17.4,0.08,86.05,1,0,17.4,0,15,15,616,15,15,812,-0.105,NA
FB8,MC2,2024-01-19T04:15:00Z,86.07,0.959,17.2,0.08,86.06,1,0,17.3,0,15,15,605,15,15,814,-0.106,NA
FB8,MC2,2024-01-19T04:30:00Z,86.08,0.959,17,0.08,86.08,1.001,0,17.1,0,15,15,634,15,15,852,-0.106,NA
FB8,MC2,2024-01-19T04:45:00Z,86.1,0.958,16.9,0.08,86.1,1,0,17,0,15,15,639,15,15,872,-0.106,NA
FB8,MC2,2024-01-19T05:00:00Z,86.12,0.958,16.9,0.08,86.12,0.999,0,16.9,0,15,15,652,15,15,844,-0.106,NA
FB8,MC2,2024-01-19T05:15:00Z,86.15,0.958,16.8,0.08,86.14,1,0,16.9,0,15,15,653,15,15,895,-0.106,NA
FB8,MC2,2024-01-19T05:30:00Z,86.15,0.959,16.8,0.08,86.15,1.001,0,16.9,0,15,15,646,15,15,787,-0.106,NA
FB8,MC2,2024-01-19T05:45:00Z,86.16,0.96,17,0.08,86.15,1.001,0,17.1,0,15,15,748,15,15,806,-0.106,NA
FB8,MC2,2024-01-19T06:00:00Z,86.16,0.96,17.2,0.08,86.16,0.999,0,17.2,0,15,15,639,14,14,851,-0.105,NA
FB8,MC2,2024-01-19T06:15:00Z,86.17,0.96,16.9,0.08,86.17,1,0,17,0,15,15,679,14,14,863,-0.106,NA
FB8,MC2,2024-01-19T06:30:00Z,86.18,0.961,16.9,0.07,86.18,1,0,17,0.9,15,15,691,15,15,827,-0.106,NA
FB8,MC2,2024-01-19T06:45:00Z,86.2,0.961,16.8,0.08,86.2,1,0,16.9,2.2,15,15,619,15,15,807,-0.106,NA
FB8,MC2,2024-01-19T07:00:00Z,86.22,0.959,16.7,0.08,86.21,1.001,0,16.8,13.2,15,15,560,12,12,818,-0.106,NA
FB8,MC2,2024-01-19T07:15:00Z,86.23,0.958,16.7,0.08,86.22,1,0,16.8,17.2,15,15,602,12,12,792,-0.107,NA
FB8,MC2,2024-01-19T07:30:00Z,86.25,0.954,17,0.09,86.24,0.997,0.01,17,32.6,15,15,482,12,12,1424,-0.107,NA
FB8,MC2,2024-01-19T07:45:00Z,86.26,0.907,17.3,0.18,86.26,0.958,0.08,17.3,32,15,15,463,13,13,628,-0.107,NA
FB8,MC2,2024-01-19T08:00:00Z,86.27,0.892,17.4,0.22,86.27,0.952,0.1,17.4,40.8,6,15,460,13,13,795,-0.107,NA
FB8,MC2,2024-01-19T08:15:00Z,86.3,0.882,17.6,0.24,86.29,0.945,0.11,17.6,52.2,3,15,459,15,15,1186,-0.107,NA
FB8,MC2,2024-01-19T08:30:00Z,86.31,0.891,17.6,0.22,86.3,0.953,0.1,17.6,67.6,4,15,458,12,12,614,-0.107,NA
FB8,MC2,2024-01-19T08:45:00Z,86.3,0.868,18,0.27,86.29,0.934,0.14,17.9,164.8,0,15,458,15,15,642,-0.107,NA
FB8,MC2,2024-01-19T09:00:00Z,86.3,0.877,18.2,0.26,86.29,0.943,0.12,18,271.4,0,15,456,11,11,645,-0.107,NA
FB8,MC2,2024-01-19T09:15:00Z,86.31,0.898,18,0.21,86.3,0.96,0.08,18,156.2,5,15,457,15,15,605,-0.107,NA
FB8,MC2,2024-01-19T09:30:00Z,86.3,0.91,18,0.18,86.3,0.968,0.07,18,74,12,15,474,15,15,681,-0.107,NA
FB8,MC2,2024-01-19T09:45:00Z,86.31,0.925,17.8,0.15,86.3,0.981,0.04,17.8,153.4,10,15,457,15,15,617,-0.108,NA
FB8,MC2,2024-01-19T10:00:00Z,86.31,0.898,18.2,0.21,86.31,0.961,0.08,18.1,150.7,0,15,457,15,15,633,-0.108,NA
FB8,MC2,2024-01-19T10:15:00Z,86.31,0.887,18.4,0.24,86.3,0.951,0.1,18.2,147.2,0,15,457,14,14,655,-0.108,NA
FB8,MC2,2024-01-19T10:30:00Z,86.29,0.877,18.4,0.26,86.29,0.943,0.12,18.3,107.8,0,15,456,14,14,603,-0.108,NA
FB8,MC2,2024-01-19T10:45:00Z,86.28,0.862,19,0.3,86.28,0.937,0.13,18.6,120.1,0,15,456,15,15,603,-0.108,NA
FB8,MC2,2024-01-19T11:00:00Z,86.27,0.856,19.2,0.32,86.27,0.929,0.15,18.9,120.3,0,15,456,13,13,614,-0.108,NA
FB8,MC2,2024-01-19T11:15:00Z,86.24,0.855,19.1,0.32,86.23,0.925,0.16,18.9,82.6,0,15,456,15,15,606,-0.108,NA
FB8,MC2,2024-01-19T11:30:00Z,86.21,0.844,19.6,0.36,86.21,0.921,0.18,19.2,100.7,0,15,456,15,15,807,-0.108,NA
FB8,MC2,2024-01-19T11:45:00Z,86.18,0.85,19.6,0.34,86.19,0.925,0.17,19.3,97.2,0,15,456,15,15,607,-0.108,NA
FB8,MC2,2024-01-19T12:00:00Z,86.16,0.847,19.7,0.35,86.16,0.924,0.17,19.4,104,0,15,456,15,15,645,-0.108,NA
FB8,MC2,2024-01-19T12:15:00Z,86.14,0.867,19.6,0.3,86.15,0.937,0.14,19.3,86.6,0,15,456,13,13,759,-0.108,NA
FB8,MC2,2024-01-19T12:30:00Z,86.13,0.866,19.6,0.3,86.13,0.941,0.13,19.2,103.1,0,15,457,13,13,645,-0.108,NA
FB8,MC2,2024-01-19T12:45:00Z,86.12,0.858,19.8,0.33,86.12,0.94,0.13,19.3,80.2,0,15,456,13,13,651,-0.107,NA
FB8,MC2,2024-01-19T13:00:00Z,86.11,0.849,19.8,0.35,86.11,0.922,0.18,19.6,64.8,0,15,454,14,14,633,-0.108,NA
FB8,MC2,2024-01-19T13:15:00Z,86.08,0.844,20.1,0.37,86.08,0.917,0.19,20,67,1,15,461,12,12,624,-0.107,NA
FB8,MC2,2024-01-19T13:30:00Z,86.08,0.916,18.8,0.18,86.08,0.965,0.08,19,55.3,15,15,476,13,13,622,-0.107,NA
FB8,MC2,2024-01-19T13:45:00Z,86.05,0.908,19,0.2,86.05,0.969,0.07,18.9,71.6,5,15,456,15,15,638,-0.108,NA
FB8,MC2,2024-01-19T14:00:00Z,86.02,0.869,20.1,0.31,86.02,0.94,0.14,19.8,188.6,0,15,455,15,15,835,-0.107,NA
FB8,MC2,2024-01-19T14:15:00Z,86,0.868,20.1,0.31,86,0.94,0.14,19.8,70.7,0,15,456,11,11,625,-0.107,NA
FB8,MC2,2024-01-19T14:30:00Z,86,0.858,20.2,0.33,86,0.933,0.15,19.8,54.6,0,15,456,15,15,620,-0.107,NA
FB8,MC2,2024-01-19T14:45:00Z,85.99,0.86,20.2,0.33,85.99,0.933,0.16,19.9,63,0,15,456,15,15,665,-0.107,NA
FB8,MC2,2024-01-19T15:00:00Z,85.98,0.866,20,0.31,85.98,0.936,0.15,19.8,78.4,0,15,456,13,13,613,-0.107,NA
FB8,MC2,2024-01-19T15:15:00Z,85.98,0.876,19.7,0.29,85.98,0.94,0.14,19.8,53.3,0,15,457,15,15,775,-0.107,NA
FB8,MC2,2024-01-19T15:30:00Z,85.98,0.89,19.6,0.25,85.98,0.952,0.11,19.6,39.2,0,15,459,13,13,638,-0.107,NA
FB8,MC2,2024-01-19T15:45:00Z,85.98,0.923,18.9,0.17,85.98,0.971,0.06,19,29.8,12,15,459,15,15,651,-0.107,NA
FB8,MC2,2024-01-19T16:00:00Z,85.99,0.901,19.1,0.22,85.98,0.966,0.08,18.9,82,0,15,457,12,12,618,-0.107,NA
FB8,MC2,2024-01-19T16:15:00Z,86,0.902,19.1,0.22,86,0.962,0.08,19.1,33.9,5,15,460,15,15,639,-0.107,NA
FB8,MC2,2024-01-19T16:30:00Z,86.01,0.918,18.8,0.18,86.01,0.974,0.06,18.8,20.5,5,15,460,14,14,662,-0.107,NA
FB8,MC2,2024-01-19T16:45:00Z,86.02,0.926,18.6,0.16,86.02,0.981,0.04,18.7,15,14,15,468,13,13,632,-0.107,NA
FB8,MC2,2024-01-19T17:00:00Z,86.02,0.935,18.3,0.14,86.02,0.987,0.03,18.4,11.2,15,15,464,15,15,697,-0.107,NA
FB8,MC2,2024-01-19T17:15:00Z,86.02,0.939,18.2,0.13,86.02,0.992,0.02,18.3,8.4,15,15,461,11,11,609,-0.107,NA
FB8,MC2,2024-01-19T17:30:00Z,86.04,0.938,18,0.13,86.03,0.992,0.02,18.1,3.8,15,15,463,14,14,664,-0.107,NA
FB8,MC2,2024-01-19T17:45:00Z,86.05,0.931,18,0.14,86.04,0.987,0.03,18,0,9,15,460,14,14,604,-0.107,NA
FB8,MC2,2024-01-19T18:00:00Z,86.05,0.925,17.9,0.15,86.05,0.979,0.04,18.1,0,12,15,460,15,15,634,-0.108,NA
FB8,MC2,2024-01-19T18:15:00Z,86.06,0.909,17.9,0.19,86.06,0.966,0.07,18,0,1,15,459,15,15,624,-0.108,NA
FB8,MC2,2024-01-19T18:30:00Z,86.09,0.912,17.8,0.18,86.08,0.966,0.07,17.9,0,3,15,459,13,13,641,-0.108,NA
FB8,MC2,2024-01-19T18:45:00Z,86.1,0.908,17.6,0.19,86.1,0.965,0.07,17.7,0,0,15,459,15,15,652,-0.108,NA
FB8,MC2,2024-01-19T19:00:00Z,86.11,0.898,17.6,0.21,86.11,0.956,0.09,17.6,0,0,15,458,14,14,637,-0.108,NA
FB8,MC2,2024-01-19T19:15:00Z,86.12,0.891,17.6,0.22,86.12,0.949,0.1,17.6,0,0,15,458,12,12,699,-0.109,NA
FB8,MC2,2024-01-19T19:30:00Z,86.14,0.899,17.4,0.2,86.14,0.956,0.09,17.5,0,0,15,459,12,12,658,-0.108,NA
FB8,MC2,2024-01-19T19:45:00Z,86.15,0.903,17.3,0.19,86.15,0.96,0.08,17.4,0,0,15,459,15,15,649,-0.109,NA
FB8,MC2,2024-01-19T20:00:00Z,86.16,0.901,17.3,0.2,86.16,0.959,0.08,17.3,0,0,15,458,14,14,632,-0.109,NA
FB8,MC2,2024-01-19T20:15:00Z,86.18,0.902,17.3,0.19,86.18,0.96,0.08,17.3,0,0,15,459,15,15,619,-0.109,NA
FB8,MC2,2024-01-19T20:30:00Z,86.2,0.905,17.2,0.19,86.2,0.962,0.07,17.3,0,0,15,458,15,15,654,-0.109,NA
FB8,MC2,2024-01-19T20:45:00Z,86.22,0.894,17.3,0.21,86.21,0.952,0.09,17.4,0,0,15,458,15,15,635,-0.109,NA
FB8,MC2,2024-01-19T21:00:00Z,86.23,0.896,17.1,0.2,86.22,0.954,0.09,17.2,0,0,15,458,14,14,643,-0.109,NA
FB8,MC2,2024-01-19T21:15:00Z,86.23,0.903,17,0.19,86.22,0.961,0.08,17.1,0,0,15,458,12,12,804,-0.109,NA
FB8,MC2,2024-01-19T21:30:00Z,86.23,0.9,17,0.19,86.22,0.96,0.08,17.1,0,0,15,458,12,12,725,-0.109,NA
FB8,MC2,2024-01-19T21:45:00Z,86.23,0.898,17.1,0.2,86.22,0.955,0.09,17.2,0,0,15,459,12,12,709,-0.109,NA
FB8,MC2,2024-01-19T22:00:00Z,86.22,0.904,17,0.19,86.22,0.962,0.07,17.1,0,0,15,458,13,13,623,-0.109,NA
FB8,MC2,2024-01-19T22:15:00Z,86.21,0.905,16.9,0.18,86.21,0.962,0.07,17,0,0,15,458,13,13,670,-0.109,NA
FB8,MC2,2024-01-19T22:30:00Z,86.21,0.903,16.9,0.19,86.2,0.961,0.07,16.9,0,0,15,458,12,12,662,-0.109,NA
FB8,MC2,2024-01-19T22:45:00Z,86.19,0.902,16.8,0.19,86.19,0.96,0.08,16.9,0,0,15,458,13,13,662,-0.109,NA
FB8,MC2,2024-01-19T23:00:00Z,86.19,0.911,16.8,0.17,86.18,0.968,0.06,16.8,0,0,15,459,13,13,621,-0.109,NA
FB8,MC2,2024-01-19T23:15:00Z,86.17,0.915,16.7,0.16,86.17,0.97,0.06,16.8,0,0,15,459,15,15,780,-0.109,NA
FB8,MC2,2024-01-19T23:30:00Z,86.17,0.908,16.6,0.17,86.16,0.967,0.06,16.7,0,0,15,459,10,10,632,-0.109,NA
FB8,MC2,2024-01-19T23:45:00Z,86.15,0.891,16.7,0.21,86.15,0.95,0.1,16.8,0,0,15,458,11,11,642,-0.109,NA
FB8,MC2,2024-01-20T00:00:00Z,86.14,0.887,16.7,0.22,86.13,0.944,0.11,16.7,0,0,15,458,14,14,619,-0.11,NA
FB8,MC2,2024-01-20T00:15:00Z,86.12,0.881,16.6,0.22,86.12,0.939,0.12,16.7,0,0,15,458,14,14,644,-0.109,NA
FB8,MC2,2024-01-20T00:30:00Z,86.1,0.883,16.4,0.22,86.1,0.941,0.11,16.6,0,0,15,458,11,11,628,-0.11,NA
FB8,MC2,2024-01-20T00:45:00Z,86.09,0.876,16.3,0.23,86.09,0.935,0.12,16.4,0,0,15,457,15,15,627,-0.11,NA
FB8,MC2,2024-01-20T01:00:00Z,86.08,0.861,16.1,0.25,86.08,0.921,0.15,16.2,0,0,15,457,3,3,687,-0.11,NA
FB8,MC2,2024-01-20T01:15:00Z,86.07,0.862,16,0.25,86.07,0.921,0.14,16.1,0,0,15,457,2,2,675,-0.11,NA
FB8,MC2,2024-01-20T01:30:00Z,86.07,0.873,16.1,0.23,86.06,0.932,0.12,16.2,0,0,15,457,4,4,766,-0.11,NA
FB8,MC2,2024-01-20T01:45:00Z,86.06,0.882,16.2,0.22,86.05,0.941,0.11,16.3,0,0,15,457,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T02:00:00Z,86.05,0.889,16.2,0.2,86.05,0.948,0.1,16.2,0,0,15,458,NA,NA,NA,-0.11,NA
FB8,MC2,2024-01-20T02:15:00Z,86.04,0.889,16.2,0.2,86.04,0.948,0.1,16.2,0,0,15,458,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T02:30:00Z,86.04,0.876,16.3,0.23,86.03,0.937,0.12,16.3,0,0,15,457,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T02:45:00Z,86.02,0.856,16.4,0.27,86.02,0.917,0.16,16.5,0,0,15,457,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T03:00:00Z,86.02,0.869,16.3,0.24,86.02,0.928,0.13,16.4,0,0,15,457,NA,NA,NA,-0.11,NA
FB8,MC2,2024-01-20T03:15:00Z,86.02,0.887,16.2,0.21,86.02,0.945,0.1,16.3,0,0,15,458,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T03:30:00Z,86.03,0.892,16.4,0.2,86.03,0.951,0.09,16.5,0,0,15,458,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T03:45:00Z,86.03,0.886,16.5,0.21,86.03,0.947,0.1,16.6,0,0,15,457,NA,NA,NA,-0.11,NA
FB8,MC2,2024-01-20T04:00:00Z,86.04,0.882,16.6,0.22,86.04,0.941,0.11,16.7,0,0,15,457,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T04:15:00Z,86.06,0.889,16.7,0.21,86.05,0.947,0.1,16.7,0,0,15,458,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T04:30:00Z,86.05,0.902,16.7,0.19,86.05,0.96,0.08,16.8,0,2,15,459,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T04:45:00Z,86.05,0.907,16.7,0.18,86.05,0.966,0.07,16.8,0,0,15,459,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T05:00:00Z,86.06,0.908,16.7,0.17,86.05,0.967,0.06,16.8,0,0,15,459,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T05:15:00Z,86.08,0.914,16.7,0.16,86.07,0.97,0.06,16.7,0,3,15,467,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T05:30:00Z,86.09,0.93,16.4,0.13,86.09,0.983,0.03,16.6,0,15,15,461,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T05:45:00Z,86.1,0.927,16.5,0.14,86.1,0.982,0.03,16.6,0,5,15,459,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T06:00:00Z,86.12,0.923,16.6,0.15,86.12,0.978,0.04,16.7,0,2,15,459,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T06:15:00Z,86.13,0.921,16.7,0.15,86.12,0.977,0.04,16.8,0,0,15,459,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T06:30:00Z,86.15,0.913,16.7,0.17,86.14,0.969,0.06,16.8,0,0,15,460,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T06:45:00Z,86.17,0.921,16.6,0.15,86.17,0.978,0.04,16.7,2.7,0,15,459,NA,NA,NA,-0.11,NA
FB8,MC2,2024-01-20T07:00:00Z,86.18,0.919,16.7,0.15,86.18,0.975,0.05,16.8,9.5,0,15,459,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T07:15:00Z,86.2,0.919,16.8,0.16,86.19,0.977,0.04,16.9,14.3,2,15,460,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T07:30:00Z,86.21,0.924,16.8,0.15,86.21,0.981,0.04,16.9,12.6,14,15,488,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T07:45:00Z,86.23,0.935,16.8,0.12,86.22,0.991,0.02,16.8,23.8,15,15,485,9,9,660,-0.109,NA
FB8,MC2,2024-01-20T08:00:00Z,86.24,0.935,16.9,0.13,86.24,0.991,0.02,16.9,22.7,15,15,534,11,11,679,-0.109,NA
FB8,MC2,2024-01-20T08:15:00Z,86.26,0.937,17,0.12,86.25,0.993,0.01,17.1,32.4,15,15,676,8,8,687,-0.109,NA
FB8,MC2,2024-01-20T08:30:00Z,86.27,0.941,17,0.12,86.26,0.994,0.01,17.1,35.2,15,15,659,9,9,698,-0.109,NA
FB8,MC2,2024-01-20T08:45:00Z,86.27,0.944,17.1,0.11,86.27,0.999,0,17.1,34.2,15,15,686,12,12,798,-0.109,NA
FB8,MC2,2024-01-20T09:00:00Z,86.27,0.947,17.2,0.1,86.27,1,0,17.3,122.1,15,15,491,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T09:15:00Z,86.27,0.926,17.6,0.15,86.27,0.986,0.03,17.6,101.6,15,15,475,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T09:30:00Z,86.27,0.932,17.6,0.14,86.27,0.989,0.02,17.6,58,15,15,466,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T09:45:00Z,86.27,0.934,17.7,0.13,86.26,0.99,0.02,17.7,64.3,15,15,465,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T10:00:00Z,86.27,0.931,17.8,0.14,86.26,0.988,0.03,17.8,62.6,15,15,592,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T10:15:00Z,86.26,0.941,17.8,0.12,86.25,0.994,0.01,17.8,69.4,15,15,666,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T10:30:00Z,86.23,0.945,17.9,0.11,86.23,0.998,0,17.9,93.4,15,15,662,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T10:45:00Z,86.22,0.947,18.2,0.11,86.22,1,0,18.1,86.4,15,15,637,NA,NA,NA,-0.108,NA
FB8,MC2,2024-01-20T11:00:00Z,86.22,0.948,18.1,0.11,86.22,1.001,0,18.1,91.4,15,15,617,NA,NA,NA,-0.108,NA
FB8,MC2,2024-01-20T11:15:00Z,86.2,0.948,18,0.11,86.19,1,0,18,87.9,15,15,555,NA,NA,NA,-0.108,NA
FB8,MC2,2024-01-20T11:30:00Z,86.19,0.943,18,0.12,86.19,0.999,0,18,92.7,15,15,546,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T11:45:00Z,86.18,0.939,17.8,0.12,86.18,0.995,0.01,17.8,93.6,15,15,699,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T12:00:00Z,86.17,0.944,17.9,0.12,86.17,1,0,17.9,100.7,15,15,659,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T12:15:00Z,86.14,0.945,18,0.11,86.14,1,0,18,94.8,15,15,666,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T12:30:00Z,86.12,0.945,18,0.11,86.12,1,0,18,104,15,15,662,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T12:45:00Z,86.1,0.946,18,0.11,86.09,1,0,18,100.9,15,15,548,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T13:00:00Z,86.06,0.944,18,0.12,86.06,0.999,0,18,94.3,15,15,506,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T13:15:00Z,86.05,0.927,17.8,0.15,86.05,0.989,0.02,17.8,83.9,15,15,475,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T13:30:00Z,86.03,0.933,17.6,0.13,86.03,0.986,0.03,17.7,65,15,15,470,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T13:45:00Z,86.02,0.944,17.6,0.11,86.02,0.996,0.01,17.6,63.9,15,15,464,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T14:00:00Z,86.01,0.945,17.7,0.11,86.01,0.999,0,17.7,65.9,15,15,485,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T14:15:00Z,86,0.947,17.6,0.11,86,0.999,0,17.6,52.4,15,15,512,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T14:30:00Z,86,0.95,17.6,0.1,86,1,0,17.6,43.9,15,15,538,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T14:45:00Z,86,0.951,17.7,0.1,85.99,1,0,17.7,67.9,15,15,679,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T15:00:00Z,85.99,0.952,17.8,0.1,85.99,0.999,0,17.9,67.6,15,15,655,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T15:15:00Z,85.98,0.952,17.9,0.1,85.98,1,0,18,56.8,15,15,716,NA,NA,NA,-0.108,NA
FB8,MC2,2024-01-20T15:30:00Z,85.99,0.952,17.9,0.1,85.98,1,0,17.9,54,15,15,645,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T15:45:00Z,86,0.95,17.9,0.1,85.99,1,0,17.9,41,15,15,717,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T16:00:00Z,85.99,0.949,17.7,0.1,85.99,0.999,0,17.8,33,15,15,711,NA,NA,NA,-0.109,NA
FB8,MC2,2024-01-20T16:15:00Z,86,0.951,17.6,0.1,85.99,0.999,0,17.7,23.8,15,15,706,NA,NA,NA,-0.108,NA
FB8,MC2,2024-01-20T16:30:00Z,86,0.952,17.4,0.09,86,0.999,0,17.5,17.4,15,15,753,NA,NA,NA,-0.108,NA
FB8,MC2,2024-01-20T16:45:00Z,86,0.953,17.2,0.09,86,1,0,17.3,13,15,15,722,NA,NA,NA,-0.107,NA
FB8,MC2,2024-01-20T17:00:00Z,86.01,0.955,17.1,0.09,86.01,1.001,0,17.2,9.5,15,15,764,NA,NA,NA,-0.106,NA
FB8,MC2,2024-01-20T17:15:00Z,86,0.956,17.1,0.09,86.01,1,0,17.2,7.5,15,15,747,NA,NA,NA,-0.106,NA
FB8,MC2,2024-01-20T17:30:00Z,86.01,0.956,17.1,0.09,86.01,1,0,17.2,0.5,15,15,703,NA,NA,NA,-0.106,NA
FB8,MC2,2024-01-20T17:45:00Z,86.01,0.957,17,0.08,86.01,1.001,0,17.1,0,15,15,768,NA,NA,NA,-0.106,NA
FB8,MC2,2024-01-20T18:00:00Z,86.04,0.957,16.9,0.08,86.03,1,0,17,0,15,15,806,NA,NA,NA,-0.106,NA
FB8,MC2,2024-01-20T18:15:00Z,86.07,0.958,16.7,0.08,86.07,0.999,0,16.7,0,15,15,703,NA,NA,NA,-0.105,NA
FB8,MC2,2024-01-20T18:30:00Z,86.09,0.958,16.6,0.08,86.09,1.001,0,16.7,0,15,15,741,NA,NA,NA,-0.105,NA
FB8,MC2,2024-01-20T18:45:00Z,86.1,0.958,16.6,0.08,86.1,1,0,16.7,0,15,15,560,NA,NA,NA,-0.106,NA
FB8,MC2,2024-01-20T19:00:00Z,86.11,0.959,16.5,0.08,86.1,0.999,0,16.6,0,15,15,537,NA,NA,NA,-0.107,NA
FB8,MC2,2024-01-20T19:15:00Z,86.13,0.96,16.7,0.08,86.12,0.999,0,16.8,0,15,15,533,NA,NA,NA,-0.107,NA
FB8,MC2,2024-01-20T19:30:00Z,86.16,0.961,16.9,0.08,86.16,1.001,0,16.9,0,15,15,590,NA,NA,NA,-0.107,NA
FB8,MC2,2024-01-20T19:45:00Z,86.17,0.962,17,0.07,86.17,1.001,0,17,0,15,15,639,NA,NA,NA,-0.107,NA
FB8,MC2,2024-01-20T20:00:00Z,86.2,0.961,17,0.08,86.19,0.999,0,17.1,0,15,15,537,NA,NA,NA,-0.107,NA
FB8,MC2,2024-01-20T20:15:00Z,86.22,0.961,16.9,0.07,86.21,1,0,17,0,15,15,512,NA,NA,NA,-0.107,NA
FB8,MC2,2024-01-20T20:30:00Z,86.23,0.961,16.9,0.07,86.23,1.001,0,17,0,15,15,489,NA,NA,NA,-0.107,NA
FB8,MC2,2024-01-20T20:45:00Z,86.25,0.96,17.1,0.08,86.24,1,0,17.2,0,15,15,479,NA,NA,NA,-0.107,NA
FB8,MC2,2024-01-20T21:00:00Z,86.26,0.958,17.2,0.08,86.25,0.999,0,17.3,0,15,15,472,NA,NA,NA,-0.108,NA
FB8,MC2,2024-01-20T21:15:00Z,86.25,0.947,17.3,0.11,86.24,0.996,0.01,17.4,0,15,15,467,NA,NA,NA,-0.108,NA
FB8,MC2,2024-01-20T21:30:00Z,86.25,0.932,17.4,0.14,86.24,0.984,0.03,17.4,0,15,15,468,NA,NA,NA,-0.108,NA
FB8,MC2,2024-01-20T21:45:00Z,86.25,0.93,17.3,0.14,86.25,0.982,0.04,17.5,0,15,15,486,NA,NA,NA,-0.108,NA
FB8,MC2,2024-01-20T22:00:00Z,86.25,0.937,17.3,0.12,86.25,0.99,0.02,17.4,0,15,15,541,NA,NA,NA,-0.108,NA
