Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_RH,Port5_Temp,Port5_VPD,Port3_Atmos_pressure,Port3_RH,Port3_VPD,Port3_Temp,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H,Port6_LWS_Count,Port2_EpiMoisture,Port2_Unknown
FB8,MC2,2023-05-31T18:45:00Z,86.19,0.885,17.4,0.23,86.2,0.927,0.15,17.6,0,0,15,453,15,0,457,NA,NA
FB8,MC2,2023-05-31T19:00:00Z,86.22,0.887,17.4,0.23,86.24,0.928,0.14,17.6,0,0,15,453,15,0,458,NA,NA
FB8,MC2,2023-05-31T19:15:00Z,86.25,0.888,17.4,0.22,86.26,0.927,0.15,17.6,0,0,15,453,15,0,457,NA,NA
FB8,MC2,2023-05-31T19:30:00Z,86.26,0.888,17.4,0.22,86.28,0.928,0.14,17.6,0,0,15,453,15,0,457,NA,NA
FB8,MC2,2023-05-31T19:45:00Z,86.28,0.884,17.6,0.23,86.3,0.924,0.15,17.7,0,0,15,453,15,0,457,NA,NA
FB8,MC2,2023-05-31T20:00:00Z,86.3,0.862,17.7,0.28,86.32,0.907,0.19,17.8,0,0,15,452,15,0,456,NA,NA
FB8,MC2,2023-05-31T20:15:00Z,86.31,0.822,18,0.37,86.33,0.876,0.26,17.9,0,0,15,452,15,0,457,NA,NA
FB8,MC2,2023-05-31T20:30:00Z,86.32,0.823,18,0.37,86.34,0.873,0.26,18.1,0,0,15,452,15,0,456,NA,NA
FB8,MC2,2023-05-31T20:45:00Z,86.33,0.835,18,0.34,86.35,0.884,0.24,18.1,0,0,15,453,15,3,459,NA,NA
FB8,MC2,2023-05-31T21:00:00Z,86.33,0.852,17.8,0.3,86.35,0.897,0.21,18,0,0,15,452,15,1,457,NA,NA
FB8,MC2,2023-05-31T21:15:00Z,86.33,0.868,17.8,0.27,86.35,0.91,0.19,18,0,0,15,453,15,14,462,NA,NA
FB8,MC2,2023-05-31T21:30:00Z,86.34,0.875,17.7,0.25,86.36,0.917,0.17,17.9,0,0,15,453,15,5,459,NA,NA
FB8,MC2,2023-05-31T21:45:00Z,86.36,0.886,17.7,0.23,86.37,0.926,0.15,17.9,0,0,15,453,15,9,468,NA,NA
FB8,MC2,2023-05-31T22:00:00Z,86.36,0.891,17.7,0.22,86.37,0.928,0.15,17.9,0,2,15,475,15,15,598,NA,NA
FB8,MC2,2023-05-31T22:15:00Z,86.35,0.896,17.6,0.21,86.37,0.932,0.14,17.8,0,15,15,717,15,15,634,NA,NA
FB8,MC2,2023-05-31T22:30:00Z,86.36,0.906,17.5,0.19,86.37,0.944,0.11,17.8,0,15,15,697,15,15,585,NA,NA
FB8,MC2,2023-05-31T22:45:00Z,86.36,0.911,17.6,0.18,86.37,0.947,0.11,17.8,0,15,15,846,15,15,855,NA,NA
FB8,MC2,2023-05-31T23:00:00Z,86.34,0.914,17.5,0.17,86.36,0.952,0.1,17.7,0,15,15,755,15,15,693,NA,NA
FB8,MC2,2023-05-31T23:15:00Z,86.34,0.918,17.6,0.16,86.36,0.958,0.09,17.6,0,15,15,657,15,15,777,NA,NA
FB8,MC2,2023-05-31T23:30:00Z,86.33,0.92,17.7,0.16,86.35,0.961,0.08,17.8,0,15,15,670,15,15,714,NA,NA
FB8,MC2,2023-05-31T23:45:00Z,86.32,0.923,17.8,0.16,86.33,0.964,0.07,17.8,0,15,15,680,15,15,688,NA,NA
FB8,MC2,2023-06-01T00:00:00Z,86.31,0.925,17.7,0.15,86.33,0.966,0.07,17.8,0,15,15,614,15,15,652,NA,NA
FB8,MC2,2023-06-01T00:15:00Z,86.29,0.925,17.6,0.15,86.31,0.968,0.07,17.7,0,15,15,628,15,15,639,NA,NA
FB8,MC2,2023-06-01T00:30:00Z,86.27,0.928,17.6,0.15,86.28,0.969,0.06,17.7,0,15,15,615,15,15,629,NA,NA
FB8,MC2,2023-06-01T00:45:00Z,86.24,0.929,17.5,0.14,86.26,0.971,0.06,17.6,0,15,15,644,15,15,650,NA,NA
FB8,MC2,2023-06-01T01:00:00Z,86.24,0.93,17.6,0.14,86.25,0.973,0.06,17.8,0,15,15,580,15,15,643,NA,NA
FB8,MC2,2023-06-01T01:15:00Z,86.2,0.929,17.7,0.14,86.22,0.974,0.05,17.7,0,15,15,652,15,15,615,NA,NA
FB8,MC2,2023-06-01T01:30:00Z,86.17,0.931,17.6,0.14,86.19,0.975,0.05,17.7,0,15,15,611,15,15,619,NA,NA
FB8,MC2,2023-06-01T01:45:00Z,86.14,0.932,17.4,0.14,86.15,0.975,0.05,17.5,0,15,15,564,15,15,602,NA,NA
FB8,MC2,2023-06-01T02:00:00Z,86.13,0.933,17.3,0.13,86.14,0.976,0.05,17.4,0,15,15,582,15,15,601,NA,NA
FB8,MC2,2023-06-01T02:15:00Z,86.12,0.934,17.2,0.13,86.14,0.977,0.05,17.3,0,15,15,645,15,15,598,NA,NA
FB8,MC2,2023-06-01T02:30:00Z,86.11,0.935,17.2,0.13,86.12,0.977,0.05,17.3,0,15,15,620,15,15,680,NA,NA
FB8,MC2,2023-06-01T02:45:00Z,86.1,0.935,17.1,0.13,86.12,0.977,0.05,17.2,0,15,15,617,15,15,657,NA,NA
FB8,MC2,2023-06-01T03:00:00Z,86.08,0.935,17,0.13,86.1,0.978,0.04,17.1,0,15,15,623,15,15,623,NA,NA
FB8,MC2,2023-06-01T03:15:00Z,86.08,0.936,16.9,0.12,86.09,0.979,0.04,17.1,0,15,15,644,15,15,638,NA,NA
FB8,MC2,2023-06-01T03:30:00Z,86.07,0.936,16.9,0.12,86.09,0.979,0.04,17,0,15,15,580,15,15,634,NA,NA
FB8,MC2,2023-06-01T03:45:00Z,86.07,0.937,17,0.12,86.09,0.979,0.04,17.2,0,15,15,569,15,15,627,NA,NA
FB8,MC2,2023-06-01T04:00:00Z,86.08,0.937,17.1,0.12,86.09,0.978,0.04,17.3,0,15,15,681,15,15,595,NA,NA
FB8,MC2,2023-06-01T04:15:00Z,86.09,0.937,17.1,0.12,86.1,0.978,0.04,17.3,0,15,15,643,15,15,598,NA,NA
FB8,MC2,2023-06-01T04:30:00Z,86.1,0.938,17.2,0.12,86.11,0.978,0.04,17.4,0,15,15,623,15,15,596,NA,NA
FB8,MC2,2023-06-01T04:45:00Z,86.1,0.937,17.1,0.12,86.11,0.977,0.05,17.4,0,15,15,548,15,15,584,NA,NA
FB8,MC2,2023-06-01T05:00:00Z,86.12,0.937,16.9,0.12,86.13,0.95,0.1,17.8,0,15,15,526,15,15,552,NA,NA
FB8,MC2,2023-06-01T05:15:00Z,86.13,0.936,16.9,0.12,86.14,0.897,0.22,18.4,0,15,15,584,15,15,516,NA,NA
FB8,MC2,2023-06-01T05:30:00Z,86.15,0.933,17.2,0.13,86.16,0.851,0.32,18.7,0,15,15,543,15,15,489,NA,NA
FB8,MC2,2023-06-01T05:45:00Z,86.16,0.903,17.8,0.2,86.18,0.832,0.37,18.9,0,15,15,514,15,15,465,NA,NA
FB8,MC2,2023-06-01T06:00:00Z,86.18,0.835,18.2,0.34,86.2,0.828,0.38,19,7.5,15,15,545,15,15,463,NA,NA
FB8,MC2,2023-06-01T06:15:00Z,86.21,0.829,18.2,0.36,86.22,0.823,0.39,19.1,10.4,15,15,494,15,10,459,NA,NA
FB8,MC2,2023-06-01T06:30:00Z,86.23,0.832,18.3,0.35,86.25,0.836,0.36,18.9,11.5,15,15,478,15,0,458,NA,NA
FB8,MC2,2023-06-01T06:45:00Z,86.24,0.829,18.4,0.36,86.25,0.836,0.36,19,13.7,15,15,476,15,0,457,NA,NA
FB8,MC2,2023-06-01T07:00:00Z,86.25,0.828,18.7,0.37,86.27,0.837,0.36,19.1,17.8,15,15,516,15,0,457,NA,NA
FB8,MC2,2023-06-01T07:15:00Z,86.27,0.823,19.1,0.39,86.29,0.841,0.35,19.2,31.1,15,15,514,15,0,456,NA,NA
FB8,MC2,2023-06-01T07:30:00Z,86.28,0.806,19.8,0.45,86.3,0.851,0.33,19.2,46,15,15,512,15,0,455,NA,NA
FB8,MC2,2023-06-01T07:45:00Z,86.3,0.783,20.7,0.53,86.32,0.856,0.32,19.4,57.1,15,15,511,15,0,454,NA,NA
FB8,MC2,2023-06-01T08:00:00Z,86.31,0.758,21.6,0.63,86.33,0.86,0.32,19.5,93.9,15,15,510,15,0,453,NA,NA
FB8,MC2,2023-06-01T08:15:00Z,86.32,0.73,22.4,0.73,86.34,0.857,0.33,19.6,82.9,15,15,508,15,0,452,NA,NA
FB8,MC2,2023-06-01T08:30:00Z,86.34,0.732,22.2,0.72,86.37,0.866,0.31,19.6,92.5,15,15,506,15,0,452,NA,NA
FB8,MC2,2023-06-01T08:45:00Z,86.35,0.732,22.4,0.73,86.38,0.861,0.33,20,72.5,15,15,504,15,0,452,NA,NA
FB8,MC2,2023-06-01T09:00:00Z,86.36,0.723,22.6,0.76,86.39,0.852,0.36,20.5,89.5,15,15,502,15,0,452,NA,NA
FB8,MC2,2023-06-01T09:15:00Z,86.36,0.707,23.2,0.83,86.38,0.842,0.39,20.9,92.1,15,15,498,15,0,451,NA,NA
FB8,MC2,2023-06-01T09:30:00Z,86.35,0.691,24.4,0.95,86.37,0.84,0.4,21.2,108.8,15,15,495,15,0,450,NA,NA
FB8,MC2,2023-06-01T09:45:00Z,86.34,0.654,24.7,1.08,86.36,0.824,0.46,21.6,102.5,15,15,489,4,0,450,NA,NA
FB8,MC2,2023-06-01T10:00:00Z,86.33,0.656,25.1,1.09,86.35,0.815,0.49,22,113.7,15,15,483,9,0,449,NA,NA
FB8,MC2,2023-06-01T10:15:00Z,86.33,0.666,24.6,1.04,86.35,0.806,0.52,22.2,102.5,15,15,477,5,0,449,NA,NA
FB8,MC2,2023-06-01T10:30:00Z,86.32,0.664,24.5,1.04,86.34,0.812,0.5,22.2,87.5,15,15,471,4,0,450,NA,NA
FB8,MC2,2023-06-01T10:45:00Z,86.31,0.688,24.5,0.96,86.33,0.821,0.48,22.3,107.1,15,15,462,7,0,449,NA,NA
FB8,MC2,2023-06-01T11:00:00Z,86.3,0.646,25.5,1.15,86.32,0.8,0.55,22.8,115.2,2,15,451,0,0,448,NA,NA
FB8,MC2,2023-06-01T11:15:00Z,86.28,0.605,26,1.33,86.3,0.774,0.64,23.1,181.5,0,15,450,0,0,448,NA,NA
FB8,MC2,2023-06-01T11:30:00Z,86.28,0.662,23.9,1,86.3,0.788,0.57,22.3,93.4,0,15,451,1,0,449,NA,NA
FB8,MC2,2023-06-01T11:45:00Z,86.28,0.712,23.2,0.82,86.29,0.83,0.44,21.8,53.3,0,15,451,7,0,451,NA,NA
FB8,MC2,2023-06-01T12:00:00Z,86.26,0.75,23.1,0.7,86.28,0.852,0.38,21.6,66.5,0,15,451,10,0,450,NA,NA
FB8,MC2,2023-06-01T12:15:00Z,86.23,0.688,24.9,0.98,86.25,0.835,0.44,22.2,71.6,0,15,451,0,0,450,NA,NA
FB8,MC2,2023-06-01T12:30:00Z,86.21,0.7,24.7,0.93,86.24,0.85,0.4,22.2,89.4,0,15,451,2,0,449,NA,NA
FB8,MC2,2023-06-01T12:45:00Z,86.2,0.708,24.6,0.91,86.22,0.869,0.35,22,45.4,0,15,451,9,0,451,NA,NA
FB8,MC2,2023-06-01T13:00:00Z,86.18,0.718,23.9,0.84,86.2,0.846,0.41,22,62.6,0,15,451,10,0,450,NA,NA
FB8,MC2,2023-06-01T13:15:00Z,86.17,0.694,24.4,0.94,86.19,0.829,0.46,22.4,59.1,0,15,450,0,0,450,NA,NA
FB8,MC2,2023-06-01T13:30:00Z,86.18,0.701,24.2,0.9,86.2,0.829,0.46,22.1,54,0,15,451,9,0,450,NA,NA
FB8,MC2,2023-06-01T13:45:00Z,86.15,0.714,24.3,0.87,86.17,0.847,0.41,22.2,81.5,0,15,450,1,0,448,NA,NA
FB8,MC2,2023-06-01T14:00:00Z,86.15,0.736,23.3,0.76,86.17,0.851,0.39,22,28.6,3,15,520,11,6,620,NA,NA
FB8,MC2,2023-06-01T14:15:00Z,86.16,0.832,20.6,0.41,86.17,0.893,0.26,20.5,16.1,15,15,668,15,15,772,NA,NA
FB8,MC2,2023-06-01T14:30:00Z,86.15,0.874,19.8,0.29,86.17,0.926,0.17,19.8,12.8,15,15,616,15,15,699,NA,NA
FB8,MC2,2023-06-01T14:45:00Z,86.12,0.892,19.6,0.25,86.14,0.94,0.14,19.4,37.9,15,15,596,15,15,624,NA,NA
FB8,MC2,2023-06-01T15:00:00Z,86.08,0.899,20.3,0.24,86.1,0.947,0.12,19.5,58.2,15,15,525,15,15,567,NA,NA
FB8,MC2,2023-06-01T15:15:00Z,86.1,0.893,20.9,0.26,86.12,0.948,0.12,19.9,58.2,15,15,484,15,15,467,NA,NA
FB8,MC2,2023-06-01T15:30:00Z,86.09,0.865,21.4,0.34,86.11,0.946,0.13,20.2,43.8,15,15,491,15,3,455,NA,NA
FB8,MC2,2023-06-01T15:45:00Z,86.1,0.854,21.1,0.36,86.12,0.938,0.15,20,34.6,15,15,548,15,0,455,NA,NA
FB8,MC2,2023-06-01T16:00:00Z,86.1,0.85,20.8,0.37,86.12,0.935,0.15,19.9,31.1,15,15,564,15,0,455,NA,NA
FB8,MC2,2023-06-01T16:15:00Z,86.09,0.858,20.6,0.34,86.11,0.934,0.15,19.9,21.6,15,15,674,15,10,705,NA,NA
FB8,MC2,2023-06-01T16:30:00Z,86.1,0.878,19.6,0.28,86.12,0.94,0.13,19.3,11.5,15,15,667,15,15,673,NA,NA
FB8,MC2,2023-06-01T16:45:00Z,86.09,0.896,19.1,0.23,86.11,0.948,0.11,18.9,14.3,15,15,621,15,15,639,NA,NA
FB8,MC2,2023-06-01T17:00:00Z,86.07,0.903,18.9,0.21,86.09,0.953,0.1,18.8,16.1,15,15,576,15,15,622,NA,NA
FB8,MC2,2023-06-01T17:15:00Z,86.07,0.91,18.9,0.2,86.09,0.959,0.09,18.9,10.1,15,15,588,15,15,583,NA,NA
FB8,MC2,2023-06-01T17:30:00Z,86.08,0.914,18.8,0.19,86.1,0.959,0.09,18.8,5.3,15,15,598,15,15,562,NA,NA
FB8,MC2,2023-06-01T17:45:00Z,86.12,0.918,18.8,0.18,86.14,0.962,0.08,18.8,0,15,15,585,15,15,546,NA,NA
FB8,MC2,2023-06-01T18:00:00Z,86.14,0.92,18.8,0.17,86.15,0.964,0.08,18.9,0,15,15,603,15,15,539,NA,NA
FB8,MC2,2023-06-01T18:15:00Z,86.14,0.922,18.6,0.17,86.16,0.964,0.08,18.7,0,15,15,595,15,15,537,NA,NA
FB8,MC2,2023-06-01T18:30:00Z,86.14,0.924,18.4,0.16,86.16,0.967,0.07,18.5,0,15,15,569,15,15,538,NA,NA
FB8,MC2,2023-06-01T18:45:00Z,86.15,0.925,18.5,0.16,86.17,0.968,0.07,18.6,0,15,15,560,15,15,538,NA,NA
FB8,MC2,2023-06-01T19:00:00Z,86.19,0.927,18.5,0.16,86.2,0.969,0.07,18.6,0,15,15,546,15,15,539,NA,NA
FB8,MC2,2023-06-01T19:15:00Z,86.22,0.928,18.4,0.15,86.23,0.97,0.06,18.5,0,15,15,596,15,15,540,NA,NA
FB8,MC2,2023-06-01T19:30:00Z,86.22,0.929,18.3,0.15,86.24,0.971,0.06,18.4,0,15,15,592,15,15,566,NA,NA
FB8,MC2,2023-06-01T19:45:00Z,86.23,0.93,18.5,0.15,86.24,0.973,0.06,18.6,0,15,15,597,15,15,591,NA,NA
FB8,MC2,2023-06-01T20:00:00Z,86.24,0.931,18.6,0.15,86.26,0.973,0.06,18.7,0,15,15,620,15,15,625,NA,NA
FB8,MC2,2023-06-01T20:15:00Z,86.24,0.932,18.6,0.15,86.26,0.974,0.06,18.7,0,15,15,590,15,15,736,NA,NA
FB8,MC2,2023-06-01T20:30:00Z,86.26,0.933,18.6,0.14,86.28,0.975,0.05,18.6,0,15,15,594,15,15,649,NA,NA
FB8,MC2,2023-06-01T20:45:00Z,86.28,0.933,18.6,0.14,86.3,0.974,0.06,18.6,0,15,15,622,15,15,684,NA,NA
FB8,MC2,2023-06-01T21:00:00Z,86.28,0.933,18.6,0.14,86.3,0.976,0.05,18.6,0,15,15,621,15,15,673,NA,NA
FB8,MC2,2023-06-01T21:15:00Z,86.28,0.935,18.5,0.14,86.29,0.977,0.05,18.6,0,15,15,637,15,15,741,NA,NA
FB8,MC2,2023-06-01T21:30:00Z,86.29,0.934,18.6,0.14,86.31,0.976,0.05,18.8,0,15,15,642,15,15,675,NA,NA
FB8,MC2,2023-06-01T21:45:00Z,86.31,0.935,18.5,0.14,86.32,0.977,0.05,18.5,0,15,15,749,15,15,826,NA,NA
FB8,MC2,2023-06-01T22:00:00Z,86.31,0.936,18.3,0.14,86.33,0.977,0.05,18.4,0,15,15,670,15,15,658,NA,NA
FB8,MC2,2023-06-01T22:15:00Z,86.32,0.936,18.1,0.13,86.34,0.979,0.04,18.2,0,15,15,623,15,15,636,NA,NA
FB8,MC2,2023-06-01T22:30:00Z,86.32,0.937,18.2,0.13,86.34,0.98,0.04,18.2,0,15,15,628,15,15,617,NA,NA
FB8,MC2,2023-06-01T22:45:00Z,86.3,0.938,18.2,0.13,86.32,0.981,0.04,18.2,0,15,15,602,15,15,673,NA,NA
FB8,MC2,2023-06-01T23:00:00Z,86.29,0.938,18.2,0.13,86.31,0.982,0.04,18.3,0,15,15,612,15,15,685,NA,NA
FB8,MC2,2023-06-01T23:15:00Z,86.29,0.939,18.3,0.13,86.3,0.981,0.04,18.4,0,15,15,590,15,15,649,NA,NA
FB8,MC2,2023-06-01T23:30:00Z,86.27,0.938,18.1,0.13,86.28,0.981,0.04,18.2,0,15,15,598,15,15,625,NA,NA
FB8,MC2,2023-06-01T23:45:00Z,86.26,0.939,18,0.13,86.28,0.983,0.04,18,0,15,15,628,15,15,634,NA,NA
FB8,MC2,2023-06-02T00:00:00Z,86.26,0.938,17.7,0.13,86.28,0.982,0.04,17.8,0,15,15,595,15,15,607,NA,NA
FB8,MC2,2023-06-02T00:15:00Z,86.26,0.94,17.9,0.12,86.27,0.985,0.03,18,0,15,15,579,15,15,613,NA,NA
FB8,MC2,2023-06-02T00:30:00Z,86.24,0.94,18,0.12,86.25,0.983,0.03,18.1,0,15,15,575,15,15,613,NA,NA
FB8,MC2,2023-06-02T00:45:00Z,86.22,0.941,18,0.12,86.23,0.984,0.03,18.1,0,15,15,610,15,15,618,NA,NA
FB8,MC2,2023-06-02T01:00:00Z,86.21,0.941,18.1,0.12,86.22,0.984,0.03,18.2,0,15,15,573,15,15,612,NA,NA
FB8,MC2,2023-06-02T01:15:00Z,86.17,0.941,18,0.12,86.18,0.984,0.03,18.1,0,15,15,594,15,15,607,NA,NA
FB8,MC2,2023-06-02T01:30:00Z,86.14,0.941,18,0.12,86.15,0.986,0.03,18,0,15,15,573,15,15,586,NA,NA
FB8,MC2,2023-06-02T01:45:00Z,86.13,0.941,18,0.12,86.14,0.985,0.03,18.1,0,15,15,567,15,15,587,NA,NA
FB8,MC2,2023-06-02T02:00:00Z,86.11,0.942,18,0.12,86.12,0.986,0.03,18.1,0,15,15,556,15,15,589,NA,NA
FB8,MC2,2023-06-02T02:15:00Z,86.09,0.941,17.9,0.12,86.1,0.986,0.03,18,0,15,15,590,15,15,596,NA,NA
FB8,MC2,2023-06-02T02:30:00Z,86.09,0.942,17.9,0.12,86.1,0.987,0.03,18,0,15,15,586,15,15,601,NA,NA
FB8,MC2,2023-06-02T02:45:00Z,86.09,0.942,17.9,0.12,86.1,0.987,0.03,18,0,15,15,631,15,15,605,NA,NA
FB8,MC2,2023-06-02T03:00:00Z,86.08,0.942,17.8,0.12,86.09,0.986,0.03,17.9,0,15,15,587,15,15,611,NA,NA
FB8,MC2,2023-06-02T03:15:00Z,86.07,0.943,17.7,0.11,86.08,0.986,0.03,17.8,0,15,15,606,15,15,614,NA,NA
FB8,MC2,2023-06-02T03:30:00Z,86.07,0.943,17.7,0.11,86.09,0.988,0.03,17.8,0,15,15,583,15,15,594,NA,NA
FB8,MC2,2023-06-02T03:45:00Z,86.07,0.942,17.6,0.12,86.08,0.987,0.03,17.7,0,15,15,578,15,15,593,NA,NA
FB8,MC2,2023-06-02T04:00:00Z,86.07,0.943,17.6,0.11,86.09,0.988,0.02,17.7,0,15,15,563,15,15,584,NA,NA
FB8,MC2,2023-06-02T04:15:00Z,86.08,0.943,17.5,0.11,86.1,0.987,0.03,17.6,0,15,15,602,15,15,576,NA,NA
FB8,MC2,2023-06-02T04:30:00Z,86.08,0.944,17.5,0.11,86.09,0.988,0.03,17.6,0,15,15,569,15,15,570,NA,NA
FB8,MC2,2023-06-02T04:45:00Z,86.08,0.944,17.5,0.11,86.09,0.986,0.03,17.7,0,15,15,567,15,15,563,NA,NA
FB8,MC2,2023-06-02T05:00:00Z,86.1,0.944,17.6,0.11,86.11,0.986,0.03,17.8,0,15,15,536,15,15,560,NA,NA
FB8,MC2,2023-06-02T05:15:00Z,86.11,0.945,17.7,0.11,86.12,0.986,0.03,17.8,0,15,15,576,15,15,554,NA,NA
FB8,MC2,2023-06-02T05:30:00Z,86.11,0.945,17.6,0.11,86.12,0.984,0.03,17.8,0,15,15,561,15,15,553,NA,NA
FB8,MC2,2023-06-02T05:45:00Z,86.13,0.945,17.7,0.11,86.14,0.981,0.04,17.9,0,15,15,599,15,15,548,NA,NA
FB8,MC2,2023-06-02T06:00:00Z,86.15,0.944,17.8,0.11,86.16,0.982,0.04,18,6.4,15,15,541,15,15,535,NA,NA
FB8,MC2,2023-06-02T06:15:00Z,86.17,0.945,17.8,0.11,86.18,0.979,0.04,18,10.3,15,15,521,15,15,524,NA,NA
FB8,MC2,2023-06-02T06:30:00Z,86.19,0.945,17.9,0.11,86.2,0.977,0.05,18.1,12.8,15,15,523,15,15,505,NA,NA
FB8,MC2,2023-06-02T06:45:00Z,86.21,0.944,17.9,0.12,86.22,0.975,0.05,18.1,10.8,15,15,533,15,15,490,NA,NA
FB8,MC2,2023-06-02T07:00:00Z,86.21,0.944,17.9,0.12,86.23,0.972,0.06,18.1,7.9,15,15,555,15,15,669,NA,NA
FB8,MC2,2023-06-02T07:15:00Z,86.22,0.943,17.8,0.12,86.24,0.971,0.06,18,3.5,15,15,679,15,15,684,NA,NA
FB8,MC2,2023-06-02T07:30:00Z,86.23,0.943,17.6,0.11,86.24,0.97,0.06,17.8,0,15,15,688,15,15,728,NA,NA
FB8,MC2,2023-06-02T07:45:00Z,86.23,0.945,17.5,0.11,86.24,0.97,0.06,17.7,0,15,15,687,15,15,813,NA,NA
FB8,MC2,2023-06-02T08:00:00Z,86.23,0.945,17.6,0.11,86.24,0.972,0.06,17.7,5.3,15,15,691,15,15,727,NA,NA
FB8,MC2,2023-06-02T08:15:00Z,86.24,0.944,17.7,0.11,86.25,0.972,0.06,17.8,7.9,15,15,673,15,15,705,NA,NA
FB8,MC2,2023-06-02T08:30:00Z,86.25,0.944,17.9,0.12,86.26,0.972,0.06,18,9,15,15,636,15,15,710,NA,NA
FB8,MC2,2023-06-02T08:45:00Z,86.25,0.945,18.1,0.12,86.27,0.973,0.06,18.2,11,15,15,689,15,15,688,NA,NA
FB8,MC2,2023-06-02T09:00:00Z,86.26,0.944,18.2,0.12,86.28,0.973,0.06,18.2,13.2,15,15,632,15,15,808,NA,NA
FB8,MC2,2023-06-02T09:15:00Z,86.25,0.944,18.4,0.12,86.26,0.974,0.05,18.4,17.2,15,15,730,15,15,644,NA,NA
FB8,MC2,2023-06-02T09:30:00Z,86.23,0.943,18.6,0.12,86.25,0.974,0.06,18.4,23.1,15,15,639,15,15,647,NA,NA
FB8,MC2,2023-06-02T09:45:00Z,86.22,0.941,18.8,0.13,86.23,0.973,0.06,18.6,35.5,15,15,676,15,15,616,NA,NA
FB8,MC2,2023-06-02T10:00:00Z,86.2,0.941,19.2,0.13,86.21,0.974,0.06,18.8,42.1,15,15,673,15,15,567,NA,NA
FB8,MC2,2023-06-02T10:15:00Z,86.19,0.94,19.5,0.14,86.2,0.971,0.06,18.9,45.8,15,15,623,15,15,496,NA,NA
FB8,MC2,2023-06-02T10:30:00Z,86.18,0.938,20.1,0.15,86.2,0.967,0.07,19.1,56,15,15,634,15,13,459,NA,NA
FB8,MC2,2023-06-02T10:45:00Z,86.18,0.92,21.2,0.2,86.2,0.957,0.1,19.4,74.9,15,15,598,15,7,456,NA,NA
FB8,MC2,2023-06-02T11:00:00Z,86.19,0.86,22,0.37,86.21,0.951,0.11,19.6,83.9,15,15,619,15,0,454,NA,NA
FB8,MC2,2023-06-02T11:15:00Z,86.18,0.824,22.5,0.48,86.2,0.948,0.12,20,104.9,15,15,605,15,0,453,NA,NA
FB8,MC2,2023-06-02T11:30:00Z,86.18,0.813,23,0.53,86.2,0.938,0.15,20.4,105.7,15,15,700,15,0,452,NA,NA
FB8,MC2,2023-06-02T11:45:00Z,86.16,0.762,24,0.71,86.19,0.916,0.2,20.7,109.5,15,15,732,15,0,451,NA,NA
FB8,MC2,2023-06-02T12:00:00Z,86.14,0.737,24.2,0.79,86.16,0.891,0.27,21.1,105.1,15,15,621,11,0,450,NA,NA
FB8,MC2,2023-06-02T12:15:00Z,86.11,0.745,23.4,0.73,86.13,0.878,0.31,21.1,93,15,15,633,14,0,451,NA,NA
FB8,MC2,2023-06-02T12:30:00Z,86.11,0.742,24.3,0.79,86.13,0.88,0.3,21.2,94.3,15,15,635,6,0,449,NA,NA
FB8,MC2,2023-06-02T12:45:00Z,86.1,0.721,24.4,0.86,86.12,0.883,0.29,21.2,94.3,15,15,623,1,0,449,NA,NA
FB8,MC2,2023-06-02T13:00:00Z,86.08,0.733,24.4,0.81,86.1,0.886,0.29,21.2,102.5,15,15,585,2,0,448,NA,NA
FB8,MC2,2023-06-02T13:15:00Z,86.07,0.721,24.5,0.86,86.09,0.875,0.32,21.6,90.3,15,15,476,1,0,449,NA,NA
FB8,MC2,2023-06-02T13:30:00Z,86.05,0.741,23.2,0.74,86.07,0.883,0.29,20.9,59.1,15,15,463,3,0,450,NA,NA
FB8,MC2,2023-06-02T13:45:00Z,86.04,0.793,21.6,0.53,86.06,0.897,0.24,20.2,53.3,15,15,462,15,0,451,NA,NA
FB8,MC2,2023-06-02T14:00:00Z,86.03,0.799,21.6,0.52,86.04,0.904,0.22,20,55.8,15,15,461,15,0,451,NA,NA
FB8,MC2,2023-06-02T14:15:00Z,86.01,0.784,22,0.57,86.03,0.897,0.24,20.2,62.4,13,15,460,15,0,451,NA,NA
FB8,MC2,2023-06-02T14:30:00Z,86,0.77,22.6,0.63,86.02,0.881,0.29,20.7,68.1,0,15,458,9,0,449,NA,NA
FB8,MC2,2023-06-02T14:45:00Z,85.97,0.722,24.1,0.83,85.99,0.862,0.35,21.2,125.8,0,15,455,0,0,447,NA,NA
FB8,MC2,2023-06-02T15:00:00Z,85.95,0.684,25.7,1.04,85.97,0.845,0.42,22.3,156,0,15,453,0,0,446,NA,NA
FB8,MC2,2023-06-02T15:15:00Z,85.93,0.625,27.1,1.35,85.95,0.813,0.53,23.2,111.7,0,15,453,0,0,444,NA,NA
FB8,MC2,2023-06-02T15:30:00Z,85.93,0.612,26.4,1.34,85.95,0.797,0.56,22.8,43.2,0,15,452,0,0,445,NA,NA
FB8,MC2,2023-06-02T15:45:00Z,85.93,0.626,25.7,1.23,85.95,0.803,0.53,22.4,38.8,0,15,452,0,0,445,NA,NA
FB8,MC2,2023-06-02T16:00:00Z,85.94,0.644,24.9,1.12,85.96,0.8,0.53,22.2,37.9,0,15,451,0,0,445,NA,NA
FB8,MC2,2023-06-02T16:15:00Z,85.95,0.665,24.9,1.05,85.97,0.825,0.46,22,33.1,0,15,452,0,0,447,NA,NA
