Tree,MC,Timestamp,Port5_Temp,Port5_VPD,Port5_Atmos_pressure,Port5_RH,Port3_Temp,Port3_Atmos_pressure,Port3_RH,Port3_VPD,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H,Port6_LW_minutes
FB6,MC3,2023-05-31T18:45:00Z,17.3,0.04,85.91,0.982,17.3,85.94,0.963,0.07,0,0,451,0,15,455,0,15
FB6,MC3,2023-05-31T19:00:00Z,17.4,0.04,85.94,0.979,17.4,85.97,0.964,0.07,0,0,451,0,15,455,0,15
FB6,MC3,2023-05-31T19:15:00Z,17.4,0.05,85.97,0.977,17.4,86,0.961,0.08,0,0,451,0,15,455,0,15
FB6,MC3,2023-05-31T19:30:00Z,17.4,0.04,85.98,0.978,17.4,86.01,0.962,0.08,0,0,451,0,15,455,0,15
FB6,MC3,2023-05-31T19:45:00Z,17.6,0.07,86,0.967,17.5,86.03,0.958,0.08,0,0,451,0,15,455,0,15
FB6,MC3,2023-05-31T20:00:00Z,17.7,0.13,86.02,0.937,17.6,86.05,0.937,0.13,0,0,450,0,15,454,0,15
FB6,MC3,2023-05-31T20:15:00Z,18,0.22,86.03,0.894,17.8,86.06,0.903,0.2,0,0,450,0,14,454,0,15
FB6,MC3,2023-05-31T20:30:00Z,18.1,0.2,86.04,0.903,18,86.07,0.906,0.19,0,0,450,0,15,454,0,15
FB6,MC3,2023-05-31T20:45:00Z,18,0.16,86.05,0.92,17.9,86.08,0.917,0.17,0,0,451,0,15,458,0,15
FB6,MC3,2023-05-31T21:00:00Z,17.8,0.12,86.05,0.943,17.9,86.08,0.931,0.14,0,0,451,0,15,454,0,15
FB6,MC3,2023-05-31T21:15:00Z,17.8,0.09,86.05,0.957,17.8,86.08,0.944,0.11,0,0,451,0,15,460,13,15
FB6,MC3,2023-05-31T21:30:00Z,17.8,0.07,86.06,0.966,17.8,86.09,0.951,0.1,0,0,451,0,15,455,0,15
FB6,MC3,2023-05-31T21:45:00Z,17.8,0.05,86.07,0.977,17.8,86.11,0.959,0.08,0,0,452,0,15,470,1,15
FB6,MC3,2023-05-31T22:00:00Z,17.8,0.05,86.07,0.974,17.8,86.1,0.959,0.08,0,0,470,1,15,593,15,15
FB6,MC3,2023-05-31T22:15:00Z,17.6,0.03,86.07,0.987,17.7,86.1,0.965,0.07,0,0,606,15,15,791,15,15
FB6,MC3,2023-05-31T22:30:00Z,17.4,0,86.07,1,17.6,86.1,0.977,0.05,0,0,591,15,15,703,15,15
FB6,MC3,2023-05-31T22:45:00Z,17.5,0,86.08,0.999,17.6,86.11,0.984,0.03,0,0,643,15,15,872,15,15
FB6,MC3,2023-05-31T23:00:00Z,17.4,0,86.06,0.999,17.5,86.09,0.988,0.02,0,0,619,15,15,718,15,15
FB6,MC3,2023-05-31T23:15:00Z,17.4,0,86.06,1,17.5,86.09,0.991,0.02,0,0,660,15,15,807,15,15
FB6,MC3,2023-05-31T23:30:00Z,17.6,0,86.05,1,17.7,86.08,0.995,0.01,0,0,631,15,15,819,15,15
FB6,MC3,2023-05-31T23:45:00Z,17.6,0,86.04,1,17.7,86.07,0.997,0.01,0,0,615,15,15,848,15,15
FB6,MC3,2023-06-01T00:00:00Z,17.6,0,86.03,0.999,17.6,86.06,0.999,0,0,0,582,15,15,796,15,15
FB6,MC3,2023-06-01T00:15:00Z,17.5,0,86.01,1,17.5,86.04,1,0,0,0,564,15,15,744,15,15
FB6,MC3,2023-06-01T00:30:00Z,17.5,0,85.99,0.999,17.6,86.02,0.999,0,0,0,563,15,15,716,15,15
FB6,MC3,2023-06-01T00:45:00Z,17.3,0,85.96,1.001,17.4,85.99,1,0,0,0,573,15,15,786,15,15
FB6,MC3,2023-06-01T01:00:00Z,17.6,0,85.96,1,17.6,85.99,0.998,0,0,0,586,15,15,790,15,15
FB6,MC3,2023-06-01T01:15:00Z,17.5,0,85.93,0.999,17.6,85.96,1,0,0,0,588,15,15,643,15,15
FB6,MC3,2023-06-01T01:30:00Z,17.4,0,85.89,1,17.6,85.92,0.999,0,0,0,566,15,15,640,15,15
FB6,MC3,2023-06-01T01:45:00Z,17.3,0,85.86,1,17.3,85.89,1,0,0,0,546,15,15,605,15,15
FB6,MC3,2023-06-01T02:00:00Z,17.2,0,85.85,1,17.3,85.88,1,0,0,0,545,15,15,616,15,15
FB6,MC3,2023-06-01T02:15:00Z,17.2,0,85.84,1,17.2,85.87,1,0,0,0,532,15,15,627,15,15
FB6,MC3,2023-06-01T02:30:00Z,17.1,0,85.83,1,17.2,85.86,1,0,0,0,556,15,15,811,15,15
FB6,MC3,2023-06-01T02:45:00Z,17,0,85.82,1.001,17,85.85,0.999,0,0,0,570,15,15,803,15,15
FB6,MC3,2023-06-01T03:00:00Z,17,0,85.81,0.999,17,85.84,1.001,0,0,0,563,15,15,659,15,15
FB6,MC3,2023-06-01T03:15:00Z,16.9,0,85.8,1,16.9,85.82,1,0,0,0,551,15,15,624,15,15
FB6,MC3,2023-06-01T03:30:00Z,16.9,0,85.79,1.001,16.9,85.82,1,0,0,0,567,15,15,623,15,15
FB6,MC3,2023-06-01T03:45:00Z,17,0,85.8,1,17,85.82,1,0,0,0,559,15,15,610,15,15
FB6,MC3,2023-06-01T04:00:00Z,17.1,0,85.8,1.001,17.1,85.83,0.999,0,0,0,533,15,15,605,15,15
FB6,MC3,2023-06-01T04:15:00Z,17.2,0,85.81,1,17.1,85.84,1,0,0,0,531,15,15,636,15,15
FB6,MC3,2023-06-01T04:30:00Z,17.3,0,85.82,1,17.2,85.85,1,0,0,0,522,15,15,620,15,15
FB6,MC3,2023-06-01T04:45:00Z,17.3,0,85.82,1,17.1,85.85,1,0,0,0,513,15,15,598,15,15
FB6,MC3,2023-06-01T05:00:00Z,17.4,0,85.83,0.999,16.9,85.87,1,0,0,0,508,15,15,583,15,15
FB6,MC3,2023-06-01T05:15:00Z,17.6,0.06,85.85,0.968,16.9,85.88,1,0,0,0,503,15,15,578,15,15
FB6,MC3,2023-06-01T05:30:00Z,17.8,0.15,85.87,0.928,17.1,85.9,0.994,0.01,0,0,495,15,15,563,15,15
FB6,MC3,2023-06-01T05:45:00Z,18.1,0.2,85.88,0.905,17.5,85.91,0.949,0.1,2.2,2.7,488,15,15,553,15,15
FB6,MC3,2023-06-01T06:00:00Z,18.2,0.21,85.91,0.898,17.7,85.94,0.925,0.15,9.3,10.1,480,15,15,542,15,15
FB6,MC3,2023-06-01T06:15:00Z,18.4,0.23,85.93,0.892,17.9,85.96,0.917,0.17,14.3,15.4,472,15,15,533,15,15
FB6,MC3,2023-06-01T06:30:00Z,18.2,0.19,85.95,0.908,17.9,85.98,0.921,0.16,16.1,15.9,463,15,15,525,15,15
FB6,MC3,2023-06-01T06:45:00Z,18.3,0.19,85.96,0.909,18,85.99,0.922,0.16,19.4,19.8,453,4,15,518,15,15
FB6,MC3,2023-06-01T07:00:00Z,18.4,0.19,85.98,0.91,18.1,86.01,0.92,0.17,24.5,25.3,452,0,15,511,15,15
FB6,MC3,2023-06-01T07:15:00Z,18.4,0.18,85.99,0.915,18.3,86.02,0.92,0.17,38.8,39.4,451,0,15,505,15,15
FB6,MC3,2023-06-01T07:30:00Z,18.6,0.17,86.01,0.921,18.5,86.04,0.923,0.16,60.2,61.7,451,0,15,497,15,15
FB6,MC3,2023-06-01T07:45:00Z,18.8,0.16,86.03,0.924,18.8,86.06,0.92,0.17,96.1,74,452,0,15,490,15,15
FB6,MC3,2023-06-01T08:00:00Z,18.9,0.17,86.04,0.923,19.2,86.07,0.914,0.19,93.9,96.1,450,0,15,482,15,15
FB6,MC3,2023-06-01T08:15:00Z,19.1,0.18,86.05,0.921,19.5,86.08,0.907,0.21,74.7,86.4,450,0,14,473,15,15
FB6,MC3,2023-06-01T08:30:00Z,19.2,0.17,86.07,0.925,19.6,86.1,0.905,0.22,86.8,99.6,450,0,15,463,15,15
FB6,MC3,2023-06-01T08:45:00Z,19.5,0.18,86.08,0.921,19.8,86.11,0.903,0.22,89.2,100.7,450,0,3,454,5,15
FB6,MC3,2023-06-01T09:00:00Z,20,0.21,86.09,0.909,20.1,86.12,0.9,0.24,106.6,123.4,449,0,0,454,0,15
FB6,MC3,2023-06-01T09:15:00Z,20.2,0.25,86.09,0.894,20.5,86.12,0.886,0.28,117.2,138.2,449,0,0,453,0,15
FB6,MC3,2023-06-01T09:30:00Z,20.7,0.26,86.08,0.895,21,86.11,0.882,0.29,137.3,168.1,449,0,0,453,0,15
FB6,MC3,2023-06-01T09:45:00Z,21.1,0.33,86.07,0.868,21.4,86.1,0.854,0.37,140.3,163.7,448,0,0,453,0,15
FB6,MC3,2023-06-01T10:00:00Z,21.4,0.33,86.05,0.87,21.4,86.09,0.862,0.35,159.3,174.1,448,0,0,453,0,15
FB6,MC3,2023-06-01T10:15:00Z,21.7,0.36,86.05,0.86,21.9,86.09,0.856,0.38,152.2,185.7,448,0,0,453,0,15
FB6,MC3,2023-06-01T10:30:00Z,21.9,0.35,86.05,0.866,22.2,86.08,0.852,0.4,124,139,448,0,0,453,0,15
FB6,MC3,2023-06-01T10:45:00Z,21.9,0.35,86.03,0.868,22,86.07,0.852,0.39,239.1,242.6,448,0,0,452,0,15
FB6,MC3,2023-06-01T11:00:00Z,22.2,0.38,86.02,0.858,22.2,86.06,0.854,0.39,325.9,172.3,447,0,0,452,0,15
FB6,MC3,2023-06-01T11:15:00Z,22.7,0.5,86,0.82,22.7,86.04,0.812,0.52,312.4,292.2,447,0,0,452,0,15
FB6,MC3,2023-06-01T11:30:00Z,22.3,0.49,86,0.819,22,86.03,0.821,0.47,140.4,153.6,448,0,0,452,0,15
FB6,MC3,2023-06-01T11:45:00Z,22,0.41,86,0.844,21.7,86.03,0.848,0.39,75.8,87.3,448,0,0,453,0,15
FB6,MC3,2023-06-01T12:00:00Z,21.7,0.32,85.98,0.876,21.6,86.01,0.875,0.32,106,108.9,448,0,0,453,0,15
FB6,MC3,2023-06-01T12:15:00Z,22.1,0.34,85.95,0.871,22.1,85.99,0.868,0.35,157.3,147.9,448,0,0,452,0,15
FB6,MC3,2023-06-01T12:30:00Z,22.5,0.37,85.94,0.863,22.4,85.97,0.864,0.37,199.6,187.3,448,0,0,452,0,15
FB6,MC3,2023-06-01T12:45:00Z,22.1,0.34,85.92,0.872,22,85.96,0.871,0.34,62.6,69.2,449,0,0,453,0,15
FB6,MC3,2023-06-01T13:00:00Z,21.7,0.3,85.9,0.883,21.7,85.94,0.88,0.31,148.9,128,449,0,0,453,0,15
FB6,MC3,2023-06-01T13:15:00Z,22,0.32,85.9,0.88,22.2,85.93,0.869,0.35,91.4,99.2,448,0,0,453,0,15
FB6,MC3,2023-06-01T13:30:00Z,21.6,0.3,85.9,0.884,21.8,85.93,0.87,0.34,78.4,87.9,449,0,0,453,0,15
FB6,MC3,2023-06-01T13:45:00Z,21.8,0.26,85.88,0.899,21.8,85.91,0.887,0.3,141,143.4,449,0,0,453,0,15
FB6,MC3,2023-06-01T14:00:00Z,21.5,0.25,85.87,0.903,21.4,85.9,0.898,0.26,40.3,47.1,511,6,10,676,6,15
FB6,MC3,2023-06-01T14:15:00Z,20.4,0.13,85.87,0.946,20.6,85.9,0.927,0.18,21.4,26.2,631,15,15,853,15,15
FB6,MC3,2023-06-01T14:30:00Z,19.5,0.03,85.87,0.985,19.6,85.9,0.958,0.1,16.8,19.2,595,15,15,824,15,15
FB6,MC3,2023-06-01T14:45:00Z,19.3,0,85.84,0.998,19.4,85.87,0.975,0.06,55.7,61,598,15,15,743,15,15
FB6,MC3,2023-06-01T15:00:00Z,19.5,0,85.8,1,19.7,85.83,0.982,0.04,86.1,92.7,573,15,15,743,15,15
FB6,MC3,2023-06-01T15:15:00Z,19.8,0,85.82,1.001,19.9,85.85,0.984,0.04,89.9,99.2,560,15,15,676,15,15
FB6,MC3,2023-06-01T15:30:00Z,20,0,85.82,1,20.2,85.85,0.985,0.04,69.6,74,557,15,15,658,15,15
FB6,MC3,2023-06-01T15:45:00Z,19.8,0,85.82,1,20,85.85,0.979,0.05,53.1,54.4,554,15,15,651,15,15
FB6,MC3,2023-06-01T16:00:00Z,19.6,0.01,85.82,0.996,19.7,85.86,0.971,0.07,44.1,48.7,552,15,15,647,15,15
FB6,MC3,2023-06-01T16:15:00Z,19.5,0.01,85.82,0.995,19.7,85.85,0.971,0.07,30.2,32.6,608,15,15,849,15,15
FB6,MC3,2023-06-01T16:30:00Z,19.1,0,85.82,0.999,19.3,85.85,0.974,0.06,14.8,18.3,584,15,15,746,15,15
FB6,MC3,2023-06-01T16:45:00Z,18.7,0,85.81,0.999,18.9,85.84,0.98,0.04,19,23.3,555,15,15,822,15,15
FB6,MC3,2023-06-01T17:00:00Z,18.6,0,85.8,0.999,18.7,85.83,0.986,0.03,22,26.2,567,15,15,743,15,15
FB6,MC3,2023-06-01T17:15:00Z,18.6,0,85.79,1,18.7,85.82,0.992,0.02,13.4,15.6,548,15,15,739,15,15
FB6,MC3,2023-06-01T17:30:00Z,18.6,0,85.8,1,18.7,85.83,0.994,0.01,8.2,9.5,541,15,15,727,15,15
FB6,MC3,2023-06-01T17:45:00Z,18.6,0,85.84,1,18.7,85.87,0.996,0.01,1.6,3.1,533,15,15,765,15,15
FB6,MC3,2023-06-01T18:00:00Z,18.6,0,85.86,1,18.7,85.89,0.997,0.01,0,0,520,15,15,679,15,15
FB6,MC3,2023-06-01T18:15:00Z,18.4,0,85.87,0.999,18.5,85.9,0.998,0,0,0,516,15,15,674,15,15
FB6,MC3,2023-06-01T18:30:00Z,18.3,0,85.87,1,18.4,85.9,1.001,0,0,0,517,15,15,679,15,15
FB6,MC3,2023-06-01T18:45:00Z,18.4,0,85.88,0.999,18.4,85.91,1,0,0,0,515,15,15,675,15,15
FB6,MC3,2023-06-01T19:00:00Z,18.4,0,85.91,1,18.4,85.94,1.001,0,0,0,523,15,15,661,15,15
FB6,MC3,2023-06-01T19:15:00Z,18.3,0,85.94,0.999,18.3,85.97,1.001,0,0,0,522,15,15,642,15,15
FB6,MC3,2023-06-01T19:30:00Z,18.3,0,85.95,1,18.3,85.98,1.001,0,0,0,524,15,15,653,15,15
FB6,MC3,2023-06-01T19:45:00Z,18.4,0,85.95,1,18.4,85.98,0.999,0,0,0,525,15,15,674,15,15
FB6,MC3,2023-06-01T20:00:00Z,18.5,0,85.97,1,18.5,85.99,1,0,0,0,527,15,15,745,15,15
FB6,MC3,2023-06-01T20:15:00Z,18.5,0,85.96,1,18.5,86,1,0,0,0,543,15,15,845,15,15
FB6,MC3,2023-06-01T20:30:00Z,18.5,0,85.99,0.999,18.5,86.02,1,0,0,0,583,15,15,823,15,15
FB6,MC3,2023-06-01T20:45:00Z,18.5,0,86.01,0.999,18.5,86.04,0.999,0,0,0,588,15,15,796,15,15
FB6,MC3,2023-06-01T21:00:00Z,18.5,0,86.01,0.999,18.5,86.03,1,0,0,0,600,15,15,783,15,15
FB6,MC3,2023-06-01T21:15:00Z,18.4,0,86,1,18.4,86.03,1,0,0,0,602,15,15,848,15,15
FB6,MC3,2023-06-01T21:30:00Z,18.5,0,86.01,1,18.6,86.04,1,0,0,0,625,15,15,828,15,15
FB6,MC3,2023-06-01T21:45:00Z,18.3,0,86.03,1.001,18.4,86.06,1,0,0,0,644,15,15,882,15,15
FB6,MC3,2023-06-01T22:00:00Z,18.2,0,86.04,1,18.3,86.06,1.001,0,0,0,584,15,15,787,15,15
FB6,MC3,2023-06-01T22:15:00Z,18.1,0,86.05,1.001,18.2,86.07,1,0,0,0,568,15,15,704,15,15
FB6,MC3,2023-06-01T22:30:00Z,18.1,0,86.05,1,18.1,86.07,0.999,0,0,0,565,15,15,753,15,15
FB6,MC3,2023-06-01T22:45:00Z,18.1,0,86.03,1,18.2,86.06,1,0,0,0,558,15,15,789,15,15
FB6,MC3,2023-06-01T23:00:00Z,18.1,0,86.02,1.001,18.2,86.05,1,0,0,0,561,15,15,807,15,15
FB6,MC3,2023-06-01T23:15:00Z,18.2,0,86.01,1,18.3,86.04,1.001,0,0,0,634,15,15,806,15,15
FB6,MC3,2023-06-01T23:30:00Z,18,0,85.99,1.001,18.1,86.02,1.001,0,0,0,560,15,15,730,15,15
FB6,MC3,2023-06-01T23:45:00Z,17.9,0,85.99,1,18,86.02,1,0,0,0,572,15,15,768,15,15
FB6,MC3,2023-06-02T00:00:00Z,17.6,0,85.99,0.999,17.7,86.02,0.999,0,0,0,562,15,15,661,15,15
FB6,MC3,2023-06-02T00:15:00Z,17.8,0,85.98,0.999,17.8,86.01,1,0,0,0,551,15,15,712,15,15
FB6,MC3,2023-06-02T00:30:00Z,17.9,0,85.96,1,18,85.99,0.999,0,0,0,539,15,15,744,15,15
FB6,MC3,2023-06-02T00:45:00Z,18,0,85.94,1,18,85.97,1,0,0,0,538,15,15,806,15,15
FB6,MC3,2023-06-02T01:00:00Z,18,0,85.93,1,18,85.96,1.001,0,0,0,535,15,15,757,15,15
FB6,MC3,2023-06-02T01:15:00Z,17.9,0,85.89,1,18,85.92,1,0,0,0,536,15,15,715,15,15
FB6,MC3,2023-06-02T01:30:00Z,17.9,0,85.86,1.001,17.9,85.89,1,0,0,0,538,15,15,684,15,15
FB6,MC3,2023-06-02T01:45:00Z,18,0,85.85,1.001,18,85.88,1,0,0,0,542,15,15,647,15,15
FB6,MC3,2023-06-02T02:00:00Z,17.9,0,85.83,1.001,18,85.86,1,0,0,0,541,15,15,641,15,15
FB6,MC3,2023-06-02T02:15:00Z,17.9,0,85.82,1,17.9,85.84,1,0,0,0,545,15,15,666,15,15
FB6,MC3,2023-06-02T02:30:00Z,17.8,0,85.81,1.001,17.9,85.84,1,0,0,0,545,15,15,657,15,15
FB6,MC3,2023-06-02T02:45:00Z,17.8,0,85.81,1,17.9,85.84,1,0,0,0,544,15,15,658,15,15
FB6,MC3,2023-06-02T03:00:00Z,17.7,0,85.8,0.999,17.8,85.83,0.999,0,0,0,537,15,15,678,15,15
FB6,MC3,2023-06-02T03:15:00Z,17.7,0,85.8,1,17.7,85.82,0.999,0,0,0,523,15,15,676,15,15
FB6,MC3,2023-06-02T03:30:00Z,17.6,0,85.8,1,17.6,85.83,1,0,0,0,518,15,15,670,15,15
FB6,MC3,2023-06-02T03:45:00Z,17.6,0,85.79,0.999,17.6,85.82,1,0,0,0,511,15,15,644,15,15
FB6,MC3,2023-06-02T04:00:00Z,17.5,0,85.8,0.999,17.5,85.83,1,0,0,0,503,15,15,626,15,15
FB6,MC3,2023-06-02T04:15:00Z,17.5,0,85.81,0.999,17.4,85.84,1,0,0,0,498,15,15,618,15,15
FB6,MC3,2023-06-02T04:30:00Z,17.6,0,85.8,1,17.5,85.83,1,0,0,0,494,15,15,615,15,15
FB6,MC3,2023-06-02T04:45:00Z,17.6,0,85.8,1,17.5,85.83,1.001,0,0,0,492,15,15,612,15,15
FB6,MC3,2023-06-02T05:00:00Z,17.7,0,85.82,0.999,17.6,85.85,1,0,0,0,491,15,15,635,15,15
FB6,MC3,2023-06-02T05:15:00Z,17.8,0,85.83,1,17.6,85.86,1,0,0,0,489,15,15,599,15,15
FB6,MC3,2023-06-02T05:30:00Z,17.7,0,85.83,1,17.6,85.86,1,0,0,0,488,15,15,596,15,15
FB6,MC3,2023-06-02T05:45:00Z,17.8,0,85.85,1,17.6,85.88,1,0,2.6,3.1,486,15,15,593,15,15
FB6,MC3,2023-06-02T06:00:00Z,17.8,0,85.87,1,17.7,85.9,0.999,0,8.4,9.5,484,15,15,587,15,15
FB6,MC3,2023-06-02T06:15:00Z,17.8,0,85.89,1,17.6,85.92,1,0,13.5,15.4,482,15,15,588,15,15
FB6,MC3,2023-06-02T06:30:00Z,17.8,0,85.91,1.001,17.8,85.94,1.001,0,16.8,18.9,480,15,15,584,15,15
FB6,MC3,2023-06-02T06:45:00Z,17.9,0,85.93,0.999,17.8,85.96,1,0,13.2,14.5,479,15,15,581,15,15
FB6,MC3,2023-06-02T07:00:00Z,17.8,0,85.94,1,17.8,85.97,1,0,9.3,9.5,504,15,15,821,15,15
FB6,MC3,2023-06-02T07:15:00Z,17.7,0,85.95,1,17.6,85.98,1,0,7,7.1,590,15,15,866,15,15
FB6,MC3,2023-06-02T07:30:00Z,17.5,0,85.96,1,17.5,85.99,1,0,5.7,6,586,15,15,844,15,15
FB6,MC3,2023-06-02T07:45:00Z,17.5,0,85.96,1,17.4,85.98,0.999,0,6.2,6.4,638,15,15,862,15,15
FB6,MC3,2023-06-02T08:00:00Z,17.7,0,85.95,1,17.6,85.98,1,0,7.9,8.2,615,15,15,842,15,15
FB6,MC3,2023-06-02T08:15:00Z,17.8,0,85.96,1.001,17.7,85.99,0.999,0,9.7,10.3,633,15,15,811,15,15
FB6,MC3,2023-06-02T08:30:00Z,18,0,85.97,0.999,17.8,86,0.999,0,11.9,12.3,617,15,15,797,15,15
FB6,MC3,2023-06-02T08:45:00Z,18.1,0,85.98,1,17.9,86.01,1,0,15,15.7,636,15,15,793,15,15
FB6,MC3,2023-06-02T09:00:00Z,18.1,0,85.99,0.999,18,86.02,1,0,18.3,19,609,15,15,814,15,15
FB6,MC3,2023-06-02T09:15:00Z,18.2,0,85.98,1,18.2,86.01,1,0,24.7,26.2,597,15,15,825,15,15
FB6,MC3,2023-06-02T09:30:00Z,18.3,0,85.96,1,18.2,85.99,1.001,0,33.9,37,556,15,15,798,15,15
FB6,MC3,2023-06-02T09:45:00Z,18.5,0,85.94,0.999,18.2,85.98,1,0,54.2,59.9,532,15,15,750,15,15
FB6,MC3,2023-06-02T10:00:00Z,18.8,0,85.93,1.001,18.5,85.96,1,0,62.4,70.5,518,15,15,725,15,15
FB6,MC3,2023-06-02T10:15:00Z,19.1,0.01,85.91,0.997,18.7,85.95,1,0,67.4,76.4,506,15,15,740,15,15
FB6,MC3,2023-06-02T10:30:00Z,19.1,0,85.91,1,18.9,85.94,1,0,82.6,92.7,498,15,15,772,15,15
FB6,MC3,2023-06-02T10:45:00Z,19.4,0,85.92,1,19.2,85.95,1.002,0,113.7,125.2,495,15,15,752,15,15
FB6,MC3,2023-06-02T11:00:00Z,19.6,0,85.92,1,19.5,85.95,1,0,127.6,130.4,486,15,15,746,15,15
FB6,MC3,2023-06-02T11:15:00Z,20,0,85.91,0.999,19.9,85.94,1,0,159.9,164.1,479,15,15,720,15,15
FB6,MC3,2023-06-02T11:30:00Z,20.4,0.03,85.91,0.989,20.3,85.94,0.997,0.01,155.3,167.5,473,15,15,691,15,15
FB6,MC3,2023-06-02T11:45:00Z,20.8,0.08,85.9,0.968,20.6,85.93,0.979,0.05,170.1,183.3,464,15,15,656,15,15
FB6,MC3,2023-06-02T12:00:00Z,20.9,0.13,85.87,0.948,20.8,85.9,0.952,0.12,187.9,184.8,455,6,15,630,15,15
FB6,MC3,2023-06-02T12:15:00Z,20.8,0.15,85.85,0.941,20.9,85.88,0.939,0.15,184.4,160.9,453,0,15,614,15,15
FB6,MC3,2023-06-02T12:30:00Z,21.2,0.12,85.84,0.952,21.2,85.87,0.945,0.14,180.2,163.5,452,0,15,603,15,15
FB6,MC3,2023-06-02T12:45:00Z,21.1,0.16,85.83,0.937,21.3,85.86,0.929,0.18,227.2,161.5,452,0,15,589,15,15
FB6,MC3,2023-06-02T13:00:00Z,21.1,0.12,85.81,0.952,21.5,85.84,0.931,0.18,449.9,255.8,450,0,15,567,15,15
FB6,MC3,2023-06-02T13:15:00Z,21.4,0.17,85.8,0.935,22,85.83,0.91,0.24,213.5,199.4,450,0,13,555,15,15
FB6,MC3,2023-06-02T13:30:00Z,20.8,0.15,85.78,0.94,21.4,85.81,0.913,0.22,120.3,114.6,451,0,15,547,15,15
FB6,MC3,2023-06-02T13:45:00Z,19.9,0.09,85.77,0.962,20.3,85.8,0.936,0.15,92.1,93.4,451,0,15,542,15,15
FB6,MC3,2023-06-02T14:00:00Z,19.8,0.07,85.75,0.971,20,85.78,0.949,0.12,86.1,96.7,451,0,15,535,15,15
FB6,MC3,2023-06-02T14:15:00Z,20.1,0.09,85.74,0.962,20.2,85.77,0.947,0.12,94.1,133.3,451,0,15,526,15,15
FB6,MC3,2023-06-02T14:30:00Z,20.4,0.13,85.73,0.945,20.4,85.76,0.935,0.16,102.9,191.5,451,0,15,515,15,15
FB6,MC3,2023-06-02T14:45:00Z,21.1,0.18,85.7,0.928,21,85.73,0.926,0.19,109.5,226,450,0,15,502,15,15
FB6,MC3,2023-06-02T15:00:00Z,21.8,0.23,85.68,0.911,21.7,85.71,0.911,0.23,101.1,293.3,450,0,15,479,15,15
FB6,MC3,2023-06-02T15:15:00Z,22.8,0.35,85.66,0.874,22.4,85.7,0.888,0.3,78.7,297.2,450,0,3,450,7,15
FB6,MC3,2023-06-02T15:30:00Z,22.7,0.42,85.66,0.848,22.4,85.69,0.866,0.36,54.9,336,449,0,0,448,0,6
FB6,MC3,2023-06-02T15:45:00Z,22.8,0.45,85.66,0.839,22.4,85.69,0.858,0.38,57.3,394.4,449,0,0,448,0,0
FB6,MC3,2023-06-02T16:00:00Z,22.2,0.42,85.66,0.843,22.9,85.69,0.835,0.46,52.2,168.8,449,0,0,452,0,9
FB6,MC3,2023-06-02T16:15:00Z,21.7,0.3,85.67,0.885,23.2,85.7,0.837,0.46,42.5,48.2,450,0,0,453,0,15
FB6,MC3,2023-06-02T16:30:00Z,21.3,0.28,85.68,0.891,22.6,85.71,0.843,0.43,33.1,31.7,450,0,0,453,0,15
FB6,MC3,2023-06-02T16:45:00Z,20.7,0.19,85.69,0.924,21.5,85.72,0.886,0.29,19.6,18.5,451,0,14,454,0,15
FB6,MC3,2023-06-02T17:00:00Z,20.2,0.11,85.69,0.955,20.7,85.72,0.921,0.19,33.1,20.7,451,0,15,454,0,15
FB6,MC3,2023-06-02T17:15:00Z,20.3,0.12,85.7,0.948,20.7,85.73,0.926,0.18,31.1,18.9,450,0,15,454,0,15
FB6,MC3,2023-06-02T17:30:00Z,19.9,0.21,85.71,0.91,20.3,85.73,0.899,0.24,22.9,15.2,450,0,15,454,0,15
FB6,MC3,2023-06-02T17:45:00Z,19.7,0.21,85.73,0.908,19.8,85.75,0.905,0.22,12.8,10.3,450,0,15,454,0,15
FB6,MC3,2023-06-02T18:00:00Z,19.6,0.22,85.74,0.903,19.5,85.77,0.907,0.21,3.7,3.3,450,0,15,454,0,15
FB6,MC3,2023-06-02T18:15:00Z,19.5,0.24,85.75,0.896,19.3,85.79,0.909,0.2,0,0,450,0,15,454,0,15
FB6,MC3,2023-06-02T18:30:00Z,19.4,0.26,85.76,0.885,19,85.79,0.903,0.21,0,0,450,0,15,454,0,15
FB6,MC3,2023-06-02T18:45:00Z,19.2,0.28,85.78,0.875,18.9,85.81,0.893,0.23,0,0,450,0,15,454,0,15
FB6,MC3,2023-06-02T19:00:00Z,19.2,0.3,85.8,0.864,18.8,85.83,0.888,0.24,0,0,450,0,7,454,0,15
FB6,MC3,2023-06-02T19:15:00Z,19,0.29,85.83,0.866,18.6,85.85,0.886,0.24,0,0,450,0,11,454,0,15
FB6,MC3,2023-06-02T19:30:00Z,19,0.27,85.83,0.875,18.6,85.86,0.895,0.23,0,0,450,0,10,454,0,15
FB6,MC3,2023-06-02T19:45:00Z,19,0.27,85.82,0.877,18.6,85.85,0.897,0.22,0,0,450,0,12,454,0,15
FB6,MC3,2023-06-02T20:00:00Z,19,0.27,85.82,0.878,18.6,85.85,0.895,0.22,0,0,450,0,13,454,0,15
FB6,MC3,2023-06-02T20:15:00Z,18.9,0.25,85.83,0.884,18.6,85.86,0.899,0.22,0,0,450,0,14,454,0,15
FB6,MC3,2023-06-02T20:30:00Z,18.8,0.22,85.82,0.899,18.6,85.85,0.909,0.19,0,0,450,0,15,454,0,15
