Tree,MC,Timestamp,Port2_RH,Port2_Temp,Port2_VPD,Port2_Atmos_pressure,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port1_Solar,Port3_LWS_Count,Port3_LW_minutes,Port3_LW_minutes_H,Port4_Solar,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
TV1,MC2,2023-05-31T18:45:00Z,1,17.1,0,85.55,85.58,17.2,0.08,0.959,0,454,15,0,0,0,15,454
TV1,MC2,2023-05-31T19:00:00Z,1,17.1,0,85.56,85.6,17.1,0.08,0.96,0,454,15,0,0,0,15,454
TV1,MC2,2023-05-31T19:15:00Z,1,17,0,85.59,85.63,17.1,0.08,0.96,0,454,15,0,0,0,15,454
TV1,MC2,2023-05-31T19:30:00Z,1,17.1,0,85.61,85.65,17.2,0.08,0.961,0,454,15,0,0,0,15,454
TV1,MC2,2023-05-31T19:45:00Z,1,17.1,0,85.62,85.66,17.1,0.08,0.957,0,454,15,0,0,0,15,454
TV1,MC2,2023-05-31T20:00:00Z,0.997,17.2,0.01,85.64,85.67,17.2,0.11,0.945,0,454,15,0,0,0,15,453
TV1,MC2,2023-05-31T20:15:00Z,0.979,17.2,0.04,85.65,85.69,17.2,0.14,0.928,0,453,15,0,0,0,15,453
TV1,MC2,2023-05-31T20:30:00Z,0.972,17.4,0.06,85.66,85.7,17.4,0.16,0.92,0,453,15,0,0,0,15,453
TV1,MC2,2023-05-31T20:45:00Z,0.973,17.5,0.05,85.67,85.71,17.5,0.15,0.922,0,593,15,4,0,3,15,601
TV1,MC2,2023-05-31T21:00:00Z,0.992,17.3,0.02,85.67,85.71,17.4,0.13,0.935,0,572,15,15,0,15,15,577
TV1,MC2,2023-05-31T21:15:00Z,1,17.2,0,85.68,85.72,17.2,0.1,0.951,0,558,15,15,0,15,15,559
TV1,MC2,2023-05-31T21:30:00Z,0.999,17.2,0,85.69,85.72,17.3,0.08,0.958,0,551,15,15,0,15,15,548
TV1,MC2,2023-05-31T21:45:00Z,1.001,17.3,0,85.69,85.73,17.3,0.07,0.963,0,627,15,15,0,15,15,676
TV1,MC2,2023-05-31T22:00:00Z,1,17.3,0,85.69,85.73,17.3,0.07,0.965,0,618,15,15,0,15,15,681
TV1,MC2,2023-05-31T22:15:00Z,1.001,17.2,0,85.69,85.73,17.3,0.07,0.967,0,586,15,15,0,15,15,623
TV1,MC2,2023-05-31T22:30:00Z,1,17.4,0,85.7,85.74,17.4,0.06,0.972,0,816,15,15,0,15,15,678
TV1,MC2,2023-05-31T22:45:00Z,1,17.3,0,85.7,85.73,17.4,0.06,0.972,0,841,15,15,0,15,15,756
TV1,MC2,2023-05-31T23:00:00Z,1.001,17.2,0,85.68,85.72,17.4,0.05,0.975,0,829,15,15,0,15,15,691
TV1,MC2,2023-05-31T23:15:00Z,1.001,17.4,0,85.68,85.72,17.5,0.04,0.98,0,960,15,15,0,15,15,743
TV1,MC2,2023-05-31T23:30:00Z,1,17.5,0,85.67,85.71,17.6,0.04,0.982,0,708,15,15,0,15,15,699
TV1,MC2,2023-05-31T23:45:00Z,0.999,17.5,0,85.66,85.7,17.6,0.03,0.983,0,671,15,15,0,15,15,694
TV1,MC2,2023-06-01T00:00:00Z,0.999,17.5,0,85.66,85.7,17.6,0.03,0.985,0,668,15,15,0,15,15,656
TV1,MC2,2023-06-01T00:15:00Z,1,17.5,0,85.64,85.68,17.6,0.03,0.987,0,667,15,15,0,15,15,676
TV1,MC2,2023-06-01T00:30:00Z,1,17.5,0,85.62,85.66,17.6,0.02,0.988,0,640,15,15,0,15,15,634
TV1,MC2,2023-06-01T00:45:00Z,0.999,17.5,0,85.6,85.63,17.5,0.02,0.991,0,650,15,15,0,15,15,634
TV1,MC2,2023-06-01T01:00:00Z,1,17.5,0,85.59,85.63,17.5,0.02,0.99,0,692,15,15,0,15,15,630
TV1,MC2,2023-06-01T01:15:00Z,1,17.4,0,85.56,85.6,17.4,0.02,0.992,0,623,15,15,0,15,15,627
TV1,MC2,2023-06-01T01:30:00Z,1,17.3,0,85.54,85.57,17.4,0.01,0.993,0,618,15,15,0,15,15,617
TV1,MC2,2023-06-01T01:45:00Z,1,17.2,0,85.51,85.54,17.2,0.01,0.994,0,627,15,15,0,15,15,610
TV1,MC2,2023-06-01T02:00:00Z,0.999,17.1,0,85.5,85.53,17.2,0.01,0.994,0,631,15,15,0,15,15,602
TV1,MC2,2023-06-01T02:15:00Z,1.002,17,0,85.48,85.51,17.1,0.01,0.995,0,649,15,15,0,15,15,626
TV1,MC2,2023-06-01T02:30:00Z,1,16.9,0,85.47,85.51,17,0.01,0.996,0,691,15,15,0,15,15,670
TV1,MC2,2023-06-01T02:45:00Z,1.001,16.8,0,85.47,85.5,16.9,0.01,0.997,0,650,15,15,0,15,15,641
TV1,MC2,2023-06-01T03:00:00Z,0.999,16.9,0,85.45,85.49,16.9,0.01,0.997,0,632,15,15,0,15,15,631
TV1,MC2,2023-06-01T03:15:00Z,1,16.7,0,85.44,85.47,16.8,0,0.998,0,615,15,15,0,15,15,630
TV1,MC2,2023-06-01T03:30:00Z,1,16.7,0,85.44,85.48,16.8,0,0.998,0,624,15,15,0,15,15,624
TV1,MC2,2023-06-01T03:45:00Z,0.999,16.8,0,85.44,85.48,16.8,0,0.998,0,624,15,15,0,15,15,618
TV1,MC2,2023-06-01T04:00:00Z,1.001,16.9,0,85.45,85.49,16.9,0,1,0,620,15,15,0,15,15,611
TV1,MC2,2023-06-01T04:15:00Z,1,17,0,85.45,85.49,17,0,0.998,0,619,15,15,0,15,15,605
TV1,MC2,2023-06-01T04:30:00Z,1,17,0,85.45,85.49,17,0,0.999,0,607,15,15,0,15,15,599
TV1,MC2,2023-06-01T04:45:00Z,1,16.8,0,85.46,85.5,16.9,0.01,0.995,0,591,15,15,0,15,15,592
TV1,MC2,2023-06-01T05:00:00Z,0.999,16.7,0,85.47,85.51,16.8,0.01,0.994,0,566,15,15,0,15,15,585
TV1,MC2,2023-06-01T05:15:00Z,0.999,16.6,0,85.49,85.52,16.6,0.01,0.994,0,551,15,15,0,15,15,580
TV1,MC2,2023-06-01T05:30:00Z,1,16.5,0,85.51,85.54,16.5,0.01,0.993,0,543,15,15,0,15,15,578
TV1,MC2,2023-06-01T05:45:00Z,1,16.3,0,85.52,85.56,16.4,0.01,0.994,7.9,534,15,15,3.8,15,15,572
TV1,MC2,2023-06-01T06:00:00Z,0.999,16.4,0,85.54,85.58,16.4,0.01,0.994,15.4,526,15,15,10.8,15,15,564
TV1,MC2,2023-06-01T06:15:00Z,1,16.4,0,85.56,85.6,16.5,0.01,0.994,22.7,520,15,15,15.7,15,15,550
TV1,MC2,2023-06-01T06:30:00Z,1,16.5,0,85.58,85.62,16.6,0.01,0.994,22.7,516,15,15,15.7,15,15,548
TV1,MC2,2023-06-01T06:45:00Z,0.998,16.7,0,85.59,85.63,16.7,0.01,0.996,29.1,512,15,15,20.9,15,15,545
TV1,MC2,2023-06-01T07:00:00Z,0.999,16.8,0,85.61,85.64,16.9,0.01,0.996,39.7,508,15,15,28,15,15,543
TV1,MC2,2023-06-01T07:15:00Z,1,17.2,0,85.62,85.66,17.1,0.01,0.995,58.2,505,15,15,37.5,15,15,540
TV1,MC2,2023-06-01T07:30:00Z,1.001,17.5,0,85.64,85.67,17.5,0.01,0.994,88.4,500,15,15,48.9,15,15,535
TV1,MC2,2023-06-01T07:45:00Z,1,17.6,0,85.66,85.69,17.7,0.02,0.991,79.8,499,15,15,34.8,15,15,532
TV1,MC2,2023-06-01T08:00:00Z,1,17.7,0,85.66,85.7,17.8,0.02,0.989,96.1,496,15,15,38.3,15,15,541
TV1,MC2,2023-06-01T08:15:00Z,1,18,0,85.67,85.71,18.2,0.04,0.98,118.5,489,15,15,38.6,15,15,527
TV1,MC2,2023-06-01T08:30:00Z,0.999,18,0,85.69,85.73,18.4,0.1,0.951,128.5,483,15,15,53.8,15,15,515
TV1,MC2,2023-06-01T08:45:00Z,1,18.2,0,85.7,85.73,18.5,0.18,0.914,132.6,469,15,15,63.4,15,15,504
TV1,MC2,2023-06-01T09:00:00Z,0.993,18.7,0.02,85.71,85.75,18.8,0.2,0.909,157.8,454,15,3,80.4,15,15,493
TV1,MC2,2023-06-01T09:15:00Z,0.967,19.3,0.07,85.7,85.74,19.1,0.21,0.906,227.8,454,15,0,90.6,15,15,478
TV1,MC2,2023-06-01T09:30:00Z,0.942,19.5,0.13,85.7,85.74,19.4,0.24,0.891,211.9,453,15,0,105.8,9,15,453
TV1,MC2,2023-06-01T09:45:00Z,0.936,19.7,0.15,85.69,85.73,19.6,0.25,0.89,214.1,452,15,0,104.2,0,15,453
TV1,MC2,2023-06-01T10:00:00Z,0.922,20.2,0.18,85.68,85.71,19.9,0.28,0.878,247.4,452,15,0,112.2,0,15,453
TV1,MC2,2023-06-01T10:15:00Z,0.922,20.6,0.19,85.68,85.72,20.3,0.27,0.887,232.9,452,15,0,126.5,0,15,452
TV1,MC2,2023-06-01T10:30:00Z,0.918,20.6,0.2,85.67,85.7,20.4,0.29,0.88,200.9,452,15,0,106.9,0,15,452
TV1,MC2,2023-06-01T10:45:00Z,0.929,20.3,0.17,85.66,85.69,20.2,0.26,0.888,354.9,451,15,0,137.3,0,15,452
TV1,MC2,2023-06-01T11:00:00Z,0.907,21.4,0.24,85.65,85.68,21.1,0.32,0.871,349.4,451,15,0,154.7,0,15,452
TV1,MC2,2023-06-01T11:15:00Z,0.892,21.4,0.28,85.63,85.67,21.2,0.36,0.859,287.8,451,15,0,151.4,0,15,452
TV1,MC2,2023-06-01T11:30:00Z,0.891,21.6,0.28,85.62,85.66,21.2,0.36,0.859,281.6,451,15,0,179.1,0,15,451
TV1,MC2,2023-06-01T11:45:00Z,0.905,21.4,0.24,85.62,85.65,21.2,0.33,0.869,244.1,451,15,0,186.8,0,15,451
TV1,MC2,2023-06-01T12:00:00Z,0.894,22,0.28,85.59,85.63,21.9,0.36,0.862,291.7,451,15,0,196.7,0,15,451
TV1,MC2,2023-06-01T12:15:00Z,0.858,22.2,0.38,85.58,85.61,22,0.44,0.833,261.3,451,15,0,141,0,15,451
TV1,MC2,2023-06-01T12:30:00Z,0.862,21.8,0.36,85.56,85.6,21.7,0.44,0.831,220.8,450,15,0,159.3,0,15,451
TV1,MC2,2023-06-01T12:45:00Z,0.871,22,0.34,85.55,85.58,21.8,0.41,0.842,186.2,451,15,0,130.2,0,15,451
TV1,MC2,2023-06-01T13:00:00Z,0.894,21.8,0.28,85.53,85.57,21.6,0.37,0.858,163.9,451,15,0,108.6,0,15,452
TV1,MC2,2023-06-01T13:15:00Z,0.931,21.5,0.18,85.52,85.56,21.3,0.27,0.892,198.9,451,15,0,149.2,0,15,451
TV1,MC2,2023-06-01T13:30:00Z,0.93,21.6,0.18,85.52,85.56,21.6,0.28,0.89,137.5,452,15,0,100.2,0,15,452
TV1,MC2,2023-06-01T13:45:00Z,0.948,21.2,0.13,85.51,85.54,21.2,0.25,0.899,88.6,576,15,3,62.4,3,15,517
TV1,MC2,2023-06-01T14:00:00Z,0.976,20.7,0.06,85.5,85.53,20.8,0.19,0.921,55.3,598,15,15,39,15,15,552
TV1,MC2,2023-06-01T14:15:00Z,0.998,20,0.01,85.49,85.53,20.1,0.14,0.939,27.3,694,15,15,19.8,15,15,710
TV1,MC2,2023-06-01T14:30:00Z,1,19.6,0,85.48,85.52,19.8,0.11,0.95,51.8,642,15,15,36.6,15,15,642
TV1,MC2,2023-06-01T14:45:00Z,1,19.2,0,85.48,85.51,19.5,0.1,0.956,88.6,604,15,15,70.7,15,15,602
TV1,MC2,2023-06-01T15:00:00Z,1,19.6,0,85.45,85.48,19.6,0.09,0.962,189.7,562,15,15,163.3,15,15,558
TV1,MC2,2023-06-01T15:15:00Z,1,19.8,0,85.44,85.48,20,0.09,0.961,116.5,522,15,15,86.1,15,15,550
TV1,MC2,2023-06-01T15:30:00Z,1,19.7,0,85.44,85.48,19.9,0.09,0.96,66.3,517,15,15,48.3,15,15,547
TV1,MC2,2023-06-01T15:45:00Z,1,19.5,0,85.45,85.48,19.7,0.09,0.962,43.4,509,15,15,32.2,15,15,544
TV1,MC2,2023-06-01T16:00:00Z,1,19.3,0,85.44,85.48,19.4,0.08,0.964,21.4,869,15,15,14.1,15,15,921
TV1,MC2,2023-06-01T16:15:00Z,1,18.9,0,85.45,85.48,19.1,0.07,0.969,17.4,704,15,15,11.2,15,15,641
TV1,MC2,2023-06-01T16:30:00Z,1,18.5,0,85.46,85.49,18.7,0.06,0.972,35.2,634,15,15,23.6,15,15,651
TV1,MC2,2023-06-01T16:45:00Z,1,18.4,0,85.46,85.49,18.6,0.06,0.974,32.2,641,15,15,23.3,15,15,622
TV1,MC2,2023-06-01T17:00:00Z,0.999,18.5,0,85.45,85.48,18.6,0.05,0.976,21.8,632,15,15,15.9,15,15,634
TV1,MC2,2023-06-01T17:15:00Z,0.999,18.5,0,85.44,85.48,18.6,0.05,0.978,21.2,629,15,15,16.3,15,15,617
TV1,MC2,2023-06-01T17:30:00Z,1.001,18.5,0,85.45,85.48,18.6,0.04,0.98,11.2,620,15,15,7.1,15,15,606
TV1,MC2,2023-06-01T17:45:00Z,1,18.5,0,85.48,85.51,18.7,0.04,0.982,3.8,620,15,15,1.5,15,15,606
TV1,MC2,2023-06-01T18:00:00Z,1.001,18.5,0,85.5,85.54,18.6,0.04,0.982,0,622,15,15,0,15,15,601
TV1,MC2,2023-06-01T18:15:00Z,1.001,18.3,0,85.51,85.54,18.5,0.04,0.983,0,614,15,15,0,15,15,596
TV1,MC2,2023-06-01T18:30:00Z,1,18.3,0,85.52,85.56,18.3,0.03,0.986,0,610,15,15,0,15,15,607
TV1,MC2,2023-06-01T18:45:00Z,1.001,18.4,0,85.54,85.57,18.5,0.03,0.987,0,610,15,15,0,15,15,608
TV1,MC2,2023-06-01T19:00:00Z,1.001,18.2,0,85.57,85.6,18.4,0.03,0.987,0,598,15,15,0,15,15,618
TV1,MC2,2023-06-01T19:15:00Z,1,18.1,0,85.59,85.63,18.2,0.02,0.989,0,609,15,15,0,15,15,618
TV1,MC2,2023-06-01T19:30:00Z,1,18.1,0,85.59,85.63,18.2,0.02,0.991,0,609,15,15,0,15,15,621
TV1,MC2,2023-06-01T19:45:00Z,1.001,18.3,0,85.59,85.63,18.3,0.02,0.992,0,660,15,15,0,15,15,679
TV1,MC2,2023-06-01T20:00:00Z,1.001,18.4,0,85.61,85.64,18.4,0.02,0.993,0,670,15,15,0,15,15,644
TV1,MC2,2023-06-01T20:15:00Z,1,18.3,0,85.61,85.64,18.5,0.02,0.993,0,674,15,15,0,15,15,659
TV1,MC2,2023-06-01T20:30:00Z,1,18.4,0,85.62,85.65,18.5,0.02,0.993,0,677,15,15,0,15,15,658
TV1,MC2,2023-06-01T20:45:00Z,1.001,18.4,0,85.64,85.67,18.4,0.01,0.994,0,687,15,15,0,15,15,755
TV1,MC2,2023-06-01T21:00:00Z,1,18.3,0,85.63,85.67,18.4,0.01,0.995,0,672,15,15,0,15,15,657
TV1,MC2,2023-06-01T21:15:00Z,1,18.3,0,85.63,85.66,18.4,0.01,0.996,0,686,15,15,0,15,15,732
TV1,MC2,2023-06-01T21:30:00Z,1,18.4,0,85.65,85.68,18.4,0.01,0.996,0,679,15,15,0,15,15,639
TV1,MC2,2023-06-01T21:45:00Z,1,18.2,0,85.66,85.69,18.3,0.01,0.996,0,666,15,15,0,15,15,600
TV1,MC2,2023-06-01T22:00:00Z,1,18.1,0,85.67,85.7,18.1,0.01,0.997,0,654,15,15,0,15,15,560
TV1,MC2,2023-06-01T22:15:00Z,1,18,0,85.68,85.72,18.1,0,0.998,0,629,15,15,0,15,15,559
TV1,MC2,2023-06-01T22:30:00Z,0.999,18,0,85.69,85.72,18,0,0.999,0,684,15,15,0,15,15,644
TV1,MC2,2023-06-01T22:45:00Z,1,18.1,0,85.68,85.71,18.1,0,0.999,0,635,15,15,0,15,15,583
TV1,MC2,2023-06-01T23:00:00Z,1,18.1,0,85.67,85.71,18.2,0,0.999,0,671,15,15,0,15,15,657
TV1,MC2,2023-06-01T23:15:00Z,1,18.2,0,85.67,85.7,18.2,0,1,0,656,15,15,0,15,15,695
TV1,MC2,2023-06-01T23:30:00Z,1.001,17.8,0,85.65,85.69,17.9,0,0.999,0,639,15,15,0,15,15,643
TV1,MC2,2023-06-01T23:45:00Z,0.999,17.7,0,85.65,85.68,17.7,0,0.999,0,622,15,15,0,15,15,629
TV1,MC2,2023-06-02T00:00:00Z,1,17.5,0,85.64,85.68,17.5,0,1.001,0,630,15,15,0,15,15,643
TV1,MC2,2023-06-02T00:15:00Z,0.999,17.7,0,85.63,85.67,17.8,0,0.999,0,625,15,15,0,15,15,644
TV1,MC2,2023-06-02T00:30:00Z,0.999,17.8,0,85.61,85.65,17.8,0,1,0,640,15,15,0,15,15,672
TV1,MC2,2023-06-02T00:45:00Z,0.999,17.9,0,85.6,85.63,17.9,0,1,0,627,15,15,0,15,15,651
TV1,MC2,2023-06-02T01:00:00Z,1,17.9,0,85.59,85.62,17.9,0,1,0,629,15,15,0,15,15,613
TV1,MC2,2023-06-02T01:15:00Z,0.999,17.8,0,85.56,85.6,17.8,0,0.999,0,624,15,15,0,15,15,611
TV1,MC2,2023-06-02T01:30:00Z,0.999,17.8,0,85.54,85.57,17.8,0,1,0,641,15,15,0,15,15,639
TV1,MC2,2023-06-02T01:45:00Z,0.999,17.9,0,85.52,85.56,17.8,0,1,0,631,15,15,0,15,15,633
TV1,MC2,2023-06-02T02:00:00Z,1,17.8,0,85.5,85.54,17.8,0,1.001,0,639,15,15,0,15,15,624
TV1,MC2,2023-06-02T02:15:00Z,1,17.8,0,85.48,85.52,17.8,0,1,0,627,15,15,0,15,15,617
TV1,MC2,2023-06-02T02:30:00Z,1.001,17.8,0,85.47,85.5,17.8,0,0.999,0,630,15,15,0,15,15,615
TV1,MC2,2023-06-02T02:45:00Z,1.001,17.7,0,85.46,85.49,17.8,0,1,0,625,15,15,0,15,15,611
TV1,MC2,2023-06-02T03:00:00Z,1,17.6,0,85.45,85.49,17.7,0,1,0,622,15,15,0,15,15,607
TV1,MC2,2023-06-02T03:15:00Z,1,17.6,0,85.44,85.47,17.6,0,1.001,0,617,15,15,0,15,15,607
TV1,MC2,2023-06-02T03:30:00Z,1.001,17.5,0,85.44,85.48,17.5,0,1.001,0,616,15,15,0,15,15,605
TV1,MC2,2023-06-02T03:45:00Z,1,17.4,0,85.45,85.48,17.4,0,1,0,601,15,15,0,15,15,600
TV1,MC2,2023-06-02T04:00:00Z,1,17.4,0,85.45,85.49,17.4,0,0.999,0,584,15,15,0,15,15,598
TV1,MC2,2023-06-02T04:15:00Z,1.001,17.3,0,85.45,85.49,17.4,0,1,0,563,15,15,0,15,15,593
TV1,MC2,2023-06-02T04:30:00Z,1,17.3,0,85.45,85.48,17.4,0,1,0,545,15,15,0,15,15,592
TV1,MC2,2023-06-02T04:45:00Z,1.001,17.4,0,85.45,85.48,17.4,0,0.999,0,528,15,15,0,15,15,590
TV1,MC2,2023-06-02T05:00:00Z,1,17.5,0,85.47,85.5,17.5,0,1,0,528,15,15,0,15,15,594
TV1,MC2,2023-06-02T05:15:00Z,0.999,17.5,0,85.48,85.51,17.5,0,1.001,0,527,15,15,0,15,15,594
TV1,MC2,2023-06-02T05:30:00Z,1,17.5,0,85.48,85.51,17.5,0,1,0,526,15,15,0,15,15,593
TV1,MC2,2023-06-02T05:45:00Z,1,17.5,0,85.49,85.52,17.5,0,1.001,7.7,523,15,15,5.1,15,15,591
TV1,MC2,2023-06-02T06:00:00Z,1,17.4,0,85.52,85.55,17.5,0,1,16.3,514,15,15,12.3,15,15,586
TV1,MC2,2023-06-02T06:15:00Z,1.001,17.4,0,85.54,85.57,17.5,0,1,21.6,511,15,15,15.4,15,15,582
TV1,MC2,2023-06-02T06:30:00Z,1,17.6,0,85.55,85.58,17.6,0,1,24.5,508,15,15,16.5,15,15,579
TV1,MC2,2023-06-02T06:45:00Z,1,17.6,0,85.57,85.61,17.6,0,1,17.9,523,15,15,10.4,15,15,578
TV1,MC2,2023-06-02T07:00:00Z,1,17.6,0,85.58,85.62,17.7,0,0.998,11.9,694,15,15,7.1,15,15,731
TV1,MC2,2023-06-02T07:15:00Z,1,17.4,0,85.6,85.63,17.5,0,0.999,9.5,725,15,15,5.9,15,15,781
TV1,MC2,2023-06-02T07:30:00Z,1,17.3,0,85.6,85.63,17.4,0.01,0.996,8.2,706,15,15,5.3,15,15,735
TV1,MC2,2023-06-02T07:45:00Z,1,17.2,0,85.6,85.63,17.4,0.01,0.994,9.2,695,15,15,6.2,15,15,752
TV1,MC2,2023-06-02T08:00:00Z,1,17.5,0,85.6,85.63,17.6,0.02,0.99,11.9,695,15,15,8.1,15,15,731
TV1,MC2,2023-06-02T08:15:00Z,0.999,17.7,0,85.61,85.65,17.8,0.02,0.989,13.7,707,15,15,9.3,15,15,754
TV1,MC2,2023-06-02T08:30:00Z,0.999,17.9,0,85.62,85.65,18,0.02,0.988,17.2,652,15,15,12.1,15,15,692
TV1,MC2,2023-06-02T08:45:00Z,1,17.9,0,85.62,85.65,18,0.03,0.987,21.2,673,15,15,15,15,15,690
TV1,MC2,2023-06-02T09:00:00Z,1.001,18,0,85.63,85.66,18.2,0.03,0.987,26.7,659,15,15,19.4,15,15,686
TV1,MC2,2023-06-02T09:15:00Z,1,18,0,85.62,85.65,18.2,0.03,0.984,37.4,652,15,15,27.3,15,15,695
TV1,MC2,2023-06-02T09:30:00Z,1,18,0,85.59,85.62,18.2,0.04,0.982,55.1,625,15,15,41.9,15,15,642
TV1,MC2,2023-06-02T09:45:00Z,1,18.2,0,85.58,85.61,18.4,0.05,0.976,82.8,606,15,15,60.4,15,15,621
TV1,MC2,2023-06-02T10:00:00Z,1.001,18.5,0,85.56,85.59,18.7,0.08,0.965,98.5,576,15,15,70.7,15,15,582
TV1,MC2,2023-06-02T10:15:00Z,1,18.7,0,85.55,85.58,19,0.11,0.95,111.1,525,15,15,78.4,15,15,572
TV1,MC2,2023-06-02T10:30:00Z,1,18.9,0,85.54,85.57,19.1,0.1,0.954,129.6,500,15,15,91.9,15,15,570
TV1,MC2,2023-06-02T10:45:00Z,1,19,0,85.54,85.58,19.2,0.08,0.963,167.2,492,15,15,113.5,15,15,560
TV1,MC2,2023-06-02T11:00:00Z,1,19.3,0,85.55,85.58,19.4,0.08,0.964,193.4,483,15,15,123.2,15,15,557
TV1,MC2,2023-06-02T11:15:00Z,1,19.4,0,85.55,85.58,19.5,0.09,0.961,223.4,457,15,13,144.5,15,15,551
TV1,MC2,2023-06-02T11:30:00Z,1.001,19.9,0,85.54,85.57,20,0.12,0.948,242.4,455,15,0,156,15,15,544
TV1,MC2,2023-06-02T11:45:00Z,0.999,20.3,0,85.53,85.56,20.4,0.14,0.94,239.1,454,15,0,168.1,15,15,538
TV1,MC2,2023-06-02T12:00:00Z,0.983,20.5,0.04,85.51,85.54,20.6,0.19,0.923,226.9,454,15,0,157.3,15,15,530
TV1,MC2,2023-06-02T12:15:00Z,0.968,20.5,0.08,85.48,85.51,20.5,0.21,0.913,211.9,453,15,0,148.9,15,15,522
TV1,MC2,2023-06-02T12:30:00Z,0.962,20.5,0.09,85.47,85.51,20.4,0.21,0.912,197.9,453,15,0,141.7,15,15,514
TV1,MC2,2023-06-02T12:45:00Z,0.982,20.3,0.04,85.46,85.49,20.4,0.17,0.928,212.6,453,15,0,146.7,15,15,507
TV1,MC2,2023-06-02T13:00:00Z,0.98,20.2,0.05,85.44,85.48,20.3,0.17,0.927,254.2,453,15,0,176,15,15,494
TV1,MC2,2023-06-02T13:15:00Z,0.98,20.5,0.05,85.43,85.46,20.4,0.17,0.929,304.7,452,15,0,216.6,15,15,475
TV1,MC2,2023-06-02T13:30:00Z,0.975,20.5,0.06,85.42,85.45,20.4,0.17,0.927,175.6,453,15,0,126.7,14,15,459
TV1,MC2,2023-06-02T13:45:00Z,0.988,19.8,0.03,85.41,85.45,19.8,0.15,0.933,99.1,454,15,0,73.1,0,15,454
TV1,MC2,2023-06-02T14:00:00Z,0.996,19.7,0.01,85.39,85.43,19.7,0.14,0.941,137,453,15,0,111.1,0,15,453
TV1,MC2,2023-06-02T14:15:00Z,0.978,19.9,0.05,85.37,85.4,19.9,0.17,0.929,167.2,453,15,0,180.7,0,15,452
TV1,MC2,2023-06-02T14:30:00Z,0.952,20.3,0.11,85.36,85.39,20.3,0.23,0.904,188.8,452,15,0,312,0,15,451
TV1,MC2,2023-06-02T14:45:00Z,0.939,20.8,0.15,85.33,85.37,20.7,0.26,0.895,183.1,452,15,0,295.5,0,15,451
TV1,MC2,2023-06-02T15:00:00Z,0.911,21.3,0.23,85.31,85.34,21.1,0.32,0.874,196.1,452,15,0,221.7,0,15,451
TV1,MC2,2023-06-02T15:15:00Z,0.869,21.8,0.34,85.3,85.34,21.2,0.38,0.847,499.7,450,15,0,238,0,12,451
TV1,MC2,2023-06-02T15:30:00Z,0.87,21.9,0.34,85.3,85.33,21.3,0.38,0.849,259.3,451,15,0,141.4,0,15,451
TV1,MC2,2023-06-02T15:45:00Z,0.894,21.5,0.27,85.3,85.33,21.2,0.35,0.863,142.3,451,15,0,130.9,0,15,451
TV1,MC2,2023-06-02T16:00:00Z,0.897,21.7,0.27,85.31,85.34,21.8,0.37,0.858,167.9,451,15,0,361.5,0,2,449
TV1,MC2,2023-06-02T16:15:00Z,0.921,21.1,0.2,85.32,85.35,21.2,0.32,0.874,89.2,452,15,0,72,0,14,452
TV1,MC2,2023-06-02T16:30:00Z,0.95,20.5,0.12,85.33,85.36,20.4,0.24,0.901,49.3,453,15,0,45.6,0,15,453
TV1,MC2,2023-06-02T16:45:00Z,0.969,20,0.07,85.33,85.37,20,0.19,0.92,22.7,454,15,0,17,0,15,453
TV1,MC2,2023-06-02T17:00:00Z,0.977,19.6,0.05,85.34,85.37,19.5,0.16,0.928,17.9,454,15,0,14.8,0,15,453
TV1,MC2,2023-06-02T17:15:00Z,0.969,19.4,0.07,85.34,85.38,19.3,0.18,0.921,18.5,454,15,0,15.9,0,15,453
TV1,MC2,2023-06-02T17:30:00Z,0.954,19.4,0.1,85.35,85.38,19.3,0.21,0.908,16.3,453,15,0,14.1,0,15,453
TV1,MC2,2023-06-02T17:45:00Z,0.943,19.4,0.13,85.36,85.4,19.3,0.23,0.899,11.9,453,15,0,9.9,0,15,453
TV1,MC2,2023-06-02T18:00:00Z,0.95,19.1,0.11,85.38,85.41,19,0.21,0.904,5.5,454,15,0,4,0,15,453
TV1,MC2,2023-06-02T18:15:00Z,0.959,18.8,0.09,85.4,85.43,18.7,0.19,0.913,0,454,15,0,0,0,15,454
TV1,MC2,2023-06-02T18:30:00Z,0.952,18.5,0.1,85.41,85.44,18.4,0.19,0.911,0,453,15,0,0,0,15,453
TV1,MC2,2023-06-02T18:45:00Z,0.925,18.6,0.16,85.42,85.45,18.5,0.24,0.888,0,453,15,0,0,0,15,453
TV1,MC2,2023-06-02T19:00:00Z,0.923,18.5,0.16,85.44,85.47,18.4,0.24,0.885,0,453,15,0,0,0,15,453
TV1,MC2,2023-06-02T19:15:00Z,0.943,18.2,0.12,85.46,85.5,18,0.2,0.903,0,454,15,0,0,0,15,454
TV1,MC2,2023-06-02T19:30:00Z,0.964,17.7,0.07,85.48,85.51,17.5,0.16,0.922,0,454,15,0,0,0,15,454
TV1,MC2,2023-06-02T19:45:00Z,0.969,17.6,0.06,85.46,85.5,17.4,0.15,0.925,0,454,15,0,0,0,15,453
TV1,MC2,2023-06-02T20:00:00Z,0.968,17.6,0.07,85.46,85.49,17.6,0.16,0.921,0,454,15,0,0,0,15,454
