Tree,MC,Timestamp,Port2_RH,Port2_Temp,Port2_VPD,Port2_Atmos_pressure,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port1_Solar,Port3_LWS_Count,Port3_LW_minutes,Port3_LW_minutes_H,Port4_Solar,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
TV1,MC2,2023-07-01T09:15:00Z,0.944,20.7,0.14,85.51,85.56,20.1,0.18,0.923,529.4,453,15,0,62.4,15,15,522
TV1,MC2,2023-07-01T09:30:00Z,0.949,20.4,0.12,85.55,85.59,20,0.18,0.922,189.5,454,15,0,80.6,15,15,514
TV1,MC2,2023-07-01T09:45:00Z,0.957,20.3,0.1,85.57,85.62,20,0.18,0.924,288.2,453,15,0,58.4,15,15,505
TV1,MC2,2023-07-01T10:00:00Z,0.952,20.3,0.11,85.61,85.65,20,0.18,0.922,156.7,454,15,0,72.5,15,15,494
TV1,MC2,2023-07-01T10:15:00Z,0.962,20.5,0.09,85.62,85.66,20.2,0.17,0.93,215.3,453,15,0,97.4,15,15,474
TV1,MC2,2023-07-01T10:30:00Z,0.945,20.9,0.14,85.62,85.66,20.6,0.21,0.913,227.2,453,15,0,113.3,8,15,456
TV1,MC2,2023-07-01T10:45:00Z,0.957,20.4,0.1,85.62,85.66,20.3,0.19,0.922,241.1,453,15,0,146.7,0,15,455
TV1,MC2,2023-07-01T11:00:00Z,0.961,20.1,0.09,85.61,85.65,20,0.18,0.925,235.7,453,15,0,140.1,0,15,456
TV1,MC2,2023-07-01T11:15:00Z,0.985,19.5,0.03,85.61,85.65,19.5,0.14,0.94,126.7,459,15,1,94.1,14,15,494
TV1,MC2,2023-07-01T11:30:00Z,1,18.8,0,85.61,85.65,18.9,0.1,0.954,156.6,455,15,0,117.2,12,15,457
TV1,MC2,2023-07-01T11:45:00Z,1,18.8,0,85.61,85.65,19,0.09,0.961,216.2,454,15,0,148.3,0,15,456
TV1,MC2,2023-07-01T12:00:00Z,1,18.8,0,85.59,85.63,18.9,0.08,0.962,228,454,15,0,152.9,0,15,456
TV1,MC2,2023-07-01T12:15:00Z,1.001,19.1,0,85.57,85.61,19.2,0.08,0.963,263.1,453,15,0,179.4,0,15,455
TV1,MC2,2023-07-01T12:30:00Z,0.982,19.8,0.04,85.55,85.58,19.8,0.14,0.94,266.6,453,15,0,180.7,0,15,454
TV1,MC2,2023-07-01T12:45:00Z,0.961,20.6,0.1,85.53,85.57,20.5,0.19,0.923,271.2,453,15,0,172.7,0,15,454
TV1,MC2,2023-07-01T13:00:00Z,0.952,20.2,0.11,85.54,85.58,20.2,0.2,0.914,97,454,15,0,72.3,0,15,455
TV1,MC2,2023-07-01T13:15:00Z,0.971,19.7,0.07,85.51,85.55,19.7,0.17,0.926,135.9,454,15,0,93,0,15,455
TV1,MC2,2023-07-01T13:30:00Z,0.964,20,0.08,85.49,85.53,20,0.18,0.923,115.7,454,15,0,74,0,15,455
TV1,MC2,2023-07-01T13:45:00Z,0.966,19.9,0.08,85.48,85.52,19.9,0.18,0.924,73.6,454,15,0,46.1,0,15,455
TV1,MC2,2023-07-01T14:00:00Z,0.974,19.9,0.06,85.51,85.55,19.9,0.16,0.932,17.2,455,15,0,10.8,0,15,456
TV1,MC2,2023-07-01T14:15:00Z,0.991,19.6,0.02,85.51,85.55,19.7,0.13,0.942,15.7,462,15,1,11,1,15,468
TV1,MC2,2023-07-01T14:30:00Z,0.999,19.4,0,85.51,85.55,19.4,0.11,0.95,9,568,15,15,5.7,15,15,608
TV1,MC2,2023-07-01T14:45:00Z,0.999,18.3,0,85.51,85.55,18.4,0.08,0.96,5.5,615,15,15,1.1,15,15,735
TV1,MC2,2023-07-01T15:00:00Z,1.001,17.6,0,85.52,85.57,17.8,0.05,0.973,5.7,758,15,15,1.1,15,15,746
TV1,MC2,2023-07-01T15:15:00Z,0.999,17.1,0,85.53,85.58,17.2,0.04,0.978,0,732,15,15,0,15,15,689
TV1,MC2,2023-07-01T15:30:00Z,0.999,16.8,0,85.5,85.54,17,0.03,0.982,0,694,15,15,0,15,15,626
TV1,MC2,2023-07-01T15:45:00Z,1.001,17,0,85.49,85.53,17.1,0.03,0.987,0,675,15,15,0,15,15,602
TV1,MC2,2023-07-01T16:00:00Z,1,17.3,0,85.5,85.54,17.3,0.02,0.989,0,696,15,15,0,15,15,599
TV1,MC2,2023-07-01T16:15:00Z,0.999,17.6,0,85.51,85.55,17.6,0.02,0.989,0,701,15,15,0,15,15,609
TV1,MC2,2023-07-01T16:30:00Z,1,17.7,0,85.52,85.56,17.8,0.02,0.99,0,765,15,15,0,15,15,714
TV1,MC2,2023-07-01T16:45:00Z,1,17.8,0,85.52,85.57,17.8,0.02,0.989,0,762,15,15,0,15,15,635
TV1,MC2,2023-07-01T17:00:00Z,0.999,17.8,0,85.54,85.58,17.8,0.02,0.988,0,715,15,15,0,15,15,636
TV1,MC2,2023-07-01T17:15:00Z,1.001,17.7,0,85.56,85.6,17.7,0.02,0.988,0,722,15,15,0,15,15,645
TV1,MC2,2023-07-01T17:30:00Z,1,17.4,0,85.57,85.61,17.5,0.03,0.987,0,701,15,15,0,15,15,625
TV1,MC2,2023-07-01T17:45:00Z,1,17.4,0,85.57,85.61,17.4,0.03,0.984,0,703,15,15,0,15,15,666
TV1,MC2,2023-07-01T18:00:00Z,1,17.4,0,85.58,85.63,17.5,0.04,0.981,0,687,15,15,0,15,15,645
TV1,MC2,2023-07-01T18:15:00Z,0.999,17.4,0,85.59,85.63,17.5,0.03,0.983,0,681,15,15,0,15,15,654
TV1,MC2,2023-07-01T18:30:00Z,0.999,17.5,0,85.6,85.65,17.5,0.03,0.984,0,663,15,15,0,15,15,658
TV1,MC2,2023-07-01T18:45:00Z,1,17.5,0,85.62,85.66,17.6,0.04,0.981,0,664,15,15,0,15,15,624
TV1,MC2,2023-07-01T19:00:00Z,1,17.6,0,85.64,85.68,17.6,0.04,0.98,0,654,15,15,0,15,15,619
TV1,MC2,2023-07-01T19:15:00Z,1,17.6,0,85.65,85.69,17.6,0.04,0.981,0,639,15,15,0,15,15,608
TV1,MC2,2023-07-01T19:30:00Z,1,17.6,0,85.66,85.7,17.7,0.04,0.982,0,631,15,15,0,15,15,603
TV1,MC2,2023-07-01T19:45:00Z,1,17.7,0,85.65,85.7,17.8,0.03,0.984,0,618,15,15,0,15,15,599
TV1,MC2,2023-07-01T20:00:00Z,1,17.8,0,85.66,85.71,17.8,0.03,0.986,0,611,15,15,0,15,15,605
TV1,MC2,2023-07-01T20:15:00Z,0.999,17.9,0,85.67,85.71,17.9,0.03,0.987,0,626,15,15,0,15,15,619
TV1,MC2,2023-07-01T20:30:00Z,0.999,17.8,0,85.67,85.72,17.8,0.02,0.988,0,623,15,15,0,15,15,617
TV1,MC2,2023-07-01T20:45:00Z,0.999,17.9,0,85.66,85.7,17.9,0.03,0.988,0,607,15,15,0,15,15,604
TV1,MC2,2023-07-01T21:00:00Z,1,17.7,0,85.65,85.69,17.7,0.03,0.984,0,577,15,15,0,15,15,586
TV1,MC2,2023-07-01T21:15:00Z,0.999,17.5,0,85.64,85.69,17.4,0.06,0.971,0,527,15,15,0,15,15,563
TV1,MC2,2023-07-01T21:30:00Z,1.001,17.1,0,85.64,85.69,17.1,0.09,0.956,0,515,15,15,0,15,15,560
TV1,MC2,2023-07-01T21:45:00Z,1,16.6,0,85.64,85.69,16.6,0.08,0.96,0,512,15,15,0,15,15,560
TV1,MC2,2023-07-01T22:00:00Z,0.999,16.3,0,85.63,85.68,16.3,0.07,0.964,0,502,15,15,0,15,15,553
TV1,MC2,2023-07-01T22:15:00Z,1.001,16.3,0,85.62,85.67,16.4,0.07,0.962,0,485,15,15,0,15,15,547
TV1,MC2,2023-07-01T22:30:00Z,0.991,16.4,0.02,85.62,85.66,16.5,0.12,0.937,0,458,15,13,0,15,15,539
TV1,MC2,2023-07-01T22:45:00Z,0.978,16.4,0.04,85.6,85.65,16.7,0.17,0.912,0,458,15,0,0,15,15,535
TV1,MC2,2023-07-01T23:00:00Z,0.979,16.3,0.04,85.59,85.64,16.6,0.16,0.913,0,457,15,0,0,15,15,529
TV1,MC2,2023-07-01T23:15:00Z,0.97,16.4,0.06,85.57,85.62,16.6,0.18,0.907,0,456,15,0,0,15,15,521
TV1,MC2,2023-07-01T23:30:00Z,0.955,16.5,0.09,85.57,85.61,16.6,0.19,0.9,0,455,15,0,0,15,15,512
TV1,MC2,2023-07-01T23:45:00Z,0.934,16.8,0.13,85.56,85.6,17,0.23,0.882,0,455,15,0,0,15,15,501
TV1,MC2,2023-07-02T00:00:00Z,0.918,17.1,0.16,85.55,85.59,17.2,0.25,0.874,0,455,15,0,0,15,15,487
TV1,MC2,2023-07-02T00:15:00Z,0.912,17.2,0.17,85.54,85.58,17.3,0.26,0.87,0,454,15,0,0,15,15,470
TV1,MC2,2023-07-02T00:30:00Z,0.91,17.4,0.18,85.53,85.57,17.4,0.26,0.871,0,454,15,0,0,8,15,457
TV1,MC2,2023-07-02T00:45:00Z,0.927,17.2,0.14,85.54,85.58,17.3,0.23,0.883,0,476,15,4,0,6,15,469
TV1,MC2,2023-07-02T01:00:00Z,0.954,16.9,0.09,85.55,85.59,16.9,0.18,0.908,0,484,15,15,0,15,15,487
TV1,MC2,2023-07-02T01:15:00Z,0.977,16.6,0.04,85.55,85.59,16.6,0.13,0.931,0,474,15,15,0,15,15,485
TV1,MC2,2023-07-02T01:30:00Z,0.988,16.4,0.02,85.54,85.58,16.4,0.11,0.939,0,486,15,15,0,15,15,482
TV1,MC2,2023-07-02T01:45:00Z,0.998,16.3,0,85.53,85.57,16.3,0.1,0.948,0,468,15,15,0,15,15,479
TV1,MC2,2023-07-02T02:00:00Z,0.999,16.2,0,85.51,85.55,16.2,0.09,0.952,0,460,15,15,0,15,15,466
TV1,MC2,2023-07-02T02:15:00Z,1,16,0,85.48,85.52,16,0.09,0.952,0,456,15,1,0,13,15,460
TV1,MC2,2023-07-02T02:30:00Z,0.999,16,0,85.47,85.51,15.9,0.08,0.957,0,456,15,0,0,0,15,459
TV1,MC2,2023-07-02T02:45:00Z,1,15.8,0,85.46,85.51,15.8,0.07,0.963,0,457,15,0,0,0,15,459
TV1,MC2,2023-07-02T03:00:00Z,0.999,15.7,0,85.46,85.5,15.6,0.06,0.964,0,456,15,0,0,0,15,459
TV1,MC2,2023-07-02T03:15:00Z,0.999,15.6,0,85.45,85.5,15.6,0.08,0.957,0,456,15,0,0,0,15,458
TV1,MC2,2023-07-02T03:30:00Z,0.995,15.7,0.01,85.46,85.51,15.7,0.09,0.949,0,456,15,0,0,0,15,458
TV1,MC2,2023-07-02T03:45:00Z,0.974,16.1,0.05,85.47,85.51,16.1,0.13,0.929,0,455,15,0,0,0,15,457
TV1,MC2,2023-07-02T04:00:00Z,0.97,16.2,0.05,85.48,85.52,16.2,0.14,0.924,0,455,15,0,0,0,15,457
TV1,MC2,2023-07-02T04:15:00Z,0.976,16.1,0.04,85.47,85.51,16.1,0.13,0.929,0,455,15,0,0,0,15,457
TV1,MC2,2023-07-02T04:30:00Z,0.976,16,0.04,85.46,85.51,16.1,0.13,0.927,0,455,15,0,0,0,15,456
TV1,MC2,2023-07-02T04:45:00Z,0.979,16,0.04,85.48,85.52,16,0.13,0.931,0,456,15,0,0,0,15,457
TV1,MC2,2023-07-02T05:00:00Z,0.991,15.7,0.02,85.48,85.53,15.8,0.11,0.94,0,457,15,0,0,0,15,458
TV1,MC2,2023-07-02T05:15:00Z,1,15.4,0,85.49,85.54,15.5,0.09,0.951,0,459,15,0,0,0,15,459
TV1,MC2,2023-07-02T05:30:00Z,1,15.4,0,85.49,85.54,15.5,0.07,0.958,0,457,15,0,0,1,15,458
TV1,MC2,2023-07-02T05:45:00Z,1,15.4,0,85.51,85.55,15.3,0.07,0.961,5.5,459,15,0,0,0,15,459
TV1,MC2,2023-07-02T06:00:00Z,1.001,15.4,0,85.52,85.56,15.3,0.06,0.967,9,462,15,10,1.5,12,15,462
TV1,MC2,2023-07-02T06:15:00Z,1,15.7,0,85.54,85.58,15.5,0.05,0.973,20.7,460,15,15,9,15,15,464
TV1,MC2,2023-07-02T06:30:00Z,0.999,15.9,0,85.54,85.59,15.8,0.04,0.977,17.9,459,15,2,12.3,15,15,465
TV1,MC2,2023-07-02T06:45:00Z,1,16.1,0,85.56,85.6,16,0.04,0.979,23.6,458,15,0,16.5,15,15,464
TV1,MC2,2023-07-02T07:00:00Z,1,16.6,0,85.57,85.62,16.4,0.04,0.981,61.3,456,15,0,22,15,15,462
TV1,MC2,2023-07-02T07:15:00Z,1,17.1,0,85.58,85.62,16.7,0.04,0.979,52.6,455,15,0,23.3,5,15,458
TV1,MC2,2023-07-02T07:30:00Z,0.992,17.7,0.02,85.58,85.62,17.3,0.06,0.971,110.2,455,15,0,34.6,0,15,457
TV1,MC2,2023-07-02T07:45:00Z,0.971,18.1,0.06,85.6,85.64,17.7,0.1,0.949,101.4,455,15,0,46.1,0,15,457
TV1,MC2,2023-07-02T08:00:00Z,0.964,18.1,0.08,85.62,85.66,17.9,0.14,0.933,121.9,454,15,0,65.2,0,15,456
TV1,MC2,2023-07-02T08:15:00Z,0.961,18.3,0.08,85.64,85.68,18.1,0.15,0.928,148.1,454,15,0,80.9,0,15,456
TV1,MC2,2023-07-02T08:30:00Z,0.955,18.8,0.1,85.65,85.7,18.6,0.16,0.924,187.3,454,15,0,94.3,0,15,455
TV1,MC2,2023-07-02T08:45:00Z,0.933,19.5,0.15,85.66,85.71,19.2,0.21,0.907,371.7,453,15,0,77.3,0,15,455
TV1,MC2,2023-07-02T09:00:00Z,0.925,19.6,0.17,85.67,85.72,19.3,0.23,0.899,296.4,453,15,0,86.6,0,15,455
TV1,MC2,2023-07-02T09:15:00Z,0.924,19.6,0.17,85.69,85.73,19.3,0.22,0.901,258.4,453,15,0,117.2,0,15,455
TV1,MC2,2023-07-02T09:30:00Z,0.922,19.4,0.18,85.7,85.75,19.3,0.24,0.892,158.9,453,15,0,100.5,0,15,455
TV1,MC2,2023-07-02T09:45:00Z,0.934,19.3,0.15,85.7,85.75,19.2,0.22,0.899,134,453,15,0,91.6,0,15,454
TV1,MC2,2023-07-02T10:00:00Z,0.927,19.5,0.17,85.7,85.75,19.3,0.23,0.896,155.6,453,15,0,111.5,0,15,454
TV1,MC2,2023-07-02T10:15:00Z,0.91,20,0.21,85.71,85.75,19.8,0.26,0.886,233.6,452,15,0,139,0,15,454
TV1,MC2,2023-07-02T10:30:00Z,0.89,20.6,0.27,85.71,85.75,20.3,0.31,0.87,243,452,15,0,136.6,0,15,454
TV1,MC2,2023-07-02T10:45:00Z,0.907,20.7,0.23,85.71,85.76,20.6,0.29,0.879,197.2,452,15,0,117.4,0,15,454
TV1,MC2,2023-07-02T11:00:00Z,0.914,20.6,0.21,85.71,85.75,20.4,0.28,0.883,255.1,452,15,0,150.3,0,15,454
TV1,MC2,2023-07-02T11:15:00Z,0.909,20.8,0.22,85.7,85.74,20.6,0.29,0.882,305.1,452,15,0,169.4,0,15,453
TV1,MC2,2023-07-02T11:30:00Z,0.885,21.4,0.29,85.69,85.73,21.2,0.35,0.86,612.7,451,15,0,158.4,0,15,453
TV1,MC2,2023-07-02T11:45:00Z,0.842,22,0.42,85.66,85.71,21.8,0.45,0.828,368.4,451,15,0,249.6,0,15,453
TV1,MC2,2023-07-02T12:00:00Z,0.838,22.3,0.44,85.64,85.69,22.2,0.48,0.822,274.7,451,15,0,205.8,0,15,452
TV1,MC2,2023-07-02T12:15:00Z,0.876,21.9,0.33,85.62,85.66,21.9,0.4,0.847,267.3,451,15,0,184.9,0,15,453
TV1,MC2,2023-07-02T12:30:00Z,0.906,21.2,0.24,85.62,85.66,21.2,0.33,0.868,114.6,453,15,0,70.5,0,15,454
TV1,MC2,2023-07-02T12:45:00Z,0.942,20.1,0.14,85.62,85.65,20.1,0.24,0.899,67.7,454,15,0,43,0,15,455
TV1,MC2,2023-07-02T13:00:00Z,0.977,19.4,0.05,85.61,85.65,19.4,0.16,0.929,44.7,454,15,0,29.8,0,15,455
TV1,MC2,2023-07-02T13:15:00Z,0.985,19.1,0.03,85.61,85.65,19.2,0.14,0.938,54.2,454,15,0,36.4,0,15,455
TV1,MC2,2023-07-02T13:30:00Z,0.985,19.1,0.03,85.58,85.62,19.1,0.14,0.939,30,454,15,0,22.2,0,15,456
TV1,MC2,2023-07-02T13:45:00Z,0.977,19.2,0.05,85.56,85.61,19.2,0.15,0.932,48.3,466,15,1,36.3,2,15,463
TV1,MC2,2023-07-02T14:00:00Z,0.987,19.2,0.03,85.57,85.61,19.2,0.14,0.938,39.4,542,15,15,28.2,15,15,589
TV1,MC2,2023-07-02T14:15:00Z,0.999,19,0,85.55,85.59,19,0.11,0.948,32.2,545,15,15,21.6,15,15,610
TV1,MC2,2023-07-02T14:30:00Z,1,18.9,0,85.54,85.58,19,0.09,0.957,28.4,548,15,15,19.8,15,15,659
TV1,MC2,2023-07-02T14:45:00Z,1.001,18.8,0,85.53,85.57,18.9,0.08,0.965,30.8,616,15,15,22.5,15,15,669
TV1,MC2,2023-07-02T15:00:00Z,1,18.8,0,85.51,85.55,18.9,0.06,0.972,68.8,602,15,15,49.8,15,15,608
TV1,MC2,2023-07-02T15:15:00Z,1.001,18.9,0,85.49,85.53,19,0.06,0.973,79.7,589,15,15,58.4,15,15,576
TV1,MC2,2023-07-02T15:30:00Z,1.001,18.9,0,85.5,85.54,19,0.06,0.974,60.1,566,15,15,43.2,15,15,555
TV1,MC2,2023-07-02T15:45:00Z,0.999,18.9,0,85.51,85.56,19,0.06,0.974,54.2,536,15,15,38.5,15,15,551
TV1,MC2,2023-07-02T16:00:00Z,1.001,19.1,0,85.51,85.55,19.2,0.06,0.974,79.8,522,15,15,62.3,15,15,542
TV1,MC2,2023-07-02T16:15:00Z,1,19.2,0,85.5,85.54,19.2,0.07,0.968,98.9,513,15,15,76.9,15,15,536
TV1,MC2,2023-07-02T16:30:00Z,1.001,19.4,0,85.51,85.55,19.4,0.09,0.96,88.4,507,15,15,66.1,15,15,529
TV1,MC2,2023-07-02T16:45:00Z,0.999,19.5,0,85.51,85.55,19.5,0.11,0.95,76.4,501,15,15,55.8,15,15,524
TV1,MC2,2023-07-02T17:00:00Z,0.996,19.3,0.01,85.52,85.56,19.4,0.12,0.946,37.5,490,15,15,27.8,15,15,520
TV1,MC2,2023-07-02T17:15:00Z,0.999,19.3,0,85.52,85.57,19.3,0.11,0.951,15.6,490,15,15,11.7,15,15,532
TV1,MC2,2023-07-02T17:30:00Z,0.999,19.2,0,85.53,85.57,19.2,0.09,0.961,9.2,482,15,15,5.3,15,15,527
TV1,MC2,2023-07-02T17:45:00Z,1,18.8,0,85.55,85.59,18.9,0.08,0.963,3.1,469,15,15,2,15,15,521
TV1,MC2,2023-07-02T18:00:00Z,1.001,18.4,0,85.57,85.61,18.5,0.08,0.964,0,568,15,15,0,15,15,548
TV1,MC2,2023-07-02T18:15:00Z,1.001,18.1,0,85.59,85.64,18.2,0.07,0.965,0,623,15,15,0,15,15,608
TV1,MC2,2023-07-02T18:30:00Z,1,18,0,85.63,85.67,18.1,0.06,0.969,0,656,15,15,0,15,15,643
TV1,MC2,2023-07-02T18:45:00Z,1,18.1,0,85.63,85.68,18.2,0.06,0.972,0,617,15,15,0,15,15,637
TV1,MC2,2023-07-02T19:00:00Z,1.001,18.1,0,85.65,85.69,18.2,0.05,0.976,0,607,15,15,0,15,15,622
TV1,MC2,2023-07-02T19:15:00Z,1.001,18.1,0,85.66,85.7,18.2,0.05,0.977,0,603,15,15,0,15,15,620
TV1,MC2,2023-07-02T19:30:00Z,1,18,0,85.66,85.71,18.1,0.05,0.978,0,720,15,15,0,15,15,697
TV1,MC2,2023-07-02T19:45:00Z,1,17.9,0,85.68,85.72,18,0.04,0.979,0,649,15,15,0,15,15,631
TV1,MC2,2023-07-02T20:00:00Z,1,17.8,0,85.69,85.73,17.9,0.04,0.978,0,621,15,15,0,15,15,616
TV1,MC2,2023-07-02T20:15:00Z,0.999,17.9,0,85.7,85.74,17.8,0.05,0.976,0,611,15,15,0,15,15,608
TV1,MC2,2023-07-02T20:30:00Z,1,17.8,0,85.71,85.75,17.8,0.08,0.962,0,694,15,15,0,15,15,628
TV1,MC2,2023-07-02T20:45:00Z,1,17.3,0,85.73,85.77,17.4,0.09,0.954,0,675,15,15,0,15,15,655
TV1,MC2,2023-07-02T21:00:00Z,1,17,0,85.74,85.78,17,0.08,0.96,0,652,15,15,0,15,15,615
TV1,MC2,2023-07-02T21:15:00Z,1,16.7,0,85.75,85.79,16.8,0.06,0.967,0,640,15,15,0,15,15,586
TV1,MC2,2023-07-02T21:30:00Z,0.999,16.6,0,85.75,85.79,16.7,0.05,0.973,0,649,15,15,0,15,15,587
TV1,MC2,2023-07-02T21:45:00Z,0.999,16.5,0,85.76,85.8,16.5,0.04,0.978,0,634,15,15,0,15,15,584
TV1,MC2,2023-07-02T22:00:00Z,1,16.3,0,85.77,85.81,16.4,0.04,0.98,0,618,15,15,0,15,15,583
TV1,MC2,2023-07-02T22:15:00Z,1,16.3,0,85.77,85.81,16.3,0.03,0.983,0,614,15,15,0,15,15,579
TV1,MC2,2023-07-02T22:30:00Z,1,16.2,0,85.77,85.81,16.3,0.03,0.986,0,612,15,15,0,15,15,572
TV1,MC2,2023-07-02T22:45:00Z,1,16.2,0,85.77,85.81,16.2,0.02,0.987,0,610,15,15,0,15,15,567
TV1,MC2,2023-07-02T23:00:00Z,1.001,16.2,0,85.76,85.81,16.2,0.03,0.986,0,631,15,15,0,15,15,560
TV1,MC2,2023-07-02T23:15:00Z,1.001,16.1,0,85.76,85.8,16.1,0.02,0.987,0,618,15,15,0,15,15,558
TV1,MC2,2023-07-02T23:30:00Z,1.001,16,0,85.74,85.78,16,0.02,0.989,0,595,15,15,0,15,15,551
TV1,MC2,2023-07-02T23:45:00Z,1,16,0,85.72,85.77,16.1,0.03,0.986,0,582,15,15,0,15,15,549
TV1,MC2,2023-07-03T00:00:00Z,1,16,0,85.71,85.75,16.1,0.03,0.986,0,573,15,15,0,15,15,549
TV1,MC2,2023-07-03T00:15:00Z,1,16,0,85.68,85.73,16,0.02,0.986,0,568,15,15,0,15,15,550
TV1,MC2,2023-07-03T00:30:00Z,1,16,0,85.67,85.71,16,0.02,0.987,0,566,15,15,0,15,15,551
TV1,MC2,2023-07-03T00:45:00Z,1,16,0,85.65,85.69,16,0.02,0.988,0,563,15,15,0,15,15,554
TV1,MC2,2023-07-03T01:00:00Z,1,16,0,85.62,85.67,16,0.02,0.991,0,563,15,15,0,15,15,558
TV1,MC2,2023-07-03T01:15:00Z,1,16.1,0,85.6,85.64,16,0.01,0.993,0,561,15,15,0,15,15,559
TV1,MC2,2023-07-03T01:30:00Z,1.001,16.1,0,85.58,85.63,16.1,0.01,0.992,0,561,15,15,0,15,15,561
TV1,MC2,2023-07-03T01:45:00Z,1,16,0,85.58,85.62,16,0.01,0.993,0,559,15,15,0,15,15,561
TV1,MC2,2023-07-03T02:00:00Z,1,16,0,85.57,85.61,16,0.01,0.993,0,559,15,15,0,15,15,563
TV1,MC2,2023-07-03T02:15:00Z,0.999,16,0,85.55,85.6,16,0.01,0.993,0,557,15,15,0,15,15,562
TV1,MC2,2023-07-03T02:30:00Z,1,15.9,0,85.55,85.6,15.9,0.01,0.993,0,555,15,15,0,15,15,561
TV1,MC2,2023-07-03T02:45:00Z,1.001,15.8,0,85.55,85.6,15.8,0.02,0.992,0,552,15,15,0,15,15,559
TV1,MC2,2023-07-03T03:00:00Z,1,15.8,0,85.54,85.59,15.8,0.02,0.991,0,552,15,15,0,15,15,559
TV1,MC2,2023-07-03T03:15:00Z,1,15.8,0,85.55,85.59,15.8,0.01,0.992,0,552,15,15,0,15,15,560
TV1,MC2,2023-07-03T03:30:00Z,1,16.3,0,85.56,85.61,16.3,0.01,0.994,0,542,15,15,0,15,15,554
TV1,MC2,2023-07-03T03:45:00Z,0.999,16.5,0,85.57,85.61,16.4,0.02,0.989,0,540,15,15,0,15,15,554
TV1,MC2,2023-07-03T04:00:00Z,1,16.8,0,85.57,85.61,16.7,0.02,0.992,0,532,15,15,0,15,15,550
TV1,MC2,2023-07-03T04:15:00Z,0.999,17.2,0,85.57,85.61,17.1,0.03,0.985,0,524,15,15,0,15,15,544
TV1,MC2,2023-07-03T04:30:00Z,1,17.4,0,85.57,85.61,17.3,0.05,0.975,0,521,15,15,0,15,15,539
TV1,MC2,2023-07-03T04:45:00Z,0.999,17.4,0,85.56,85.61,17.3,0.06,0.968,0,521,15,15,0,15,15,537
TV1,MC2,2023-07-03T05:00:00Z,1,17.4,0,85.56,85.61,17.3,0.07,0.964,0,519,15,15,0,15,15,535
TV1,MC2,2023-07-03T05:15:00Z,1,17.5,0,85.56,85.6,17.4,0.08,0.959,0,515,15,15,0,15,15,531
TV1,MC2,2023-07-03T05:30:00Z,0.99,17.7,0.02,85.57,85.61,17.5,0.1,0.949,0,512,15,15,0,15,15,527
TV1,MC2,2023-07-03T05:45:00Z,0.983,17.7,0.03,85.58,85.62,17.6,0.11,0.943,4.8,508,15,15,0,15,15,523
TV1,MC2,2023-07-03T06:00:00Z,0.978,17.8,0.04,85.59,85.63,17.7,0.12,0.938,8.6,501,15,15,2.7,15,15,519
TV1,MC2,2023-07-03T06:15:00Z,0.981,17.8,0.04,85.59,85.63,17.6,0.12,0.94,15,482,15,15,7.3,15,15,513
TV1,MC2,2023-07-03T06:30:00Z,0.962,18.2,0.08,85.61,85.65,18.1,0.15,0.926,23.1,456,15,8,14.6,15,15,507
TV1,MC2,2023-07-03T06:45:00Z,0.952,18.5,0.1,85.62,85.66,18.4,0.18,0.914,29.5,456,15,0,13.2,15,15,498
TV1,MC2,2023-07-03T07:00:00Z,0.948,18.8,0.11,85.63,85.67,18.6,0.19,0.911,84,456,15,0,27.1,15,15,484
TV1,MC2,2023-07-03T07:15:00Z,0.951,19.1,0.11,85.65,85.69,19,0.19,0.913,56.4,456,15,0,29.7,15,15,469
TV1,MC2,2023-07-03T07:30:00Z,0.965,19,0.08,85.65,85.69,19,0.17,0.922,130.6,456,15,0,27.8,9,15,458
TV1,MC2,2023-07-03T07:45:00Z,0.981,18.7,0.04,85.66,85.7,18.6,0.14,0.937,88.4,456,15,0,27.1,0,15,458
TV1,MC2,2023-07-03T08:00:00Z,0.989,18.5,0.02,85.69,85.72,18.6,0.12,0.942,80.2,456,15,0,32.4,0,15,458
TV1,MC2,2023-07-03T08:15:00Z,0.992,18.5,0.02,85.69,85.73,18.6,0.12,0.942,105.3,456,15,0,39.7,0,15,457
TV1,MC2,2023-07-03T08:30:00Z,0.973,19.1,0.06,85.68,85.72,19,0.15,0.93,252.1,454,15,0,51.1,0,15,456
TV1,MC2,2023-07-03T08:45:00Z,0.941,20.3,0.14,85.68,85.72,20,0.21,0.908,509.2,453,15,0,62.1,0,15,456
TV1,MC2,2023-07-03T09:00:00Z,0.886,21.7,0.3,85.67,85.71,20.9,0.3,0.878,691.4,452,15,0,57.3,0,15,455
TV1,MC2,2023-07-03T09:15:00Z,0.885,21.8,0.3,85.68,85.72,21.1,0.32,0.871,733.5,452,15,0,49.1,0,15,455
TV1,MC2,2023-07-03T09:30:00Z,0.861,22.5,0.38,85.68,85.72,21.4,0.34,0.866,495.7,452,15,0,48.5,0,15,455
TV1,MC2,2023-07-03T09:45:00Z,0.837,22.5,0.44,85.67,85.72,22.1,0.45,0.832,235.8,451,15,0,51.3,0,15,454
TV1,MC2,2023-07-03T10:00:00Z,0.819,22.8,0.5,85.68,85.72,22.6,0.53,0.808,134.6,451,15,0,56.2,0,15,454
