Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_RH,Port5_Temp,Port5_VPD,Port3_Atmos_pressure,Port3_RH,Port3_VPD,Port3_Temp,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H,Port6_LWS_Count
ET4,MC1,2023-05-31T18:45:00Z,87.96,0.912,18.8,0.19,87.92,0.925,0.16,18.8,0,0,15,451,15,0,455
ET4,MC1,2023-05-31T19:00:00Z,87.99,0.905,19,0.21,87.95,0.919,0.18,19,0,0,15,450,15,0,455
ET4,MC1,2023-05-31T19:15:00Z,88.01,0.899,19,0.22,87.97,0.911,0.2,19,0,0,15,450,15,0,455
ET4,MC1,2023-05-31T19:30:00Z,88.03,0.905,19,0.21,87.99,0.916,0.19,19,0,0,15,451,15,0,455
ET4,MC1,2023-05-31T19:45:00Z,88.05,0.904,19,0.21,88.01,0.915,0.19,19,0,0,15,450,15,0,455
ET4,MC1,2023-05-31T20:00:00Z,88.07,0.876,19.2,0.28,88.03,0.887,0.25,19.3,0,0,15,450,15,0,455
ET4,MC1,2023-05-31T20:15:00Z,88.08,0.857,19.2,0.32,88.04,0.867,0.3,19.4,0,0,15,450,15,0,457
ET4,MC1,2023-05-31T20:30:00Z,88.09,0.854,19.3,0.33,88.05,0.863,0.31,19.4,0,0,15,450,15,0,455
ET4,MC1,2023-05-31T20:45:00Z,88.1,0.869,19.2,0.29,88.06,0.878,0.27,19.3,0,0,15,451,15,13,464
ET4,MC1,2023-05-31T21:00:00Z,88.1,0.885,19.2,0.25,88.06,0.891,0.24,19.3,0,0,15,450,15,2,455
ET4,MC1,2023-05-31T21:15:00Z,88.1,0.903,19,0.21,88.06,0.91,0.2,19.1,0,0,15,451,15,3,460
ET4,MC1,2023-05-31T21:30:00Z,88.11,0.909,19.1,0.2,88.07,0.918,0.18,19.1,0,0,15,451,15,1,456
ET4,MC1,2023-05-31T21:45:00Z,88.12,0.915,19.1,0.19,88.08,0.927,0.16,19.1,0,0,15,451,15,0,456
ET4,MC1,2023-05-31T22:00:00Z,88.12,0.922,19,0.17,88.08,0.931,0.15,19.2,0,0,15,451,15,14,477
ET4,MC1,2023-05-31T22:15:00Z,88.12,0.934,18.9,0.14,88.08,0.938,0.14,19.1,0,14,15,476,15,15,647
ET4,MC1,2023-05-31T22:30:00Z,88.12,0.951,18.6,0.11,88.08,0.953,0.1,18.9,0,15,15,468,15,15,602
ET4,MC1,2023-05-31T22:45:00Z,88.12,0.959,18.7,0.09,88.09,0.966,0.07,18.8,0,15,15,675,15,15,895
ET4,MC1,2023-05-31T23:00:00Z,88.11,0.975,18.4,0.05,88.07,0.982,0.04,18.6,0,15,15,637,15,15,879
ET4,MC1,2023-05-31T23:15:00Z,88.11,0.986,18.3,0.03,88.08,0.993,0.02,18.5,0,15,15,662,15,15,825
ET4,MC1,2023-05-31T23:30:00Z,88.1,0.99,18.4,0.02,88.06,0.999,0,18.5,0,15,15,636,15,15,764
ET4,MC1,2023-05-31T23:45:00Z,88.09,0.994,18.4,0.01,88.05,1,0,18.5,0,15,15,685,15,15,828
ET4,MC1,2023-06-01T00:00:00Z,88.08,0.997,18.4,0.01,88.05,0.998,0,18.6,0,15,15,563,15,15,685
ET4,MC1,2023-06-01T00:15:00Z,88.07,0.996,18.4,0.01,88.03,1,0,18.5,0,15,15,537,15,15,555
ET4,MC1,2023-06-01T00:30:00Z,88.04,0.995,18.5,0.01,88,1,0,18.5,0,15,15,532,15,15,615
ET4,MC1,2023-06-01T00:45:00Z,88.02,0.995,18.4,0.01,87.98,0.999,0,18.5,0,15,15,536,15,15,693
ET4,MC1,2023-06-01T01:00:00Z,88.01,0.996,18.4,0.01,87.97,0.999,0,18.4,0,15,15,531,15,15,648
ET4,MC1,2023-06-01T01:15:00Z,87.98,0.997,18.4,0.01,87.94,1.001,0,18.5,0,15,15,535,15,15,679
ET4,MC1,2023-06-01T01:30:00Z,87.95,0.999,18.5,0,87.91,1.001,0,18.5,0,15,15,522,15,15,626
ET4,MC1,2023-06-01T01:45:00Z,87.91,0.998,18.4,0.01,87.87,1,0,18.4,0,15,15,512,15,15,596
ET4,MC1,2023-06-01T02:00:00Z,87.9,0.99,18.4,0.02,87.86,1,0,18.2,0,15,15,505,15,15,554
ET4,MC1,2023-06-01T02:15:00Z,87.89,0.988,18.2,0.02,87.85,1,0,18.2,0,15,15,503,15,15,552
ET4,MC1,2023-06-01T02:30:00Z,87.87,0.991,18.1,0.02,87.83,1,0,18.2,0,15,15,538,15,15,655
ET4,MC1,2023-06-01T02:45:00Z,87.87,0.991,18.1,0.02,87.83,0.999,0,18.1,0,15,15,607,15,15,800
ET4,MC1,2023-06-01T03:00:00Z,87.85,0.992,18,0.02,87.81,0.999,0,18,0,15,15,538,15,15,628
ET4,MC1,2023-06-01T03:15:00Z,87.84,0.995,17.8,0.01,87.79,0.999,0,17.9,0,15,15,524,15,15,599
ET4,MC1,2023-06-01T03:30:00Z,87.83,0.999,17.8,0,87.79,1.001,0,17.8,0,15,15,522,15,15,646
ET4,MC1,2023-06-01T03:45:00Z,87.84,0.999,17.9,0,87.79,1,0,17.9,0,15,15,518,15,15,614
ET4,MC1,2023-06-01T04:00:00Z,87.83,0.999,18,0,87.79,0.999,0,18,0,15,15,516,15,15,602
ET4,MC1,2023-06-01T04:15:00Z,87.84,1,18,0,87.8,1,0,18.1,0,15,15,512,15,15,602
ET4,MC1,2023-06-01T04:30:00Z,87.85,1.001,18.1,0,87.8,1,0,18.1,0,15,15,507,15,15,600
ET4,MC1,2023-06-01T04:45:00Z,87.85,1,18.1,0,87.81,1,0,18.1,0,15,15,498,15,15,581
ET4,MC1,2023-06-01T05:00:00Z,87.87,0.971,18.6,0.06,87.82,1,0,18,0,15,15,488,15,15,564
ET4,MC1,2023-06-01T05:15:00Z,87.88,0.894,19.3,0.24,87.84,0.995,0.01,18.2,0,15,15,479,15,15,555
ET4,MC1,2023-06-01T05:30:00Z,87.9,0.85,19.6,0.34,87.85,0.931,0.15,18.7,0,15,15,465,15,15,545
ET4,MC1,2023-06-01T05:45:00Z,87.91,0.827,20,0.4,87.87,0.881,0.27,19.3,0.5,14,15,460,15,15,535
ET4,MC1,2023-06-01T06:00:00Z,87.94,0.821,20.1,0.42,87.89,0.874,0.28,19.3,6.8,0,15,451,15,15,524
ET4,MC1,2023-06-01T06:15:00Z,87.96,0.82,20.2,0.42,87.91,0.869,0.3,19.5,10.1,0,15,451,15,15,513
ET4,MC1,2023-06-01T06:30:00Z,87.98,0.836,19.9,0.38,87.94,0.871,0.29,19.6,11.9,0,15,451,15,15,500
ET4,MC1,2023-06-01T06:45:00Z,88,0.829,20.1,0.4,87.95,0.872,0.29,19.6,15,0,15,451,15,15,485
ET4,MC1,2023-06-01T07:00:00Z,88.02,0.848,20.1,0.36,87.97,0.868,0.3,19.8,19.8,0,15,451,15,15,475
ET4,MC1,2023-06-01T07:15:00Z,88.04,0.873,19.9,0.29,87.99,0.884,0.26,19.6,36.8,0,15,451,15,15,462
ET4,MC1,2023-06-01T07:30:00Z,88.05,0.869,20.6,0.32,88.01,0.895,0.24,19.8,76.2,0,15,451,15,0,454
ET4,MC1,2023-06-01T07:45:00Z,88.06,0.868,21.4,0.34,88.03,0.928,0.17,20.3,216.8,0,15,450,15,2,464
ET4,MC1,2023-06-01T08:00:00Z,88.07,0.835,22.2,0.44,88.03,0.895,0.26,21.2,265.3,0,9,450,15,14,460
ET4,MC1,2023-06-01T08:15:00Z,88.08,0.812,22.7,0.52,88.04,0.872,0.33,21.5,191,0,4,450,15,0,452
ET4,MC1,2023-06-01T08:30:00Z,88.11,0.833,22.1,0.44,88.07,0.885,0.29,21.1,155.8,0,12,450,15,0,452
ET4,MC1,2023-06-01T08:45:00Z,88.11,0.836,22.4,0.44,88.07,0.897,0.26,21.3,150.1,0,0,450,15,0,452
ET4,MC1,2023-06-01T09:00:00Z,88.12,0.843,22.9,0.44,88.08,0.905,0.25,21.6,150.7,0,0,449,15,0,452
ET4,MC1,2023-06-01T09:15:00Z,88.12,0.83,22.5,0.46,88.08,0.883,0.3,21.5,112.1,0,0,450,15,0,452
ET4,MC1,2023-06-01T09:30:00Z,88.11,0.825,22.7,0.48,88.07,0.89,0.28,21.4,129.6,0,3,449,15,0,451
ET4,MC1,2023-06-01T09:45:00Z,88.11,0.813,22.5,0.51,88.07,0.875,0.32,21.5,78.6,0,0,450,15,0,452
ET4,MC1,2023-06-01T10:00:00Z,88.09,0.815,22.7,0.51,88.05,0.873,0.33,21.5,132.4,0,1,449,14,0,450
ET4,MC1,2023-06-01T10:15:00Z,88.09,0.799,23.2,0.57,88.05,0.861,0.37,22,102.5,0,0,449,12,0,451
ET4,MC1,2023-06-01T10:30:00Z,88.08,0.775,23.6,0.66,88.04,0.83,0.46,22.3,126,0,0,449,3,0,449
ET4,MC1,2023-06-01T10:45:00Z,88.06,0.782,23.7,0.64,88.02,0.83,0.46,22.6,134.4,0,0,449,6,0,447
ET4,MC1,2023-06-01T11:00:00Z,88.05,0.718,25.3,0.91,88.01,0.793,0.59,23.3,178.9,0,0,449,0,0,447
ET4,MC1,2023-06-01T11:15:00Z,88.04,0.754,24.4,0.75,88,0.82,0.5,22.8,167.7,0,0,449,0,0,449
ET4,MC1,2023-06-01T11:30:00Z,88.03,0.809,23.6,0.56,87.99,0.869,0.36,22.5,113.3,0,0,449,2,0,450
ET4,MC1,2023-06-01T11:45:00Z,88.03,0.835,23.2,0.47,87.98,0.88,0.32,22.4,58.4,0,2,450,10,0,451
ET4,MC1,2023-06-01T12:00:00Z,88.01,0.859,22.8,0.39,87.97,0.897,0.28,22.2,76.7,0,10,450,15,0,451
ET4,MC1,2023-06-01T12:15:00Z,87.98,0.845,23.2,0.44,87.94,0.888,0.3,22.4,89.2,0,1,450,13,0,450
ET4,MC1,2023-06-01T12:30:00Z,87.96,0.838,23.7,0.48,87.92,0.894,0.29,22.6,108.8,0,1,449,8,0,450
ET4,MC1,2023-06-01T12:45:00Z,87.95,0.824,23.6,0.51,87.91,0.876,0.34,22.7,74.5,0,0,450,11,0,451
ET4,MC1,2023-06-01T13:00:00Z,87.93,0.858,23,0.4,87.89,0.895,0.28,22.4,60.2,0,6,450,15,0,452
ET4,MC1,2023-06-01T13:15:00Z,87.92,0.861,23,0.39,87.88,0.902,0.26,22.4,68.5,0,2,450,15,0,452
ET4,MC1,2023-06-01T13:30:00Z,87.93,0.885,22.7,0.32,87.89,0.921,0.21,22.2,53.8,0,15,450,15,0,452
ET4,MC1,2023-06-01T13:45:00Z,87.9,0.889,23,0.31,87.86,0.935,0.17,22.2,115.2,0,14,450,14,0,450
ET4,MC1,2023-06-01T14:00:00Z,87.89,0.869,22.9,0.37,87.85,0.905,0.26,22.4,33.7,7,10,643,11,7,876
ET4,MC1,2023-06-01T14:15:00Z,87.91,0.93,21.1,0.18,87.87,0.937,0.16,21.2,13,15,15,746,15,15,900
ET4,MC1,2023-06-01T14:30:00Z,87.9,0.968,20.4,0.08,87.86,0.978,0.05,20.4,27.6,15,15,688,15,15,679
ET4,MC1,2023-06-01T14:45:00Z,87.85,0.983,20.4,0.04,87.81,0.994,0.01,20.3,66.1,15,15,568,15,15,594
ET4,MC1,2023-06-01T15:00:00Z,87.82,0.988,21,0.03,87.78,1,0,20.7,82.4,15,15,534,15,15,577
ET4,MC1,2023-06-01T15:15:00Z,87.85,0.983,21.1,0.04,87.81,0.997,0.01,20.8,70.7,15,15,547,15,15,568
ET4,MC1,2023-06-01T15:30:00Z,87.84,0.984,21.8,0.04,87.8,0.999,0,21.3,68.5,15,15,535,15,15,559
ET4,MC1,2023-06-01T15:45:00Z,87.84,0.956,22.1,0.12,87.8,0.993,0.02,21.6,65.2,15,15,526,15,15,550
ET4,MC1,2023-06-01T16:00:00Z,87.85,0.943,21.6,0.15,87.81,0.98,0.05,21.2,59,15,15,522,15,15,559
ET4,MC1,2023-06-01T16:15:00Z,87.84,0.943,21.8,0.15,87.8,0.983,0.04,21.2,37.5,15,15,567,15,15,715
ET4,MC1,2023-06-01T16:30:00Z,87.85,0.946,20.8,0.13,87.81,0.975,0.06,20.7,10.6,15,15,619,15,15,639
ET4,MC1,2023-06-01T16:45:00Z,87.84,0.969,20.1,0.07,87.8,0.985,0.03,20.2,14.6,15,15,601,15,15,720
ET4,MC1,2023-06-01T17:00:00Z,87.83,0.982,19.8,0.04,87.78,0.998,0,19.8,20,15,15,570,15,15,624
ET4,MC1,2023-06-01T17:15:00Z,87.82,0.987,19.6,0.03,87.77,1,0,19.6,12.3,15,15,557,15,15,569
ET4,MC1,2023-06-01T17:30:00Z,87.83,0.989,19.6,0.03,87.78,1,0,19.6,7.1,15,15,546,15,15,560
ET4,MC1,2023-06-01T17:45:00Z,87.87,0.989,19.6,0.02,87.82,0.999,0,19.6,1.6,15,15,538,15,15,562
ET4,MC1,2023-06-01T18:00:00Z,87.9,0.992,19.5,0.02,87.85,1,0,19.5,0,15,15,532,15,15,562
ET4,MC1,2023-06-01T18:15:00Z,87.9,0.992,19.5,0.02,87.86,1,0,19.5,0,15,15,526,15,15,560
ET4,MC1,2023-06-01T18:30:00Z,87.91,0.991,19.4,0.02,87.86,1,0,19.4,0,15,15,521,15,15,557
ET4,MC1,2023-06-01T18:45:00Z,87.92,0.991,19.3,0.02,87.87,1,0,19.3,0,15,15,517,15,15,557
ET4,MC1,2023-06-01T19:00:00Z,87.94,0.991,19.3,0.02,87.89,1.001,0,19.3,0,15,15,515,15,15,559
ET4,MC1,2023-06-01T19:15:00Z,87.97,0.995,19.2,0.01,87.92,1,0,19.3,0,15,15,513,15,15,561
ET4,MC1,2023-06-01T19:30:00Z,87.98,0.997,19.3,0.01,87.93,0.999,0,19.3,0,15,15,514,15,15,560
ET4,MC1,2023-06-01T19:45:00Z,87.98,0.998,19.4,0,87.93,1,0,19.3,0,15,15,520,15,15,651
ET4,MC1,2023-06-01T20:00:00Z,87.99,1,19.4,0,87.95,1,0,19.4,0,15,15,524,15,15,686
ET4,MC1,2023-06-01T20:15:00Z,88,1,19.4,0,87.96,0.999,0,19.4,0,15,15,529,15,15,807
ET4,MC1,2023-06-01T20:30:00Z,88.02,1.001,19.4,0,87.98,1,0,19.4,0,15,15,533,15,15,629
ET4,MC1,2023-06-01T20:45:00Z,88.05,1,19.3,0,88.01,1,0,19.4,0,15,15,534,15,15,688
ET4,MC1,2023-06-01T21:00:00Z,88.05,1,19.4,0,88.01,1.001,0,19.4,0,15,15,569,15,15,776
ET4,MC1,2023-06-01T21:15:00Z,88.05,1,19.3,0,88,1,0,19.3,0,15,15,570,15,15,774
ET4,MC1,2023-06-01T21:30:00Z,88.06,1,19.5,0,88.02,1,0,19.4,0,15,15,645,15,15,859
ET4,MC1,2023-06-01T21:45:00Z,88.08,0.997,19.5,0.01,88.03,1,0,19.5,0,15,15,676,15,15,847
ET4,MC1,2023-06-01T22:00:00Z,88.09,0.998,19.3,0,88.04,1,0,19.4,0,15,15,616,15,15,722
ET4,MC1,2023-06-01T22:15:00Z,88.1,1,19.1,0,88.05,1.001,0,19.1,0,15,15,582,15,15,580
ET4,MC1,2023-06-01T22:30:00Z,88.09,0.999,19.1,0,88.04,1,0,19.1,0,15,15,575,15,15,589
ET4,MC1,2023-06-01T22:45:00Z,88.07,1,19,0,88.03,1.001,0,19.1,0,15,15,552,15,15,638
ET4,MC1,2023-06-01T23:00:00Z,88.06,0.999,19,0,88.01,1,0,19.1,0,15,15,557,15,15,694
ET4,MC1,2023-06-01T23:15:00Z,88.05,1,19.1,0,88,1,0,19.1,0,15,15,565,15,15,665
ET4,MC1,2023-06-01T23:30:00Z,88.03,1,19,0,87.98,1.001,0,19.1,0,15,15,559,15,15,653
ET4,MC1,2023-06-01T23:45:00Z,88.02,1.001,18.8,0,87.98,1,0,19,0,15,15,583,15,15,663
ET4,MC1,2023-06-02T00:00:00Z,88.02,1.001,18.7,0,87.97,1,0,18.8,0,15,15,575,15,15,636
ET4,MC1,2023-06-02T00:15:00Z,88.01,1,18.7,0,87.97,1,0,18.8,0,15,15,568,15,15,632
ET4,MC1,2023-06-02T00:30:00Z,87.99,1,18.8,0,87.94,0.999,0,18.8,0,15,15,560,15,15,628
ET4,MC1,2023-06-02T00:45:00Z,87.97,1,18.9,0,87.93,1.001,0,19,0,15,15,559,15,15,568
ET4,MC1,2023-06-02T01:00:00Z,87.95,1,18.9,0,87.9,1,0,19,0,15,15,559,15,15,563
ET4,MC1,2023-06-02T01:15:00Z,87.91,1,18.9,0,87.87,0.999,0,18.9,0,15,15,550,15,15,567
ET4,MC1,2023-06-02T01:30:00Z,87.89,1,18.8,0,87.84,1,0,18.8,0,15,15,548,15,15,569
ET4,MC1,2023-06-02T01:45:00Z,87.88,1,18.8,0,87.83,1,0,18.9,0,15,15,545,15,15,576
ET4,MC1,2023-06-02T02:00:00Z,87.86,0.999,18.8,0,87.81,1,0,18.8,0,15,15,544,15,15,574
ET4,MC1,2023-06-02T02:15:00Z,87.84,1,18.8,0,87.8,1,0,18.8,0,15,15,538,15,15,566
ET4,MC1,2023-06-02T02:30:00Z,87.83,1.001,18.9,0,87.78,1,0,18.8,0,15,15,512,15,15,561
ET4,MC1,2023-06-02T02:45:00Z,87.83,1.001,18.9,0,87.78,0.999,0,18.9,0,15,15,507,15,15,562
ET4,MC1,2023-06-02T03:00:00Z,87.83,1,18.8,0,87.78,1,0,18.8,0,15,15,501,15,15,562
ET4,MC1,2023-06-02T03:15:00Z,87.82,1,18.8,0,87.77,1,0,18.8,0,15,15,496,15,15,558
ET4,MC1,2023-06-02T03:30:00Z,87.82,0.998,18.8,0,87.77,1,0,18.7,0,15,15,490,15,15,554
ET4,MC1,2023-06-02T03:45:00Z,87.82,0.993,18.8,0.02,87.77,0.999,0,18.7,0,15,15,483,15,15,547
ET4,MC1,2023-06-02T04:00:00Z,87.83,0.989,18.8,0.02,87.78,0.999,0,18.7,0,15,15,478,15,15,544
ET4,MC1,2023-06-02T04:15:00Z,87.84,0.988,18.7,0.02,87.78,1,0,18.7,0,15,15,474,15,15,540
ET4,MC1,2023-06-02T04:30:00Z,87.83,0.982,18.8,0.04,87.77,1.001,0,18.7,0,15,15,467,15,15,535
ET4,MC1,2023-06-02T04:45:00Z,87.83,0.972,19,0.06,87.78,1.001,0,18.8,0,15,15,463,15,15,532
ET4,MC1,2023-06-02T05:00:00Z,87.85,0.965,19,0.08,87.8,0.992,0.02,19,0,15,15,460,15,15,534
ET4,MC1,2023-06-02T05:15:00Z,87.86,0.966,19.2,0.08,87.81,0.986,0.03,19.1,0,0,15,454,15,15,527
ET4,MC1,2023-06-02T05:30:00Z,87.87,0.967,19.2,0.07,87.82,0.988,0.03,19.1,0,0,15,453,15,15,524
ET4,MC1,2023-06-02T05:45:00Z,87.89,0.967,19.1,0.07,87.83,0.988,0.03,19,1.6,0,15,453,15,15,521
ET4,MC1,2023-06-02T06:00:00Z,87.91,0.962,19.2,0.08,87.86,0.985,0.03,19.1,7,0,15,453,15,15,516
ET4,MC1,2023-06-02T06:15:00Z,87.92,0.949,19.4,0.11,87.87,0.978,0.05,19.2,11.2,0,15,453,15,15,510
ET4,MC1,2023-06-02T06:30:00Z,87.95,0.958,19.4,0.09,87.89,0.981,0.04,19.2,14.8,0,15,453,15,15,505
ET4,MC1,2023-06-02T06:45:00Z,87.96,0.957,19.3,0.1,87.91,0.987,0.03,19.1,11.4,0,15,454,15,15,512
ET4,MC1,2023-06-02T07:00:00Z,87.98,0.961,19.2,0.09,87.92,0.988,0.03,19,8.4,14,15,552,15,15,699
ET4,MC1,2023-06-02T07:15:00Z,87.99,0.975,18.8,0.06,87.94,0.991,0.02,18.9,6.2,15,15,670,15,15,781
ET4,MC1,2023-06-02T07:30:00Z,87.99,0.985,18.5,0.03,87.93,0.999,0,18.6,4.9,15,15,664,15,15,817
ET4,MC1,2023-06-02T07:45:00Z,87.99,0.992,18.3,0.02,87.94,1,0,18.4,5.3,15,15,637,15,15,748
ET4,MC1,2023-06-02T08:00:00Z,87.98,0.997,18.4,0.01,87.93,1,0,18.4,6.8,15,15,638,15,15,700
ET4,MC1,2023-06-02T08:15:00Z,87.99,1,18.5,0,87.94,0.999,0,18.6,8.6,15,15,620,15,15,666
ET4,MC1,2023-06-02T08:30:00Z,88,1,18.7,0,87.95,0.999,0,18.8,10.6,15,15,582,15,15,678
ET4,MC1,2023-06-02T08:45:00Z,88.01,0.999,18.9,0,87.95,1,0,18.9,13.4,15,15,611,15,15,730
ET4,MC1,2023-06-02T09:00:00Z,88.01,1,18.9,0,87.96,0.999,0,18.9,16.8,15,15,603,15,15,756
ET4,MC1,2023-06-02T09:15:00Z,88.01,0.999,19.1,0,87.95,1.001,0,19,22.2,15,15,628,15,15,682
ET4,MC1,2023-06-02T09:30:00Z,87.99,1,19.2,0,87.93,1,0,19.1,31.1,15,15,590,15,15,723
ET4,MC1,2023-06-02T09:45:00Z,87.97,1,19.4,0,87.92,1.001,0,19.2,46.5,15,15,551,15,15,566
ET4,MC1,2023-06-02T10:00:00Z,87.96,0.987,19.9,0.03,87.91,1,0,19.5,55.3,15,15,535,15,15,552
ET4,MC1,2023-06-02T10:15:00Z,87.94,0.958,20.5,0.1,87.89,0.999,0,19.9,60.4,15,15,527,15,15,542
ET4,MC1,2023-06-02T10:30:00Z,87.93,0.94,20.9,0.15,87.88,0.994,0.01,20.2,74,15,15,520,15,15,533
ET4,MC1,2023-06-02T10:45:00Z,87.95,0.948,21.4,0.13,87.89,0.995,0.01,20.8,95.9,15,15,513,15,15,520
ET4,MC1,2023-06-02T11:00:00Z,87.96,0.925,21.8,0.2,87.9,0.982,0.04,21.1,108.4,15,15,503,15,15,502
ET4,MC1,2023-06-02T11:15:00Z,87.95,0.91,22.4,0.24,87.89,0.972,0.07,21.5,130.7,15,15,491,15,15,476
ET4,MC1,2023-06-02T11:30:00Z,87.94,0.893,22.9,0.3,87.89,0.962,0.1,21.8,113.5,15,15,477,15,6,453
ET4,MC1,2023-06-02T11:45:00Z,87.93,0.882,23.3,0.34,87.88,0.952,0.13,22,120.8,15,15,461,15,0,452
ET4,MC1,2023-06-02T12:00:00Z,87.9,0.85,24.1,0.45,87.85,0.935,0.18,22.6,147.6,2,15,454,12,0,450
ET4,MC1,2023-06-02T12:15:00Z,87.87,0.827,24.1,0.52,87.82,0.9,0.28,22.8,118.3,0,15,451,5,0,450
ET4,MC1,2023-06-02T12:30:00Z,87.87,0.831,23.8,0.5,87.81,0.894,0.29,22.6,119.4,0,15,451,11,0,449
ET4,MC1,2023-06-02T12:45:00Z,87.86,0.816,24.5,0.56,87.81,0.891,0.3,23,129.5,0,15,450,0,0,449
ET4,MC1,2023-06-02T13:00:00Z,87.85,0.825,24.3,0.53,87.79,0.897,0.29,22.9,113.7,0,15,451,3,0,450
ET4,MC1,2023-06-02T13:15:00Z,87.83,0.833,23.8,0.49,87.78,0.902,0.27,22.5,134.8,0,15,451,4,0,450
ET4,MC1,2023-06-02T13:30:00Z,87.81,0.847,23.4,0.44,87.76,0.906,0.26,22.5,82.2,0,15,451,10,0,451
ET4,MC1,2023-06-02T13:45:00Z,87.8,0.875,22.6,0.34,87.74,0.92,0.21,22.1,69.9,0,15,451,15,0,452
ET4,MC1,2023-06-02T14:00:00Z,87.78,0.883,22.1,0.31,87.73,0.928,0.19,21.5,70.9,0,15,451,15,0,452
ET4,MC1,2023-06-02T14:15:00Z,87.76,0.881,22,0.31,87.71,0.929,0.18,21.3,83.1,0,15,451,15,0,452
ET4,MC1,2023-06-02T14:30:00Z,87.75,0.854,22.7,0.4,87.7,0.905,0.25,21.8,95.4,0,15,450,15,0,451
ET4,MC1,2023-06-02T14:45:00Z,87.72,0.83,23.5,0.49,87.67,0.887,0.3,22.4,93.4,0,15,450,10,0,449
ET4,MC1,2023-06-02T15:00:00Z,87.7,0.795,24.3,0.62,87.64,0.857,0.4,23,90.3,0,10,450,0,0,448
ET4,MC1,2023-06-02T15:15:00Z,87.69,0.746,25.2,0.81,87.63,0.822,0.52,23.7,84,0,0,450,0,0,449
ET4,MC1,2023-06-02T15:30:00Z,87.69,0.752,24.8,0.78,87.63,0.804,0.58,23.9,75.4,0,0,449,0,0,448
ET4,MC1,2023-06-02T15:45:00Z,87.69,0.752,24.6,0.77,87.63,0.791,0.62,24,111.5,0,0,449,3,0,450
ET4,MC1,2023-06-02T16:00:00Z,87.69,0.754,23.9,0.73,87.63,0.775,0.66,23.7,64.1,0,0,449,15,0,452
ET4,MC1,2023-06-02T16:15:00Z,87.7,0.789,23.4,0.61,87.64,0.808,0.55,23.2,39,0,0,450,15,0,452
ET4,MC1,2023-06-02T16:30:00Z,87.72,0.827,22.6,0.47,87.66,0.843,0.43,22.6,33.7,0,7,450,15,0,453
ET4,MC1,2023-06-02T16:45:00Z,87.72,0.844,22,0.41,87.66,0.858,0.38,22,23.1,0,15,450,15,0,454
ET4,MC1,2023-06-02T17:00:00Z,87.72,0.863,21.6,0.35,87.66,0.874,0.33,21.7,28.6,0,15,450,15,0,454
ET4,MC1,2023-06-02T17:15:00Z,87.73,0.855,21.8,0.38,87.67,0.861,0.37,22,28.9,0,15,450,15,0,454
ET4,MC1,2023-06-02T17:30:00Z,87.73,0.832,21.6,0.43,87.67,0.838,0.42,21.8,23.8,0,7,450,15,0,454
ET4,MC1,2023-06-02T17:45:00Z,87.75,0.825,21.4,0.45,87.69,0.828,0.45,21.6,13.9,0,1,450,15,0,454
ET4,MC1,2023-06-02T18:00:00Z,87.77,0.84,21,0.4,87.71,0.846,0.39,21.2,2.7,0,15,450,15,0,454
ET4,MC1,2023-06-02T18:15:00Z,87.78,0.852,20.7,0.36,87.73,0.86,0.34,20.9,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T18:30:00Z,87.79,0.854,20.6,0.35,87.73,0.862,0.34,20.8,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T18:45:00Z,87.81,0.84,20.6,0.39,87.76,0.853,0.36,20.7,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T19:00:00Z,87.83,0.826,20.4,0.42,87.77,0.839,0.39,20.5,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T19:15:00Z,87.86,0.84,20.2,0.38,87.8,0.852,0.35,20.2,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T19:30:00Z,87.86,0.843,20,0.37,87.81,0.851,0.35,20.2,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T19:45:00Z,87.86,0.833,20.1,0.39,87.8,0.842,0.38,20.2,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T20:00:00Z,87.85,0.83,20.1,0.4,87.8,0.841,0.38,20.2,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T20:15:00Z,87.86,0.833,20.2,0.4,87.8,0.842,0.38,20.4,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T20:30:00Z,87.86,0.865,20.1,0.32,87.8,0.873,0.3,20.2,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T20:45:00Z,87.87,0.878,20.1,0.29,87.81,0.887,0.27,20.2,0,0,15,450,15,0,455
ET4,MC1,2023-06-02T21:00:00Z,87.87,0.884,20,0.27,87.82,0.891,0.26,20.2,0,0,15,451,15,0,456
ET4,MC1,2023-06-02T21:15:00Z,87.88,0.893,19.9,0.25,87.83,0.899,0.24,20.1,0,0,15,451,15,0,456
ET4,MC1,2023-06-02T21:30:00Z,87.89,0.891,19.8,0.25,87.84,0.901,0.23,19.9,0,0,15,451,15,0,456
ET4,MC1,2023-06-02T21:45:00Z,87.9,0.904,19.6,0.22,87.85,0.911,0.2,19.8,0,0,15,451,15,0,456
