Tree,MC,Timestamp,Port3_VPD,Port3_RH,Port3_Atmos_pressure,Port3_Temp,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H,Port5_EpiMoisture,Port6_EpiTemp
FB2,MC1,2023-08-27T08:15:00Z,0.03,0.989,86.09,20.6,202.3,455,15,0,0.197,18.3
FB2,MC1,2023-08-27T08:30:00Z,0.1,0.959,86.1,21.5,101.1,455,15,0,0.197,18.5
FB2,MC1,2023-08-27T08:45:00Z,0.15,0.943,86.09,21.8,140.3,455,15,0,0.196,18.6
FB2,MC1,2023-08-27T09:00:00Z,0.14,0.947,86.09,22,369.9,454,15,0,0.196,18.8
FB2,MC1,2023-08-27T09:15:00Z,0.19,0.928,86.09,22.4,83.1,455,15,0,0.195,19
FB2,MC1,2023-08-27T09:30:00Z,0.17,0.935,86.08,21.7,126.9,455,15,0,0.194,19.2
FB2,MC1,2023-08-27T09:45:00Z,0.12,0.955,86.06,22.2,134.2,454,15,0,0.194,19.4
FB2,MC1,2023-08-27T10:00:00Z,0.17,0.937,86.06,22.8,91.7,455,15,0,0.193,19.6
FB2,MC1,2023-08-27T10:15:00Z,0.13,0.951,86.05,22.5,108.6,455,15,0,0.192,19.8
FB2,MC1,2023-08-27T10:30:00Z,0.09,0.966,86.04,21.8,71.4,455,15,0,0.192,19.9
FB2,MC1,2023-08-27T10:45:00Z,0.07,0.972,86.03,21.7,84,455,15,0,0.191,20.1
FB2,MC1,2023-08-27T11:00:00Z,0.08,0.969,86.01,21.9,134.2,455,15,0,0.191,20.2
FB2,MC1,2023-08-27T11:15:00Z,0.12,0.956,85.99,22.5,105.5,455,15,0,0.19,20.4
FB2,MC1,2023-08-27T11:30:00Z,0.1,0.964,85.98,22.1,115.7,454,15,0,0.19,20.5
FB2,MC1,2023-08-27T11:45:00Z,0.13,0.95,85.97,22.2,95.8,455,15,0,0.189,20.7
FB2,MC1,2023-08-27T12:00:00Z,0.14,0.95,85.95,22.3,142.8,453,15,0,0.188,20.8
FB2,MC1,2023-08-27T12:15:00Z,0.24,0.916,85.91,23.1,136.6,453,15,0,0.188,21
FB2,MC1,2023-08-27T12:30:00Z,0.23,0.917,85.9,23,134.6,453,15,0,0.187,21.1
FB2,MC1,2023-08-27T12:45:00Z,0.25,0.911,85.9,23,102.7,454,15,0,0.187,21.2
FB2,MC1,2023-08-27T13:00:00Z,0.22,0.92,85.89,22.8,155.5,453,15,0,0.187,21.4
FB2,MC1,2023-08-27T13:15:00Z,0.21,0.921,85.88,22.4,84.2,454,15,0,0.186,21.5
FB2,MC1,2023-08-27T13:30:00Z,0.19,0.928,85.86,22.4,158.2,453,15,0,0.185,21.5
FB2,MC1,2023-08-27T13:45:00Z,0.22,0.92,85.84,22.5,137.7,454,15,0,0.184,21.6
FB2,MC1,2023-08-27T14:00:00Z,0.17,0.94,85.83,22.7,397.2,452,15,0,0.183,21.7
FB2,MC1,2023-08-27T14:15:00Z,0.24,0.916,85.81,23,183.1,454,15,0,0.183,21.8
FB2,MC1,2023-08-27T14:30:00Z,0.26,0.909,85.78,23.6,291,452,15,0,0.182,21.9
FB2,MC1,2023-08-27T14:45:00Z,0.23,0.916,85.77,22.9,112.1,454,15,0,0.182,22.1
FB2,MC1,2023-08-27T15:00:00Z,0.18,0.933,85.76,22.6,99.2,453,15,0,0.181,22.2
FB2,MC1,2023-08-27T15:15:00Z,0.22,0.921,85.77,23,103.8,453,15,0,0.18,22.2
FB2,MC1,2023-08-27T15:30:00Z,0.29,0.902,85.78,23.8,75.4,453,15,0,0.18,22.2
FB2,MC1,2023-08-27T15:45:00Z,0.17,0.941,85.79,23.4,35.3,455,15,0,0.179,22.3
FB2,MC1,2023-08-27T16:00:00Z,0.09,0.968,85.81,22.7,70.3,454,15,0,0.178,22.3
FB2,MC1,2023-08-27T16:15:00Z,0.12,0.957,85.82,22.5,85,454,15,0,0.178,22.3
FB2,MC1,2023-08-27T16:30:00Z,0.13,0.951,85.83,22.4,86.1,454,15,0,0.177,22.2
FB2,MC1,2023-08-27T16:45:00Z,0.11,0.958,85.83,22.1,95.8,454,15,0,0.177,22.1
FB2,MC1,2023-08-27T17:00:00Z,0.14,0.949,85.84,22.3,58.6,454,15,0,0.176,22.1
FB2,MC1,2023-08-27T17:15:00Z,0.09,0.964,85.87,21.6,11,456,15,0,0.176,22
FB2,MC1,2023-08-27T17:30:00Z,0.01,0.996,85.91,20.4,0,459,15,0,0.175,21.8
FB2,MC1,2023-08-27T17:45:00Z,0,1,85.91,19.7,0,584,15,14,0.174,21.4
FB2,MC1,2023-08-27T18:00:00Z,0,1.001,85.89,19.4,0,608,15,15,0.174,21.1
FB2,MC1,2023-08-27T18:15:00Z,0,1.002,85.91,19.4,0,598,15,15,0.174,20.7
FB2,MC1,2023-08-27T18:30:00Z,0,1,85.93,19.5,0,584,15,15,0.174,20.5
FB2,MC1,2023-08-27T18:45:00Z,0,1,85.96,19.4,0,572,15,15,0.174,20.4
FB2,MC1,2023-08-27T19:00:00Z,0,0.999,85.93,19.2,0,567,15,15,0.173,20.2
FB2,MC1,2023-08-27T19:15:00Z,0,1,85.96,19,0,561,15,15,0.173,20
FB2,MC1,2023-08-27T19:30:00Z,0,1,85.94,19,0,567,15,15,0.173,19.8
FB2,MC1,2023-08-27T19:45:00Z,0,1,85.93,19,0,741,15,15,0.173,19.7
FB2,MC1,2023-08-27T20:00:00Z,0,1,85.99,19,0,643,15,15,0.174,19.6
FB2,MC1,2023-08-27T20:15:00Z,0,0.999,86.04,19,0,599,15,15,0.175,19.5
FB2,MC1,2023-08-27T20:30:00Z,0,0.999,86.07,19,0,599,15,15,0.176,19.5
FB2,MC1,2023-08-27T20:45:00Z,0,1,86.09,19,0,551,15,15,0.177,19.5
FB2,MC1,2023-08-27T21:00:00Z,0,1,86.08,19.3,0,525,15,15,0.177,19.4
FB2,MC1,2023-08-27T21:15:00Z,0,1,86.1,19.2,0,493,15,15,0.177,19.3
FB2,MC1,2023-08-27T21:30:00Z,0,1,86.11,19,0,481,15,15,0.177,19.2
FB2,MC1,2023-08-27T21:45:00Z,0,1,86.09,19.1,0,469,15,15,0.176,19.1
FB2,MC1,2023-08-27T22:00:00Z,0,1,86.1,19.1,0,464,15,15,0.176,19.1
FB2,MC1,2023-08-27T22:15:00Z,0,1,86.09,19,0,461,15,15,0.176,19
FB2,MC1,2023-08-27T22:30:00Z,0,1,86.11,18.7,0,460,15,15,0.176,18.9
FB2,MC1,2023-08-27T22:45:00Z,0,1,86.1,18.6,0,460,15,15,0.176,18.8
FB2,MC1,2023-08-27T23:00:00Z,0,0.999,86.07,18.6,0,459,15,10,0.176,18.8
FB2,MC1,2023-08-27T23:15:00Z,0,0.998,86.07,18.7,0,461,15,11,0.176,18.7
FB2,MC1,2023-08-27T23:30:00Z,0,1,86.09,18.8,0,458,15,1,0.176,18.6
FB2,MC1,2023-08-27T23:45:00Z,0,1,86.09,18.9,0,458,15,0,0.176,18.6
FB2,MC1,2023-08-28T00:00:00Z,0,1,86.07,19,0,458,15,0,0.175,18.6
FB2,MC1,2023-08-28T00:15:00Z,0,1,86.06,18.9,0,458,15,0,0.175,18.6
FB2,MC1,2023-08-28T00:30:00Z,0,1,86.04,18.8,0,457,15,0,0.175,18.6
FB2,MC1,2023-08-28T00:45:00Z,0,1.001,86.02,18.9,0,457,15,0,0.175,18.5
FB2,MC1,2023-08-28T01:00:00Z,0,1.001,86.02,18.9,0,458,15,0,0.175,18.5
FB2,MC1,2023-08-28T01:15:00Z,0,1,85.99,18.8,0,458,15,0,0.175,18.4
FB2,MC1,2023-08-28T01:30:00Z,0,1,85.97,18.6,0,458,15,0,0.175,18.4
FB2,MC1,2023-08-28T01:45:00Z,0,1,85.96,18.6,0,458,15,0,0.175,18.4
FB2,MC1,2023-08-28T02:00:00Z,0,1,85.95,18.3,0,458,15,0,0.175,18.3
FB2,MC1,2023-08-28T02:15:00Z,0,0.999,85.93,18.2,0,458,15,0,0.174,18.3
FB2,MC1,2023-08-28T02:30:00Z,0,1,85.92,18.1,0,459,15,0,0.174,18.2
FB2,MC1,2023-08-28T02:45:00Z,0,1,85.92,18,0,459,15,0,0.174,18.2
FB2,MC1,2023-08-28T03:00:00Z,0,1,85.92,18,0,459,15,1,0.174,18.1
FB2,MC1,2023-08-28T03:15:00Z,0,1,85.92,17.9,0,458,15,0,0.174,18
FB2,MC1,2023-08-28T03:30:00Z,0,1.001,85.92,18.1,0,457,15,0,0.174,18
FB2,MC1,2023-08-28T03:45:00Z,0,1,85.94,18,0,458,15,0,0.174,17.9
FB2,MC1,2023-08-28T04:00:00Z,0,1.001,85.95,17.8,0,459,15,0,0.174,17.9
FB2,MC1,2023-08-28T04:15:00Z,0,1,85.96,17.6,0,459,15,0,0.174,17.8
FB2,MC1,2023-08-28T04:30:00Z,0,1,85.98,17.5,0,459,15,0,0.174,17.8
FB2,MC1,2023-08-28T04:45:00Z,0,1,86.01,17.4,0,459,15,0,0.174,17.8
FB2,MC1,2023-08-28T05:00:00Z,0,1,86.01,17.6,0,459,15,0,0.174,17.7
FB2,MC1,2023-08-28T05:15:00Z,0,1,86.01,17.5,0,458,15,0,0.174,17.7
FB2,MC1,2023-08-28T05:30:00Z,0,1.001,86,17.6,0,458,15,0,0.173,17.6
FB2,MC1,2023-08-28T05:45:00Z,0,1,86,17.5,0,458,15,0,0.173,17.6
FB2,MC1,2023-08-28T06:00:00Z,0,1,86.02,17.6,7.3,458,15,0,0.173,17.5
FB2,MC1,2023-08-28T06:15:00Z,0,0.998,86.01,18.1,13.4,457,15,0,0.173,17.5
FB2,MC1,2023-08-28T06:30:00Z,0,1,86.02,18.2,21.6,457,15,0,0.173,17.5
FB2,MC1,2023-08-28T06:45:00Z,0,0.999,86.06,18.4,30.2,457,15,0,0.173,17.5
FB2,MC1,2023-08-28T07:00:00Z,0,1,86.09,18.9,39.6,457,15,0,0.173,17.6
FB2,MC1,2023-08-28T07:15:00Z,0,1,86.1,19.1,56.9,456,15,0,0.173,17.7
FB2,MC1,2023-08-28T07:30:00Z,0.01,0.997,86.12,19.5,49.8,456,15,0,0.173,17.8
FB2,MC1,2023-08-28T07:45:00Z,0,1,86.13,19.7,69.6,456,15,0,0.173,18
FB2,MC1,2023-08-28T08:00:00Z,0.01,0.997,86.13,20,76.4,456,15,0,0.173,18.2
FB2,MC1,2023-08-28T08:15:00Z,0.04,0.985,86.13,20.7,145,455,15,0,0.173,18.4
FB2,MC1,2023-08-28T08:30:00Z,0.1,0.962,86.13,21.1,113.7,455,15,0,0.173,18.6
FB2,MC1,2023-08-28T08:45:00Z,0.07,0.971,86.14,20.8,47.4,456,15,0,0.172,18.8
FB2,MC1,2023-08-28T09:00:00Z,0.02,0.992,86.16,20.1,51.6,456,15,0,0.172,18.9
FB2,MC1,2023-08-28T09:15:00Z,0,0.999,86.15,20,93.4,456,15,0,0.172,19
FB2,MC1,2023-08-28T09:30:00Z,0.02,0.99,86.16,20.2,87,455,15,0,0.172,19.2
FB2,MC1,2023-08-28T09:45:00Z,0.11,0.956,86.17,21,119.4,454,15,0,0.172,19.3
FB2,MC1,2023-08-28T10:00:00Z,0.19,0.926,86.16,21.9,119.2,454,15,0,0.172,19.4
FB2,MC1,2023-08-28T10:15:00Z,0.18,0.93,86.16,21.7,61.5,454,15,0,0.171,19.6
FB2,MC1,2023-08-28T10:30:00Z,0.13,0.949,86.17,21.6,52.2,455,15,0,0.171,19.7
FB2,MC1,2023-08-28T10:45:00Z,0.1,0.959,86.16,21.2,78.6,455,15,0,0.17,19.8
FB2,MC1,2023-08-28T11:00:00Z,0.1,0.961,86.15,21.3,108.2,454,15,0,0.17,19.9
FB2,MC1,2023-08-28T11:15:00Z,0.08,0.968,86.15,21.1,113.9,455,15,0,0.17,20
FB2,MC1,2023-08-28T11:30:00Z,0.08,0.968,86.13,21,149,454,15,0,0.17,20
FB2,MC1,2023-08-28T11:45:00Z,0.15,0.941,86.12,21.9,167.9,453,15,0,0.17,20.2
FB2,MC1,2023-08-28T12:00:00Z,0.21,0.92,86.11,22.1,122.3,454,15,0,0.169,20.4
FB2,MC1,2023-08-28T12:15:00Z,0.18,0.932,86.09,21.7,134,454,15,0,0.168,20.4
FB2,MC1,2023-08-28T12:30:00Z,0.26,0.898,86.09,21.5,134.2,453,15,0,0.168,20.4
FB2,MC1,2023-08-28T12:45:00Z,0.29,0.884,86.08,21.1,126.9,453,15,0,0.167,20.3
FB2,MC1,2023-08-28T13:00:00Z,0.17,0.932,86.06,21.1,127.3,454,15,0,0.167,20.2
FB2,MC1,2023-08-28T13:15:00Z,0.08,0.966,86.06,20.3,91,455,15,0,0.166,20
FB2,MC1,2023-08-28T13:30:00Z,0.08,0.968,86.05,20.2,86.1,455,15,0,0.165,19.9
FB2,MC1,2023-08-28T13:45:00Z,0.09,0.964,86.02,20.4,103.3,454,15,0,0.165,19.8
FB2,MC1,2023-08-28T14:00:00Z,0.11,0.954,86.01,20.6,96.5,454,15,0,0.165,19.8
FB2,MC1,2023-08-28T14:15:00Z,0.08,0.966,86,20.4,77.3,455,15,0,0.164,19.8
FB2,MC1,2023-08-28T14:30:00Z,0.08,0.966,86,20.4,55.3,455,15,0,0.164,19.7
FB2,MC1,2023-08-28T14:45:00Z,0.09,0.963,85.99,20.7,49.4,454,15,0,0.163,19.8
FB2,MC1,2023-08-28T15:00:00Z,0.09,0.962,86.02,21.1,45,455,15,0,0.163,19.8
FB2,MC1,2023-08-28T15:15:00Z,0.13,0.949,86.01,21.1,51.6,454,15,0,0.163,20
FB2,MC1,2023-08-28T15:30:00Z,0.13,0.947,85.97,21,58.6,454,15,0,0.163,20
FB2,MC1,2023-08-28T15:45:00Z,0.11,0.953,85.96,20.7,57.5,455,15,0,0.162,20.1
FB2,MC1,2023-08-28T16:00:00Z,0.07,0.971,85.97,20.3,44.9,455,15,0,0.162,20
FB2,MC1,2023-08-28T16:15:00Z,0.04,0.983,85.99,20,39.7,455,15,0,0.162,19.9
FB2,MC1,2023-08-28T16:30:00Z,0.03,0.989,86,20.1,43.8,455,15,0,0.161,19.9
FB2,MC1,2023-08-28T16:45:00Z,0.03,0.988,86.03,20.2,32,455,15,0,0.161,19.9
FB2,MC1,2023-08-28T17:00:00Z,0.03,0.986,86.04,20.2,19.6,456,15,0,0.161,19.8
FB2,MC1,2023-08-28T17:15:00Z,0.02,0.99,86.05,20.2,11.9,456,15,0,0.161,19.8
FB2,MC1,2023-08-28T17:30:00Z,0.01,0.996,86.06,20.1,4.8,456,15,0,0.16,19.8
FB2,MC1,2023-08-28T17:45:00Z,0,1,86.09,20,0,457,15,0,0.16,19.8
FB2,MC1,2023-08-28T18:00:00Z,0,1,86.12,19.9,0,457,15,0,0.16,19.8
FB2,MC1,2023-08-28T18:15:00Z,0,0.999,86.13,19.9,0,457,15,0,0.16,19.8
FB2,MC1,2023-08-28T18:30:00Z,0,1.001,86.15,19.8,0,458,15,0,0.16,19.8
FB2,MC1,2023-08-28T18:45:00Z,0,1,86.16,19.8,0,458,15,0,0.16,19.8
FB2,MC1,2023-08-28T19:00:00Z,0,1,86.18,19.7,0,458,15,0,0.159,19.8
FB2,MC1,2023-08-28T19:15:00Z,0,1,86.19,19.7,0,458,15,0,0.159,19.8
FB2,MC1,2023-08-28T19:30:00Z,0,1.001,86.21,19.7,0,458,15,0,0.159,19.8
FB2,MC1,2023-08-28T19:45:00Z,0,1,86.21,19.6,0,458,15,0,0.159,19.8
FB2,MC1,2023-08-28T20:00:00Z,0,1,86.23,19.5,0,459,15,0,0.159,19.8
FB2,MC1,2023-08-28T20:15:00Z,0,1.001,86.23,19.5,0,459,15,0,0.159,19.7
FB2,MC1,2023-08-28T20:30:00Z,0,1.002,86.22,19.4,0,459,15,0,0.159,19.7
FB2,MC1,2023-08-28T20:45:00Z,0,1,86.22,19.4,0,459,15,0,0.158,19.7
FB2,MC1,2023-08-28T21:00:00Z,0,1.001,86.23,19.4,0,460,15,2,0.158,19.7
FB2,MC1,2023-08-28T21:15:00Z,0,1,86.22,19.2,0,460,15,5,0.158,19.6
FB2,MC1,2023-08-28T21:30:00Z,0,1,86.2,19,0,460,15,13,0.158,19.6
FB2,MC1,2023-08-28T21:45:00Z,0,1.001,86.21,18.7,0,460,15,15,0.158,19.5
FB2,MC1,2023-08-28T22:00:00Z,0,1.001,86.21,18.6,0,460,15,15,0.158,19.4
FB2,MC1,2023-08-28T22:15:00Z,0,1,86.22,18.6,0,459,15,0,0.158,19.4
FB2,MC1,2023-08-28T22:30:00Z,0,1.001,86.21,18.7,0,459,15,0,0.158,19.3
FB2,MC1,2023-08-28T22:45:00Z,0,0.999,86.21,18.9,0,459,15,0,0.157,19.3
FB2,MC1,2023-08-28T23:00:00Z,0,0.999,86.2,19,0,460,15,0,0.157,19.3
FB2,MC1,2023-08-28T23:15:00Z,0,1,86.19,19.1,0,460,15,0,0.157,19.2
FB2,MC1,2023-08-28T23:30:00Z,0,1,86.16,19.1,0,460,15,0,0.157,19.2
FB2,MC1,2023-08-28T23:45:00Z,0,1,86.15,19.1,0,460,15,0,0.157,19.2
FB2,MC1,2023-08-29T00:00:00Z,0,0.999,86.14,19.1,0,460,15,15,0.157,19.2
FB2,MC1,2023-08-29T00:15:00Z,0,0.999,86.13,19,0,460,15,15,0.157,19.2
FB2,MC1,2023-08-29T00:30:00Z,0,1,86.13,18.9,0,460,15,15,0.157,19.2
FB2,MC1,2023-08-29T00:45:00Z,0,1,86.13,18.9,0,461,15,15,0.157,19.1
FB2,MC1,2023-08-29T01:00:00Z,0,1,86.12,18.8,0,460,15,15,0.157,19.1
FB2,MC1,2023-08-29T01:15:00Z,0,1,86.11,18.8,0,460,15,14,0.157,19.1
FB2,MC1,2023-08-29T01:30:00Z,0,1,86.09,18.8,0,460,15,12,0.156,19
FB2,MC1,2023-08-29T01:45:00Z,0,1,86.08,18.8,0,460,15,0,0.156,19
FB2,MC1,2023-08-29T02:00:00Z,0,1,86.07,18.7,0,459,15,0,0.156,19
FB2,MC1,2023-08-29T02:15:00Z,0,1,86.06,18.6,0,458,15,0,0.156,18.9
FB2,MC1,2023-08-29T02:30:00Z,0,1.001,86.06,18.5,0,458,15,0,0.156,18.9
FB2,MC1,2023-08-29T02:45:00Z,0,1,86.07,18.4,0,457,15,0,0.156,18.8
FB2,MC1,2023-08-29T03:00:00Z,0,1,86.07,18.4,0,457,15,0,0.156,18.8
FB2,MC1,2023-08-29T03:15:00Z,0,1.001,86.07,18.3,0,458,15,0,0.156,18.7
FB2,MC1,2023-08-29T03:30:00Z,0,1.001,86.08,18.4,0,459,15,0,0.156,18.7
FB2,MC1,2023-08-29T03:45:00Z,0,0.999,86.09,18.4,0,459,15,0,0.156,18.6
FB2,MC1,2023-08-29T04:00:00Z,0,0.999,86.11,18.5,0,458,15,0,0.156,18.6
FB2,MC1,2023-08-29T04:15:00Z,0,1,86.13,18.5,0,458,15,0,0.156,18.6
FB2,MC1,2023-08-29T04:30:00Z,0,1,86.14,18.4,0,458,15,0,0.156,18.5
FB2,MC1,2023-08-29T04:45:00Z,0,1.001,86.15,18.4,0,460,15,0,0.155,18.5
FB2,MC1,2023-08-29T05:00:00Z,0,1,86.17,18.3,0,460,15,0,0.155,18.5
FB2,MC1,2023-08-29T05:15:00Z,0,1,86.17,18.3,0,460,15,15,0.155,18.4
FB2,MC1,2023-08-29T05:30:00Z,0,1,86.17,18.3,0,461,15,15,0.155,18.4
FB2,MC1,2023-08-29T05:45:00Z,0,1,86.16,18.3,0,461,15,15,0.155,18.4
FB2,MC1,2023-08-29T06:00:00Z,0,1,86.16,18.2,0,461,15,15,0.155,18.4
FB2,MC1,2023-08-29T06:15:00Z,0,1,86.16,18.2,6.6,461,15,15,0.155,18.4
FB2,MC1,2023-08-29T06:30:00Z,0,1,86.17,18.3,15.7,460,15,14,0.155,18.4
FB2,MC1,2023-08-29T06:45:00Z,0,1,86.19,18.5,19.6,458,15,0,0.155,18.4
FB2,MC1,2023-08-29T07:00:00Z,0,1,86.19,18.8,49.4,456,15,0,0.155,18.4
FB2,MC1,2023-08-29T07:15:00Z,0,1,86.19,19.6,121.9,454,15,0,0.155,18.5
FB2,MC1,2023-08-29T07:30:00Z,0.05,0.981,86.18,20.7,35.3,455,15,0,0.155,18.7
FB2,MC1,2023-08-29T07:45:00Z,0.12,0.951,86.18,21.1,58.6,455,15,0,0.155,18.8
FB2,MC1,2023-08-29T08:00:00Z,0.16,0.937,86.18,21.3,54.2,454,15,0,0.155,19
FB2,MC1,2023-08-29T08:15:00Z,0.21,0.919,86.19,21.9,212.6,454,15,0,0.155,19.1
FB2,MC1,2023-08-29T08:30:00Z,0.3,0.892,86.2,22.7,395.3,452,15,0,0.154,19.2
FB2,MC1,2023-08-29T08:45:00Z,0.42,0.86,86.2,23.9,263.5,452,15,0,0.154,19.4
FB2,MC1,2023-08-29T09:00:00Z,0.48,0.84,86.21,24.1,451.2,451,15,0,0.154,19.6
FB2,MC1,2023-08-29T09:15:00Z,0.38,0.873,86.22,23.9,87.2,453,15,0,0.154,19.8
FB2,MC1,2023-08-29T09:30:00Z,0.26,0.906,86.22,23.1,112.6,453,15,0,0.154,20
FB2,MC1,2023-08-29T09:45:00Z,0.28,0.904,86.2,23.8,165.3,452,15,0,0.154,20.2
FB2,MC1,2023-08-29T10:00:00Z,0.36,0.883,86.2,24.7,149,452,15,0,0.154,20.6
FB2,MC1,2023-08-29T10:15:00Z,0.39,0.876,86.2,24.8,112.2,452,15,0,0.153,20.9
FB2,MC1,2023-08-29T10:30:00Z,0.37,0.884,86.2,25.2,124.7,452,15,0,0.153,21.2
FB2,MC1,2023-08-29T10:45:00Z,0.48,0.854,86.19,25.6,110,452,15,0,0.153,21.6
FB2,MC1,2023-08-29T11:00:00Z,0.44,0.866,86.19,25.5,133.1,452,15,0,0.153,22
FB2,MC1,2023-08-29T11:15:00Z,0.4,0.875,86.18,25.4,165,452,15,0,0.153,22.3
FB2,MC1,2023-08-29T11:30:00Z,0.46,0.859,86.15,25.5,145.6,452,15,0,0.152,22.6
FB2,MC1,2023-08-29T11:45:00Z,0.42,0.867,86.14,25,146.3,452,15,0,0.151,22.7
FB2,MC1,2023-08-29T12:00:00Z,0.33,0.892,86.13,24.4,96.7,453,15,0,0.151,22.7
FB2,MC1,2023-08-29T12:15:00Z,0.25,0.914,86.12,23.5,86.8,453,15,0,0.15,22.5
FB2,MC1,2023-08-29T12:30:00Z,0.2,0.93,86.1,23.2,84,454,15,0,0.15,22.4
FB2,MC1,2023-08-29T12:45:00Z,0.17,0.939,86.09,23.3,90.3,454,15,0,0.149,22.3
FB2,MC1,2023-08-29T13:00:00Z,0.2,0.932,86.07,23.5,103.3,454,15,0,0.149,22.3
FB2,MC1,2023-08-29T13:15:00Z,0.19,0.934,86.06,23.8,180.4,453,15,0,0.15,22.5
FB2,MC1,2023-08-29T13:30:00Z,0.25,0.918,86.04,24.5,204.2,452,15,0,0.15,22.9
FB2,MC1,2023-08-29T13:45:00Z,0.3,0.905,86.03,24.8,333.1,452,15,0,0.149,23.1
FB2,MC1,2023-08-29T14:00:00Z,0.29,0.903,86.02,24.2,60.6,454,15,0,0.147,23.1
FB2,MC1,2023-08-29T14:15:00Z,0.13,0.955,86.02,22.9,69.9,455,15,0,0.146,22.8
FB2,MC1,2023-08-29T14:30:00Z,0.1,0.964,86.01,22.8,63.4,455,15,0,0.146,22.6
FB2,MC1,2023-08-29T14:45:00Z,0.07,0.975,85.98,22.4,50.2,455,15,0,0.146,22.5
FB2,MC1,2023-08-29T15:00:00Z,0.05,0.98,85.97,22.4,45.4,455,15,0,0.145,22.3
FB2,MC1,2023-08-29T15:15:00Z,0.05,0.98,85.95,22.6,87.5,454,15,0,0.146,22.3
FB2,MC1,2023-08-29T15:30:00Z,0.11,0.961,85.93,23,65.6,455,15,0,0.145,22.3
FB2,MC1,2023-08-29T15:45:00Z,0.09,0.966,85.92,22.8,39.6,456,15,0,0.145,22.2
FB2,MC1,2023-08-29T16:00:00Z,0.04,0.983,85.93,22.2,24.9,456,15,0,0.144,22.1
FB2,MC1,2023-08-29T16:15:00Z,0.01,0.995,85.93,21.9,26.6,456,15,0,0.144,22
FB2,MC1,2023-08-29T16:30:00Z,0,0.998,85.93,21.8,21.2,456,15,0,0.144,22
FB2,MC1,2023-08-29T16:45:00Z,0,1,85.93,21.7,13.2,456,15,0,0.144,21.9
FB2,MC1,2023-08-29T17:00:00Z,0,1,85.94,21.5,9.5,457,15,0,0.144,21.8
FB2,MC1,2023-08-29T17:15:00Z,0,0.999,85.96,21.2,7.5,457,15,0,0.143,21.7
FB2,MC1,2023-08-29T17:30:00Z,0,1,85.97,21,6,457,15,0,0.143,21.7
FB2,MC1,2023-08-29T17:45:00Z,0,1,85.97,20.9,1.3,458,15,0,0.143,21.6
FB2,MC1,2023-08-29T18:00:00Z,0,1,86,20.6,0,458,15,0,0.143,21.5
FB2,MC1,2023-08-29T18:15:00Z,0,1.001,86.02,20.5,0,458,15,0,0.143,21.4
FB2,MC1,2023-08-29T18:30:00Z,0,1,86.03,20.4,0,458,15,0,0.142,21.2
FB2,MC1,2023-08-29T18:45:00Z,0,1.001,86.04,20.3,0,459,15,0,0.142,21.1
FB2,MC1,2023-08-29T19:00:00Z,0,0.999,86.05,20.2,0,459,15,0,0.142,21
FB2,MC1,2023-08-29T19:15:00Z,0,1.001,86.05,20.2,0,458,15,0,0.142,21
FB2,MC1,2023-08-29T19:30:00Z,0,1,86.05,20.2,0,458,15,0,0.142,20.9
FB2,MC1,2023-08-29T19:45:00Z,0,1,86.06,20.2,0,459,15,0,0.142,20.8
FB2,MC1,2023-08-29T20:00:00Z,0,1,86.05,20.2,0,459,15,0,0.142,20.8
FB2,MC1,2023-08-29T20:15:00Z,0,1,86.05,20.2,0,459,15,0,0.141,20.7
FB2,MC1,2023-08-29T20:30:00Z,0,1,86.07,20.1,0,459,15,0,0.141,20.7
FB2,MC1,2023-08-29T20:45:00Z,0,1,86.09,20.1,0,459,15,0,0.141,20.6
FB2,MC1,2023-08-29T21:00:00Z,0,0.999,86.1,20.1,0,460,15,1,0.141,20.6
FB2,MC1,2023-08-29T21:15:00Z,0,1,86.09,20,0,460,15,2,0.141,20.5
FB2,MC1,2023-08-29T21:30:00Z,0,0.999,86.1,19.9,0,460,15,5,0.141,20.5
FB2,MC1,2023-08-29T21:45:00Z,0,1,86.1,19.8,0,460,15,5,0.141,20.4
FB2,MC1,2023-08-29T22:00:00Z,0,1,86.1,19.8,0,460,15,15,0.141,20.4
FB2,MC1,2023-08-29T22:15:00Z,0,1,86.1,19.8,0,460,15,15,0.141,20.3
FB2,MC1,2023-08-29T22:30:00Z,0,1,86.1,19.8,0,460,15,15,0.14,20.3
FB2,MC1,2023-08-29T22:45:00Z,0,1,86.1,19.8,0,461,15,15,0.14,20.2
FB2,MC1,2023-08-29T23:00:00Z,0,1.001,86.1,19.7,0,461,15,15,0.14,20.2
FB2,MC1,2023-08-29T23:15:00Z,0,1,86.09,19.8,0,462,15,15,0.14,20.1
FB2,MC1,2023-08-29T23:30:00Z,0,1,86.08,19.8,0,467,15,15,0.14,20.1
FB2,MC1,2023-08-29T23:45:00Z,0,1,86.06,19.7,0,467,15,15,0.14,20
FB2,MC1,2023-08-30T00:00:00Z,0,1,86.05,19.6,0,467,15,15,0.14,20
FB2,MC1,2023-08-30T00:15:00Z,0,1,86.04,19.5,0,467,15,15,0.14,19.9
FB2,MC1,2023-08-30T00:30:00Z,0,1.001,86.03,19.4,0,466,15,15,0.14,19.9
FB2,MC1,2023-08-30T00:45:00Z,0,1.001,86,19.4,0,466,15,15,0.14,19.8
